Förslag för ett långsiktigt arbete för en god och jämlik hälsa;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kommissionen//NN|UTR|SIN|DEF|NOM//nmod//0 för//PP//case//5 jämlik//JJ|POS|UTR|SIN|IND|NOM//amod//5 hälsa//NN|UTR|SIN|IND|NOM//nmod//2
Till statsrådet Gabriel Wikström;I//PP//case//53 detta//DT|NEU|SIN|DEF//det//53 slutbetänkande//NN|NEU|SIN|IND|NOM//obl//54 gör//VB|PRS|AKT//conj//3 vi//PN|UTR|PLU|DEF|SUB//nsubj//54 en//DT|UTR|SIN|IND//det//58 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//58 bedömning//NN|UTR|SIN|IND|NOM//obj//54 av//PP//case//61 vilka//HD|UTR/NEU|PLU|IND//det//61 steg//NN|NEU|PLU|IND|NOM//nmod//58 som//HP|-|-|-//nsubj:pass//63 krävs//VB|PRS|SFO//acl:relcl//61 för//PP//mark//79 att//SN//mark//79 ett//DT|NEU|SIN|IND//det//70 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//70 och//KN//cc//69 hållbart//JJ|POS|NEU|SIN|IND|NOM//conj//67 arbete//NN|NEU|SIN|IND|NOM//nsubj//79 för//PP//case//76 en//DT|UTR|SIN|IND//det//76 god//JJ|POS|UTR|SIN|IND|NOM//amod//76 och//KN//cc//75 jämlik//JJ|POS|UTR|SIN|IND|NOM//conj//73 hälsa//NN|UTR|SIN|IND|NOM//nmod//70 ska//VB|PRS|AKT//aux//79 kunna//VB|INF|AKT//aux//79 fortsätta//VB|INF|AKT//advcl//63 .//MAD//punct//3
Till statsrådet Gabriel Wikström;Vi//PN|UTR|PLU|DEF|SUB//nsubj//82 diskuterar//VB|PRS|AKT//parataxis//3 vilken//HD|UTR|SIN|IND//det//84 inriktning//NN|UTR|SIN|IND|NOM//nmod//85 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//87 bör//VB|PRS|AKT//aux//87 ha//VB|INF|AKT//ccomp//82 och//KN//cc//93 vilka//HD|UTR/NEU|PLU|IND//det//90 åtgärder//NN|UTR|PLU|IND|NOM//dislocated//93 som//HP|-|-|-//nsubj:pass//93 kan//VB|PRS|AKT//aux//93 krävas//VB|INF|SFO//conj//87 för//PP//mark//96 att//IE//mark//96 nå//VB|INF|AKT//advcl//93 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//98 mål//NN|NEU|SIN|IND|NOM//obj//96 om//PP//mark//101 att//IE//mark//101 sluta//VB|INF|AKT//advcl//96 de//DT|UTR/NEU|PLU|DEF//det//104 påverkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//104 hälsoklyftorna//NN|UTR|PLU|DEF|NOM//obj//101 inom//PP//case//107 en//DT|UTR|SIN|IND//det//107 generation//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//82
Till statsrådet Gabriel Wikström;Tillsammans//AB//advmod//110 utgör//VB|PRS|AKT//parataxis//82 dessa//DT|UTR/NEU|PLU|DEF//det//113 tre//RG|NOM//nummod//113 betänkanden//NN|NEU|PLU|IND|NOM//nsubj//110 en//DT|UTR|SIN|IND//det//115 helhet//NN|UTR|SIN|IND|NOM//obj//110 .//MAD//punct//82
Till statsrådet Gabriel Wikström;Som//KN//case//1 ordförande//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 Kommissionen//NN|UTR|SIN|DEF|NOM//obl//4 förordnades//VB|PRT|SFO//ROOT//4 fr.o.m.//AB|AN//case//8 den//DT|UTR|SIN|DEF//det//8 4//RO|NOM//nummod//8 juni//NN|UTR|SIN|IND|NOM//obl//4 2015//RG|NOM//nummod//10 Olle//PM|NOM//nmod//8 Lundberg//PM|NOM//flat:name//10 (//PAD//punct//10 professor//NN|UTR|SIN|IND|NOM//appos//10 i//PP//case//15 forskning//NN|UTR|SIN|IND|NOM//nmod//13 om//PP//case//17 ojämlikhet//NN|UTR|SIN|IND|NOM//nmod//15 i//PP//case//19 hälsa//NN|UTR|SIN|IND|NOM//nmod//17 )//PAD//punct//10 .//MAD//punct//8
Till statsrådet Gabriel Wikström;Som//KN//mark//26 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//26 i//PP//case//25 Kommissionen//NN|UTR|SIN|DEF|NOM//nmod//23 förordnades//VB|PRT|SFO//acl:relcl//8 fr.o.m.//AB|AN//case//32 den//DT|UTR|SIN|DEF//det//29 21//RG|NOM//nummod//30 augusti//NN|UTR|SIN|IND|NOM//obl//32 2015//RG|NOM//nummod//32 Maria//PM|NOM//obl//26 Albin//PM|NOM//flat:name//32 (//PAD//punct//32 professor//NN|UTR|SIN|IND|NOM//appos//32 i//PP//case//37 arbets-//NN|NEU|-|-|SMS//nmod//35 och//KN//cc//39 miljömedicin//NN|UTR|SIN|IND|NOM//conj//37 )//PAD//punct//32 ,//MID//punct//4 Åke//PM|NOM//nmod:poss//54 Bergmark//PM|NOM//flat:name//42 (//PAD//punct//42 professor//NN|UTR|SIN|IND|NOM//appos//42 i//PP//case//48 socialt//JJ|POS|NEU|SIN|IND|NOM//amod//48 arbete//NN|NEU|SIN|IND|NOM//nmod//45 )//PAD//punct//45 ,//MID//punct//42 Laura//PM|NOM//nmod//52 Hartman//PM|NOM//appos//42 (//PAD//punct//52 docent//NN|UTR|SIN|IND|NOM//parataxis//4 i//PP//case//56 nationalekonomi//NN|UTR|SIN|IND|NOM//nmod//54 )//PAD//punct//54 ,//MID//punct//59 Margareta//PM|NOM//dep//4 Kristenson//PM|NOM//flat:name//59 (//PAD//punct//59 professor//NN|UTR|SIN|IND|NOM//appos//59 i//PP//case//64 socialmedicin//NN|UTR|SIN|IND|NOM//nmod//62 och//KN//cc//66 folkhälsovetenskap//NN|UTR|SIN|IND|NOM//conj//64 )//PAD//punct//59 ,//MID//punct//59 Ingvar//PM|NOM//dep//59 Nilsson//PM|NOM//flat:name//69 (//PAD//punct//70 nationalekonom//NN|UTR|SIN|IND|NOM//appos//70 )//PAD//punct//70 t.o.m.//AB|AN//advmod//77 den//DT|UTR|SIN|DEF//det//77 22//RG|NOM//nummod//77 december//NN|UTR|SIN|IND|NOM//nmod//69 2016//RG|NOM//nummod//77 ,//MID//punct//69 Per//PM|NOM//nmod//69 Nilsson//PM|NOM//flat//80 (//PAD//punct//69 professor//NN|UTR|SIN|IND|NOM//appos//69 i//PP//case//85 pedagogik//NN|UTR|SIN|IND|NOM//nmod//83 )//PAD//punct//69 ,//MID//punct//59 Anna//PM|NOM//dep//59 Sjögren//PM|NOM//flat//88 (//PAD//punct//88 docent//NN|UTR|SIN|IND|NOM//appos//88 i//PP//case//93 nationalekonomi//NN|UTR|SIN|IND|NOM//nmod//91 )//PAD//punct//88 ,//MID//punct//59 Denny//PM|NOM//dep//59 Vågerö//PM|NOM//flat//59 (//PAD//punct//59 professor//NN|UTR|SIN|IND|NOM//appos//59 i//PP//case//102 medicinsk//JJ|POS|UTR|SIN|IND|NOM//amod//102 sociologi//NN|UTR|SIN|IND|NOM//nmod//99 )//PAD//punct//59 ,//MID//punct//59 Ing-Marie//PM|NOM//nmod//106 Wieselgren//PM|NOM//appos//59 (//PAD//punct//106 medicine//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//109 doktor//NN|UTR|SIN|IND|NOM//appos//106 och//KN//cc//111 specialist//NN|UTR|SIN|IND|NOM//conj//109 i//PP//case//113 psykiatri//NN|UTR|SIN|IND|NOM//nmod//106 )//PAD//punct//59 och//KN//cc//117 Per-Olof//PM|NOM//nmod//117 Östergren//PM|NOM//conj//59 (//PAD//punct//117 professor//NN|UTR|SIN|IND|NOM//appos//117 i//PP//case//121 socialmedicin//NN|UTR|SIN|IND|NOM//nmod//119 )//PAD//punct//117 .//MAD//punct//59
Till statsrådet Gabriel Wikström;Som//KN//case//1 huvudsekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//5 i//PP//case//4 Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 sekretariat//NN|NEU|SIN|IND|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//5 fr.o.m.//AB|AN//case//9 den//DT|UTR|SIN|DEF//det//9 5//RO|NOM//nummod//9 oktober//NN|UTR|SIN|IND|NOM//obl//5 2015//RG|NOM//nummod//11 Magdalena//PM|NOM//nmod//9 Brasch//PM|NOM//flat:name//11 .//MAD//punct//9
Till statsrådet Gabriel Wikström;Som//KN//case//15 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//16 anställdes//VB|PRT|SFO//advcl//5 fr.o.m.//AB|AN//case//20 den//DT|UTR|SIN|DEF//det//19 10//RG|NOM//nummod//20 augusti//NN|UTR|SIN|IND|NOM//obl//16 2015//RG|NOM//nummod//22 Jakob//PM|NOM//nmod//20 Larsson//PM|NOM//flat:name//22 ,//MID//punct//28 fr.o.m.//AB|AN//case//28 den//DT|UTR|SIN|DEF//det//28 7//RO|NOM//nummod//28 september//NN|UTR|SIN|IND|NOM//conj//20 2015//RG|NOM//nummod//30 Anna//PM|NOM//nmod//28 Balkfors//PM|NOM//flat:name//30 ,//MID//punct//28 fr.o.m.//AB|AN//case//36 den//DT|UTR|SIN|DEF//det//36 12//RG|NOM//nummod//36 oktober//NN|UTR|SIN|IND|NOM//nmod//72 2015//RG|NOM//nummod//36 t.o.m.//AB|AN//case//41 den//DT|UTR|SIN|DEF//det//41 7//RO|NOM//nummod//41 april//NN|UTR|SIN|IND|NOM//obl//42 2017//RG|NOM//nmod//43 Petra//PM|NOM//nmod//36 Mårselius//PM|NOM//flat:name//43 ,//MID//punct//36 fr.o.m.//AB|AN//case//49 den//DT|UTR|SIN|DEF//det//48 8//RO|NOM//nummod//49 augusti//NN|UTR|SIN|IND|NOM//dep//36 2016//RG|NOM//nummod//49 t.o.m.//AB|AN//advmod//54 den//DT|UTR|SIN|DEF//det//54 21//RG|NOM//nummod//54 maj//NN|UTR|SIN|IND|NOM//obl//55 2017//RG|NOM//nummod//56 Helena//PM|NOM//nmod//36 Månsson//PM|NOM//flat:name//56 och//KN//cc//62 fr.o.m.//AB|AN//case//62 den//DT|UTR|SIN|DEF//det//62 1//RO|NOM//nummod//62 mars//NN|UTR|SIN|IND|NOM//nmod//69 2017//RG|NOM//nummod//62 t.o.m.//AB|AN//advmod//69 den//DT|UTR|SIN|DEF//det//67 2//RO|NOM//nummod//67 juni//NN|UTR|SIN|IND|NOM//nmod//69 2017//RG|NOM//nummod//69 Elin//PM|NOM//conj//36 Sandberg//PM|NOM//flat:name//69 .//MID//punct//36
Till statsrådet Gabriel Wikström;Helena//PM|NOM//obl//5 Månsson//PM|NOM//flat:name//72 har//VB|PRS|AKT//conj//5 praktiserat//VB|SUP|AKT//obj//74 i//PP//case//77 sekretariatet//NN|NEU|SIN|DEF|NOM//obl//74 fr.o.m.//AB|AN//case//80 26//RG|NOM//nummod//80 januari//NN|UTR|SIN|IND|NOM//obl//74 2016//RG|NOM//nummod//80 t.o.m.//AB|AN//advmod//83 10//RG|NOM//nummod//84 juni//NN|UTR|SIN|IND|NOM//appos//80 2016//RG|NOM//nummod//84 .//MAD//punct//5
Till statsrådet Gabriel Wikström;Frida//PM|NOM//nmod//88 Aschbourne//PM|NOM//appos//5 har//VB|PRS|AKT//dep//5 praktiserat//VB|SUP|AKT//nsubj//89 i//PP//case//92 sekretariatet//NN|NEU|SIN|DEF|NOM//obl//89 fr.o.m.//AB|AN//case//96 den//DT|UTR|SIN|DEF//det//96 5//RO|NOM//nummod//96 september//NN|UTR|SIN|IND|NOM//nmod//92 2016//RG|NOM//nummod//96 t.o.m.//AB|AN//advmod//101 den//DT|UTR|SIN|DEF//det//101 23//RG|NOM//nummod//101 december//NN|UTR|SIN|IND|NOM//nmod//92 2016//RG|NOM//nummod//101 .//MAD//punct//5
Till statsrådet Gabriel Wikström;Anna//PM|NOM//nsubj//106 Nyman//PM|NOM//flat:name//104 har//VB|PRS|AKT//conj//5 praktiserat//VB|SUP|AKT//obj//106 i//PP//case//109 sekretariatet//NN|NEU|SIN|DEF|NOM//obl//106 fr.o.m.//AB|AN//case//112 16//RG|NOM//nummod//112 januari//NN|UTR|SIN|IND|NOM//obl//106 t.o.m.//AB|AN//advmod//114 2//RG|NOM//nummod//115 juni//NN|UTR|SIN|IND|NOM//nmod//112 2017//RG|NOM//nummod//115 .//MAD//punct//106
Till statsrådet Gabriel Wikström;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 sitt//PS|NEU|SIN|DEF//nmod:poss//4 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//6 Nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 steg//NN|NEU|SIN|IND|NOM//obj//1 på//PP//case//8 vägen//NN|UTR|SIN|DEF|NOM//obl//1 mot//PP//case//13 en//DT|UTR|SIN|IND//det//13 mer//AB|KOM//advmod//12 jämlik//JJ|POS|UTR|SIN|IND|NOM//amod//13 hälsa//NN|UTR|SIN|IND|NOM//nmod//8 –//RG|NOM//punct//15 Förslag//NN|NEU|PLU|IND|NOM//obl//1 för//PP//case//19 ett//DT|NEU|SIN|IND//det//19 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//19 arbete//NN|NEU|SIN|IND|NOM//nmod//15 för//PP//case//25 en//DT|UTR|SIN|IND//det//25 god//JJ|POS|UTR|SIN|IND|NOM//amod//25 och//KN//cc//24 jämlik//JJ|POS|UTR|SIN|IND|NOM//conj//22 hälsa//NN|UTR|SIN|IND|NOM//nmod//19  //_SP////25 (//PAD//punct//15 SOU//PM|NOM//appos//15 2017:47//RG|NOM//punct//15 )//PAD//punct//15 .//MAD//punct//1
Till statsrådet Gabriel Wikström;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2


1.1 Kommissionens uppdrag;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//8 för//PP//case//4 jämlik//JJ|POS|UTR|SIN|IND|NOM//amod//3 hälsas//NN|UTR|SIN|IND|GEN//nmod:poss//4 uppdrag//NN|NEU|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//8 varit//VB|SUP|AKT//cop//8 att//IE//mark//8 föreslå//VB|INF|AKT//ROOT//8 åtgärder//NN|UTR|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj//12 kan//VB|PRS|AKT//aux//12 bidra//VB|INF|AKT//acl:relcl//9 till//PP//mark//18 att//SN//mark//18 hälsoklyftorna//NN|UTR|PLU|DEF|NOM//nsubj//18 i//PP//case//17 Sverige//PM|NOM//nmod//15 minskar//VB|PRS|AKT//advcl//12 .//MAD//punct//8
1.1 Kommissionens uppdrag;Enligt//PP//case//21 direktiven//NN|NEU|PLU|DEF|NOM//nsubj//23 ska//VB|PRS|AKT//aux//23 fokus//NN|NEU|SIN|IND|NOM//parataxis//8 för//PP//case//25 arbetet//NN|NEU|SIN|DEF|NOM//nmod//23 ligga//VB|INF|AKT//xcomp//8 på//PP//case//28 hälsoskillnader//NN|NEU|PLU|IND|NOM//obl//26 mellan//PP//case//31 socioekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 grupper//NN|UTR|PLU|IND|NOM//nmod//28 .//MAD//punct//8
1.1 Kommissionens uppdrag;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//36 ska//VB|PRS|AKT//aux//36 även//AB//advmod//36 beakta//VB|INF|AKT//parataxis//8 hälsoskillnader//NN|NEU|PLU|IND|NOM//obj//36 mellan//PP//case//39 könen//NN|NEU|PLU|DEF|NOM//nmod//37 .//MAD//punct//8
1.1 Kommissionens uppdrag;Till//PP//case//44 grund//NN|UTR|SIN|IND|NOM//fixed//41 för//PP//fixed//41 uppdraget//NN|NEU|SIN|DEF|NOM//obl//45 ligger//VB|PRS|AKT//parataxis//8 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 mål//NN|NEU|SIN|IND|NOM//nsubj//45 om//PP//mark//54 att//SN//mark//54 de//DT|UTR/NEU|PLU|DEF//det//52 påverkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 hälsoklyftorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//54 ska//VB|PRS|AKT//aux//54 slutas//VB|INF|SFO//advcl//45 inom//PP//case//57 en//DT|UTR|SIN|IND//det//57 generation//NN|UTR|SIN|IND|NOM//obl//54 .//MAD//punct//8
1.1 Kommissionens uppdrag;"Kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 kan//VB|PRS|AKT//aux//3 sägas//VB|INF|SFO//ROOT//3 stå//VB|INF|AKT//xcomp//3 på//PP//case//7 två//RG|NOM//nummod//7 ben//NN|NEU|PLU|IND|NOM//obl//4 ;//MID//punct//3"
1.1 Kommissionens uppdrag;att//IE//mark//10 presentera//VB|INF|AKT//csubj//34 förslag//NN|NEU|PLU|IND|NOM//obj//10 som//HP|-|-|-//nsubj//14 kan//VB|PRS|AKT//aux//14 bidra//VB|INF|AKT//acl:relcl//11 till//PP//mark//18 att//SN//mark//18 hälsoklyftorna//NN|UTR|PLU|DEF|NOM//nsubj//18 minskar//VB|PRS|AKT//advcl//14 samt//KN//cc//21 att//IE//mark//21 bedriva//VB|INF|AKT//advcl//18 ett//DT|NEU|SIN|IND//det//25 brett//JJ|POS|NEU|SIN|IND|NOM//advmod//24 utåtriktat//JJ|POS|NEU|SIN|IND|NOM//amod//25 arbete//NN|NEU|SIN|IND|NOM//obj//21 .//MAD//punct//10
1.1 Kommissionens uppdrag;Parallellt//AB|POS//advmod//29 med//PP//case//29 beredningen//NN|UTR|SIN|DEF|NOM//obl//10 av//PP//case//31 förslag//NN|NEU|PLU|IND|NOM//nmod//29 inom//PP//case//33 kommissionen//NN|UTR|SIN|DEF|NOM//nmod//31 har//VB|PRS|AKT//aux//39 därför//AB//advmod//39 ett//DT|NEU|SIN|IND//det//38 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 dialogarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//39 bedrivits//VB|SUP|SFO//parataxis//3 vilket//HP|NEU|SIN|IND//nsubj//41 involverat//VB|SUP|AKT//xcomp//39 ett//DT|NEU|SIN|IND//det//44 stort//JJ|POS|NEU|SIN|IND|NOM//amod//44 antal//NN|NEU|SIN|IND|NOM//nmod//46 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 grupper//NN|UTR|PLU|IND|NOM//obj//41 och//KN//cc//48 aktörer//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//39
1.1 Kommissionens uppdrag;Dessa//DT|UTR/NEU|PLU|DEF//det//51 kontakter//NN|UTR|PLU|IND|NOM//nsubj//56 och//KN//cc//53 dialoger//NN|UTR|PLU|IND|NOM//conj//51 har//VB|PRS|AKT//aux//56 både//KN//cc//56 inneburit//VB|SUP|AKT//conj//39 möjligheter//NN|UTR|PLU|IND|NOM//obj//56 att//IE//mark//59 inhämta//VB|INF|AKT//acl//57 erfarenheter//NN|UTR|PLU|IND|NOM//obj//59 och//KN//cc//62 idéer//NN|UTR|PLU|IND|NOM//conj//60 samt//KN//cc//64 bidragit//VB|SUP|AKT//conj//59 till//PP//case//67 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//67 bild//NN|UTR|SIN|IND|NOM//obl//64 och//KN//cc//69 analyser//NN|UTR|PLU|IND|NOM//conj//67 av//PP//case//71 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//69 och//KN//cc//73 hinder//NN|NEU|PLU|IND|NOM//conj//71 för//PP//case//78 en//DT|UTR|SIN|IND//det//78 mer//AB|KOM//advmod//77 jämlik//JJ|POS|UTR|SIN|IND|NOM//amod//78 hälsa//NN|UTR|SIN|IND|NOM//nmod//73 .//MAD//punct//3
1.1 Kommissionens uppdrag;Det//DT|NEU|SIN|DEF//det//82 utåtriktade//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//85 har//VB|PRS|AKT//aux//85 även//AB//advmod//85 bidragit//VB|SUP|AKT//parataxis//3 till//PP//mark//91 att//IE//mark//91 i//PP//case//90 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 sammanhang//NN|NEU|PLU|IND|NOM//obl//91 förmedla//VB|INF|AKT//advcl//85 kunskap//NN|UTR|SIN|IND|NOM//obj//91 och//KN//cc//94 uppmärksamma//VB|INF|AKT//conj//91 vikten//NN|UTR|SIN|DEF|NOM//obj//94 av//PP//mark//98 att//IE//mark//98 arbeta//VB|INF|AKT//acl//95 för//PP//case//103 en//DT|UTR|SIN|IND//det//103 mer//AB|KOM//advmod//102 jämlik//JJ|POS|UTR|SIN|IND|NOM//amod//103 hälsa//NN|UTR|SIN|IND|NOM//obl//98 .//MAD//punct//3

