Organisering av framtidens e-förvaltning ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 E-delegationen//NN|UTR|SIN|DEF|NOM//nmod//0
4.3.2 Informell resursfördelning;Den//DT|UTR|SIN|DEF//det//2 informella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 resursfördelningen//NN|UTR|SIN|DEF|NOM//nsubj//3 hänger//VB|PRS|AKT//ROOT//3 samman//PL//compound:prt//3 med//PP//case//7 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 uppbyggnad//NN|UTR|SIN|IND|NOM//obl//3 med//PP//case//10 en//DT|UTR|SIN|IND//det//10 kärna//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 myndighetschefer//NN|UTR|PLU|IND|NOM//nmod//10 i//PP//case//16 ett//DT|NEU|SIN|IND//det//15 16-tal//NN|NEU|SIN|IND|NOM//nmod//16 myndigheter//NN|UTR|PLU|IND|NOM//nmod//10 och//KN//cc//18 SKL//PM|NOM//conj//16 .//MID//punct//3
4.3.2 Informell resursfördelning;Deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//22 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 ansvarstagande//NN|NEU|SIN|IND|NOM//nsubj//23 underlättar//VB|PRS|AKT//parataxis//3 en//DT|UTR|SIN|IND//det//26 informell//JJ|POS|UTR|SIN|IND|NOM//amod//26 resursfördelning//NN|UTR|SIN|IND|NOM//obj//23 .//MAD//punct//23
4.3.2 Informell resursfördelning;I//PP//case//29 takt//NN|UTR|SIN|IND|NOM//obl//23 med//PP//mark//35 att//SN//mark//35 antalet//NN|NEU|SIN|DEF|NOM//det//34 representerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//35 ökar//VB|PRS|AKT//acl//29 i//PP//case//37 delegationen//NN|UTR|SIN|DEF|NOM//obl//35 eller//KN//cc//43 om//SN//mark//43 den//DT|UTR|SIN|DEF//det//42 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 organisationen//NN|UTR|SIN|DEF|NOM//nsubj//43 får//VB|PRS|AKT//conj//35 en//DT|UTR|SIN|IND//det//48 hierarkisk//JJ|POS|UTR|SIN|IND|NOM//amod//48 och//KN//cc//47 konventionell//JJ|POS|UTR|SIN|IND|NOM//conj//45 myndighetsform//NN|UTR|SIN|IND|NOM//obj//43 ,//MID//punct//58 kan//VB|PRS|AKT//aux//58 de//DT|UTR/NEU|PLU|DEF//det//53 berörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//53 myndighetschefernas//NN|UTR|PLU|DEF|GEN//nmod:poss//55 individuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//55 engagemang//NN|NEU|SIN|IND|NOM//nsubj//58 komma//VB|INF|AKT//aux//58 att//IE//mark//58 minska//VB|INF|AKT//conj//23 .//MID//punct//3
4.3.2 Informell resursfördelning;Ett//DT|NEU|SIN|IND//det//61 organ//NN|NEU|SIN|IND|NOM//nsubj//79 som//HP|-|-|-//nsubj//63 har//VB|PRS|AKT//acl:relcl//61 former//NN|UTR|PLU|IND|NOM//obj//63 för//PP//mark//67 att//IE//mark//67 kanalisera//VB|INF|AKT//advcl//63 inflytandet//NN|NEU|SIN|DEF|NOM//obj//67 från//PP//case//70 myndighetscheferna//NN|UTR|PLU|DEF|NOM//obl//67 och//KN//cc//72 finansieras//VB|PRS|SFO//conj//67 med//PP//case//74 avgifter//NN|UTR|PLU|IND|NOM//obl//72 från//PP//case//78 de//DT|UTR/NEU|PLU|DEF//det//78 deltagande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//74 har//VB|PRS|AKT//parataxis//3 troligen//AB//advmod//79 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//amod//82 förutsättningar//NN|UTR|PLU|IND|NOM//obj//79 att//IE//mark//85 kunna//VB|INF|AKT//aux//85 behålla//VB|INF|AKT//acl//82 och//KN//cc//87 vidareutveckla//VB|INF|AKT//conj//85 ett//DT|NEU|SIN|IND//det//90 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//90 engagemang//NN|NEU|SIN|IND|NOM//obj//85 .//MAD//punct//3
4.3.2 Informell resursfördelning;Kollegiemodellen//NN|UTR|SIN|DEF|NOM//nsubj//1 representerar//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//4 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 beslutsmodell//NN|UTR|SIN|IND|NOM//obj//1 från//PP//case//8 normala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 myndigheter//NN|UTR|PLU|IND|NOM//obl//1 genom//PP//mark//13 att//SN//mark//13 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//12 styrelse//NN|UTR|SIN|IND|NOM//nsubj:pass//13 utses//VB|PRS|SFO//advcl//1 av//PP//case//16 ett//DT|NEU|SIN|IND//det//16 kollektiv//NN|NEU|SIN|IND|NOM//obl:agent//13 ,//MID//punct//18 kollegiet//NN|NEU|SIN|DEF|NOM//conj//16 .//MAD//punct//1
4.3.2 Informell resursfördelning;Däremot//AB//advmod//21 ligger//VB|PRS|AKT//parataxis//1 den//DT|UTR|SIN|DEF//det//24 dagliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 ledningen//NN|UTR|SIN|DEF|NOM//nsubj//21 i//PP//case//26 händerna//NN|UTR|PLU|DEF|NOM//nmod//24 på//PP//case//29 en//DT|UTR|SIN|IND//det//29 chef//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//31 generaldirektören//NN|UTR|SIN|DEF|NOM//conj//29 .//MAD//punct//1
4.3.2 Informell resursfördelning;Det//DT|NEU|SIN|DEF//det//35 kollegiala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 inslaget//NN|NEU|SIN|DEF|NOM//nsubj//40 ovanför//PP//case//37 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//35 kommer//VB|PRS|AKT//aux//40 att//IE//mark//40 göra//VB|INF|AKT//parataxis//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//40 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//40 på//PP//case//45 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 sätt//NN|NEU|PLU|IND|NOM//obl//40 i//PP//case//47 organisationen//NN|UTR|SIN|DEF|NOM//nmod//45 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//40 på//PP//case//51 personliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 skäl//NN|NEU|PLU|IND|NOM//obl//40 och//KN//cc//56 på//PP//case//56 respektive//AB//amod//55 medlemsorganisations//NN|UTR|SIN|DEF|GEN//nmod:poss//56 styrka//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//40 ungefär//AB//advmod//61 på//PP//case//61 det//DT|NEU|SIN|DEF//det//61 sätt//NN|NEU|SIN|IND|NOM//obl//40 som//HP|-|-|-//obl//65 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//64 medlemmar//NN|UTR|PLU|IND|NOM//nsubj//65 utövar//VB|PRS|AKT//acl:relcl//61 ett//DT|NEU|SIN|IND//det//71 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 eller//KN//cc//69 mindre//AB|KOM//conj//67 personligt//JJ|POS|NEU|SIN|IND|NOM//conj//67 inflytande//NN|NEU|SIN|IND|NOM//obj//65 över//PP//case//74 E-delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 arbete//NN|NEU|SIN|IND|NOM//nmod//71 .//MAD//punct//40
4.3.2 Informell resursfördelning;Framförallt//AB//advmod//77 borde//VB|PRT|AKT//aux//83 skillnaden//NN|UTR|SIN|DEF|NOM//nsubj:pass//83 mot//PP//case//82 en//DT|UTR|SIN|IND//det//82 konventionell//JJ|POS|UTR|SIN|IND|NOM//amod//82 myndighet//NN|UTR|SIN|IND|NOM//nmod//78 märkas//VB|INF|SFO//parataxis//1 om//SN//mark//87 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//87 behöver//VB|PRS|AKT//aux//87 utfärda//VB|INF|AKT//advcl//83 föreskrifter//NN|UTR|PLU|IND|NOM//obj//87 riktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//87 mot//PP//case//93 de//DT|UTR/NEU|PLU|DEF//det//93 egna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 medlemmarna//NN|UTR|PLU|DEF|NOM//obl//89 .//MID//punct//1
4.3.2 Informell resursfördelning;Sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj:pass//99 kommer//VB|PRS|AKT//aux//99 förmodligen//AB//advmod//99 att//IE//mark//99 tillgripas//VB|INF|SFO//parataxis//1 endast//AB//advmod//99 i//PP//case//102 undantagsfall//NN|NEU|PLU|IND|NOM//obl//99 .//MAD//punct//99
4.3.2 Informell resursfördelning;Det//DT|NEU|SIN|DEF//det//1 speciella//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//19 med//PP//case//4 kollegiemodellens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 styrning//NN|UTR|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//1 att//SN//mark//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//13 ,//MID//punct//13 åtminstone//AB//advmod//13 som//HA//mark//13 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//13 nu//AB//advmod//13 tillämpas//VB|PRS|SFO//csubj//1 i//PP//case//16 arbetsgivarpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 sammanhang//NN|NEU|PLU|IND|NOM//obl//13 ,//MID//punct//19 också//AB//advmod//19 medför//VB|PRS|AKT//ROOT//19 en//DT|UTR|SIN|IND//det//22 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//22 rågång//NN|UTR|SIN|IND|NOM//obj//19 mot//PP//case//25 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//25 styrning//NN|UTR|SIN|IND|NOM//obl//19 .//MAD//punct//19
4.3.2 Informell resursfördelning;Till//PP//advmod//32 skillnad//NN|UTR|SIN|IND|NOM//fixed//27 från//PP//case//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 verk//NN|NEU|PLU|IND|NOM//fixed//27 tar//VB|PRS|AKT//parataxis//19 Arbetsgivarverket//PM|NOM//nsubj//32 inte//AB//advmod//32 emot//PL//case//37 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 regeringsuppdrag//NN|NEU|PLU|IND|NOM//obl//32 eftersom//SN//mark//40 farhågorna//NN|UTR|PLU|DEF|NOM//nsubj//40 är//VB|PRS|AKT//advcl//32 att//SN//mark//44 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//44 skulle//VB|PRT|AKT//aux//44 skada//VB|INF|AKT//ccomp//40 verkets//NN|NEU|SIN|DEF|GEN//nmod:poss//46 trovärdighet//NN|UTR|SIN|IND|NOM//obj//44 som//KN//mark//50 en//DT|UTR|SIN|IND//det//50 oberoende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 förhandlingspart//NN|UTR|SIN|IND|NOM//acl:relcl//46 .//MAD//punct//32
4.3.2 Informell resursfördelning;En//DT|UTR|SIN|IND//det//53 del//NN|UTR|SIN|IND|NOM//nsubj//64 av//PP//case//56 dessa//DT|UTR/NEU|PLU|DEF//det//56 krav//NN|NEU|PLU|IND|NOM//nmod//53 på//PP//case//59 stor//JJ|POS|UTR|SIN|IND|NOM//amod//59 självständighet//NN|UTR|SIN|IND|NOM//nmod//56 kan//VB|PRS|AKT//aux//64 också//AB//advmod//64 komma//VB|INF|AKT//aux//64 att//IE//mark//64 prägla//VB|INF|AKT//parataxis//32 e-förvaltningssamordningen//NN|UTR|SIN|DEF|NOM//obj//64 ,//MID//punct//72 givetvis//AB//advmod//68 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//72 på//PP//fixed//68 hur//HA//advmod//72 organisationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//72 utformas//VB|PRS|SFO//advcl//64 och//KN//cc//78 hur//HA//advmod//78 regelverket//NN|NEU|SIN|DEF|NOM//nsubj:pass//78 i//PP//advmod//78 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//76 utformas//VB|INF|SFO//conj//32 av//PP//case//80 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//78 .//MAD//punct//19
4.3.2 Informell resursfördelning;Frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//1 myndighetsanslutning//NN|UTR|SIN|IND|NOM//nsubj//9 till//PP//case//3 samordningsprojekt//NN|NEU|SIN|IND|NOM//nmod//1 har//VB|PRS|AKT//aux//9 hittills//AB//advmod//9 varit//VB|SUP|AKT//cop//9 en//DT|UTR|SIN|IND//det//9 självklar//JJ|POS|UTR|SIN|IND|NOM//amod//9 del//NN|UTR|SIN|IND|NOM//nsubj//27 av//PP//case//12 E-delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 arbetsmodell//NN|UTR|SIN|IND|NOM//nmod//9 .//MAD//punct//9
4.3.2 Informell resursfördelning;I//PP//case//17 ett//DT|NEU|SIN|IND//det//17 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//17 läge//NN|NEU|SIN|IND|NOM//nmod//9 med//PP//case//20 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 omfattning//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//23 anslutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//23 myndigheter//NN|UTR|PLU|IND|NOM//nmod//20 och//KN//cc//26 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 samordningsambitioner//NN|UTR|PLU|IND|NOM//conj//20 kommer//VB|PRS|AKT//ROOT//27 snart//AB|POS//advmod//27 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//38 om//PP//case//32 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 anslutning//NN|UTR|SIN|IND|NOM//nmod//29 till//PP//case//36 existerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 e-tjänster//NN|UTR|PLU|IND|NOM//nmod//32 att//IE//mark//38 aktualiseras//VB|INF|SFO//ccomp//27 .//MAD//punct//27
4.3.2 Informell resursfördelning;Frivillighet//NN|UTR|SIN|IND|NOM//nsubj//3 eller//KN//cc//2 obligatorium//NN|NEU|SIN|IND|NOM//conj//0 har//VB|PRS|AKT//ROOT//3 en//DT|UTR|SIN|IND//det//6 organisatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 aspekt//NN|UTR|SIN|IND|NOM//obj//3 genom//PP//mark//11 att//SN//mark//11 ett//DT|NEU|SIN|IND//det//10 obligatorium//NN|NEU|SIN|IND|NOM//nsubj//11 kräver//VB|PRS|AKT//advcl//3 en//DT|UTR|SIN|IND//det//14 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 grad//NN|UTR|SIN|IND|NOM//obj//11 av//PP//case//16 formalisering//NN|UTR|SIN|IND|NOM//nmod//14 av//PP//case//18 inflytandet//NN|NEU|SIN|DEF|NOM//nmod//16 ,//MID//punct//22 antingen//KN//cc//22 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 sker//VB|PRS|AKT//conj//3 i//PP//case//25 kollegial//JJ|POS|UTR|SIN|IND|NOM//amod//25 form//NN|UTR|SIN|IND|NOM//obl//22 eller//KN//cc//30 med//PP//case//30 en//DT|UTR|SIN|IND//det//30 enrådig//JJ|POS|UTR|SIN|IND|NOM//amod//30 chef//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//3
4.3.2 Informell resursfördelning;Kollegiemodellen//NN|UTR|SIN|DEF|NOM//nsubj//36 är//VB|PRS|AKT//cop//36 den//DT|UTR|SIN|DEF//nsubj//36 mest//AB|SUV//advmod//36 strukturerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//parataxis//3 och//KN//cc//38 prövade//VB|PRT|AKT//conj//36 modellen//NN|UTR|SIN|DEF|NOM//obj//38 i//PP//case//42 detta//DT|NEU|SIN|DEF//det//42 sammanhang//NN|NEU|SIN|IND|NOM//obl//38 .//MAD//punct//36

4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Inom//PP//case//2 begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 former//NN|UTR|PLU|IND|NOM//obl//5 kan//VB|PRS|AKT//aux//5 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//5 samverka//VB|INF|AKT//ROOT//5 utan//PP//case//7 författningskrav//NN|NEU|PLU|IND|NOM//obl//5 eller//KN//cc//11 åtminstone//AB//advmod//11 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//11 stöd//NN|NEU|SIN|IND|NOM//conj//7 i//PP//case//13 författning//NN|UTR|SIN|IND|NOM//nmod//11 .//MAD//punct//5
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Begränsningen//NN|UTR|SIN|DEF|NOM//nsubj//16 ligger//VB|PRS|AKT//parataxis//5 i//PP//mark//21 att//SN//mark//21 instruktionen//NN|UTR|SIN|DEF|NOM//nsubj//21 kan//VB|PRS|AKT//aux//21 behöva//VB|INF|AKT//advcl//16 ändras//VB|INF|SFO//xcomp//21 om//SN//mark//27 en//DT|UTR|SIN|IND//det//25 myndighet//NN|UTR|SIN|IND|NOM//nsubj//27 ska//VB|PRS|AKT//aux//27 utföra//VB|INF|AKT//advcl//22 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//27 utanför//PP//case//32 den//DT|UTR|SIN|DEF//det//32 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//32 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//28 .//MAD//punct//16
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;En//DT|UTR|SIN|IND//det//2 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//2 samverkan//NN|UTR|SIN|IND|NOM//nsubj:pass//4 kan//VB|PRS|AKT//aux//4 dokumenteras//VB|INF|SFO//ROOT//4 i//PP//case//6 överenskommelser//NN|UTR|PLU|IND|NOM//obl//4 med//PP//case//9 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 styrka//NN|UTR|SIN|IND|NOM//nmod//6 .//MAD//punct//4
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Här//AB//advmod//14 kan//VB|PRS|AKT//aux//14 dock//AB//advmod//14 nämnas//VB|INF|SFO//parataxis//4 att//SN//mark//21 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//21 inte//AB//advmod//21 formellt//AB|POS//advmod//21 kan//VB|PRS|AKT//aux//21 träffa//VB|INF|AKT//advcl//14 avtal//NN|NEU|PLU|IND|NOM//obj//21 med//PP//case//24 varandra//PN|UTR/NEU|PLU|DEF|OBJ//nmod//22 .//MAD//punct//4
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Däremot//AB//advmod//30 kan//VB|PRS|AKT//aux//30 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 myndigheter//NN|UTR|PLU|IND|NOM//nsubj//30 träffa//VB|INF|AKT//parataxis//4 avtal//NN|NEU|PLU|IND|NOM//obj//30 med//PP//case//38 kommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//38 ,//MID//punct//35 landstingskommunala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//33 och//KN//cc//37 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//33 myndigheter//NN|UTR|PLU|IND|NOM//obl//30 som//HP|-|-|-//nsubj//42 inte//AB//advmod//42 är//VB|PRS|AKT//cop//42 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//38 .//MAD//punct//30
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 kan//VB|PRS|AKT//aux//3 vara//VB|INF|AKT//cop//3 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//3 att//IE//mark//5 bedöma//VB|INF|AKT//csubj//3 ”//PAD//punct//7 styrkan//NN|UTR|SIN|DEF|NOM//dislocated//17 ”//PM|NOM//punct//7 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//12 överenskommelse//NN|UTR|SIN|IND|NOM//nmod//7 .//MAD//punct//7
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//17 kan//VB|PRS|AKT//aux//17 inte//AB//advmod//17 uteslutas//VB|INF|SFO//csubj//3 att//SN//mark//20 styrkan//NN|UTR|SIN|DEF|NOM//nsubj//20 avtar//VB|PRS|AKT//ccomp//17 med//PP//case//22 tiden//NN|UTR|SIN|DEF|NOM//obl//20 .//MAD//punct//3
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;De//DT|UTR/NEU|PLU|DEF//det//25 personer//NN|UTR|PLU|IND|NOM//dislocated//59 som//HP|-|-|-//nsubj:pass//30 en//DT|UTR|SIN|IND//det//28 gång//NN|UTR|SIN|IND|NOM//obl//30 var//VB|PRT|AKT//aux:pass//30 inblandade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//25 i//PP//case//32 överenskommelsen//NN|UTR|SIN|DEF|NOM//obl//30 kanske//AB//advmod//35 inte//AB//advmod//35 längre//AB|KOM//advmod//30 är//VB|PRS|AKT//cop//25 kvar//PL//advmod//36 i//PP//case//40 sin//PS|UTR|SIN|DEF//nmod:poss//40 befattning//NN|UTR|SIN|IND|NOM//obl//36 och//KN//cc//45 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//45 är//VB|PRS|AKT//cop//45 inte//AB//advmod//45 säkert//JJ|POS|NEU|SIN|IND|NOM//conj//25 att//SN//mark//49 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//48 efterträdare//NN|UTR|PLU|IND|NOM//nsubj//49 har//VB|PRS|AKT//csubj//45 samma//DT|UTR/NEU|SIN/PLU|IND//det//51 incitament//NN|NEU|SIN|IND|NOM//obj//49 att//IE//mark//53 fullfölja//VB|INF|AKT//acl//51 samarbetet//NN|NEU|SIN|DEF|NOM//obj//53 .//MID//punct//25
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//59 kan//VB|PRS|AKT//aux//59 också//AB//advmod//59 vara//VB|INF|AKT//parataxis//3 så//AB//advmod//59 att//SN//mark//65 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 frågor//NN|UTR|PLU|IND|NOM//nsubj//65 inte//AB//advmod//65 ingår//VB|PRS|AKT//ccomp//59 i//PP//case//67 överenskommelsen//NN|UTR|SIN|DEF|NOM//obl//65 ,//MID//punct//72 till//PP//advmod//72 exempel//NN|NEU|SIN|IND|NOM//fixed//69 om//PP//case//72 beslutsfattande//NN|NEU|SIN|IND|NOM//obl//65 .//MAD//punct//3
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//76 kan//VB|PRS|AKT//aux//76 gälla//VB|INF|AKT//parataxis//3 om//PP//mark//80 hur//HA//advmod//80 eskalering//NN|UTR|SIN|IND|NOM//nsubj//80 sker//VB|PRS|AKT//advcl//76 vid//PP//case//82 oenighet//NN|UTR|SIN|IND|NOM//obl//80 eller//KN//cc//86 vad//HP|NEU|SIN|IND//dislocated//86 som//HP|-|-|-//nsubj//86 händer//VB|PRS|AKT//conj//80 om//PP//case//90 en//DT|UTR|SIN|IND//det//90 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//90 eskalering//NN|UTR|SIN|IND|NOM//obl//86 urartar//VB|PRS|AKT//xcomp//86 i//PP//advmod//91 konflikt//NN|UTR|SIN|IND|NOM//fixed//92 .//MID//punct//86
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;Om//SN//mark//98 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//97 frågor//NN|UTR|PLU|IND|NOM//nsubj//98 uppkommer//VB|PRS|AKT//advcl//102 inom//PP//case//101 en//DT|UTR|SIN|IND//det//101 myndighet//NN|UTR|SIN|IND|NOM//obl//98 finns//VB|PRS|SFO//conj//76 i//PP//advmod//102 stället//NN|NEU|SIN|DEF|NOM//fixed//103 oftast//AB|SUV//amod//106 regler//NN|UTR|PLU|IND|NOM//nsubj//102 som//HP|-|-|-//nsubj//108 löser//VB|PRS|AKT//acl:relcl//106 situationen//NN|UTR|SIN|DEF|NOM//obj//108 ,//MID//punct//112 till//PP//case//112 exempel//NN|NEU|SIN|IND|NOM//obl//108 vem//HP|UTR|SIN|IND//dislocated//117 som//HP|-|-|-//nsubj//117 är//VB|PRS|AKT//cop//117 ytterst//AB|SUV//advmod//117 beslutande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//112 .//MAD//punct//102
4.3.5 Frivillighet och föreskrifter vad gäller tjänsternas utformning;En//DT|UTR|SIN|IND//det//121 frivillig//JJ|POS|UTR|SIN|IND|NOM//amod//121 överenskommelse//NN|UTR|SIN|IND|NOM//nsubj:pass//124 kan//VB|PRS|AKT//aux//124 också//AB//advmod//124 försvagas//VB|INF|SFO//conj//102 av//PP//mark//130 att//SN//mark//130 den//DT|UTR|SIN|DEF//det//129 finansiella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//129 situationen//NN|UTR|SIN|DEF|NOM//nsubj//130 blivit//VB|SUP|AKT//advcl//124 sämre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//130 för//PP//case//135 en//RG|UTR|SIN|IND|NOM//det//135 eller//KN//cc//135 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//130 av//PP//case//139 de//DT|UTR/NEU|PLU|DEF//det//139 samverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//139 myndigheterna//NN|UTR|PLU|DEF|NOM//nmod//135 vilket//HP|NEU|SIN|IND//nsubj//142 kan//VB|PRS|AKT//aux//142 få//VB|INF|AKT//acl:relcl//139 dem//PN|UTR/NEU|PLU|DEF|OBJ//obj//142 att//IE//mark//145 nedprioritera//VB|INF|AKT//xcomp//142 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//147 insatser//NN|UTR|PLU|IND|NOM//obj//145 i//PP//case//151 den//DT|UTR|SIN|DEF//det//151 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//151 samverkan//NN|UTR|SIN|IND|NOM//nmod//147 .//MAD//punct//76
