Ett stärkt konsumentskydd vid telefonförsäljning;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 konsumentskydd//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//6 telefonförsäljning//NN|UTR|SIN|IND|NOM//nmod//4
1.1 Förslag till lag om ändring i lagen (2005:59) / 1 Författningsförslag 1.1 Förslag till lag om ändring i lagen (2005:59) om distansavtal och avtal utanför affärslokaler;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 2005:59//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//10 distansavtal//NN|NEU|SIN|IND|NOM//nmod//5 och//KN//cc//12 avtal//NN|NEU|PLU|IND|NOM//conj//10 utanför//PP//case//14 affärslokaler//NN|UTR|PLU|IND|NOM//nmod//12 dels//KN//advmod//1  //_SP////15 att//SN//mark//32 2//RG|NOM//nummod//19 kap.//NN|AN//nmod//21 2//RG|NOM//nummod//21 §//NN|AN//nsubj//32 samt//KN//cc//25 3//RG|NOM//nummod//24 kap.//NN|AN//nmod//25 4//RG|NOM//nummod//21 och//KN//cc//25 4//RG|NOM//nummod//25 a//NN|NEU|SIN|IND|NOM//case//30 §//NN|AN//nmod//30 §//NN|AN//nmod//21 ska//VB|PRS|AKT//aux//32 ha//VB|INF|AKT//advcl//15 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 lydelse//NN|UTR|SIN|IND|NOM//obj//32 ,//MID//punct//32 dels//KN//advmod//41  //_SP////36 att//SN//mark//41 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//41 ska//VB|PRS|AKT//aux//41 införas//VB|INF|SFO//conj//32 en//DT|UTR|SIN|IND//det//44 ny//JJ|POS|UTR|SIN|IND|NOM//amod//44 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//41 ,//MID//punct//41 2//RG|NOM//nummod//47 kap.//NN|AN//nmod//48 4//RG|NOM//nummod//49 a//NN|NEU|SIN|IND|NOM//obl//41 ,//MID//punct//32 och//KN//cc//57 närmast//AB|SUV//advmod//57 före//PP//case//54 den//PN|UTR|SIN|DEF|SUB/OBJ//fixed//52 en//DT|UTR|SIN|IND//det//57 ny//JJ|POS|UTR|SIN|IND|NOM//amod//57 rubrik//NN|UTR|SIN|IND|NOM//conj//32 av//PP//case//60 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 lydelse//NN|UTR|SIN|IND|NOM//nmod//57 .//MAD//punct//1

1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;2//RG|NOM//nummod//1 §//NN|AN//ROOT//1
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;Innan//SN//mark//3 ett//DT|NEU|SIN|IND//det//2 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ingås//VB|PRS|SFO//advcl//6 ska//VB|PRS|AKT//aux//6 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//6 ge//VB|INF|AKT//advcl//179 konsumenten//NN|UTR|SIN|DEF|NOM//iobj//6 information//NN|UTR|SIN|IND|NOM//obj//6 om//PP//case//10 1//RG|NOM//nmod//8 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;sitt//PS|NEU|SIN|DEF//nmod:poss//13 namn//NN|NEU|SIN|IND|NOM//obj//6 ,//MID//punct//15 organisationsnummer//NN|NEU|SIN|IND|NOM//conj//13 ,//MID//punct//17 telefonnummer//NN|NEU|PLU|IND|NOM//conj//13 och//KN//cc//19 telefaxnummer//NN|NEU|PLU|IND|NOM//conj//13 samt//KN//cc//22 sin//PS|UTR|SIN|DEF//nmod:poss//22 adress//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//25  //_SP////23 e-postadress//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//13 och//KN//cc//31 ,//MID//punct//31 om//SN//mark//31 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//31 agerar//VB|PRS|AKT//conj//6 för//PP//case//35 någon//DT|UTR|SIN|IND//det//34 annans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//35 räkning//NN|UTR|SIN|IND|NOM//obl//31 ,//MID//punct//39 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//39 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 uppgifter//NN|UTR|PLU|IND|NOM//conj//35 ,//MID//punct//39 2//RG|NOM//nummod//31 .//MAD//punct//31
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;varans//NN|UTR|SIN|DEF|GEN//nsubj:pass//90 eller//KN//cc//45 tjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//47 huvudsakliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 egenskaper//NN|UTR|PLU|IND|NOM//conj//43 i//PP//case//50 den//DT|UTR|SIN|DEF//det//50 omfattning//NN|UTR|SIN|IND|NOM//nmod//47 som//HP|-|-|-//nsubj//53 är//VB|PRS|AKT//cop//53 lämplig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//50 med//PP//case//57 hänsyn//NN|UTR|SIN|IND|NOM//fixed//54 till//PP//fixed//54 varan//NN|UTR|SIN|DEF|NOM//obl//53 eller//KN//cc//59 tjänsten//NN|UTR|SIN|DEF|NOM//conj//57 och//KN//cc//64 till//PP//mark//64 hur//HA//advmod//64 informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//64 ges//VB|PRS|SFO//conj//53 ,//MID//punct//64 3//RG|NOM//nummod//64 .//MAD//punct//64
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;"varans//NN|UTR|SIN|DEF|GEN//conj//43 eller//KN//cc//71 tjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//71 pris//NN|NEU|SIN|IND|NOM//conj//68 ,//MID//punct//68 inbegripet//PC|PRF|NEU|SIN|IND|NOM//amod//74 skatter//NN|UTR|PLU|IND|NOM//conj//68 och//KN//cc//76 avgifter//NN|UTR|PLU|IND|NOM//conj//74 ,//MID//punct//68 eller//KN//cc//43 ,//MID//punct//43 om//SN//mark//84 priset//NN|NEU|SIN|DEF|NOM//nsubj:pass//84 inte//AB//advmod//84 kan//VB|PRS|AKT//aux//84 anges//VB|INF|SFO//advcl//90 i//PP//advmod//84 förväg//NN|UTR|SIN|IND|NOM//fixed//85 ,//MID//punct//84 hur//HA//advmod//90 priset//NN|NEU|SIN|DEF|NOM//nsubj:pass//90 beräknas//VB|PRS|SFO//conj//31 ;//MID//punct//90"
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;om//SN//mark//94 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//94 löper//VB|PRS|AKT//advcl//90 på//PP//case//97 obegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//97 tid//NN|UTR|SIN|IND|NOM//obl//94 eller//KN//cc//99 avser//VB|PRS|AKT//conj//94 en//DT|UTR|SIN|IND//det//101 prenumeration//NN|UTR|SIN|IND|NOM//obj//99 ,//MID//punct//6 ska//VB|PRS|AKT//conj//6 även//AB//advmod//103 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//103 per//PP//case//107 faktureringsperiod//NN|UTR|SIN|IND|NOM//nmod//105 och//KN//cc//111 per//PP//case//110 månad//NN|UTR|SIN|IND|NOM//obl//111 anges//VB|PRS|SFO//conj//105 ,//MID//punct//111 4//RG|NOM//nummod//111 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;kostnader//NN|UTR|PLU|IND|NOM//obj//6 för//PP//case//117 leverans//NN|UTR|SIN|IND|NOM//nmod//115 eller//KN//cc//119 porto//NN|NEU|SIN|IND|NOM//conj//117 och//KN//cc//123 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//123 tillkommande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//123 kostnader//NN|UTR|PLU|IND|NOM//conj//117 ,//MID//punct//123 5//RG|NOM//conj//117 .//MAD//punct//115
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;kostnaden//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//mark//134 att//SN//mark//134 ett//DT|NEU|SIN|IND//det//131 medel//NN|NEU|SIN|IND|NOM//nsubj:pass//134 för//PP//case//133 distanskommunikation//NN|UTR|SIN|IND|NOM//nmod//131 används//VB|PRS|SFO//acl//127 ,//MID//punct//134 om//SN//mark//140 inte//AB//advmod//140 kostnaden//NN|UTR|SIN|DEF|NOM//nsubj//140 är//VB|PRS|AKT//cop//140 beräknad//PC|PRF|UTR|SIN|IND|NOM//advcl//134 efter//PP//case//142 normaltaxa//NN|UTR|SIN|IND|NOM//obl//140 ,//MID//punct//140 6//RG|NOM//obl//140 .//MAD//punct//6
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;"villkoren//NN|NEU|PLU|DEF|NOM//obj//6 för//PP//case//148 betalning//NN|UTR|SIN|IND|NOM//nmod//146 samt//KN//cc//151 för//PP//case//151 leverans//NN|UTR|SIN|IND|NOM//conj//148 eller//KN//cc//153 fullgörande//NN|NEU|SIN|IND|NOM//conj//151 på//PP//case//157 något//DT|NEU|SIN|IND//det//157 annat//JJ|POS|NEU|SIN|IND|NOM//amod//157 sätt//NN|NEU|SIN|IND|NOM//nmod//151 och//KN//cc//159 tidpunkt//NN|UTR|SIN|IND|NOM//conj//157 för//PP//case//161 leverans//NN|UTR|SIN|IND|NOM//nmod//159 eller//KN//cc//163 fullgörande//NN|NEU|SIN|IND|NOM//conj//161 ;//MID//punct//6"
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;om//SN//mark//168 avtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//168 ska//VB|PRS|AKT//aux//168 ingås//VB|INF|SFO//advcl//6 på//PP//case//171 näringsidkarens//NN|UTR|SIN|DEF|GEN//nmod:poss//171 webbplats//NN|UTR|SIN|IND|NOM//obl//168 ,//MID//punct//6 ska//VB|PRS|AKT//aux//179 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//179 i//PP//case//176 början//NN|UTR|SIN|DEF|NOM//obl//179 av//PP//case//178 beställningsprocessen//NN|UTR|SIN|DEF|NOM//nmod//176 anges//VB|PRS|SFO//ROOT//179 vilka//HD|UTR/NEU|PLU|IND//det//181 betalningssätt//NN|NEU|PLU|IND|NOM//nsubj:pass//179 som//HP|-|-|-//nsubj:pass//183 godtas//VB|PRS|SFO//acl:relcl//181 och//KN//cc//187 om//SN//mark//187 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//187 finns//VB|PRS|SFO//conj//179 några//DT|UTR/NEU|PLU|IND//det//189 begränsningar//NN|UTR|PLU|IND|NOM//nsubj//187 för//PP//case//191 leveransen//NN|UTR|SIN|DEF|NOM//nmod//189 ,//MID//punct//191 7//RG|NOM//conj//191 .//MAD//punct//187
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;handpenning//NN|UTR|SIN|IND|NOM//nsubj//187 eller//KN//cc//199 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//199 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//199 garantier//NN|UTR|PLU|IND|NOM//conj//195 som//HP|-|-|-//obj//203 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//203 ska//VB|PRS|AKT//aux//203 lämna//VB|INF|AKT//acl:relcl//199 och//KN//cc//206 de//DT|UTR/NEU|PLU|DEF//det//206 villkor//NN|NEU|PLU|IND|NOM//conj//195 som//HP|-|-|-//nsubj//208 gäller//VB|PRS|AKT//acl:relcl//206 för//PP//case//210 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//208 ,//MID//punct//206 8//RG|NOM//nummod//187 .//MAD//punct//179
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;den//DT|UTR|SIN|DEF//det//215 rätt//NN|UTR|SIN|IND|NOM//advmod//179 som//HP|-|-|-//obj//220 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//220 har//VB|PRS|AKT//aux//220 att//IE//mark//220 reklamera//VB|INF|AKT//acl:relcl//215 enligt//PP//case//222 lag//NN|UTR|SIN|IND|NOM//obl//220 ,//MID//punct//215 hur//HA//advmod//227 reklamation//NN|UTR|SIN|IND|NOM//nsubj:pass//227 kan//VB|PRS|AKT//aux//227 göras//VB|INF|SFO//acl:relcl//215 och//KN//cc//229 gatuadressen//NN|UTR|SIN|DEF|NOM//conj//227 till//PP//case//232 det//DT|NEU|SIN|DEF//det//232 verksamhetsställe//NN|NEU|SIN|IND|NOM//nmod//229 dit//HA//advmod//236 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//236 kan//VB|PRS|AKT//aux//236 vända//VB|INF|AKT//advcl//227 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//236 för//PP//mark//240 att//IE//mark//240 framställa//VB|INF|AKT//advcl//236 klagomål//NN|NEU|PLU|IND|NOM//obj//240 ,//MID//punct//241 9//RG|NOM//nummod//241 .//MID//punct//215
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;huruvida//IE//mark//264 och//KN//cc//251 under//PP//case//249 vilka//HD|UTR/NEU|PLU|IND//det//249 förutsättningar//NN|UTR|PLU|IND|NOM//obl//251 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//251 finns//VB|PRS|SFO//conj//245 en//DT|UTR|SIN|IND//det//253 ångerrätt//NN|UTR|SIN|IND|NOM//nsubj//251 ,//MID//punct//255 tidsfristen//NN|UTR|SIN|DEF|NOM//conj//253 och//KN//cc//258 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//258 villkor//NN|NEU|PLU|IND|NOM//conj//253 för//PP//case//260 ångerrätten//NN|UTR|SIN|DEF|NOM//nmod//253 ,//MID//punct//264 hur//HA//advmod//264 ångerrätten//NN|UTR|SIN|DEF|NOM//nsubj:pass//264 utövas//VB|PRS|SFO//conj//179 samt//KN//cc//268 att//SN//mark//268 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//268 finns//VB|PRS|SFO//conj//264 ett//DT|NEU|SIN|IND//det//270 standardformulär//NN|NEU|SIN|IND|NOM//nsubj//268 för//PP//case//272 utövande//NN|NEU|SIN|IND|NOM//nmod//270 av//PP//case//274 ångerrätten//NN|UTR|SIN|DEF|NOM//nmod//272 och//KN//cc//279 hur//HA//advmod//279 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//279 kan//VB|PRS|AKT//aux//279 ta//VB|INF|AKT//conj//264 del//NN|UTR|SIN|IND|NOM//obj//279 av//PP//case//282 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//280 ,//MID//punct//279 10//RG|NOM//obl//264 .//MAD//punct//264
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;den//DT|UTR|SIN|DEF//det//287 skyldighet//NN|UTR|SIN|IND|NOM//conj//264 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//294 vid//PP//case//290 utövande//NN|NEU|SIN|IND|NOM//nmod//288 av//PP//case//292 ångerrätten//NN|UTR|SIN|DEF|NOM//nmod//290 kan//VB|PRS|AKT//aux//294 ha//VB|INF|AKT//acl:relcl//287 att//SN//mark//299 på//PP//case//298 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//298 bekostnad//NN|UTR|SIN|IND|NOM//obl//299 återsända//VB|INF|AKT//ccomp//294 varan//NN|UTR|SIN|DEF|NOM//obj//299 samt//KN//cc//304 ,//MID//punct//304 vid//PP//case//304 distansavtal//NN|NEU|SIN|IND|NOM//conj//299 ,//MID//punct//306 kostnaden//NN|UTR|SIN|DEF|NOM//conj//304 för//PP//mark//309 att//IE//mark//309 återsända//VB|INF|AKT//acl//306 varan//NN|UTR|SIN|DEF|NOM//obj//309 om//SN//mark//314 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//314 är//VB|PRS|AKT//cop//314 sådan//JJ|POS|UTR|SIN|IND|NOM//ccomp//309 att//SN//mark//319 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//319 inte//AB//advmod//319 kan//VB|PRS|AKT//aux//319 återsändas//VB|INF|SFO//advcl//314 med//PP//case//321 post//NN|UTR|SIN|IND|NOM//obl//319 ,//MID//punct//323 11//RG|NOM//conj//321 .//MID//punct//287
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;huruvida//SN//mark//328 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//328 är//VB|PRS|AKT//cop//328 skyldig//JJ|POS|UTR|SIN|IND|NOM//conj//264 att//IE//mark//330 ersätta//VB|INF|AKT//advcl//328 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//330 enligt//PP//case//334 15//RG|NOM//nummod//334 §//NN|AN//nmod//335 3//RG|NOM//obl//330 eller//KN//cc//335 4//RG|NOM//nummod//335 ,//MID//punct//335 12//RG|NOM//nummod//335 .//MAD//punct//341
1.1 Förslag till lag om ändring i lagen (2005:59) / 2 kap.;garantier//NN|UTR|PLU|IND|NOM//obl//328 eller//KN//cc//344 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//344 utfästelser//NN|UTR|PLU|IND|NOM//conj//341 samt//KN//cc//347 den//DT|UTR|SIN|DEF//det//347 assistans//NN|UTR|SIN|IND|NOM//conj//344 och//KN//cc//349 service//NN|UTR|SIN|IND|NOM//conj//347 som//HP|-|-|-//nsubj//351 gäller//VB|PRS|AKT//acl:relcl//349 efter//PP//case//353 försäljningen//NN|UTR|SIN|DEF|NOM//obl//351 ,//MID//punct//344 13//RG|NOM//nummod//341 .//MAD//punct//264
