Biojet för flyget;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 styrmedel//NN|NEU|PLU|IND|NOM//nmod//2 för//PP//mark//7 att//IE//mark//7 främja//VB|INF|AKT//acl//0 användning//NN|UTR|SIN|IND|NOM//obj//7 av//PP//case//10 biobränsle//NN|NEU|SIN|IND|NOM//nmod//8 för//PP//case//12 flyget//NN|NEU|SIN|DEF|NOM//obl//7
Till statsrådet och chefen för miljödepartementet;Anna//PM|NOM//ROOT//0 Elofsson//PM|NOM//flat:name//0


1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen;dels//KN//advmod//6  //_SP////0 att//SN//mark//6 lagens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 rubrik//NN|UTR|SIN|IND|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//ROOT//6 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//8 lydelse//NN|UTR|SIN|IND|NOM//obj//6 ,//MID//punct//21 dels//KN//advmod//21  //_SP////10 att//SN//mark//21 1//RG|NOM//nummod//19 ,//MID//punct//13 2//RG|NOM//nummod//13 och//KN//cc//15 5//RG|NOM//nummod//18 §//NN|AN//nmod//19 §//NN|AN//nsubj//21 ska//VB|PRS|AKT//aux//21 ha//VB|INF|AKT//advcl//6 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 lydelse//NN|UTR|SIN|IND|NOM//obj//21 .//MAD//punct//6

1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;1//RG|NOM//nummod//1 §//NN|AN//nmod//4 2//RG|NOM//nummod//3 §//NN|AN//nmod//4 bensin//NN|UTR|SIN|IND|NOM//ROOT//4 ://MID//punct//4
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;ett//DT|NEU|SIN|IND//det//7 bränsle//NN|NEU|SIN|IND|NOM//appos//4 som//HP|-|-|-//nsubj//10 är//VB|PRS|AKT//aux:pass//10 avsett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//7 för//PP//case//12 motordrift//NN|UTR|SIN|IND|NOM//obl//10 och//KN//cc//14 omfattas//VB|PRS|SFO//conj//4 av//PP//compound:prt//14 KN-nr//NN|UTR|SIN|IND|NOM//nmod//17 2710//RG|NOM//nummod//18 11//RG|NOM//nmod//19 41//RG|NOM//obl//14 ,//MID//punct//19 2710//RG|NOM//nummod//19 11//RG|NOM//nmod//23 45//RG|NOM//obl//14 ,//MID//punct//23 2710//RG|NOM//nummod//23 11//RG|NOM//nmod//27 49//RG|NOM//obl//14 ,//MID//punct//27 2710//RG|NOM//nummod//27 11//RG|NOM//nmod//31 51//RG|NOM//nummod//27 eller//KN//cc//31 2710//RG|NOM//nummod//31 11//RG|NOM//nmod//35 59//RG|NOM//obl//14 ,//MID//punct//37 biodrivmedel//NN|NEU|PLU|IND|NOM//conj//35 ://MID//punct//4
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;ett//DT|NEU|SIN|IND//det//41 vätskeformigt//JJ|POS|NEU|SIN|IND|NOM//amod//41 bränsle//NN|NEU|SIN|IND|NOM//appos//4 som//HP|-|-|-//nsubj:pass//43 framställs//VB|PRS|SFO//acl:relcl//41 av//PP//case//45 biomassa//NN|UTR|SIN|IND|NOM//obl:agent//43 och//KN//cc//49 som//HP|-|-|-//nsubj//49 är//VB|PRS|AKT//aux:pass//49 avsett//PC|PRF|NEU|SIN|IND|NOM//conj//43 för//PP//case//51 motordrift//NN|UTR|SIN|IND|NOM//obl//49 ,//MID//punct//53 biomassa//NN|UTR|SIN|IND|NOM//conj//51 ://MID//punct//53
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;den//DT|UTR|SIN|DEF//det//58 biologiskt//AB|POS//advmod//57 nedbrytbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 delen//NN|UTR|SIN|DEF|NOM//conj//51 av//PP//case//60 produkter//NN|UTR|PLU|IND|NOM//nmod//58 ,//MID//punct//62 avfall//NN|NEU|PLU|IND|NOM//conj//60 och//KN//cc//64 restprodukter//NN|UTR|PLU|IND|NOM//conj//60 av//PP//case//67 biologiskt//JJ|POS|NEU|SIN|IND|NOM//amod//67 ursprung//NN|NEU|SIN|IND|NOM//nmod//64 från//PP//case//69 jordbruk//NN|NEU|SIN|IND|NOM//nmod//64 ,//MID//punct//71 skogsbruk//NN|NEU|SIN|IND|NOM//conj//69 och//KN//cc//74 därmed//AB//advmod//74 förknippad//PC|PRF|UTR|SIN|IND|NOM//amod//75 industri//NN|UTR|SIN|IND|NOM//obl//49 inklusive//PP//case//77 fiske//NN|NEU|SIN|IND|NOM//nmod//75 och//KN//cc//79 vattenbruk//NN|NEU|SIN|IND|NOM//conj//77 ,//MID//punct//75 liksom//PP//mark//85 den//DT|UTR|SIN|DEF//det//85 biologiskt//AB|POS//advmod//84 nedbrytbara//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//85 delen//NN|UTR|SIN|DEF|NOM//advcl//75 av//PP//case//87 industriavfall//NN|NEU|SIN|IND|NOM//nmod//85 och//KN//cc//90 kommunalt//JJ|POS|NEU|SIN|IND|NOM//amod//90 avfall//NN|NEU|SIN|IND|NOM//conj//87 ,//MID//punct//92 dieselbränsle//NN|NEU|SIN|IND|NOM//conj//87 ://MID//punct//85
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;ett//DT|NEU|SIN|IND//det//95 bränsle//NN|NEU|SIN|IND|NOM//appos//85 som//HP|-|-|-//nsubj//98 är//VB|PRS|AKT//aux:pass//98 avsett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//95 för//PP//case//100 motordrift//NN|UTR|SIN|IND|NOM//obl//98 och//KN//cc//102 omfattas//VB|PRS|SFO//conj//4 av//PP//compound:prt//102 KN-nr//NN|UTR|SIN|IND|NOM//nmod//105 2710//RG|NOM//nummod//106 19//RG|NOM//nummod//107 41//RG|NOM//xcomp//102 eller//KN//cc//107 27//RG|NOM//nummod//107 10//RG|NOM//nummod//4 19//RG|NOM//nummod//112 45//RG|NOM//nmod//4 ,//MID//punct//114 flygfotogen//NN|UTR|SIN|DEF|NOM//conj//4 ://MID//punct//114
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;ett//DT|NEU|SIN|IND//det//117 bränsle//NN|NEU|SIN|IND|NOM//conj//4 som//HP|-|-|-//nsubj//120 är//VB|PRS|AKT//aux:pass//120 avsett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//117 för//PP//case//122 motordrift//NN|UTR|SIN|IND|NOM//obl//120 och//KN//cc//124 omfattas//VB|PRS|SFO//conj//4 av//PP//compound:prt//124 KN-nr//NN|UTR|SIN|IND|NOM//nmod//127 2710//RG|NOM//nummod//128 19//RG|NOM//nummod//129 21//RG|NOM//obl//124 ,//MID//punct//131 koldioxidekvivalent//NN|NEU|PLU|IND|NOM//conj//4 ://MID//punct//131
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;den//DT|UTR|SIN|DEF//det//134 mängd//NN|UTR|SIN|IND|NOM//nmod//135 växthusgas//NN|UTR|SIN|IND|NOM//appos//131 som//HP|-|-|-//nsubj//137 medför//VB|PRS|AKT//acl:relcl//135 en//DT|UTR|SIN|IND//det//141 lika//AB//advmod//140 stor//JJ|POS|UTR|SIN|IND|NOM//amod//141 klimatpåverkan//NN|UTR|SIN|IND|NOM//obj//137 som//KN//case//145 ett//DT|NEU|SIN|IND//det//144 kilogram//NN|NEU|SIN|IND|NOM//nmod//145 koldioxid//NN|UTR|SIN|IND|NOM//nmod//141 ,//MID//punct//4
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;KN-nr//NN|UTR|SIN|IND|NOM//discourse//44 ://MID//punct//0
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;nummer//NN|NEU|SIN|IND|NOM//nsubj//44 i//PP//case//5 Kombinerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 nomenklaturen//NN|UTR|SIN|DEF|NOM//nmod//2 enligt//PP//case//8 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 förordning//NN|UTR|SIN|IND|NOM//nmod//2 (//PAD//punct//10 EG//PM|NOM//appos//8 )//PAD//punct//10 nr//NN|AN//nmod//13 2031/2001//RG|NOM//nmod//2 av//PP//case//17 den//DT|UTR|SIN|DEF//det//16 6//RO|NOM//nummod//17 augusti//NN|UTR|SIN|IND|NOM//nmod//18 2001//RG|NOM//nmod//13 om//PP//case//20 ändring//NN|UTR|SIN|IND|NOM//nmod//18 av//PP//case//22 bilaga//NN|UTR|SIN|IND|NOM//nmod//20 I//PP//nmod//2 till//PP//case//26 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 förordning//NN|UTR|SIN|IND|NOM//nmod//2 (//PAD//punct//2 EEG//NN|AN//appos//2 )//PAD//punct//2 nr//NN|AN//nmod//31 2658/87//RG|NOM//nmod//2 om//PP//case//33 tulltaxe-//NN|NEU|-|-|SMS//nmod//31 och//KN//cc//35 statistiknomenklaturen//NN|UTR|SIN|DEF|NOM//conj//33 och//KN//cc//39 om//PP//case//39 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 tulltaxan//NN|UTR|SIN|DEF|NOM//conj//33 ,//MID//punct//41 reduktionsplikt//NN|UTR|SIN|IND|NOM//conj//39 ://MID//punct//2
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;en//DT|UTR|SIN|IND//det//44 skyldighet//NN|UTR|SIN|IND|NOM//ROOT//44 att//IE//mark//46 minska//VB|INF|AKT//acl//44 utsläppen//NN|NEU|PLU|DEF|NOM//obj//46 av//PP//case//49 växthusgaser//NN|UTR|PLU|IND|NOM//nmod//47 i//PP//case//52 ett//DT|NEU|SIN|IND//det//52 livscykelperspektiv//NN|NEU|SIN|IND|NOM//nmod//49 per//PP//case//54 energienhet//NN|UTR|SIN|IND|NOM//nmod//52 från//PP//case//56 reduktionsplik-//NN|UTR|-|-|SMS//nmod//54 –//RG|NOM//punct//59 en//DT|UTR|SIN|IND//det//59 flygfotogen//NN|UTR|SIN|IND|NOM//nsubj//65 för//PP//case//62 vilken//HD|UTR|SIN|IND//det//62 skattskyldighet//NN|UTR|SIN|IND|NOM//nmod//59 inte//AB//advmod//65 har//VB|PRS|AKT//aux//65 inträtt//VB|SUP|AKT//conj//44 genom//PP//case//67 leverans//NN|UTR|SIN|IND|NOM//obl//65 till//PP//case//69 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//67 ,//MID//punct//71 reduktionspliktig//JJ|POS|UTR|SIN|IND|NOM//conj//44 energimängd//NN|UTR|SIN|IND|NOM//obj//71 ://MID//punct//71
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;den//DT|UTR|SIN|DEF//det//75 energimängd//NN|UTR|SIN|IND|NOM//appos//44 som//HP|-|-|-//nsubj//77 motsvarar//VB|PRS|AKT//acl:relcl//75 volymen//NN|UTR|SIN|DEF|NOM//obj//77 reduktionspliktigt//JJ|POS|NEU|SIN|IND|NOM//amod//80 drivmedel//NN|NEU|SIN|IND|NOM//obj//77 under//PP//case//83 ett//DT|NEU|SIN|IND//det//83 kalenderår//NN|NEU|SIN|IND|NOM//obl//77 ,//MID//punct//85 växthusgas//NN|UTR|SIN|IND|NOM//conj//83 ://MID//punct//87
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;koldioxid//NN|UTR|SIN|IND|NOM//appos//83 ,//MID//punct//89 metan//NN|UTR|SIN|IND|NOM//conj//87 och//KN//cc//91 dikväveoxid//NN|UTR|SIN|IND|NOM//conj//87 .//MAD//punct//44
1.1 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Härigenom föreskrivs i fråga om lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen / Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin och dieselbränslen Lag om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 1//RG|NOM//nummod//6 januari//NN|UTR|SIN|IND|NOM//obl//2 2021//RG|NOM//nummod//6 .//MAD//punct//2

1.2 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//24 5//RG|NOM//nummod//4 §//NN|AN//nmod//5 lagen//NN|UTR|SIN|DEF|NOM//nsubj//24 (//PAD//punct//7 2017:1201//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//10 reduktion//NN|UTR|SIN|IND|NOM//conj//5 av//PP//case//12 växthusgasutsläpp//NN|NEU|SIN|IND|NOM//nmod//10 genom//PP//case//14 inblandning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//16 biodrivmedel//NN|NEU|PLU|IND|NOM//nmod//14 i//PP//case//18 bensin//NN|UTR|SIN|IND|NOM//nmod//16 ,//MID//punct//20 dieselbränslen//NN|NEU|PLU|IND|NOM//conj//16 och//KN//cc//22 flygfotogen//NN|UTR|SIN|DEF|NOM//conj//16 ska//VB|PRS|AKT//aux//24 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 lydelse//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//24
1.2 Förslag till lag om ändring i lagen (2017:1201) om reduktion av växthusgasutsläpp genom inblandning av biodrivmedel i bensin, dieselbränslen och flygfotogen;5//RG|NOM//nummod//29 §//NN|AN//obj//24
