Territoriellt samarbete inom EU;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//5 samarbete//NN|NEU|SIN|IND|NOM//nmod//2 inom//PP//case//7 EU//PM|NOM//nmod//5
Till statsrådet och chefen för Näringsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//9 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//9 samarbete//NN|NEU|SIN|IND|NOM//nmod//6 inom//PP//case//11 EU//PM|NOM//nmod//9 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//13 härmed//AB//advmod//13 sitt//PS|NEU|SIN|DEF//nmod:poss//16 betänkande//NN|NEU|SIN|IND|NOM//obj//13
Till statsrådet och chefen för Näringsdepartementet;Territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//1 samarbete//NN|NEU|SIN|IND|NOM//nsubj//13 inom//PP//case//3 EU//PM|NOM//nmod//1 (//PAD//punct//1 SOU//PM|NOM//nmod//6 2007:105//RG|NOM//appos//1 )//PAD//punct//1 .//MAD//punct//1
Till statsrådet och chefen för Näringsdepartementet;Utredningsuppdraget//NN|NEU|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//13 med//PP//case//12 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//13 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//13 .//MAD//punct//13
Till statsrådet och chefen för Näringsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//obl//0 2007//RG|NOM//nummod//2
Till statsrådet och chefen för Näringsdepartementet;Bertil//PM|NOM//nmod//3 Ahnborg//PM|NOM//flat:name//0 /Ann-Charlotte//MID//amod//3 Bragsjö//PM|NOM//ROOT//3

Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Enligt//PP//case//1 direktiven//NN|NEU|PLU|DEF|NOM//obl//4 ska//VB|PRS|AKT//aux//4 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//4 analysera//VB|INF|AKT//ROOT//4 och//KN//cc//6 bedöma//VB|INF|AKT//conj//4 hur//HA//advmod//34 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//34 i//PP//case//13 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//13 och//KN//cc//12 rådets//NN|NEU|SIN|DEF|GEN//conj//10 förordning//NN|UTR|SIN|IND|NOM//nmod//8 (//PAD//punct//15 EG//PM|NOM//appos//13 )//PAD//punct//15 nr//NN|AN//nmod//18 1082/2006//RG|NOM//nmod//8 av//PP//case//22 den//DT|UTR|SIN|DEF//det//22 5//RO|NOM//nummod//22 juli//NN|UTR|SIN|IND|NOM//nmod//18 2006//RG|NOM//nummod//22 om//PP//case//27 en//DT|UTR|SIN|IND//det//27 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 gruppering//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//30 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//30 samarbete//NN|NEU|SIN|IND|NOM//nmod//27 (//PAD//punct//27 EGTS//PM|NOM//nmod//27 )//PAD//punct//18 förhåller//VB|PRS|AKT//ccomp//6 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//34 till//PP//case//38 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//38 rätt//NN|UTR|SIN|IND|NOM//obl//34 ,//MID//punct//40 ta//VB|INF|AKT//conj//34 ställning//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//44 vilken//HD|UTR|SIN|IND//det//44 lagstiftning//NN|UTR|SIN|IND|NOM//obl//40 som//HP|-|-|-//nsubj:pass//46 behövs//VB|PRS|SFO//acl:relcl//44 för//PP//mark//52 att//SN//fixed//47 EG-förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//52 ska//VB|PRS|AKT//aux//52 kunna//VB|INF|AKT//aux//52 tillämpas//VB|INF|SFO//advcl//46 effektivt//AB|POS//advmod//52 i//PP//case//55 Sverige//PM|NOM//obl//52 samt//KN//cc//57 lämna//VB|INF|AKT//conj//34 ett//DT|NEU|SIN|IND//det//60 heltäckande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 författningsförslag//NN|NEU|SIN|IND|NOM//obj//57 som//HP|-|-|-//nsubj//62 innefattar//VB|PRS|AKT//acl:relcl//60 såväl//KN//advmod//65 de//DT|UTR/NEU|PLU|DEF//det//65 anpassningar//NN|UTR|PLU|IND|NOM//obj//62 av//PP//case//69 det//DT|NEU|SIN|DEF//det//69 befintliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 regelsystemet//NN|NEU|SIN|DEF|NOM//nmod//65 som//HP|-|-|-//case//73 de//DT|UTR/NEU|PLU|DEF//det//73 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//73 regler//NN|UTR|PLU|IND|NOM//obl//62 som//HP|-|-|-//nsubj:pass//75 behövs//VB|PRS|SFO//acl:relcl//73 till//PP//case//79 följd//NN|UTR|SIN|IND|NOM//fixed//76 av//PP//fixed//76 EG-förordningen//NN|UTR|SIN|DEF|NOM//obl//75 .//MAD//punct//4
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;TPFFPT//PM|NOM//parataxis//4
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 ingår//VB|PRS|AKT//ROOT//1 också//AB//advmod//1 i//PP//case//5 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//1 att//IE//mark//7 analysera//VB|INF|AKT//acl//5 möjligheten//NN|UTR|SIN|DEF|NOM//obj//7 för//PP//case//12 en//DT|UTR|SIN|IND//det//12 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//12 myndighet//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//14 delta//VB|INF|AKT//acl//12 som//KN//mark//16 medlem//NN|UTR|SIN|IND|NOM//xcomp//14 i//PP//case//20 en//DT|UTR|SIN|IND//det//20 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 gruppering//NN|UTR|SIN|IND|NOM//obl//14 för//PP//case//23 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//23 samarbete//NN|NEU|SIN|IND|NOM//nmod//20 (//PAD//punct//23 gruppering//NN|UTR|SIN|IND|NOM//appos//23 )//PAD//punct//14 ,//MID//punct//30 även//AB//advmod//30 en//DT|UTR|SIN|IND//det//30 sådan//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 som//HP|-|-|-//nsubj:pass//32 bildats//VB|SUP|SFO//acl:relcl//30 i//PP//case//36 en//DT|UTR|SIN|IND//det//36 annan//JJ|POS|UTR|SIN|IND|NOM//amod//36 medlemsstat//NN|UTR|SIN|IND|NOM//obl//32 i//PP//case//38 syfte//NN|NEU|SIN|IND|NOM//nmod//36 att//IE//mark//43 vara//VB|INF|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 förvaltande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 myndighet//NN|UTR|SIN|IND|NOM//xcomp//32 för//PP//case//46 ett//DT|NEU|SIN|IND//det//46 program//NN|NEU|SIN|IND|NOM//nmod//43 inom//PP//case//48 målet//NN|NEU|SIN|DEF|NOM//obl//32 europeiskt//AB|POS//advmod//51 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//51 samarbete//NN|NEU|SIN|IND|NOM//obl//32 .//MAD//punct//1
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Dessutom//AB//advmod//1 står//VB|PRS|AKT//ROOT//1 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 fritt//AB|POS//advmod//1 att//IE//mark//6 ta//VB|INF|AKT//csubj//1 upp//PL//compound:prt//6 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 frågor//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//obj//12 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//12 anser//VB|PRS|AKT//acl:relcl//9 behöver//VB|PRS|AKT//aux:pass//14 övervägas//VB|INF|SFO//xcomp//12 inom//PP//case//18 ramen//NN|UTR|SIN|DEF|NOM//fixed//15 för//PP//fixed//15 uppdraget//NN|NEU|SIN|DEF|NOM//obl//14 samt//KN//cc//20 föreslå//VB|INF|AKT//conj//1 de//DT|UTR/NEU|PLU|DEF//det//22 författningsändringar//NN|UTR|PLU|IND|NOM//obj//20 som//HP|-|-|-//nsubj//24 bedöms//VB|PRS|SFO//acl:relcl//22 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//24 .//MAD//punct//1
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;I//PP//case//28 uppdraget//NN|NEU|SIN|DEF|NOM//obl//29 ingår//VB|PRS|AKT//parataxis//1 inte//AB//advmod//29 att//IE//mark//32 föreslå//VB|INF|AKT//xcomp//29 ändringar//NN|UTR|PLU|IND|NOM//obj//32 av//PP//case//35 grundlag//NN|UTR|SIN|IND|NOM//nmod//33 eller//KN//cc//38 av//PP//case//38 skattelagstiftning//NN|UTR|SIN|IND|NOM//conj//35 .//MAD//punct//1
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;EG//PM|NOM//ROOT//0 ://MID//punct//0 s//NN|NEU|SIN|IND|GEN//nummod//3 förordning//NN|UTR|SIN|IND|NOM//appos//0 om//PP//case//7 en//DT|UTR|SIN|IND//det//7 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//7 gruppering//NN|UTR|SIN|IND|NOM//nmod//3 för//PP//case//10 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//10 samarbete//NN|NEU|SIN|IND|NOM//nmod//7
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Efter//PP//case//3 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//2 års//NN|NEU|PLU|IND|GEN//nmod:poss//3 diskussioner//NN|UTR|PLU|IND|NOM//obl//6 och//KN//cc//5 förhandlingar//NN|UTR|PLU|IND|NOM//conj//3 nådde//VB|PRT|AKT//ROOT//6 EU//PM|NOM//nsubj//6 ://MID//punct//6 s//NN|AN//nummod//10 medlemsstater//NN|UTR|PLU|IND|NOM//obl//28 våren//NN|UTR|SIN|DEF|NOM//nmod//12 2006//RG|NOM//nummod//13 enighet//NN|UTR|SIN|IND|NOM//nmod//10 kring//PP//case//16 en//DT|UTR|SIN|IND//det//16 förordning//NN|UTR|SIN|IND|NOM//nmod//13 om//PP//case//20 en//DT|UTR|SIN|IND//det//20 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//20 gruppering//NN|UTR|SIN|IND|NOM//nmod//16 för//PP//case//23 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//23 samarbete//NN|NEU|SIN|IND|NOM//nmod//20 .//MAD//punct//10
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Europaparlamentet//NN|NEU|SIN|DEF|NOM//nsubj//28 och//KN//cc//27 rådet//NN|NEU|SIN|DEF|NOM//conj//25 beslutade//VB|PRT|AKT//parataxis//6 den//DT|UTR|SIN|DEF//det//31 5//RO|NOM//nummod//31 juli//NN|UTR|SIN|IND|NOM//obj//28 2006//RG|NOM//nummod//31 att//IE//mark//34 anta//VB|INF|AKT//advcl//28 förordningen//NN|UTR|SIN|DEF|NOM//obj//34 (//PAD//punct//35 förordning//NN|UTR|SIN|IND|NOM//nmod//39 nr//NN|AN//nmod//39 1082/2006//RG|NOM//appos//35 )//PAD//punct//34 .//MAD//punct//6
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Förordningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//43 tillämpas//VB|PRS|SFO//parataxis//6 från//PP//compound:prt//43 och//KN//cc//49 med//PP//case//49 den//DT|UTR|SIN|DEF//det//48 1//RO|NOM//nummod//49 augusti//NN|UTR|SIN|IND|NOM//conj//43 2007//RG|NOM//nummod//49 .//MAD//punct//43
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;En//DT|UTR|SIN|IND//det//1 gruppering//NN|UTR|SIN|IND|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 en//DT|UTR|SIN|IND//det//6 ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 person//NN|UTR|SIN|IND|NOM//nsubj//52 för//PP//case//9 territoriellt//JJ|POS|NEU|SIN|IND|NOM//amod//9 samarbete//NN|NEU|SIN|IND|NOM//nmod//6 inom//PP//case//11 EU//PM|NOM//nmod//9 .//MAD//punct//6
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;Grupperingen//NN|UTR|SIN|DEF|NOM//nsubj//15 ska//VB|PRS|AKT//aux//15 ha//VB|INF|AKT//parataxis//6 som//KN//mark//17 mål//NN|NEU|SIN|IND|NOM//xcomp//15 att//IE//mark//19 underlätta//VB|INF|AKT//xcomp//15 och//KN//cc//21 främja//VB|INF|AKT//conj//19 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//21 ,//MID//punct//24 transnationellt//JJ|POS|NEU|SIN|IND|NOM//conj//22 och//KN//cc//29 ///MID//cc//29 eller//KN//cc//28 interregionalt//JJ|POS|NEU|SIN|IND|NOM//conj//26 samarbete//NN|NEU|SIN|IND|NOM//conj//22 (//PAD//punct//32 territoriellt//JJ|POS|NEU|SIN|IND|NOM//advmod//32 samarbete//NN|NEU|SIN|IND|NOM//appos//29 )//PAD//punct//15 mellan//PP//case//36 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//36 medlemmar//NN|UTR|PLU|IND|NOM//obl//15 i//PP//case//38 syfte//NN|NEU|SIN|IND|NOM//nmod//36 att//IE//mark//40 stärka//VB|INF|AKT//acl//36 den//DT|UTR|SIN|DEF//det//45 ekonomiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//45 och//KN//cc//44 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//42 sammanhållningen//NN|UTR|SIN|DEF|NOM//obj//40 .//MAD//punct//15
Enligt direktiven ska utredningen analysera och bedöma hur bestämmelserna i Europaparlamentets och rådets förordning (EG) nr 1082/2006 av den 5 juli 2006 om en europeisk gruppering för territoriellt samarbete (EGTS) förhåller sig till svensk rätt, ta ställning till vilken lagstiftning som behövs för att EG-förordningen ska kunna tillämpas effektivt i Sverige samt lämna ett heltäckande författningsförslag som innefattar såväl de anpassningar av det befintliga regelsystemet som de nya regler som behövs till följd av EG-förordningen.TPFFPT;En//DT|UTR|SIN|IND//det//48 grupperings//NN|UTR|SIN|IND|GEN//nmod:poss//49 medlemmar//NN|UTR|PLU|IND|NOM//obj//15 kan//VB|PRS|AKT//aux//52 således//AB//advmod//52 verka//VB|INF|AKT//ROOT//52 på//PP//case//54 områden//NN|NEU|PLU|IND|NOM//obl//52 som//HP|-|-|-//nsubj:pass//57 geografiskt//AB|POS//advmod//57 gränsar//VB|PRS|AKT//acl:relcl//54 till//PP//case//59 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//57 men//KN//cc//62 även//AB//advmod//62 medlemmar//NN|UTR|PLU|IND|NOM//nsubj//74 som//HP|-|-|-//nsubj//64 befinner//VB|PRS|AKT//acl:relcl//62 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//64 på//PP//case//67 områden//NN|NEU|PLU|IND|NOM//obl//64 som//HP|-|-|-//nsubj//70 inte//AB//advmod//70 angränsar//VB|PRS|AKT//acl:relcl//67 till//PP//case//72 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//70 kan//VB|PRS|AKT//aux//74 delta//VB|INF|AKT//advcl//52 i//PP//case//77 en//DT|UTR|SIN|IND//det//77 gruppering//NN|UTR|SIN|IND|NOM//obl//74 .//MAD//punct//74
