Möjlighet att begränsa eller förbjuda odling av genetiskt modifierade växter i Sverige;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 begränsning//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//6 odling//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//9 genmodifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 växter//NN|UTR|PLU|IND|NOM//nmod//6

1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;Åtgärder//NN|UTR|PLU|IND|NOM//ROOT//0 mot//PP//case//2 odling//NN|UTR|SIN|IND|NOM//nmod//0 av//PP//case//6 genetiskt//AB|POS//advmod//5 modifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//6 växter//NN|UTR|PLU|IND|NOM//nmod//2 20//RG|NOM//nummod//8 §//NN|AN//nmod//2
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 meddela//VB|INF|AKT//ROOT//2 föreskrifter//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//5 förbud//NN|NEU|PLU|IND|NOM//obl//2 mot//PP//case//8 eller//KN//cc//8 begränsning//NN|UTR|SIN|IND|NOM//nmod//5 av//PP//case//10 odling//NN|UTR|SIN|IND|NOM//nmod//8 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 genetiskt//AB|POS//advmod//14 modifierad//PC|PRF|UTR|SIN|IND|NOM//amod//15 växt//NN|UTR|SIN|IND|NOM//nmod//10 som//HP|-|-|-//nsubj:pass//18 har//VB|PRS|AKT//aux//18 godkänts//VB|SUP|SFO//acl:relcl//15 i//PP//case//23 enlighet//NN|UTR|SIN|IND|NOM//fixed//19 med//PP//fixed//19 direktiv//NN|NEU|PLU|IND|NOM//nmod//23 2001/18//RG|NOM//obl//18 ///MID//cc//25 EG//PM|NOM//nmod//23 av//PP//case//29 den//DT|UTR|SIN|DEF//det//29 12//RG|NOM//nummod//29 mars//NN|UTR|SIN|IND|NOM//obl//18 2001//RG|NOM//nummod//29 om//PP//case//33 avsiktlig//JJ|POS|UTR|SIN|IND|NOM//amod//33 utsättning//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//37 genetiskt//AB|POS//advmod//36 modifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 organismer//NN|UTR|PLU|IND|NOM//nmod//33 i//PP//case//39 miljön//NN|UTR|SIN|DEF|NOM//nmod//37 och//KN//cc//42 om//PP//mark//42 upphävande//NN|NEU|SIN|IND|NOM//conj//33 av//PP//case//46 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//46 direktiv//NN|NEU|SIN|IND|NOM//amod//46 90/220//RG|NOM//nmod//42 ///MID//cc//48 EEG//NN|AN//conj//46 eller//KN//cc//50 förordning//NN|UTR|SIN|IND|NOM//conj//46 (//PAD//punct//52 EG//PM|NOM//appos//50 )//PAD//punct//54 1829/2003//RG|NOM//conj//33 av//PP//case//58 den//DT|UTR|SIN|DEF//det//58 22//RG|NOM//nummod//58 september//NN|UTR|SIN|IND|NOM//nmod//54 2003//RG|NOM//nummod//58 om//PP//case//63 genetiskt//AB|POS//advmod//62 modifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//63 livsmedel//NN|NEU|PLU|IND|NOM//nmod//54 och//KN//cc//65 foder//NN|NEU|SIN|IND|NOM//conj//63 under//PP//case//67 förutsättning//NN|UTR|SIN|IND|NOM//obl//18 att//SN//mark//72 förbudet//NN|NEU|SIN|DEF|NOM//nsubj:pass//72 eller//KN//cc//71 begränsningen//NN|UTR|SIN|DEF|NOM//conj//69 grundas//VB|PRS|SFO//acl//67 på//PP//case//74 ett//RG|NEU|SIN|IND|NOM//obl//72 eller//KN//cc//76 flera//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//74 av//PP//case//80 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 tvingande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//80 skäl//NN|NEU|PLU|IND|NOM//nmod//74 som//HP|-|-|-//nsubj//82 rör//VB|PRS|AKT//acl:relcl//80 ://MID//punct//2
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;1//RG|NOM//nummod//87 .//MAD//punct//84
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;miljöpolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//87 mål//NN|NEU|PLU|IND|NOM//appos//2 ,//MID//punct//87 2//RG|NOM//nummod//87 .//MAD//punct//87
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//92 planering//NN|UTR|SIN|IND|NOM//conj//87 ,//MID//punct//92 3//RG|NOM//nummod//92 .//MAD//punct//92
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;markanvändning//NN|UTR|SIN|IND|NOM//conj//87 ,//MID//punct//96 4//RG|NOM//nummod//96 .//MAD//punct//96
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;socioekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 effekter//NN|UTR|PLU|IND|NOM//conj//96 ,//MID//punct//101 5//RG|NOM//nummod//96 .//MAD//punct//96
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;undvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//87 av//PP//case//107 förekomst//NN|UTR|SIN|IND|NOM//nmod//105 av//PP//case//111 genetiskt//AB|POS//advmod//110 modifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//111 organismer//NN|UTR|PLU|IND|NOM//nmod//107 i//PP//case//114 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//114 produkter//NN|UTR|PLU|IND|NOM//nmod//111 utan//PP//mark//118 att//SN//mark//118 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//118 påverkar//VB|PRS|AKT//conj//87 föreskrifter//NN|UTR|PLU|IND|NOM//obj//118 som//HP|-|-|-//nsubj:pass//121 antagits//VB|SUP|SFO//acl:relcl//119 i//PP//case//126 enlighet//NN|UTR|SIN|IND|NOM//fixed//122 med//PP//fixed//122 11//RG|NOM//nummod//126 §//NN|AN//obl//121 ,//MID//punct//126 6//RG|NOM//nummod//126 .//MAD//punct//87
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;jordbrukspolitiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//131 mål//NN|NEU|PLU|IND|NOM//appos//87 ,//MID//punct//131 eller//KN//cc//134 7//RG|NOM//conj//131 .//MAD//punct//87
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;allmän//JJ|POS|UTR|SIN|IND|NOM//amod//137 ordning//NN|UTR|SIN|IND|NOM//conj//87 .//MAD//punct//137
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;21//RG|NOM//nummod//140 §//NN|AN//conj//87
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//2 får//VB|PRS|AKT//aux//2 begära//VB|INF|AKT//ROOT//2 hos//PP//case//5 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 kommissionen//NN|UTR|SIN|DEF|NOM//obl//2 att//SN//mark//14 hela//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//14 eller//KN//cc//9 delar//NN|UTR|PLU|IND|NOM//conj//7 av//PP//case//12 Sveriges//PM|GEN//nmod:poss//12 territorium//NN|NEU|SIN|IND|NOM//nmod//9 ska//VB|PRS|AKT//aux//14 undantas//VB|INF|SFO//ccomp//2 i//PP//case//18 fråga//NN|UTR|SIN|IND|NOM//fixed//15 om//PP//case//18 odling//NN|UTR|SIN|IND|NOM//obl//14 från//PP//case//22 det//DT|NEU|SIN|DEF//det//22 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 tillämpningsområdet//NN|NEU|SIN|DEF|NOM//nmod//18 i//PP//case//25 en//DT|UTR|SIN|IND//det//25 ansökan//NN|UTR|SIN|IND|NOM//nmod//22 om//PP//case//27 utsläppande//NN|NEU|SIN|IND|NOM//nmod//25 på//PP//case//29 marknaden//NN|UTR|SIN|DEF|NOM//nmod//27 i//PP//case//34 enlighet//NN|UTR|SIN|IND|NOM//fixed//30 med//PP//fixed//30 direktiv//NN|NEU|PLU|IND|NOM//nmod//34 2001/18//RG|NOM//nmod//25 ///MID//cc//36 EG//NN|AN//conj//34 eller//KN//cc//38 förordning//NN|UTR|SIN|IND|NOM//conj//36 (//PAD//punct//40 EG//PM|NOM//appos//38 )//PAD//punct//42 1829/2003//RG|NOM//conj//40 .//MAD//punct//2
1.1 Förslag till lag om ändring i miljöbalken (1998:808) / 13 kap.;22//RG|NOM//nummod//45 §//NN|AN//obl//2
