Id-kort för folkbokförda i Sverige ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Id-kortsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 december//NN|UTR|SIN|IND|NOM//obl//0 2007//RG|NOM//nummod//2
Till statsrådet och chefen för Integrations- och jämställdhetsdepartementet;Per//PM|NOM//case//2 Virdesten//PM|NOM//flat//0 /Henrik//RG|NOM//ROOT//2 Andersson//PM|NOM//flat:name//2

Författningsförslag;1//RG|NOM//nummod//1 Förslag//NN|NEU|PLU|IND|NOM//ROOT//1 till//PP//case//3 förordning//NN|UTR|SIN|IND|NOM//nmod//1 om//PP//case//5 identitetskort//NN|NEU|SIN|IND|NOM//nmod//3 för//PP//case//7 folkbokförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//5 i//PP//case//9 Sverige//PM|NOM//nmod//5
Författningsförslag;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
Författningsförslag;1//RG|NOM//nummod//5 §//NN|AN//appos//1
Författningsförslag;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//2 kan//VB|PRS|AKT//aux//2 utfärda//VB|INF|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//4 identitetskort//NN|NEU|SIN|IND|NOM//obj//2 på//PP//case//6 ansökan//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//9 en//DT|UTR|SIN|IND//det//9 person//NN|UTR|SIN|IND|NOM//nmod//6 som//HP|-|-|-//nsubj//11 fyllt//VB|SUP|AKT//acl:relcl//9 16//RG|NOM//nummod//13 år//NN|NEU|PLU|IND|NOM//obj//11 och//KN//cc//17 som//HP|-|-|-//nsubj:pass//17 är//VB|PRS|AKT//aux:pass//17 folkbokförd//PC|PRF|UTR|SIN|IND|NOM//conj//2 i//PP//case//19 landet//NN|NEU|SIN|DEF|NOM//obl//17 enligt//PP//case//21 folkbokföringslagen//NN|UTR|SIN|DEF|NOM//obl//17 (//PAD//punct//23 1991:481//RG|NOM//appos//17 )//PAD//punct//23 .//MAD//punct//2
Författningsförslag;Ansökan//NN|UTR|SIN|IND|NOM//ROOT//0 2//RG|NOM//nummod//2 §//NN|AN//nmod//0
Författningsförslag;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//7 som//HP|-|-|-//nsubj//2 ansöker//VB|PRS|AKT//acl:relcl//0 om//PP//case//5 ett//DT|NEU|SIN|IND//det//5 identitetskort//NN|NEU|SIN|IND|NOM//obl//2 ska//VB|PRS|AKT//aux//7 inställa//VB|INF|AKT//ROOT//7 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 personligen//AB//advmod//7 hos//PP//case//11 polismyndigheten//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//7
Författningsförslag;3//RG|NOM//nummod//14 §//NN|AN//obl//7
Författningsförslag;Ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 undertecknas//VB|INF|SFO//ROOT//2 av//PP//case//4 sökanden//NN|UTR|SIN|DEF|NOM//obl:agent//2 i//PP//case//6 närvaro//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//9 den//DT|UTR|SIN|DEF//det//9 person//NN|UTR|SIN|IND|NOM//nmod//6 som//HP|-|-|-//nsubj//11 tar//VB|PRS|AKT//acl:relcl//9 emot//PL//compound:prt//11 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//11 .//MAD//punct//2
Författningsförslag;Sökanden//NN|UTR|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 skyldig//JJ|POS|UTR|SIN|IND|NOM//ROOT//2 att//IE//mark//10 i//PP//case//8 samband//NN|NEU|SIN|IND|NOM//fixed//4 med//PP//fixed//4 ansökan//NN|UTR|SIN|IND|NOM//nmod//8 1//RG|NOM//obl//10 .//MID//punct//8
Författningsförslag;låta//VB|INF|AKT//ccomp//2 polismyndigheten//NN|UTR|SIN|DEF|NOM//obj//10 ta//VB|INF|AKT//xcomp//10 en//DT|UTR|SIN|IND//det//14 bild//NN|UTR|SIN|IND|NOM//obj//12 i//PP//case//17 digitalt//JJ|POS|NEU|SIN|IND|NOM//amod//17 format//NN|NEU|SIN|IND|NOM//nmod//14 av//PP//case//20 sökandens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 ansikte//NN|NEU|SIN|IND|NOM//nmod//17 ,//MID//punct//10 och//KN//cc//10 2//RG|NOM//nummod//10 .//MAD//punct//25
Författningsförslag;styrka//VB|INF|AKT//parataxis//2 sin//PS|UTR|SIN|DEF//nmod:poss//27 identitet//NN|UTR|SIN|IND|NOM//nsubj//25 och//KN//cc//30 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 personuppgifter//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//2
Författningsförslag;Om//SN//mark//5 ett//DT|NEU|SIN|IND//det//2 identitetskort//NN|NEU|SIN|IND|NOM//nsubj:pass//5 tidigare//AB|KOM//advmod//5 har//VB|PRS|AKT//aux//5 utfärdats//VB|SUP|SFO//advcl//19 för//PP//case//7 sökanden//NN|UTR|SIN|DEF|NOM//obl//5 enligt//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 förordning//NN|UTR|SIN|IND|NOM//obl//5 och//KN//cc//13 inte//AB//advmod//13 förstörts//VB|SUP|SFO//conj//10 ,//MID//punct//15 förkommit//PC|PRF|NEU|SIN|IND|NOM//conj//13 eller//KN//cc//17 makulerats//VB|SUP|SFO//conj//13 ,//MID//punct//5 ska//VB|PRS|AKT//aux//43 kortet//NN|NEU|SIN|DEF|NOM//nsubj//19 ,//MID//punct//19 om//SN//mark//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//26 fortfarande//AB//advmod//26 är//VB|PRS|AKT//cop//26 giltigt//JJ|POS|NEU|SIN|IND|NOM//advcl//28 ,//MID//punct//28 ges//VB|PRS|SFO//conj//19 in//PL//compound:prt//28 för//PP//case//31 makulering//NN|UTR|SIN|IND|NOM//obl//28 i//PP//case//35 samband//NN|NEU|SIN|IND|NOM//fixed//32 med//PP//case//35 ansökningen//NN|UTR|SIN|DEF|NOM//nmod//31 .//MAD//punct//19
Författningsförslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//38 gäller//VB|PRS|AKT//parataxis//19 inte//AB//advmod//38 om//SN//case//42 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//42 skäl//NN|NEU|PLU|IND|NOM//obl//38 föranleder//VB|PRS|AKT//ROOT//43 annat//PN|NEU|SIN|IND|SUB/OBJ//obj//43 .//MAD//punct//43
Författningsförslag;4//RG|NOM//nummod//47 §//NN|AN//appos//43
Författningsförslag;Ansiktsbilden//NN|UTR|SIN|DEF|NOM//nsubj:pass//8 enligt//PP//case//3 3//RG|NOM//nummod//3 §//NN|AN//nmod//0 andra//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//nmod//0 1//RG|NOM//nummod//5 får//VB|PRS|AKT//aux//8 sparas//VB|INF|SFO//ROOT//8 i//PP//case//11 ett//DT|NEU|SIN|IND//det//11 lagringsmedium//NN|NEU|SIN|IND|NOM//obl//8 i//PP//case//13 identitetskortet//NN|NEU|SIN|DEF|NOM//nmod//11 .//MID//punct//8
Författningsförslag;De//DT|UTR/NEU|PLU|DEF//det//17 biometriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 data//NN|NEU|PLU|IND|NOM//nsubj:pass//25 som//HP|-|-|-//nsubj:pass//19 tas//VB|PRS|SFO//acl:relcl//17 fram//PL//advmod//19 ur//PP//case//22 ansiktsbilden//NN|NEU|PLU|IND|NOM//obl//19 ska//VB|PRS|AKT//aux//25 omedelbart//AB|POS//advmod//25 förstöras//VB|INF|SFO//parataxis//8 när//HA//mark//29 identitetskortet//NN|NEU|SIN|DEF|NOM//nsubj:pass//29 har//VB|PRS|AKT//aux//29 lämnats//VB|SUP|SFO//advcl//25 ut//PL//compound:prt//29 eller//KN//cc//32 ansökan//NN|UTR|SIN|IND|NOM//conj//29 har//VB|PRS|AKT//aux//34 återkallats//VB|SUP|SFO//conj//8 eller//KN//cc//36 avslagits//VB|SUP|SFO//conj//34 .//MAD//punct//8
Författningsförslag;5//RG|NOM//nummod//39 §//NN|AN//appos//8
Författningsförslag;Ett//DT|NEU|SIN|IND//det//1 identitetskort//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 utfärdas//VB|INF|SFO//ROOT//3 med//PP//case//6 en//DT|UTR|SIN|IND//det//6 giltighetstid//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//10 högst//AB|SUV//advmod//9 fem//RG|NOM//nummod//10 år//NN|NEU|PLU|IND|NOM//nmod//6 .//MAD//punct//3
Författningsförslag;6//RG|NOM//nummod//13 §//NN|AN//obl//3
Författningsförslag;Ett//DT|NEU|SIN|IND//det//1 identitetskort//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 lämnas//VB|INF|SFO//ROOT//3 ut//PL//compound:prt//3 till//PP//case//6 sökanden//NN|UTR|SIN|DEF|NOM//obl//3 personligen//AB//advmod//3 .//MAD//punct//3
Författningsförslag;7//RG|NOM//nummod//10 §//NN|AN//obl//3
Författningsförslag;En//DT|UTR|SIN|IND//det//1 ansökan//NN|UTR|SIN|IND|NOM//nsubj:pass//6 om//PP//case//4 ett//DT|NEU|SIN|IND//det//4 identitetskort//NN|NEU|SIN|IND|NOM//nmod//1 ska//VB|PRS|AKT//aux//6 avslås//VB|INF|SFO//nsubj:pass//19 om//PP//mark//10 vad//HP|NEU|SIN|IND//dislocated//10 som//HP|-|-|-//nsubj//10 sägs//VB|PRS|SFO//advcl//6 i//PP//case//13 2//RG|NOM//nummod//13 §//NN|AN//obl//10 eller//KN//cc//16 3//RG|NOM//nummod//16 §//NN|AN//conj//13 inte//AB//advmod//19 har//VB|PRS|AKT//aux//19 iakttagits//VB|SUP|SFO//ROOT//19 och//KN//cc//24 sökanden//NN|UTR|SIN|DEF|NOM//nsubj//24 inte//AB//advmod//24 har//VB|PRS|AKT//aux//24 följt//VB|SUP|AKT//conj//19 uppmaningen//NN|UTR|SIN|DEF|NOM//obj//24 att//IE//mark//27 avhjälpa//VB|INF|AKT//acl//25 bristen//NN|UTR|SIN|DEF|NOM//obj//27 .//MAD//punct//19
Författningsförslag;Återkallelse//NN|UTR|SIN|IND|NOM//nmod//2 8//RG|NOM//nummod//2 §//NN|AN//ROOT//2
Författningsförslag;En//DT|UTR|SIN|IND//det//1 polismyndighet//NN|UTR|SIN|IND|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 återkalla//VB|INF|AKT//ROOT//3 ett//DT|NEU|SIN|IND//det//5 identitetskort//NN|NEU|SIN|IND|NOM//obj//3 om//PP//case//7 1//RG|NOM//nmod//5 .//MAD//punct//3
Författningsförslag;hinder//NN|NEU|PLU|IND|NOM//nsubj//14 mot//PP//case//11 bifall//NN|NEU|SIN|IND|NOM//nmod//9 till//PP//case//13 ansökan//NN|UTR|SIN|IND|NOM//nmod//9 förelåg//VB|PRT|AKT//conj//3 vid//PP//case//16 tiden//NN|UTR|SIN|DEF|NOM//obl//14 för//PP//case//19 identitetskortets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 utfärdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//14 och//KN//cc//22 hindret//NN|NEU|SIN|DEF|NOM//nsubj//22 består//VB|PRS|AKT//conj//14 ,//MID//punct//22 2//RG|NOM//punct//3 .//MID//punct//3
Författningsförslag;någon//DT|UTR|SIN|IND//det//28 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//28 personuppgift//NN|UTR|SIN|IND|NOM//nsubj//35 som//HP|-|-|-//nsubj//30 framgår//VB|PRS|AKT//acl:relcl//28 av//PP//case//32 identitetskortet//NN|NEU|SIN|DEF|NOM//obl//30 inte//AB//advmod//35 längre//AB|KOM//advmod//35 gäller//VB|PRS|AKT//conj//3 ,//MID//punct//35 eller//KN//cc//38 3//RG|NOM//conj//35 .//MAD//punct//3
Författningsförslag;någon//DT|UTR|SIN|IND//det//41 annan//JJ|POS|UTR|SIN|IND|NOM//appos//3 än//KN//mark//49 den//PN|UTR|SIN|DEF|SUB/OBJ//det//49 för//PP//mark//48 vilket//HP|NEU|SIN|IND//fixed//44 identitetskortet//NN|NEU|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 utställt//PC|PRF|NEU|SIN|IND|NOM//advcl//49 förfogar//VB|PRS|AKT//acl//41 över//PP//case//51 kortet//NN|NEU|SIN|DEF|NOM//obl//49 .//MAD//punct//3
Författningsförslag;9//RG|NOM//nummod//54 §//NN|AN//obl//3
Författningsförslag;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//24 på//PP//case//3 den//DT|UTR|SIN|DEF//det//3 ort//NN|UTR|SIN|IND|NOM//nmod//0 där//HA//advmod//6 kortinnehavaren//NN|UTR|SIN|DEF|NOM//nsubj//6 uppehåller//VB|PRS|AKT//acl:relcl//3 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//6 när//HA//mark//10 ärendet//NN|NEU|SIN|DEF|NOM//nsubj:pass//10 tas//VB|PRS|SFO//advcl//6 upp//PL//compound:prt//10 beslutar//VB|PRS|AKT//xcomp//10 om//PP//case//14 återkallelse//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//17 ett//DT|NEU|SIN|IND//det//17 identitetskort//NN|NEU|SIN|IND|NOM//nmod//14 .//MAD//punct//0
Författningsförslag;Beslut//NN|NEU|SIN|IND|NOM//nmod//0 om//PP//case//21 återkallelse//NN|UTR|SIN|IND|NOM//nmod//19 får//VB|PRS|AKT//aux//24 också//AB//advmod//24 meddelas//VB|INF|SFO//ROOT//24 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 polismyndighet//NN|UTR|SIN|IND|NOM//obl:agent//24 som//HP|-|-|-//nsubj//30 har//VB|PRS|AKT//aux//30 utfärdat//VB|SUP|AKT//acl:relcl//27 kortet//NN|NEU|SIN|DEF|NOM//obj//30 .//MAD//punct//24
Författningsförslag;10//RG|NOM//nummod//34 §//NN|AN//appos//24
Författningsförslag;En//DT|UTR|SIN|IND//det//1 polismyndighet//NN|UTR|SIN|IND|NOM//nsubj//19 som//HP|-|-|-//nsubj//7 enligt//PP//case//5 9//RG|NOM//nummod//5 §//NN|AN//obl//7 är//VB|PRS|AKT//cop//7 behörig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//1 att//IE//mark//9 besluta//VB|INF|AKT//advcl//7 i//PP//case//11 ärenden//NN|NEU|PLU|IND|NOM//obl//9 om//PP//case//13 återkallelse//NN|UTR|SIN|IND|NOM//nmod//11 ska//VB|PRS|AKT//aux//19 så//AB//advmod//16 snart//AB|POS//advmod//19 som//KN//mark//18 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//19 ta//VB|INF|AKT//ROOT//19 upp//PL//compound:prt//19 ett//DT|NEU|SIN|IND//det//23 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//23 ärende//NN|NEU|SIN|IND|NOM//obj//19 om//SN//mark//26 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//26 får//VB|PRS|AKT//advcl//19 kännedom//NN|UTR|SIN|IND|NOM//obj//26 om//PP//mark//32 att//SN//mark//32 en//DT|UTR|SIN|IND//det//32 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//32 omständighet//NN|UTR|SIN|IND|NOM//obj//26 som//HP|-|-|-//nsubj:pass//34 avses//VB|PRS|SFO//acl:relcl//32 i//PP//case//37 8//RG|NOM//nummod//37 §//NN|AN//nmod//38 föreligger//VB|PRS|AKT//obj//34 .//MAD//punct//19
Författningsförslag;Register//NN|UTR|PLU|IND|NOM//ROOT//0 11//RG|NOM//nummod//2 §//NN|AN//nmod//0
Författningsförslag;Rikspolisstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 med//PP//case//6 hjälp//NN|UTR|SIN|IND|NOM//fixed//2 av//PP//fixed//2 automatisk//JJ|POS|UTR|SIN|IND|NOM//amod//6 behandling//NN|UTR|SIN|IND|NOM//obl//7 föra//VB|INF|AKT//ROOT//7 ett//DT|NEU|SIN|IND//det//10 centralt//JJ|POS|NEU|SIN|IND|NOM//amod//10 register//NN|NEU|SIN|IND|NOM//obj//7 över//PP//case//12 identitetskorten//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//7
Författningsförslag;Uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//16 får//VB|PRS|AKT//aux//16 föras//VB|INF|SFO//parataxis//7 in//PL//advmod//16 i//PP//case//19 registret//NN|NEU|SIN|DEF|NOM//obl//16 av//PP//case//21 Rikspolisstyrelsen//PM|NOM//nmod//19 och//KN//cc//24 av//PP//case//24 polismyndigheterna//NN|UTR|PLU|DEF|NOM//conj//21 .//MAD//punct//16
Författningsförslag;Rikspolisstyrelsen//NN|UTR|SIN|DEF|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 personuppgiftsansvarig//JJ|POS|UTR|SIN|IND|NOM//parataxis//16 för//PP//case//30 behandling//NN|UTR|SIN|IND|NOM//obl//28 av//PP//case//32 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//30 som//HP|-|-|-//obj//35 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//35 utför//VB|PRS|AKT//acl:relcl//30 eller//KN//cc//39 som//HA//mark//39 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//39 åligger//VB|PRS|AKT//conj//28 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//39 att//IE//mark//42 utföra//VB|INF|AKT//xcomp//39 i//PP//case//44 registret//NN|NEU|SIN|DEF|NOM//obl//42 .//MAD//punct//28
Författningsförslag;12//RG|NOM//nummod//47 §//NN|AN//obl//28
Författningsförslag;Registret//NN|NEU|SIN|DEF|NOM//nsubj//1 får//VB|PRS|AKT//ROOT//1 ,//MID//punct//1 med//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 begränsningar//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj//7 följer//VB|PRS|AKT//acl:relcl//5 av//PP//compound:prt//7 bestämmelsen//NN|UTR|SIN|DEF|NOM//obj//7 om//PP//case//11 registerinnehåll//NN|NEU|SIN|IND|NOM//nmod//9 ,//MID//punct//13 tillföras//VB|PRS|SFO//conj//1 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//13 från//PP//case//17 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//17 folkbokföringsdatabas//NN|UTR|SIN|IND|NOM//nmod//14 .//MAD//punct//1
Författningsförslag;13//RG|NOM//nummod//20 §//NN|AN//obj//1
Författningsförslag;Registret//NN|NEU|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 ha//VB|INF|AKT//ROOT//2 till//PP//case//4 ändamål//NN|NEU|SIN|IND|NOM//obl//2 att//IE//mark//6 ge//VB|INF|AKT//advcl//2 information//NN|UTR|SIN|IND|NOM//obj//6 om//PP//case//10 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//10 uppgifter//NN|UTR|PLU|IND|NOM//nmod//7 som//HP|-|-|-//nsubj:pass//12 behövs//VB|PRS|SFO//acl:relcl//10 i//PP//case//14 verksamhet//NN|UTR|SIN|IND|NOM//obl//12 hos//PP//case//17 en//DT|UTR|SIN|IND//det//17 polismyndighet//NN|UTR|SIN|IND|NOM//obl//12 för//PP//case//19 utfärdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//17 av//PP//case//21 identitetskort//NN|NEU|PLU|IND|NOM//nmod//19 .//MAD//punct//2
Författningsförslag;14//RG|NOM//nummod//24 §//NN|AN//obl//2
Författningsförslag;Registret//NN|NEU|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 innehålla//VB|INF|AKT//ROOT//2 uppgifter//NN|UTR|PLU|IND|NOM//obj//2 om//PP//case//5 1//RG|NOM//nmod//3 .//MID//punct//9
Författningsförslag;sökandens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 fullständiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 namn//NN|NEU|SIN|IND|NOM//obl//2 samt//KN//cc//11 personnummer//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//13 längd//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//15 kön//NN|NEU|SIN|IND|NOM//conj//9 ,//MID//punct//9 2//RG|NOM//obl//2 .//MAD//punct//2
