– en utvärdering;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 utvärdering//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//6 bidragsbrottslagen//NN|UTR|SIN|DEF|NOM//nmod//4
Till statsrådet och chefen för Finansdepartementet;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 Anna//PM|NOM//nsubj:pass//3 Uppfeldt//PM|NOM//flat:name//1 anställdes//VB|PRT|SFO//ROOT//3 som//KN//case//5 sekreterare//NN|UTR|SIN|IND|NOM//obl//3 från//PP//case//11 och//KN//fixed//6 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 1//RO|NOM//nummod//11 december//NN|UTR|SIN|IND|NOM//nmod//5 2016//RG|NOM//nummod//11 .//MAD//punct//3
Till statsrådet och chefen för Finansdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 kallat//VB|SUP|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 utvärdering//NN|UTR|SIN|IND|NOM//nmod//4 av//PP//case//8 bidragsbrottslagen//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//2
Till statsrådet och chefen för Finansdepartementet;Vi//PN|UTR|PLU|DEF|SUB//nsubj//11 överlämnar//VB|PRS|AKT//parataxis//2 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//13 Bidragsbrott//NN|NEU|SIN|IND|NOM//obj//11 och//KN//cc//15 underrättelseskyldighet//NN|UTR|SIN|IND|NOM//conj//13 vid//PP//case//18 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 utbetalningar//NN|UTR|PLU|IND|NOM//obl//11 från//PP//case//20 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//18 –//RG|NOM//punct//11 en//DT|UTR|SIN|IND//det//23 utvärdering//NN|UTR|SIN|IND|NOM//obl//2  //_SP////23 (//PAD//punct//23 SOU//PM|NOM//appos//23 2018:14//RG|NOM//nummod//26 )//PAD//punct//23 .//MAD//punct//2
Till statsrådet och chefen för Finansdepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//32 har//VB|PRS|AKT//aux//32 bedrivits//VB|SUP|SFO//conj//2 i//PP//case//35 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 samråd//NN|NEU|SIN|IND|NOM//obl//32 med//PP//case//37 experterna//NN|UTR|PLU|DEF|NOM//nmod//35 ,//MID//punct//44 som//HP|-|-|-//nsubj//44 i//PP//case//42 allt//DT|NEU|SIN|IND/DEF//advmod//42 väsentligt//JJ|POS|NEU|SIN|IND|NOM//obl//44 har//VB|PRS|AKT//aux//44 ställt//VB|SUP|AKT//acl:relcl//37 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 bakom//PP//case//48 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//48 överväganden//NN|NEU|PLU|IND|NOM//obl//44 och//KN//cc//50 förslag//NN|NEU|PLU|IND|NOM//conj//48 .//MAD//punct//32
Till statsrådet och chefen för Finansdepartementet;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 därför//AB//advmod//55 formulerat//PC|PRF|NEU|SIN|IND|NOM//parataxis//32 i//PP//case//57 vi-form//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//32
Till statsrådet och chefen för Finansdepartementet;I//PP//case//3 och//KN//fixed//0 med//PP//fixed//0 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//7 är//VB|PRS|AKT//cop//7 vårt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//7 slutfört//VB|SUP|AKT//ROOT//7 .//MAD//punct//7
Till statsrådet och chefen för Finansdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//0


1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);Genom//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//2 föreskrivs//VB|PRS|SFO//ROOT//2 dels//KN//advmod//2 att//SN//mark//20 1//RG|NOM//nsubj//20 ,//MID//punct//5 3//RG|NOM//nmod//5 ,//MID//punct//7 4//RG|NOM//nmod//5 ,//MID//punct//5 och//KN//cc//15 6//RG|NOM//nummod//13 §//NN|AN//nmod//14 §//NN|AN//nmod//15 bidragsbrottslagen//NN|UTR|SIN|DEF|NOM//conj//5 (//PAD//punct//15 2007:612//RG|NOM//appos//15 )//PAD//punct//15 ska//VB|PRS|AKT//aux//20 ha//VB|INF|AKT//ccomp//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 lydelse//NN|UTR|SIN|IND|NOM//obj//20 ,//MID//punct//28 dels//KN//advmod//28 att//SN//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//28 ska//VB|PRS|AKT//aux//28 införas//VB|INF|SFO//conj//20 en//DT|UTR|SIN|IND//det//31 ny//JJ|POS|UTR|SIN|IND|NOM//amod//31 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//28 med//PP//case//34 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 lydelse//NN|UTR|SIN|IND|NOM//obl//28 .//MAD//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);1//RG|NOM//nummod//37 §//NN|AN//appos//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//4 bidrag//NN|NEU|PLU|IND|NOM//obj//2 ,//MID//punct//6 ersättningar//NN|UTR|PLU|IND|NOM//conj//4 ,//MID//punct//8 pensioner//NN|UTR|PLU|IND|NOM//conj//4 och//KN//cc//10 lån//NN|NEU|PLU|IND|NOM//conj//4 för//PP//case//13 personligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 ändamål//NN|NEU|SIN|IND|NOM//nmod//10 (//PAD//punct//13 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 förmåner//NN|UTR|PLU|IND|NOM//appos//13 )//PAD//punct//16 som//HP|-|-|-//nsubj:pass//23 enligt//PP//case//20 lag//NN|UTR|SIN|IND|NOM//obl//23 eller//KN//cc//22 förordning//NN|UTR|SIN|IND|NOM//conj//20 beslutas//VB|PRS|SFO//acl:relcl//4 av//PP//case//25 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl:agent//23 ,//MID//punct//27 Pensionsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//25 ,//MID//punct//30 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//25 ,//MID//punct//32 Migrationsverket//NN|NEU|SIN|DEF|NOM//conj//25 ,//MID//punct//34 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//25 ,//MID//punct//36 kommunerna//NN|UTR|PLU|DEF|NOM//conj//25 eller//KN//cc//38 arbetslöshetskassorna//NN|UTR|PLU|DEF|NOM//conj//25 .//MAD//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//6 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//6 stöd//NN|NEU|SIN|IND|NOM//obj//2 som//HP|-|-|-//nsubj:pass//8 beslutas//VB|PRS|SFO//acl:relcl//6 av//PP//case//10 Försäkringskassan//NN|UTR|SIN|DEF|NOM//obl:agent//8 ,//MID//punct//12 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//10 eller//KN//cc//14 kommunerna//NN|UTR|PLU|DEF|NOM//conj//10 och//KN//cc//17 som//HP|-|-|-//nsubj//17 avser//VB|PRS|AKT//conj//8 viss//JJ|POS|UTR|SIN|IND|NOM//amod//20 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//20 person//NN|UTR|SIN|IND|NOM//obj//17 men//KN//cc//23 inte//AB//advmod//23 betalas//VB|PRS|SFO//conj//8 ut//PL//compound:prt//23 till//PP//case//27 den//DT|UTR|SIN|DEF//det//27 enskilde//JJ|POS|MAS|SIN|DEF|NOM//obl//23 .//MAD//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);3//RG|NOM//nummod//30 §//NN|AN//nmod//31 1//RG|NOM//obl//2 .//MID//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);om//SN//mark//35 brottet//NN|NEU|SIN|DEF|NOM//nsubj//35 rört//VB|SUP|AKT//advcl//2 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 belopp//NN|NEU|PLU|IND|NOM//obj//35 ,//MID//punct//35 2//RG|NOM//nummod//35 .//MID//punct//35
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);om//SN//mark//46 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//46 som//HP|-|-|-//nsubj//44 begått//VB|SUP|AKT//acl:relcl//42 brottet//NN|NEU|SIN|DEF|NOM//obj//44 använt//VB|SUP|AKT//advcl//35 falska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 handlingar//NN|UTR|PLU|IND|NOM//obj//46 ,//MID//punct//51 eller//KN//cc//51 3//RG|NOM//conj//46 .//MID//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);om//SN//mark//55 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//55 ingått//VB|SUP|AKT//advcl//2 i//PP//case//58 en//DT|UTR|SIN|IND//det//58 brottslighet//NN|UTR|SIN|IND|NOM//obl//55 som//HP|-|-|-//nsubj:pass//60 utövats//VB|SUP|SFO//acl:relcl//58 systematiskt//AB|POS//xcomp//60 eller//KN//cc//65 i//PP//case//65 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 omfattning//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);3//RG|NOM//dep//2 .//MID//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);om//SN//mark//71 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//71 ingått//VB|SUP|AKT//advcl//2 i//PP//case//74 en//DT|UTR|SIN|IND//det//74 brottslighet//NN|UTR|SIN|IND|NOM//obl//71 som//HP|-|-|-//nsubj:pass//76 utövats//VB|SUP|SFO//acl:relcl//74 systematiskt//AB|POS//advmod//76 ,//MID//punct//76 i//PP//case//81 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//81 omfattning//NN|UTR|SIN|IND|NOM//obl//76 eller//KN//cc//83 rört//VB|SUP|AKT//conj//76 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 belopp//NN|NEU|PLU|IND|NOM//obj//83 .//MAD//punct//2
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);4//RG|NOM//nummod//88 §//NN|AN//obl//2 7//RG|NOM//nummod//90 §//NN|AN//nmod//88
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);Utan//PP//case//1 hinder//NN|NEU|SIN|IND|NOM//obl//11 av//PP//case//7 35//RG|NOM//nummod//4 kap.//NN|AN//obl//6 1//RG|NOM//nummod//6 §//NN|AN//nmod//7 brottsbalken//NN|UTR|SIN|DEF|NOM//nmod//1 får//VB|PRS|AKT//aux//11 en//DT|UTR|SIN|IND//det//10 person//NN|UTR|SIN|IND|NOM//nsubj:pass//11 dömas//VB|INF|SFO//ROOT//11 till//PP//case//13 påföljd//NN|UTR|SIN|IND|NOM//obl//11 för//PP//case//16 ringa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 bidragsbrott//NN|NEU|SIN|IND|NOM//nmod//13 enligt//PP//case//19 2//RG|NOM//nummod//19 §//NN|AN//obl//11 eller//KN//cc//21 brott//NN|NEU|SIN|IND|NOM//conj//19 enligt//PP//case//24 4//RG|NOM//nummod//24 §//NN|AN//obl//11 ,//MID//punct//29 om//SN//mark//29 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//29 misstänkte//PC|PRF|MAS|SIN|DEF|NOM//aux//29 häktats//VB|SUP|SFO//advcl//11 eller//KN//cc//31 fått//VB|SUP|AKT//conj//29 del//NN|UTR|SIN|IND|NOM//obj//29 av//PP//case//34 åtal//NN|NEU|SIN|IND|NOM//nmod//32 för//PP//case//36 brottet//NN|NEU|SIN|DEF|NOM//nmod//34 inom//PP//case//39 fem//RG|NOM//nummod//39 år//NN|NEU|PLU|IND|NOM//nmod//34 från//PP//case//41 brottet//NN|NEU|SIN|DEF|NOM//obl//29 .//MAD//punct//11
1.1 Förslag till lag om ändring i bidragsbrottslagen (2007:612);Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//2 2019//RG|NOM//nummod//7 .//MAD//punct//2

1.2 Förslag till lag om ändring i lagen om underrättelseskyldighet vid felaktiga utbetalningar från välfärdssystemen;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//20 1//RG|NOM//nummod//6 och//KN//cc//3 2//RG|NOM//nummod//3 §//NN|AN//nmod//7 §//NN|AN//nmod//8 lagen//NN|UTR|SIN|DEF|NOM//nsubj//20 (//PAD//punct//10 2008:206//RG|NOM//appos//8 )//PAD//punct//10 om//PP//case//13 underrättelseskyldighet//NN|UTR|SIN|IND|NOM//conj//8 vid//PP//case//16 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 utbetalningar//NN|UTR|PLU|IND|NOM//nmod//13 från//PP//case//18 välfärdssystemen//NN|NEU|PLU|DEF|NOM//nmod//16 ska//VB|PRS|AKT//aux//20 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 lydelse//NN|UTR|SIN|IND|NOM//obj//20 .//MAD//punct//1
1.2 Förslag till lag om ändring i lagen om underrättelseskyldighet vid felaktiga utbetalningar från välfärdssystemen;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 juli//NN|UTR|SIN|IND|NOM//obl//2 2019//RG|NOM//nummod//7 .//MAD//punct//2


2.1 Bakgrund;Bidragsbrottslagen//NN|UTR|SIN|DEF|NOM//nsubj//1 trädde//VB|PRT|AKT//ROOT//1 i//PP//advmod//1 kraft//NN|UTR|SIN|IND|NOM//fixed//2 den//DT|UTR|SIN|DEF//det//5 1//RO|NOM//nummod//6 augusti//NN|UTR|SIN|IND|NOM//obl//1 2007//RG|NOM//nummod//6 .//MAD//punct//1
2.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//11 huvudsakliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 syftet//NN|NEU|SIN|DEF|NOM//nsubj//1 med//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//nmod//11 är//VB|PRS|AKT//cop//16 att//IE//mark//16 minska//VB|INF|AKT//advcl//1 antalet//NN|NEU|SIN|DEF|NOM//nmod//19 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 utbetalningar//NN|UTR|PLU|IND|NOM//obj//16 och//KN//cc//22 att//IE//mark//22 stärka//VB|INF|AKT//conj//16 tilltron//NN|UTR|SIN|DEF|NOM//obj//22 till//PP//case//25 välfärdssystemen//NN|NEU|PLU|DEF|NOM//obl//22 .//MAD//punct//1
2.1 Bakgrund;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//30 ska//VB|PRS|AKT//aux//30 vidare//AB|KOM//advmod//30 skapa//VB|INF|AKT//parataxis//1 ett//DT|NEU|SIN|IND//det//34 effektivt//AB|POS//advmod//33 straffrättsligt//JJ|POS|NEU|SIN|IND|NOM//amod//34 skydd//NN|NEU|SIN|IND|NOM//obj//30 för//PP//case//36 välfärdssystemen//NN|NEU|PLU|DEF|NOM//obl//30 så//SN//mark//41 att//SN//fixed//37 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//41 kan//VB|PRS|AKT//aux//41 upprätthållas//VB|INF|SFO//advcl//30 på//PP//case//44 lång//JJ|POS|UTR|SIN|IND|NOM//amod//44 sikt//NN|UTR|SIN|IND|NOM//obl//41 .//MAD//punct//30
