Informationssäkerhet för samhällsviktiga och digitala tjänster;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Anders Ygeman;avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//15 Mia//PM|NOM//dep//5 Arblom//PM|NOM//flat:name//15 (//PAD//punct//15 Försvarsmakten//NN|UTR|SIN|DEF|NOM//appos//15 )//PAD//punct//15 ,//MID//punct//15 numera//AB//advmod//22 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//23 Henrik//PM|NOM//flat:name//15 Christiansson//PM|NOM//flat:name//23 (//PAD//punct//26 Säkerhetspolisen//NN|UTR|SIN|DEF|NOM//appos//15 )//PAD//punct//26 ,//MID//punct//15 numera//AB//advmod//30 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//31 Linda//PM|NOM//flat:name//15 Ericson//PM|NOM//flat//31 (//PAD//punct//31 Myndigheten//NN|UTR|SIN|DEF|NOM//conj//15 för//PP//case//36 samhällsskydd//NN|UTR|SIN|IND|NOM//nmod//34 och//KN//cc//38 beredskap//NN|UTR|SIN|IND|NOM//conj//36 )//PAD//punct//34 ,//MID//punct//15 juristen//NN|UTR|SIN|DEF|NOM//nmod//42 Britt-Marie//PM|NOM//appos//15 Jönson//PM|NOM//flat:name//42 (//PAD//punct//42 Post-//NN|UTR|-|-|SMS//conj//42 och//KN//cc//47 telestyrelsen//NN|UTR|SIN|DEF|NOM//conj//45 )//PAD//punct//42 ,//MID//punct//51 informationssäkerhetsexperten//NN|UTR|SIN|DEF|NOM//nmod//51 Arvid//PM|NOM//appos//15 Kjell//PM|NOM//flat//51 (//PAD//punct//55 Försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//55 Radioanstalt//NN|UTR|SIN|IND|NOM//nmod//51 )//PAD//punct//15 och//KN//cc//62 it-säkerhetschefen//NN|UTR|SIN|DEF|NOM//nmod//59 Josefine//PM|NOM//nmod//62 Östfeldt//PM|NOM//flat:name//59 (//PAD//punct//60 Polismyndigheten//NN|UTR|SIN|DEF|NOM//conj//15 )//PAD//punct//15 samt//KN//cc//68 fr.o.m.//AB|AN//case//68 den//DT|UTR|SIN|DEF//det//68 23//RG|NOM//nummod//68 november//NN|UTR|SIN|IND|NOM//conj//15 2016//RG|NOM//nummod//68 juristen//NN|UTR|SIN|DEF|NOM//nmod//71 Markus//PM|NOM//appos//68 Lind//PM|NOM//flat//71 (//PAD//punct//68 Datainspektionen//PM|NOM//appos//68 )//PAD//punct//68 .//MAD//punct//5
Till statsrådet Anders Ygeman;Som//KN//case//1 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//8 i//PP//case//3 en//DT|UTR|SIN|IND//nmod//1 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//8 knuten//PC|PRF|UTR|SIN|IND|NOM//nmod//7 referensgrupp//NN|UTR|SIN|IND|NOM//nmod//5 förordnades//VB|PRT|SFO//ROOT//8 fr.o.m.//AB|AN//case//12 den//DT|UTR|SIN|DEF//det//12 5//RO|NOM//nummod//12 oktober//NN|UTR|SIN|IND|NOM//obl//8 2016//RG|NOM//nummod//14 säkerhetschefen//NN|UTR|SIN|DEF|NOM//nmod//12 Per//PM|NOM//nsubj//14 Ekegren//PM|NOM//conj//14 (//PAD//punct//18 Livsmedelsverket//NN|NEU|SIN|DEF|NOM//appos//14 )//PAD//punct//18 ,//MID//punct//21 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//22 Elisabeth//PM|NOM//appos//14 Ekstrand//PM|NOM//flat//22 (//PAD//punct//25 IIS//PM|NOM//appos//14 )//PAD//punct//25 ,//MID//punct//28 handläggaren//NN|UTR|SIN|DEF|NOM//parataxis//8 Linda//PM|NOM//nsubj//28 Eriksson//PM|NOM//flat//29 (//PAD//punct//28 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//33 Energimyndighet//NN|UTR|SIN|IND|NOM//appos//28 )//PAD//punct//28 ,//MID//punct//37 säkerhetschefen//NN|UTR|SIN|DEF|NOM//nmod//37 Stefan//PM|NOM//conj//8 Larsson//PM|NOM//flat:name//37 (//PAD//punct//40 E-hälsomyndigheten//NN|UTR|SIN|DEF|NOM//appos//37 )//PAD//punct//37 ,//MID//punct//45 riskexperten//NN|UTR|SIN|DEF|NOM//nmod//45 Anders//PM|NOM//nmod//45 Lindgren//PM|NOM//appos//8 (//PAD//punct//45 Finansinspektionen//NN|UTR|SIN|DEF|NOM//appos//45 )//PAD//punct//45 ,//MID//punct//51 juristen//NN|UTR|SIN|DEF|NOM//nmod//51 Markus//PM|NOM//parataxis//8 Lind//PM|NOM//flat:name//51 (//PAD//punct//51 Datainspektionen//PM|NOM//appos//51 )//PAD//punct//51 ,//MID//punct//58 säkerhetschefen//NN|UTR|SIN|DEF|NOM//nmod//58 Torbjörn//PM|NOM//obl//118 Mellblom//PM|NOM//flat//58 (//PAD//punct//58 Sjöfartsverket//NN|NEU|SIN|DEF|NOM//appos//58 )//PAD//punct//58 ,//MID//punct//58 näringspolitiske//JJ|POS|MAS|SIN|DEF|NOM//amod//65 experten//NN|UTR|SIN|DEF|NOM//conj//58 Pär//PM|NOM//nmod//67 Nygårds//PM|NOM//nmod//65 (//PAD//punct//67 IT-&Telekomföretagen//NN|UTR|SIN|DEF|NOM//appos//67 )//PAD//punct//69 ,//MID//punct//76 utredaren//NN|UTR|SIN|DEF|NOM//nmod//73 Margareta//PM|NOM//nmod//76 Palmqvist//PM|NOM//flat:name//73 (//PAD//punct//76 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//67 )//PAD//punct//76 ,//MID//punct//67 verksjuristen//NN|UTR|SIN|DEF|NOM//nmod//80 Kim//PM|NOM//conj//58 Reenaas//PM|NOM//flat//80 (//PAD//punct//83 Elsäkerhetsverket//NN|NEU|SIN|DEF|NOM//obl:agent//80 )//PAD//punct//83 ,//MID//punct//87 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//87 Gunilla//PM|NOM//conj//58 Roos//PM|NOM//flat:name//87 (//PAD//punct//87 Transportstyrelsen//NN|UTR|SIN|DEF|NOM//appos//87 )//PAD//punct//87 ,//MID//punct//93 enhetschefen//NN|UTR|SIN|DEF|NOM//appos//58 Per-Olof//PM|NOM//nmod//95 Ström//PM|NOM//nsubj//93 (//PAD//punct//97 Trafikverket//PM|NOM//appos//93 )//PAD//punct//97 ,//MID//punct//93 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//101 Jeanna//PM|NOM//conj//58 Thorslund//PM|NOM//flat:name//101 (//PAD//punct//101 SKL//PM|NOM//appos//101 )//PAD//punct//101 och//KN//cc//108 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//108 Tina//PM|NOM//conj//58 Stödberg//PM|NOM//flat:name//108 (//PAD//punct//113 Affärsverket//NN|NEU|SIN|DEF|NOM//nmod//113 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//113 kraftnät//NN|NEU|SIN|IND|NOM//appos//108 )//PAD//punct//113 .//MAD//punct//58
Till statsrådet Anders Ygeman;Jeanna//PM|NOM//nsubj:pass//118 Thorslund//PM|NOM//flat//116 entledigades//VB|PRT|SFO//conj//8 den//DT|UTR|SIN|DEF//det//121 26//RG|NOM//nummod//121 oktober//NN|UTR|SIN|IND|NOM//obl//118 2016//RG|NOM//nummod//121 och//KN//cc//126 samma//DT|UTR/NEU|SIN/PLU|IND//det//125 dag//NN|UTR|SIN|IND|NOM//obl//126 förordnades//VB|PRT|SFO//conj//8 i//PP//advmod//126 stället//NN|NEU|SIN|DEF|NOM//fixed//127 sektionschefen//NN|UTR|SIN|DEF|NOM//nmod//130 Jörgen//PM|NOM//dep//127 Sandström//PM|NOM//flat:name//130 (//PAD//punct//130 SKL//PM|NOM//appos//130 )//PAD//punct//126 .//MAD//punct//8
Till statsrådet Anders Ygeman;Tina//PM|NOM//nsubj:pass//138 Stödberg//PM|NOM//flat:name//136 entledigades//VB|PRT|SFO//parataxis//8 den//DT|UTR|SIN|DEF//det//141 28//RG|NOM//nummod//141 oktober//NN|UTR|SIN|IND|NOM//obl//138 2016//RG|NOM//nummod//141 och//KN//cc//146 samma//DT|UTR/NEU|SIN/PLU|IND//det//145 dag//NN|UTR|SIN|IND|NOM//obl//146 förordnades//VB|PRT|SFO//conj//138 i//PP//case//151 stället//NN|NEU|SIN|DEF|NOM//fixed//147 it-säkerhetssamordnaren//NN|UTR|SIN|DEF|NOM//nmod//150 Satu//PM|NOM//dep//147 Hallikainen//PM|NOM//obl//146 (//PAD//punct//151 Affärsverket//NN|NEU|SIN|DEF|NOM//nmod//155 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//155 kraftnät//NN|NEU|SIN|IND|NOM//appos//151 )//PAD//punct//138 .//MAD//punct//138
Till statsrådet Anders Ygeman;Markus//PM|NOM//nsubj:pass//160 Lind//PM|NOM//flat:name//158 entledigades//VB|PRT|SFO//conj//138 den//DT|UTR|SIN|DEF//det//163 23//RG|NOM//nummod//163 november//NN|UTR|SIN|IND|NOM//obl//160 2016//RG|NOM//nummod//163 för//PP//mark//169 att//IE//mark//169 i//PP//advmod//169 stället//NN|NEU|SIN|DEF|NOM//fixed//167 förordnas//VB|INF|SFO//advcl//160 som//KN//mark//171 expert//NN|UTR|SIN|IND|NOM//xcomp//169 .//MAD//punct//138
Till statsrådet Anders Ygeman;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//2 anställdes//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 2//RO|NOM//nummod//5 maj//NN|UTR|SIN|IND|NOM//nsubj:pass//2 2016//RG|NOM//punct//5 byrådirektören//NN|UTR|SIN|DEF|NOM//nmod//8 Annette//PM|NOM//nmod//5 Norman//PM|NOM//flat:name//8 och//KN//cc//13 den//DT|UTR|SIN|DEF//det//12 1//RO|NOM//nummod//13 augusti//NN|UTR|SIN|IND|NOM//conj//8 2016//RG|NOM//nummod//16 numera//AB//advmod//16 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//17 Malin//PM|NOM//dep//2 Stensbäck//PM|NOM//flat:name//17 .//MAD//punct//2
Till statsrådet Anders Ygeman;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Informationssäkerhet//NN|UTR|SIN|IND|NOM//obj//1 för//PP//case//9 samhällsviktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 och//KN//cc//8 digitala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//6 tjänster//NN|UTR|PLU|IND|NOM//obl//1  //_SP////9 (//PAD//punct//9 SOU//PM|NOM//appos//9 2017:36//RG|NOM//nmod//12 )//PAD//punct//9 .//MAD//punct//1
Till statsrådet Anders Ygeman;Experterna//NN|UTR|PLU|DEF|NOM//nsubj//24 och//KN//cc//19 de//DT|UTR/NEU|PLU|DEF//det//19 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//16 har//VB|PRS|AKT//aux//24 i//PP//advmod//24 allt//DT|NEU|SIN|IND/DEF//fixed//21 väsentligt//AB|POS//advmod//24 ställt//VB|SUP|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//24 bakom//PP//case//28 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 överväganden//NN|NEU|PLU|IND|NOM//obl//24 och//KN//cc//30 förslag//NN|NEU|PLU|IND|NOM//conj//28 .//MID//punct//24
Till statsrådet Anders Ygeman;De//DT|UTR/NEU|PLU|DEF//det//34 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//34 ståndpunkter//NN|UTR|PLU|IND|NOM//nsubj//42 som//KN//case//37 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 experter//NN|UTR|PLU|IND|NOM//nmod//34 och//KN//cc//39 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//37 kan//VB|PRS|AKT//aux//42 ha//VB|INF|AKT//aux//42 haft//VB|SUP|AKT//parataxis//24 i//PP//case//45 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 frågor//NN|UTR|PLU|IND|NOM//obl//42 har//VB|PRS|AKT//aux//47 berörts//VB|SUP|SFO//advcl//1 i//PP//case//49 texterna//NN|UTR|PLU|DEF|NOM//obl//47 eller//KN//cc//54 som//KN//case//54 möjliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 bedömningar//NN|UTR|PLU|IND|NOM//conj//49 .//MAD//punct//1
Till statsrådet Anders Ygeman;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//57 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//61 är//VB|PRS|AKT//cop//61 med//PP//case//60 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//61 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//1 .//MAD//punct//1
Till statsrådet Anders Ygeman;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 april//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2
Till statsrådet Anders Ygeman;Stefan//PM|NOM//ROOT//0 Strömberg//PM|NOM//flat:name//0 ///MID//cc//3 Annette//PM|NOM//conj//0 Norman//PM|NOM//flat:name//3
Till statsrådet Anders Ygeman;Malin//PM|NOM//ROOT//0 Stensbäck//PM|NOM//flat//0


1.1 Förslag till lag (2018:000) om informationssäkerhet för vissa tillhandahållare av samhällsviktiga tjänster och digitala tjänster;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag (2018:000) om informationssäkerhet för vissa tillhandahållare av samhällsviktiga tjänster och digitala tjänster / Inledande bestämmelse;1//RG|NOM//nummod//1 §//NN|AN//obl//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 syftar//VB|PRS|AKT//ROOT//5 till//PP//mark//8 att//IE//mark//8 uppnå//VB|INF|AKT//advcl//5 en//DT|UTR|SIN|IND//det//12 hög//JJ|POS|UTR|SIN|IND|NOM//amod//12 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//12 nivå//NN|UTR|SIN|IND|NOM//obj//8 på//PP//case//14 säkerhet//NN|UTR|SIN|IND|NOM//nmod//12 i//PP//case//16 nätverk//NN|NEU|PLU|IND|NOM//obl//8 och//KN//cc//18 informationssystem//NN|NEU|PLU|IND|NOM//conj//16 inom//PP//case//22 den//DT|UTR|SIN|DEF//det//22 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 unionen//NN|UTR|SIN|DEF|NOM//obl//8 ,//MID//punct//26 för//PP//mark//26 att//IE//mark//26 förbättra//VB|INF|AKT//advcl//5 den//DT|UTR|SIN|DEF//det//29 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 marknadens//NN|UTR|SIN|DEF|GEN//nmod:poss//30 funktion//NN|UTR|SIN|IND|NOM//obj//26 .//MAD//punct//5
