Den vuxenpedagogiska praktiken;Illustrationer//NN|UTR|PLU|IND|NOM//ROOT//0 endast//AB//advmod//0 i//PP//case//5 den//DT|UTR|SIN|DEF//det//5 tryckta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//5 versionen//NN|UTR|SIN|DEF|NOM//obl//0
Utbildning för en förändrad arbetsvardag;Men//KN//cc//54 också//AB//advmod//54 via//PP//case//54 Internet//NN|NEU|SIN|DEF|NOM//conj//5 ,//MID//punct//58 genom//PP//mark//58 att//IE//mark//58 gå//VB|INF|AKT//advcl//5 ut//PL//compound:prt//58 och//KN//cc//61 intervjua//VB|INF|AKT//conj//58 och//KN//cc//65 genom//PP//mark//65 att//IE//mark//65 hämta//VB|INF|AKT//conj//58 information//NN|UTR|SIN|IND|NOM//obj//65 från//PP//case//68 verkligheten//NN|UTR|SIN|DEF|NOM//nmod//66 och//KN//cc//70 tidningar//NN|UTR|PLU|IND|NOM//conj//68 .//MAD//punct//5
Utbildning för en förändrad arbetsvardag;Sedan//AB//advmod//73 bearbetar//VB|PRS|AKT//parataxis//5 gruppen//NN|UTR|SIN|DEF|NOM//nsubj//73 stoffet//NN|NEU|SIN|DEF|NOM//obj//73 på//PP//case//77 skolan//NN|UTR|SIN|DEF|NOM//obl//73 .//MAD//punct//5
Utbildning för en förändrad arbetsvardag;Man//PN|UTR|SIN|IND|SUB//nsubj//80 lär//VB|PRS|AKT//parataxis//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//80 bli//VB|INF|AKT//xcomp//80 en//DT|UTR|SIN|IND//det//84 informationsarbetare//NN|UTR|SIN|IND|NOM//xcomp//82 .//MAD//punct//80
Utbildning för en förändrad arbetsvardag;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//87 väljer//VB|PRS|AKT//parataxis//80 ut//PL//compound:prt//87 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//87 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//91 tycker//VB|PRS|AKT//acl:relcl//89 är//VB|PRS|AKT//cop//93 angeläget//JJ|POS|NEU|SIN|IND|NOM//xcomp//87 ,//MID//punct//95 sammanställer//VB|PRS|AKT//conj//87 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//95 och//KN//cc//98 presenterar//VB|PRS|AKT//conj//87 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//98 .//MAD//punct//87
Utbildning för en förändrad arbetsvardag;Denna//DT|UTR|SIN|DEF//det//102 pedagogik//NN|UTR|SIN|IND|NOM//nsubj//103 medför//VB|PRS|AKT//parataxis//87 att//SN//mark//108 också//AB//advmod//108 klassrummet//NN|NEU|SIN|DEF|NOM//nsubj:pass//108 måste//VB|PRS|AKT//aux//108 ändras//VB|INF|SFO//ccomp//103 från//PP//mark//113 att//IE//mark//113 ha//VB|INF|AKT//aux//113 varit//VB|SUP|AKT//cop//113 kateder//NN|UTR|SIN|IND|NOM//advcl//108 och//KN//cc//115 bänkar//NN|UTR|PLU|IND|NOM//conj//113 och//KN//cc//117 läroböcker//NN|UTR|PLU|IND|NOM//conj//115 och//KN//cc//121 kanske//AB//advmod//121 ett//DT|NEU|SIN|IND//det//121 klassbibliotek//NN|NEU|SIN|IND|NOM//conj//113 .//MID//punct//87
Utbildning för en förändrad arbetsvardag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//124 behövs//VB|PRS|SFO//conj//87 utrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//124 för//PP//case//128 ett//DT|NEU|SIN|IND//det//128 samtal//NN|NEU|SIN|IND|NOM//obl//124 med//PP//case//130 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//128 i//PP//case//133 en//DT|UTR|SIN|IND//det//133 klass//NN|UTR|SIN|IND|NOM//nmod//130 och//KN//cc//135 läraren//NN|UTR|SIN|DEF|NOM//conj//133 .//MAD//punct//80
Utbildning för en förändrad arbetsvardag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//138 behövs//VB|PRS|SFO//parataxis//80 också//AB//advmod//138 utrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//138 för//PP//case//142 grupperna//NN|UTR|PLU|DEF|NOM//nmod//140 som//HP|-|-|-//nsubj//144 jobbar//VB|PRS|AKT//acl:relcl//142 tillsammans//AB//advmod//144 i//PP//case//148 sin//PS|UTR|SIN|DEF//nmod:poss//148 inlärning//NN|UTR|SIN|IND|NOM//obl//144 .//MAD//punct//138
Utbildning för en förändrad arbetsvardag;Och//KN//cc//152 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//152 behövs//VB|PRS|SFO//conj//138 utrymme//NN|NEU|SIN|IND|NOM//nsubj:pass//152 för//PP//case//155 datorer//NN|UTR|PLU|IND|NOM//obl//152 där//HA//advmod//159 deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//159 kan//VB|PRS|AKT//aux//159 bearbeta//VB|INF|AKT//acl:relcl//155 det//DT|NEU|SIN|DEF//det//161 stoff//NN|NEU|SIN|IND|NOM//obj//159 som//HP|-|-|-//obj//164 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//164 lär//VB|PRS|AKT//acl:relcl//161 in//PL//compound:prt//164 .//MAD//punct//152
Utbildning för en förändrad arbetsvardag;Klassrummet//NN|NEU|SIN|DEF|NOM//nsubj:pass//171 i//PP//case//170 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//170 bemärkelse//NN|UTR|SIN|IND|NOM//nmod//167 behövs//VB|PRS|SFO//parataxis//152 inte//AB//advmod//171 längre//AB|KOM//advmod//171 .//MAD//punct//138
Utbildning för en förändrad arbetsvardag;Man//PN|UTR|SIN|IND|SUB//nsubj//179 kommer//VB|PRS|AKT//aux//179 också//AB//advmod//179 att//IE//mark//179 använda//VB|INF|AKT//parataxis//138 elevens//NN|UTR|SIN|DEF|GEN//nmod:poss//181 hem//NN|NEU|SIN|IND|NOM//obj//179 på//PP//case//185 ett//DT|NEU|SIN|IND//det//185 annat//JJ|POS|NEU|SIN|IND|NOM//amod//185 sätt//NN|NEU|SIN|IND|NOM//obl//179 .//MAD//punct//179
Utbildning för en förändrad arbetsvardag;Eleverna//NN|UTR|PLU|DEF|NOM//nsubj//190 kommer//VB|PRS|AKT//aux//190 att//IE//mark//190 jobba//VB|INF|AKT//parataxis//179 hemma//AB//advmod//190 på//PP//case//193 distans//NN|UTR|SIN|IND|NOM//obl//190 .//MAD//punct//179
Utbildning för en förändrad arbetsvardag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 räcker//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 att//IE//mark//5 bara//AB//advmod//5 sitta//VB|INF|AKT//csubj//1 hemma//PL//compound:prt//5 och//KN//cc//8 distansarbeta//VB|INF|AKT//conj//5 .//MAD//punct//1
Utbildning för en förändrad arbetsvardag;När//HA//mark//12 man//PN|UTR|SIN|IND|SUB//nsubj//12 arbetar//VB|PRS|AKT//advcl//19 med//PP//case//16 sin//PS|UTR|SIN|DEF//nmod:poss//16 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//16 inlärning//NN|UTR|SIN|IND|NOM//obl//12 måste//VB|PRS|AKT//aux//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 träffas//VB|INF|SFO//advcl//1 .//MAD//punct//1
Utbildning för en förändrad arbetsvardag;Man//PN|UTR|SIN|IND|SUB//nsubj//23 måste//VB|PRS|AKT//aux//23 få//VB|INF|AKT//parataxis//1 samtala//VB|INF|AKT//obj//23 och//KN//cc//26 bearbeta//VB|INF|AKT//conj//23 de//DT|UTR/NEU|PLU|DEF//det//28 intryck//NN|NEU|PLU|IND|NOM//obj//26 som//HP|-|-|-//obj//31 man//PN|UTR|SIN|IND|SUB//nsubj//31 fått//VB|SUP|AKT//acl:relcl//28 och//KN//cc//33 göra//VB|INF|AKT//conj//31 en//DT|UTR|SIN|IND//det//35 analys//NN|UTR|SIN|IND|NOM//obj//33 där//HA//advmod//38 man//PN|UTR|SIN|IND|SUB//nsubj//38 artikulerar//VB|PRS|AKT//acl:relcl//35 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//40 intryck//NN|NEU|PLU|IND|NOM//obj//38 .//MAD//punct//1
Utbildning för en förändrad arbetsvardag;Man//PN|UTR|SIN|IND|SUB//nsubj//44 måste//VB|PRS|AKT//aux//44 ha//VB|INF|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//46 dialog//NN|UTR|SIN|IND|NOM//obj//44 .//MAD//punct//44
Utbildning för en förändrad arbetsvardag;Både//KN//cc//52 i//PP//case//52 sin//PS|UTR|SIN|DEF//nmod:poss//52 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//52 arbetsgrupp//NN|UTR|SIN|IND|NOM//conj//44 och//KN//cc//56 tillsammans//AB//advmod//56 med//PP//case//56 läraren//NN|UTR|SIN|DEF|NOM//conj//52 och//KN//cc//60 kanske//AB//advmod//60 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 klassen//NN|UTR|SIN|DEF|NOM//conj//52 .//MAD//punct//44
Utbildning för en förändrad arbetsvardag;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//64 bör//VB|PRS|AKT//aux//64 ske//VB|INF|AKT//conj//44 i//PP//case//68 det//DT|NEU|SIN|DEF//det//68 publika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 vardagsrummet//NN|NEU|SIN|DEF|NOM//obl//64 som//HP|-|-|-//nsubj//70 är//VB|PRS|AKT//acl:relcl//68 i//PP//case//72 skolan//NN|UTR|SIN|DEF|NOM//obl//70 .//MAD//punct//1
Utbildning för en förändrad arbetsvardag;Utbildningsföretaget//NN|NEU|SIN|DEF|NOM//case//1 InfoKomp//NN|NEU|SIN|IND|NOM//ROOT//1
Utbildning för en förändrad arbetsvardag;InfoKomp//NN|NEU|SIN|IND|NOM//nsubj//1 startade//VB|PRT|AKT//ROOT//1 1993//RG|NOM//obj//1 med//PP//case//5 en//DT|UTR|SIN|IND//det//5 affärsidé//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//7 bottnar//VB|PRS|AKT//acl:relcl//5 i//PP//case//11 den//DT|UTR|SIN|DEF//det//11 här//AB//fixed//9 förändringsprocessen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//1
Utbildning för en förändrad arbetsvardag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//16 har//VB|PRS|AKT//aux//16 vi//PN|UTR|PLU|DEF|SUB//nsubj//16 utvecklat//VB|SUP|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//18 undervisningsmetodik//NN|UTR|SIN|IND|NOM//obj//16 som//HP|-|-|-//obj//21 vi//PN|UTR|PLU|DEF|SUB//nsubj//21 anser//VB|PRS|AKT//acl:relcl//18 behövs//VB|PRS|SFO//xcomp//21 i//PP//case//25 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 arbetsliv//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;InfoKomp//NN|NEU|SIN|IND|NOM//nsubj//28 erbjuder//VB|PRS|AKT//parataxis//16 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 utbildningsinsatser//NN|UTR|PLU|IND|NOM//obj//28 för//PP//case//32 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//30 som//HP|-|-|-//nsubj//35 ska//VB|PRS|AKT//aux//35 klara//VB|INF|AKT//acl:relcl//32 den//DT|UTR|SIN|DEF//det//38 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 medarbetarrollens//NN|UTR|SIN|DEF|GEN//nmod:poss//39 krav//NN|NEU|PLU|IND|NOM//obj//35 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Genom//PP//case//43 vår//PS|UTR|SIN|DEF//nmod:poss//43 pedagogik//NN|UTR|SIN|IND|NOM//obl//44 tar//VB|PRS|AKT//conj//16 vi//PN|UTR|PLU|DEF|SUB//nsubj//44 vara//VB|INF|AKT//xcomp//44 på//PP//case//49 kursdeltagarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//49 erfarenheter//NN|UTR|PLU|IND|NOM//obl//44 och//KN//cc//51 bygger//VB|PRS|AKT//conj//16 vidare//AB|KOM//advmod//51 på//PP//case//54 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//51 med//PP//case//57 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 kunskaper//NN|UTR|PLU|IND|NOM//obl//51 .//MID//punct//16
Utbildning för en förändrad arbetsvardag;Alla//DT|UTR/NEU|PLU|IND/DEF//det//61 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//61 insatser//NN|UTR|PLU|IND|NOM//nsubj//63 är//VB|PRS|AKT//cop//63 skräddarsydda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//16 för//PP//case//65 anställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//63 ,//MID//punct//67 övertaliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//63 och//KN//cc//69 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//67 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//74 är//VB|PRS|AKT//cop//74 inte//AB//advmod//74 organisations-//NN|UTR|-|-|SMS//parataxis//16 eller//KN//cc//76 datakonsulter//NN|UTR|PLU|IND|NOM//conj//74 utan//KN//cc//79 vi//PN|UTR|PLU|DEF|SUB//nsubj//79 går//VB|PRS|AKT//conj//74 in//PL//advmod//79 i//PP//case//82 företagen//NN|NEU|PLU|DEF|NOM//obl//79 efter//PP//mark//86 att//SN//mark//86 konsulterna//NN|UTR|PLU|DEF|NOM//nsubj//86 varit//VB|SUP|AKT//advcl//79 där//AB//advmod//86 –//RG|NOM//punct//74 efter//PP//mark//93 att//SN//mark//93 man//PN|UTR|SIN|IND|SUB//nsubj//93 har//VB|PRS|AKT//aux//93 plattat//VB|SUP|AKT//advcl//74 till//PP//case//95 organisationerna//NN|UTR|PLU|DEF|NOM//obl//93 ,//MID//punct//97 infört//VB|SUP|AKT//conj//74 efterfrågestyrd//PC|PRF|UTR|SIN|IND|NOM//amod//99 administration//NN|UTR|SIN|IND|NOM//obj//97 ,//MID//punct//101 byggt//VB|SUP|AKT//conj//74 upp//PL//compound:prt//101 datasystem//NN|NEU|PLU|IND|NOM//obj//101 och//KN//cc//105 fått//VB|SUP|AKT//conj//74 informationen//NN|UTR|SIN|DEF|NOM//obj//105 att//IE//mark//108 flöda//VB|INF|AKT//acl//106 i//PP//case//110 företaget//NN|NEU|SIN|DEF|NOM//obl//108 på//PP//case//114 det//DT|NEU|SIN|DEF//det//114 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//114 sättet//NN|NEU|SIN|DEF|NOM//obl//108 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Därefter//AB//advmod//119 har//VB|PRS|AKT//aux//119 man//PN|UTR|SIN|IND|SUB//nsubj//119 upptäckt//VB|SUP|AKT//parataxis//16 att//SN//mark//122 medarbetarna//NN|UTR|PLU|DEF|NOM//nsubj//122 tar//VB|PRS|AKT//ccomp//119 inte//AB//advmod//122 för//PL//case//125 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//122 ,//MID//punct//122 tar//VB|PRS|AKT//conj//122 inte//AB//advmod//127 initiativ//NN|NEU|SIN|IND|NOM//obj//127 ,//MID//punct//122 samarbetar//VB|PRS|AKT//conj//122 inte//AB//advmod//131 ,//MID//punct//122 tar//VB|PRS|AKT//conj//122 inte//AB//advmod//134 beslut//NN|NEU|SIN|IND|NOM//obj//134 i//PP//case//138 grupperna//NN|UTR|PLU|DEF|NOM//obl//134 på//PP//case//141 det//DT|NEU|SIN|DEF//det//141 sätt//NN|NEU|SIN|IND|NOM//nmod//138 som//HP|-|-|-//obl//144 man//PN|UTR|SIN|IND|SUB//nsubj//144 väntat//VB|SUP|AKT//acl:relcl//141 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//144 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;InfoKomp//NN|NEU|SIN|IND|NOM//nsubj//148 arbetar//VB|PRS|AKT//parataxis//16 inte//AB//advmod//148 med//PP//case//151 kortkurser//NN|UTR|PLU|IND|NOM//obl//148 ,//MID//punct//157 utan//KN//cc//157 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//157 är//VB|PRS|AKT//cop//157 långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//157 insatser//NN|UTR|PLU|IND|NOM//conj//16 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//160 behövs//VB|PRS|SFO//parataxis//16 eftersom//SN//mark//163 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//163 handlar//VB|PRS|AKT//advcl//160 om//PP//mark//166 att//IE//mark//166 utveckla//VB|INF|AKT//advcl//163 ett//DT|NEU|SIN|IND//det//169 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//169 beteende//NN|NEU|SIN|IND|NOM//obj//166 hos//PP//case//171 kursdeltagarna//NN|UTR|PLU|DEF|NOM//obl//166 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Det//PN|NEU|SIN|DEF|SUB/OBJ//obj//174 gör//VB|PRS|AKT//parataxis//16 man//PN|UTR|SIN|IND|SUB//nsubj//174 inte//AB//advmod//174 genom//PP//mark//179 att//IE//mark//179 sitta//VB|INF|AKT//advcl//174 och//KN//cc//181 lyssna//VB|INF|AKT//conj//179 en//DT|UTR|SIN|IND//det//183 eftermiddag//NN|UTR|SIN|IND|NOM//obj//181 på//PP//case//186 ett//DT|NEU|SIN|IND//det//186 seminarium//NN|NEU|SIN|IND|NOM//nmod//183 .//MAD//punct//174
Utbildning för en förändrad arbetsvardag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//190 har//VB|PRS|AKT//aux//190 funnit//VB|SUP|AKT//parataxis//174 att//SN//mark//195 det//DT|NEU|SIN|DEF//expl//195 arbetslösa//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//194 korttidsutbildade//VB|PRT|AKT//amod//195 behöver//VB|PRS|AKT//ccomp//190 är//VB|PRS|AKT//cop//195 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//195 som//HP|-|-|-//nsubj:pass//199 kallas//VB|PRS|SFO//acl:relcl//197 för//PP//case//202 social//JJ|POS|UTR|SIN|IND|NOM//amod//202 kompetens//NN|UTR|SIN|IND|NOM//obl//199 .//MAD//punct//174
Utbildning för en förändrad arbetsvardag;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//205 behöver//VB|PRS|AKT//conj//16 också//AB//advmod//205 att//IE//mark//208 lära//VB|INF|AKT//xcomp//205 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//208 använda//VB|INF|AKT//xcomp//208 IT//NN|AN//obj//210 men//KN//cc//217 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//217 är//VB|PRS|AKT//cop//217 det//DT|NEU|SIN|DEF//det//217 lilla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//217 steget//NN|NEU|SIN|DEF|NOM//conj//208 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Det//DT|NEU|SIN|DEF//det//221 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//221 steget//NN|NEU|SIN|DEF|NOM//nsubj//222 är//VB|PRS|AKT//parataxis//16 att//SN//mark//226 man//PN|UTR|SIN|IND|SUB//nsubj//226 ska//VB|PRS|AKT//aux//226 lära//VB|INF|AKT//ccomp//222 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//226 arbeta//VB|INF|AKT//xcomp//226 självständigt//AB|POS//advmod//228 med//PP//case//233 hjälp//NN|UTR|SIN|IND|NOM//fixed//230 av//PP//fixed//230 tillgång//NN|UTR|SIN|IND|NOM//obl//228 till//PP//case//236 mer//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//236 information//NN|UTR|SIN|IND|NOM//nmod//233 -//MID//punct//226  //_SP////237 bli//VB|INF|AKT//conj//226 professionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//241 medarbetare//NN|UTR|PLU|IND|NOM//xcomp//239 i//PP//case//247 stället//NN|NEU|SIN|DEF|NOM//fixed//242 för//PP//fixed//242 styrda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//246 ”//PAD//punct//242 tempojobbare//NN|UTR|PLU|IND|NOM//obl//239 ///MID//cc//249 kontorsslavar//NN|AN//conj//247 ”//RG|NOM//punct//226 .//MAD//punct//16
Utbildning för en förändrad arbetsvardag;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//254 får//VB|PRS|AKT//aux//254 lära//VB|INF|AKT//conj//16 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//254 att//IE//mark//257 göra//VB|INF|AKT//xcomp//254 prioriteringar//NN|UTR|PLU|IND|NOM//obj//257 ,//MID//punct//260 skicka//VB|INF|AKT//conj//254 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//compound:prt//260 information//NN|UTR|SIN|IND|NOM//obj//260 ,//MID//punct//260 fördela//VB|INF|AKT//conj//254 jobb//NN|NEU|PLU|IND|NOM//obj//264 ,//MID//punct//267 följa//VB|INF|AKT//conj//254 upp//PL//compound:prt//267 osv.//AB|AN//punct//254
Utbildning för en förändrad arbetsvardag;Vår//PS|UTR|SIN|DEF//nmod:poss//1 utbildning//NN|UTR|SIN|IND|NOM//nsubj//2 syftar//VB|PRS|AKT//ROOT//2 till//PP//mark//6 att//SN//mark//6 deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//6 blir//VB|PRS|AKT//advcl//2 informationsarbetare//NN|UTR|PLU|IND|NOM//xcomp//6 .//MID//punct//2
Utbildning för en förändrad arbetsvardag;Förr//AB//advmod//10 utbildade//VB|PRT|AKT//parataxis//2 man//PN|UTR|SIN|IND|SUB//nsubj//10 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obj//10 på//PP//case//14 högskolenivå//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//10
Utbildning för en förändrad arbetsvardag;Där//AB//advmod//19 fick//VB|PRT|AKT//aux//19 man//PN|UTR|SIN|IND|SUB//nsubj//19 lära//VB|INF|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//19 att//IE//mark//22 jobba//VB|INF|AKT//xcomp//19 självständigt//AB|POS//advmod//22 ,//MID//punct//25 presentera//VB|INF|AKT//conj//22 saker//NN|UTR|PLU|IND|NOM//obj//25 i//PP//case//28 grupp//NN|UTR|SIN|IND|NOM//obl//25 och//KN//cc//30 klara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//22 att//IE//mark//32 hantera//VB|INF|AKT//xcomp//30 kritik//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//19
Utbildning för en förändrad arbetsvardag;I//PP//case//36 folkskolan//NN|UTR|SIN|DEF|NOM//obl//39 och//KN//cc//38 realskolan//NN|UTR|SIN|DEF|NOM//conj//36 hade//VB|PRT|AKT//parataxis//19 man//PN|UTR|SIN|IND|SUB//nsubj//39 en//DT|UTR|SIN|IND//det//42 modellsvarspedagogik//NN|UTR|SIN|IND|NOM//obj//39 .//MID//punct//19
Utbildning för en förändrad arbetsvardag;Så//AB//advmod//46 här//AB//fixed//44 är//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//46 ,//MID//punct//46 lär//VB|PRS|AKT//parataxis//46 dig//PN|UTR|SIN|DEF|OBJ//iobj//49 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//49 .//MAD//punct//46
Utbildning för en förändrad arbetsvardag;Den//DT|UTR|SIN|DEF//det//54 pedagogiken//NN|UTR|SIN|DEF|NOM//nsubj//55 gick//VB|PRT|AKT//parataxis//46 ut//PL//compound:prt//55 på//PP//case//58 upprepning//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//55
Utbildning för en förändrad arbetsvardag;Nu//AB//advmod//62 helt//AB|POS//advmod//62 plötsligt//AB|POS//advmod//71 ska//VB|PRS|AKT//aux//71 den//DT|UTR|SIN|DEF//det//70 gammaldags//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//67 vanliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 folkskoleutbildade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//70 eller//KN//cc//69 grundskoleutbildade//PC|PRF|UTR/NEU|SIN|DEF|NOM//conj//67 medarbetaren//NN|UTR|SIN|DEF|NOM//nsubj//71 arbeta//VB|INF|AKT//parataxis//55 som//KN//mark//78 om//SN//fixed//72 han//PN|UTR|SIN|DEF|SUB//nsubj//78 eller//KN//cc//76 hon//PN|UTR|SIN|DEF|SUB//conj//74 hade//VB|PRT|AKT//aux//78 gått//VB|SUP|AKT//ccomp//71 på//PP//case//80 högskolan//NN|UTR|SIN|DEF|NOM//obl//78 i//PP//case//84 det//DT|NEU|SIN|DEF//det//84 gamla//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//84 skolsystemet//NN|NEU|SIN|DEF|NOM//obl//78 ,//MID//punct//90 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//90 vill//VB|PRS|AKT//aux//90 säga//VB|INF|AKT//aux//90 vara//VB|INF|AKT//cop//90 motiverad//PC|PRF|UTR|SIN|IND|NOM//conj//55 ,//MID//punct//92 kompetent//JJ|POS|UTR|SIN|IND|NOM//conj//90 och//KN//cc//94 initiativrik//JJ|POS|UTR|SIN|IND|NOM//conj//90 .//MID//punct//46
Utbildning för en förändrad arbetsvardag;Detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//100 måste//VB|PRS|AKT//aux//100 man//PN|UTR|SIN|IND|SUB//nsubj//100 få//VB|INF|AKT//aux//100 träna//VB|INF|AKT//parataxis//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//100 i//PP//advmod//100 och//KN//cc//105 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//105 tar//VB|PRS|AKT//conj//100 tid//NN|UTR|SIN|IND|NOM//obj//105 .//MAD//punct//100
Utbildning för en förändrad arbetsvardag;Ett//DT|NEU|SIN|IND//det//109 minimum//NN|NEU|SIN|IND|NOM//nsubj//113 är//VB|PRS|AKT//cop//113 40//RG|NOM//nummod//112 dagar//NN|UTR|PLU|IND|NOM//obl//113 utspritt//VB|SUP|AKT//conj//100 över//PP//case//116 ett//DT|NEU|SIN|IND//det//116 kalenderår//NN|NEU|SIN|IND|NOM//obl//113 så//AB//mark//121 att//SN//fixed//117 vi//PN|UTR|PLU|DEF|SUB//nsubj//121 också//AB//advmod//121 får//VB|PRS|AKT//advcl//113 kalendertiden//NN|UTR|SIN|DEF|NOM//obj//121 till//PP//case//126 hjälp//NN|UTR|SIN|IND|NOM//fixed//123 i//PP//fixed//123 utvecklingen//NN|UTR|SIN|DEF|NOM//obl//121 .//MAD//punct//100
Utbildning för en förändrad arbetsvardag;Denna//DT|UTR|SIN|DEF//det//129 utbildning//NN|UTR|SIN|IND|NOM//obl//134 är//VB|PRS|AKT//cop//134 företagen//NN|NEU|PLU|DEF|NOM//nsubj//134 i//PP//advmod//134 dag//NN|UTR|SIN|IND|NOM//fixed//132 beredda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//100 att//IE//mark//136 betala//VB|INF|AKT//acl//134 för//PP//compound:prt//136 .//MAD//punct//100
