– övergångsstyre och utjämning;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 översyn//NN|UTR|SIN|IND|NOM//nmod//2 av//PP//case//8 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 regional//JJ|POS|UTR|SIN|IND|NOM//amod//8 förvaltning//NN|UTR|SIN|IND|NOM//nmod//4 m.m.//AB|AN//conj//0
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//62 (//PAD//punct//7 1979:411//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//10 ändringar//NN|UTR|PLU|IND|NOM//nmod//5 i//PP//case//13 Sveriges//PM|GEN//nmod:poss//13 indelning//NN|UTR|SIN|IND|NOM//nmod//10 i//PP//case//15 kommuner//NN|UTR|PLU|IND|NOM//nmod//13 och//KN//cc//17 landsting//NN|NEU|SIN|IND|NOM//conj//15 dels//KN//advmod//10  //_SP////18 att//SN//mark//33 2//RG|NOM//nummod//22 kap.//NN|AN//nmod//23 4//RG|NOM//nummod//30 ,//MID//punct//23 5//RG|NOM//nummod//23 ,//MID//punct//23 9//RG|NOM//nummod//23 och//KN//cc//27 12//RG|NOM//nummod//23 §//NN|AN//nmod//31 §//NN|AN//nsubj//33 ska//VB|PRS|AKT//aux//33 upphöra//VB|INF|AKT//acl//18 att//IE//mark//35 gälla//VB|INF|AKT//xcomp//33 ,//MID//punct//49 dels//KN//advmod//49  //_SP////37 att//SN//mark//49 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 2//RG|NOM//nummod//42 kap.//NN|AN//nmod//43 10//RG|NOM//nummod//46 och//KN//cc//43 11//RG|NOM//nummod//43 §//NN|AN//nmod//47 §//NN|AN//nsubj:pass//49 ska//VB|PRS|AKT//aux//49 betecknas//VB|INF|SFO//acl:relcl//10 2//RG|NOM//nummod//51 kap.//NN|AN//nmod//52 4//RG|NOM//nummod//55 och//KN//cc//52 5//RG|NOM//nummod//52 §//NN|AN//nmod//56 §//NN|AN//obl//49 samt//KN//cc//60 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 3//RG|NOM//nummod//60 kap.//NN|AN//conj//56 ska//VB|PRS|AKT//aux//62 betecknas//VB|INF|SFO//advcl//1 4//RG|NOM//nummod//64 kap.//NN|AN//obl//62 dels//KN//advmod//82  //_SP////65 att//SN//mark//82 1//RG|NOM//nummod//69 kap.//NN|AN//nmod//70 17//RG|NOM//nummod//73 och//KN//cc//70 18//RG|NOM//nummod//70 §//NN|AN//nmod//74 §//NN|AN//nsubj//82 samt//KN//cc//74 2//RG|NOM//nummod//74 kap.//NN|AN//obl//78 6–8//RG|NOM//amod//80 §//NN|AN//nmod//80 §//NN|AN//conj//74 ska//VB|PRS|AKT//aux//82 ha//VB|INF|AKT//advcl//62 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//84 lydelse//NN|UTR|SIN|IND|NOM//obj//82 ,//MID//punct//91 dels//KN//advmod//91  //_SP////86 att//SN//mark//91 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//91 ska//VB|PRS|AKT//aux//91 införas//VB|INF|SFO//advcl//82 ett//DT|NEU|SIN|IND//det//94 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//94 kapitel//NN|NEU|SIN|IND|NOM//nsubj:pass//91 ,//MID//punct//94 3//RG|NOM//nummod//97 kap.//NN|AN//appos//94 ,//MID//punct//97 av//PP//case//101 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//101 lydelse//NN|UTR|SIN|IND|NOM//obl//91 .//MAD//punct//1

1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;Om//SN//mark//3 en//DT|UTR|SIN|IND//det//2 indelningsändring//NN|UTR|SIN|IND|NOM//nsubj//3 innebär//VB|PRS|AKT//advcl//34 att//SN//mark//8 en//DT|UTR|SIN|IND//det//7 ny//JJ|POS|UTR|SIN|IND|NOM//amod//7 kommun//NN|UTR|SIN|IND|NOM//nsubj:pass//8 bildas//VB|PRS|SFO//ccomp//3 eller//KN//cc//16 om//SN//mark//16 ändringen//NN|UTR|SIN|DEF|NOM//nsubj//16 annars//AB//advmod//16 är//VB|PRS|AKT//cop//16 av//PP//case//16 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//16 omfattning//NN|UTR|SIN|IND|NOM//conj//8 att//SN//mark//25 kommunen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 enligt//PP//case//22 den//DT|UTR|SIN|DEF//det//22 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 indelningen//NN|UTR|SIN|DEF|NOM//nmod//18 inte//AB//advmod//25 bör//VB|PRS|AKT//aux//25 företrädas//VB|INF|SFO//acl//16 av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kommunfullmäktige//NN|UTR|PLU|DEF|NOM//obl:agent//25 ,//MID//punct//34 skall//VB|PRS|AKT//aux//34  //_SP////31 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//34 bestämma//VB|INF|AKT//ROOT//34 att//SN//mark//36 kommunen//NN|UTR|SIN|DEF|NOM//ccomp//34 enligt//PP//case//39 17//RG|NOM//nummod//39 §//NN|AN//nmod//36
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;Om//SN//mark//3 en//DT|UTR|SIN|IND//det//2 indelningsändring//NN|UTR|SIN|IND|NOM//nsubj//3 innebär//VB|PRS|AKT//advcl//34 att//SN//mark//8 en//DT|UTR|SIN|IND//det//7 ny//JJ|POS|UTR|SIN|IND|NOM//amod//7 kommun//NN|UTR|SIN|IND|NOM//nsubj:pass//8 bildas//VB|PRS|SFO//ccomp//3 eller//KN//cc//16 om//SN//mark//16 ändringen//NN|UTR|SIN|DEF|NOM//nsubj//16 annars//AB//advmod//16 är//VB|PRS|AKT//cop//16 av//PP//case//16 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//16 omfattning//NN|UTR|SIN|IND|NOM//conj//8 att//SN//mark//25 kommunen//NN|UTR|SIN|DEF|NOM//nsubj:pass//25 enligt//PP//case//22 den//DT|UTR|SIN|DEF//det//22 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 indelningen//NN|UTR|SIN|DEF|NOM//nmod//18 inte//AB//advmod//25 bör//VB|PRS|AKT//aux//25 företrädas//VB|INF|SFO//acl//16 av//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 kommunfullmäktige//NN|UTR|PLU|DEF|NOM//obl:agent//25 ,//MID//punct//34 ska//VB|PRS|AKT//aux//34  //_SP////31 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//34 bestämma//VB|INF|AKT//ROOT//34 att//SN//mark//50 kommunen//NN|UTR|SIN|DEF|NOM//nsubj//50 enligt//PP//case//38 4//RG|NOM//nmod//36 .//MAD//punct//36
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;fördelning//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//42 beslutanderätt//NN|UTR|SIN|IND|NOM//nmod//40 i//PP//case//46 14–16//RG|NOM//nummod//45 §//NN|AN//nmod//46 §//NN|AN//nmod//42 ,//MID//punct//46 5//RG|NOM//nummod//46 .//MAD//punct//40
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;indelningsdelegerade//VB|PRT|AKT//ccomp//34 i//PP//case//53 17//RG|NOM//nummod//53 §//NN|AN//obl//50 ,//MID//punct//53 6//RG|NOM//nummod//53 .//MAD//punct//50
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;beredning//NN|UTR|SIN|IND|NOM//obl//50 och//KN//cc//59 verkställighet//NN|UTR|SIN|IND|NOM//conj//57 i//PP//case//62 18//RG|NOM//nummod//62 §//NN|AN//nmod//59 ,//MID//punct//62 7//RG|NOM//nummod//62 .//MAD//punct//50
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;överklagande//NN|NEU|SIN|IND|NOM//conj//50 i//PP//case//69 19//RG|NOM//nummod//69 §//NN|AN//obl//66 ,//MID//punct//50 och//KN//cc//72 8//RG|NOM//conj//50 .//MID//punct//34
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;utredning//NN|UTR|SIN|IND|NOM//obj//34 om//PP//case//76 indelningsändring//NN|UTR|SIN|IND|NOM//nmod//74 i//PP//case//78 22//RG|NOM//nummod//86 ,//MID//punct//80 23//RG|NOM//nummod//78 ,//MID//punct//82 25//RG|NOM//conj//78 och//KN//cc//84 26//RG|NOM//conj//78 §//NN|AN//nmod//86 §//NN|AN//nmod//76 .//MAD//punct//34
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;Vid//PP//case//1 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//5 av//PP//case//4 första//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//nmod//1 ska//VB|PRS|AKT//ROOT//5 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//5 som//HP|-|-|-//nsubj//8 sägs//VB|PRS|SFO//acl:relcl//6 om//PP//case//10 1//RG|NOM//obl//8 .//MAD//punct//5
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;kommun//NN|UTR|SIN|IND|NOM//nsubj//15 i//PP//advmod//15 stället//NN|NEU|SIN|DEF|NOM//fixed//13 gälla//VB|INF|AKT//parataxis//5 landsting//NN|NEU|SIN|IND|NOM//obj//15 ,//MID//punct//16 2//RG|NOM//nummod//15 .//MID//punct//15
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;kommunfullmäktige//NN|UTR|PLU|DEF|NOM//nsubj//23 i//PP//advmod//20 stället//NN|NEU|SIN|DEF|NOM//fixed//21 gälla//VB|INF|AKT//conj//15 landstingsfullmäktige//NN|NEU|SIN|IND|NOM//obj//23 ,//MID//punct//15
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;I//PP//case//3 fråga//NN|UTR|SIN|IND|NOM//fixed//0 om//PP//case//3 rätten//NN|UTR|SIN|DEF|NOM//obl//17 att//IE//mark//5 företräda//VB|INF|AKT//acl//3 de//DT|UTR/NEU|PLU|DEF//det//7 landsting//NN|NEU|PLU|IND|NOM//obj//5 som//HP|-|-|-//nsubj:pass//9 berörs//VB|PRS|SFO//acl:relcl//7 av//PP//case//12 en//DT|UTR|SIN|IND//det//12 indelningsändring//NN|UTR|SIN|IND|NOM//obl:agent//9 skall//VB|PRS|AKT//aux//17 till//PP//case//16 dess//AB//nmod:poss//16 ändringen//NN|UTR|SIN|DEF|NOM//obl//17 träder//VB|PRS|AKT//ROOT//17 i//PP//compound:prt//17 kraft//NN|UTR|SIN|IND|NOM//fixed//18 gälla//VB|INF|AKT//xcomp//17 att//SN//mark//26 landstingsfullmäktige//NN|UTR|SIN|DEF|NOM//nsubj//26 i//PP//case//25 varje//DT|UTR/NEU|SIN|IND//det//25 landsting//NN|NEU|SIN|IND|NOM//nmod//22 företräder//VB|PRS|AKT//ccomp//20 detta//DT|NEU|SIN|DEF//det//28 landsting//NN|NEU|SIN|IND|NOM//obj//26 enligt//PP//case//32 såväl//KN//advmod//32 den//DT|UTR|SIN|DEF//det//32 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//26 som//KN//case//36 den//DT|UTR|SIN|DEF//det//36 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 indelningen//NN|UTR|SIN|DEF|NOM//nmod//32 .//MAD//punct//17
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;8//RG|NOM//nummod//39 §//NN|AN//appos//17
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;Bidrag//NN|NEU|PLU|IND|NOM//nsubj:pass//3 får//VB|PRS|AKT//aux//3 bara//AB//advmod//3 lämnas//VB|INF|SFO//ROOT//3 under//PP//case//6 en//DT|UTR|SIN|IND//det//6 övergångsperiod//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / 1 kap.;Övergångsperiodens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 längd//NN|UTR|SIN|IND|NOM//nsubj:pass//11 ska//VB|PRS|AKT//aux//11 anges//VB|INF|SFO//parataxis//3 i//PP//case//13 överenskommelsen//NN|UTR|SIN|DEF|NOM//obl//11 om//PP//case//15 bidrag//NN|NEU|SIN|IND|NOM//nmod//13 .//MAD//punct//3


1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;1//RG|NOM//nummod//1 §//NN|AN//nsubj//19  //_SP////1 Om//SN//mark//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 beslutat//VB|SUP|AKT//acl:relcl//1 att//SN//mark//14 en//DT|UTR|SIN|IND//det//9 kommun//NN|UTR|SIN|IND|NOM//nsubj:pass//14 eller//KN//cc//12 ett//DT|NEU|SIN|IND//det//12 landsting//NN|NEU|SIN|IND|NOM//conj//9 ska//VB|PRS|AKT//aux//14 företrädas//VB|INF|SFO//ccomp//6 av//PP//case//16 indelningsdelegerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//14 ,//MID//punct//19 ska//VB|PRS|AKT//aux//19 delegerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//19 och//KN//cc//21 ersättare//NN|UTR|PLU|IND|NOM//conj//19 utses//VB|PRS|SFO//conj//19 från//PP//case//25 varje//DT|UTR/NEU|SIN|IND//det//25 kommun//NN|UTR|SIN|IND|NOM//obl//22 eller//KN//cc//27 landsting//NN|NEU|SIN|IND|NOM//conj//25 vars//HS|DEF//nmod:poss//29 område//NN|NEU|SIN|IND|NOM//nsubj//34 helt//AB|POS//advmod//34 eller//KN//cc//34 delvis//AB//advmod//34 ska//VB|PRS|AKT//aux//34 ingå//VB|INF|AKT//conj//19 i//PP//case//36 kommunen//NN|UTR|SIN|DEF|NOM//obl//34 eller//KN//cc//38 landstinget//NN|NEU|SIN|DEF|NOM//conj//36 enligt//PP//case//42 den//DT|UTR|SIN|DEF//det//42 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//42 indelningen//NN|UTR|SIN|DEF|NOM//nmod//38 (//PAD//punct//19 ändringsberörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//45 kommuner//NN|UTR|PLU|IND|NOM//parataxis//19 och//KN//cc//47 landsting//NN|NEU|SIN|IND|NOM//conj//45 )//PAD//punct//19 .//MAD//punct//19
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;2//RG|NOM//nummod//51 §//NN|AN//appos//19  //_SP////51 Antalet//NN|NEU|SIN|DEF|NOM//conj//51 indelningsdelegerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//19 och//KN//cc//56 ersättare//NN|UTR|PLU|IND|NOM//conj//54 från//PP//case//59 varje//DT|UTR/NEU|SIN|IND//det//59 kommun//NN|UTR|SIN|IND|NOM//obl//54 och//KN//cc//61 landsting//NN|NEU|SIN|IND|NOM//conj//59 bestäms//VB|PRS|SFO//conj//19 av//PP//case//64 fullmäktige//NN|UTR|PLU|DEF|NOM//obl:agent//62 i//PP//case//67 ändringsberörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//67 kommuner//NN|UTR|PLU|IND|NOM//obl//62 och//KN//cc//69 landsting//NN|NEU|SIN|IND|NOM//conj//67 .//MID//punct//19
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;Om//SN//mark//75 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//75 inte//AB//advmod//75 är//VB|PRS|AKT//cop//75 ense//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//81 om//PP//case//77 antalet//NN|NEU|SIN|DEF|NOM//obl//75 ,//MID//punct//81 ska//VB|PRS|AKT//aux//81 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//81 fastställa//VB|INF|AKT//conj//19 antalet//NN|NEU|SIN|DEF|NOM//obj//81 indelningsdelegerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//81 och//KN//cc//85 ersättare//NN|UTR|PLU|IND|NOM//conj//83 från//PP//case//88 varje//DT|UTR/NEU|SIN|IND//det//88 kommun//NN|UTR|SIN|IND|NOM//obl//83 och//KN//cc//90 landsting//NN|NEU|SIN|IND|NOM//conj//88 .//MAD//punct//81
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;3//RG|NOM//nummod//93 §//NN|AN//nsubj:pass//98  //_SP////93 Indelningsdelegerade//PM|NOM//conj//93 och//KN//cc//97 ersättare//NN|UTR|PLU|IND|NOM//conj//95 väljs//VB|PRS|SFO//conj//19 av//PP//case//100 fullmäktige//NN|UTR|PLU|DEF|NOM//obl:agent//98 i//PP//case//103 ändringsberörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//103 kommuner//NN|UTR|PLU|IND|NOM//obl//98 och//KN//cc//105 landsting//NN|NEU|SIN|IND|NOM//conj//103 .//MAD//punct//19
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;Valet//NN|NEU|SIN|DEF|NOM//nsubj//110 ska//VB|PRS|AKT//aux//110 vara//VB|INF|AKT//cop//110 klart//AB//conj//19 senast//AB|SUV//case//113 30//RG|NOM//nummod//113 dagar//NN|UTR|PLU|IND|NOM//obl//110 efter//PP//case//116 den//DT|UTR|SIN|DEF//det//116 dag//NN|UTR|SIN|IND|NOM//obl//110 då//HA//advmod//119 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//119 beslutade//VB|PRT|AKT//acl:relcl//116 om//PP//case//121 indelningsändringen//NN|UTR|SIN|DEF|NOM//obl//119 ,//MID//punct//126 om//SN//mark//126 inte//AB//advmod//126 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//126 bestämmer//VB|PRS|AKT//advcl//110 en//DT|UTR|SIN|IND//det//129 senare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 tidpunkt//NN|UTR|SIN|IND|NOM//obj//126 .//MAD//punct//126
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;4//RG|NOM//nummod//132 §//NN|AN//obl//126  //_SP////132 Under//PP//case//136 de//DT|UTR/NEU|PLU|DEF//det//136 förutsättningar//NN|UTR|PLU|IND|NOM//nmod//132 som//HP|-|-|-//nsubj:pass//138 anges//VB|PRS|SFO//acl:relcl//136 i//PP//case//142 2//RG|NOM//nummod//141 §//NN|AN//nmod//142 lagen//NN|UTR|SIN|DEF|NOM//obl//138 (//PAD//punct//142 1992:339//RG|NOM//appos//142 )//PAD//punct//142 om//PP//case//148 proportionellt//JJ|POS|NEU|SIN|IND|NOM//amod//148 valsätt//NN|NEU|SIN|IND|NOM//obl//152 ska//VB|PRS|AKT//aux//152 valet//NN|NEU|SIN|DEF|NOM//nsubj//152 vara//VB|INF|AKT//cop//152 proportionellt//JJ|POS|NEU|SIN|IND|NOM//advcl//126 .//MID//punct//110
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;Om//SN//mark//157 ersättarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//157 inte//AB//advmod//157 väljs//VB|PRS|SFO//advcl//110 proportionellt//AB|POS//advmod//157 ,//MID//punct//164 ska//VB|PRS|AKT//aux//164 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//164 vid//PP//case//163 valet//NN|NEU|SIN|DEF|NOM//obl//164 bestämmas//VB|INF|SFO//conj//19 i//PP//case//167 vilken//HD|UTR|SIN|IND//det//167 ordning//NN|UTR|SIN|IND|NOM//obl//164 ersättarna//NN|UTR|PLU|DEF|NOM//nsubj//170 ska//VB|PRS|AKT//aux//170 tjänstgöra//VB|INF|AKT//acl:relcl//167 .//MAD//punct//164
1. Förslag till lag om ändring i lagen (1979:411) om ändringar i Sverige indelning i kommuner och landsting / Val av indelningsdelegerade;5//RG|NOM//nummod//173 §//NN|AN//nsubj:pass//178  //_SP////173 Indelningsdelegerade//PM|NOM//conj//173 och//KN//cc//177 ersättare//NN|UTR|PLU|IND|NOM//conj//175 väljs//VB|PRS|SFO//parataxis//164 bland//PP//case//180 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//178 som//HP|-|-|-//nsubj//183 är//VB|PRS|AKT//cop//183 ledamöter//NN|UTR|PLU|IND|NOM//acl:relcl//180 eller//KN//cc//185 ersättare//NN|UTR|PLU|IND|NOM//conj//183 i//PP//case//187 fullmäktige//NN|UTR|PLU|DEF|NOM//obl//183 i//PP//case//190 ändringsberörda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//190 kommuner//NN|UTR|PLU|IND|NOM//obl//183 och//KN//cc//192 landsting//NN|NEU|SIN|IND|NOM//conj//190 .//MAD//punct//19
