En rymdstrategi för nytta och tillväxt;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Rymdutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
En rymdstrategi för nytta och tillväxt;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet Helene Hellmark Knutsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 10//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 föreslå//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//17 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//17 rymdstrategi//NN|UTR|SIN|IND|NOM//obj//14 i//PP//case//19 syfte//NN|NEU|SIN|IND|NOM//nmod//17 att//IE//mark//21 utveckla//VB|INF|AKT//advcl//14 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//21 till//PP//mark//25 att//IE//mark//25 använda//VB|INF|AKT//advcl//21 rymdverksamheten//NN|UTR|SIN|DEF|NOM//obj//25 som//KN//case//30 en//DT|UTR|SIN|IND//det//30 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//30 tillgång//NN|UTR|SIN|IND|NOM//obl//25 för//PP//mark//33 att//IE//mark//33 möta//VB|INF|AKT//acl//30 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//35 behov//NN|NEU|PLU|IND|NOM//obj//33 och//KN//cc//37 stärka//VB|INF|AKT//conj//33 den//DT|UTR|SIN|DEF//det//40 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 industrins//NN|UTR|SIN|DEF|GEN//nmod:poss//41 konkurrenskraft//NN|UTR|SIN|IND|NOM//obj//37 .//MAD//punct//1
Till statsrådet Helene Hellmark Knutsson;Till//PP//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//5 dag//NN|UTR|SIN|IND|NOM//obl//3 dåvarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 landshövdingen//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//11 Västmanlands//PM|GEN//nmod:poss//10 län//NN|NEU|SIN|IND|NOM//nmod//11 Ingemar//PM|NOM//nmod//7 Skogö//PM|NOM//flat//11 .//MAD//punct//3
Till statsrådet Helene Hellmark Knutsson;Till//PP//case//15 experter//NN|UTR|PLU|IND|NOM//obl//16 förordnades//VB|PRT|SFO//parataxis//3 från//PP//advmod//16 och//KN//cc//22 med//PP//case//22 den//DT|UTR|SIN|DEF//det//22 30//RG|NOM//nummod//22 juni//NN|UTR|SIN|IND|NOM//obl//24 2014//RG|NOM//nummod//22 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//25 Annika//PM|NOM//appos//16 Thunborg//PM|NOM//flat:name//25 ,//MID//punct//25 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//29 Erik//PM|NOM//appos//25 Arnberg//PM|NOM//flat:name//29 ,//MID//punct//25 kansliråden//NN|UTR|SIN|DEF|NOM//nmod//33 Hanna//PM|NOM//conj//25 Lagercrantz//PM|NOM//flat:name//33 och//KN//cc//36 Christina//PM|NOM//conj//25 Wilén//PM|NOM//conj//25 ,//MID//punct//25 departementssekreterarna//NN|UTR|PLU|DEF|NOM//nmod//40 Mattias//PM|NOM//appos//25 Jennerholm//PM|NOM//flat:name//40 och//KN//cc//44 Dharmesh//PM|NOM//amod//44 Shah//PM|NOM//conj//40 ,//MID//punct//40 senioranalytikern//NN|UTR|SIN|DEF|NOM//nmod//47 Christer//PM|NOM//conj//25 Andersson//PM|NOM//flat:name//47 ,//MID//punct//47 föreståndaren//NN|UTR|SIN|DEF|NOM//nmod//51 Lars//PM|NOM//appos//25 Eliasson//PM|NOM//flat:name//51 ,//MID//punct//25 f.d.//JJ|AN//amod//56 tekniske//JJ|POS|MAS|SIN|DEF|NOM//amod//56 chefen//NN|UTR|SIN|DEF|NOM//nmod//57 Peter//PM|NOM//conj//25 Möller//PM|NOM//flat:name//57 samt//KN//cc//61 samordnaren//NN|UTR|SIN|DEF|NOM//nmod//61 Stefan//PM|NOM//conj//25 Nilsson//PM|NOM//flat:name//61 .//MID//punct//3
Till statsrådet Helene Hellmark Knutsson;Mattias//PM|NOM//nsubj:pass//66 Jennerholm//PM|NOM//flat//64 entledigades//VB|PRT|SFO//parataxis//3 på//PP//case//69 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//69 begäran//NN|UTR|SIN|IND|NOM//obl//66 den//DT|UTR|SIN|DEF//det//72 20//RG|NOM//nummod//72 januari//NN|UTR|SIN|IND|NOM//obl//66 2015//RG|NOM//nummod//72 och//KN//cc//75 ersattes//VB|PRT|SFO//conj//66 med//PP//case//77 departementssekreterare//NN|UTR|SIN|IND|NOM//obl//75 Goran//PM|NOM//conj//66 Bogdanovic//PM|NOM//flat:name//78 som//HP|-|-|-//nsubj:pass//84 i//PP//case//83 sin//PS|UTR|SIN|DEF//nmod:poss//83 tur//NN|UTR|SIN|IND|NOM//obl//84 entledigades//VB|PRT|SFO//acl:relcl//78 på//PP//case//87 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//87 begäran//NN|UTR|SIN|IND|NOM//obl//84 den//DT|UTR|SIN|DEF//det//90 17//RG|NOM//nummod//90 februari//NN|UTR|SIN|IND|NOM//obl//84 2015//RG|NOM//nummod//90 och//KN//cc//93 ersattes//VB|PRT|SFO//conj//66 med//PP//case//96 ämnessakkunnige//NN|UTR|PLU|DEF|NOM//nmod//96 Magnus//PM|NOM//obl//93 Härviden//NN|UTR|SIN|DEF|NOM//flat//96 .//MAD//punct//66
Till statsrådet Helene Hellmark Knutsson;Till//PP//case//100 sekreterare//NN|UTR|SIN|IND|NOM//obl//101 förordnades//VB|PRT|SFO//advcl//66 från//PP//case//110 och//KN//cc//107 med//PP//case//107 den//DT|UTR|SIN|DEF//det//107 2//RO|NOM//nummod//107 juni//NN|UTR|SIN|IND|NOM//obl//109 2014//RG|NOM//nummod//109 strategidirektören//NN|UTR|SIN|DEF|NOM//nmod//110 Thorwald//PM|NOM//obl//101 Larsson//PM|NOM//flat:name//110 .//MAD//punct//3
Till statsrådet Helene Hellmark Knutsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 genom//PP//case//3 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//1 den//DT|UTR|SIN|DEF//det//6 16//RG|NOM//nummod//6 april//NN|UTR|SIN|IND|NOM//obl//1 2015//RG|NOM//nummod//6 att//IE//mark//9 förlänga//VB|INF|AKT//advcl//1 tiden//NN|UTR|SIN|DEF|NOM//obj//9 vilket//HP|NEU|SIN|IND//nsubj//12 innebär//VB|PRS|AKT//acl:relcl//10 att//SN//mark//16 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//16 ska//VB|PRS|AKT//aux//16 redovisas//VB|INF|SFO//ccomp//12 senast//AB|SUV//case//20 den//DT|UTR|SIN|DEF//det//19 31//RG|NOM//nummod//20 augusti//NN|UTR|SIN|IND|NOM//obl//16 2015//RG|NOM//nummod//20 .//MAD//punct//1
Till statsrådet Helene Hellmark Knutsson;Utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samarbete//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//8 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 experter//NN|UTR|PLU|IND|NOM//nmod//5 ,//MID//punct//2 varför//HA//advmod//13 betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//13 är//VB|PRS|AKT//cop//13 skrivet//PC|PRF|NEU|SIN|IND|NOM//parataxis//2 i//PP//case//15 vi-form//NN|UTR|SIN|IND|NOM//obl//13 .//MID//punct//2
Till statsrådet Helene Hellmark Knutsson;Jag//PN|UTR|SIN|DEF|SUB//nsubj//21 är//VB|PRS|AKT//cop//21 emellertid//AB//advmod//21 ensam//JJ|POS|UTR|SIN|IND|NOM//amod//21 ansvarig//JJ|POS|UTR|SIN|IND|NOM//conj//2 för//PP//case//24 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 förslag//NN|NEU|PLU|IND|NOM//obl//21 .//MAD//punct//21
Till statsrådet Helene Hellmark Knutsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Rymdutredningen//NN|UTR|SIN|DEF|NOM//obj//2 (//PAD//punct//4 U//PM|NOM//appos//4 2014:10//RG|NOM//conj//4 )//PAD//punct//4 .//MAD//punct//13
Till statsrådet Helene Hellmark Knutsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//13 får//VB|PRS|AKT//aux//13 härmed//AB//advmod//13 överlämna//VB|INF|AKT//conj//2 sitt//PS|NEU|SIN|DEF//nmod:poss//15 betänkande//NN|NEU|SIN|IND|NOM//obj//13 En//DT|UTR|SIN|IND//det//17 rymdstrategi//NN|UTR|SIN|IND|NOM//obj//13 för//PP//case//19 nytta//NN|UTR|SIN|IND|NOM//nmod//17 och//KN//cc//21 tillväxt//NN|UTR|SIN|IND|NOM//conj//19  //_SP////21 (//PAD//punct//17 SOU//PM|NOM//appos//17 2015:75//RG|NOM//obl//13 )//PAD//punct//13 .//MAD//punct//31
Till statsrådet Helene Hellmark Knutsson;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj//31 är//VB|PRS|AKT//aux:pass//31 härmed//AB//advmod//31 avslutat//PC|PRF|NEU|SIN|IND|NOM//conj//2 .//MAD//punct//2
Till statsrådet Helene Hellmark Knutsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 augusti//NN|UTR|SIN|IND|NOM//obl//0 2015//RG|NOM//nummod//2
Till statsrådet Helene Hellmark Knutsson;Ingemar//PM|NOM//nsubj//2 Skogö//PM|NOM//flat:name//0 /Thorwald//PM|NOM//ROOT//2 Larsson//PM|NOM//obj//2


1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Förslag//NN|NEU|PLU|IND|NOM//ROOT//0 till//PP//case//3 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//3 inriktning//NN|UTR|SIN|IND|NOM//nmod//0
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Sverige//PM|NOM//nsubj//3 ska//VB|PRS|AKT//aux//3 aktivt//AB|POS//advmod//3 medverka//VB|INF|AKT//ROOT//3 till//PP//mark//8 att//SN//mark//8 rymden//NN|UTR|SIN|DEF|NOM//nsubj//8 är//VB|PRS|AKT//cop//8 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//advcl//3 för//PP//case//10 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//8 på//PP//case//16 ett//DT|NEU|SIN|IND//det//16 långsiktigt//JJ|POS|NEU|SIN|IND|NOM//amod//16 och//KN//cc//15 hållbart//JJ|POS|NEU|SIN|IND|NOM//conj//13 sätt//NN|NEU|SIN|IND|NOM//nmod//10 .//MAD//punct//3
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Sveriges//PM|GEN//nmod:poss//19 bidrag//NN|NEU|SIN|IND|NOM//nsubj:pass//27 till//PP//case//22 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 regelverk//NN|NEU|PLU|IND|NOM//nmod//19 och//KN//cc//25 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 överenskommelser//NN|UTR|PLU|IND|NOM//conj//22 bör//VB|PRS|AKT//aux//27 fokuseras//VB|INF|SFO//parataxis//3 på//PP//mark//32 att//SN//mark//32 ://MID//punct//29 –//PAD//punct//32
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;underlätta//VB|INF|AKT//advcl//27 samverkan//NN|UTR|SIN|IND|NOM//obj//32 och//KN//cc//35 tydliggöra//VB|INF|AKT//conj//32 ländernas//NN|NEU|PLU|DEF|GEN//nmod:poss//37 ansvar//NN|NEU|SIN|IND|NOM//obj//35 i//PP//case//42 enlighet//NN|UTR|SIN|IND|NOM//fixed//38 med//PP//fixed//38 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//42 förpliktelser//NN|UTR|PLU|IND|NOM//obl//35 –//RG|NOM//punct//32 se//VB|INF|AKT//parataxis//32 till//PL//compound:prt//44 att//SN//mark//48 rymden//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 hålls//VB|PRS|SFO//ccomp//44 fri//JJ|POS|UTR|SIN|IND|NOM//xcomp//48 från//PP//case//51 krig//NN|NEU|PLU|IND|NOM//obl//48 och//KN//cc//53 konflikter//NN|UTR|PLU|IND|NOM//conj//51 –//RG|NOM//punct//55 eftersträva//VB|INF|AKT//parataxis//32 en//DT|UTR|SIN|IND//det//60 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//60 och//KN//cc//59 transparent//JJ|POS|UTR|SIN|IND|NOM//conj//57 rymdlägesbild//NN|UTR|SIN|IND|NOM//obj//55 för//PP//mark//66 att//IE//mark//66 bland//PP//advmod//65 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//63 minska//VB|INF|AKT//amod//66 risken//NN|UTR|SIN|DEF|NOM//obl//55 för//PP//case//68 konflikter//NN|UTR|PLU|IND|NOM//nmod//66 –//PAD//punct//70 minimera//VB|INF|AKT//advcl//55 och//KN//cc//72 hantera//VB|INF|AKT//conj//70 mängden//NN|UTR|SIN|DEF|NOM//nmod//74 rymdskrot//NN|UTR|SIN|IND|NOM//conj//70 .//MAD//punct//32
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Förslag//NN|NEU|PLU|IND|NOM//ROOT//0 till//PP//case//3 strategiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 mål//NN|NEU|PLU|IND|NOM//nmod//0
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Sverige//PM|NOM//nsubj//1 bör//VB|PRS|AKT//ROOT//1 ://MAD//punct//1 –//PAD//punct//4
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;bidra//VB|INF|AKT//parataxis//1 till//PP//mark//11 att//SN//mark//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 regelverk//NN|NEU|PLU|IND|NOM//nsubj:pass//11 för//PP//case//10 rymdverksamhet//NN|UTR|SIN|IND|NOM//nmod//8 uppdateras//VB|PRS|SFO//ccomp//4 –//PAD//punct//4 ha//VB|INF|AKT//aux//14 gjort//VB|SUP|AKT//conj//4 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 avtryck//NN|NEU|PLU|IND|NOM//obj//14 i//PP//case//18 framtagandet//NN|NEU|SIN|DEF|NOM//obl//14 av//PP//case//21 en//DT|UTR|SIN|IND//det//21 uppförandekod//NN|UTR|SIN|IND|NOM//nmod//18 för//PP//case//23 rymdverksamheten//NN|UTR|SIN|DEF|NOM//nmod//21 i//PP//case//29 enlighet//NN|UTR|SIN|IND|NOM//fixed//24 med//PP//fixed//24 ovan//AB//amod//29 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//29 inriktning//NN|UTR|SIN|IND|NOM//nmod//23 och//KN//cc//32 som//HP|-|-|-//nsubj//32 har//VB|PRS|AKT//conj//4 bred//JJ|POS|UTR|SIN|IND|NOM//amod//35 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//35 anslutning//NN|UTR|SIN|IND|NOM//obj//32 .//MAD//punct//4
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Rymdsystem//NN|NEU|PLU|IND|NOM//nsubj//1 gynnar//VB|PRS|AKT//ROOT//1 välfärd//NN|UTR|SIN|IND|NOM//obj//1 och//KN//cc//5 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//5 utveckling//NN|UTR|SIN|IND|NOM//conj//2 och//KN//cc//10 ska//VB|PRS|AKT//aux//10 därför//AB//advmod//10 vara//VB|INF|AKT//cop//10 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//2 för//PP//case//12 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//10 .//MID//punct//1
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//16 är//VB|PRS|AKT//cop//16 grunden//NN|UTR|SIN|DEF|NOM//parataxis//1 för//PP//case//19 all//DT|UTR|SIN|IND/DEF//det//19 rymdverksamhet//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//16
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;De//DT|UTR/NEU|PLU|DEF//det//23 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 regelverken//NN|NEU|PLU|DEF|NOM//nsubj:pass//26 måste//VB|PRS|AKT//aux//26 fortlöpande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//26 ses//VB|INF|SFO//parataxis//16 över//PL//compound:prt//26 och//KN//cc//29 uppdateras//VB|PRS|SFO//conj//26 för//PP//mark//32 att//IE//mark//32 ge//VB|INF|AKT//advcl//29 tillgång//NN|UTR|SIN|IND|NOM//obj//32 till//PP//compound:prt//32 och//KN//cc//36 handlingsfrihet//NN|UTR|SIN|IND|NOM//conj//32 i//PP//case//38 rymden//NN|UTR|SIN|DEF|NOM//nmod//36 utan//PP//case//40 risk//NN|UTR|SIN|IND|NOM//obl//32 för//PP//case//42 konflikt//NN|UTR|SIN|IND|NOM//nmod//40 eller//KN//cc//47 att//SN//mark//47 mängden//NN|UTR|SIN|DEF|NOM//nsubj//47 rymdskrot//NN|UTR|SIN|IND|NOM//nmod//45 ökar//VB|PRS|AKT//conj//32 .//MID//punct//16
1.1 Strategisk inriktning och mål Internationell samverkan för fredlig användning av rymden är grunden för all rymdverksamhet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//52 är//VB|PRS|AKT//cop//52 därför//AB//advmod//52 angeläget//JJ|POS|NEU|SIN|IND|NOM//parataxis//16 att//SN//mark//55 Sverige//PM|NOM//nsubj//55 fortsätter//VB|PRS|AKT//csubj//52 att//IE//mark//57 värna//VB|INF|AKT//xcomp//55 rymden//NN|UTR|SIN|DEF|NOM//obj//57 och//KN//cc//61 rymdtjänsternas//NN|UTR|PLU|DEF|GEN//nmod:poss//61 användning//NN|UTR|SIN|IND|NOM//conj//58 för//PP//case//64 fredliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 ändamål//NN|NEU|PLU|IND|NOM//nmod//61 genom//PP//case//67 aktivt//JJ|POS|NEU|SIN|IND|NOM//amod//67 arbete//NN|NEU|SIN|IND|NOM//nmod//61 i//PP//case//70 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 organ//NN|NEU|PLU|IND|NOM//nmod//61 framför//PP//case//72 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//57 inom//PP//case//74 FN//PM|NOM//obl//57 och//KN//cc//76 EU//PM|NOM//conj//74 .//MAD//punct//16
