Kraftsamling!;–//RG|NOM//punct//2 museisamverkan//NN|UTR|SIN|DEF|NOM//nsubj//2 ger//VB|PRS|AKT//ROOT//2 resultat//NN|NEU|SIN|IND|NOM//obj//2
EU främjar rörlighet;Andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 åtgärder//NN|UTR|PLU|IND|NOM//appos//8 som//HP|-|-|-//nsubj:pass//30 rekommenderas//VB|PRS|SFO//acl:relcl//28 är//VB|PRS|AKT//cop//32 digitalisering//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//34 samlingar//NN|UTR|PLU|IND|NOM//nmod//32 och//KN//cc//37 bred//JJ|POS|UTR|SIN|IND|NOM//amod//37 spridning//NN|UTR|SIN|IND|NOM//conj//34 av//PP//case//39 råd//NN|NEU|PLU|IND|NOM//nmod//37 och//KN//cc//41 rekommendationer//NN|UTR|PLU|IND|NOM//conj//39 för//PP//mark//44 att//IE//mark//44 främja//VB|INF|AKT//advcl//32 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//46 rörlighet//NN|UTR|SIN|IND|NOM//obj//44 på//PP//case//48 området//NN|NEU|SIN|DEF|NOM//nmod//46 .//MAD//punct//8

En nationell policy;Med//PP//case//4 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//0 i//PP//fixed//0 detta//DT|NEU|SIN|DEF//det//4 dokument//NN|NEU|SIN|IND|NOM//obl//5 kommer//VB|PRS|AKT//aux//8 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//8 att//IE//mark//8 kartlägga//VB|INF|AKT//ROOT//8 hur//HA//advmod//10 mycket//JJ|POS|NEU|SIN|IND|NOM//amod//11 material//NN|NEU|SIN|IND|NOM//obj//8 som//HP|-|-|-//nsubj:pass//13 lånas//VB|PRS|SFO//acl:relcl//11 ut//PL//compound:prt//13 av//PP//case//16 museer//NN|NEU|PLU|IND|NOM//obl//13 i//PP//case//18 Sverige//PM|NOM//nmod//16 och//KN//cc//25 hur//HA//advmod//21 mycket//PN|NEU|SIN|IND|SUB/OBJ//dislocated//25 som//HP|-|-|-//nsubj//25 är//VB|PRS|AKT//cop//25 långsiktigt//AB|POS//advmod//25 deponerat//PC|PRF|NEU|SIN|IND|NOM//conj//8 på//PP//case//28 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 institutioner//NN|UTR|PLU|IND|NOM//obl//25 .//MAD//punct//31
En nationell policy;Som//KN//case//31 underlag//NN|NEU|SIN|IND|NOM//xcomp//36 för//PP//case//35 det//DT|NEU|SIN|DEF//det//35 fortsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 arbetet//NN|NEU|SIN|DEF|NOM//nmod//31 behövs//VB|PRS|SFO//conj//8 också//AB//advmod//36 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//36 om//PP//case//41 vilka//HP|UTR/NEU|PLU|IND//advcl//36 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//43 är//VB|PRS|AKT//cop//41 som//HP|-|-|-//nsubj//45 lånar//VB|PRS|AKT//acl:cleft//41 ,//MID//punct//41 vilka//HD|UTR/NEU|PLU|IND//det//48 krav//NN|NEU|PLU|IND|NOM//appos//41 som//HP|-|-|-//nsubj:pass//50 ställs//VB|PRS|SFO//acl:relcl//48 på//PP//case//52 mottagarna//NN|UTR|PLU|DEF|NOM//obl//50 och//KN//cc//56 vilket//HD|NEU|SIN|IND//det//55 slags//NN|NEU|SIN|IND|GEN//nmod:poss//56 material//NN|NEU|SIN|IND|NOM//conj//41 som//HP|-|-|-//nsubj//60 är//VB|PRS|AKT//cop//60 i//PP//case//60 rörelse//NN|UTR|SIN|IND|NOM//acl:relcl//56 .//MAD//punct//8
En nationell policy;En//DT|UTR|SIN|IND//det//63 arbetsgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//64 sammansatt//PC|PRF|UTR|SIN|IND|NOM//parataxis//8 av//PP//case//66 representanter//NN|UTR|PLU|IND|NOM//obl//64 för//PP//case//70 museisektorns//NN|UTR|SIN|DEF|GEN//nmod:poss//70 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 nivåer//NN|UTR|PLU|IND|NOM//nmod//66 ska//VB|PRS|AKT//conj//64 ,//MID//punct//71 med//PP//case//77 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//73 i//PP//fixed//73 sammanställt//PC|PRF|NEU|SIN|IND|NOM//amod//77 underlag//NN|NEU|SIN|IND|NOM//obl//64 ,//MID//punct//79 utarbeta//VB|INF|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//82 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//82 policy//NN|UTR|SIN|IND|NOM//obj//79 för//PP//case//87 en//DT|UTR|SIN|IND//det//87 mer//AB|KOM//advmod//86 aktiv//JJ|POS|UTR|SIN|IND|NOM//amod//87 låne-//NN|UTR|-|-|SMS//obl//79 och//KN//cc//89 depositionsverksamhet//NN|UTR|SIN|IND|NOM//conj//87 .//MAD//punct//8

Fortbildning och kompetensförsörjning;För//PP//case//3 en//DT|UTR|SIN|IND//det//3 professionell//JJ|POS|UTR|SIN|IND|NOM//amod//3 museiverksamhet//NN|UTR|SIN|IND|NOM//obl//4 krävs//VB|PRS|SFO//ROOT//4 i//PP//advmod//4 dag//NN|UTR|SIN|IND|NOM//fixed//5 inte//AB//advmod//10 bara//AB//advmod//10 djup//JJ|POS|UTR|SIN|IND|NOM//amod//10 kunskap//NN|UTR|SIN|IND|NOM//nsubj:pass//4 i//PP//case//14 de//DT|UTR/NEU|PLU|DEF//det//14 traditionella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 museiämnena//NN|NEU|PLU|DEF|NOM//nmod//10 .//MAD//punct//4
Fortbildning och kompetensförsörjning;Föremålssamlingarna//NN|UTR|PLU|DEF|NOM//nsubj//17 kräver//VB|PRS|AKT//parataxis//4 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 kompetenser//NN|UTR|PLU|IND|NOM//obj//17 än//KN//mark//23 under//PP//case//23 museernas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 etableringsfas//NN|UTR|SIN|IND|NOM//obl//17 ,//MID//punct//27 och//KN//cc//27 detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//27 gäller//VB|PRS|AKT//conj//17 det//DT|NEU|SIN|DEF//det//30 publika//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 uppdraget//NN|NEU|SIN|DEF|NOM//obj//27 .//MAD//punct//17
Fortbildning och kompetensförsörjning;För//PP//mark//34 att//IE//mark//34 nå//VB|INF|AKT//advcl//37 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 funktionsspecialisering//NN|UTR|SIN|IND|NOM//obj//34 behöver//VB|PRS|AKT//parataxis//17 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//37 museianställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//compound:prt//37 mer//AB|KOM//advmod//37 av//PP//case//43 strategisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 kompetensutveckling//NN|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//37
Fortbildning och kompetensförsörjning;För//PP//mark//47 att//IE//mark//47 utveckla//VB|INF|AKT//advcl//49 sektorn//NN|UTR|SIN|DEF|NOM//obj//47 behöver//VB|PRS|AKT//parataxis//37 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//49 också//AB//advmod//49 verktyg//NN|NEU|PLU|IND|NOM//obj//49 för//PP//case//54 analys//NN|UTR|SIN|IND|NOM//obl//49 och//KN//cc//56 evaluering//NN|UTR|SIN|IND|NOM//conj//54 av//PP//case//60 sin//PS|UTR|SIN|DEF//nmod:poss//60 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//60 verksamhet//NN|UTR|SIN|IND|NOM//nmod//56 .//MAD//punct//17

Situationen har förbättrats för grundutbildningen;Vidareutbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//3 och//KN//cc//2 kompetensförsörjning//NN|UTR|SIN|IND|NOM//conj//0 pekades//VB|PRT|SFO//ROOT//3 redan//AB//advmod//3 i//PP//case//6 Museerna//NN|NEU|PLU|DEF|NOM//obl//3 (//PAD//punct//6 SOU//PM|NOM//nmod//9 1974:5//RG|NOM//appos//6 )//PAD//punct//6 ut//PL//advmod//3 som//KN//case//15 ett//DT|NEU|SIN|IND//det//15 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//15 utvecklingsfält//PC|PRF|NEU|SIN|IND|NOM//obl//11 ,//MID//punct//3 i//PP//advmod//3 synnerhet//NN|UTR|SIN|IND|NOM//fixed//17 för//PP//case//23 den//DT|UTR|SIN|DEF//det//23 publikt//AB|POS//amod//23 arbetande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 personalen//NN|UTR|SIN|DEF|NOM//obl//3 .//MAD//punct//3
Situationen har förbättrats för grundutbildningen;Som//KN//case//26 lösning//NN|UTR|SIN|IND|NOM//obl//27 föreslogs//VB|PRT|SFO//conj//3 en//DT|UTR|SIN|IND//det//30 centralt//AB|POS//amod//30 planerad//PC|PRF|UTR|SIN|IND|NOM//nsubj:pass//27 ,//MID//punct//35 till//PP//case//33 museerna//NN|NEU|PLU|DEF|NOM//nmod//35 knuten//PC|PRF|UTR|SIN|IND|NOM//nmod:poss//35 kursverksamhet//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//38 aldrig//AB//advmod//38 kom//VB|PRT|AKT//acl:relcl//35 att//IE//mark//40 förverkligas//VB|INF|SFO//ccomp//38 .//MAD//punct//3
Situationen har förbättrats för grundutbildningen;Tjugo//RG|NOM//nummod//43 år//NN|NEU|PLU|IND|NOM//nmod//44 senare//AB|KOM//advmod//45 framhöll//VB|PRT|AKT//parataxis//3 Minne//NN|NEU|SIN|IND|NOM//obj//45 och//KN//cc//48 Bildning//NN|UTR|SIN|IND|NOM//conj//46 (//PAD//punct//48 SOU//PM|NOM//appos//48 1994:51//RG|NOM//punct//3 )//PAD//punct//3 att//SN//mark//57 de//DT|UTR/NEU|PLU|DEF//det//56 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//56 museianställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//57 saknade//VB|PRT|AKT//conj//3 utbildning//NN|UTR|SIN|IND|NOM//obj//57 för//PP//case//62 det//DT|NEU|SIN|DEF//det//62 utåtriktade//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 arbetet//NN|NEU|SIN|DEF|NOM//nmod//58 och//KN//cc//67 att//SN//mark//67 miljön//NN|UTR|SIN|DEF|NOM//nsubj:pass//67 helt//AB|POS//advmod//67 dominerades//VB|PRT|SFO//conj//57 av//PP//case//70 tre//RG|NOM//nummod//70 ämnen//NN|NEU|PLU|IND|NOM//obl:agent//67 -//MID//punct//70 arkeologi//NN|UTR|SIN|IND|NOM//appos//70 ,//MID//punct//74 etnologi//NN|UTR|SIN|IND|NOM//conj//72 och//KN//cc//76 konstvetenskap//NN|UTR|SIN|IND|NOM//conj//72 .//MAD//punct//70
Situationen har förbättrats för grundutbildningen;Rörligheten//NN|UTR|SIN|DEF|NOM//nsubj//83 i//PP//case//80 sektorn//NN|UTR|SIN|DEF|NOM//nmod//78 var//VB|PRT|AKT//cop//83 mycket//AB|POS//advmod//83 låg//JJ|POS|UTR|SIN|IND|NOM//conj//3 och//KN//cc//85 kompetensutvecklingsbehoven//NN|UTR|SIN|DEF|NOM//conj//83 svagt//AB|POS//amod//87 tillgodosedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obj//83 .//MAD//punct//83
Situationen har förbättrats för grundutbildningen;Den//DT|UTR|SIN|DEF//det//91 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//91 källan//NN|UTR|SIN|DEF|NOM//nsubj:pass//97 till//PP//case//93 lärande//NN|NEU|SIN|IND|NOM//nmod//91 bland//PP//case//96 verksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 museitjänstemän//NN|UTR|PLU|IND|NOM//nmod//93 uppgavs//VB|PRT|SFO//advcl//83 vid//PP//case//101 den//DT|UTR|SIN|DEF//det//101 här//AB//fixed//99 tiden//NN|UTR|SIN|DEF|NOM//obl//97 vara//VB|INF|AKT//cop//105 informella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 kollegiala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 kontakter//NN|UTR|PLU|IND|NOM//obl//97 .//MAD//punct//3
Situationen har förbättrats för grundutbildningen;Samtidigt//AB//advmod//1 noterade//VB|PRT|AKT//ROOT//1 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 med//PP//case//4 tillfredsställelse//NN|UTR|SIN|IND|NOM//nmod//2 att//SN//mark//7 situationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 förbättrats//VB|SUP|SFO//advcl//1 de//DT|UTR/NEU|PLU|DEF//det//10 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//10 åren//NN|NEU|PLU|DEF|NOM//xcomp//7 ,//MID//punct//10 då//HA//mark//17 Göteborgs//PM|GEN//nmod:poss//16 och//KN//cc//15 Umeå//PM|GEN//conj//13 universitet//NN|NEU|SIN|IND|NOM//nsubj//17 byggt//VB|SUP|AKT//acl:relcl//10 ut//PL//compound:prt//17 sin//PS|UTR|SIN|DEF//nmod:poss//20 grundutbildning//NN|UTR|SIN|IND|NOM//obj//17 och//KN//cc//22 museerna//NN|NEU|PLU|DEF|NOM//conj//20 tillsatt//VB|SUP|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//25 samrådsgrupp//NN|UTR|SIN|IND|NOM//nsubj:pass//23 med//PP//case//27 uppgift//NN|UTR|SIN|IND|NOM//nmod//25 att//IE//mark//29 kartlägga//VB|INF|AKT//acl//25 fortbildningsbehov//NN|NEU|PLU|IND|NOM//obj//29 och//KN//cc//32 initiera//VB|INF|AKT//conj//29 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 utbildningar//NN|UTR|PLU|IND|NOM//obj//32 .//MAD//punct//1

En sektorsspecifik fråga;En//DT|UTR|SIN|IND//det//3 mer//AB|KOM//advmod//2 strategiskt//AB|POS//amod//3 genomtänkt//PC|PRF|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 samlad//PC|PRF|UTR|SIN|IND|NOM//conj//3 lösning//NN|UTR|SIN|IND|NOM//nsubj//12 rörande//PP//case//8 fortbildningsbehoven//NN|UTR|SIN|DEF|NOM//nmod//6 är//VB|PRS|AKT//cop//12 ett//DT|NEU|SIN|IND//det//12 återkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 önskemål//NN|NEU|SIN|IND|NOM//ROOT//12 även//AB//advmod//14 i//PP//advmod//12 dag//NN|UTR|SIN|IND|NOM//fixed//14 ,//MID//punct//12 och//KN//cc//19 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//19 gäller//VB|PRS|AKT//conj//12 oavsett//PP//case//21 nivå//NN|UTR|SIN|IND|NOM//obl//19 i//PP//case//23 museistrukturen//NN|UTR|SIN|DEF|NOM//nmod//21 .//MAD//punct//12
En sektorsspecifik fråga;Behoven//NN|NEU|PLU|DEF|NOM//nsubj//28 av//PP//case//27 ämnesfördjupning//NN|UTR|SIN|IND|NOM//nmod//25 bedöms//VB|PRS|SFO//parataxis//12 i//PP//case//30 princip//NN|UTR|SIN|IND|NOM//obl//28 kunna//VB|INF|AKT//aux//32 tillgodoses//VB|INF|SFO//xcomp//28 inom//PP//case//34 universiteten//NN|NEU|PLU|DEF|NOM//obl//32 .//MAD//punct//28
En sektorsspecifik fråga;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//12 som//HP|-|-|-//nsubj:pass//38 efterfrågas//VB|PRS|SFO//acl:relcl//36 rör//VB|PRS|AKT//xcomp//38 främst//AB|SUV//advmod//39 funktionsinriktad//PC|PRF|UTR|SIN|IND|NOM//amod//42 kompetensutveckling//NN|UTR|SIN|IND|NOM//obj//39 från//PP//case//45 kvalificerad//PC|PRF|UTR|SIN|IND|NOM//amod//45 konserveringsteknik//NN|UTR|SIN|IND|NOM//nmod//42 och//KN//cc//47 chefsutbildning//NN|UTR|SIN|IND|NOM//conj//42 till//PP//case//49 ljussättning//NN|UTR|SIN|IND|NOM//nmod//47 av//PP//case//51 montrar//NN|UTR|PLU|IND|NOM//nmod//49 eller//KN//cc//53 städning//NN|UTR|SIN|IND|NOM//conj//51 i//PP//case//56 kulturhistoriska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 miljöer//NN|UTR|PLU|IND|NOM//nmod//53 .//MAD//punct//12
En sektorsspecifik fråga;Fortbildning//NN|UTR|SIN|IND|NOM//nsubj:pass//13 som//HP|-|-|-//nsubj//2 bygger//VB|PRS|AKT//acl:relcl//0 på//PP//case//5 aktuell//JJ|POS|UTR|SIN|IND|NOM//amod//5 forskning//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//10 mer//AB|KOM//advmod//8 teoretiskt//AB|POS//advmod//9 analyserande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 perspektiv//NN|NEU|SIN|IND|NOM//conj//5 på//PP//case//12 verksamheten//NN|UTR|SIN|DEF|NOM//nmod//10 behövs//VB|PRS|SFO//ROOT//13 också//AB//advmod//13 .//MAD//punct//13
En sektorsspecifik fråga;Sådan//JJ|POS|UTR|SIN|IND|NOM//nsubj//18 kan//VB|PRS|AKT//aux//18 bidra//VB|INF|AKT//parataxis//13 till//PP//mark//21 att//IE//mark//21 utveckla//VB|INF|AKT//advcl//18 för//PP//case//23 universitet//NN|NEU|PLU|IND|NOM//obl//21 och//KN//cc//25 museer//NN|NEU|PLU|IND|NOM//conj//23 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 referensramar//NN|UTR|PLU|IND|NOM//obl//21 ,//MID//punct//31 och//KN//cc//31 samtidigt//AB//advmod//31 stärka//VB|INF|AKT//conj//18 museernas//NN|UTR|PLU|DEF|GEN//nmod:poss//33 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obj//31 ,//MID//punct//38 och//KN//cc//38 i//PP//advmod//38 dag//NN|UTR|SIN|IND|NOM//fixed//36 eftersatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//31 ,//MID//punct//40 kunskapsutveckling//NN|UTR|SIN|IND|NOM//conj//38 .//MAD//punct//18

Museiförbund som plattform;I//PP//case//2 en//DT|UTR|SIN|IND//det//2 del//NN|UTR|SIN|IND|NOM//obl//6 av//PP//case//5 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//5 grannländer//NN|NEU|PLU|IND|NOM//nmod//2 sköter//VB|PRS|AKT//ROOT//6 museiförbunden//NN|UTR|SIN|DEF|NOM//iobj//6 en//DT|UTR|SIN|IND//det//10 stor//JJ|POS|UTR|SIN|IND|NOM//amod//10 del//NN|UTR|SIN|IND|NOM//obj//6 av//PP//case//14 den//DT|UTR|SIN|DEF//det//14 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//14 fortbildningen//NN|UTR|SIN|DEF|NOM//nmod//10 .//MAD//punct//6
Museiförbund som plattform;Finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 museiförbundet//NN|NEU|SIN|DEF|NOM//nsubj//18 når//VB|PRS|AKT//parataxis//6 varje//DT|UTR/NEU|SIN|IND//det//20 år//NN|NEU|SIN|IND|NOM//nmod//21 två//RG|NOM//obj//18 av//PP//case//24 tre//RG|NOM//nummod//24 museianställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//18 med//PP//case//27 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//27 kurser//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//29 utbildningsdagar//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//18
Museiförbund som plattform;Organisationen//NN|UTR|SIN|DEF|NOM//nmod//33 Danske//PM|GEN//amod//33 Museer//NN|NEU|PLU|IND|NOM//nsubj//35 har//VB|PRS|AKT//aux//35 tagit//VB|SUP|AKT//parataxis//18 över//PL//compound:prt//35 den//DT|UTR|SIN|DEF//det//38 verksamhet//NN|UTR|SIN|IND|NOM//obj//35 som//HP|-|-|-//nsubj:pass//41 tidigare//AB|KOM//advmod//41 drevs//VB|PRT|SFO//acl:relcl//38 av//PP//case//43 Museumshøjskolen//NN|UTR|SIN|DEF|NOM//obl:agent//41 och//KN//cc//45 erbjuder//VB|PRS|AKT//conj//41 årligen//AB//advmod//45 ett//DT|NEU|SIN|IND//det//49 stort//JJ|POS|NEU|SIN|IND|NOM//amod//49 antal//NN|NEU|SIN|IND|NOM//obj//45 ,//MID//punct//52 delvis//AB//advmod//52 efterfrågestyrda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//appos//49 ,//MID//punct//54 kortkurser//NN|UTR|PLU|IND|NOM//conj//49 och//KN//cc//57 en//DT|UTR|SIN|IND//det//57 del//NN|UTR|SIN|IND|NOM//nmod//60 mer//AB|KOM//advmod//59 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 utbildningar//NN|UTR|PLU|IND|NOM//obl//45 .//MAD//punct//6
Museiförbund som plattform;Mot//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 bakgrund//NN|UTR|SIN|IND|NOM//obl//3 följer//VB|PRS|AKT//ROOT//3 Museikoordinatorn//NN|UTR|SIN|DEF|NOM//nsubj//3 med//PP//case//8 stort//JJ|POS|NEU|SIN|IND|NOM//amod//7 intresse//NN|NEU|SIN|IND|NOM//nmod//8 RSM//PM|NOM//obl//3 ://MID//punct//8 s//NN|NEU|SIN|IND|GEN//nummod//11 arbete//NN|NEU|SIN|IND|NOM//appos//8 med//PP//case//13 fortbildningsfrågorna//NN|UTR|PLU|DEF|NOM//nmod//11 och//KN//cc//15 emotser//VB|PRS|AKT//conj//13 närmast//AB|SUV//case//18 en//DT|UTR|SIN|IND//det//18 bearbetning//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//20 svaren//NN|NEU|PLU|DEF|NOM//nmod//18 på//PP//case//23 den//DT|UTR|SIN|DEF//det//23 enkätundersökning//NN|UTR|SIN|IND|NOM//nmod//20 som//HP|-|-|-//nsubj:pass//25 genomfördes//VB|PRT|SFO//acl:relcl//23 2006//RG|NOM//nummod//25 .//MAD//punct//3
Museiförbund som plattform;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 avser//VB|PRS|AKT//parataxis//3 att//IE//mark//34 tillsammans//AB//advmod//33 med//PP//case//33 RSM//PM|NOM//nsubj//34 följa//VB|INF|AKT//ccomp//29 upp//PL//compound:prt//34 undersökningens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 resultat//NN|NEU|SIN|IND|NOM//obj//34 ,//MID//punct//39 stödja//VB|INF|AKT//conj//3 vidare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//39 utveckling//NN|UTR|SIN|IND|NOM//obj//39 och//KN//cc//43 pröva//VB|INF|AKT//conj//39 lösningar//NN|UTR|PLU|IND|NOM//obj//43 som//HP|-|-|-//nsubj//46 liknar//VB|PRS|AKT//acl:relcl//44 de//DT|UTR/NEU|PLU|DEF//obj//46 finska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//46 och//KN//cc//50 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//48 .//MAD//punct//3

Internationell samverkan;Redan//AB//advmod//2 på//PP//case//2 1980-talet//NN|NEU|SIN|DEF|NOM//obl//3 konstaterade//VB|PRT|AKT//ROOT//3 Kulturrådet//NN|NEU|SIN|DEF|NOM//nsubj//3 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 fanns//VB|PRT|SFO//csubj//3 brister//NN|UTR|PLU|IND|NOM//nsubj//7 i//PP//case//11 museernas//NN|UTR|PLU|DEF|GEN//nmod:poss//11 möjligheter//NN|UTR|PLU|IND|NOM//nmod//8 att//IE//mark//13 skaffa//VB|INF|AKT//acl//11 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//13 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 kontaktytor//NN|UTR|PLU|IND|NOM//obj//13 och//KN//cc//18 sättet//NN|NEU|SIN|DEF|NOM//conj//16 på//PP//case//21 vilket//HP|NEU|SIN|IND//det//21 informationen//NN|UTR|SIN|DEF|NOM//obl//13 om//PP//case//24 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 frågor//NN|UTR|PLU|IND|NOM//nmod//21 förmedlades//VB|PRT|SFO//conj//3 .//MID//punct//3
Internationell samverkan;Dessa//DT|UTR/NEU|PLU|DEF//det//28 problem//NN|NEU|PLU|IND|NOM//nsubj//29 kvarstår//VB|PRS|AKT//parataxis//3 .//MAD//punct//29
Internationell samverkan;Att//SN//mark//34 museerna//NN|NEU|PLU|DEF|NOM//nsubj//34 inte//AB//advmod//34 deltar//VB|PRS|AKT//csubj//48 i//PP//case//37 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//37 arbete//NN|NEU|SIN|IND|NOM//obl//34 och//KN//cc//39 utbyte//NN|NEU|SIN|IND|NOM//conj//37 i//PP//case//42 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 utsträckning//NN|UTR|SIN|IND|NOM//obl//34 än//KN//mark//44 i//PP//acl//42 dag//NN|UTR|SIN|IND|NOM//fixed//44 kan//VB|PRS|AKT//aux//48 exempelvis//AB//advmod//48 bero//VB|INF|AKT//parataxis//29 på//PP//case//50 följande//NN|NEU|SIN|IND|NOM//obl//48 ://MAD//punct//3
Internationell samverkan;•//PP//mark//2 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 saknas//VB|PRS|SFO//ROOT//2 en//DT|UTR|SIN|IND//det//5 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//5 kanal//NN|UTR|SIN|IND|NOM//nsubj:pass//2 ,//MID//punct//5 t.ex.//AB|AN//advmod//9 en//DT|UTR|SIN|IND//det//9 webbplats//NN|UTR|SIN|IND|NOM//appos//5 ,//MID//punct//12 med//PP//case//12 information//NN|UTR|SIN|IND|NOM//nmod//9 om//PP//case//14 var//HA//nmod//12 och//KN//cc//19 när//HA//mark//19 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 konferenser//NN|UTR|PLU|IND|NOM//nsubj:pass//19 hålls//VB|PRS|SFO//conj//14 .//MAD//punct//2
