Ökad likvärdighet för elever med funktionshinder;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//5 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 specialskolor//NN|UTR|PLU|IND|NOM//nmod//2
Till statsrådet Jan Björklund;Uppdragen//NN|NEU|PLU|DEF|NOM//nsubj:pass//159 ska//VB|PRS|AKT//aux//159 redovisas//VB|INF|SFO//parataxis//106 senast//AB|SUV//case//163 den//DT|UTR|SIN|DEF//det//163 3//RO|NOM//nummod//163 december//NN|UTR|SIN|IND|NOM//obl//159 2007//RG|NOM//nummod//163 .//MAD//punct//106
Till statsrådet Jan Björklund;Sofia//PM|NOM//nsubj:pass//8 Larsen//PM|NOM//flat//0 ,//MID//punct//3 ordförande//NN|UTR|SIN|IND|NOM//conj//0 i//PP//case//6 riksdagens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 utbildningsutskott//NN|NEU|SIN|IND|NOM//nmod//3 ,//MID//punct//8 förordnades//VB|PRT|SFO//ROOT//8 från//PP//case//14 och//KN//fixed//9 med//PP//fixed//9 den//DT|UTR|SIN|DEF//det//14 7//RO|NOM//nummod//14 december//NN|UTR|SIN|IND|NOM//obl//8 2006//RG|NOM//nummod//14 till//PP//case//18 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//18 utredare//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//8
Till statsrådet Jan Björklund;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//fixed//5 med//PP//fixed//5 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 januari//NN|UTR|SIN|IND|NOM//nmod//12 2007//RG|NOM//nummod//10 Merja//PM|NOM//obl//4 Strömberg//PM|NOM//flat:name//12 ,//MID//punct//15 kansliråd//NN|NEU|SIN|IND|NOM//conj//12 vid//PP//case//17 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//15 .//MAD//punct//4
Till statsrådet Jan Björklund;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 vidare//AB|KOM//advmod//4 från//PP//case//11 och//KN//fixed//6 med//PP//fixed//6 den//DT|UTR|SIN|DEF//det//11 19//RG|NOM//nummod//11 februari//NN|UTR|SIN|IND|NOM//obl//4 2007//RG|NOM//nummod//11 Roger//PM|NOM//appos//11 Karlsson//PM|NOM//flat:name//13 ,//MID//punct//11 hovrättsassessor//NN|UTR|PLU|IND|NOM//appos//11 i//PP//case//18 Hovrätten//NN|UTR|SIN|DEF|NOM//nmod//16 över//PP//case//20 Skåne//PM|NOM//nmod//18 och//KN//cc//22 Blekinge//PM|NOM//conj//20 .//MAD//punct//4
Till statsrådet Jan Björklund;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 februari//NN|UTR|SIN|IND|NOM//nmod//12 2007//RG|NOM//nummod//10 Kent//PM|NOM//nsubj//4 Eriksson//PM|NOM//flat:name//12 och//KN//cc//15 Cecilia//PM|NOM//conj//13 Danielsson//PM|NOM//flat:name//15 ,//MID//punct//18 departementssekreterare//NN|UTR|SIN|IND|NOM//conj//12 vid//PP//case//20 Utbildningsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//18 ,//MID//punct//25 Kristina//PM|NOM//nmod:poss//25 Lindström//PM|NOM//flat//22 ,//MID//punct//25 departementssekreterare//NN|UTR|SIN|IND|NOM//conj//12 vid//PP//case//27 Finansdepartementet//PM|NOM//nmod//25 ,//MID//punct//25 Mari//PM|NOM//nmod//25 Svensson//PM|NOM//flat//29 ,//MID//punct//32 kansliråd//NN|NEU|SIN|IND|NOM//conj//12 vid//PP//case//34 Finansdepartementet//PM|NOM//nmod//32 ,//MID//punct//32 Jan//PM|NOM//conj//12 Mellgren//PM|NOM//flat:name//36 ,//MID//punct//36 tidigare//AB|KOM//amod//40 skolchef//NN|UTR|SIN|IND|NOM//appos//12 i//PP//case//42 Göteborg//PM|NOM//nmod//40 och//KN//cc//44 Ulf//PM|NOM//conj//40 Gustin//PM|NOM//flat//44 ,//MID//punct//12 stf//NN|AN//conj//12 .//MID//punct//12
Till statsrådet Jan Björklund;grundskolechef//NN|UTR|SIN|IND|NOM//appos//12 i//PP//case//51 Uppsala//PM|NOM//nmod//49 .//MAD//punct//4
Till statsrådet Jan Björklund;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//14 ,//MID//punct//0 som//HP|-|-|-//nsubj//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Utredningen//NN|UTR|SIN|DEF|NOM//obj//3 om//PP//case//8 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 specialskolor//NN|UTR|PLU|IND|NOM//nmod//5 (//PAD//punct//8 U//PM|NOM//appos//8 2006:11//RG|NOM//nummod//10 )//PAD//punct//0 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//14 härmed//AB//advmod//14 sitt//PS|NEU|SIN|DEF//nmod:poss//18 andra//RO|NOM//amod//18 betänkande//NN|NEU|SIN|IND|NOM//obj//14 Ökad//PC|PRF|UTR|SIN|IND|NOM//amod//20 likvärdighet//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//22 elever//NN|UTR|PLU|IND|NOM//obl//14 med//PP//case//24 funktionshinder//NN|NEU|PLU|IND|NOM//nmod//22 (//PAD//punct//24 SOU//PM|NOM//appos//24 2007:87//RG|NOM//conj//24 )//PAD//punct//14 .//MAD//punct//14
Till statsrådet Jan Björklund;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 3//RO|NOM//nummod//3 december//NN|UTR|SIN|IND|NOM//obl//0 2007//RG|NOM//nummod//3 .//MAD//punct//0
Till statsrådet Jan Björklund;Sofia//PM|NOM//ROOT//0 Larsen//PM|NOM//flat//0 /Merja//RG|NOM//nmod//0 Strömberg//PM|NOM//obj//0
Till statsrådet Jan Björklund;Roger//PM|NOM//ROOT//0 Karlsson//PM|NOM//flat:name//0

Förord;Att//IE//mark//1 sträva//VB|INF|AKT//ROOT//1 efter//PP//case//5 ett//DT|NEU|SIN|IND//det//5 likvärdigt//JJ|POS|NEU|SIN|IND|NOM//amod//5 skolsystem//NN|NEU|SIN|IND|NOM//obl//1 där//HA//advmod//8 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//8 får//VB|PRS|AKT//acl:relcl//5 en//DT|UTR|SIN|IND//det//11 ärlig//JJ|POS|UTR|SIN|IND|NOM//amod//11 chans//NN|UTR|SIN|IND|NOM//obj//8 att//IE//mark//13 lyckas//VB|INF|SFO//acl//11 är//VB|PRS|AKT//cop//16 en//DT|UTR|SIN|IND//det//16 självklarhet//NN|UTR|SIN|IND|NOM//obj//13 .//MAD//punct//16
Förord;Vägen//NN|UTR|SIN|DEF|NOM//nsubj//24 till//PP//mark//21 att//IE//mark//21 lyckas//VB|INF|SFO//acl//18 kan//VB|PRS|AKT//aux//24 dock//AB//advmod//24 se//VB|INF|AKT//conj//1 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//26 ut//PL//compound:prt//24 för//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 elever//NN|UTR|PLU|IND|NOM//obl//26 .//MAD//punct//1
Förord;För//PP//case//33 min//PS|UTR|SIN|DEF//nmod:poss//33 del//NN|UTR|SIN|IND|NOM//obl//34 utgår//VB|PRS|AKT//conj//1 en//DT|UTR|SIN|IND//det//37 likvärdig//JJ|POS|UTR|SIN|IND|NOM//amod//37 skola//NN|UTR|SIN|IND|NOM//nsubj//34 ifrån//PP//case//42 varje//DT|UTR/NEU|SIN|IND//det//41 enskild//JJ|POS|UTR|SIN|IND|NOM//amod//41 elevs//NN|UTR|SIN|IND|GEN//nmod:poss//42 behov//NN|NEU|PLU|IND|NOM//obl//34 och//KN//cc//44 möjligheter//NN|UTR|PLU|IND|NOM//conj//42 .//MAD//punct//1
Förord;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//47 innebär//VB|PRS|AKT//parataxis//1 inte//AB//advmod//47 att//SN//mark//53 alla//DT|UTR/NEU|PLU|IND/DEF//det//51 skolor//NN|UTR|PLU|IND|NOM//nsubj//53 ska//VB|PRS|AKT//aux//53 arbeta//VB|INF|AKT//ccomp//47 likadant//AB//advmod//53 eller//KN//cc//56 bedrivas//VB|INF|SFO//conj//53 på//PP//case//59 samma//DT|UTR/NEU|SIN/PLU|IND//det//59 sätt//NN|NEU|SIN|IND|NOM//obl//56 utan//KN//cc//64 i//PP//case//64 en//DT|UTR|SIN|IND//det//64 likvärdig//JJ|POS|UTR|SIN|IND|NOM//amod//64 skola//NN|UTR|SIN|IND|NOM//obl//56 är//VB|PRS|AKT//cop//68 det//PN|NEU|SIN|DEF|SUB/OBJ//det//68 elevens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 behov//NN|NEU|PLU|IND|NOM//obj//47 och//KN//cc//70 förutsättningar//NN|UTR|PLU|IND|NOM//conj//68 som//HP|-|-|-//nsubj//72 styr//VB|PRS|AKT//acl:relcl//70 .//MAD//punct//1
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 är//VB|PRS|AKT//cop//4 också//AB//advmod//4 en//DT|UTR|SIN|IND//det//4 självklarhet//NN|UTR|SIN|IND|NOM//ROOT//4 att//SN//mark//9 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//9 ska//VB|PRS|AKT//aux//9 vara//VB|INF|AKT//cop//9 inkluderade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//4 i//PP//case//12 vårt//PS|NEU|SIN|DEF//nmod:poss//12 samhälle//NN|NEU|SIN|IND|NOM//obl//9 .//MAD//punct//4
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//19 är//VB|PRS|AKT//cop//19 ett//DT|NEU|SIN|IND//det//19 mycket//AB|POS//advmod//18 viktigt//JJ|POS|NEU|SIN|IND|NOM//amod//19 mål//NN|NEU|SIN|IND|NOM//parataxis//4 om//SN//mark//22 vi//PN|UTR|PLU|DEF|SUB//nsubj//22 kommer//VB|PRS|AKT//advcl//19 ihåg//PL//compound:prt//22 att//SN//mark//28 vägen//NN|UTR|SIN|DEF|NOM//nsubj//28 dit//AB//advmod//28 kan//VB|PRS|AKT//aux//28 se//VB|INF|AKT//ccomp//22 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//30 ut//PL//compound:prt//28 .//MAD//punct//19
Förord;Varje//DT|UTR/NEU|SIN|IND//det//33 människa//NN|UTR|SIN|IND|NOM//nsubj//38 och//KN//cc//36 varje//DT|UTR/NEU|SIN|IND//det//36 elev//NN|UTR|SIN|IND|NOM//conj//33 är//VB|PRS|AKT//cop//38 unik//JJ|POS|UTR|SIN|IND|NOM//conj//19 och//KN//cc//40 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//38 som//HP|-|-|-//nsubj//42 passar//VB|PRS|AKT//acl:relcl//40 den//DT|UTR|SIN|DEF//det//44 ene//JJ|POS|MAS|SIN|DEF|NOM//obj//42 passar//VB|PRS|AKT//conj//19 inte//AB//advmod//45 alltid//AB//advmod//45 för//PP//case//50 den//DT|UTR|SIN|DEF//det//50 andre//JJ|POS|MAS|SIN|DEF|NOM//obl//45 .//MAD//punct//19
Förord;Därför//AB//advmod//53 behöver//VB|PRS|AKT//parataxis//19 vi//PN|UTR|PLU|DEF|SUB//nsubj//53 ett//DT|NEU|SIN|IND//det//56 skolsystem//NN|NEU|SIN|IND|NOM//obj//53 som//HP|-|-|-//nsubj//58 utgår//VB|PRS|AKT//acl:relcl//56 ifrån//PP//case//63 den//DT|UTR|SIN|DEF//det//62 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//62 elevens//NN|UTR|SIN|DEF|GEN//nmod:poss//63 möjligheter//NN|UTR|PLU|IND|NOM//obl//58 ,//MID//punct//65 behov//NN|NEU|PLU|IND|NOM//conj//63 och//KN//cc//67 val//NN|NEU|SIN|IND|NOM//conj//63 .//MAD//punct//19
Förord;I//PP//case//3 mitt//PS|NEU|SIN|DEF//nmod:poss//3 första//RO|NOM//amod//3 betänkande//NN|NEU|SIN|IND|NOM//obl//14 –//PAD//punct//8 Två//RG|NOM//nummod//8 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 specialskolor//NN|UTR|PLU|IND|NOM//appos//3 (//PAD//punct//8 SOU//PM|NOM//appos//8 2007:30//RG|NOM//nummod//10 )//PAD//punct//8 –//RG|NOM//punct//8 föreslog//VB|PRT|AKT//ROOT//14 jag//PN|UTR|SIN|DEF|SUB//nsubj//14 en//DT|UTR|SIN|IND//det//19 ny//JJ|POS|UTR|SIN|IND|NOM//amod//19 flexibel//JJ|POS|UTR|SIN|IND|NOM//amod//19 specialskola//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//14
Förord;Nyckelorden//NN|NEU|PLU|DEF|NOM//nsubj//27 i//PP//case//25 den//DT|UTR|SIN|DEF//det//25 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 specialskolan//NN|UTR|SIN|DEF|NOM//nmod//21 är//VB|PRS|AKT//cop//27 valfrihet//NN|UTR|SIN|IND|NOM//parataxis//14 ,//MID//punct//29 flexibilitet//NN|UTR|SIN|IND|NOM//conj//27 och//KN//cc//31 information//NN|UTR|SIN|IND|NOM//conj//27 .//MAD//punct//27
Förord;I//PP//case//36 detta//DT|NEU|SIN|DEF//det//36 andra//RO|NOM//amod//36 betänkande//NN|NEU|SIN|IND|NOM//obl//43 har//VB|PRS|AKT//aux//43 jag//PN|UTR|SIN|DEF|SUB//nsubj//37 bl.a.//AB|AN//advmod//41 i//PP//case//41 uppdrag//NN|NEU|SIN|IND|NOM//obl//37 att//IE//mark//43 analysera//VB|INF|AKT//parataxis//27 och//KN//cc//45 lämna//VB|INF|AKT//conj//43 förslag//NN|NEU|SIN|IND|NOM//obj//45 på//PP//mark//59 hur//HA//advmod//59 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//59 för//PP//case//51 döva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//49 ,//MID//punct//53 hörselskadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//56 eller//KN//cc//55 dövblinda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//53 elever//NN|UTR|PLU|IND|NOM//nsubj:pass//59 bäst//AB|SUV//advmod//59 kan//VB|PRS|AKT//aux//59 organiseras//VB|INF|SFO//advcl//45 .//MAD//punct//27
Förord;Även//AB//advmod//64 i//PP//case//64 detta//DT|NEU|SIN|DEF//det//64 betänkande//NN|NEU|SIN|IND|NOM//obl//65 går//VB|PRS|AKT//conj//14 nyckelorden//NN|NEU|PLU|DEF|NOM//nsubj//65 tydligt//AB|POS//advmod//65 igen//AB//advmod//65 .//MAD//punct//65
Förord;För//PP//mark//72 att//IE//mark//72 öka//VB|INF|AKT//advcl//84 likvärdigheten//NN|UTR|SIN|DEF|NOM//obj//72 och//KN//cc//75 möjligheten//NN|UTR|SIN|DEF|NOM//conj//73 för//PP//case//78 dessa//DT|UTR/NEU|PLU|DEF//det//78 elever//NN|UTR|PLU|IND|NOM//nmod//75 att//IE//mark//80 få//VB|INF|AKT//xcomp//72 den//DT|UTR|SIN|DEF//det//83 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//83 utbildningen//NN|UTR|SIN|DEF|NOM//obj//80 krävs//VB|PRS|SFO//conj//14 ett//DT|NEU|SIN|IND//det//87 flexibelt//JJ|POS|NEU|SIN|IND|NOM//amod//87 system//NN|NEU|SIN|IND|NOM//nsubj:pass//84 som//HP|-|-|-//nsubj//89 utgår//VB|PRS|AKT//acl:relcl//87 från//PP//case//93 den//DT|UTR|SIN|DEF//det//93 enskilde//JJ|POS|MAS|SIN|DEF|NOM//amod//93 eleven//NN|UTR|SIN|DEF|NOM//obl//89 .//MAD//punct//14
Förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//98 är//VB|PRS|AKT//cop//98 ett//DT|NEU|SIN|IND//det//98 system//NN|NEU|SIN|IND|NOM//parataxis//14 där//HA//advmod//106 elevgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//101 behov//NN|NEU|SIN|IND|NOM//nsubj:pass//106 på//PP//case//104 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//104 sätt//NN|NEU|SIN|IND|NOM//nmod//101 kan//VB|PRS|AKT//aux//106 tillgodoses//VB|INF|SFO//acl:relcl//98 om//PP//case//108 möjlighet//NN|UTR|SIN|IND|NOM//obl//106 till//PP//case//113 individuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 och//KN//cc//112 flexibla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//110 utbildningslösningar//NN|UTR|PLU|IND|NOM//nmod//108 finns//VB|PRS|SFO//conj//14 .//MID//punct//14
