BARBRO BURSELL  ,  överintendent på Livrustkammaren, samtalsledare ;KATARINA//PM|NOM//nmod//1 DUNÉR//PM|NOM//ROOT//1  //_SP////1 ,//MID//punct//5  //_SP////3 ﬁl//NN|AN//advmod//1 .//MAD//punct//7
Vad kan historien lära oss?;Deltagarna//NN|UTR|PLU|DEF|NOM//nsubj//17 i//PP//case//15 sällskapet//NN|NEU|SIN|DEF|NOM//nmod//13 var//VB|PRT|AKT//cop//17 inbjudna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//4 för//PP//mark//20 att//IE//mark//20 samtala//VB|INF|AKT//advcl//17 kring//PP//case//23 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 frågor//NN|UTR|PLU|IND|NOM//obl//20 som//HP|-|-|-//nsubj//25 berör//VB|PRS|AKT//acl:relcl//23 vårt//PS|NEU|SIN|DEF//nmod:poss//27 förhållande//NN|NEU|SIN|IND|NOM//obj//25 till//PP//case//29 kulturarv//NN|NEU|SIN|IND|NOM//nmod//27 och//KN//cc//31 historia//NN|UTR|SIN|IND|NOM//conj//29 ,//MID//punct//37 men//KN//cc//37 också//AB//advmod//37 för//PP//mark//37 att//IE//mark//37 diskutera//VB|INF|AKT//conj//4 museernas//NN|UTR|PLU|DEF|GEN//nmod:poss//39 roll//NN|UTR|SIN|IND|NOM//obj//37 som//KN//mark//42 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//42 minnesbanker//NN|UTR|PLU|IND|NOM//xcomp//37 och//KN//cc//45 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//45 uppdrag//NN|NEU|SIN|IND|NOM//conj//42 att//IE//mark//47 förmedla//VB|INF|AKT//acl//45 kunskap//NN|UTR|SIN|IND|NOM//obj//47 och//KN//cc//50 upplevelser//NN|UTR|PLU|IND|NOM//conj//48 om//PP//case//52 historien//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//4
Vad kan historien lära oss?;Samtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//1 leddes//VB|PRT|SFO//ROOT//1 av//PP//case//3 Barbro//PM|NOM//obl:agent//1 Bursell//PM|NOM//flat:name//3 ,//MID//punct//6 överintendent//NN|UTR|SIN|IND|NOM//conj//3 på//PP//case//8 Livrustkammaren//NN|UTR|SIN|DEF|NOM//nmod//6 .//MAD//punct//3
Vad kan historien lära oss?;Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 deltagare//NN|UTR|PLU|IND|NOM//appos//3 var//VB|PRT|AKT//cop//13 Katarina//PM|NOM//dep//1 Dunér//PM|NOM//flat//13 ,//MID//punct//13 ﬁl//NN|NEU|SIN|IND|NOM//conj//13 .//MAD//punct//13
Vad kan historien lära oss?;kand//NN|AN//conj//13 .//MAD//punct//13
Vad kan historien lära oss?;och//KN//cc//21 TV-producent//NN|UTR|SIN|IND|NOM//conj//13 ,//MID//punct//23 Bo//PM|NOM//conj//13 Persson//PM|NOM//flat//23 ,//MID//punct//23 ﬁl//NN|AN//conj//13 .//MAD//punct//13
Vad kan historien lära oss?;dr//NN|AN//conj//13 .//MAD//punct//13 ,//MID//punct//31
Vad kan historien lära oss?;studierektor//NN|UTR|SIN|IND|NOM//conj//13 och//KN//cc//33 universitetslektor//NN|UTR|SIN|IND|NOM//conj//31 vid//PP//case//36 Stockholms//PM|GEN//nmod:poss//36 universitet//NN|NEU|SIN|IND|NOM//nmod//13 samt//KN//cc//38 Agneta//PM|NOM//conj//13 Stark//PM|NOM//flat:name//38 ,//MID//punct//41 ekon//NN|UTR|SIN|IND|NOM//conj//13 .//MAD//punct//13
Vad kan historien lära oss?;dr//NN|AN//conj//13 .//MAD//punct//13 ,//MID//punct//46
Vad kan historien lära oss?;professor//NN|UTR|SIN|IND|NOM//conj//13 i//PP//case//48 genusforskning//NN|UTR|SIN|IND|NOM//nmod//46 vid//PP//case//51 Linköpings//PM|GEN//nmod:poss//51 universitet//NN|NEU|SIN|IND|NOM//nmod//46 .//MAD//punct//1
Vad kan historien lära oss?;Barbro//PM|NOM//nsubj//2 Bursell//PM|NOM//flat:name//0 säger//VB|PRS|AKT//ROOT//2 inledningsvis//AB//advmod//2 att//SN//mark//6 hon//PN|UTR|SIN|DEF|SUB//nsubj//6 ser//VB|PRS|AKT//ccomp//2 människors//NN|UTR|PLU|IND|GEN//nmod:poss//8 tillgång//NN|UTR|SIN|IND|NOM//obj//6 till//PP//case//10 historien//NN|UTR|SIN|DEF|NOM//nmod//8 som//KN//case//14 en//DT|UTR|SIN|IND//det//14 demokratisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 rättighet//NN|UTR|SIN|IND|NOM//xcomp//6 .//MAD//punct//2
Vad kan historien lära oss?;Då//AB//advmod//17 avser//VB|PRS|AKT//parataxis//2 hon//PN|UTR|SIN|DEF|SUB//nsubj//17 dels//KN//advmod//17 rätten//NN|UTR|SIN|DEF|NOM//obj//17 att//IE//mark//22 få//VB|INF|AKT//acl//20 sin//PS|UTR|SIN|DEF//nmod:poss//24 tid//NN|UTR|SIN|IND|NOM//obj//22 och//KN//cc//28 sin//PS|UTR|SIN|DEF//nmod:poss//27 kultur//NN|UTR|SIN|IND|NOM//nsubj:pass//28 bevarad//PC|PRF|UTR|SIN|IND|NOM//conj//22 genom//PP//case//31 den//DT|UTR|SIN|DEF//det//31 dokumentation//NN|UTR|SIN|IND|NOM//obl//28 som//HP|-|-|-//nsubj:pass//33 görs//VB|PRS|SFO//acl:relcl//31 av//PP//case//35 museer//NN|NEU|PLU|IND|NOM//obl:agent//33 och//KN//cc//37 arkiv//NN|NEU|PLU|IND|NOM//conj//35 ,//MID//punct//49 dels//KN//advmod//49 att//SN//mark//49 denna//DT|UTR|SIN|DEF//det//42 historia//NN|UTR|SIN|IND|NOM//nsubj//49 i//PP//case//46 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 sin//PS|UTR|SIN|DEF//nmod:poss//46 mångfald//NN|UTR|SIN|IND|NOM//nmod//42 ska//VB|PRS|AKT//aux//49 vara//VB|INF|AKT//cop//49 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//advcl//17 för//PP//case//51 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//49 .//MAD//punct//17
Vad kan historien lära oss?;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//56 är//VB|PRS|AKT//cop//56 principiellt//AB|POS//advmod//56 viktig//JJ|POS|UTR|SIN|IND|NOM//parataxis//17 och//KN//cc//59 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//59 väcker//VB|PRS|AKT//conj//56 i//PP//case//62 sin//PS|UTR|SIN|DEF//nmod:poss//62 tur//NN|UTR|SIN|IND|NOM//obl//59 ﬂera//NN|NEU|PLU|IND|NOM//xcomp//59 .//MID//punct//17
Vad kan historien lära oss?;Eftersom//SN//mark//69 man//PN|UTR|SIN|IND|SUB//nsubj//69 inte//AB//advmod//69 kan//VB|PRS|AKT//aux//69 spara//VB|INF|AKT//advcl//75 allt//PN|NEU|SIN|IND|SUB/OBJ//obj//69 ,//MID//punct//75 måste//VB|PRS|AKT//aux//75 ett//DT|NEU|SIN|IND//det//74 urval//NN|NEU|SIN|IND|NOM//nsubj:pass//75 göras//VB|INF|SFO//advcl//17 .//MAD//punct//17
Vad kan historien lära oss?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 som//HP|-|-|-//obj//80 museerna//NN|NEU|PLU|DEF|NOM//nsubj//80 väljer//VB|PRS|AKT//acl:relcl//77 att//IE//mark//82 bevara//VB|INF|AKT//xcomp//80 blir//VB|PRS|AKT//xcomp//80 en//DT|UTR|SIN|IND//det//85 del//NN|UTR|SIN|IND|NOM//xcomp//83 av//PP//case//89 det//DT|NEU|SIN|DEF//det//89 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//89 kulturarvet//NN|NEU|SIN|DEF|NOM//nmod//85 ,//MID//punct//99 men//KN//cc//99 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//99 som//HP|-|-|-//nsubj:pass//94 väljs//VB|PRS|SFO//acl:relcl//92 bort//PL//compound:prt//94 kommer//VB|PRS|AKT//aux//99 lätt//AB|POS//advmod//99 att//IE//mark//99 glömmas//VB|INF|SFO//conj//17 bort//PL//compound:prt//99 .//MAD//punct//17
Vad kan historien lära oss?;Vad//HP|NEU|SIN|IND//dislocated//106 vill//VB|PRS|AKT//aux//106 vi//PN|UTR|PLU|DEF|SUB//nsubj//106 ska//VB|PRS|AKT//aux//106 bli//VB|INF|AKT//parataxis//17 kulturarv//NN|NEU|SIN|IND|NOM//xcomp//106 och//KN//cc//111 vem//HP|UTR|SIN|IND//nsubj//111 ska//VB|PRS|AKT//aux//111 besluta//VB|INF|AKT//conj//106 om//PP//mark//116 vad//HP|NEU|SIN|IND//dislocated//116 som//HP|-|-|-//nsubj:pass//116 ska//VB|PRS|AKT//aux//116 sparas//VB|INF|SFO//ccomp//111 för//PP//case//118 framtiden//NN|UTR|SIN|DEF|NOM//obl//116 ?//MAD//punct//2
Vad kan historien lära oss?;Ett//DT|NEU|SIN|IND//det//2 annat//JJ|POS|NEU|SIN|IND|NOM//amod//2 frågebatteri//NN|NEU|SIN|IND|NOM//nsubj//3 gäller//VB|PRS|AKT//ROOT//3 vad//HP|NEU|SIN|IND//obj//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 kan//VB|PRS|AKT//aux//7 lära//VB|INF|AKT//ccomp//3 oss//PN|UTR|PLU|DEF|OBJ//obj//7 av//PP//case//10 historien//NN|UTR|SIN|DEF|NOM//obl//7 .//MID//punct//7
Vad kan historien lära oss?;Barbro//PM|NOM//nsubj//15 Bursell//PM|NOM//flat:name//12 vill//VB|PRS|AKT//aux//15 se//VB|INF|AKT//conj//7 historiekunnandet//NN|NEU|SIN|DEF|NOM//obj//15 som//KN//case//19 ett//DT|NEU|SIN|IND//det//19 hjälpmedel//NN|NEU|SIN|IND|NOM//obl//15 ,//MID//punct//15 med//PP//case//22 vilket//HP|NEU|SIN|IND//obl//25 vi//PN|UTR|PLU|DEF|SUB//nsubj//25 kan//VB|PRS|AKT//aux//25 orientera//VB|INF|AKT//advcl//15 oss//PN|UTR|PLU|DEF|OBJ//obj//25 i//PP//case//28 tillvaron//NN|UTR|SIN|DEF|NOM//obl//25 ,//MID//punct//30 förstå//VB|INF|AKT//conj//15 varför//HA//advmod//33 samhället//NN|NEU|SIN|DEF|NOM//nsubj//33 ser//VB|PRS|AKT//ccomp//30 ut//PL//compound:prt//33 som//HA//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//37 gör//VB|PRS|AKT//advcl//33 och//KN//cc//41 varför//HA//advmod//41 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//41 blev//VB|PRT|AKT//conj//33 som//HA//mark//44 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//44 blev//VB|PRT|AKT//ccomp//41 .//MID//punct//30
Vad kan historien lära oss?;Med//PP//case//48 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//48 kunskap//NN|UTR|SIN|IND|NOM//nsubj//49 följer//VB|PRS|AKT//conj//15 i//PP//compound:prt//49 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//52 fall//NN|NEU|SIN|IND|NOM//fixed//50 trygghet//NN|UTR|SIN|IND|NOM//obj//49 ,//MID//punct//55 förståelse//NN|UTR|SIN|IND|NOM//conj//53 för//PP//case//57 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//55 som//HP|-|-|-//nsubj//59 verkar//VB|PRS|AKT//acl:relcl//57 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//59 i//PP//case//64 vår//PS|UTR|SIN|DEF//nmod:poss//64 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//64 samtid//NN|UTR|SIN|IND|NOM//obl//59 och//KN//cc//66 insikten//NN|UTR|SIN|DEF|NOM//conj//59 att//SN//mark//71 vi//PN|UTR|PLU|DEF|SUB//nsubj//71 faktiskt//AB|POS//advmod//71 kan//VB|PRS|AKT//aux//71 påverka//VB|INF|AKT//acl//66 vår//PS|UTR|SIN|DEF//nmod:poss//73 framtid//NN|UTR|SIN|IND|NOM//obj//71 .//MAD//punct//15 –//RG|NOM//punct//78
Vad kan historien lära oss?;Är//VB|PRS|AKT//cop//78 vi//PN|UTR|PLU|DEF|SUB//nsubj//78 historielösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//15 ?//MID//punct//78
Vad kan historien lära oss?;frågar//VB|PRS|AKT//parataxis//3 hon//PN|UTR|SIN|DEF|SUB//nsubj//80 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//80 .//MAD//punct//3
Vad kan historien lära oss?;Vad//HP|NEU|SIN|IND//obj//85 får//VB|PRS|AKT//parataxis//3 den//DT|UTR|SIN|DEF//det//88 successiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//88 nedtrappningen//NN|UTR|SIN|DEF|NOM//obj//85 av//PP//case//90 historia//NN|UTR|SIN|IND|NOM//nmod//88 i//PP//case//92 skolan//NN|UTR|SIN|DEF|NOM//nmod//90 för//PP//case//94 konsekvenser//NN|UTR|PLU|IND|NOM//obl//85 ?//MID//punct//85
Vad kan historien lära oss?;Man//PN|UTR|SIN|IND|SUB//nsubj//97 brukar//VB|PRS|AKT//conj//85 säga//VB|INF|AKT//xcomp//97 att//SN//mark//103 historielösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 människor//NN|UTR|PLU|IND|NOM//nsubj//103 är//VB|PRS|AKT//cop//103 lätta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//98 att//IE//mark//105 manipulera//VB|INF|AKT//advcl//103 och//KN//cc//111 att//SN//mark//111 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//111 lätt//AB|POS//advmod//111 kan//VB|PRS|AKT//aux//111 bli//VB|INF|AKT//conj//103 farliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//111 .//MAD//punct//3
Vad kan historien lära oss?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//115 gäller//VB|PRS|AKT//parataxis//3 ju//AB//advmod//115 bland//PP//advmod//115 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//117 att//IE//mark//120 känna//VB|INF|AKT//advcl//115 igen//PL//compound:prt//120 ondskan//NN|UTR|SIN|DEF|NOM//obj//120 när//HA//mark//125 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//125 dyker//VB|PRS|AKT//advcl//120 upp//PL//compound:prt//125 och//KN//cc//128 förstå//VB|INF|AKT//conj//125 vart//HA//advmod//132 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//132 kan//VB|PRS|AKT//aux//132 leda//VB|INF|AKT//ccomp//128 .//MAD//punct//115
Vad kan historien lära oss?;Hon//PN|UTR|SIN|DEF|SUB//nsubj//135 hänvisar//VB|PRS|AKT//conj//3 till//PP//case//139 den//DT|UTR|SIN|DEF//det//139 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//139 kulturministern//NN|UTR|SIN|DEF|NOM//obl//135 som//HP|-|-|-//nsubj//141 sagt//VB|SUP|AKT//acl:relcl//139 att//SN//mark//148 ”//PAD//punct//148 ett//DT|NEU|SIN|IND//det//146 demokratiskt//JJ|POS|NEU|SIN|IND|NOM//amod//146 samhälle//NN|NEU|SIN|IND|NOM//nsubj//148 måste//VB|PRS|AKT//aux//148 ha//VB|INF|AKT//ccomp//141 ett//DT|NEU|SIN|IND//det//150 pluralistiskt//JJ|POS|NEU|SIN|IND|NOM//obj//148 och//KN//cc//153 öppet//JJ|POS|NEU|SIN|IND|NOM//amod//153 förhållande//NN|NEU|SIN|IND|NOM//conj//150 till//PP//case//157 sin//PS|UTR|SIN|DEF//nmod:poss//157 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//157 historia//NN|UTR|SIN|IND|NOM//obl//148 för//PP//mark//161 att//IE//mark//161 kunna//VB|INF|AKT//aux//161 utvecklas//VB|INF|SFO//advcl//148 .//MAD//punct//135
Vad kan historien lära oss?;Att//IE//mark//164 bekämpa//VB|INF|AKT//advcl//135 fördomar//NN|UTR|PLU|IND|NOM//obj//164 ,//MID//punct//167 sprida//VB|INF|AKT//conj//164 kunskap//NN|UTR|SIN|IND|NOM//obj//167 och//KN//cc//170 främja//VB|INF|AKT//conj//164 en//DT|UTR|SIN|IND//det//173 öppen//JJ|POS|UTR|SIN|IND|NOM//amod//173 dialog//NN|UTR|SIN|IND|NOM//obj//170 och//KN//cc//177 ett//DT|NEU|SIN|IND//det//177 fritt//JJ|POS|NEU|SIN|IND|NOM//amod//177 utbyte//NN|NEU|SIN|IND|NOM//conj//173 av//PP//case//179 idéer//NN|UTR|PLU|IND|NOM//nmod//177 är//VB|PRS|AKT//cop//183 en//DT|UTR|SIN|IND//det//183 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//183 uppgift//NN|UTR|SIN|IND|NOM//xcomp//170 för//PP//case//186 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//186 museer//NN|NEU|PLU|IND|NOM//nmod//183 .//MAD//punct//135 ”//RG|NOM//punct//135
Vad kan historien lära oss?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//1 tror//VB|PRS|AKT//ROOT//1 att//SN//mark//4 museerna//NN|NEU|PLU|DEF|NOM//nsubj//4 har//VB|PRS|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//7 unik//JJ|POS|UTR|SIN|IND|NOM//amod//7 möjlighet//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//9 förmedla//VB|INF|AKT//acl//7 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//11 kunskap//NN|UTR|SIN|IND|NOM//obj//9 genom//PP//mark//16 att//SN//mark//16 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//16 kan//VB|PRS|AKT//aux//16 göra//VB|INF|AKT//advcl//9 historien//NN|UTR|SIN|DEF|NOM//obj//16 levande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//16 ,//MID//punct//20 säger//VB|PRS|AKT//conj//4 Barbro//PM|NOM//nsubj//20 Bursell//PM|NOM//flat:name//21 .//MAD//punct//20
Vad kan historien lära oss?;Med//PP//case//26 museiföremålens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 hjälp//NN|UTR|SIN|IND|NOM//obl//29 kan//VB|PRS|AKT//aux//29 man//PN|UTR|SIN|IND|SUB//nsubj//29 rekonstruera//VB|INF|AKT//conj//4 historien//NN|UTR|SIN|DEF|NOM//obj//29 ,//MID//punct//37 så//AB//mark//35 att//SN//fixed//32 besökarna//NN|UTR|PLU|DEF|NOM//nsubj//35 får//VB|PRS|AKT//advcl//37 ”//PAD//punct//37 återuppleva//VB|INF|AKT//conj//4 ”//PAD//punct//37 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 tider//NN|UTR|PLU|IND|NOM//obj//37 och//KN//cc//42 kulturer//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//1
Vad kan historien lära oss?;En//DT|UTR|SIN|IND//det//46 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//46 fråga//NN|UTR|SIN|IND|NOM//appos//1 är//VB|PRS|AKT//cop//46 hur//HA//advmod//52 museerna//NN|NEU|PLU|DEF|NOM//nsubj//52 ska//VB|PRS|AKT//aux//52 kunna//VB|INF|AKT//aux//52 fördjupa//VB|INF|AKT//csubj//46 sitt//PS|NEU|SIN|DEF//nmod:poss//54 samarbete//NN|NEU|SIN|IND|NOM//obj//52 med//PP//case//56 skolan//NN|UTR|SIN|DEF|NOM//obl//52 ,//MID//punct//52 så//AB//mark//63 att//SN//fixed//58 barn//NN|NEU|PLU|IND|NOM//nsubj//63 och//KN//cc//62 ungdomar//NN|UTR|PLU|IND|NOM//conj//60 ﬁnner//VB|PRS|AKT//advcl//52 vägen//NN|UTR|SIN|DEF|NOM//obj//63 till//PP//case//66 museerna//NN|NEU|PLU|DEF|NOM//nmod//64 lättare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//63 än//SN//mark//70 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//70 gör//VB|PRS|AKT//acl//67 i//PP//advmod//70 dag//NN|UTR|SIN|IND|NOM//fixed//71 .//MAD//punct//1
Vad kan historien lära oss?;Museerna//NN|NEU|PLU|DEF|NOM//nsubj//75 har//VB|PRS|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//77 nyckel//NN|UTR|SIN|IND|NOM//obj//75 till//PP//case//79 framtiden//NN|UTR|SIN|DEF|NOM//nmod//77 och//KN//cc//82 det//DT|NEU|SIN|DEF//det//82 samhälle//NN|NEU|SIN|IND|NOM//conj//75 som//HP|-|-|-//obj//87 kommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 generationer//NN|UTR|PLU|IND|NOM//nsubj//87 ska//VB|PRS|AKT//aux//87 bygga//VB|INF|AKT//acl:relcl//82 .//MAD//punct//75
Vad kan historien lära oss?;Den//DT|UTR|SIN|DEF//det//2 byggda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 miljön//NN|UTR|SIN|DEF|NOM//nsubj//3 spelar//VB|PRS|AKT//ROOT//3 också//AB//advmod//3 en//DT|UTR|SIN|IND//det//7 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//7 roll//NN|UTR|SIN|IND|NOM//obj//3 när//HA//case//11 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//8 gäller//VB|PRS|AKT//fixed//8 historia//NN|UTR|SIN|IND|NOM//obl//3 och//KN//cc//13 kulturarv//NN|NEU|SIN|IND|NOM//conj//11 .//MAD//punct//3
Vad kan historien lära oss?;"Ett//DT|NEU|SIN|IND//det//16 samhälle//NN|NEU|SIN|IND|NOM//nsubj//17 sänder//VB|PRS|AKT//parataxis//3 ut//PL//compound:prt//17 betydelsefulla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 signaler//NN|UTR|PLU|IND|NOM//obj//17 genom//PP//case//23 sin//PS|UTR|SIN|DEF//nmod:poss//23 kulturmiljövård//NN|UTR|SIN|IND|NOM//obl//17 ;//MID//punct//17"
Vad kan historien lära oss?;hur//HA//advmod//27 man//PN|UTR|SIN|IND|SUB//nsubj//27 tar//VB|PRS|AKT//conj//3 hand//NN|UTR|SIN|IND|NOM//compound:prt//27 om//PP//case//31 gamla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 byggnader//NN|UTR|PLU|IND|NOM//obl//27 ,//MID//punct//35 vad//HP|NEU|SIN|IND//obj//35 man//PN|UTR|SIN|IND|SUB//nsubj//35 bevarar//VB|PRS|AKT//advcl//27 respektive//AB//cc//37 river//VB|PRS|AKT//conj//35 ner//PL//advmod//37 .//MAD//punct//3
Vad kan historien lära oss?;Jag//PN|UTR|SIN|DEF|SUB//nsubj//4 som//HP|-|-|-//flat//0 själv//JJ|POS|UTR|SIN|IND|NOM//amod//0 är//VB|PRS|AKT//cop//4 uppvuxen//JJ|POS|UTR|SIN|IND|NOM//nsubj//18 i//PP//case//9 en//DT|UTR|SIN|IND//det//9 historiskt//AB|POS//advmod//8 laddad//PC|PRF|UTR|SIN|IND|NOM//amod//9 miljö//NN|UTR|SIN|IND|NOM//obl//4 ,//MID//punct//14 ett//DT|NEU|SIN|IND//det//14 klassiskt//JJ|POS|NEU|SIN|IND|NOM//amod//14 gammalt//JJ|POS|NEU|SIN|IND|NOM//amod//14 brukssamhälle//NN|NEU|SIN|IND|NOM//appos//9 ,//MID//punct//4 har//VB|PRS|AKT//aux//18 ofta//AB|POS//advmod//18 undrat//VB|SUP|AKT//ROOT//18 hur//HA//advmod//24 den//DT|UTR|SIN|DEF//det//22 fysiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 omgivningen//NN|UTR|SIN|DEF|NOM//nsubj//24 egentligen//AB//advmod//24 påverkar//VB|PRS|AKT//ccomp//18 människor//NN|UTR|PLU|IND|NOM//obj//24 ,//MID//punct//27 säger//VB|PRS|AKT//parataxis//18 Barbro//PM|NOM//nsubj//27 Bursell//PM|NOM//flat:name//28 .//MAD//punct//27
