Trygg och effektiv utskrivning från sluten vård;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Gabriel Wikström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Trygg//JJ|POS|UTR|SIN|IND|NOM//obj//1 och//KN//cc//7 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//7 utskrivning//NN|UTR|SIN|IND|NOM//conj//4 från//PP//case//10 sluten//PC|PRF|UTR|SIN|IND|NOM//amod//10 vård//NN|UTR|SIN|IND|NOM//nmod//7  //_SP////10 (//PAD//punct//4 SOU//PM|NOM//conj//4 2015:20//RG|NOM//conj//4 )//PAD//punct//1 till//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//obl//1 .//MAD//punct//1
Till statsrådet Gabriel Wikström;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2015//RG|NOM//nummod//2
Till statsrådet Gabriel Wikström;Göran//PM|NOM//nmod//1 Stiernstedt//PM|NOM//ROOT//1 /Anna//RG|NOM//cc//3 Ingmanson//PM|NOM//conj//1
Till statsrådet Gabriel Wikström;Maria//PM|NOM//ROOT//0 Jacobsson//PM|NOM//flat:name//0
Till statsrådet Gabriel Wikström;Daniel//PM|NOM//ROOT//0 Zetterberg//PM|NOM//flat//0


1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;1//RG|NOM//nummod//1 §//NN|AN//nsubj//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 finns//VB|PRS|SFO//ROOT//6 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//6 om//PP//case//9 samverkan//NN|UTR|SIN|IND|NOM//nmod//7 vid//PP//case//11 planering//NN|UTR|SIN|IND|NOM//nmod//9 av//PP//case//13 insatser//NN|UTR|PLU|IND|NOM//nmod//11 för//PP//case//15 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//13 som//HP|-|-|-//mark//20 efter//PP//mark//20 att//SN//mark//20 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj:pass//20 skrivits//VB|SUP|SFO//acl:relcl//11 ut//PL//compound:prt//20 från//PP//case//25 landstingets//NN|NEU|SIN|DEF|GEN//nmod:poss//25 slutna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//25 vård//NN|UTR|SIN|IND|NOM//obl//20 kan//VB|PRS|AKT//aux//29 komma//VB|INF|AKT//aux//29 att//IE//mark//29 behöva//VB|INF|AKT//conj//6 insatser//NN|UTR|PLU|IND|NOM//obj//29 från//PP//case//33 en//DT|UTR|SIN|IND//det//33 kommun//NN|UTR|SIN|IND|NOM//nmod//30 i//PP//case//37 form//NN|UTR|SIN|IND|NOM//fixed//34 av//PP//fixed//34 socialtjänst//NN|UTR|SIN|IND|NOM//nmod//33 eller//KN//cc//39 hälso-//NN|UTR|-|-|SMS//conj//37 och//KN//cc//41 sjukvård//NN|UTR|SIN|IND|NOM//conj//37 .//MID//punct//6
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 finns//VB|PRS|SFO//parataxis//6 även//AB//advmod//44 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//44 om//PP//mark//55 hur//HA//advmod//55 dessa//DT|UTR/NEU|PLU|DEF//det//50 insatser//NN|UTR|PLU|IND|NOM//nsubj:pass//55 för//PP//case//53 den//DT|UTR|SIN|DEF//det//53 enskilde//JJ|POS|MAS|SIN|DEF|NOM//nmod//50 ska//VB|PRS|AKT//aux//55 planeras//VB|INF|SFO//acl//46 tillsammans//AB//advmod//58 med//PP//case//58 insatser//NN|UTR|PLU|IND|NOM//obl//55 från//PP//case//62 landstingets//NN|NEU|SIN|DEF|GEN//nmod:poss//62 öppna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//62 hälso-//NN|UTR|-|-|SMS//nmod//58 och//KN//cc//64 sjukvård//NN|UTR|SIN|IND|NOM//conj//62 .//MAD//punct//44
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//78 ska//VB|PRS|AKT//aux//78 i//PP//case//70 dessa//DT|UTR/NEU|PLU|DEF//det//70 delar//NN|UTR|PLU|IND|NOM//obl//78 (//PAD//punct//70 4//RG|NOM//nmod//70 –//NN|AN//punct//72 12//RG|NOM//nummod//75 §//NN|AN//nmod//76 §//NN|AN//nmod//72 )//PAD//punct//70 tillämpas//VB|PRS|SFO//parataxis//44 av//PP//case//80 vårdgivare//NN|UTR|PLU|IND|NOM//obl:agent//78 och//KN//cc//82 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//80 som//HP|-|-|-//nsubj//84 bedriver//VB|PRS|AKT//acl:relcl//82 socialtjänst//NN|UTR|SIN|IND|NOM//obj//84 .//MAD//punct//78
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//90 ska//VB|PRS|AKT//aux//90 också//AB//advmod//90 tillämpas//VB|INF|SFO//parataxis//78 av//PP//case//92 de//PN|UTR/NEU|PLU|DEF|SUB//obl:agent//90 som//HP|-|-|-//nsubj//95 är//VB|PRS|AKT//cop//95 yrkesverksamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//92 i//PP//case//98 dessa//DT|UTR/NEU|PLU|DEF//det//98 verksamheter//NN|UTR|PLU|IND|NOM//obl//95 .//MAD//punct//44
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;I//PP//case//2 denna//DT|UTR|SIN|DEF//det//2 lag//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 också//AB//advmod//3 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//3 om//PP//case//7 samverkan//NN|UTR|SIN|IND|NOM//nmod//5 mellan//PP//case//9 landsting//NN|NEU|SIN|IND|NOM//nmod//7 och//KN//cc//11 kommun//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//15 om//PP//case//15 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//15 betalningsansvar//NN|NEU|SIN|IND|NOM//conj//9 för//PP//case//18 utskrivningsklara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 patienter//NN|UTR|PLU|IND|NOM//nmod//15 .//MID//punct//3
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Dessa//DT|UTR/NEU|PLU|DEF//det//21 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//30 (//PAD//punct//21 13//RG|NOM//nummod//21 –//NN|AN//punct//23 18//RG|NOM//nummod//26 §//NN|AN//nmod//27 §//NN|AN//nmod//23 )//PAD//punct//21 ska//VB|PRS|AKT//aux//30 tillämpas//VB|INF|SFO//parataxis//3 av//PP//case//32 landsting//NN|NEU|PLU|IND|NOM//obl:agent//30 och//KN//cc//34 kommuner//NN|UTR|PLU|IND|NOM//conj//32 i//PP//case//36 egenskap//NN|UTR|SIN|IND|NOM//nmod//34 av//PP//case//38 huvudmän//NN|UTR|PLU|IND|NOM//nmod//36 för//PP//case//40 hälso-//NN|UTR|-|-|SMS//nmod//38 och//KN//cc//42 sjukvård//NN|UTR|SIN|IND|NOM//conj//40 respektive//AB//cc//44 socialtjänst//NN|UTR|SIN|IND|NOM//conj//40 .//MAD//punct//3
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Vad//HP|NEU|SIN|IND//nsubj//8 som//HP|-|-|-//nsubj//5 i//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//obl//5 sägs//VB|PRS|SFO//acl:relcl//0 om//PP//case//7 landsting//NN|NEU|SIN|IND|NOM//obl//5 gäller//VB|PRS|AKT//ROOT//8 även//AB//advmod//8 kommuner//NN|UTR|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj//13 inte//AB//advmod//13 ingår//VB|PRS|AKT//acl:relcl//10 i//PP//case//16 ett//DT|NEU|SIN|IND//det//16 landsting//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//8
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens innehåll och tillämpning;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 ska//VB|PRS|AKT//aux//3 inte//AB//advmod//3 tillämpas//VB|INF|SFO//ROOT//3 i//PP//case//7 samband//NN|NEU|SIN|IND|NOM//fixed//4 med//PP//case//7 utskrivning//NN|UTR|SIN|IND|NOM//obl//3 av//PP//case//9 patienter//NN|UTR|PLU|IND|NOM//nmod//7 vårdas//VB|PRS|SFO//advcl//3 enligt//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//14 1991:1129//RG|NOM//appos//12 )//PAD//punct//14 om//PP//case//18 rättspsykiatrisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 vård//NN|UTR|SIN|IND|NOM//conj//12 .//MAD//punct//3

1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens syfte;2//RG|NOM//nummod//1 §//NN|AN//nsubj//26  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 syftar//VB|PRS|AKT//acl:relcl//1 till//PP//mark//8 att//IE//mark//8 främja//VB|INF|AKT//advcl//5 en//DT|UTR|SIN|IND//det//11 god//JJ|POS|UTR|SIN|IND|NOM//amod//11 vård//NN|UTR|SIN|IND|NOM//obj//8 och//KN//cc//14 en//DT|UTR|SIN|IND//det//14 socialtjänst//NN|UTR|SIN|IND|NOM//conj//11 av//PP//case//17 god//JJ|POS|UTR|SIN|IND|NOM//amod//17 kvalitet//NN|UTR|SIN|IND|NOM//nmod//14 för//PP//case//19 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//17 som//HP|-|-|-//case//22 efter//PP//case//22 utskrivning//NN|UTR|SIN|IND|NOM//nmod//14 från//PP//case//25 sluten//PC|PRF|UTR|SIN|IND|NOM//amod//25 vård//NN|UTR|SIN|IND|NOM//nmod//22 behöver//VB|PRS|AKT//ROOT//26 insatser//NN|UTR|PLU|IND|NOM//obj//26 från//PP//case//32 den//DT|UTR|SIN|DEF//det//32 kommunalt//AB|POS//advmod//31 finansierade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//32 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//27 eller//KN//cc//34 hälso-//NN|UTR|-|-|SMS//conj//32 och//KN//cc//36 sjukvården//NN|UTR|SIN|DEF|NOM//conj//34 och//KN//cc//41 som//HP|-|-|-//nsubj//41 också//AB//advmod//41 kan//VB|PRS|AKT//aux//41 ha//VB|INF|AKT//conj//26 behov//NN|NEU|SIN|IND|NOM//obj//41 av//PP//case//44 insatser//NN|UTR|PLU|IND|NOM//nmod//42 från//PP//case//49 den//DT|UTR|SIN|DEF//det//49 landstingsfinansierade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 öppna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 vården//NN|UTR|SIN|DEF|NOM//nmod//44 .//MAD//punct//26
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Lagens syfte;I//PP//case//53 detta//DT|NEU|SIN|DEF//det//53 syfte//NN|NEU|SIN|IND|NOM//obl//57 ska//VB|PRS|AKT//aux//57 lagen//NN|UTR|SIN|DEF|NOM//nsubj//57 särskilt//AB//advmod//57 främja//VB|INF|AKT//parataxis//26 att//SN//mark//61 en//DT|UTR|SIN|IND//det//60 patient//NN|UTR|SIN|IND|NOM//nsubj:pass//61 skrivs//VB|PRS|SFO//ccomp//57 ut//PL//compound:prt//61 från//PP//case//66 den//DT|UTR|SIN|DEF//det//66 slutna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//66 vården//NN|UTR|SIN|DEF|NOM//obl//61 så//AB//advmod//68 snart//AB|POS//advmod//61 som//KN//mark//70 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//61 efter//PP//case//72 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//61 att//SN//mark//77 den//DT|UTR|SIN|DEF//det//76 behandlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//76 läkaren//NN|UTR|SIN|DEF|NOM//nsubj//77 bedömt//VB|SUP|AKT//advcl//61 att//SN//mark//81 patienten//NN|UTR|SIN|DEF|NOM//nsubj//81 är//VB|PRS|AKT//cop//81 utskrivningsklar//JJ|POS|UTR|SIN|IND|NOM//ccomp//77 .//MAD//punct//26

1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Definitioner;3//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 används//VB|PRS|SFO//ROOT//6 dessa//DT|UTR/NEU|PLU|DEF//det//8 begrepp//NN|NEU|PLU|IND|NOM//nsubj:pass//6 med//PP//case//11 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 betydelse//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//6 –//RG|NOM//punct//18
1.1 Förslag till lag om samverkan vid utskrivning från sluten hälso- och sjukvård / Definitioner;Med//PP//case//15 hälso-//NN|UTR|-|-|SMS//obl//18 och//KN//cc//17 sjukvård//NN|UTR|SIN|IND|NOM//conj//15 avses//VB|PRS|SFO//parataxis//6 åtgärder//NN|UTR|PLU|IND|NOM//obj//18 för//PP//mark//22 att//IE//mark//22 förebygga//VB|INF|AKT//advcl//18 ,//MID//punct//24 utreda//VB|INF|AKT//conj//22 och//KN//cc//26 behandla//VB|INF|AKT//conj//22 sjukdomar//NN|UTR|PLU|IND|NOM//obj//22 och//KN//cc//29 skador//NN|UTR|PLU|IND|NOM//conj//27 samt//KN//cc//32 även//AB//advmod//32 sjuktransporter//NN|UTR|PLU|IND|NOM//conj//27 .//MAD//punct//18 –//RG|NOM//punct//37
