Trygg och effektiv utskrivning från sluten vård;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Trygg och effektiv utskrivning från sluten vård;Utredningen//NN|UTR|SIN|DEF|NOM//ROOT//0 om//PP//case//2 betalningsansvarslagen//NN|UTR|SIN|DEF|NOM//nmod//0
Trygg och effektiv utskrivning från sluten vård;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet Gabriel Wikström;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 27//RG|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//13 att//IE//mark//13 genomföra//VB|INF|AKT//advcl//7 en//DT|UTR|SIN|IND//det//15 översyn//NN|UTR|SIN|IND|NOM//obj//13 av//PP//case//17 lagen//NN|UTR|SIN|DEF|NOM//nmod//15 (//PAD//punct//19 1990:1404//RG|NOM//conj//17 )//PAD//punct//19 om//PP//case//23 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 betalningsansvar//NN|NEU|SIN|IND|NOM//obl//7 för//PP//case//26 viss//JJ|POS|UTR|SIN|IND|NOM//amod//26 hälso-//NN|UTR|-|-|SMS//nmod//23 och//KN//cc//28 sjukvård//NN|UTR|SIN|IND|NOM//conj//26 ,//MID//punct//31 förkortad//PC|PRF|UTR|SIN|IND|NOM//amod//31 betalningsansvarslagen//NN|UTR|SIN|DEF|NOM//conj//23 .//MAD//punct//1
Till statsrådet Gabriel Wikström;Syftet//NN|NEU|SIN|DEF|NOM//nsubj:pass//77 med//PP//case//35 översynen//NN|UTR|SIN|DEF|NOM//nmod//33 är//VB|PRS|AKT//cop//33 att//IE//mark//38 åstadkomma//VB|INF|AKT//csubj//33 en//DT|UTR|SIN|IND//det//41 god//JJ|POS|UTR|SIN|IND|NOM//amod//41 vård//NN|UTR|SIN|IND|NOM//obj//38 ,//MID//punct//41 där//HA//advmod//63 ledtiderna//NN|UTR|PLU|DEF|NOM//nsubj:pass//63 mellan//PP//case//47 sluten//PC|PRF|UTR|SIN|IND|NOM//amod//47 vård//NN|UTR|SIN|IND|NOM//nmod//44 på//PP//case//49 sjukhus//NN|NEU|SIN|IND|NOM//nmod//47 och//KN//cc//51 vård//NN|UTR|SIN|IND|NOM//conj//49 och//KN//cc//53 omsorg//NN|UTR|SIN|IND|NOM//conj//49 i//PP//case//57 det//DT|NEU|SIN|DEF//det//57 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 hemmet//NN|NEU|SIN|DEF|NOM//nmod//47 eller//KN//cc//63 i//PP//case//61 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//61 boende//NN|NEU|SIN|IND|NOM//obl//63 kan//VB|PRS|AKT//aux//63 hållas//VB|INF|SFO//acl:relcl//41 så//AB//advmod//65 korta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//63 som//KN//mark//67 möjligt//JJ|POS|NEU|SIN|IND|NOM//advcl//63 och//KN//cc//70 onödig//JJ|POS|UTR|SIN|IND|NOM//amod//70 vistelse//NN|UTR|SIN|IND|NOM//conj//67 på//PP//case//72 sjukhus//NN|NEU|SIN|IND|NOM//nmod//70 så//AB//advmod//74 långt//AB|POS//advmod//75 möjligt//JJ|POS|NEU|SIN|IND|NOM//advmod//63 kan//VB|PRS|AKT//aux//77 undvikas//VB|INF|SFO//parataxis//1 för//PP//case//80 utskrivningsklara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//80 patienter//NN|UTR|PLU|IND|NOM//obl//77 .//MAD//punct//77
Till statsrådet Gabriel Wikström;Göran//PM|NOM//nsubj:pass//95 Stiernstedt//PM|NOM//flat:name//82 ,//MID//punct//86 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//86 samordnare//NN|UTR|SIN|IND|NOM//conj//82 för//PP//case//89 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//89 resursutnyttjande//NN|NEU|SIN|IND|NOM//nmod//86 i//PP//case//91 hälso-//NN|UTR|-|-|SMS//nmod//89 och//KN//cc//93 sjukvården//NN|UTR|SIN|DEF|NOM//conj//91 ,//MID//punct//82 förordnades//VB|PRT|SFO//parataxis//77 till//PP//case//98 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//98 utredare//NN|UTR|SIN|IND|NOM//obl//95 .//MAD//punct//77
Till statsrådet Gabriel Wikström;Juristen//NN|UTR|SIN|DEF|NOM//nmod//1 Ulrika//PM|NOM//nsubj//22 Jonasson//PM|NOM//flat:name//1 ,//MID//punct//4 Socialstyrelsen//NN|UTR|SIN|DEF|NOM//conj//1 ,//MID//punct//6 handläggaren//NN|UTR|SIN|DEF|NOM//nmod//7 Mikael//PM|NOM//conj//1 Malm//PM|NOM//flat:name//7 ,//MID//punct//7 Sveriges//PM|GEN//nmod:poss//11 Kommuner//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//13 Landsting//NN|UTR|SIN|IND|NOM//conj//11 samt//KN//cc//17 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//17 förbundsordförande//NN|UTR|SIN|IND|NOM//amod//17 Gunvor//PM|NOM//conj//11 Peterson//PM|NOM//flat:name//17 ,//MID//punct//20 SPRF//PM|NOM//conj//17 ,//MID//punct//22 förordnades//VB|PRT|SFO//ROOT//22 den//DT|UTR|SIN|DEF//det//25 2//RO|NOM//nummod//25 juni//NN|UTR|SIN|IND|NOM//obl//22 2014//RG|NOM//nummod//25 att//SN//mark//30 som//KN//mark//30 experter//NN|UTR|PLU|IND|NOM//nsubj//30 bistå//VB|INF|AKT//advcl//22 utredningen//NN|UTR|SIN|DEF|NOM//obj//30 .//MAD//punct//30
Till statsrådet Gabriel Wikström;Som//KN//case//34 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj:pass//35 förordnades//VB|PRT|SFO//advcl//30 samma//DT|UTR/NEU|SIN/PLU|IND//det//37 datum//NN|NEU|SIN|IND|NOM//nsubj:pass//35 rättsakkunnig//PM|NOM//xcomp//35 Aneta//PM|NOM//nmod//52 Siskovic//PM|NOM//flat//39 (//PAD//punct//39 tidigare//AB|KOM//advmod//43 Blåder//PM|NOM//appos//39 )//PAD//punct//43 ,//MID//punct//46 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//39 ,//MID//punct//46 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//49 Lena//PM|NOM//conj//39 Hellberg//PM|NOM//flat:name//49 ,//MID//punct//49 Socialdepartementet//NN|NEU|SIN|DEF|NOM//nmod//38 ,//MID//punct//52 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//55 Kent//PM|NOM//conj//38 Löfgren//PM|NOM//flat:name//55 ,//MID//punct//55 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//55 ,//MID//punct//58 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//61 Markus//PM|NOM//conj//55 Martinelle//PM|NOM//flat:name//61 ,//MID//punct//64 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//61 samt//KN//cc//66 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//67 Håkan//PM|NOM//conj//61 Nyman//PM|NOM//flat:name//67 ,//MID//punct//67 Socialdepartementet//NN|NEU|SIN|DEF|NOM//conj//67 .//MID//punct//22
Till statsrådet Gabriel Wikström;Lena//PM|NOM//nsubj:pass//74 Hellberg//PM|NOM//flat:name//72 entledigades//VB|PRT|SFO//parataxis//22 den//DT|UTR|SIN|DEF//det//77 24//RG|NOM//nummod//77 oktober//NN|UTR|SIN|IND|NOM//obl//74 och//KN//cc//79 ersattes//VB|PRT|SFO//conj//74 samma//DT|UTR/NEU|SIN/PLU|IND//det//81 datum//NN|NEU|SIN|IND|NOM//obj//79 av//PP//case//84 ämnessakkunnig//NN|UTR|SIN|IND|NOM//nmod//84 Ingrid//PM|NOM//nmod//81 Schmidt//PM|NOM//flat//84 ,//MID//punct//84 Socialdepartementet//NN|NEU|SIN|DEF|NOM//appos//84 .//MAD//punct//22
Till statsrådet Gabriel Wikström;Utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 som//KN//case//6 en//DT|UTR|SIN|IND//det//6 integrerad//PC|PRF|UTR|SIN|IND|NOM//amod//6 del//NN|UTR|SIN|IND|NOM//obl//2 av//PP//case//8 utredningen//NN|UTR|SIN|DEF|NOM//nmod//6 om//PP//case//12 en//DT|UTR|SIN|IND//det//12 nationell//JJ|POS|UTR|SIN|IND|NOM//amod//12 samordnare//NN|UTR|SIN|IND|NOM//obl//2 för//PP//case//15 effektivare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 resursutnyttjande//NN|NEU|SIN|IND|NOM//nmod//12 i//PP//case//17 hälso-//NN|UTR|-|-|SMS//nmod//15 och//KN//cc//19 sjukvården//NN|UTR|SIN|DEF|NOM//conj//17 (//PAD//punct//12 dir//NN|AN//appos//12 .//MAD//punct//2
Till statsrådet Gabriel Wikström;2013:104//RG|NOM//conj//2 )//PAD//punct//23 .//MAD//punct//2
Till statsrådet Gabriel Wikström;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//28 har//VB|PRS|AKT//aux//28 arbetat//VB|SUP|AKT//conj//2 med//PP//case//31 en//DT|UTR|SIN|IND//det//31 ambition//NN|UTR|SIN|IND|NOM//obl//28 om//PP//case//34 stor//JJ|POS|UTR|SIN|IND|NOM//amod//34 öppenhet//NN|UTR|SIN|IND|NOM//nmod//31 .//MAD//punct//28
Till statsrådet Gabriel Wikström;Under//PP//case//38 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 processen//NN|UTR|SIN|DEF|NOM//obl//41 har//VB|PRS|AKT//aux//41 dialog//NN|UTR|SIN|IND|NOM//nsubj:pass//41 förts//VB|SUP|SFO//advcl//28 med//PP//case//43 företrädare//NN|UTR|PLU|IND|NOM//obl//41 för//PP//case//46 såväl//KN//advmod//46 kommuner//NN|UTR|PLU|IND|NOM//nmod//43 ,//MID//punct//48 landsting//NN|NEU|PLU|IND|NOM//conj//46 ,//MID//punct//50 intresseorganisationer//NN|UTR|PLU|IND|NOM//conj//46 ,//MID//punct//53 fackliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 organisationer//NN|UTR|PLU|IND|NOM//conj//46 som//KN//mark//56 med//PP//case//56 patienter//NN|UTR|PLU|IND|NOM//conj//46 ///MID//cc//58 brukare//NN|UTR|PLU|IND|NOM//conj//56 ,//MID//punct//60 myndigheter//NN|UTR|PLU|IND|NOM//conj//58 och//KN//cc//62 andra//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//58 som//HP|-|-|-//nsubj:pass//64 berörs//VB|PRS|SFO//acl:relcl//62 av//PP//case//66 frågan//NN|UTR|SIN|DEF|NOM//obl:agent//64 .//MAD//punct//2
Till statsrådet Gabriel Wikström;Juristen//NN|UTR|SIN|DEF|NOM//nmod//1 Anna//PM|NOM//nsubj//5 Ingmanson//PM|NOM//flat:name//1 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 huvudsekreterare//NN|UTR|SIN|IND|NOM//ROOT//5 och//KN//cc//8 juristen//NN|UTR|SIN|DEF|NOM//nmod//8 Maria//PM|NOM//conj//5 Jacobsson//PM|NOM//flat:name//8 har//VB|PRS|AKT//aux//14 på//PP//case//12 deltid//NN|UTR|SIN|IND|NOM//obl//10 varit//VB|SUP|AKT//cop//14 sekreterare//NN|UTR|SIN|IND|NOM//conj//5 i//PP//case//16 utredningen//NN|UTR|SIN|DEF|NOM//nmod//14 .//MAD//punct//5
Till statsrådet Gabriel Wikström;Även//AB//advmod//23 juristen//NN|UTR|SIN|DEF|NOM//nmod//20 Daniel//PM|NOM//nsubj//23 Zetterberg//PM|NOM//flat:name//20 har//VB|PRS|AKT//aux//23 deltagit//VB|SUP|AKT//conj//5 i//PP//case//25 utredningsarbetet//NN|NEU|SIN|DEF|NOM//obl//23 .//MAD//punct//5
