10 Hur Samhall AB genomför sitt uppdrag ;"I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 kapitel//NN|NEU|SIN|IND|NOM//obl//3 behandlas//VB|PRS|SFO//ROOT//3 Samhall//PM|NOM//nsubj:pass//3 AB//PM|NOM//flat//4 ://MID//punct//4 s//NN|NEU|SIN|IND|GEN//nummod//9 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 uppdrag//NN|NEU|SIN|IND|NOM//nsubj:pass//3 ;//MID//punct//9"
10.3.2 Personalutvecklingsarbetet inom Samhall;För//PP//case//29 medarbetarens//NN|UTR|SIN|DEF|GEN//nmod:poss//29 del//NN|UTR|SIN|IND|NOM//obl//30 sker//VB|PRS|AKT//conj//12 planering//NN|UTR|SIN|IND|NOM//obj//30 ,//MID//punct//33 uppföljning//NN|UTR|SIN|IND|NOM//conj//31 och//KN//cc//35 dokumentation//NN|UTR|SIN|IND|NOM//conj//31 i//PP//case//39 den//DT|UTR|SIN|DEF//det//39 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 utvecklingsplanen//NN|UTR|SIN|DEF|NOM//obl//30 och//KN//cc//41 behandlas//VB|PRS|SFO//conj//30 som//KN//mark//44 en//DT|UTR|SIN|IND//det//44 del//NN|UTR|SIN|IND|NOM//obl//41 i//PP//case//46 utvecklingssamtalet//NN|NEU|SIN|DEF|NOM//nmod//44 .//MAD//punct//1
10.3.2 Personalutvecklingsarbetet inom Samhall;En//DT|UTR|SIN|IND//det//2 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//2 utbildning//NN|UTR|SIN|IND|NOM//nsubj//12 för//PP//case//4 alla//PN|UTR/NEU|PLU|IND|SUB/OBJ//nmod//2 som//HP|-|-|-//nsubj//7 varit//VB|SUP|AKT//cop//7 anställda//NN|UTR|PLU|IND|NOM//acl:relcl//4 1–3//RG|NOM//nummod//9 år//NN|NEU|PLU|IND|NOM//nmod//7 är//VB|PRS|AKT//cop//12 Våga//VB|INF|AKT//nsubj//12 Vinn//NN|NEU|SIN|IND|NOM//ROOT//12 .//MAD//punct//12
10.3.2 Personalutvecklingsarbetet inom Samhall;En//DT|UTR|SIN|IND//det//17 annan//JJ|POS|UTR|SIN|IND|NOM//amod//17 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//17 utbildning//NN|UTR|SIN|IND|NOM//nsubj//21 är//VB|PRS|AKT//cop//21 den//DT|UTR|SIN|DEF//det//21 regionala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 introduktionsutbildningen//NN|UTR|SIN|DEF|NOM//parataxis//12 som//HP|-|-|-//nsubj:pass//23 genomförs//VB|PRS|SFO//acl:relcl//21 för//PP//case//26 alla//DT|UTR/NEU|PLU|IND/DEF//det//26 nyanställda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//23 .//MAD//punct//21
10.3.2 Personalutvecklingsarbetet inom Samhall;Vid//PP//case//29 utbildning//NN|UTR|SIN|IND|NOM//obl//34 i//PP//nmod//29 samband//NN|NEU|SIN|IND|NOM//fixed//30 med//PP//fixed//30 övergång//NN|UTR|SIN|IND|NOM//fixed//32 sker//VB|PRS|AKT//conj//21 planering//NN|UTR|SIN|IND|NOM//nsubj//34 med//PP//case//37 arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//obl//34 i//PP//case//43 enlighet//NN|UTR|SIN|IND|NOM//fixed//38 med//PP//fixed//38 det//DT|NEU|SIN|DEF//det//43 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 kvalitetsprogrammet//NN|NEU|SIN|DEF|NOM//obl//34 .//MAD//punct//21 -//MID//punct//47
10.3.2 Personalutvecklingsarbetet inom Samhall;Extern//JJ|POS|UTR|SIN|IND|NOM//amod//47 praktik//NN|UTR|SIN|IND|NOM//appos//21
10.3.2 Personalutvecklingsarbetet inom Samhall;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//6 med//PP//case//3 extern//JJ|POS|UTR|SIN|IND|NOM//amod//3 praktik//NN|UTR|SIN|IND|NOM//nmod//0 kan//VB|PRS|AKT//aux//6 såväl//KN//advmod//6 vara//VB|INF|AKT//ROOT//6 att//IE//mark//8 öka//VB|INF|AKT//xcomp//6 medarbetarens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 självinsikt//NN|UTR|SIN|IND|NOM//obj//8 ,//MID//punct//12 förmåga//NN|UTR|SIN|IND|NOM//conj//10 att//IE//mark//14 hantera//VB|INF|AKT//acl//12 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 situationer//NN|UTR|PLU|IND|NOM//obj//14 eller//KN//cc//19 att//IE//mark//19 öka//VB|INF|AKT//conj//14 kunnandet//NN|NEU|SIN|DEF|NOM//obj//19 inom//PP//case//24 ett//DT|NEU|SIN|IND//det//24 visst//JJ|POS|NEU|SIN|IND|NOM//amod//24 område//NN|NEU|SIN|IND|NOM//obl//19 .//MAD//punct//6
10.3.2 Personalutvecklingsarbetet inom Samhall;Ett//DT|NEU|SIN|IND//det//27 mål//NN|NEU|SIN|IND|NOM//appos//6 med//PP//case//30 den//DT|UTR|SIN|DEF//det//30 externa//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//27 praktiken//NN|UTR|SIN|DEF|NOM//nsubj//34 kan//VB|PRS|AKT//aux//34 vara//VB|INF|AKT//cop//34 övergång//NN|UTR|SIN|IND|NOM//acl:relcl//27 .//MAD//punct//27
10.3.2 Personalutvecklingsarbetet inom Samhall;Praktikperiodens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 längd//NN|UTR|SIN|IND|NOM//nsubj//39 kan//VB|PRS|AKT//aux//39 variera//VB|INF|AKT//acl:relcl//27 utifrån//PP//case//42 praktikens//NN|UTR|SIN|DEF|GEN//nmod:poss//42 syfte//NN|NEU|SIN|IND|NOM//obl//39 ,//MID//punct//48 normalfallet//NN|NEU|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 dock//AB//advmod//48 fyra//RG|NOM//nummod//48 veckor//NN|UTR|PLU|IND|NOM//conj//39 .//MAD//punct//6
10.3.2 Personalutvecklingsarbetet inom Samhall;Under//PP//case//1 2000//RG|NOM//obl//2 utvecklades//VB|PRT|SFO//ROOT//2 ett//DT|NEU|SIN|IND//det//5 nytt//JJ|POS|NEU|SIN|IND|NOM//amod//5 system//NN|NEU|SIN|IND|NOM//nsubj:pass//2 för//PP//mark//8 att//IE//mark//8 mäta//VB|INF|AKT//advcl//2 effektiviteten//NN|UTR|SIN|DEF|NOM//obj//8 i//PP//case//11 personalutvecklingsarbetet//NN|NEU|SIN|DEF|NOM//obl//8 (//PAD//punct//8 Human//PM|NOM//compound//14 ScoreCard//PM|NOM//appos//8 )//PAD//punct//2 .//MAD//punct//17
10.3.2 Personalutvecklingsarbetet inom Samhall;Mål//NN|NEU|SIN|IND|NOM//parataxis//2 och//KN//cc//19 uppföljning//NN|UTR|SIN|IND|NOM//conj//17 sker//VB|PRS|AKT//conj//2 inom//PP//case//23 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 områden//NN|NEU|PLU|IND|NOM//obl//20 ://MID//punct//23
10.3.2 Personalutvecklingsarbetet inom Samhall;utvecklingssamtal//NN|NEU|PLU|IND|NOM//appos//23 ,//MID//punct//27 utbildningstimmar//NN|UTR|PLU|IND|NOM//conj//25 ,//MID//punct//29 beredd//PC|PRF|UTR|SIN|IND|NOM//conj//25 till//PP//case//31 övergång//NN|UTR|SIN|IND|NOM//advmod//25 ,//MID//punct//33 praktik//NN|UTR|SIN|IND|NOM//conj//31 ,//MID//punct//35 övergång//NN|UTR|SIN|IND|NOM//conj//25 ,//MID//punct//37 sjukfrånvaro//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//2
10.3.2 Personalutvecklingsarbetet inom Samhall;Ledningen//NN|UTR|SIN|DEF|NOM//nsubj//40 sätter//VB|PRS|AKT//parataxis//2 också//AB//advmod//40 mål//NN|NEU|PLU|IND|NOM//obj//40 och//KN//cc//44 följer//VB|PRS|AKT//conj//40 upp//PL//compound:prt//44 personalenkäten//NN|UTR|SIN|DEF|NOM//obj//44 inom//PP//case//49 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 områden//NN|NEU|PLU|IND|NOM//obl//44 ://MID//punct//49
10.3.2 Personalutvecklingsarbetet inom Samhall;utvecklingssamtal//NN|NEU|SIN|IND|NOM//appos//49 ,//MID//punct//53 utbildning//NN|UTR|SIN|IND|NOM//conj//51 ,//MID//punct//51 beredd//PC|PRF|UTR|SIN|IND|NOM//conj//51 till//PP//case//57 övergång//NN|UTR|SIN|IND|NOM//advmod//55 ,//MID//punct//60 extern//JJ|POS|UTR|SIN|IND|NOM//amod//60 praktik//NN|UTR|SIN|IND|NOM//conj//57 ,//MID//punct//62 ledarskap//NN|NEU|SIN|IND|NOM//conj//57 ,//MID//punct//64 trivsel//NN|UTR|SIN|IND|NOM//conj//57 och//KN//cc//66 delaktighet//NN|UTR|SIN|IND|NOM//conj//57 .//MAD//punct//40

10.3.3 Indikatorer – utvecklande arbete;Resultat//NN|NEU|SIN|IND|NOM//nsubj:pass//9 för//PP//case//3 de//DT|UTR/NEU|PLU|DEF//det//3 nyckeltal//NN|NEU|PLU|IND|NOM//nmod//0 som//HP|-|-|-//obj//6 Samhall//PM|NOM//nsubj//6 följt//VB|SUP|AKT//acl:relcl//3 sedan//PP//advmod//6 1993//RG|NOM//obl//6 redovisas//VB|PRS|SFO//ROOT//9 i//PP//case//12 tabell//NN|UTR|SIN|IND|NOM//amod//12 10.1//RG|NOM//obl//9 nedan//AB//advmod//9 .//MAD//punct//9
10.3.3 Indikatorer – utvecklande arbete;Observera//VB|IMP|AKT//parataxis//9 att//SN//mark//21 nyckeltalen//NN|NEU|PLU|DEF|NOM//nsubj//21  //_SP////17 inte//AB//advmod//21 varit//VB|SUP|AKT//cop//21 mål//NN|NEU|SIN|IND|NOM//ccomp//15  //_SP////21 under//PP//case//25 tidsperioden//NN|UTR|SIN|DEF|NOM//nmod//25 1992–2001//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//9
10.3.3 Indikatorer – utvecklande arbete;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
10.3.3 Indikatorer – utvecklande arbete; //_SP////1 Samhall//PM|NOM//appos//0 AB//PM|NOM//flat//3
10.3.3 Indikatorer – utvecklande arbete;Utvecklingssamtal//NN|NEU|SIN|IND|NOM//ROOT//0
10.3.3 Indikatorer – utvecklande arbete;Utvecklingssamtal//NN|NEU|SIN|IND|NOM//nsubj:pass//2 skall//VB|PRS|AKT//aux//2 hållas//VB|INF|SFO//ROOT//2 minst//AB|SUV//advmod//5 en//RG|UTR|SIN|IND|NOM//det//5 gång//NN|UTR|SIN|IND|NOM//obl//2 per//PP//case//7 år//NN|NEU|SIN|IND|NOM//nmod//5 (//PAD//punct//5 12-månaders//NN|UTR|PLU|IND|GEN//nmod:poss//10 period//NN|UTR|SIN|IND|NOM//appos//5 )//PAD//punct//2 .//MAD//punct//2
10.3.3 Indikatorer – utvecklande arbete;År//NN|NEU|SIN|IND|NOM//nmod//14 2002//RG|NOM//obl//23 hade//VB|PRT|AKT//aux//23 83//RG|NOM//nummod//17 procent//NN|UTR|PLU|IND|NOM//nsubj//23 av//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 anställda//NN|UTR|PLU|IND|NOM//nmod//17 med//PP//case//22 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//20 haft//VB|SUP|AKT//conj//2 ett//DT|NEU|SIN|IND//det//25 utvecklingssamtal//NN|NEU|SIN|IND|NOM//obj//23 under//PP//case//29 det//DT|NEU|SIN|DEF//det//29 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 året//NN|NEU|SIN|DEF|NOM//obl//23 .//MID//punct//2
10.3.3 Indikatorer – utvecklande arbete;Det//DT|NEU|SIN|DEF//det//33 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 målet//NN|NEU|SIN|DEF|NOM//nsubj//38 för//PP//case//35 2002//RG|NOM//nmod//33 var//VB|PRT|AKT//cop//38 90//RG|NOM//nummod//38 procent//NN|UTR|PLU|IND|NOM//parataxis//2 .//MAD//punct//38
10.3.3 Indikatorer – utvecklande arbete;Som//HA//mark//41 framgår//VB|PRS|AKT//advcl//47 av//PP//case//43 tabellen//NN|UTR|SIN|DEF|NOM//obl//41 har//VB|PRS|AKT//aux//47 andelen//NN|UTR|SIN|DEF|NOM//nsubj//47 trendmässigt//AB|POS//advmod//47 ökat//VB|SUP|AKT//conj//2 sedan//PP//case//49 1992//RG|NOM//obl//47 .//MAD//punct//2
10.3.3 Indikatorer – utvecklande arbete;En//DT|UTR|SIN|IND//det//2 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 del//NN|UTR|SIN|IND|NOM//nsubj//6 i//PP//case//4 personalutvecklingsarbetet//NN|NEU|SIN|DEF|NOM//nmod//2 är//VB|PRS|AKT//cop//6 utvecklingsplanen//NN|UTR|SIN|DEF|NOM//ROOT//6 .//MAD//punct//6
10.3.3 Indikatorer – utvecklande arbete;Mål//NN|NEU|PLU|IND|NOM//nsubj:pass//14 ,//MID//punct//10 delmål//NN|NEU|PLU|IND|NOM//conj//8 ///MID//cc//12 aktiviteter//NN|UTR|PLU|IND|NOM//conj//8 skall//VB|PRS|AKT//aux//14 dokumenteras//VB|INF|SFO//parataxis//6 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//18 utvecklingsplan//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//14
10.3.3 Indikatorer – utvecklande arbete;Uppföljning//NN|UTR|SIN|IND|NOM//nsubj//26 av//PP//case//24 den//DT|UTR|SIN|DEF//det//24 personliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//24 utvecklingsplanen//NN|UTR|SIN|DEF|NOM//nmod//20 skall//VB|PRS|AKT//aux//26 ske//VB|INF|AKT//conj//6 kontinuerligt//AB|POS//advmod//26 och//KN//cc//32 medarbetaren//NN|UTR|SIN|DEF|NOM//nsubj//32 skall//VB|PRS|AKT//aux//32 alltid//AB//advmod//32 få//VB|INF|AKT//conj//26 en//DT|UTR|SIN|IND//det//35 egen//JJ|POS|UTR|SIN|IND/DEF|NOM//amod//35 kopia//NN|UTR|SIN|IND|NOM//obj//32 av//PP//case//37 utvecklingsplanen//NN|UTR|SIN|DEF|NOM//nmod//35 .//MAD//punct//26
10.3.3 Indikatorer – utvecklande arbete;LOSAM-utredningen//NN|UTR|SIN|DEF|NOM//nsubj//40 ställde//VB|PRT|AKT//conj//26 frågan//NN|UTR|SIN|DEF|NOM//obj//40 till//PP//case//44 de//DT|UTR/NEU|PLU|DEF//det//44 anställda//NN|UTR|PLU|IND|NOM//obl//40 med//PP//case//46 arbetshandikapp//NN|NEU|SIN|IND|NOM//nmod//44 ://MAD//punct//26
10.3.3 Indikatorer – utvecklande arbete;Känner//VB|PRS|AKT//ROOT//0 du//PN|UTR|SIN|DEF|SUB//nsubj//0 till//PL//compound:prt//0 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//ccomp//0 en//DT|UTR|SIN|IND//det//8 personlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 utvecklingsplan//NN|UTR|SIN|IND|NOM//nsubj//5 för//PP//case//10 dig//PN|UTR|SIN|DEF|OBJ//obl//5 och//KN//cc//13 ditt//PS|NEU|SIN|DEF//nmod:poss//13 arbete//NN|NEU|SIN|IND|NOM//conj//10 på//PP//case//15 Samhall//PM|NOM//nmod//13 ?//MAD//punct//0
10.3.3 Indikatorer – utvecklande arbete;Endast//AB//advmod//1 42//RG|NOM//nummod//2 procent//NN|UTR|PLU|IND|NOM//nsubj//3 kände//VB|PRT|AKT//ROOT//3 till//PL//compound:prt//3 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//3 1997//RG|NOM//nummod//3 .//MAD//punct//3
10.3.3 Indikatorer – utvecklande arbete;Känner//VB|PRS|AKT//parataxis//3 man//PN|UTR|SIN|IND|SUB//nsubj//8 inte//AB//advmod//8 till//PL//compound:prt//8 att//SN//mark//14 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//14 finns//VB|PRS|SFO//ccomp//8 en//DT|UTR|SIN|IND//det//16 utvecklingsplan//NN|UTR|SIN|IND|NOM//nsubj//14 är//VB|PRS|AKT//cop//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 inte//AB//advmod//20 sannolikt//JJ|POS|NEU|SIN|IND|NOM//conj//3 att//SN//mark//23 man//PN|UTR|SIN|IND|SUB//nsubj//23 följer//VB|PRS|AKT//csubj//20 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//23 (//PAD//punct//29 om//SN//mark//29 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//29 ens//AB//advmod//29 existerar//VB|PRS|AKT//advcl//23 )//PAD//punct//29 .//MAD//punct//3
10.3.3 Indikatorer – utvecklande arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//37 har//VB|PRS|AKT//aux//37 i//PP//case//36 sin//PS|UTR|SIN|DEF//nmod:poss//36 undersökning//NN|UTR|SIN|IND|NOM//obl//37 låtit//VB|SUP|AKT//conj//3 SCB//PM|NOM//obj//37 ställa//VB|INF|AKT//xcomp//37 samma//DT|UTR/NEU|SIN/PLU|IND//det//41 fråga//NN|UTR|SIN|IND|NOM//obj//39 .//MAD//punct//37
10.3.3 Indikatorer – utvecklande arbete;Resultatet//NN|NEU|SIN|DEF|NOM//nsubj//46 av//PP//case//45 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//43 visar//VB|PRS|AKT//parataxis//37 att//SN//mark//50 87//RG|NOM//nummod//49 procent//NN|UTR|PLU|IND|NOM//nsubj//50 kände//VB|PRT|AKT//ccomp//46 till//PL//compound:prt//50 att//SN//mark//54 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//54 har//VB|PRS|AKT//ccomp//50 en//DT|UTR|SIN|IND//det//56 utvecklingsplan//NN|UTR|SIN|IND|NOM//obj//54 ,//MID//punct//62 vilket//HP|NEU|SIN|IND//nsubj//62 är//VB|PRS|AKT//cop//62 en//DT|UTR|SIN|IND//det//62 markant//JJ|POS|UTR|SIN|IND|NOM//amod//62 ökning//NN|UTR|SIN|IND|NOM//appos//37 sedan//PP//case//64 1997//RG|NOM//nmod//62 .//MAD//punct//3
10.3.3 Indikatorer – utvecklande arbete;Utbildningstimmar//NN|UTR|PLU|IND|NOM//ROOT//0
10.3.3 Indikatorer – utvecklande arbete;Det//DT|NEU|SIN|DEF//det//2 genomsnittliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 antalet//NN|NEU|SIN|DEF|NOM//nmod//3 utbildningstimmar//NN|UTR|PLU|IND|NOM//nsubj//4 uppgick//VB|PRT|AKT//ROOT//4 under//PP//case//6 2002//RG|NOM//obl//4 till//PP//case//9 45//RG|NOM//nummod//9 timmar//NN|UTR|PLU|IND|NOM//obl//4 .//MAD//punct//4
10.3.3 Indikatorer – utvecklande arbete;Det//DT|NEU|SIN|DEF//det//13 interna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 målet//NN|NEU|SIN|DEF|NOM//nsubj//18 för//PP//case//15 2002//RG|NOM//nmod//13 var//VB|PRT|AKT//cop//18 50//RG|NOM//nummod//18 timmar//NN|UTR|PLU|IND|NOM//parataxis//4 .//MAD//punct//18
10.3.3 Indikatorer – utvecklande arbete;Antalet//NN|NEU|SIN|DEF|NOM//nmod//21 utbildningstimmar//NN|UTR|PLU|IND|NOM//nsubj//22 har//VB|PRS|AKT//parataxis//18 ,//MID//punct//22 med//PP//case//26 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 undantag//NN|NEU|PLU|IND|NOM//obl//22 ,//MID//punct//18 ökat//VB|SUP|AKT//conj//4 kontinuerligt//AB|POS//advmod//28 sedan//PP//case//31 1997//RG|NOM//obl//28 .//MAD//punct//4
10.3.3 Indikatorer – utvecklande arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 i//PP//case//4 sin//PS|UTR|SIN|DEF//nmod:poss//4 undersökning//NN|UTR|SIN|IND|NOM//obl//5 låtit//VB|SUP|AKT//ROOT//5 SCB//PM|NOM//obj//5 ställa//VB|INF|AKT//xcomp//5 en//DT|UTR|SIN|IND//det//11 mer//AB|KOM//advmod//10 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//11 fråga//NN|UTR|SIN|IND|NOM//obj//7 ://MAD//punct//5
10.3.3 Indikatorer – utvecklande arbete;Har//VB|PRS|AKT//aux//6 du//PN|UTR|SIN|DEF|SUB//nsubj//6 under//PP//case//5 det//DT|NEU|SIN|DEF//det//5 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 året//NN|NEU|SIN|DEF|NOM//obl//6 deltagit//VB|SUP|AKT//ROOT//6 i//PP//case//9 någon//DT|UTR|SIN|IND//det//9 utbildning//NN|UTR|SIN|IND|NOM//obl//6 eller//KN//cc//12 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//12 aktiviteter//NN|UTR|PLU|IND|NOM//conj//9 för//PP//mark//17 att//SN//fixed//13 du//PN|UTR|SIN|DEF|SUB//nsubj:pass//17 skall//VB|PRS|AKT//aux//17 utvecklas//VB|INF|SFO//advcl//6 i//PP//case//20 ditt//PS|NEU|SIN|DEF//nmod:poss//20 arbete//NN|NEU|SIN|IND|NOM//obl//17 ?//MID//punct//6
10.3.3 Indikatorer – utvecklande arbete;49//RG|NOM//nummod//23 procent//NN|UTR|PLU|IND|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 svarat//VB|SUP|AKT//parataxis//6 ja//IN//obj//25 ,//MID//punct//25 medan//SN//mark//31 50//RG|NOM//nummod//30 procent//NN|UTR|PLU|IND|NOM//nsubj//31 svarat//VB|SUP|AKT//advcl//25 nej//IN//obj//31 .//MAD//punct//25
10.3.3 Indikatorer – utvecklande arbete;1//RG|NOM//nummod//35 procent//NN|UTR|PLU|IND|NOM//nsubj//36 vet//VB|PRS|AKT//parataxis//25 inte//AB//advmod//36 om//SN//mark//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//41 har//VB|PRS|AKT//aux//41 deltagit//VB|SUP|AKT//ccomp//36 i//PP//case//44 någon//DT|UTR|SIN|IND//det//44 utbildning//NN|UTR|SIN|IND|NOM//obl//41 eller//KN//cc//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 aktiviteter//NN|UTR|PLU|IND|NOM//conj//44 .//MAD//punct//6
10.3.3 Indikatorer – utvecklande arbete;Samma//DT|UTR/NEU|SIN/PLU|IND//det//50 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//51 ställdes//VB|PRT|SFO//conj//6 av//PP//case//54 LOSAM-utredningen//NN|UTR|SIN|DEF|NOM//nmod//54 1997//RG|NOM//obl:agent//51 ,//MID//punct//51 med//PP//case//57 resultatet//NN|NEU|SIN|DEF|NOM//nmod//58 45//RG|NOM//nummod//63 ,//MID//punct//58 53//RG|NOM//nummod//63 respektive//AB//fixed//60 2//RG|NOM//nummod//63 procent//NN|UTR|PLU|IND|NOM//conj//51 .//MAD//punct//51
10.3.3 Indikatorer – utvecklande arbete;Andelen//NN|UTR|SIN|DEF|NOM//nsubj//80 som//HP|-|-|-//nsubj//71 under//PP//case//70 det//DT|NEU|SIN|DEF//det//70 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//70 året//NN|NEU|SIN|DEF|NOM//obl//71 deltagit//VB|SUP|AKT//acl:relcl//65 i//PP//case//74 någon//DT|UTR|SIN|IND//det//74 utbildning//NN|UTR|SIN|IND|NOM//obl//71 eller//KN//cc//77 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//77 aktiviteter//NN|UTR|PLU|IND|NOM//conj//74 har//VB|PRS|AKT//aux//80 således//AB//advmod//80 ökat//VB|SUP|AKT//parataxis//51 något//PN|NEU|SIN|IND|SUB/OBJ//obj//80 sedan//PP//fixed//81 1997//RG|NOM//obl//80 .//MAD//punct//6
10.3.3 Indikatorer – utvecklande arbete;Enligt//PP//case//1 SCB//PM|NOM//obl//27 ://MID//punct//1 s//NN|NEU|SIN|IND|GEN//nummod//4 personalutbildningsstatistik//NN|UTR|SIN|IND|NOM//appos//1 var//VB|PRT|AKT//cop//7 andelen//NN|UTR|SIN|DEF|NOM//nsubj//7 utbildningstid//NN|UTR|SIN|IND|NOM//nsubj//15 i//PP//case//13 förhållande//NN|NEU|SIN|IND|NOM//fixed//8 till//PP//fixed//8 den//DT|UTR|SIN|DEF//det//13 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 arbetstiden//NN|UTR|SIN|DEF|NOM//nmod//14 2,7//RG|NOM//nummod//15 procent//NN|UTR|PLU|IND|NOM//nmod//4 under//PP//case//18 andra//RO|NOM//amod//18 kvartalet//NN|NEU|SIN|DEF|NOM//nmod//4 2002//RG|NOM//nummod//18 .//MAD//punct//4
10.3.3 Indikatorer – utvecklande arbete;Motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 andel//NN|UTR|SIN|IND|NOM//nmod//23 utbildningstid//NN|UTR|SIN|IND|NOM//parataxis//4 inom//PP//case//25 Samhall//PM|NOM//nmod//23 (//PAD//punct//27 räknat//PC|PRF|NEU|SIN|IND|NOM//ROOT//27 på//PP//case//31 1//RG|NOM//nummod//30 800//RG|NOM//nummod//31 timmar//NN|UTR|PLU|IND|NOM//obl//27 )//PAD//punct//27 var//VB|PRT|AKT//cop//35 något//AB//advmod//35 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//27 under//PP//case//38 år//NN|NEU|SIN|IND|NOM//nmod//38 2002//RG|NOM//obl//35 ,//MID//punct//35 2,5//RG|NOM//nummod//41 procent//NN|UTR|PLU|IND|NOM//parataxis//35 .//MAD//punct//27
10.3.3 Indikatorer – utvecklande arbete;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//44 har//VB|PRS|AKT//parataxis//27 inget//DT|NEU|SIN|IND//det//46 underlag//NN|NEU|SIN|IND|NOM//obj//44 för//PP//mark//49 att//IE//mark//49 värdera//VB|INF|AKT//acl//46 om//PP//mark//55 volymen//NN|UTR|SIN|DEF|NOM//nmod:poss//52 utbildning//NN|UTR|SIN|IND|NOM//nsubj//55 är//VB|PRS|AKT//cop//55 tillräckligt//AB|POS//advmod//55 stor//JJ|POS|UTR|SIN|IND|NOM//advcl//49 .//MAD//punct//44
10.3.3 Indikatorer – utvecklande arbete;Med//PP//case//60 tanke//NN|UTR|SIN|IND|NOM//fixed//57 på//PP//fixed//57 målgruppen//NN|UTR|SIN|DEF|NOM//obl//61 förefaller//VB|PRS|AKT//conj//44 dock//AB//advmod//61 nivån//NN|UTR|SIN|DEF|NOM//nsubj//61 ,//MID//punct//61 i//PP//case//68 förhållande//NN|NEU|SIN|IND|NOM//fixed//65 till//PP//fixed//65 genomsnittet//NN|NEU|SIN|DEF|NOM//obl//61 på//PP//case//70 arbetsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//68 som//KN//mark//72 helhet//NN|UTR|SIN|IND|NOM//acl//68 ,//MID//punct//76 vara//VB|INF|AKT//cop//76 förhållandevis//AB//advmod//76 låg//JJ|POS|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//44
