Gestaltad livsmiljö –  en ny politik för arkitektur, form och design ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//3 Gestaltad//PC|PRF|UTR|SIN|IND|NOM//amod//3 livsmiljö//NN|UTR|SIN|IND|NOM//nmod//0 -//MID//punct//0 en//DT|UTR|SIN|IND//det//7 ny//JJ|POS|UTR|SIN|IND|NOM//amod//7 politik//NN|UTR|SIN|IND|NOM//appos//0 för//PP//case//9 arkitektur//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//11 form//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 design//NN|UTR|SIN|IND|NOM//conj//9
Till statsrådet och chefen för Kulturdepartementet;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//obl//4 Gestaltad//PC|PRF|UTR|SIN|IND|NOM//amod//5 livsmiljö//NN|UTR|SIN|IND|NOM//obj//1 –//RG|NOM//punct//9 en//DT|UTR|SIN|IND//det//9 ny//JJ|POS|UTR|SIN|IND|NOM//amod//9 politik//NN|UTR|SIN|IND|NOM//appos//5 för//PP//case//11 arkitektur//NN|UTR|SIN|IND|NOM//nmod//9 ,//MID//punct//13 form//NN|UTR|SIN|IND|NOM//conj//11 och//KN//cc//15 design//NN|UTR|SIN|IND|NOM//conj//11 (//PAD//punct//17 SOU//PM|NOM//appos//5 2015:88//RG|NOM//punct//17 )//PAD//punct//17 .//MAD//punct//1
Till statsrådet och chefen för Kulturdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//24 är//VB|PRS|AKT//cop//24 därmed//AB//advmod//24 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//24
Till statsrådet och chefen för Kulturdepartementet;Malmö//PM|NOM//ROOT//0 och//KN//cc//2 Stockholm//PM|NOM//conj//0 i//PP//case//4 oktober//NN|UTR|SIN|IND|NOM//nmod//0 2015//RG|NOM//nummod//4
Till statsrådet och chefen för Kulturdepartementet;Christer//PM|NOM//nmod//3 Larsson//PM|NOM//flat//0 /Per-Magnus//MID//nmod//3 Nilsson//PM|NOM//ROOT//3
Till statsrådet och chefen för Kulturdepartementet;Anna//PM|NOM//ROOT//0 Bellander//PM|NOM//flat:name//0
Till statsrådet och chefen för Kulturdepartementet;Christina//PM|NOM//nmod:poss//4 Zetterlund//PM|NOM//flat//0 4.1//RG|NOM//obl//3 Gestaltad//PC|PRF|UTR|SIN|IND|NOM//amod//4 livsmiljö//NN|UTR|SIN|IND|NOM//nsubj:pass//134 –//RG|NOM//punct//7 ett//DT|NEU|SIN|IND//det//7 perspektiv//NN|NEU|SIN|IND|NOM//appos//4 för//PP//case//9 arkitektur//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//13 form//NN|UTR|SIN|IND|NOM//nmod//13 4.3.3//RG|NOM//nmod//13 Urbanisering//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//15 stadens//NN|UTR|SIN|DEF|GEN//conj//9 och//KN//cc//17 landsbygdens//NN|UTR|SIN|DEF|GEN//conj//9 5.3//RG|NOM//conj//9 Några//DT|UTR/NEU|PLU|IND//det//21 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 slutsatser//NN|UTR|PLU|IND|NOM//nmod//4 och//KN//cc//23 jämförelser//NN|UTR|PLU|IND|NOM//conj//21 med//PP//case//26 svenska//NN|UTR|SIN|IND|NOM//amod//26 5.3.2//RG|NOM//nmod//27 Design//NN|UTR|SIN|IND|NOM//nmod//23 för//PP//case//29 tjänster//NN|UTR|PLU|IND|NOM//nmod//27 i//PP//case//33 den//DT|UTR|SIN|DEF//det//33 offentliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//33 sektorn//NN|UTR|SIN|DEF|NOM//nmod//29 för//PP//case//35 5.3.3//RG|NOM//nmod//33 Stärkt//VB|SUP|AKT//amod//38 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//38 export//NN|UTR|SIN|IND|NOM//conj//4 av//PP//case//40 arkitektur//NN|UTR|SIN|IND|NOM//nmod//38 ,//MID//punct//42 form//NN|UTR|SIN|IND|NOM//conj//40 och//KN//cc//44 5.3.5//RG|NOM//conj//40 Samverkan//NN|UTR|SIN|IND|NOM//nsubj//48 mellan//PP//case//47 organisationer//NN|UTR|PLU|IND|NOM//nmod//45 stärker//VB|PRS|AKT//acl:relcl//4 arkitektur//NN|UTR|SIN|IND|NOM//obj//48 ,//MID//punct//51 form//NN|UTR|SIN|IND|NOM//conj//49 och//KN//cc//53 design//NN|UTR|SIN|IND|NOM//conj//49 nationellt//AB|POS//advmod//48 och//KN//cc//56 5.3.6//RG|NOM//conj//54 Sverige//PM|NOM//obj//48 som//KN//mark//59 föregångsland//NN|NEU|SIN|IND|NOM//advcl//48 för//PP//case//64 ett//DT|NEU|SIN|IND//det//64 samlat//PC|PRF|NEU|SIN|IND|NOM//amod//64 6.2.5//RG|NOM//det//64 Mål//NN|NEU|PLU|IND|NOM//obl//48 för//PP//case//66 integrations-//NN|UTR|-|-|SMS//nmod//64 och//KN//cc//68 6.2.7//RG|NOM//conj//66 Mål//NN|NEU|PLU|IND|NOM//xcomp//48 för//PP//case//72 utgiftsområdet//NN|NEU|SIN|DEF|NOM//nmod//72 Samhällsplanering//NN|UTR|SIN|IND|NOM//obl//69 ,//MID//punct//74 6.2.9//RG|NOM//nummod//75 Målen//NN|NEU|PLU|DEF|NOM//obj//48 för//PP//case//77 utgiftsområdet//NN|NEU|SIN|DEF|NOM//nmod//75 Areella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 näringar//NN|UTR|PLU|IND|NOM//conj//75 ,//MID//punct//48 6.3//RG|NOM//nmod//82 Utvärdering//NN|UTR|SIN|IND|NOM//appos//48 av//PP//case//85 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 mål//NN|NEU|SIN|IND|NOM//nmod//82 för//PP//case//87 arkitektur//NN|UTR|SIN|IND|NOM//nmod//85 ,//MID//punct//89 form//NN|UTR|SIN|IND|NOM//conj//87 och//KN//cc//91 6.4//RG|NOM//conj//87 Förslag//NN|NEU|PLU|IND|NOM//obj//48 till//PP//case//96 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//96 mål//NN|NEU|PLU|IND|NOM//nmod//92 för//PP//case//99  //_SP////97 arkitektur-//NN|UTR|-|-|SMS//obl//48 ,//MID//punct//101 form7.2.2//NN|NEU|SIN|IND|NOM//amod//102 Remiss//NN|UTR|SIN|IND|NOM//conj//99 av//PP//case//104 promemoria//NN|UTR|SIN|IND|NOM//nmod//102 om//PP//case//106 sammanslagning//NN|UTR|SIN|IND|NOM//nmod//104 av//PP//case//110 8.5.8//RG|NOM//nmod:poss//110 Större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//110 satsningar//NN|UTR|PLU|IND|NOM//nmod//106 på//PP//case//113 grön//JJ|POS|UTR|SIN|IND|NOM//amod//113 innovation//NN|UTR|SIN|IND|NOM//nmod//110 och//KN//cc//118 8.5.9//RG|NOM//amod//118 Statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//117 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//118 ansvar//NN|NEU|SIN|IND|NOM//conj//110 att//IE//mark//120 ta//VB|INF|AKT//acl//118 fram//PL//compound:prt//120 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//123 program//NN|NEU|PLU|IND|NOM//obj//120 för//PP//case//125 arkitektur//NN|UTR|SIN|IND|NOM//obl//120 ,//MID//punct//127 form//NN|UTR|SIN|IND|NOM//conj//125 och//KN//cc//129 8.5.10//RG|NOM//conj//125 Kommuner//NN|UTR|PLU|IND|NOM//conj//125 och//KN//cc//132 regioner//NN|UTR|PLU|IND|NOM//conj//130 ska//VB|PRS|AKT//aux//134 stimuleras//VB|INF|SFO//ROOT//134 att//IE//mark//136 ta//VB|INF|AKT//xcomp//134 fram//PL//compound:prt//136 program//NN|NEU|SIN|IND|NOM//obj//136 för//PP//case//140 arkitektur//NN|UTR|SIN|IND|NOM//obl//136 ,//MID//punct//142 form//NN|UTR|SIN|IND|NOM//conj//140 och//KN//cc//144 design//NN|UTR|SIN|IND|NOM//conj//140 ....//MID//punct//134 166//RG|NOM//nummod//147 8.5.11//RG|NOM//compound//148 Arkitektur//NN|UTR|SIN|IND|NOM//appos//134 ,//MID//punct//150 form//NN|UTR|SIN|IND|NOM//conj//148 och//KN//cc//152 design//NN|UTR|SIN|IND|NOM//conj//148 i//PP//case//156 de//DT|UTR/NEU|PLU|DEF//det//156 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//156 kulturplanerna//NN|UTR|PLU|DEF|NOM//obl//134 och//KN//cc//158 kultursamverkansmodellen//NN|UTR|SIN|DEF|NOM//conj//156 ..//MID//punct//134 168//RG|NOM//nummod//161 8.5.12//RG|NOM//nmod//163 Ökat//PC|PRF|NEU|SIN|IND|NOM//amod//163 stöd//NN|NEU|SIN|IND|NOM//parataxis//134 till//PP//case//165 ungdomsverksamhet//NN|UTR|SIN|IND|NOM//nmod//163 i//PP//case//168 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//168 samlingslokaler//NN|UTR|PLU|IND|NOM//nmod//165 och//KN//cc//171 icke-statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//171 kulturlokaler//NN|UTR|PLU|IND|NOM//conj//168 ...//MID//punct//163 168//RG|NOM//nummod//174 8.5.13//RG|NOM//nmod:poss//176 Bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//176 stöd//NN|NEU|SIN|IND|NOM//appos//163 till//PP//case//179 exportfrämjande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//179 åtgärder//NN|UTR|PLU|IND|NOM//nmod//176 på//PP//case//181 9.3.2//RG|NOM//nmod//179 Kriterier//NN|NEU|PLU|IND|NOM//obl//134 för//PP//case//184 utvärdering//NN|UTR|SIN|IND|NOM//nmod//182 i//PP//case//187 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//187 9.5//RG|NOM//nummod//188 Tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//134 av//PP//case//190 LOU//PM|NOM//nmod//188 generellt//AB|POS//advmod//134 och//KN//cc//194 inom//PP//case//194 arkitektur//NN|UTR|SIN|IND|NOM//conj//191 ,//MID//punct//196 9.5.3//RG|NOM//nummod//197 Upphandling//NN|UTR|SIN|IND|NOM//appos//134 av//PP//case//199 tjänster//NN|UTR|PLU|IND|NOM//nmod//197 för//PP//case//201 planering//NN|UTR|SIN|IND|NOM//nmod//199 ,//MID//punct//197 9.5.4//RG|NOM//nummod//204 Upphandling//NN|UTR|SIN|IND|NOM//appos//197 av//PP//case//206 konst//NN|UTR|SIN|IND|NOM//nmod//204 och//KN//cc//209 9.8.3//RG|NOM//nummod//209 Metodstöd//NN|NEU|PLU|IND|NOM//conj//204 för//PP//case//211 kompetensuppbyggnad//NN|UTR|SIN|IND|NOM//nmod//209 kring//PP//case//213 upphandlingsformer//NN|UTR|PLU|IND|NOM//nmod//211 som//HP|-|-|-//nsubj//215 underlättar//VB|PRS|AKT//acl:relcl//213 9.8.5//RG|NOM//det//218 Stärkt//PC|PRF|UTR|SIN|IND|NOM//amod//218 kvalitet//NN|UTR|SIN|IND|NOM//obj//215 i//PP//case//221 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//221 upphandling//NN|UTR|SIN|IND|NOM//obl//215 av//PP//case//225 10.9.4//RG|NOM//nummod//225 Internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//225 perspektiv//NN|NEU|SIN|IND|NOM//nmod//221 –//PAD//punct//227 utredning//NN|UTR|SIN|IND|NOM//conj//197 av//PP//case//230 10.9.5//RG|NOM//nmod:poss//230 Behov//NN|NEU|SIN|IND|NOM//nmod//227 av//PP//case//234 en//DT|UTR|SIN|IND//det//234 utvidgad//PC|PRF|UTR|SIN|IND|NOM//amod//234 kunskap//NN|UTR|SIN|IND|NOM//nmod//230 i//PP//case//237 11.3.3//RG|NOM//nummod//237 Behov//NN|NEU|SIN|IND|NOM//nmod//234 av//PP//case//240 fördjupad//PC|PRF|UTR|SIN|IND|NOM//amod//240 analys//NN|UTR|SIN|IND|NOM//nmod//237 av//PP//case//242 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//240

Utredarens förord;I//PP//case//2 detta//DT|NEU|SIN|DEF//det//2 betänkande//NN|NEU|SIN|IND|NOM//obl//3 presenterar//VB|PRS|AKT//ROOT//3 jag//PN|UTR|SIN|DEF|SUB//nsubj//3 min//PS|UTR|SIN|DEF//nmod:poss//6 syn//NN|UTR|SIN|IND|NOM//obj//3 på//PP//case//8 vad//HP|NEU|SIN|IND//obl//3 arkitektur//NN|UTR|SIN|IND|NOM//nsubj//14 ,//MID//punct//11 form//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 design//NN|UTR|SIN|IND|NOM//conj//9 gör//VB|PRS|AKT//acl:relcl//8 .//MAD//punct//3
Utredarens förord;Betänkandet//NN|NEU|SIN|DEF|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 ,//MID//punct//21 utifrån//PP//case//21 min//PS|UTR|SIN|DEF//nmod:poss//21 grundtro//NN|UTR|SIN|IND|NOM//parataxis//3 på//PP//case//23 området//NN|NEU|SIN|DEF|NOM//obl//21 ,//MID//punct//21 vuxit//VB|SUP|AKT//conj//21 fram//PL//advmod//25 i//PP//case//29 en//DT|UTR|SIN|IND//det//29 process//NN|UTR|SIN|IND|NOM//obl//25 ,//MID//punct//32 en//DT|UTR|SIN|IND//det//32 designprocess//NN|UTR|SIN|IND|NOM//conj//21 om//SN//mark//36 man//PN|UTR|SIN|IND|SUB//nsubj//36 så//AB//advmod//36 vill//VB|PRS|AKT//acl//32 ,//MID//punct//36 tillsammans//AB//advmod//40 med//PP//case//40 experter//NN|UTR|PLU|IND|NOM//obl//36 ,//MID//punct//42 referensgrupper//NN|UTR|PLU|IND|NOM//conj//40 ,//MID//punct//44 konferensdeltagare//NN|UTR|PLU|IND|NOM//conj//40 och//KN//cc//46 framför//PP//case//47 allt//PN|NEU|SIN|IND|SUB/OBJ//conj//40 med//PP//case//50 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 sekreterare//NN|UTR|SIN|IND|NOM//nmod//47 .//MAD//punct//21
Utredarens förord;Min//PS|UTR|SIN|DEF//nmod:poss//1 tro//NN|UTR|SIN|IND|NOM//nsubj//10 på//PP//case//3 arkitekturens//NN|UTR|SIN|DEF|GEN//nmod//1 ,//MID//punct//5 formens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 och//KN//cc//7 designens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 kraft//NN|UTR|SIN|IND|NOM//nsubj//10 är//VB|PRS|AKT//cop//10 genuin//JJ|POS|UTR|SIN|IND|NOM//ROOT//10 .//MAD//punct//10
