Gestaltad livsmiljö –  en ny politik för arkitektur, form och design ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//3 Gestaltad//PC|PRF|UTR|SIN|IND|NOM//amod//3 livsmiljö//NN|UTR|SIN|IND|NOM//nmod//0 -//MID//punct//0 en//DT|UTR|SIN|IND//det//7 ny//JJ|POS|UTR|SIN|IND|NOM//amod//7 politik//NN|UTR|SIN|IND|NOM//appos//0 för//PP//case//9 arkitektur//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//11 form//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 design//NN|UTR|SIN|IND|NOM//conj//9
Gestaltad livsmiljö –  en ny politik för arkitektur, form och design ;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet och chefen för Kulturdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 15//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 föreslå//VB|INF|AKT//acl//12 en//DT|UTR|SIN|IND//det//17 ny//JJ|POS|UTR|SIN|IND|NOM//amod//17 politik//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//19 arkitektur//NN|UTR|SIN|IND|NOM//obl//14 ,//MID//punct//21 form//NN|UTR|SIN|IND|NOM//conj//19 och//KN//cc//23 design//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//1
Till statsrådet och chefen för Kulturdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//26 beslutade//VB|PRT|AKT//parataxis//1 samtidigt//AB//advmod//26 om//PP//fixed//27 direktiv//NN|NEU|PLU|IND|NOM//fixed//27 för//PP//case//33 den//DT|UTR|SIN|DEF//det//33 särskilde//PC|PRF|MAS|SIN|DEF|NOM//amod//33 utredaren//NN|UTR|SIN|DEF|NOM//obl//26 (//PAD//punct//33 dir//NN|AN//appos//33 2014:69//RG|NOM//nmod//35 )//PAD//punct//33 .//MAD//punct//26
Till statsrådet och chefen för Kulturdepartementet;Till//PP//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//5 dag//NN|UTR|SIN|IND|NOM//obl//3 stadsbyggnadsdirektören//NN|UTR|SIN|DEF|NOM//nmod//7 Christer//PM|NOM//obl//3 Larsson//PM|NOM//flat:name//7 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//12 har//VB|PRS|AKT//aux//12 antagit//VB|SUP|AKT//parataxis//3 namnet//NN|NEU|SIN|DEF|NOM//nmod//15 Gestaltad//PC|PRF|UTR|SIN|IND|NOM//amod//15 livsmiljö//NN|UTR|SIN|IND|NOM//obj//12 –//RG|NOM//punct//19 en//DT|UTR|SIN|IND//det//19 ny//JJ|POS|UTR|SIN|IND|NOM//amod//19 politik//NN|UTR|SIN|IND|NOM//obl//12 för//PP//case//21 arkitektur//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//23 form//NN|UTR|SIN|IND|NOM//conj//21 och//KN//cc//25 design//NN|UTR|SIN|IND|NOM//conj//21 (//PAD//punct//27 Ku//PM|NOM//appos//19 2014:02//RG|NOM//nummod//27 )//PAD//punct//27 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 5//RO|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 2015//RG|NOM//nummod//4 om//PP//case//7 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//1 till//PP//case//9 utredningen//NN|UTR|SIN|DEF|NOM//nmod//7 (//PAD//punct//9 dir//NN|AN//nmod:poss//12 2015:24//RG|NOM//appos//9 )//PAD//punct//7 .//MAD//punct//1
Till statsrådet och chefen för Kulturdepartementet;Enligt//PP//case//16 tilläggsdirektiven//NN|NEU|PLU|DEF|NOM//obl//24 ska//VB|PRS|AKT//aux//24 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//24 utöver//PP//case//22 det//DT|NEU|SIN|DEF//det//22 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//18 också//AB//advmod//24 analysera//VB|INF|AKT//conj//1 och//KN//cc//26 lämna//VB|INF|AKT//conj//24 förslag//NN|NEU|SIN|IND|NOM//obj//26 på//PP//mark//39 hur//HA//advmod//30 arkitektur-//NN|UTR|-|-|SMS//nsubj:pass//39 ,//MID//punct//32 form-//NN|UTR|-|-|SMS//conj//30 och//KN//cc//34 designområdet//NN|NEU|SIN|DEF|NOM//conj//30 i//PP//case//37 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 grad//NN|UTR|SIN|IND|NOM//nmod//34 kan//VB|PRS|AKT//aux//39 präglas//VB|INF|SFO//acl//27 av//PP//case//41 dialog//NN|UTR|SIN|IND|NOM//obl:agent//39 och//KN//cc//43 delaktighet//NN|UTR|SIN|IND|NOM//conj//41 samt//KN//cc//45 bidra//VB|INF|AKT//conj//39 till//PP//case//49 en//DT|UTR|SIN|IND//det//49 hållbar//JJ|POS|UTR|SIN|IND|NOM//amod//49 samhällsutveckling//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//24
Till statsrådet och chefen för Kulturdepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 från//PP//case//8 och//KN//fixed//3 med//PP//fixed//3 den//DT|UTR|SIN|DEF//det//8 4//RO|NOM//nummod//8 september//NN|UTR|SIN|IND|NOM//nmod//11 2014//RG|NOM//nummod//10 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//11 Claes//PM|NOM//nsubj:pass//43 Eriksson//PM|NOM//flat:name//11 ,//MID//punct//11 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//15 Maria//PM|NOM//appos//11 Hansson//PM|NOM//flat:name//15 ,//MID//punct//15 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//19 Karin//PM|NOM//appos//11 von//PM|NOM//nmod//21 Hedenberg//PM|NOM//flat:name//19 ,//MID//punct//19 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//24 Kerstin//PM|NOM//appos//11 Lokrantz//PM|NOM//flat:name//24 ,//MID//punct//24 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//28 Ludvig//PM|NOM//appos//11 Lundgren//PM|NOM//flat:name//28 ,//MID//punct//11 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//32 Henrietta//PM|NOM//appos//11 Schönenstern//NN|UTR|SIN|DEF|NOM//flat:name//32 och//KN//cc//35 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//36 Anna//PM|NOM//conj//11 Carin//PM|NOM//flat:name//36 Thomér//PM|NOM//flat:name//36 .//MID//punct//11
Till statsrådet och chefen för Kulturdepartementet;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//41 David//PM|NOM//appos//11 Ek//PM|NOM//flat:name//41 förordnades//VB|PRT|SFO//conj//2 som//KN//mark//45 expert//NN|UTR|SIN|IND|NOM//xcomp//43 från//PP//case//51 och//KN//fixed//46 med//PP//fixed//46 den//DT|UTR|SIN|DEF//det//51 26//RG|NOM//nummod//51 januari//NN|UTR|SIN|IND|NOM//obl//43 2015//RG|NOM//nummod//51 .//MAD//punct//2
Till statsrådet och chefen för Kulturdepartementet;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nsubj:pass//70 Anna//PM|NOM//flat:name//54 Dammert//PM|NOM//flat//54 ,//MID//punct//54 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//59 Marcus//PM|NOM//appos//54 Hellqvist//PM|NOM//flat:name//59 ,//MID//punct//59 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//63 Sverker//PM|NOM//appos//54 Lindblad//PM|NOM//flat:name//63 och//KN//cc//66 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//67 Gerd//PM|NOM//conj//63 Mörck//PM|NOM//flat:name//67 ,//MID//punct//54 förordnades//VB|PRT|SFO//parataxis//2 som//KN//mark//72 experter//NN|UTR|PLU|IND|NOM//obl//70 från//PP//case//78 och//KN//fixed//73 med//PP//fixed//73 den//DT|UTR|SIN|DEF//det//78 23//RG|NOM//nummod//78 mars//NN|UTR|SIN|IND|NOM//nmod//72 2015//RG|NOM//nummod//78 .//MAD//punct//2
Till statsrådet och chefen för Kulturdepartementet;Den//DT|UTR|SIN|DEF//det//2 26//RG|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//obl//4 2015//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 Maria//PM|NOM//nsubj:pass//4 Hansson//PM|NOM//flat:name//5 och//KN//cc//8 Karin//PM|NOM//nmod//9 von//PM|NOM//conj//5 Hedenberg//PM|NOM//flat:name//5 som//KN//mark//12 experter//NN|UTR|PLU|IND|NOM//xcomp//4 och//KN//cc//16 den//DT|UTR|SIN|DEF//det//16 23//RG|NOM//nummod//16 mars//NN|UTR|SIN|IND|NOM//conj//12 2015//RG|NOM//nummod//16 entledigades//VB|PRT|SFO//conj//4 Henrietta//PM|NOM//nsubj:pass//18 Schönenstern//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 som//KN//mark//22 expert//NN|UTR|SIN|IND|NOM//xcomp//18 .//MAD//punct//4
Till statsrådet och chefen för Kulturdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 dessutom//AB//advmod//3 haft//VB|SUP|AKT//ROOT//3 tre//RG|NOM//nummod//5 referensgrupper//NN|UTR|PLU|IND|NOM//obj//3 ,//MID//punct//5 med//PP//case//8 representanter//NN|UTR|PLU|IND|NOM//obl//3 för//PP//case//10 myndigheter//NN|UTR|PLU|IND|NOM//nmod//8 ,//MID//punct//12 organisationer//NN|UTR|PLU|IND|NOM//conj//10 och//KN//cc//14 näringsliv//NN|NEU|SIN|IND|NOM//conj//10 knutna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//8 till//PP//case//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//15 .//MAD//punct//3
Till statsrådet och chefen för Kulturdepartementet;Som//KN//mark//2 huvudsekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//2 anställdes//VB|PRT|SFO//advcl//14 från//PP//case//6 den//DT|UTR|SIN|DEF//det//5 4//RO|NOM//nummod//6 augusti//NN|UTR|SIN|IND|NOM//nmod//10 2014//RG|NOM//nummod//8 landskapsarkitekten//NN|UTR|SIN|DEF|NOM//nmod//10 Per-Magnus//PM|NOM//nmod//10 Nilsson//PM|NOM//obl//2 .//MAD//punct//10
Till statsrådet och chefen för Kulturdepartementet;Som//KN//case//13 sekreterare//NN|UTR|SIN|IND|NOM//nsubj:pass//14 anställdes//VB|PRT|SFO//ROOT//14 från//PP//case//23 och//KN//fixed//15 med//PP//case//20 den//DT|UTR|SIN|DEF//det//19 23//RG|NOM//nummod//20 september//NN|UTR|SIN|IND|NOM//fixed//15 2014//RG|NOM//nummod//20 kommunikationschefen//NN|UTR|SIN|DEF|NOM//nmod//23 Anna//PM|NOM//obl//14 Bellander//PM|NOM//flat:name//23 och//KN//cc//26 professorn//NN|UTR|SIN|DEF|NOM//nmod//27 Christina//PM|NOM//flat//23 Zetterlund//PM|NOM//flat:name//27 .//MAD//punct//14
