Det måste gå att lita på konsumentskyddet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 konsumentskydd//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//7 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//7 rådgivning//NN|UTR|SIN|IND|NOM//nmod//4
Till statsrådet Birgitta Ohlsson;I//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 26//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//6 2013//RG|NOM//nummod//4 beslutade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 att//SN//mark//11 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 skulle//VB|PRT|AKT//aux//11 redovisa//VB|INF|AKT//ccomp//6 uppdraget//NN|NEU|SIN|DEF|NOM//obj//11 senast//AB|SUV//case//16 den//DT|UTR|SIN|DEF//det//16 31//RG|NOM//nummod//16 januari//NN|UTR|SIN|IND|NOM//obl//11 2014//RG|NOM//nummod//16 .//MAD//punct//6
Till statsrådet Birgitta Ohlsson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//15 som//HP|-|-|-//nsubj//2 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 konsumentskydd//NN|NEU|SIN|IND|NOM//nmod//4 vid//PP//case//9 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//9 rådgivning//NN|UTR|SIN|IND|NOM//nmod//6 (//PAD//punct//4 Ju//NN|AN//advmod//12 2012:14//RG|NOM//conj//0 )//PAD//punct//0 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//15 härmed//AB//advmod//15 betänkandet//NN|NEU|SIN|DEF|NOM//obj//15 Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 måste//VB|PRS|AKT//aux//20 gå//VB|INF|AKT//ccomp//15 att//IE//mark//22 lita//VB|INF|AKT//xcomp//20 på//PP//case//24 konsumentskyddet//NN|NEU|SIN|DEF|NOM//obl//22  //_SP////24 (//PAD//punct//27 SOU//PM|NOM//appos//20 2014:4//RG|NOM//nummod//27 )//PAD//punct//27 .//MAD//punct//15
Till statsrådet Birgitta Ohlsson;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 därmed//AB//advmod//34 slutfört//PC|PRF|NEU|SIN|IND|NOM//parataxis//15 .//MAD//punct//34
Till statsrådet Birgitta Ohlsson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 januari//NN|UTR|SIN|IND|NOM//obl//0 2014//RG|NOM//nummod//2
Till statsrådet Birgitta Ohlsson;Thomas//PM|NOM//ROOT//0 Norling//PM|NOM//flat:name//0 /Marcus//RG|NOM//case//3 Agnvall//PM|NOM//nmod//0


1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;1//RG|NOM//nummod//5 §//NN|AN//appos//1  //_SP////5 Denna//DT|UTR|SIN|DEF//det//8 lag//NN|UTR|SIN|IND|NOM//nsubj//9 gäller//VB|PRS|AKT//parataxis//1 skadestånd//NN|NEU|SIN|IND|NOM//obj//9 vid//PP//case//13 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//13 rådgivning//NN|UTR|SIN|IND|NOM//obl//9 som//HP|-|-|-//nsubj//17 en//DT|UTR|SIN|IND//det//16 näringsidkare//NN|UTR|SIN|IND|NOM//nsubj//17 tillhandahåller//VB|PRS|AKT//acl:relcl//13 en//DT|UTR|SIN|IND//det//19 konsument//NN|UTR|SIN|IND|NOM//obj//17 och//KN//cc//22 som//HP|-|-|-//nsubj//22 omfattar//VB|PRS|AKT//conj//9 placering//NN|UTR|SIN|IND|NOM//obj//22 av//PP//case//26 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 tillgångar//NN|UTR|PLU|IND|NOM//nmod//23 i//PP//case//29 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 instrument//NN|NEU|PLU|IND|NOM//nmod//26 eller//KN//cc//32 i//PP//case//32 livförsäkringar//NN|UTR|PLU|IND|NOM//conj//29 med//PP//case//34 sparmoment//NN|UTR|SIN|IND|NOM//nmod//32 .//MAD//punct//1
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;Lagen//NN|UTR|SIN|DEF|NOM//nsubj//40 är//VB|PRS|AKT//cop//40 dock//AB//advmod//40 inte//AB//advmod//40 tillämplig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 när//HA//mark//47 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//47 som//HP|-|-|-//nsubj//44 utför//VB|PRS|AKT//acl:relcl//42 rådgivningen//NN|UTR|SIN|DEF|NOM//obj//44 enbart//AB//advmod//47 förordar//VB|PRS|AKT//advcl//40 en//DT|UTR|SIN|IND//det//50 annan//JJ|POS|UTR|SIN|IND|NOM//amod//50 placering//NN|UTR|SIN|IND|NOM//obj//47 än//KN//mark//54 som//HP|-|-|-//nsubj:pass//54 nu//AB//advmod//54 sagts//VB|SUP|SFO//acl//50 .//MAD//punct//40
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;2//RG|NOM//nummod//57 §//NN|AN//nsubj:pass//62  //_SP////57 I//PP//case//61 denna//DT|UTR|SIN|DEF//det//61 lag//NN|UTR|SIN|IND|NOM//nmod//57 avses//VB|PRS|SFO//conj//40 med//PP//case//64 konsument//NN|UTR|SIN|IND|NOM//obl//62 ://MID//punct//64
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;en//DT|UTR|SIN|IND//det//68 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//68 person//NN|UTR|SIN|IND|NOM//appos//64 som//HP|-|-|-//nsubj//70 handlar//VB|PRS|AKT//acl:relcl//68 huvudsakligen//AB//advmod//70 för//PP//case//73 ändamål//NN|NEU|PLU|IND|NOM//obl//70 som//HP|-|-|-//nsubj//75 faller//VB|PRS|AKT//acl:relcl//73 utanför//PP//case//77 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//75 ,//MID//punct//79 näringsidkare//NN|UTR|PLU|IND|NOM//conj//75 ://MID//punct//79
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;en//DT|UTR|SIN|IND//det//85 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//85 eller//KN//cc//84 juridisk//JJ|POS|UTR|SIN|IND|NOM//conj//82 person//NN|UTR|SIN|IND|NOM//obj//75 som//HP|-|-|-//nsubj//87 handlar//VB|PRS|AKT//acl:relcl//85 för//PP//case//89 ändamål//NN|NEU|SIN|IND|NOM//obl//87 som//HP|-|-|-//nsubj//91 har//VB|PRS|AKT//acl:relcl//89 samband//NN|NEU|SIN|IND|NOM//obj//91 med//PP//case//96 den//DT|UTR|SIN|DEF//det//96 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//96 näringsverksamheten//NN|UTR|SIN|DEF|NOM//obl//91 ,//MID//punct//99 finansiellt//JJ|POS|NEU|SIN|IND|NOM//amod//99 instrument//NN|NEU|SIN|IND|NOM//conj//89 ://MID//punct//99
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//128 som//HP|-|-|-//nsubj:pass//103 anges//VB|PRS|SFO//acl:relcl//101 i//PP//case//106 1//RG|NOM//nummod//106 kap.//NN|AN//nmod//108 4//RG|NOM//nummod//108 §//NN|AN//obl//103 första//RO|NOM//amod//110 stycket//NN|NEU|SIN|DEF|NOM//nmod//108 1//RG|NOM//nummod//112 lagen//NN|UTR|SIN|DEF|NOM//obl//103 (//PAD//punct//114 2007:528//RG|NOM//appos//112 )//PAD//punct//114 om//PP//case//117 värdepappersmarknaden//NN|UTR|SIN|DEF|NOM//nmod//112 .//MAD//punct//112
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;3//RG|NOM//nummod//120 §//NN|AN//nmod//112  //_SP////120 Bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//120 i//PP//case//125 denna//DT|UTR|SIN|DEF//det//125 lag//NN|UTR|SIN|IND|NOM//nmod//122 får//VB|PRS|AKT//aux//128 inte//AB//advmod//128 frångås//VB|INF|SFO//conj//62 till//PP//case//130 nackdel//NN|UTR|SIN|IND|NOM//obl//128 för//PP//case//133 en//DT|UTR|SIN|IND//det//133 konsument//NN|UTR|SIN|IND|NOM//obl//128 .//MAD//punct//40
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;4//RG|NOM//nummod//136 §//NN|AN//appos//40  //_SP////136 Näringsidkare//NN|UTR|PLU|IND|NOM//conj//136 som//HP|-|-|-//nsubj//143 genom//PP//case//142 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//142 rådgivning//NN|UTR|SIN|IND|NOM//obl//143 uppsåtligen//AB//acl//138 eller//KN//cc//146 av//PP//case//146 oaktsamhet//NN|UTR|SIN|IND|NOM//conj//143 orsakar//VB|PRS|AKT//conj//40 konsumenten//NN|UTR|SIN|DEF|NOM//obj//147 ren//JJ|POS|UTR|SIN|IND|NOM//amod//150 förmögenhetsskada//NN|UTR|SIN|IND|NOM//nsubj//152 ska//VB|PRS|AKT//aux//152 ersätta//VB|INF|AKT//xcomp//147 skadan//NN|UTR|SIN|DEF|NOM//obj//152 .//MAD//punct//40
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;5//RG|NOM//nummod//156 §//NN|AN//appos//40  //_SP////156 Om//SN//mark//161 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//161 vill//VB|PRS|AKT//aux//161 åberopa//VB|INF|AKT//advcl//156 att//SN//mark//166 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//164 rådgivning//NN|UTR|SIN|IND|NOM//nsubj//166 har//VB|PRS|AKT//aux//166 orsakat//VB|SUP|AKT//ccomp//161 honom//PN|UTR|SIN|DEF|OBJ//obj//166 eller//KN//cc//169 henne//PN|UTR|SIN|DEF|OBJ//conj//167 ren//JJ|POS|UTR|SIN|IND|NOM//amod//171 förmögenhetsskada//NN|UTR|SIN|IND|NOM//obl//166 ,//MID//punct//175 ska//VB|PRS|AKT//aux//175 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//175 underrätta//VB|INF|AKT//parataxis//1 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//175 om//SN//case//178 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//175 inom//PP//case//181 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//181 tid//NN|UTR|SIN|IND|NOM//obl//175 efter//PP//case//183 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//181 att//SN//mark//188 han//PN|UTR|SIN|DEF|SUB//nsubj//188 eller//KN//cc//187 hon//PN|UTR|SIN|DEF|SUB//conj//185 märkt//VB|SUP|AKT//acl//181 eller//KN//cc//190 bort//AB//conj//188 märka//VB|INF|AKT//xcomp//1 att//SN//mark//195 skada//VB|INF|AKT//nsubj//195 har//VB|PRS|AKT//aux//195 uppkommit//VB|SUP|AKT//ccomp//191 .//MAD//punct//1
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;Om//SN//mark//3 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//3 inte//AB//advmod//3 underrättar//VB|PRS|AKT//advcl//14 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//3 inom//PP//case//7 den//DT|UTR|SIN|DEF//det//7 tid//NN|UTR|SIN|IND|NOM//obl//3 som//HP|-|-|-//nsubj//9 följer//VB|PRS|AKT//acl:relcl//7 av//PP//case//12 första//RO|NOM//amod//12 stycket//NN|NEU|SIN|DEF|NOM//obj//9 ,//MID//punct//14 faller//VB|PRS|AKT//ROOT//14 rätten//NN|UTR|SIN|DEF|NOM//nsubj//14 till//PP//case//17 skadestånd//NN|NEU|SIN|IND|NOM//obl//14 enligt//PP//case//20 denna//DT|UTR|SIN|DEF//det//20 lag//NN|UTR|SIN|IND|NOM//obl//14 bort//AB//advmod//14 .//MAD//punct//14
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;Detsamma//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//24 gäller//VB|PRS|AKT//parataxis//14 om//SN//mark//28 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//28 inte//AB//advmod//28 väcker//VB|PRS|AKT//advcl//24 talan//NN|UTR|SIN|IND|NOM//obj//28 inom//PP//case//32 tio//RG|NOM//nummod//32 år//NN|NEU|PLU|IND|NOM//obl//28 från//PP//case//34 rådgivningstillfället//NN|NEU|SIN|DEF|NOM//obl//28 .//MAD//punct//24
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;1//RG|NOM//punct//14 .//MAD//punct//14
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;Denna//DT|UTR|SIN|DEF//det//39 lag//NN|UTR|SIN|IND|NOM//nsubj//40 träder//VB|PRS|AKT//advcl//14 i//PP//compound:prt//40 kraft//NN|UTR|SIN|IND|NOM//fixed//41 den//DT|UTR|SIN|DEF//det//44 XX//RO|NOM//obl//40 ,//MID//punct//57 då//HA//advmod//57 lagen//NN|UTR|SIN|DEF|NOM//nsubj//57 (//PAD//punct//49 2003:862//RG|NOM//nmod//47 )//PAD//punct//49 om//PP//case//53 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//53 rådgivning//NN|UTR|SIN|IND|NOM//nmod//49 till//PP//case//55 konsumenter//NN|UTR|PLU|IND|NOM//nmod//53 ska//VB|PRS|AKT//aux//57 upphöra//VB|INF|AKT//acl:relcl//44 att//IE//mark//59 gälla//VB|INF|AKT//xcomp//57 .//MAD//punct//14
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;2//RG|NOM//dep//14 .//MAD//punct//14
1.1 Förslag till lag (2014:000) om skadestånd vid finansiell rådgivning till konsumenter;För//PP//case//64 rådgivning//NN|UTR|SIN|IND|NOM//obl//87 som//HP|-|-|-//nsubj:pass//67 har//VB|PRS|AKT//aux//67 lämnats//VB|SUP|SFO//acl:relcl//64 före//PP//case//69 ikraftträdandet//NN|NEU|SIN|DEF|NOM//obl//67 ska//VB|PRS|AKT//aux//87 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj:pass//87 i//PP//case//78 6//RG|NOM//nummod//76 och//KN//cc//73 7//RG|NOM//nummod//73 §//NN|AN//nmod//77 §//NN|AN//nmod//78 lagen//NN|UTR|SIN|DEF|NOM//nmod//71 (//PAD//punct//80 2003:862//RG|NOM//nmod//78 )//PAD//punct//80 om//PP//case//84 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//84 rådgivning//NN|UTR|SIN|IND|NOM//nmod//78 till//PP//case//86 konsumenter//NN|UTR|PLU|IND|NOM//nmod//84 tillämpas//VB|PRS|SFO//conj//14 .//MAD//punct//14

1.2 Förslag till lag om ändring i lagen (2011:1211) om Konsumentombudsmannens medverkan i vissa tvister;Härmed//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//16 2//RG|NOM//nummod//4 §//NN|AN//nmod//5 lagen//NN|UTR|SIN|DEF|NOM//nsubj//16 (//PAD//punct//7 2011:1211//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//11 Konsumentombudsmannens//PM|GEN//nmod:poss//11 medverkan//NN|UTR|SIN|IND|NOM//nmod//5 i//PP//case//14 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 tvister//NN|UTR|PLU|IND|NOM//nmod//11 ska//VB|PRS|AKT//aux//16 ha//VB|INF|AKT//dep//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 lydelse//NN|UTR|SIN|IND|NOM//obj//16 .//MAD//punct//16
1.2 Förslag till lag om ändring i lagen (2011:1211) om Konsumentombudsmannens medverkan i vissa tvister;2//RG|NOM//nummod//21 §//NN|AN//obl//16
1.2 Förslag till lag om ändring i lagen (2011:1211) om Konsumentombudsmannens medverkan i vissa tvister;I//PP//case//2 en//DT|UTR|SIN|IND//det//2 tvist//NN|UTR|SIN|IND|NOM//obl//11 mellan//PP//case//5 en//DT|UTR|SIN|IND//det//5 konsument//NN|UTR|SIN|IND|NOM//nmod//2 och//KN//cc//8 en//DT|UTR|SIN|IND//det//8 näringsidkare//NN|UTR|SIN|IND|NOM//conj//5 får//VB|PRS|AKT//aux//11 Konsumentombudsmannen//NN|UTR|SIN|DEF|NOM//nsubj//11 besluta//VB|INF|AKT//ROOT//11 att//IE//mark//13 biträda//VB|INF|AKT//xcomp//11 konsumenten//NN|UTR|SIN|DEF|NOM//obj//13 som//KN//mark//16 ombud//NN|NEU|SIN|IND|NOM//xcomp//13 vid//PP//case//19 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//19 domstol//NN|UTR|SIN|IND|NOM//obl//13 och//KN//cc//22 hos//PP//case//22 Kronofogdemyndigheten//PM|NOM//conj//19 ,//MID//punct//13 om//SN//mark//26 tvisten//NN|UTR|SIN|DEF|NOM//nsubj//26 är//VB|PRS|AKT//ccomp//11 av//PP//case//28 betydelse//NN|UTR|SIN|IND|NOM//obl//26 för//PP//case//30 rättstillämpningen//NN|UTR|SIN|DEF|NOM//nmod//28 eller//KN//cc//35 om//SN//mark//35 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 annars//AB//advmod//35 finns//VB|PRS|SFO//conj//26 ett//DT|NEU|SIN|IND//det//38 allmänt//JJ|POS|NEU|SIN|IND|NOM//amod//38 konsumentintresse//NN|NEU|SIN|IND|NOM//nsubj//35 av//PP//mark//42 att//SN//mark//42 tvisten//NN|UTR|SIN|DEF|NOM//nsubj:pass//42 prövas//VB|PRS|SFO//acl//38 .//MAD//punct//11
