Det måste gå att lita på konsumentskyddet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 konsumentskydd//NN|NEU|SIN|IND|NOM//nmod//2 vid//PP//case//7 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//7 rådgivning//NN|UTR|SIN|IND|NOM//nmod//4
Det måste gå att lita på konsumentskyddet;Stockholm//PM|NOM//ROOT//0 2014//RG|NOM//nummod//0

Till statsrådet Birgitta Ohlsson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 27//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//1 2012//RG|NOM//nummod//4 att//IE//mark//7 bemyndiga//VB|INF|AKT//advcl//1 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Birgitta//PM|NOM//obj//7 Ohlsson//PM|NOM//flat:name//9 att//IE//mark//12 tillkalla//VB|INF|AKT//xcomp//7 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 för//PP//mark//18 att//IE//mark//18 föreslå//VB|INF|AKT//advcl//12 åtgärder//NN|UTR|PLU|IND|NOM//obj//18 som//HP|-|-|-//nsubj//21 förbättrar//VB|PRS|AKT//acl:relcl//19 konsumenternas//NN|UTR|PLU|DEF|GEN//nmod:poss//23 ställning//NN|UTR|SIN|IND|NOM//obj//21 vid//PP//case//26 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//26 rådgivning//NN|UTR|SIN|IND|NOM//obl//21 .//MAD//punct//1
Till statsrådet Birgitta Ohlsson;Med//PP//case//1 stöd//NN|NEU|SIN|IND|NOM//obl//5 av//PP//case//4 samma//DT|UTR/NEU|SIN/PLU|IND//det//4 bemyndigande//NN|NEU|SIN|IND|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//5 den//DT|UTR|SIN|DEF//det//8 13//RG|NOM//nummod//8 november//NN|UTR|SIN|IND|NOM//nsubj:pass//5 2012//RG|NOM//punct//8 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//11 Thomas//PM|NOM//conj//8 Norling//PM|NOM//flat:name//11 som//KN//mark//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//5
Till statsrådet Birgitta Ohlsson;Till//PP//case//1 experter//NN|UTR|PLU|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 samma//DT|UTR/NEU|SIN/PLU|IND//det//4 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//2 biträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//7 Joachim//PM|NOM//dep//2 Allard//PM|NOM//flat:name//7 ,//MID//punct//7 beredningsjuristen//NN|UTR|SIN|DEF|NOM//nmod//11 Cecilia//PM|NOM//appos//7 Blomqvist//PM|NOM//flat:name//11 ,//MID//punct//11 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 direktören//NN|UTR|SIN|DEF|NOM//nmod//16 Charlotta//PM|NOM//nmod//17 Carlberg//PM|NOM//nmod//11 ,//MID//punct//11 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//20 Catarina//PM|NOM//appos//7 Erséus//PM|NOM//flat:name//20 ,//MID//punct//20 enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//24 Anders//PM|NOM//appos//20 Evenås//PM|NOM//flat//24 ,//MID//punct//20 biträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//29 Lena//PM|NOM//conj//7 Falk//PM|NOM//flat:name//29 ,//MID//punct//32 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//33 Marie//PM|NOM//flat:name//7 Hosinsky//PM|NOM//flat//33 ,//MID//punct//33 docenten//NN|UTR|SIN|DEF|NOM//nmod//37 Fredric//PM|NOM//nmod//38 Korling//PM|NOM//flat:name//7 ,//MID//punct//7 projektledaren//NN|UTR|SIN|DEF|NOM//nmod//41 Jakob//PM|NOM//appos//7 König//PM|NOM//flat:name//41 ,//MID//punct//41 hovrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//45 Staffan//PM|NOM//appos//7 Lind//PM|NOM//flat:name//45 ,//MID//punct//45 juristen//NN|UTR|SIN|DEF|NOM//nmod//49 Sara//PM|NOM//conj//7 Mitelman//PM|NOM//flat:name//49 ,//MID//punct//52 rättssakkunnige//NN|NEU|SIN|IND|NOM//conj//7 ,//MID//punct//7 numera//AB//advmod//55 rådmannen//NN|UTR|SIN|DEF|NOM//appos//7 ,//MID//punct//7 Niklas//PM|NOM//parataxis//2 Schüllerqvist//PM|NOM//flat:name//57 ,//MID//punct//57 bankjuristen//NN|UTR|SIN|DEF|NOM//nmod//61 Marie-Louise//PM|NOM//appos//57 Ulfward//PM|NOM//flat//61 ,//MID//punct//64 ekonomen//NN|UTR|SIN|DEF|NOM//nmod//65 Åsa//PM|NOM//conj//61 Wesshagen//PM|NOM//flat//65 och//KN//cc//69 chefen//NN|UTR|SIN|DEF|NOM//nmod//69 Kicki//PM|NOM//conj//61 Westerståhl//PM|NOM//flat:name//69 .//MAD//punct//57
Till statsrådet Birgitta Ohlsson;Från//PP//advmod//77 och//KN//fixed//72 med//PP//fixed//72 den//DT|UTR|SIN|DEF//det//77 12//RG|NOM//nummod//77 december//NN|UTR|SIN|IND|NOM//obl//79 2012//RG|NOM//nummod//77 förordnades//VB|PRT|SFO//parataxis//2 även//AB//advmod//79 stabschefen//NN|UTR|SIN|DEF|NOM//nmod//82 Sten//PM|NOM//nsubj//79 Eriksson//PM|NOM//flat:name//82 som//KN//mark//85 expert//NN|UTR|SIN|IND|NOM//advcl//82 .//MAD//punct//2
Till statsrådet Birgitta Ohlsson;Enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//1 Anders//PM|NOM//nsubj:pass//3 Evenås//PM|NOM//flat//1 entledigades//VB|PRT|SFO//ROOT//3 från//PP//case//6 sitt//PS|NEU|SIN|DEF//nmod:poss//6 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 från//PP//case//12 och//KN//fixed//7 med//PP//fixed//7 den//DT|UTR|SIN|DEF//det//12 1//RO|NOM//nummod//12 maj//NN|UTR|SIN|IND|NOM//obl//3 2013//RG|NOM//nummod//12 .//MAD//punct//3
Till statsrådet Birgitta Ohlsson;Från//PP//advmod//20 och//KN//fixed//15 med//PP//case//19 samma//DT|UTR/NEU|SIN/PLU|IND//det//19 datum//NN|NEU|SIN|IND|NOM//obl//20 förordnades//VB|PRT|SFO//conj//3 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//22 Robert//PM|NOM//nsubj//20 Karlsson//PM|NOM//flat:name//22 som//KN//mark//25 expert//NN|UTR|SIN|IND|NOM//xcomp//20 .//MAD//punct//3
Till statsrådet Birgitta Ohlsson;Till//PP//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//10 och//KN//cc//7 med//PP//conj//5 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 januari//NN|UTR|SIN|IND|NOM//obl//4 2013//RG|NOM//nummod//10 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//10 ,//MID//punct//10 numera//AB//advmod//15 rådmannen//NN|UTR|SIN|DEF|NOM//appos//10 ,//MID//punct//17 Marcus//PM|NOM//conj//10 Agnvall//PM|NOM//flat:name//17 .//MAD//punct//4
Till statsrådet Birgitta Ohlsson;Vidare//AB|KOM//advmod//8 har//VB|PRS|AKT//aux//8 på//PP//case//3 uppdragsbasis//NN|UTR|SIN|IND|NOM//obl//4 ekonomie//JJ|POS|UTR|SIN|IND|NOM//amod//5 licentiat//NN|UTR|SIN|IND|NOM//nmod//6 Malin//PM|NOM//nsubj:pass//8 Björkmo//PM|NOM//flat:name//6 anlitats//VB|SUP|SFO//ROOT//8 för//PP//mark//11 att//IE//mark//11 bistå//VB|INF|AKT//advcl//8 utredningen//NN|UTR|SIN|DEF|NOM//obj//11 vid//PP//case//14 utformningen//NN|UTR|SIN|DEF|NOM//nmod//12 av//PP//case//17 kapitel//NN|NEU|SIN|IND|NOM//nmod//17 3//RG|NOM//nmod//14 i//PP//case//19 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//14 .//MAD//punct//8
