i internationella situationer – 1996 års Haagkonvention m.m.;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 föräldraansvar//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 skydd//NN|NEU|SIN|IND|NOM//conj//4 av//PP//case//8 barn//NN|NEU|PLU|IND|NOM//nmod//6 i//PP//case//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 situationer//NN|UTR|PLU|IND|NOM//nmod//8


Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 4//RO|NOM//nummod//4 mars//NN|UTR|SIN|IND|NOM//obl//1 2004//RG|NOM//nummod//4 att//IE//mark//7 ge//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 i//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 lämna//VB|INF|AKT//acl//12 förslag//NN|NEU|SIN|IND|NOM//obj//14 om//PP//case//19 ett//DT|NEU|SIN|IND//det//19 svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//19 tillträde//NN|NEU|SIN|IND|NOM//nmod//15 till//PP//case//23 1996//RG|NOM//nummod//22 års//NN|NEU|SIN|IND|GEN//nmod:poss//23 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//19 om//PP//case//25 behörighet//NN|UTR|SIN|IND|NOM//nmod//23 ,//MID//punct//28 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//28 lag//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//30 erkännande//NN|NEU|SIN|IND|NOM//conj//23 ,//MID//punct//32 verkställighet//NN|UTR|SIN|IND|NOM//conj//30 och//KN//cc//34 samarbete//NN|NEU|SIN|IND|NOM//conj//30 i//PP//case//36 frågor//NN|UTR|PLU|IND|NOM//nmod//34 om//PP//case//38 föräldraansvar//NN|NEU|SIN|IND|NOM//nmod//36 och//KN//cc//40 åtgärder//NN|UTR|PLU|IND|NOM//conj//38 till//PP//case//42 skydd//NN|NEU|SIN|IND|NOM//nmod//40 för//PP//case//44 barn//NN|NEU|PLU|IND|NOM//nmod//40 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;I//PP//case//47 uppdraget//NN|NEU|SIN|DEF|NOM//obl//48 ingick//VB|PRT|AKT//conj//1 även//AB//advmod//51 att//IE//mark//51 föreslå//VB|INF|AKT//advcl//48 de//DT|UTR/NEU|PLU|DEF//det//54 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 bestämmelser//NN|UTR|PLU|IND|NOM//obj//51 som//HP|-|-|-//nsubj:pass//56 behövs//VB|PRS|SFO//acl:relcl//54 till//PP//case//61 den//DT|UTR|SIN|DEF//det//60 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 Bryssel//PM|NOM//nmod//61 IIförordningen//PM|NOM//obl//56 (//PAD//punct//61 EG//PM|NOM//appos//61 )//PAD//punct//61 nr//NN|AN//nmod//66 2201/2003//RG|NOM//obl//56 av//PP//case//70 den//DT|UTR|SIN|DEF//det//70 27//RG|NOM//nummod//70 november//NN|UTR|SIN|IND|NOM//nmod//66 2003//RG|NOM//nummod//70 om//PP//case//74 domstols//NN|UTR|SIN|IND|GEN//amod//74 behörighet//NN|UTR|SIN|IND|NOM//nmod//70 och//KN//cc//77 om//PP//case//77 erkännande//NN|NEU|SIN|IND|NOM//conj//74 och//KN//cc//79 verkställighet//NN|UTR|SIN|IND|NOM//conj//77 av//PP//case//81 domar//NN|UTR|PLU|IND|NOM//nmod//79 i//PP//case//83 äktenskapsmål//NN|NEU|SIN|IND|NOM//nmod//81 och//KN//cc//85 mål//NN|NEU|SIN|IND|NOM//conj//83 om//PP//case//87 föräldraansvar//NN|NEU|SIN|IND|NOM//nmod//85 samt//KN//cc//90 om//PP//mark//90 upphävande//NN|NEU|SIN|IND|NOM//conj//56 av//PP//case//92 förordning//NN|UTR|SIN|IND|NOM//obl:agent//90 (//PAD//punct//94 EG//PM|NOM//appos//92 )//PAD//punct//94 nr//NN|AN//nmod//97 1347/2000//RG|NOM//conj//92 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//100 beslutade//VB|PRT|AKT//parataxis//1 den//DT|UTR|SIN|DEF//det//103 19//RG|NOM//nummod//103 maj//NN|UTR|SIN|IND|NOM//obl//100 2005//RG|NOM//nummod//103 om//PP//case//106 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//100 .//MAD//punct//100
Till statsrådet och chefen för Justitiedepartementet;Den//DT|UTR|SIN|DEF//det//2 26//RG|NOM//nummod//2 mars//NN|UTR|SIN|IND|NOM//nsubj//4 2004//RG|NOM//nummod//2 utsåg//VB|PRT|AKT//ROOT//4 chefen//NN|UTR|SIN|DEF|NOM//nsubj//4 för//PP//case//7 Justitiedepartementet//PM|NOM//nmod//5 ,//MID//punct//10 statsrådet//NN|NEU|SIN|DEF|NOM//nmod//10 Thomas//PM|NOM//conj//5 Bodström//PM|NOM//flat:name//10 ,//MID//punct//10 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//14 Ulrika//PM|NOM//conj//5 Beergrehn//PM|NOM//flat:name//14 till//PP//case//18 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//18 utredare//NN|UTR|SIN|IND|NOM//obl//4 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//21 sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//24 i//PP//case//23 utredningen//NN|UTR|SIN|DEF|NOM//nmod//21 förordnades//VB|PRT|SFO//parataxis//4 den//DT|UTR|SIN|DEF//det//27 31//RG|NOM//nummod//27 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//24 2004//RG|NOM//nummod//27 ämnessakkunnige//VB|PRS|AKT//mark//52 Patrik//PM|NOM//nsubj//29 Alm//PM|NOM//flat:name//30 ,//MID//punct//34 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//34 Carin//PM|NOM//nsubj:pass//52 Jahn//PM|NOM//flat:name//34 ,//MID//punct//34 ämnessakkunnige//JJ|POS|MAS|SIN|DEF|NOM//advmod//38 Torbjörn//PM|NOM//nsubj:pass//52 Malm//PM|NOM//flat:name//38 ,//MID//punct//38 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//42 Bengt//PM|NOM//conj//38 Sjöberg//PM|NOM//flat:name//42 och//KN//cc//46 numera//AB//advmod//46 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//47 Patrik//PM|NOM//dislocated//52 Örnsved//PM|NOM//flat:name//47 .//MID//punct//47
Till statsrådet och chefen för Justitiedepartementet;Patrik//PM|NOM//nsubj:pass//52 Örnsved//PM|NOM//flat//50 entledigades//VB|PRT|SFO//advcl//4 fr.o.m.//AB|AN//case//56 den//DT|UTR|SIN|DEF//det//56 10//RG|NOM//nummod//56 september//NN|UTR|SIN|IND|NOM//obl//52 2004//RG|NOM//nummod//56 och//KN//cc//61 Patrik//PM|NOM//nsubj:pass//61 Alm//PM|NOM//flat:name//59 entledigades//VB|PRT|SFO//conj//52 fr.o.m.//AB|AN//case//65 den//DT|UTR|SIN|DEF//det//65 20//RG|NOM//nummod//65 januari//NN|UTR|SIN|IND|NOM//obl//61 2005//RG|NOM//nummod//65 .//MAD//punct//4
Till statsrådet och chefen för Justitiedepartementet;Numera//AB//advmod//72 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//70 Mattias//PM|NOM//nsubj:pass//72 Wahlstedt//PM|NOM//flat//70 förordnades//VB|PRT|SFO//parataxis//4 som//KN//case//74 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//obl//72 fr.o.m.//AB|AN//case//78 den//DT|UTR|SIN|DEF//det//78 11//RG|NOM//nummod//78 mars//NN|UTR|SIN|IND|NOM//obl//72 2005//RG|NOM//nummod//78 .//MID//punct//72
Till statsrådet och chefen för Justitiedepartementet;Bengt//PM|NOM//nsubj:pass//83 Sjöberg//PM|NOM//flat:name//81 entledigades//VB|PRT|SFO//parataxis//72 fr.o.m.//AB|AN//case//87 den//DT|UTR|SIN|DEF//det//87 2//RO|NOM//nummod//87 september//NN|UTR|SIN|IND|NOM//obl//83 2005//RG|NOM//nummod//87 och//KN//cc//92 samma//DT|UTR/NEU|SIN/PLU|IND//det//91 dag//NN|UTR|SIN|IND|NOM//obl//92 förordnades//VB|PRT|SFO//conj//83 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//94 Örjan//PM|NOM//nsubj//92 Landelius//PM|NOM//flat:name//94 som//KN//mark//97 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//92 .//MAD//punct//4
