i internationella situationer – 1996 års Haagkonvention m.m.;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 föräldraansvar//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 skydd//NN|NEU|SIN|IND|NOM//conj//4 av//PP//case//8 barn//NN|NEU|PLU|IND|NOM//nmod//6 i//PP//case//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 situationer//NN|UTR|PLU|IND|NOM//nmod//8
Till statsrådet och chefen för Justitiedepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//2 förordnades//VB|PRT|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 31//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nsubj:pass//2 2004//RG|NOM//nummod//5 advokaten//NN|UTR|SIN|DEF|NOM//nmod//8 Elias//PM|NOM//appos//5 Arfwedson//PM|NOM//flat//8 ,//MID//punct//5 numera//AB//advmod//13 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//13 Meit//PM|NOM//compound//14 Camving//PM|NOM//conj//5 ,//MID//punct//5 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//17 Suzanne//PM|NOM//appos//5 Julin//PM|NOM//flat:name//17 ,//MID//punct//17 professorn//NN|UTR|SIN|DEF|NOM//nmod//21 Maarit//PM|NOM//acl:relcl//5 Jänterä-Jareborg//PM|NOM//conj//5 och//KN//cc//25 kammarrättslagmannen//NN|UTR|SIN|DEF|NOM//nmod//25 Christer//PM|NOM//conj//5 Sjödin//PM|NOM//flat:name//25 .//MAD//punct//2
Till statsrådet och chefen för Justitiedepartementet;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//3 Boel//PM|NOM//flat:name//0 Wermelin-Börjesson//PM|NOM//flat:name//1 anställdes//VB|PRT|SFO//ROOT//3 som//KN//case//5 sekreterare//NN|UTR|SIN|IND|NOM//obl//3 i//PP//case//7 utredningen//NN|UTR|SIN|DEF|NOM//nmod//5 fr.o.m.//AB|AN//case//11 den//DT|UTR|SIN|DEF//det//11 3//RO|NOM//nummod//11 maj//NN|UTR|SIN|IND|NOM//obl//3 2004//RG|NOM//nummod//11 .//MAD//punct//3
Till statsrådet och chefen för Justitiedepartementet;Delbetänkandet//NN|NEU|SIN|DEF|NOM//det//2 Kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//12 till//PP//case//7 den//DT|UTR|SIN|DEF//det//6 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 Bryssel//PM|NOM//nmod//7 II-förordningen//NN|UTR|SIN|DEF|NOM//nmod//2 (//PAD//punct//7 SOU//PM|NOM//appos//7 2004:80//RG|NOM//nummod//9 )//PAD//punct//7 överlämnades//VB|PRT|SFO//ROOT//12 i//PP//case//14 juli//NN|UTR|SIN|IND|NOM//obl//12 2004//RG|NOM//nummod//14 .//MAD//punct//12
Till statsrådet och chefen för Justitiedepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 överlämnar//VB|PRS|AKT//ROOT//1 härmed//AB//advmod//1 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//4 Föräldraansvar//NN|NEU|SIN|IND|NOM//obj//1 och//KN//cc//6 åtgärder//NN|UTR|PLU|IND|NOM//conj//4 till//PP//case//8 skydd//NN|NEU|SIN|IND|NOM//nmod//6 för//PP//case//10 barn//NN|NEU|PLU|IND|NOM//nmod//6 i//PP//case//13 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 situationer//NN|UTR|PLU|IND|NOM//nmod//10 –//NN|AN//punct//4 1996//RG|NOM//nummod//16 års//NN|NEU|SIN|IND|GEN//nmod//17 Haagkonvention//NN|UTR|SIN|IND|NOM//conj//4 m.m.//AB|AN//conj//17 (//PAD//punct//20 SOU//PM|NOM//parataxis//1 2005:111//RG|NOM//nummod//20 )//PAD//punct//20 .//MAD//punct//28
Till statsrådet och chefen för Justitiedepartementet;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//25 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//28 är//VB|PRS|AKT//cop//28 härmed//AB//advmod//28 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//1 .//MAD//punct//1
Till statsrådet och chefen för Justitiedepartementet;Stockholm//PM|NOM//ROOT//0 den//DT|UTR|SIN|DEF//det//3 12//RG|NOM//nummod//3 december//NN|UTR|SIN|IND|NOM//obj//0 2005//RG|NOM//nummod//3
Till statsrådet och chefen för Justitiedepartementet;Ulrika//PM|NOM//nmod//1 Beergrehn//PM|NOM//ROOT//1 /Boel//RG|NOM//case//4 Wermelin-Börjesson//PM|NOM//nmod//4 6.2//RG|NOM//nmod//1 Särskilt//AB//advmod//1 om//PP//case//7 förhållandet//NN|NEU|SIN|DEF|NOM//obl//1 mellan//PP//case//9 Bryssel//PM|NOM//nmod//7  //_SP////9 II-förordningen//NN|UTR|SIN|DEF|NOM//conj//9 6.3//RG|NOM//nmod//13 Förhållandet//NN|NEU|SIN|DEF|NOM//nmod//7 mellan//PP//case//17 1996//RG|NOM//nummod//16 års//NN|NEU|SIN|IND|GEN//nmod:poss//17 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//13 och//KN//cc//19 7.1//RG|NOM//conj//17 Allmänt//AB|POS//nmod//13 om//PP//case//22 behörighetsreglerna//NN|UTR|PLU|DEF|NOM//nmod//20 i//PP//case//27 1996//RG|NOM//nummod//25 års//NN|NEU|SIN|IND|GEN//nmod:poss//26 7.7//RG|NOM//nmod//27 Åtgärder//NN|UTR|PLU|IND|NOM//nmod//22 i//PP//case//30 brådskande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 fall//NN|NEU|PLU|IND|NOM//nmod//27 och//KN//cc//32 åtgärder//NN|UTR|PLU|IND|NOM//conj//30 med//PP//case//35 territoriell//JJ|POS|UTR|SIN|IND|NOM//amod//35 16.3//RG|NOM//nummod//36 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//32 till//PP//case//38 lag//NN|UTR|SIN|IND|NOM//nmod//32 om//PP//case//40 ändring//NN|UTR|SIN|IND|NOM//nmod//38 i//PP//case//42 lagen//NN|UTR|SIN|DEF|NOM//nmod//40 (//PAD//punct//45 1904:26//RG|NOM//nmod//45 s.1//NN|AN//appos//13 )//PAD//punct//45 om//PP//case//50 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 rättsförhållanden//NN|NEU|PLU|IND|NOM//nmod//7 rörande//PP//case//52 äktenskap//NN|NEU|SIN|IND|NOM//nmod//50 16.7//RG|NOM//nummod//54 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//50 till//PP//case//56 lag//NN|UTR|SIN|IND|NOM//nmod//50 om//PP//case//58 ändring//NN|UTR|SIN|IND|NOM//nmod//56 i//PP//case//60 lagen//NN|UTR|SIN|DEF|NOM//nmod//58 (//PAD//punct//62 2001:394//RG|NOM//nmod//60 )//PAD//punct//62 med//PP//case//66 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//50 till//PP//case//68 Bryssel//PM|NOM//nmod//66 II-//PM|NOM//nmod//7


1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Härigenom//AB//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;1//RG|NOM//nummod//5 §//NN|AN//nmod//6 Artiklarna//NN|UTR|PLU|DEF|NOM//obl//1 1–56//NN|NEU|SIN|IND|NOM//nummod//6 i//PP//case//9 den//DT|UTR|SIN|DEF//obl//1 i//PP//case//11 Haag//PM|NOM//obl//1 den//DT|UTR|SIN|DEF//det//14 19//RG|NOM//nummod//14 oktober//NN|UTR|SIN|IND|NOM//obl//1 1996//RG|NOM//nummod//14 dagtecknade//VB|PRT|AKT//amod//42 konventionen//NN|UTR|SIN|DEF|NOM//nsubj//16 om//PP//case//19 behörighet//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//22 tillämplig//JJ|POS|UTR|SIN|IND|NOM//amod//22 lag//NN|UTR|SIN|IND|NOM//conj//19 ,//MID//punct//24 erkännande//NN|NEU|SIN|IND|NOM//conj//19 ,//MID//punct//26 verkställighet//NN|UTR|SIN|IND|NOM//conj//19 och//KN//cc//28 samarbete//NN|NEU|SIN|IND|NOM//conj//19 i//PP//case//30 frågor//NN|UTR|PLU|IND|NOM//nmod//28 om//PP//case//32 föräldraansvar//NN|NEU|SIN|IND|NOM//nmod//30 och//KN//cc//34 åtgärder//NN|UTR|PLU|IND|NOM//conj//32 till//PP//case//36 skydd//NN|NEU|SIN|IND|NOM//nmod//34 för//PP//case//38 barn//NN|NEU|PLU|IND|NOM//nmod//34 (//PAD//punct//16 1996//RG|NOM//nummod//41 års//NN|NEU|SIN|IND|GEN//nmod:poss//42 Haagkonvention//NN|UTR|SIN|IND|NOM//obl//1 )//PAD//punct//1 skall//VB|PRS|AKT//aux//48 i//PP//case//47 originaltexternas//NN|UTR|PLU|DEF|GEN//nmod:poss//47 lydelse//NN|UTR|SIN|IND|NOM//obl//48 gälla//VB|INF|AKT//conj//1 som//KN//mark//50 lag//NN|UTR|SIN|IND|NOM//obl//48 här//AB//advmod//48 i//PP//case//53 landet//NN|NEU|SIN|DEF|NOM//obl//48 .//MAD//punct//1
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Originaltexterna//NN|UTR|PLU|DEF|NOM//nsubj//57 skall//VB|PRS|AKT//aux//57 ha//VB|INF|AKT//parataxis//1 samma//DT|UTR/NEU|SIN/PLU|IND//det//59 giltighet//NN|UTR|SIN|IND|NOM//obj//57 .//MAD//punct//57
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Originaltexterna//NN|UTR|PLU|DEF|NOM//nsubj//1 finns//VB|PRS|SFO//ROOT//1 tillsammans//AB//advmod//1 med//PP//case//6 en//DT|UTR|SIN|IND//det//6 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//6 översättning//NN|UTR|SIN|IND|NOM//obl//1 intagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//6 som//KN//case//9 bilaga//NN|UTR|SIN|IND|NOM//obl//7 till//PP//case//12 denna//DT|UTR|SIN|DEF//det//12 lag//NN|UTR|SIN|IND|NOM//obl//7 .//MAD//punct//1
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Socialnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 behörighet//NN|UTR|SIN|IND|NOM//nsubj//9 i//PP//case//4 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 fall//NN|NEU|PLU|IND|NOM//nmod//1 2//RG|NOM//nummod//6 §//NN|AN//nmod//7 Socialnämnden//NN|UTR|SIN|DEF|NOM//nmod//1 är//VB|PRS|AKT//cop//9 behörig//JJ|POS|UTR|SIN|IND|NOM//ROOT//9 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//11 myndighet//NN|UTR|SIN|IND|NOM//obj//9 att//SN//mark//27 1//RG|NOM//discourse//27 .//MAD//punct//13
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;upprätta//VB|INF|AKT//advcl//27 rapporter//NN|UTR|PLU|IND|NOM//obj//15 enligt//PP//case//19 artikel//NN|UTR|SIN|IND|NOM//nmod//19 32//RG|NOM//obl//15 i//PP//case//23 1996//RG|NOM//nummod//22 års//NN|NEU|SIN|IND|GEN//nmod:poss//23 Haagkonvention//NN|UTR|SIN|IND|NOM//obl//15 ,//MID//punct//23 2//RG|NOM//obl//15 .//MAD//punct//15
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;godkänna//VB|INF|AKT//acl//11 en//DT|UTR|SIN|IND//det//30 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//30 myndighets//NN|UTR|SIN|IND|GEN//nmod:poss//31 placering//NN|UTR|SIN|IND|NOM//obj//27 av//PP//case//34 ett//DT|NEU|SIN|IND//det//34 barn//NN|NEU|SIN|IND|NOM//nmod//31 i//PP//case//36 Sverige//PM|NOM//nmod//34 enligt//PP//case//39 artikel//NN|UTR|SIN|IND|NOM//nmod//39 33//RG|NOM//obl//27 i//PP//case//43 1996//RG|NOM//nummod//42 års//NN|NEU|SIN|IND|GEN//nmod:poss//43 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//27 samt//KN//cc//46 3//RG|NOM//conj//27 .//MAD//punct//27
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;samla//VB|INF|AKT//conj//9 upplysningar//NN|UTR|PLU|IND|NOM//obj//48 och//KN//cc//51 uttala//VB|INF|AKT//conj//48 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//51 i//PP//case//54 frågan//NN|UTR|SIN|DEF|NOM//obl//51 om//PP//case//58 en//DT|UTR|SIN|IND//det//57 förälders//NN|UTR|SIN|IND|GEN//nmod:poss//58 lämplighet//NN|UTR|SIN|IND|NOM//nmod//54 i//PP//case//60 umgängesfrågan//NN|UTR|SIN|DEF|NOM//nmod//58 enligt//PP//case//63 artikel//NN|UTR|SIN|IND|NOM//nmod//63 35.2//RG|NOM//obl//51 i//PP//case//67 1996//RG|NOM//nummod//66 års//NN|NEU|SIN|IND|GEN//nmod:poss//67 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//63 .//MAD//punct//48
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;3//RG|NOM//nummod//70 §//NN|AN//nsubj//76 Om//PP//case//72 behörighet//NN|UTR|SIN|IND|NOM//nmod//70 för//PP//case//75 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//75 socialnämnd//NN|UTR|SIN|IND|NOM//nmod//72 föreligger//VB|PRS|AKT//conj//9 i//PP//case//82 enlighet//NN|UTR|SIN|IND|NOM//fixed//77 med//PP//fixed//77 1996//RG|NOM//nummod//81 års//NN|NEU|SIN|IND|GEN//nmod:poss//82 Haagkonvention//NN|UTR|SIN|IND|NOM//obl//76 och//KN//cc//85 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//85 socialnämnd//NN|UTR|SIN|IND|NOM//conj//82 saknas//VB|PRS|SFO//conj//76 ,//MID//punct//93 är//VB|PRS|AKT//cop//93 socialnämnden//NN|UTR|SIN|DEF|NOM//nsubj//93 i//PP//case//92 Stockholms//PM|GEN//nmod:poss//92 kommun//NN|UTR|SIN|IND|NOM//obl//93 behörig//JJ|POS|UTR|SIN|IND|NOM//conj//76 .//MAD//punct//76
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Interimistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 beslut//NN|NEU|PLU|IND|NOM//nmod//4 4//RG|NOM//nummod//3 §//NN|AN//nmod//4 Beslut//NN|NEU|SIN|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj:pass//6 avses//VB|PRS|SFO//acl:relcl//4 i//PP//case//9 6//RG|NOM//nummod//9 kap.//NN|AN//nmod//11 20//RG|NOM//nummod//11 §//NN|AN//obl//6 och//KN//cc//19 10//RG|NOM//nummod//14 kap.//NN|AN//nmod//15 16//RG|NOM//nummod//16 §//NN|AN//nmod//17 föräldrabalken//NN|UTR|SIN|DEF|NOM//nsubj:pass//19 får//VB|PRS|AKT//aux//19 meddelas//VB|INF|SFO//conj//6 när//HA//mark//22 behörighet//NN|UTR|SIN|IND|NOM//nsubj//22 föreligger//VB|PRS|AKT//advcl//19 för//PP//case//25 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//25 domstol//NN|UTR|SIN|IND|NOM//obl//22 i//PP//case//30 enlighet//NN|UTR|SIN|IND|NOM//fixed//26 med//PP//fixed//26 artikel//NN|UTR|SIN|IND|NOM//nmod//30 11//RG|NOM//nmod//25 eller//KN//cc//30 12//RG|NOM//nummod//30 i//PP//case//36 1996//RG|NOM//nummod//35 års//NN|NEU|SIN|IND|GEN//nmod:poss//36 Haagkonvention//NN|UTR|SIN|IND|NOM//nmod//25 .//MID//punct//4
1 Förslag till lag om 1996 års Haagkonvention om behörighet, tillämplig lag, erkännande, verkställighet och samarbete i frågor om föräldraansvar och åtgärder till skydd för barn;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//39 beslut//NN|NEU|PLU|IND|NOM//nsubj//40 får//VB|PRS|AKT//parataxis//4 när//HA//advmod//44 som//HA//fixed//41 helst//AB|SUV//fixed//41 återkallas//VB|PRS|SFO//advcl//40 .//MAD//punct//40
