Ju förr desto bättre;–//RG|NOM//punct//1 vägar//NN|UTR|PLU|IND|NOM//ROOT//1 till//PP//case//5 en//DT|UTR|SIN|IND//det//5 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 socialtjänst//NN|UTR|SIN|IND|NOM//nmod//1
Till statsrådet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 anlagt//VB|SUP|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//7 inkluderande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 och//KN//cc//6 utåtriktat//JJ|POS|NEU|SIN|IND|NOM//conj//4 arbetssätt//NN|NEU|SIN|IND|NOM//obj//2 .//MAD//punct//2
Till statsrådet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Framtidens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 socialtjänst//NN|UTR|SIN|IND|NOM//obj//2 (//PAD//punct//5 2017:03//RG|NOM//appos//5 )//PAD//punct//5 .//MAD//punct//2
Till statsrådet Lena Hallengren;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//11 överlämnar//VB|PRS|AKT//conj//2 härmed//AB//advmod//11 sitt//PS|NEU|SIN|DEF//nmod:poss//14 delbetänkande//NN|NEU|SIN|IND|NOM//obj//11 Ju//KN//advmod//18 förr//AB//advmod//18 desto//AB//advmod//18 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//11 –//PAD//punct//20 vägar//NN|UTR|PLU|IND|NOM//obl//11 till//PP//case//24 en//DT|UTR|SIN|IND//det//24 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 socialtjänst//NN|UTR|SIN|IND|NOM//nmod//20  //_SP////24 (//PAD//punct//20 SOU//PM|NOM//appos//20 2018:32//RG|NOM//conj//20 )//PAD//punct//11 .//MAD//punct//2
Till statsrådet Lena Hallengren;Delbetänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//36 har//VB|PRS|AKT//aux//36 till//PP//case//35 huvudsaklig//JJ|POS|UTR|SIN|IND|NOM//amod//35 del//NN|UTR|SIN|IND|NOM//obl//36 arbetats//VB|SUP|SFO//conj//2 fram//PL//advmod//36 av//PP//case//40 utredningssekreterare//NN|UTR|SIN|IND|NOM//nmod//40 Camilla//PM|NOM//obl:agent//36 Sköld//PM|NOM//flat:name//40 .//MAD//punct//36
Till statsrådet Lena Hallengren;De//DT|UTR/NEU|PLU|DEF//det//45 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//45 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//51 som//HP|-|-|-//obj//48 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//48 omfattar//VB|PRS|AKT//acl:relcl//45 kommer//VB|PRS|AKT//aux//51 att//IE//mark//51 behandlas//VB|INF|SFO//parataxis//36 i//PP//case//54 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//54 slutbetänkande//NN|NEU|SIN|IND|NOM//obl//51 som//HP|-|-|-//nsubj:pass//57 ska//VB|PRS|AKT//aux//57 lämnas//VB|INF|SFO//acl:relcl//54 senast//AB|SUV//case//61 den//DT|UTR|SIN|DEF//det//61 1//RO|NOM//nummod//61 december//NN|UTR|SIN|IND|NOM//obl//57 2018//RG|NOM//nummod//61 .//MAD//punct//36

Förteckning över sakkunniga och experter;Om//SN//mark//3 inte//AB//advmod//3 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//3 anges//VB|PRS|SFO//advcl//4 gäller//VB|PRS|AKT//ROOT//4 förordnandet//NN|NEU|SIN|DEF|NOM//obj//4 fr.o.m.//AB|AN//case//9 den//DT|UTR|SIN|DEF//det//9 7//RO|NOM//nummod//9 juli//NN|UTR|SIN|IND|NOM//nmod//5 2017//RG|NOM//nummod//9 .//MAD//punct//4
Förteckning över sakkunniga och experter;Sakkunniga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0
Förteckning över sakkunniga och experter;Kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//1 Karin//PM|NOM//ROOT//1 Frank//PM|NOM//flat//1 Kanslirådet//PM|NOM//nmod//4 Charlotte//PM|NOM//conj//1 Lönnheim//PM|NOM//flat:name//4
Förteckning över sakkunniga och experter;Departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//1 Karin//PM|NOM//ROOT//1 Norberg//PM|NOM//flat:name//1 Departementssekreteraren//NN|UTR|SIN|DEF|NOM//flat:name//1 Elin//PM|NOM//flat:name//1 Persson//PM|NOM//flat//4 Departementssekreteraren//PM|NOM//nmod//7 Annika//PM|NOM//conj//1 Remaeus//PM|NOM//flat:name//7 Ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//10 Göran//PM|NOM//conj//1 Ternbo//PM|NOM//flat:name//10
Förteckning över sakkunniga och experter;Experter//NN|UTR|PLU|IND|NOM//ROOT//0
Förteckning över sakkunniga och experter;Socialpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 strategen//NN|UTR|SIN|DEF|NOM//nmod//2 Yvonne//PM|NOM//ROOT//2 Ahlström//PM|NOM//flat:name//2 ,//MID//punct//5 Akademikerförbundet//NN|NEU|SIN|DEF|NOM//nmod//6 SSR//PM|NOM//nmod//2 ,//MID//punct//8 fr.om//NN|NEU|SIN|IND|NOM//conj//2 .//MAD//punct//2
Förteckning över sakkunniga och experter;den//DT|UTR|SIN|DEF//det//12 11//RG|NOM//nummod//12 september//NN|UTR|SIN|IND|NOM//conj//2 2017//RG|NOM//nummod//12 .//MAD//punct//2
Förteckning över sakkunniga och experter;Förbundsjuristen//NN|UTR|SIN|DEF|NOM//ROOT//0 Emilia//PM|NOM//flat//0 Danielsson//PM|NOM//flat:name//1 ,//MID//punct//5 Sveriges//PM|GEN//nmod:poss//5 Kommuner//NN|UTR|PLU|IND|NOM//conj//0 och//KN//cc//7 Landsting//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//0
Förteckning över sakkunniga och experter;Socialpolitiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 strategen//NN|UTR|SIN|DEF|NOM//nmod//2 Kristina//PM|NOM//compound//3 Folkesson//PM|NOM//ROOT//3 ,//MID//punct//3 Vision//PM|NOM//conj//3 ,//MID//punct//7 fr.om//NN|NEU|SIN|IND|NOM//conj//3 .//MAD//punct//3
Förteckning över sakkunniga och experter;den//DT|UTR|SIN|DEF//det//11 11//RG|NOM//nummod//11 september//NN|UTR|SIN|IND|NOM//conj//3 2017//RG|NOM//nummod//11 .//MAD//punct//3
Förteckning över sakkunniga och experter;Handläggaren//NN|UTR|SIN|DEF|NOM//nmod//1 Fredrik//PM|NOM//ROOT//1 Hjulström//PM|NOM//flat:name//1 ,//MID//punct//5 Sveriges//PM|GEN//nmod:poss//5 Kommuner//NN|UTR|PLU|IND|NOM//conj//1 och//KN//cc//7 Landsting//NN|UTR|SIN|IND|NOM//conj//5 .//MAD//punct//1
Förteckning över sakkunniga och experter;Juristen//NN|UTR|SIN|DEF|NOM//nmod//1 Monica//PM|NOM//ROOT//1 Jacobson//PM|NOM//flat:name//1 ,//MID//punct//1 Inspektionen//NN|UTR|SIN|DEF|NOM//conj//1 för//PP//case//6 vård//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//8 omsorg//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//1
Förteckning över sakkunniga och experter;Vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 ordföranden//NN|UTR|SIN|DEF|NOM//nmod//2 Ann//PM|NOM//ROOT//2 Johansson//PM|NOM//flat:name//2 ,//MID//punct//2 Vårdförbundet//NN|NEU|SIN|DEF|NOM//appos//2 ,//MID//punct//7 fr.om//NN|NEU|SIN|IND|NOM//conj//2 .//MAD//punct//2
Förteckning över sakkunniga och experter;den//DT|UTR|SIN|DEF//det//11 11//RG|NOM//nummod//11 september//NN|UTR|SIN|IND|NOM//appos//2 2017//RG|NOM//nummod//11 .//MAD//punct//2
Förteckning över sakkunniga och experter;Tillförordnade//PC|PRF|UTR/NEU|SIN|DEF|NOM//ROOT//0 avdelningschefen//NN|UTR|SIN|DEF|NOM//nmod//2 Monica//PM|NOM//nsubj//0 Rydén//PM|NOM//flat//2 ,//MID//punct//2 Myndigheten//NN|UTR|SIN|DEF|NOM//obj//0 för//PP//case//7 delaktighet//NN|UTR|SIN|IND|NOM//nmod//5 .//MAD//punct//0
Förteckning över sakkunniga och experter;Utredaren//NN|UTR|SIN|DEF|NOM//nmod//1 Karin//PM|NOM//ROOT//1 Röbäck//PM|NOM//flat:name//1 de//PM|NOM//flat//1 Souza//PM|NOM//flat:name//1 ,//MID//punct//6 Barnombudsmannen//NN|UTR|SIN|DEF|NOM//conj//1 .//MAD//punct//1
Förteckning över sakkunniga och experter;Utredaren//NN|UTR|SIN|DEF|NOM//nmod//9 Jessica//PM|NOM//appos//1 Spångberg//PM|NOM//flat:name//9 ,//MID//punct//9 Folkhälsomyndigheten//PM|NOM//flat:name//1 .//MAD//punct//1
Förteckning över sakkunniga och experter;Enhetschefen//NN|UTR|SIN|DEF|NOM//nmod//1 Lovisa//PM|NOM//ROOT//1 Strömberg//PM|NOM//flat:name//1 ,//MID//punct//4 Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//conj//1 .//MAD//punct//1
Förteckning över sakkunniga och experter;Projektdirektören//NN|UTR|SIN|DEF|NOM//nmod//1 Marianne//PM|NOM//ROOT//1 Svensson//PM|NOM//flat:name//1 ,//MID//punct//1 Myndigheten//NN|UTR|SIN|DEF|NOM//appos//1 för//PP//case//6 vård-//NN|UTR|-|-|SMS//nmod//4 och//KN//cc//8 omsorgsanalys//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//1
Förteckning över sakkunniga och experter;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 april//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//0
Förteckning över sakkunniga och experter;Margareta//PM|NOM//ROOT//0 Winberg//PM|NOM//flat:name//0 /Sofia//RG|NOM//cc//3 Landelius//PM|NOM//conj//0
Förteckning över sakkunniga och experter;Kennert//PM|NOM//nmod//1 Loheim//PM|NOM//compound//2 Kangevik//PM|NOM//ROOT//2
Förteckning över sakkunniga och experter;Monica//PM|NOM//ROOT//0 Malmqvist//PM|NOM//flat:name//0
Förteckning över sakkunniga och experter;Christer//PM|NOM//ROOT//0 Persson//PM|NOM//flat:name//0
Förteckning över sakkunniga och experter;Camilla//PM|NOM//ROOT//0 Sköld//PM|NOM//flat:name//0


1.1 Utredningens uppdrag;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//5 i//PP//advmod//5 uppdrag//NN|NEU|SIN|IND|NOM//fixed//2 att//IE//mark//5 göra//VB|INF|AKT//ROOT//5 en//DT|UTR|SIN|IND//det//7 översyn//NN|UTR|SIN|IND|NOM//obj//5 av//PP//case//9 socialtjänstlagen//NN|UTR|SIN|DEF|NOM//nmod//7 (//PAD//punct//11 2001:453//RG|NOM//appos//9 )//PAD//punct//11 och//KN//cc//14 vissa//PN|UTR/NEU|PLU|IND|SUB/OBJ//conj//9 av//PP//case//17 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//17 uppgifter//NN|UTR|PLU|IND|NOM//nmod//14 (//PAD//punct//17 dir//NN|AN//obl//5 .//MAD//punct//5
1.1 Utredningens uppdrag;2017:39//RG|NOM//punct//5 )//PAD//punct//5 .//MAD//punct//5
1.1 Utredningens uppdrag;I//PP//case//25 uppdraget//NN|NEU|SIN|DEF|NOM//obl//26 ingår//VB|PRS|AKT//parataxis//5 bland//PP//case//28 annat//PN|NEU|SIN|IND|SUB/OBJ//obl//26 att//IE//mark//30 föreslå//VB|INF|AKT//acl//28 åtgärder//NN|UTR|PLU|IND|NOM//obj//30 som//HP|-|-|-//nsubj//34 kan//VB|PRS|AKT//aux//34 bidra//VB|INF|AKT//acl:relcl//31 till//PP//case//46 en//DT|UTR|SIN|IND//det//46 förutsägbar//JJ|POS|UTR|SIN|IND|NOM//amod//46 ,//MID//punct//39 likvärdig//JJ|POS|UTR|SIN|IND|NOM//conj//37 ,//MID//punct//41 jämlik//JJ|POS|UTR|SIN|IND|NOM//conj//37 ,//MID//punct//43 jämställd//JJ|POS|UTR|SIN|IND|NOM//conj//37 och//KN//cc//45 rättssäker//JJ|POS|UTR|SIN|IND|NOM//conj//37 tillgång//NN|UTR|SIN|IND|NOM//obl//34 till//PP//case//48 socialtjänsten//NN|UTR|SIN|DEF|NOM//nmod//46 och//KN//cc//51 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//51 insatser//NN|UTR|PLU|IND|NOM//conj//46 .//MAD//punct//5
1.1 Utredningens uppdrag;Syftet//NN|NEU|SIN|DEF|NOM//obj//5 med//PP//case//55 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//53 i//PP//case//58 denna//DT|UTR|SIN|DEF//det//58 del//NN|UTR|SIN|IND|NOM//nmod//55 är//VB|PRS|AKT//cop//5 att//IE//mark//61 utforma//VB|INF|AKT//csubj//5 en//DT|UTR|SIN|IND//det//63 socialtjänst//NN|UTR|SIN|IND|NOM//obj//61 som//HP|-|-|-//nsubj//65 bidrar//VB|PRS|AKT//acl:relcl//63 till//PP//case//68 social//JJ|POS|UTR|SIN|IND|NOM//amod//68 hållbarhet//NN|UTR|SIN|IND|NOM//obl//65 med//PP//case//70 individen//NN|UTR|SIN|DEF|NOM//nmod//68 i//PP//case//72 fokus//NN|NEU|SIN|IND|NOM//obl//65 och//KN//cc//79 som//HP|-|-|-//nsubj//79 med//PP//case//78 ett//DT|NEU|SIN|IND//det//78 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//78 perspektiv//NN|NEU|SIN|IND|NOM//obl//79 ger//VB|PRS|AKT//conj//5 människor//NN|UTR|PLU|IND|NOM//iobj//79 lika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 möjligheter//NN|UTR|PLU|IND|NOM//obj//79 och//KN//cc//84 rättigheter//NN|UTR|PLU|IND|NOM//conj//82 .//MAD//punct//5
1.1 Utredningens uppdrag;Mycket//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//5 av//PP//case//3 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 kraft//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//5 lagts//VB|SUP|SFO//ROOT//5 ned//PL//compound:prt//5 på//PP//case//10 den//DT|UTR|SIN|DEF//det//10 ärendestyrda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 myndighetsutövningen//NN|UTR|SIN|DEF|NOM//obl//5 .//MAD//punct//5
1.1 Utredningens uppdrag;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//14 har//VB|PRS|AKT//aux//14 inneburit//VB|SUP|AKT//parataxis//5 att//SN//mark//25 bl.a.//AB|AN//advmod//22 det//DT|NEU|SIN|DEF//det//22 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 och//KN//cc//20 strukturellt//AB|POS//conj//18 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 arbetet//NN|NEU|SIN|DEF|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 fått//VB|SUP|AKT//aux//25 stå//VB|INF|AKT//ccomp//14 tillbaka//PL//advmod//25 .//MAD//punct//5
1.1 Utredningens uppdrag;Med//PP//case//3 socialtjänstens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//3 ansvar//NN|NEU|SIN|IND|NOM//obl//9 för//PP//case//6 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 grupper//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//8 uppgifter//NN|UTR|PLU|IND|NOM//conj//6 har//VB|PRS|AKT//ROOT//9 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//11 utrymme//NN|NEU|SIN|IND|NOM//obj//9 för//PP//case//15 mer//AB|KOM//advmod//14 långsiktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 insatser//NN|UTR|PLU|IND|NOM//nmod//11 i//PP//case//20 form//NN|UTR|SIN|IND|NOM//fixed//16 av//PP//case//20 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 arbete//NN|NEU|SIN|IND|NOM//nmod//15 ,//MID//punct//20 uppsökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//conj//20 och//KN//cc//25 medverkan//NN|UTR|SIN|IND|NOM//conj//20 i//PP//case//27 samhällsplaneringen//NN|UTR|SIN|DEF|NOM//nmod//25 inom//PP//case//30 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 ramar//NN|UTR|PLU|IND|NOM//nmod//27 minskat//VB|SUP|AKT//xcomp//9 .//MID//punct//9
1.1 Utredningens uppdrag;De//DT|UTR/NEU|PLU|DEF//det//37 samhällspåverkande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 och//KN//cc//36 gruppinriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//34 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj//40 har//VB|PRS|AKT//aux//40 fått//VB|SUP|AKT//aux//40 stå//VB|INF|AKT//parataxis//9 tillbaka//PL//advmod//40 för//PP//case//44 mer//AB|KOM//advmod//44 akuta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 och//KN//cc//46 individinriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//44 uppgifter//NN|UTR|PLU|IND|NOM//obl//40 ,//MID//punct//54 vilket//HP|NEU|SIN|IND//nsubj//54 i//PP//case//51 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//54 kan//VB|PRS|AKT//aux//54 vara//VB|INF|AKT//cop//54 kostnadsdrivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//47 .//MAD//punct//9
