7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat. ;7.4.2//RG|NOM//nmod//1 Skydd//NN|NEU|PLU|IND|NOM//nsubj//45 endast//AB//advmod//4 vid//PP//case//4 samband//NN|NEU|SIN|IND|NOM//nmod//1 mellan//PP//case//7 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//7 läggning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//10 7.5//RG|NOM//nummod//10 Förfaranden//NN|NEU|PLU|IND|NOM//conj//7 som//HP|-|-|-//nsubj//13 bör//VB|PRS|AKT//aux//13 träffas//VB|INF|SFO//acl:relcl//10 av//PP//case//15 diskrimineringsförbud//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//1
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat. ;126//RG|NOM//nummod//18 7.6.1//RG|NOM//nsubj//20 En//DT|UTR|SIN|IND//det//20 skyldighet//NN|UTR|SIN|IND|NOM//parataxis//1 att//IE//mark//22 utreda//VB|INF|AKT//acl//20 och//KN//cc//24 ingripa//VB|INF|AKT//conj//22 mot//PP//case//26 mobbning//NN|UTR|SIN|IND|NOM//obl//24 och//KN//cc//28 7.8//RG|NOM//conj//26 Ett//DT|NEU|SIN|IND//det//30 förbud//NN|NEU|SIN|IND|NOM//obj//22 mot//PP//case//32 repressalier//NN|UTR|PLU|IND|NOM//nmod//30 på//PP//case//36 grund//NN|UTR|SIN|IND|NOM//fixed//33 av//PP//fixed//33 anmälan//NN|UTR|SIN|IND|NOM//nmod//32 om//PP//case//38 7.10.2//RG|NOM//obl//22 Skadestånd//NN|NEU|SIN|IND|NOM//nsubj//38 när//HA//case//42 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//42 diskrimineringsgrunder//NN|UTR|PLU|IND|NOM//obl//22 är//VB|PRS|AKT//cop//45 7.11//RG|NOM//nummod//45 Uppgiften//NN|UTR|SIN|DEF|NOM//ROOT//45 att//IE//mark//47 tillvarata//VB|INF|AKT//acl//45 homo-//NN|UTR|-|-|SMS//amod//51 och//KN//cc//50 bisexuellas//JJ|POS|UTR/NEU|PLU|IND/DEF|GEN//conj//48 intressen//NN|NEU|PLU|IND|NOM//obj//47 162//RG|NOM//nummod//53 8.1//RG|NOM//nmod//54 Förslaget//NN|NEU|SIN|DEF|NOM//nsubj//45 till//PP//case//56 lag//NN|UTR|SIN|IND|NOM//nmod//45 mot//PP//case//58 diskriminering//NN|UTR|SIN|IND|NOM//nmod//56 i//PP//case//60 arbetslivet//NN|NEU|SIN|DEF|NOM//nmod//58 på//PP//case//63 8.2//RG|NOM//nummod//63 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//58 till//PP//case//66 ny//JJ|POS|UTR|SIN|IND|NOM//amod//66 lag//NN|UTR|SIN|IND|NOM//nmod//56 om//PP//case//68 Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//nmod//66 .//MAD//punct//45
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat. ;197//RG|NOM//nummod//71 8.3//RG|NOM//nmod//72 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//45 till//PP//case//74 ändring//NN|UTR|SIN|IND|NOM//nmod//45 av//PP//case//76 lagen//NN|UTR|SIN|DEF|NOM//nmod//74 (//PAD//punct//78 1974:371//RG|NOM//appos//45 )//PAD//punct//78 om//PP//case//45


7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förslag till lag mot diskriminering i arbetslivet på grund av sexuell läggning Lagens ändamål;1//RG|NOM//nummod//1 §//NN|AN//nmod//3 Denna//DT|UTR|SIN|DEF//det//3 lag//NN|UTR|SIN|IND|NOM//nsubj//4 har//VB|PRS|AKT//ROOT//4 till//PP//case//6 ändamål//NN|NEU|SIN|IND|NOM//obl//4 att//IE//mark//8 motverka//VB|INF|AKT//advcl//4 diskriminering//NN|UTR|SIN|IND|NOM//obj//8 i//PP//case//11 arbetslivet//NN|NEU|SIN|DEF|NOM//nmod//9 på//PP//case//16 grund//NN|UTR|SIN|IND|NOM//fixed//12 av//PP//fixed//12 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//16 läggning//NN|UTR|SIN|IND|NOM//obl//8 .//MAD//punct//4

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Definitioner;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//5 Med//PP//case//4 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//4 läggning//NN|UTR|SIN|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//5 homosexuell//JJ|POS|UTR|SIN|IND|NOM//nsubj:pass//5 ,//MID//punct//8 bisexuell//JJ|POS|UTR|SIN|IND|NOM//conj//6 och//KN//cc//10 heterosexuell//JJ|POS|UTR|SIN|IND|NOM//amod//11 läggning//NN|UTR|SIN|IND|NOM//conj//6 .//MAD//punct//5
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Definitioner;3//RG|NOM//nummod//14 §//NN|AN//appos//5 Med//PP//case//16 diskriminering//NN|UTR|SIN|IND|NOM//nmod//14 på//PP//case//21 grund//NN|UTR|SIN|IND|NOM//fixed//17 av//PP//fixed//17 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//21 läggning//NN|UTR|SIN|IND|NOM//nmod//16 avses//VB|PRS|SFO//conj//5 i//PP//case//25 denna//DT|UTR|SIN|DEF//det//25 lag//NN|UTR|SIN|IND|NOM//obl//22 att//SN//mark//28 någon//PN|UTR|SIN|IND|SUB/OBJ//nsubj:pass//28 missgynnas//VB|PRS|SFO//acl//25 i//PP//case//32 strid//NN|UTR|SIN|IND|NOM//fixed//29 med//PP//fixed//29 bestämmelserna//NN|UTR|PLU|DEF|NOM//obl//28 i//PP//case//36 4–6//RG|NOM//amod//36 §//NN|AN//nmod//36 §//NN|AN//nmod//32 av//PP//case//38 orsak//NN|UTR|SIN|IND|NOM//nmod//36 som//HP|-|-|-//nsubj//40 har//VB|PRS|AKT//acl:relcl//36 samband//NN|NEU|SIN|IND|NOM//obj//40 med//PP//case//44 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//44 läggning//NN|UTR|SIN|IND|NOM//obl//40 .//MAD//punct//5
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Definitioner;Med//PP//case//1 trakasserier//NN|NEU|PLU|IND|NOM//obl//7 på//PP//case//6 grund//NN|UTR|SIN|IND|NOM//fixed//2 av//PP//fixed//2 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//6 läggning//NN|UTR|SIN|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//7 trakasserier//NN|NEU|PLU|IND|NOM//nsubj:pass//7 ,//MID//punct//8 såsom//KN//mark//11 mobbning//NN|UTR|SIN|IND|NOM//appos//8 eller//KN//cc//15 annat//JJ|POS|NEU|SIN|IND|NOM//amod//15 ovälkommet//JJ|POS|NEU|SIN|IND|NOM//amod//15 uppträdande//NN|NEU|SIN|IND|NOM//conj//11 ,//MID//punct//11 som//HP|-|-|-//nsubj:pass//18 grundas//VB|PRS|SFO//acl:relcl//11 på//PP//case//21 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//21 läggning//NN|UTR|SIN|IND|NOM//obl//18 och//KN//cc//24 som//HP|-|-|-//nsubj//24 kränker//VB|PRS|AKT//conj//18 en//DT|UTR|SIN|IND//det//26 arbetstagares//NN|UTR|SIN|IND|GEN//nmod:poss//27 integritet//NN|UTR|SIN|IND|NOM//obj//24 .//MAD//punct//7

