7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat. ;7.4.2//RG|NOM//nmod//1 Skydd//NN|NEU|PLU|IND|NOM//nsubj//45 endast//AB//advmod//4 vid//PP//case//4 samband//NN|NEU|SIN|IND|NOM//nmod//1 mellan//PP//case//7 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//7 läggning//NN|UTR|SIN|IND|NOM//nmod//4 och//KN//cc//10 7.5//RG|NOM//nummod//10 Förfaranden//NN|NEU|PLU|IND|NOM//conj//7 som//HP|-|-|-//nsubj//13 bör//VB|PRS|AKT//aux//13 träffas//VB|INF|SFO//acl:relcl//10 av//PP//case//15 diskrimineringsförbud//NN|NEU|SIN|IND|NOM//obl//13 .//MAD//punct//1
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;4//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//6 får//VB|PRS|AKT//aux//6 inte//AB//advmod//6 behandla//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//6 eller//KN//cc//10 arbetstagare//NN|UTR|PLU|IND|NOM//conj//8 mindre//AB|KOM//advmod//12 förmånligt//JJ|POS|NEU|SIN|IND|NOM//advmod//6 än//SN//mark//15 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//15 behandlar//VB|PRS|AKT//acl//12 eller//KN//cc//19 skulle//VB|PRT|AKT//aux//19 ha//VB|INF|AKT//aux//19 behandlat//VB|SUP|AKT//conj//15 personer//NN|UTR|PLU|IND|NOM//obj//19 med//PP//case//24 annan//JJ|POS|UTR|SIN|IND|NOM//amod//24 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//24 läggning//NN|UTR|SIN|IND|NOM//nmod//20 i//PP//case//27 likartade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 situationer//NN|UTR|PLU|IND|NOM//nmod//24 (//PAD//punct//30 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//30 diskriminering//NN|UTR|SIN|IND|NOM//appos//19 )//PAD//punct//30 .//MAD//punct//6
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 inte//AB//advmod//1 om//SN//mark//6 behandlingen//NN|UTR|SIN|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 berättigad//PC|PRF|UTR|SIN|IND|NOM//advcl//1 av//PP//case//8 hänsyn//NN|UTR|SIN|IND|NOM//obl//6 till//PP//case//16 ett//DT|NEU|SIN|IND//det//16 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//16 ideellt//JJ|POS|NEU|SIN|IND|NOM//amod//16 eller//KN//cc//14 annat//JJ|POS|NEU|SIN|IND|NOM//conj//12 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//16 intresse//NN|NEU|SIN|IND|NOM//obl//6 som//HP|-|-|-//nsubj//21 uppenbarligen//AB//advmod//21 inte//AB//advmod//21 bör//VB|PRS|AKT//aux//21 vika//VB|INF|AKT//acl:relcl//16 för//PP//case//23 intresset//NN|NEU|SIN|DEF|NOM//obl//21 av//PP//mark//35 att//SN//mark//35 diskriminering//NN|UTR|SIN|IND|NOM//nsubj//35 i//PP//case//28 arbetslivet//NN|NEU|SIN|DEF|NOM//nmod//26 på//PP//case//33 grund//NN|UTR|SIN|IND|NOM//fixed//29 av//PP//fixed//29 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//33 läggning//NN|UTR|SIN|IND|NOM//nmod//26 inte//AB//advmod//35 förekommer//VB|PRS|AKT//advcl//21 .//MAD//punct//1
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;5//RG|NOM//nummod//38 §//NN|AN//nmod//40 En//DT|UTR|SIN|IND//det//40 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//41 får//VB|PRS|AKT//aux//50 i//PP//case//46 förhållande//NN|NEU|SIN|IND|NOM//fixed//42 till//PP//fixed//42 en//DT|UTR|SIN|IND//det//46 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//41 eller//KN//cc//48 arbetstagare//NN|UTR|SIN|IND|NOM//conj//46 inte//AB//advmod//50 tillämpa//VB|INF|AKT//parataxis//1 en//DT|UTR|SIN|IND//det//52 bestämmelse//NN|UTR|SIN|IND|NOM//obj//50 ,//MID//punct//55 ett//DT|NEU|SIN|IND//det//55 kriterium//NN|NEU|SIN|IND|NOM//conj//52 eller//KN//cc//58 ett//DT|NEU|SIN|IND//det//58 förfaringssätt//NN|NEU|SIN|IND|NOM//conj//52 som//HP|-|-|-//nsubj//60 framstår//VB|PRS|AKT//acl:relcl//58 som//KN//mark//62 neutralt//AB|POS//xcomp//60 men//KN//cc//67 som//HP|-|-|-//nsubj//67 i//PP//case//66 praktiken//NN|UTR|SIN|DEF|NOM//obl//67 missgynnar//VB|PRS|AKT//conj//50 en//DT|UTR|SIN|IND//det//71 väsentligt//AB|POS//advmod//70 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//71 andel//NN|UTR|SIN|IND|NOM//nmod//72 personer//NN|UTR|PLU|IND|NOM//obj//67 med//PP//case//76 viss//JJ|POS|UTR|SIN|IND|NOM//amod//76 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//76 läggning//NN|UTR|SIN|IND|NOM//nmod//72 .//MAD//punct//1
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//79 gäller//VB|PRS|AKT//parataxis//1 dock//AB//advmod//79 inte//AB//advmod//79 om//SN//case//83 tillämpningen//NN|UTR|SIN|DEF|NOM//obl//79 av//PP//case//85 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//83 ,//MID//punct//87 kriteriet//NN|NEU|SIN|DEF|NOM//conj//85 eller//KN//cc//89 förfaringssättet//NN|NEU|SIN|DEF|NOM//conj//85 motsvarar//VB|PRS|AKT//advcl//79 ett//DT|NEU|SIN|IND//det//94 objektivt//AB|POS//advmod//93 godtagbart//JJ|POS|NEU|SIN|IND|NOM//amod//94 verksamhetsbehov//NN|NEU|SIN|IND|NOM//obj//90 samt//KN//cc//98 åtgärden//NN|UTR|SIN|DEF|NOM//nsubj//98 är//VB|PRS|AKT//cop//98 lämplig//JJ|POS|UTR|SIN|IND|NOM//conj//79 och//KN//cc//100 nödvändig//JJ|POS|UTR|SIN|IND|NOM//conj//98 för//PP//mark//103 att//IE//mark//103 tillgodose//VB|INF|AKT//advcl//98 behovet//NN|NEU|SIN|DEF|NOM//obj//103 (//PAD//punct//107 indirekt//JJ|POS|UTR|SIN|IND|NOM//amod//107 diskriminering//NN|UTR|SIN|IND|NOM//appos//104 )//PAD//punct//107 .//MAD//punct//79
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;Skydd//NN|NEU|SIN|IND|NOM//nsubj//16 vid//PP//case//2 rekrytering//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//6 under//PP//case//6 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 anställning//NN|UTR|SIN|IND|NOM//conj//2 6//RG|NOM//nummod//8 §//NN|AN//nmod//9 Förbuden//NN|NEU|PLU|DEF|NOM//nmod//6 mot//PP//case//11 diskriminering//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//15 4–5//NN|NEU|SIN|DEF|NOM//nummod//14 §//NN|AN//nmod//15 §//NN|AN//nmod//11 gäller//VB|PRS|AKT//ROOT//16 när//HA//advmod//16 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//19 1//RG|NOM//dep//17 .//MID//punct//16
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;tar//VB|PRS|AKT//parataxis//16 ut//PL//compound:prt//21 sökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obj//21 till//PP//case//25 anställningsintervju//NN|UTR|SIN|IND|NOM//obl//21 ,//MID//punct//27 beslutar//VB|PRS|AKT//conj//16 i//PP//case//29 anställningsfrågan//NN|UTR|SIN|DEF|NOM//obl//27 eller//KN//cc//31 vidtar//VB|PRS|AKT//conj//16 annan//JJ|POS|UTR|SIN|IND|NOM//amod//33 åtgärd//NN|UTR|SIN|IND|NOM//obj//31 under//PP//case//35 anställningsförfarandet//NN|NEU|SIN|DEF|NOM//obl//31 ,//MID//punct//31 2//RG|NOM//nummod//16 .//MID//punct//16
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;beslutar//VB|PRS|AKT//parataxis//16 om//PP//case//41 befordran//NN|UTR|SIN|IND|NOM//obl//39 eller//KN//cc//43 tar//VB|PRS|AKT//conj//39 ut//PL//compound:prt//43 arbetstagare//NN|UTR|PLU|IND|NOM//obj//43 till//PP//case//47 utbildning//NN|UTR|SIN|IND|NOM//obl//43 för//PP//case//49 befordran//NN|UTR|SIN|IND|NOM//nmod//47 eller//KN//cc//51 3//RG|NOM//conj//49 .//MAD//punct//16
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot diskriminering;tillämpar//VB|PRS|AKT//parataxis//16 lön//NN|UTR|SIN|IND|NOM//obj//53 eller//KN//cc//57 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 anställningsvillkor//NN|NEU|PLU|IND|NOM//conj//54 ,//MID//punct//59 leder//NN|UTR|PLU|IND|NOM//conj//53 och//KN//cc//61 fördelar//VB|PRS|AKT//conj//59 arbetet//NN|NEU|SIN|DEF|NOM//obj//59 ,//MID//punct//64 säger//VB|PRS|AKT//conj//16 upp//PL//compound:prt//64 ,//MID//punct//67 avskedar//VB|PRS|AKT//conj//64 ,//MID//punct//69 permitterar//VB|PRS|AKT//conj//64 eller//KN//cc//71 vidtar//VB|PRS|AKT//conj//64 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 ingripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//74 åtgärder//NN|UTR|PLU|IND|NOM//obj//71 mot//PP//case//77 en//DT|UTR|SIN|IND//det//77 arbetstagare//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//16

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Uppgift om meriter;7//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//23 som//HP|-|-|-//nsubj:pass//7 inte//AB//advmod//7 har//VB|PRS|AKT//aux//7 anställts//VB|SUP|SFO//acl:relcl//3 eller//KN//cc//10 en//DT|UTR|SIN|IND//det//10 arbetstagare//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj:pass//14 inte//AB//advmod//14 har//VB|PRS|AKT//aux//14 befordrats//VB|SUP|SFO//acl:relcl//10 eller//KN//cc//16 tagits//VB|SUP|SFO//conj//14 ut//PL//compound:prt//16 till//PP//case//19 utbildning//NN|UTR|SIN|IND|NOM//obl//16 för//PP//case//21 befordran//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//3 har//VB|PRS|AKT//ROOT//23 rätt//PL//obj//23 att//IE//mark//28 på//PP//case//27 begäran//NN|UTR|SIN|IND|NOM//obl//28 få//VB|INF|AKT//acl//24 en//DT|UTR|SIN|IND//det//31 skriftlig//JJ|POS|UTR|SIN|IND|NOM//amod//31 uppgift//NN|UTR|SIN|IND|NOM//obj//28 av//PP//case//33 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//31 om//PP//case//35 arten//NN|UTR|SIN|DEF|NOM//nmod//33 och//KN//cc//37 omfattningen//NN|UTR|SIN|DEF|NOM//conj//35 av//PP//case//39 utbildning//NN|UTR|SIN|IND|NOM//nmod//37 ,//MID//punct//41 yrkeserfarenhet//NN|UTR|SIN|IND|NOM//conj//39 och//KN//cc//45 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 meriter//NN|UTR|PLU|IND|NOM//conj//39 hos//PP//case//47 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//45 med//PP//case//51 annan//JJ|POS|UTR|SIN|IND|NOM//amod//51 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//51 läggning//NN|UTR|SIN|IND|NOM//nmod//37 som//HP|-|-|-//nsubj//55 i//PP//advmod//55 stället//NN|NEU|SIN|DEF|NOM//fixed//53 fick//VB|PRT|AKT//acl:relcl//51 arbetet//NN|NEU|SIN|DEF|NOM//obj//55 eller//KN//cc//58 utbildningsplatsen//NN|UTR|SIN|DEF|NOM//conj//56 .//MAD//punct//23

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot repressalier;8//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//6 får//VB|PRS|AKT//aux//6 inte//AB//advmod//6 utsätta//VB|INF|AKT//ROOT//6 en//DT|UTR|SIN|IND//det//8 arbetstagare//NN|UTR|SIN|IND|NOM//obj//6 för//PP//case//10 repressalier//NN|UTR|PLU|IND|NOM//nmod//8 på//PP//mark//17 grund//NN|UTR|SIN|IND|NOM//fixed//11 av//PP//fixed//11 att//SN//mark//17 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 anmält//VB|SUP|AKT//advcl//6 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obj//17 för//PP//case//20 diskriminering//NN|UTR|SIN|IND|NOM//obl//17 enligt//PP//case//23 denna//DT|UTR|SIN|DEF//det//23 lag//NN|UTR|SIN|IND|NOM//nmod//20 .//MAD//punct//6
7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Förbud mot repressalier;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//13 som//HP|-|-|-//nsubj//5 i//PP//case//4 arbetsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 ställe//NN|NEU|SIN|IND|NOM//obl//5 har//VB|PRS|AKT//acl:relcl//0 rätt//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//8 besluta//VB|INF|AKT//acl//6 om//PP//case//12 en//DT|UTR|SIN|IND//det//11 arbetstagares//NN|UTR|SIN|IND|GEN//nmod:poss//12 arbetsförhållanden//NN|NEU|PLU|IND|NOM//obl//8 skall//VB|PRS|AKT//aux//19 vid//PP//case//15 tillämpning//NN|UTR|SIN|IND|NOM//obl//19 av//PP//case//18 första//RO|NOM//amod//18 stycket//NN|NEU|SIN|DEF|NOM//nmod//15 likställas//VB|INF|SFO//ROOT//19 med//PP//case//21 arbetsgivaren//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//19

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Skyldighet att utreda och vidta åtgärder mot trakasserier;9//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//28 som//HP|-|-|-//nsubj//5 får//VB|PRS|AKT//acl:relcl//3 kännedom//NN|UTR|SIN|IND|NOM//obj//5 om//PP//mark//11 att//SN//mark//11 en//DT|UTR|SIN|IND//det//10 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//11 anser//VB|PRS|AKT//advcl//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 ha//VB|INF|AKT//aux//15 blivit//VB|SUP|AKT//aux:pass//15 utsatt//PC|PRF|UTR|SIN|IND|NOM//xcomp//11 för//PP//case//17 trakasserier//NN|NEU|PLU|IND|NOM//obl//15 på//PP//case//22 grund//NN|UTR|SIN|IND|NOM//fixed//18 av//PP//fixed//18 sexuell//JJ|POS|UTR|SIN|IND|NOM//amod//22 läggning//NN|UTR|SIN|IND|NOM//nmod//17 av//PP//case//26 en//DT|UTR|SIN|IND//det//26 annan//JJ|POS|UTR|SIN|IND|NOM//amod//26 arbetstagare//NN|UTR|SIN|IND|NOM//nmod//22 skall//VB|PRS|AKT//aux//28 utreda//VB|INF|AKT//ROOT//28 omständigheterna//NN|UTR|PLU|DEF|NOM//obj//28 kring//PP//case//33 de//DT|UTR/NEU|PLU|DEF//det//33 uppgivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 trakasserierna//NN|UTR|PLU|DEF|NOM//nmod//29 och//KN//cc//38 i//PP//case//37 förekommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//37 fall//NN|NEU|PLU|IND|NOM//obl//38 vidta//VB|INF|AKT//conj//28 de//DT|UTR/NEU|PLU|DEF//det//40 åtgärder//NN|UTR|PLU|IND|NOM//obj//38 som//HP|-|-|-//nsubj:pass//44 skäligen//AB//advmod//44 kan//VB|PRS|AKT//aux//44 krävas//VB|INF|SFO//acl:relcl//40 för//PP//mark//47 att//IE//mark//47 förhindra//VB|INF|AKT//advcl//44 fortsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 trakasserier//NN|NEU|PLU|IND|NOM//obj//47 .//MAD//punct//28

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Påföljder;Ogiltighet//NN|UTR|SIN|IND|NOM//nsubj//6 10//RG|NOM//nummod//2 §//NN|AN//nmod//0 Ett//DT|NEU|SIN|IND//det//4 avtal//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 ogiltigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//6 i//PP//case//9 den//DT|UTR|SIN|DEF//det//9 utsträckning//NN|UTR|SIN|IND|NOM//obl//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//11 föreskriver//VB|PRS|AKT//advcl//6 eller//KN//cc//13 medger//VB|PRS|AKT//conj//6 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//15 diskriminering//NN|UTR|SIN|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//18 är//VB|PRS|AKT//aux:pass//18 förbjuden//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//15 enligt//PP//case//21 denna//DT|UTR|SIN|DEF//det//21 lag//NN|UTR|SIN|IND|NOM//obl//18 .//MAD//punct//6

7.4 Diskrimineringsförbudets utformning Fel! Bokmärket är inte definierat.  / Diskrimineringsombudsmannen;17//RG|NOM//nummod//1 §//NN|AN//nmod//3 En//DT|UTR|SIN|IND//det//3 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//21 eller//KN//cc//5 arbetstagare//NN|UTR|PLU|IND|NOM//conj//3 som//HP|-|-|-//nsubj//7 anser//VB|PRS|AKT//acl:relcl//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 ha//VB|INF|AKT//aux//10 behandlats//VB|SUP|SFO//xcomp//7 på//PP//case//13 ett//DT|NEU|SIN|IND//det//13 sätt//NN|NEU|SIN|IND|NOM//obl//10 som//HP|-|-|-//nsubj:pass//16 är//VB|PRS|AKT//aux:pass//16 förbjudet//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//13 enligt//PP//case//19 denna//DT|UTR|SIN|DEF//det//19 lag//NN|UTR|SIN|IND|NOM//obl//16 kan//VB|PRS|AKT//aux//21 vända//VB|INF|AKT//ROOT//21 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 till//PP//case//24 Diskrimineringsombudsmannen//NN|UTR|SIN|DEF|NOM//obl//21 .//MAD//punct//21
