Tillämpningsdirektivet till utstationeringsdirektivet – Del I;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Tillämpningsdirektivet till utstationeringsdirektivet – Del I;Stockholm//PM|NOM//ROOT//0 2015//RG|NOM//nummod//0

Till statsrådet och chefen för Arbetsmarknadsdepartementet;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 5//RO|NOM//nummod//4 juni//NN|UTR|SIN|IND|NOM//obl//1 2014//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 föreslå//VB|INF|AKT//acl//12 hur//HA//advmod//20 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//19 och//KN//cc//18 rådets//NN|NEU|SIN|DEF|GEN//conj//16 direktiv//NN|NEU|SIN|IND|NOM//nsubj:pass//20 2014/67//RG|NOM//obj//14 ///MID//cc//22 EU//PM|NOM//conj//20 om//PP//case//24 tillämpning//NN|UTR|SIN|IND|NOM//obl//14 av//PP//case//26 utstationeringsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//24 (//PAD//punct//4 tillämpningsdirektivet//NN|NEU|SIN|DEF|NOM//appos//4 )//PAD//punct//28 ,//MID//punct//32 ska//VB|PRS|AKT//aux//32 genomföras//VB|INF|SFO//conj//1 i//PP//case//35 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//35 rätt//NN|UTR|SIN|IND|NOM//obl//32 (//PAD//punct//35 dir//NN|AN//appos//35 .//MAD//punct//35
Till statsrådet och chefen för Arbetsmarknadsdepartementet;2014:81//RG|NOM//punct//1 )//PAD//punct//39 .//MAD//punct//44
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//44 ska//VB|PRS|AKT//aux//44 redovisas//VB|INF|SFO//parataxis//1 senast//AB|SUV//case//48 den//DT|UTR|SIN|DEF//det//48 28//RG|NOM//nummod//48 februari//NN|UTR|SIN|IND|NOM//obl//44 2015//RG|NOM//nummod//48 .//MAD//punct//1
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 förordnades//VB|PRT|SFO//ROOT//3 från//PP//case//9 och//KN//cc//9 med//PP//case//9 den//DT|UTR|SIN|DEF//det//9 5//RO|NOM//nummod//9 juni//NN|UTR|SIN|IND|NOM//obl//3 2014//RG|NOM//nummod//11 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//12 Anna//PM|NOM//nsubj//9 Middelman//PM|NOM//flat:name//12 vid//PP//case//15 Arbetsmiljöverket//PM|NOM//nmod//9 .//MAD//punct//3
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 förordnades//VB|PRT|SFO//ROOT//4 från//PP//case//13 och//KN//cc//7 med//PP//conj//5 den//DT|UTR|SIN|DEF//det//9 18//RG|NOM//nummod//10 augusti//NN|UTR|SIN|IND|NOM//obl//11 2014//RG|NOM//nummod//12 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//13 Sara//PM|NOM//obl//4 Bratberg//PM|NOM//flat:name//13 ,//MID//punct//16 Stadsrådsberedningen//NN|UTR|SIN|DEF|NOM//conj//13 ,//MID//punct//13 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//19 Per//PM|NOM//appos//13 Lindblom//PM|NOM//flat:name//19 ,//MID//punct//19 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//conj//13 ,//MID//punct//24 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//25 Olivier//PM|NOM//conj//13 Linden//PM|NOM//flat:name//25 ,//MID//punct//28 Kommerskollegium//PM|NOM//conj//25 ,//MID//punct//31 juristen//NN|UTR|SIN|DEF|NOM//nmod//31 Maria//PM|NOM//conj//13 Nyman//PM|NOM//flat:name//31 ,//MID//punct//34 Arbetsmiljöverket//PM|NOM//conj//13 och//KN//cc//37 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//37 Karin//PM|NOM//conj//13 Söderberg//PM|NOM//flat:name//37 ,//MID//punct//37 Arbetsmarknadsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//37 .//MAD//punct//13
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//43 experter//NN|UTR|PLU|IND|NOM//obl//46 i//PP//case//45 utredningen//NN|UTR|SIN|DEF|NOM//nmod//43 förordnades//VB|PRT|SFO//acl:relcl//13 vidare//AB|KOM//advmod//46 från//PP//case//53 och//KN//fixed//48 med//PP//fixed//48 den//DT|UTR|SIN|DEF//det//52 18//RG|NOM//nummod//53 augusti//NN|UTR|SIN|IND|NOM//nmod//63 2014//RG|NOM//nummod//53 till//PP//advmod//53 och//KN//fixed//55 med//AB//fixed//55 den//DT|UTR|SIN|DEF//det//59 27//RG|NOM//nummod//60 oktober//NN|UTR|SIN|IND|NOM//obl//61 2014//RG|NOM//nummod//62 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//63 Emy//PM|NOM//dep//4 Gustavsson//PM|NOM//flat:name//63 ,//MID//punct//66 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//63 ,//MID//punct//63 från//PP//case//73 och//KN//fixed//68 med//PP//fixed//68 den//DT|UTR|SIN|DEF//det//73 28//RG|NOM//nummod//73 oktober//NN|UTR|SIN|IND|NOM//obl//74 2014//RG|NOM//nummod//75 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//76 Maria//PM|NOM//nmod//63 Wiberg//PM|NOM//flat:name//76 ,//MID//punct//79 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//conj//76 ,//MID//punct//76 från//PP//advmod//85 och//KN//fixed//81 med//PP//fixed//81 den//DT|UTR|SIN|DEF//det//85 18//RG|NOM//nummod//86 augusti//NN|UTR|SIN|IND|NOM//conj//63 2014//RG|NOM//nummod//86 till//PP//case//93 och//KN//fixed//88 med//AB//fixed//88 den//DT|UTR|SIN|DEF//det//93 8//RO|NOM//nummod//93 december//NN|UTR|SIN|IND|NOM//nmod//96 2014//RG|NOM//nummod//95 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//96 Gustaf//PM|NOM//parataxis//4 Löfgren//PM|NOM//flat:name//96 ,//MID//punct//99 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//96 ,//MID//punct//99 från//PP//case//106 och//KN//fixed//101 med//PP//fixed//101 den//DT|UTR|SIN|DEF//det//106 9//RO|NOM//nummod//106 december//NN|UTR|SIN|IND|NOM//nmod//96 2014//RG|NOM//nummod//106 till//PP//case//113 och//KN//fixed//108 med//AB//fixed//108 den//DT|UTR|SIN|DEF//det//113 19//RG|NOM//nummod//113 januari//NN|UTR|SIN|IND|NOM//obl//115 2015//RG|NOM//nummod//113 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//116 Lars//PM|NOM//obl//4 Davidsson//PM|NOM//flat:name//116 ,//MID//punct//119 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//116 och//KN//cc//126 från//PP//case//126 och//KN//fixed//121 med//PP//fixed//121 den//DT|UTR|SIN|DEF//det//126 19//RG|NOM//nummod//126 januari//NN|UTR|SIN|IND|NOM//obl//128 2015//RG|NOM//nummod//126 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//129 Anna-Karin//PM|NOM//appos//116 Jansson//PM|NOM//flat:name//129 ,//MID//punct//132 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//116 .//MAD//punct//4
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Frank//PM|NOM//nsubj//6 Walterson//PM|NOM//flat//1 ,//MID//punct//4 Finansdepartementet//NN|NEU|SIN|DEF|NOM//conj//1 ,//MID//punct//4 har//VB|PRS|AKT//aux//15 från//PP//advmod//15 och//KN//fixed//7 med//PP//fixed//7 den//DT|UTR|SIN|DEF//det//12 1//RO|NOM//nummod//12 september//NN|UTR|SIN|IND|NOM//fixed//7 2014//RG|NOM//nummod//12 varit//VB|SUP|AKT//cop//15 förordnad//PC|PRF|UTR|SIN|IND|NOM//ROOT//15 som//KN//mark//17 expert//NN|UTR|SIN|IND|NOM//xcomp//15 i//PP//case//19 utredningen//NN|UTR|SIN|DEF|NOM//obl//15 och//KN//cc//21 har//VB|PRS|AKT//aux//25 med//PP//case//24 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//24 kunskaper//NN|UTR|PLU|IND|NOM//obl//25 gett//VB|SUP|AKT//conj//15 utredningen//NN|UTR|SIN|DEF|NOM//obj//25 särskilt//PC|PRF|NEU|SIN|IND|NOM//amod//28 stöd//NN|NEU|SIN|IND|NOM//obj//25 och//KN//cc//33 i//PP//case//32 stor//JJ|POS|UTR|SIN|IND|NOM//amod//32 omfattning//NN|UTR|SIN|IND|NOM//obl//33 bidragit//VB|SUP|AKT//conj//25 till//PP//case//36 kapitel//NN|NEU|SIN|IND|NOM//nmod//36 11//RG|NOM//obl//33 om//PP//case//39 gränsöverskridande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 verkställighet//NN|UTR|SIN|IND|NOM//nmod//36 av//PP//case//43 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 sanktionsavgifter//NN|UTR|PLU|IND|NOM//nmod//39 .//MAD//punct//15
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//1 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//8 i//PP//case//3 en//DT|UTR|SIN|IND//nmod//1 till//PP//case//5 utredningen//NN|UTR|SIN|DEF|NOM//obl//8 knuten//PC|PRF|UTR|SIN|IND|NOM//nmod//7 referensgrupp//NN|UTR|SIN|IND|NOM//nmod//5 förordnades//VB|PRT|SFO//ROOT//8 från//PP//case//14 och//KN//cc//11 med//PP//conj//9 den//DT|UTR|SIN|DEF//det//13 18//RG|NOM//nummod//14 augusti//NN|UTR|SIN|IND|NOM//obl//8 2014//RG|NOM//nummod//16 juristen//NN|UTR|SIN|DEF|NOM//nmod//17 Torbjörn//PM|NOM//dep//14 Eklund//PM|NOM//flat:name//17 ,//MID//punct//17 Arbetsgivarverket//PM|NOM//conj//14 ,//MID//punct//20 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//23 Lars//PM|NOM//conj//14 Gellner//PM|NOM//flat:name//23 ,//MID//punct//23 Svenskt//JJ|POS|NEU|SIN|IND|NOM//compound//27 Näringsliv//NN|NEU|SIN|IND|NOM//appos//23 ,//MID//punct//27 arbetsrättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//30 Tommy//PM|NOM//conj//23 Larsson//PM|NOM//flat:name//30 ,//MID//punct//33 SKL//PM|NOM//conj//23 ,//MID//punct//23 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//37 Lena//PM|NOM//nmod//37 Maier//PM|NOM//conj//14 Söderberg//PM|NOM//flat:name//37 ,//MID//punct//37 Saco//PM|NOM//nmod//37 ,//MID//punct//14 och//KN//cc//47 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//44 Lars//PM|NOM//nmod//47 Nordfors//PM|NOM//flat:name//44 ,//MID//punct//47 Företagarna//NN|UTR|PLU|DEF|NOM//conj//14 .//MAD//punct//47
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//mark//53 ledamöter//NN|UTR|PLU|IND|NOM//nsubj:pass//53 i//PP//case//52 referensgruppen//NN|UTR|SIN|DEF|NOM//nmod//50 förordnades//VB|PRT|SFO//advcl//8 vidare//AB|KOM//advmod//53 från//PP//case//60 och//KN//fixed//55 med//PP//fixed//55 den//DT|UTR|SIN|DEF//det//59 18//RG|NOM//nummod//60 augusti//NN|UTR|SIN|IND|NOM//obl//53 2014//RG|NOM//nummod//60 till//PP//case//67 och//KN//fixed//62 med//AB//fixed//62 den//DT|UTR|SIN|DEF//det//67 3//RO|NOM//nummod//67 november//NN|UTR|SIN|IND|NOM//obl//53 2014//RG|NOM//nummod//67 chefsjuristen//NN|UTR|SIN|DEF|NOM//appos//67 Mattias//PM|NOM//nmod//83 Landgren//PM|NOM//flat//70 ,//MID//punct//73 LO//PM|NOM//conj//70 ,//MID//punct//70 från//PP//case//80 och//KN//fixed//75 med//PP//fixed//75 den//DT|UTR|SIN|DEF//det//80 4//RO|NOM//nummod//80 november//NN|UTR|SIN|IND|NOM//nmod//70 2014//RG|NOM//nummod//80 juristen//NN|UTR|SIN|DEF|NOM//nmod//83 Robert//PM|NOM//nmod//69 Sjunnebo//PM|NOM//flat:name//83 ,//MID//punct//86 LO//PM|NOM//conj//83 ,//MID//punct//83 från//PP//advmod//92 och//KN//fixed//88 med//PP//fixed//88 den//DT|UTR|SIN|DEF//det//92 18//RG|NOM//nummod//93 augusti//NN|UTR|SIN|IND|NOM//nmod//94 2014//RG|NOM//nmod//83 till//PP//case//100 och//KN//fixed//95 med//AB//fixed//95 den//DT|UTR|SIN|DEF//det//100 3//RO|NOM//nummod//100 november//NN|UTR|SIN|IND|NOM//obl//53 2014//RG|NOM//nummod//100 chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//103 Samuel//PM|NOM//appos//100 Engblom//PM|NOM//flat:name//103 ,//MID//punct//106 TCO//PM|NOM//conj//103 ,//MID//punct//53 och//KN//conj//53 från//PP//case//114 och//KN//fixed//109 med//PP//fixed//109 den//DT|UTR|SIN|DEF//det//114 4//RO|NOM//nummod//114 november//NN|UTR|SIN|IND|NOM//obl//116 2014//RG|NOM//nummod//114 EU-rättsjuristen//NN|UTR|SIN|DEF|NOM//nmod//117 Sofia//PM|NOM//dep//108 Råsmar//PM|NOM//flat:name//117 ,//MID//punct//120 TCO//PM|NOM//conj//117 .//MAD//punct//117
