Tillämpningsdirektivet till utstationeringsdirektivet – Del I;Delbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Som//KN//case//1 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 anställdes//VB|PRT|SFO//ROOT//4 från//PP//advmod//4 och//KN//cc//10 med//PP//case//10 den//DT|UTR|SIN|DEF//det//9 6//RO|NOM//nummod//10 augusti//NN|UTR|SIN|IND|NOM//obl//11 2014//RG|NOM//nummod//12 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//13 Susanna//PM|NOM//dep//4 Ribrant//PM|NOM//flat:name//13 ,//MID//punct//13 från//PP//advmod//20 och//KN//fixed//16 med//PP//fixed//16 den//DT|UTR|SIN|DEF//det//20 25//RG|NOM//nummod//21 augusti//NN|UTR|SIN|IND|NOM//obl//22 2014//RG|NOM//nummod//23 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//appos//13 Anu//PM|NOM//nummod//23 Rintala//PM|NOM//flat:name//24 och//KN//cc//32 från//PP//case//32 och//KN//fixed//27 med//PP//fixed//27 den//DT|UTR|SIN|DEF//det//32 1//RO|NOM//nummod//32 december//NN|UTR|SIN|IND|NOM//obl//34 2014//RG|NOM//nummod//32 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//compound//35 Linda//PM|NOM//parataxis//4 Nordblom//PM|NOM//flat:name//35 .//MAD//punct//4
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Enligt//PP//case//1 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//15 som//HP|-|-|-//nsubj:pass//3 beslutades//VB|PRT|SFO//acl:relcl//1 den//DT|UTR|SIN|DEF//det//6 27//RG|NOM//nummod//6 november//NN|UTR|SIN|IND|NOM//obl//3 2014//RG|NOM//nummod//6 (//PAD//punct//6 dir//NN|AN//appos//6 .//MAD//punct//6
Till statsrådet och chefen för Arbetsmarknadsdepartementet;2014:150//RG|NOM//conj//6 )//PAD//punct//1 ska//VB|PRS|AKT//aux//15 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//15 lämna//VB|INF|AKT//ROOT//15 de//DT|UTR/NEU|PLU|DEF//det//17 författningsförslag//NN|NEU|PLU|IND|NOM//obj//15 som//HP|-|-|-//nsubj:pass//19 behövs//VB|PRS|SFO//acl:relcl//17 för//PP//mark//22 att//IE//mark//22 anpassa//VB|INF|AKT//advcl//19 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//24 rätt//NN|UTR|SIN|IND|NOM//obj//22 till//PP//case//26 tillämpningsdirektivet//NN|NEU|SIN|DEF|NOM//nmod//24 när//HA//case//31 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//27 gäller//VB|PRS|AKT//fixed//27 förbättrad//PC|PRF|UTR|SIN|IND|NOM//amod//31 tillgång//NN|UTR|SIN|IND|NOM//obl//22 till//PP//case//33 information//NN|UTR|SIN|IND|NOM//nmod//31 om//PP//case//35 kollektivavtalsvillkor//NN|UTR|PLU|IND|NOM//nmod//33 och//KN//cc//37 införande//NN|NEU|SIN|IND|NOM//conj//35 av//PP//case//40 ett//DT|NEU|SIN|IND//det//40 entreprenörsansvar//NN|NEU|SIN|IND|NOM//nmod//37 .//MAD//punct//15
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//47 i//PP//case//45 denna//DT|UTR|SIN|DEF//det//45 del//NN|UTR|SIN|IND|NOM//nmod//42 ska//VB|PRS|AKT//aux//47 redovisas//VB|INF|SFO//parataxis//15 senast//AB|SUV//case//51 den//DT|UTR|SIN|DEF//det//51 31//RG|NOM//nummod//51 mars//NN|UTR|SIN|IND|NOM//obl//47 2015//RG|NOM//nummod//51 .//MAD//punct//15
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 experterna//NN|UTR|PLU|DEF|NOM//nmod//5 och//KN//cc//9 referensgruppen//NN|UTR|SIN|DEF|NOM//conj//7 och//KN//cc//11 utredaren//NN|UTR|SIN|DEF|NOM//conj//7 har//VB|PRS|AKT//aux//13 haft//VB|SUP|AKT//conj//2 den//DT|UTR|SIN|DEF//det//16 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 arbetsmarknadsmodellen//NN|UTR|SIN|DEF|NOM//obj//13 som//KN//nsubj//18 utgångspunkt//NN|UTR|SIN|IND|NOM//acl:relcl//16 för//PP//case//21 de//DT|UTR/NEU|PLU|DEF//det//21 överväganden//NN|NEU|PLU|IND|NOM//obl//18 och//KN//cc//23 förslag//NN|NEU|PLU|IND|NOM//conj//21 som//HP|-|-|-//nsubj:pass//25 lämnas//VB|PRS|SFO//acl:relcl//23 i//PP//case//27 betänkandet//NN|NEU|SIN|DEF|NOM//obl//25 .//MAD//punct//2
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//17 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Utredningen//NN|UTR|SIN|DEF|NOM//obj//4 om//PP//case//9 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 utstationeringsregler//NN|UTR|PLU|IND|NOM//nmod//6 (//PAD//punct//9 A//PM|NOM//appos//9 2014:04//RG|NOM//nummod//11 )//PAD//punct//0 ,//MID//punct//0 får//VB|PRS|AKT//aux//17 härmed//AB//advmod//17 överlämna//VB|INF|AKT//ROOT//17 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//17 Tillämpningsdirektivet//NN|NEU|SIN|DEF|NOM//obj//17 till//PP//case//21 utstationeringsdirektivet//NN|NEU|SIN|DEF|NOM//obl//17  //_SP////21 –//PM|NOM//punct//17 Del//NN|UTR|SIN|IND|NOM//nmod//27 I//RG|NOM//nmod//24 ,//MID//punct//24 SOU//PM|NOM//appos//17 2015:13//RG|NOM//punct//17 .//MAD//punct//17
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//31 fortsätter//VB|PRS|AKT//parataxis//17 med//PP//case//34 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 frågor//NN|UTR|PLU|IND|NOM//obl//31 .//MAD//punct//31
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2015//RG|NOM//nummod//2 .//MAD//punct//0
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Anna//PM|NOM//nmod//3 Middelman//PM|NOM//flat:name//0 /Susanna//RG|NOM//case//3 Ribrant//NN|UTR|SIN|IND|NOM//ROOT//3
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Anu//PM|NOM//ROOT//0 Rintala//PM|NOM//flat//0
Till statsrådet och chefen för Arbetsmarknadsdepartementet;Linda//PM|NOM//ROOT//0 Nordblom//PM|NOM//obj//0


"1.1 Förslag till lag om ändring i lagen (1999:678) om utstationering av arbetstagare;";Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 1999:678//RG|NOM//appos//5 )//PAD//punct//7 om//PP//case//10 utstationering//NN|UTR|SIN|IND|NOM//obl//1 av//PP//case//12 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//10 dels//KN//advmod//10  //_SP////13 att//SN//mark//32 1//RG|NOM//nummod//23 ,//MID//punct//16 4//RG|NOM//nummod//16 ,//MID//punct//18 9//RG|NOM//nummod//16 och//KN//cc//20 21//RG|NOM//nummod//23 §//NN|AN//nmod//24 §//NN|AN//nsubj//32 och//KN//cc//26 rubriken//NN|UTR|SIN|DEF|NOM//conj//24 närmast//AB|SUV//advmod//30 före//PP//case//30 9//RG|NOM//nummod//30 §//NN|AN//nmod//26 ska//VB|PRS|AKT//aux//32 ha//VB|INF|AKT//acl//10 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 lydelse//NN|UTR|SIN|IND|NOM//obj//32 ,//MID//punct//10 dels//KN//advmod//45  //_SP////36 att//SN//mark//45 rubriken//NN|UTR|SIN|DEF|NOM//nsubj:pass//45 närmast//AB|SUV//advmod//45 före//PP//advmod//42 10//RG|NOM//nummod//43 §//NN|AN//nsubj:pass//45 ska//VB|PRS|AKT//aux//45 sättas//VB|INF|SFO//acl:relcl//10 närmast//AB|SUV//advmod//45 före//PP//case//49 21//RG|NOM//nummod//49 §//NN|AN//obl//45 ,//MID//punct//10 dels//KN//advmod//58  //_SP////51 att//SN//mark//58 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//58 i//PP//case//56 lagen//NN|UTR|SIN|DEF|NOM//obl//58 ska//VB|PRS|AKT//aux//58 införas//VB|INF|SFO//acl:relcl//10 tio//RG|NOM//nummod//61 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//58 ,//MID//punct//61 4//RG|NOM//nummod//64 a//NN|NEU|SIN|IND|NOM//nmod//61 ,//MID//punct//64 5//RG|NOM//nummod//67 c//NN|AN//obl//58 ,//MID//punct//67 9//RG|NOM//nummod//70 b–9//NN|UTR|SIN|IND|NOM//obl//58 d//NN|NEU|SIN|IND|NOM//nummod//70 och//KN//cc//73 22–26//RG|NOM//nummod//74 §//NN|AN//nmod//75 §//NN|AN//nmod//70 ,//MID//punct//10 samt//KN//cc//81 närmast//AB|SUV//advmod//81 före//PP//case//81 23//RG|NOM//nummod//81 §//NN|AN//conj//10 en//DT|UTR|SIN|IND//det//84 ny//JJ|POS|UTR|SIN|IND|NOM//amod//84 rubrik//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//87 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//87 lydelse//NN|UTR|SIN|IND|NOM//nmod//84 .//MAD//punct//10
"1.1 Förslag till lag om ändring i lagen (1999:678) om utstationering av arbetstagare;";1//RG|NOM//nummod//90 §//NN|AN//nmod//10
"1.1 Förslag till lag om ändring i lagen (1999:678) om utstationering av arbetstagare;";Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 när//HA//case//5 en//DT|UTR|SIN|IND//det//5 arbetsgivare//NN|UTR|SIN|IND|NOM//obl//2 som//HP|-|-|-//nsubj:pass//8 är//VB|PRS|AKT//cop//8 etablerad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//5 i//PP//case//12 ett//DT|NEU|SIN|IND//det//12 annat//JJ|POS|NEU|SIN|IND|NOM//amod//12 land//NN|NEU|SIN|IND|NOM//obl//8 än//KN//mark//15 Sverige//PM|NOM//nsubj//15 utstationerar//VB|PRS|AKT//acl//12 arbetstagare//NN|UTR|PLU|IND|NOM//obj//15 här//AB//advmod//15 i//PP//case//19 landet//NN|NEU|SIN|DEF|NOM//obl//15 i//PP//mark//25 samband//NN|NEU|SIN|IND|NOM//fixed//20 med//PP//fixed//20 att//SN//mark//25 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//25 tillhandahåller//VB|PRS|AKT//advcl//2 tjänster//NN|UTR|PLU|IND|NOM//obj//25 över//PP//case//28 gränserna//NN|UTR|PLU|DEF|NOM//nmod//26 .//MAD//punct//2
