mot förorening från fartyg;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//0
Till statsrådet Catharina Elmsäter-Svärd;Liv//NN|NEU|SIN|IND|NOM//nsubj:pass//56 Bernitz//PM|NOM//flat//54 entledigades//VB|PRT|SFO//acl:relcl//8 fr.o.m.//AB|AN//case//60 den//DT|UTR|SIN|DEF//det//60 8//RO|NOM//nummod//60 april//NN|UTR|SIN|IND|NOM//obl//56 och//KN//cc//65 fr.o.m.//AB|AN//case//64 samma//DT|UTR/NEU|SIN/PLU|IND//det//64 dag//NN|UTR|SIN|IND|NOM//obl//65 förordnades//VB|PRT|SFO//conj//2 rättssakkunniga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 Mirja//PM|NOM//nsubj:pass//65 Högström//PM|NOM//flat:name//67 som//KN//mark//70 expert//NN|UTR|SIN|IND|NOM//xcomp//65 .//MID//punct//65
Till statsrådet Catharina Elmsäter-Svärd;Natasa//PM|NOM//nsubj:pass//74 Boskovic//PM|NOM//flat//72 entledigades//VB|PRT|SFO//parataxis//65 fr.o.m.//AB|AN//case//79 den//DT|UTR|SIN|DEF//det//77 8//RO|NOM//nummod//78 augusti//NN|UTR|SIN|IND|NOM//nmod//79 2001//RG|NOM//obl//74 och//KN//cc//84 fr.o.m.//AB|AN//case//83 samma//DT|UTR/NEU|SIN/PLU|IND//det//83 dag//NN|UTR|SIN|IND|NOM//obl//84 förordnades//VB|PRT|SFO//conj//2 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//86 Monika//PM|NOM//nmod:poss//88 Przedpelska//PM|NOM//amod//88 Öström//PM|NOM//nsubj:pass//84 som//KN//mark//90 expert//NN|UTR|SIN|IND|NOM//xcomp//84 .//MAD//punct//2
Till statsrådet Catharina Elmsäter-Svärd;Sekreterare//NN|UTR|SIN|IND|NOM//nsubj//3 åt//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//10 fr.o.m.//AB|AN//compound:prt//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 september//NN|UTR|SIN|IND|NOM//fixed//4 2010//RG|NOM//nummod//7 varit//VB|SUP|AKT//cop//10 kammarrättsassessorn//NN|UTR|SIN|DEF|NOM//ROOT//10 Magnus//PM|NOM//nsubj//10 Isgren//PM|NOM//flat:name//11 .//MAD//punct//10
Till statsrådet Catharina Elmsäter-Svärd;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//6 förorening//NN|UTR|SIN|IND|NOM//nmod//4 från//PP//case//8 fartyg//NN|NEU|PLU|IND|NOM//nmod//6 (//PAD//punct//4 N//PM|NOM//nummod//11 2010:07//RG|NOM//appos//4 )//PAD//punct//2 .//MAD//punct//2
Till statsrådet Catharina Elmsäter-Svärd;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//7 skulle//VB|PRT|AKT//aux//7 enligt//PP//case//5 de//DT|UTR/NEU|PLU|DEF//det//5 ursprungliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 direktiven//NN|NEU|PLU|DEF|NOM//obl//7 ha//VB|INF|AKT//aux//7 redovisats//VB|SUP|SFO//ROOT//7 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 oktober//NN|UTR|SIN|IND|NOM//obl//7 2011//RG|NOM//nummod//10 .//MAD//punct//7
Till statsrådet Catharina Elmsäter-Svärd;Genom//PP//case//14 tilläggsdirektiv//NN|NEU|PLU|IND|NOM//obl//25 den//DT|UTR|SIN|DEF//det//17 25//RG|NOM//nummod//17 augusti//NN|UTR|SIN|IND|NOM//nsubj:pass//14 2011//RG|NOM//nummod//17 (//PAD//punct//17 dir//NN|AN//nmod:poss//21 2011:75//RG|NOM//appos//17 )//PAD//punct//14 har//VB|PRS|AKT//aux//25 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//25 förlängt//VB|SUP|AKT//conj//7 tiden//NN|UTR|SIN|DEF|NOM//obj//25 för//PP//case//28 redovisning//NN|UTR|SIN|IND|NOM//obl//25 till//PP//case//32 den//DT|UTR|SIN|DEF//det//32 30//RG|NOM//nummod//32 november//NN|UTR|SIN|IND|NOM//nmod//28 2011//RG|NOM//nummod//32 .//MAD//punct//7
Till statsrådet Catharina Elmsäter-Svärd;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 får//VB|PRS|AKT//aux//3 härmed//AB//advmod//3 överlämna//VB|INF|AKT//ROOT//3 betänkandet//NN|NEU|SIN|DEF|NOM//obj//3 Ny//JJ|POS|UTR|SIN|IND|NOM//amod//6 lag//NN|UTR|SIN|IND|NOM//obj//3 om//PP//case//8 åtgärder//NN|UTR|PLU|IND|NOM//nmod//6 mot//PP//case//10 förorening//NN|UTR|SIN|IND|NOM//nmod//8 från//PP//case//12 fartyg//NN|NEU|PLU|IND|NOM//nmod//10 .//MAD//punct//3
Till statsrådet Catharina Elmsäter-Svärd;Västra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 Karup//PM|NOM//ROOT//1 i//PP//case//3 december//NN|UTR|SIN|IND|NOM//nmod//1 2011//RG|NOM//nummod//3
Till statsrådet Catharina Elmsäter-Svärd;Johan//PM|NOM//nmod//5 Franson//PM|NOM//flat//0 /Magnus//RG|NOM//cc//0 Isgren//PM|NOM//nmod//4 7.4//RG|NOM//conj//0 Miljööverdomstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 dom//NN|UTR|SIN|IND|NOM//nsubj//9 den//DT|UTR|SIN|DEF//det//9 24//RG|NOM//nummod//9 maj//NN|UTR|SIN|IND|NOM//ROOT//9 2006//RG|NOM//nummod//9 i//PP//case//12 mål//NN|NEU|SIN|IND|NOM//nmod//14 nr//NN|AN//nmod//14 M//PM|NOM//nmod//9


1 Förslag till lag om åtgärder mot förorening från fartyg;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);1//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Syftet//NN|NEU|SIN|DEF|NOM//ROOT//3 med//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 lag//NN|UTR|SIN|IND|NOM//nmod//3 är//VB|PRS|AKT//cop//3 att//IE//mark//9 förebygga//VB|INF|AKT//csubj//3 och//KN//cc//11 begränsa//VB|INF|AKT//conj//9 utsläpp//NN|NEU|PLU|IND|NOM//obj//11 av//PP//case//15 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 ämnen//NN|NEU|PLU|IND|NOM//nmod//12 från//PP//case//17 fartyg//NN|NEU|PLU|IND|NOM//obl//11 .//MAD//punct//3
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);I//PP//case//1 lagen//NN|UTR|SIN|DEF|NOM//obl//2 finns//VB|PRS|SFO//ROOT//2 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 om//PP//case//5 förbud//NN|NEU|SIN|IND|NOM//nmod//3 mot//PP//case//7 förorening//NN|UTR|SIN|IND|NOM//obl//2 från//PP//case//9 fartyg//NN|NEU|SIN|IND|NOM//nmod//7 ,//MID//punct//11 mottagning//NN|UTR|SIN|IND|NOM//conj//2 av//PP//case//14 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 ämnen//NN|NEU|PLU|IND|NOM//nmod//11 från//PP//case//16 fartyg//NN|NEU|PLU|IND|NOM//nmod//11 ,//MID//punct//19 fartygs//VB|IMP|AKT//nmod:poss//19 konstruktion//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//21 tillsyn//NN|UTR|SIN|IND|NOM//conj//16 och//KN//cc//24 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 åtgärder//NN|UTR|PLU|IND|NOM//conj//16 för//PP//mark//27 att//IE//mark//27 förebygga//VB|INF|AKT//advcl//2 eller//KN//cc//29 begränsa//VB|INF|AKT//conj//27 förorening//NN|UTR|SIN|IND|NOM//obj//29 från//PP//case//32 fartyg//NN|NEU|PLU|IND|NOM//obl//29 samt//KN//cc//35 om//PP//case//35 förundersökning//NN|UTR|SIN|IND|NOM//conj//27 vid//PP//case//37 brott//NN|NEU|SIN|IND|NOM//nmod//35 mot//PP//case//39 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//37 i//PP//case//42 denna//DT|UTR|SIN|DEF//det//42 lag//NN|UTR|SIN|IND|NOM//nmod//39 eller//KN//cc//45 mot//PP//case//45 föreskrifter//NN|UTR|PLU|IND|NOM//conj//39 som//HP|-|-|-//nsubj:pass//48 har//VB|PRS|AKT//aux//48 meddelats//VB|SUP|SFO//acl:relcl//45 med//PP//case//50 stöd//NN|NEU|SIN|IND|NOM//obl//48 av//PP//case//52 lagen//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//2
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);2//RG|NOM//nummod//55 §//NN|AN//nmod//57  //_SP////55 Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 om//PP//case//59 rederiers//NN|UTR|PLU|IND|GEN//nmod//57 och//KN//cc//62 fartygs//VB|IMP|AKT//nmod:poss//62 säkerhetsorganisation//NN|UTR|SIN|IND|NOM//conj//59 ,//MID//punct//57 vilka//HP|UTR/NEU|PLU|IND//nsubj//67 även//AB//advmod//67 är//VB|PRS|AKT//cop//67 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//57 att//IE//mark//69 bidra//VB|INF|AKT//advcl//67 till//PP//mark//72 att//IE//mark//72 skydda//VB|INF|AKT//xcomp//69 miljön//NN|UTR|SIN|DEF|NOM//obj//72 ,//MID//punct//57 finns//VB|PRS|SFO//conj//2 i//PP//case//77 fartygssäkerhetslagen//NN|UTR|SIN|DEF|NOM//obl//75 (//PAD//punct//79 2003:364//RG|NOM//appos//77 )//PAD//punct//79 .//MAD//punct//2
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//10 om//PP//case//2 utsläpp//NN|NEU|PLU|IND|NOM//nmod//0 från//PP//case//4 fartyg//NN|NEU|PLU|IND|NOM//nmod//2 av//PP//case//7 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 ämnen//NN|NEU|PLU|IND|NOM//nmod//4 inom//PP//case//9 Antarktisområdet//NN|NEU|SIN|DEF|NOM//nmod//2 finns//VB|PRS|SFO//ROOT//10 i//PP//case//12 lagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//14 2006:924//RG|NOM//appos//12 )//PAD//punct//14 om//PP//case//17 Antarktis//PM|NOM//obl//10 .//MAD//punct//10
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);3//RG|NOM//nummod//20 §//NN|AN//nsubj:pass//24  //_SP////20 I//PP//case//23 lagen//NN|UTR|SIN|DEF|NOM//nmod//20 används//VB|PRS|SFO//parataxis//10 beteckningar//NN|UTR|PLU|IND|NOM//nsubj:pass//24 som//HP|-|-|-//nsubj//27 har//VB|PRS|AKT//acl:relcl//25 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 betydelse//NN|UTR|SIN|IND|NOM//obj//27 .//MAD//punct//24
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);Fartyg//NN|NEU|PLU|IND|NOM//appos//24 ://MID//punct//31
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1); //_SP////32 Fartyg//NN|NEU|PLU|IND|NOM//appos//31 ,//MID//punct//36 svävare//NN|UTR|PLU|IND|NOM//conj//31 ,//MID//punct//38 undervattensfartyg//NN|NEU|PLU|IND|NOM//conj//31 ,//MID//punct//38 fasta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 eller//KN//cc//42 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//40 plattformar//NN|UTR|PLU|IND|NOM//conj//31 samt//KN//cc//47 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 anordningar//NN|UTR|PLU|IND|NOM//conj//31 som//HP|-|-|-//nsubj:pass//49 används//VB|PRS|SFO//acl:relcl//47 till//PP//case//51 sjöss//NN|-|-|-|-//obl//49 .//MID//punct//24
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);Fast//KN//cc//54 avfall//NN|NEU|SIN|IND|NOM//conj//24 ://MID//punct//54
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1); //_SP////55 mat-//NN|UTR|-|-|SMS//appos//54 ,//MID//punct//59 hushålls-//NN|UTR|-|-|SMS//conj//57 och//KN//cc//61 driftsavfall//NN|NEU|PLU|IND|NOM//conj//57 med//PP//case//66 undantag//NN|NEU|SIN|IND|NOM//fixed//62 av//PP//fixed//62 färsk//JJ|POS|UTR|SIN|IND|NOM//amod//66 fisk//NN|UTR|SIN|IND|NOM//nmod//54 och//KN//cc//68 delar//NN|UTR|PLU|IND|NOM//conj//66 därav//AB//advmod//68 ,//MID//punct//54 som//HP|-|-|-//nsubj//72 uppstår//VB|PRS|AKT//acl:relcl//54 under//PP//case//76 fartygets//NN|NEU|SIN|DEF|GEN//nmod:poss//76 normala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//76 drift//NN|UTR|SIN|IND|NOM//obl//72 och//KN//cc//78 förmodas//VB|PRS|SFO//conj//72 avlägsnas//VB|PRS|SFO//xcomp//78 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//79 eller//KN//cc//82 periodiskt//AB|POS//conj//80 ,//MID//punct//79 med//PP//case//88 undantag//NN|NEU|SIN|IND|NOM//fixed//84 för//PP//fixed//84 de//DT|UTR/NEU|PLU|DEF//det//88 ämnen//NN|NEU|PLU|IND|NOM//obl//79 som//HP|-|-|-//nsubj//92 annars//AB//advmod//92 är//VB|PRS|AKT//cop//92 definierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//88 eller//KN//cc//94 förtecknade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//92 i//PP//case//97 denna//DT|UTR|SIN|DEF//det//97 lag//NN|UTR|SIN|IND|NOM//obl//94 eller//KN//cc//99 föreskrifter//NN|UTR|PLU|IND|NOM//conj//97 meddelade//VB|PRT|AKT//xcomp//78 med//PP//case//102 stöd//NN|NEU|SIN|IND|NOM//obl//100 av//PP//case//104 lagen//NN|UTR|SIN|DEF|NOM//nmod//102 .//MAD//punct//10
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);IBC-koden//NN|UTR|SIN|DEF|NOM//ROOT//0 ://MID//punct//0
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);  //_SP////1 den//DT|UTR|SIN|DEF//det//5 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 koden//NN|UTR|SIN|DEF|NOM//appos//0 för//PP//case//7 konstruktion//NN|UTR|SIN|IND|NOM//nmod//5 och//KN//cc//9 utrustning//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//11 fartyg//NN|NEU|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//15 till//PP//case//14 sjöss//NN|-|-|-|-//obl//15 transporterar//VB|PRS|AKT//acl:relcl//9 skadliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 kemikalier//NN|UTR|PLU|IND|NOM//obj//15 i//PP//case//20 bulk//NN|UTR|SIN|IND|NOM//obl//15 ,//MID//punct//22 antagen//PC|PRF|UTR|SIN|IND|NOM//conj//15 av//PP//case//26 den//DT|UTR|SIN|DEF//det//26 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//26 sjöfartsorganisationen//NN|UTR|SIN|DEF|NOM//nmod//22 ,//MID//punct//28 IMO//PM|NOM//conj//15 .//MAD//punct//0
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);Kemikalietankfartyg//NN|NEU|PLU|IND|NOM//ROOT//0 ://MID//punct//0
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1); //_SP////1 Fartyg//NN|NEU|PLU|IND|NOM//appos//0 som//HP|-|-|-//nsubj//6 är//VB|PRS|AKT//cop//6 byggt//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//3 eller//KN//cc//9 huvudsakligen//AB//advmod//9 anpassat//PC|PRF|NEU|SIN|IND|NOM//conj//6 för//PP//mark//14 att//IE//mark//14 i//PP//advmod//14 bulk//NN|UTR|SIN|IND|NOM//fixed//12 transportera//VB|INF|AKT//advcl//9 flytande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 ämnen//NN|NEU|PLU|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//18 räknas//VB|PRS|SFO//acl:relcl//16 upp//PL//compound:prt//18 i//PP//case//22 kapitel//NN|NEU|SIN|IND|NOM//nmod//22 17//RG|NOM//obl//18 till//PP//case//24 IBC-koden//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//0
1 Förslag till lag om åtgärder mot förorening från fartyg / 1 kap. Inledande bestämmelser (1);MARPOL//PM|NOM//ROOT//0 73/78//RG|NOM//obj//0 ://MID//punct//1
