Ungdomar utanför gymnasieskolan;–//RG|NOM//punct//3 ett//DT|NEU|SIN|IND//det//3 förtydligat//PC|PRF|NEU|SIN|IND|NOM//amod//3 ansvar//NN|NEU|SIN|IND|NOM//ROOT//3 för//PP//case//5 stat//NN|UTR|SIN|IND|NOM//nmod//3 och//KN//cc//7 kommun//NN|UTR|SIN|IND|NOM//conj//5
Till statsrådet och biträdande utbildningsministern;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//52 ,//MID//punct//38 som//HP|-|-|-//nsubj//41 antagit//VB|SUP|AKT//acl:relcl//38 namnet//NN|NEU|SIN|DEF|NOM//nmod//43 Utredningen//NN|UTR|SIN|DEF|NOM//obj//41 om//PP//case//45 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//43 som//HP|-|-|-//nsubj//48 varken//KN//cc//48 arbetar//VB|PRS|AKT//acl:relcl//43 eller//KN//cc//50 studerar//VB|PRS|AKT//conj//48 ,//MID//punct//38 överlämnar//VB|PRS|AKT//conj//2 härmed//AB//advmod//52 delbetänkandet//NN|NEU|SIN|DEF|NOM//obj//52
Till statsrådet och biträdande utbildningsministern;Ungdomar//NN|UTR|PLU|IND|NOM//ROOT//0 utanför//PP//case//2 gymnasieskolan//NN|UTR|SIN|DEF|NOM//nmod//0 –//RG|NOM//punct//6 ett//DT|NEU|SIN|IND//det//6 förtydligat//PC|PRF|NEU|SIN|IND|NOM//amod//6 ansvar//NN|NEU|SIN|IND|NOM//appos//0 för//PP//case//8 stat//NN|UTR|SIN|IND|NOM//nmod//6 och//KN//cc//10 kommun//NN|UTR|SIN|IND|NOM//conj//8 (//PAD//punct//12 SOU//PM|NOM//appos//6 2013:13//RG|NOM//conj//6 )//PAD//punct//0 .//MAD//punct//0
Till statsrådet och biträdande utbildningsministern;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//7 i//PP//case//4 denna//DT|UTR|SIN|DEF//det//4 del//NN|UTR|SIN|IND|NOM//nmod//1 är//VB|PRS|AKT//cop//7 härmed//AB//advmod//7 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//7 .//MAD//punct//7
Till statsrådet och biträdande utbildningsministern;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2013//RG|NOM//nummod//2
Till statsrådet och biträdande utbildningsministern;Ann-Marie//PM|NOM//nmod//1 Begler//PM|NOM//ROOT//1 /Gabriel//RG|NOM//cc//3 Brandström//PM|NOM//nmod//1
Till statsrådet och biträdande utbildningsministern;Eva//PM|NOM//ROOT//0 Franzén//PM|NOM//flat:name//0
Till statsrådet och biträdande utbildningsministern;Mikael//PM|NOM//ROOT//0 Hellstadius//PM|NOM//flat:name//0

En vision om fler unga i utbildning eller arbete år 2024;Året//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 2024//RG|NOM//ROOT//2 och//KN//cc//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 har//VB|PRS|AKT//aux//6 gått//VB|SUP|AKT//conj//2 tio//RG|NOM//nummod//8 år//NN|NEU|PLU|IND|NOM//obj//6 sedan//SN//fixed//8 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//11 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 genomfördes//VB|PRT|SFO//acl:relcl//8 .//MAD//punct//6
En vision om fler unga i utbildning eller arbete år 2024;Förändringarna//NN|UTR|PLU|DEF|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 nu//AB//advmod//17 fått//VB|SUP|AKT//parataxis//6 i//PP//case//22 det//DT|NEU|SIN|DEF//det//22 närmaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 fullt//JJ|POS|NEU|SIN|IND|NOM//amod//22 genomslag//NN|NEU|SIN|IND|NOM//obl//17 i//PP//case//24 verksamheterna//NN|UTR|PLU|DEF|NOM//nmod//22 och//KN//cc//27 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//27 går//VB|PRS|AKT//conj//17 att//IE//mark//29 se//VB|INF|AKT//xcomp//27 effekter//NN|UTR|PLU|IND|NOM//obj//29 .//MAD//punct//2
En vision om fler unga i utbildning eller arbete år 2024;Det//DT|NEU|SIN|DEF//det//34 tydligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//34 resultatet//NN|NEU|SIN|DEF|NOM//nsubj//35 är//VB|PRS|AKT//parataxis//2 att//SN//mark//40 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 är//VB|PRS|AKT//cop//40 fler//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//40 ungdomar//NN|UTR|PLU|IND|NOM//ccomp//35 under//PP//case//43 20//RG|NOM//nummod//43 år//NN|NEU|PLU|IND|NOM//obl//40 som//HP|-|-|-//nsubj//45 är//VB|PRS|AKT//acl:relcl//43 i//PP//case//47 utbildning//NN|UTR|SIN|IND|NOM//obl//45 eller//KN//cc//49 arbete//NN|NEU|SIN|IND|NOM//conj//47 än//KN//mark//51 någonsin//AB//advmod//52 tidigare//AB|KOM//advmod//45 .//MAD//punct//40
En vision om fler unga i utbildning eller arbete år 2024;Färre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 ungdomar//NN|UTR|PLU|IND|NOM//nsubj//56 står//VB|PRS|AKT//acl:cleft//35 utanför//PP//compound:prt//56 .//MAD//punct//35
En vision om fler unga i utbildning eller arbete år 2024;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//2 är//VB|PRS|AKT//cop//2 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//2  //_SP////2 för//PP//case//6 både//KN//cc//6 stat//NN|UTR|SIN|IND|NOM//obl//2 och//KN//cc//8 kommun//NN|UTR|SIN|IND|NOM//conj//6 vilket//HD|NEU|SIN|IND//det//10 ansvar//NN|NEU|SIN|IND|NOM//obj//12 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//12 har//VB|PRS|AKT//csubj//2 för//PP//case//14 ungdomar//NN|UTR|PLU|IND|NOM//obl//12 under//PP//case//17 20//RG|NOM//nummod//17 år//NN|NEU|PLU|IND|NOM//obl//12 utanför//PP//case//19 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//12 .//MAD//punct//2
En vision om fler unga i utbildning eller arbete år 2024;Den//DT|UTR|SIN|DEF//det//22 unge//JJ|POS|MAS|SIN|DEF|NOM//nsubj//23 får//VB|PRS|AKT//parataxis//2 stöd//NN|NEU|SIN|IND|NOM//obj//23 och//KN//cc//26 hjälp//NN|UTR|SIN|IND|NOM//conj//24 om//SN//mark//31 han//PN|UTR|SIN|DEF|SUB//nsubj//31 eller//KN//cc//30 hon//PN|UTR|SIN|DEF|SUB//conj//28 avbrutit//VB|SUP|AKT//advcl//23 eller//KN//cc//34 aldrig//AB//advmod//34 påbörjat//VB|SUP|AKT//conj//31 en//DT|UTR|SIN|IND//det//36 gymnasieutbildning//NN|UTR|SIN|IND|NOM//obj//34 .//MAD//punct//23
En vision om fler unga i utbildning eller arbete år 2024;Ungdomar//NN|UTR|PLU|IND|NOM//nsubj//44 som//HP|-|-|-//nsubj//41 varken//KN//cc//41 arbetar//VB|PRS|AKT//acl:relcl//38 eller//KN//cc//43 studerar//VB|PRS|AKT//conj//41 befinner//VB|PRS|AKT//parataxis//23 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//44 numera//AB//advmod//44 en//DT|UTR|SIN|IND//det//49 kort//JJ|POS|UTR|SIN|IND|NOM//amod//49 tid//NN|UTR|SIN|IND|NOM//obj//44  //_SP////49 utanför//PP//case//52 gymnasieskolan//NN|UTR|SIN|DEF|NOM//obl//44 .//MAD//punct//44
En vision om fler unga i utbildning eller arbete år 2024;Sedan//AB//advmod//55 går//VB|PRS|AKT//conj//2 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//55 ofta//AB|POS//advmod//55 tillbaka//AB//advmod//55 till//PP//case//60 utbildning//NN|UTR|SIN|IND|NOM//obl//55 eller//KN//cc//62 vidare//AB|KOM//conj//60 till//PP//case//64 Arbetsförmedlingen//PM|NOM//obl//55 .//MAD//punct//55
En vision om fler unga i utbildning eller arbete år 2024;"K//PM|NOM//nmod//68 ommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 aktivitetsansvar//NN|NEU|SIN|IND|NOM//nsubj//69 fungerar//VB|PRS|AKT//parataxis//55 som//KN//mark//72 en//DT|UTR|SIN|IND//det//72 sluss//NN|UTR|SIN|IND|NOM//obl//69 för//PP//case//74 ungdomarna//NN|UTR|PLU|DEF|NOM//nmod//72 ;//MID//punct//55"
En vision om fler unga i utbildning eller arbete år 2024;från//PP//case//79 en//DT|UTR|SIN|IND//det//79 avbruten//PC|PRF|UTR|SIN|IND|NOM//amod//79 utbildning//NN|UTR|SIN|IND|NOM//obl//55 tillbaka//AB//advmod//82 till//PP//case//82 utbildning//NN|UTR|SIN|IND|NOM//nmod//79 eller//KN//cc//86 till//PP//case//86 annan//JJ|POS|UTR|SIN|IND|NOM//amod//86 sysselsättning//NN|UTR|SIN|IND|NOM//conj//82 .//MAD//punct//2
En vision om fler unga i utbildning eller arbete år 2024;Utvärderingar//NN|UTR|PLU|IND|NOM//nsubj//89 visar//VB|PRS|AKT//parataxis//2 att//SN//mark//93 kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//93 numera//AB//advmod//93 arbetar//VB|PRS|AKT//ccomp//89 snabbt//AB|POS//advmod//93 och//KN//cc//96 effektivt//AB|POS//conj//94 .//MAD//punct//89
En vision om fler unga i utbildning eller arbete år 2024;Kommunerna//NN|UTR|PLU|DEF|NOM//nsubj//99 har//VB|PRS|AKT//csubj//2 god//JJ|POS|UTR|SIN|IND|NOM//amod//101 överblick//NN|UTR|SIN|IND|NOM//obj//99  //_SP////101 över//PP//case//105 vilka//HD|UTR/NEU|PLU|IND//det//105 ungdomar//NN|UTR|PLU|IND|NOM//obl//99 som//HP|-|-|-//nsubj:pass//107 omfattas//VB|PRS|SFO//acl:relcl//105 av//PP//case//109 ansvaret//NN|NEU|SIN|DEF|NOM//obl//107 för//PP//case//113 icke//AB//advmod//113 skolpliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 ungdomar//NN|UTR|PLU|IND|NOM//nmod//109 ,//MID//punct//117 det//DT|NEU|SIN|DEF//det//117 s.k.//AB|AN//amod//117 aktivitetsansvaret//NN|NEU|SIN|DEF|NOM//appos//2 .//MAD//punct//117
En vision om fler unga i utbildning eller arbete år 2024;Det//DT|NEU|SIN|DEF//det//121 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//121 arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//124 har//VB|PRS|AKT//aux//124 också//AB//advmod//124 utvecklats//VB|SUP|SFO//acl:cleft//2 .//MAD//punct//2
En vision om fler unga i utbildning eller arbete år 2024;Hemkommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//127 tillgång//NN|UTR|SIN|IND|NOM//nsubj//149 till//PP//case//129 information//NN|UTR|SIN|IND|NOM//nmod//127  //_SP////129 om//PP//case//132 elever//NN|UTR|PLU|IND|NOM//nmod//127 som//HP|-|-|-//nsubj//134 har//VB|PRS|AKT//acl:relcl//132 en//DT|UTR|SIN|IND//det//137 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//137 otillåten//PC|PRF|UTR|SIN|IND|NOM//amod//138 frånvaro//NN|UTR|SIN|IND|NOM//nsubj//140 har//VB|PRS|AKT//aux//140 lett//VB|SUP|AKT//acl:relcl//127 till//PP//case//144 en//DT|UTR|SIN|IND//det//144 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//144 beredskap//NN|UTR|SIN|IND|NOM//obl//140 i//PP//case//146 hemkommunen//NN|UTR|SIN|DEF|NOM//nmod//144 .//MAD//punct//127
En vision om fler unga i utbildning eller arbete år 2024;Uppföljningar//NN|UTR|PLU|IND|NOM//nmod//127 visar//VB|PRS|AKT//parataxis//2 att//SN//mark//153 de//DT|UTR/NEU|PLU|DEF//det//152 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//153 anser//VB|PRS|AKT//ccomp//149 att//SN//mark//164 kommunernas//NN|UTR|PLU|DEF|GEN//nmod:poss//156 insatser//NN|UTR|PLU|IND|NOM//nsubj//164 i//PP//case//162 hög//JJ|POS|UTR|SIN|IND|NOM//amod//162 eller//KN//cc//161 mycket//AB|POS//advmod//161 hög//JJ|POS|UTR|SIN|IND|NOM//conj//158 grad//NN|UTR|SIN|IND|NOM//nmod//156 är//VB|PRS|AKT//cop//164 snabba//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//153 ,//MID//punct//166 tydliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//164 och//KN//cc//168 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//164 .//MAD//punct//2
En vision om fler unga i utbildning eller arbete år 2024;De//DT|UTR/NEU|PLU|DEF//det//171 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//176 som//HP|-|-|-//nsubj//174 har//VB|PRS|AKT//aux//174 fått//VB|SUP|AKT//acl:relcl//171 hjälp//NN|UTR|SIN|IND|NOM//obj//174 anser//VB|PRS|AKT//parataxis//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//176 ha//VB|INF|AKT//aux//179 blivit//VB|SUP|AKT//xcomp//176 sedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//179 och//KN//cc//182 fått//VB|SUP|AKT//conj//176 en//DT|UTR|SIN|IND//det//185 bra//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//185 kontakt//NN|UTR|SIN|IND|NOM//obj//182 med//PP//case//188 ansvarig//JJ|POS|UTR|SIN|IND|NOM//amod//188 tjänsteman//NN|UTR|SIN|IND|NOM//obl//182 .//MAD//punct//176
En vision om fler unga i utbildning eller arbete år 2024;Peter//PM|NOM//nsubj//195 ,//MID//punct//190 23//RG|NOM//nummod//193 år//NN|NEU|PLU|IND|NOM//conj//190 ,//MID//punct//190 säger//VB|PRS|AKT//parataxis//176 så//AB//advmod//195 här//AB//fixed//196 ://MAD//punct//195
En vision om fler unga i utbildning eller arbete år 2024;Kontakten//NN|UTR|SIN|DEF|NOM//nsubj//4 med//PP//case//3 kommunens//NN|UTR|SIN|DEF|GEN//nmod:poss//3 handläggare//NN|UTR|PLU|IND|NOM//nmod//0 betydde//VB|PRT|AKT//ROOT//4 mycket//PN|NEU|SIN|IND|SUB/OBJ//advmod//4 för//PP//case//7 mig//PN|UTR|SIN|DEF|OBJ//obl//4 .//MAD//punct//4
En vision om fler unga i utbildning eller arbete år 2024;Jag//PN|UTR|SIN|DEF|SUB//nsubj//11 fick//VB|PRT|AKT//aux//11 träffa//VB|INF|AKT//conj//4 en//DT|UTR|SIN|IND//det//13 vuxen//JJ|POS|UTR|SIN|IND|NOM//obj//11 som//HP|-|-|-//nsubj//15 brydde//VB|PRT|AKT//acl:relcl//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//15 och//KN//cc//18 lyssnade//VB|PRT|AKT//conj//15 till//PP//case//21 mina//PS|UTR/NEU|PLU|DEF//nmod:poss//21 behov//NN|NEU|PLU|IND|NOM//obl//18 .//MAD//punct//4
