Till statsrådet Britta Lejon;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 10//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2001//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//13 att//IE//mark//13 kartlägga//VB|INF|AKT//advcl//7 och//KN//cc//15 analysera//VB|INF|AKT//conj//13 frågor//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//18 konsumentskyddet//NN|NEU|SIN|DEF|NOM//nmod//16 vid//PP//case//21 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//21 rådgivning//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//1

Förslag till Lag om finansiell rådgivning till konsumenter;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj:pass//1 .//MAD//punct//1
Förslag till Lag om finansiell rådgivning till konsumenter;1//RG|NOM//nummod//5 §//NN|AN//appos//1  //_SP////5 Denna//DT|UTR|SIN|DEF//det//8 lag//NN|UTR|SIN|IND|NOM//nsubj//9 gäller//VB|PRS|AKT//parataxis//1 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//11 rådgivning//NN|UTR|SIN|IND|NOM//obj//9 som//KN//nsubj//14 näringsidkare//NN|UTR|SIN|IND|NOM//advmod//14 tillhandahåller//VB|PRS|AKT//acl:relcl//11 konsumenter//NN|UTR|PLU|IND|NOM//obj//14 i//PP//case//17 fall//NN|NEU|PLU|IND|NOM//obl//14 då//HA//mark//20 rådgivningen//NN|UTR|SIN|DEF|NOM//nsubj//20 avser//VB|PRS|AKT//advcl//14 råd//NN|NEU|SIN|IND|NOM//obj//20 om//PP//case//23 placering//NN|UTR|SIN|IND|NOM//nmod//21 av//PP//case//26 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//26 tillgångar//NN|UTR|PLU|IND|NOM//nmod//23 i//PP//case//29 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 instrument//NN|NEU|PLU|IND|NOM//nmod//26 eller//KN//cc//33 i//PP//case//33 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//33 livförsäkringar//NN|UTR|PLU|IND|NOM//conj//29 vars//HS|DEF//nmod:poss//35 kapital//NN|NEU|SIN|IND|NOM//nsubj:pass//39 helt//AB|POS//advmod//39 eller//KN//cc//39 delvis//AB//advmod//39 placeras//VB|PRS|SFO//acl:relcl//21 i//PP//case//43 de//DT|UTR/NEU|PLU|DEF//det//43 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 instrument//NN|NEU|PLU|IND|NOM//obl//39 som//HP|-|-|-//obj//46 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//46 bestämmer//VB|PRS|AKT//acl:relcl//43 .//MAD//punct//1
Förslag till Lag om finansiell rådgivning till konsumenter;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//4 i//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 lag//NN|UTR|SIN|IND|NOM//nmod//0 gäller//VB|PRS|AKT//ROOT//4 även//AB//advmod//4 om//SN//fixed//5 den//DT|UTR|SIN|DEF//det//8 rådgivning//NN|UTR|SIN|IND|NOM//nsubj//14 som//HP|-|-|-//nsubj:pass//10 avses//VB|PRS|SFO//acl:relcl//8 i//PP//case//13 första//RO|NOM//amod//13 stycket//NN|NEU|SIN|DEF|NOM//obl//10 ingår//VB|PRS|AKT//advcl//4 som//KN//mark//17 ett//DT|NEU|SIN|IND//det//17 led//NN|NEU|SIN|IND|NOM//advcl//14 i//PP//case//19 marknadsföring//NN|UTR|SIN|IND|NOM//obl//17 eller//KN//cc//21 försäljning//NN|UTR|SIN|IND|NOM//conj//19 av//PP//case//24 finansiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 tjänster//NN|UTR|PLU|IND|NOM//nmod//21 .//MAD//punct//14
Förslag till Lag om finansiell rådgivning till konsumenter;2//RG|NOM//nummod//27 §//NN|AN//nsubj:pass//32  //_SP////27 I//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 lag//NN|UTR|SIN|IND|NOM//nmod//27 avses//VB|PRS|SFO//parataxis//14 med//PP//case//34 konsument//NN|UTR|SIN|IND|NOM//obl//32 ://MID//punct//34
Förslag till Lag om finansiell rådgivning till konsumenter;en//DT|UTR|SIN|IND//det//38 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//38 person//NN|UTR|SIN|IND|NOM//appos//34 som//HP|-|-|-//nsubj//40 handlar//VB|PRS|AKT//acl:relcl//38 huvudsakligen//AB//advmod//40 för//PP//case//43 ändamål//NN|NEU|PLU|IND|NOM//obl//40 som//HP|-|-|-//nsubj//45 faller//VB|PRS|AKT//acl:relcl//43 utanför//PP//case//47 näringsverksamhet//NN|UTR|SIN|IND|NOM//obl//45 ,//MID//punct//49 näringsidkare//NN|UTR|PLU|IND|NOM//conj//45 ://MID//punct//49
Förslag till Lag om finansiell rådgivning till konsumenter;en//DT|UTR|SIN|IND//det//55 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//55 eller//KN//cc//54 juridisk//JJ|POS|UTR|SIN|IND|NOM//conj//52 person//NN|UTR|SIN|IND|NOM//obj//45 som//HP|-|-|-//nsubj//57 handlar//VB|PRS|AKT//acl:relcl//55 för//PP//case//59 ändamål//NN|NEU|SIN|IND|NOM//obl//57 som//HP|-|-|-//nsubj//61 har//VB|PRS|AKT//acl:relcl//59 samband//NN|NEU|SIN|IND|NOM//obj//61 med//PP//case//66 den//DT|UTR|SIN|DEF//det//66 egna//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//66 näringsverksamheten//NN|UTR|SIN|DEF|NOM//obl//61 .//MAD//punct//4
Förslag till Lag om finansiell rådgivning till konsumenter;3//RG|NOM//nummod//69 §//NN|AN//nsubj:pass//77  //_SP////69 Bestämmelserna//NN|UTR|PLU|DEF|NOM//nmod//69 i//PP//case//74 denna//DT|UTR|SIN|DEF//det//74 lag//NN|UTR|SIN|IND|NOM//nmod//71 får//VB|PRS|AKT//aux//77 inte//AB//advmod//77 frångås//VB|INF|SFO//conj//4 till//PP//case//79 nackdel//NN|UTR|SIN|IND|NOM//obl//77 för//PP//case//82 en//DT|UTR|SIN|IND//det//82 konsument//NN|UTR|SIN|IND|NOM//obl//77 som//HP|-|-|-//nsubj//84 erhåller//VB|PRS|AKT//acl:relcl//82 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//86 rådgivning//NN|UTR|SIN|IND|NOM//obj//84 som//HP|-|-|-//nsubj:pass//88 avses//VB|PRS|SFO//acl:relcl//86 i//PP//case//91 1//RG|NOM//nummod//91 §//NN|AN//obl//88 .//MAD//punct//4
Förslag till Lag om finansiell rådgivning till konsumenter;4//RG|NOM//nummod//94 §//NN|AN//obl//4  //_SP////94 Näringsidkaren//NN|UTR|SIN|DEF|NOM//conj//94 skall//VB|PRS|AKT//advmod//4 1//RG|NOM//nummod//4 .//MAD//punct//4
Förslag till Lag om finansiell rådgivning till konsumenter;se//VB|INF|AKT//conj//4 till//PL//compound:prt//100 att//SN//mark//107 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//107 som//HP|-|-|-//nsubj//105 utför//VB|PRS|AKT//acl:relcl//103 rådgivningen//NN|UTR|SIN|DEF|NOM//obj//105 har//VB|PRS|AKT//ccomp//100 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//109 kompetens//NN|UTR|SIN|IND|NOM//obj//107 ,//MID//punct//4 och//KN//cc//112 2//RG|NOM//conj//4 .//MAD//punct//4
Förslag till Lag om finansiell rådgivning till konsumenter;dokumentera//VB|INF|AKT//parataxis//4 vad//HP|NEU|SIN|IND//dislocated//117 som//HP|-|-|-//nsubj//117 förekommit//VB|SUP|AKT//ccomp//114 vid//PP//case//119 rådgivningstillfället//NN|NEU|SIN|DEF|NOM//obl//117 .//MAD//punct//114
Förslag till Lag om finansiell rådgivning till konsumenter;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//129 eller//KN//cc//124 den//DT|UTR|SIN|DEF//det//124 myndighet//NN|UTR|SIN|IND|NOM//conj//121 som//HP|-|-|-//obj//127 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//127 bestämmer//VB|PRS|AKT//acl:relcl//124 får//VB|PRS|AKT//aux//129 meddela//VB|INF|AKT//parataxis//114 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//129 föreskrifter//NN|UTR|PLU|IND|NOM//obj//129 om//PP//mark//136 vad//HP|NEU|SIN|IND//obj//136 näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//136 skall//VB|PRS|AKT//aux//136 iaktta//VB|INF|AKT//acl//131 enligt//PP//case//139 första//RO|NOM//amod//139 stycket//NN|NEU|SIN|DEF|NOM//obl//136 .//MAD//punct//129
Förslag till Lag om finansiell rådgivning till konsumenter;5//RG|NOM//nummod//142 §//NN|AN//nsubj//149  //_SP////142 Näringsidkaren//NN|UTR|SIN|DEF|NOM//conj//142 skall//VB|PRS|AKT//aux//149 i//PP//case//148 sin//PS|UTR|SIN|DEF//nmod:poss//148 rådgivningsverksamhet//NN|UTR|SIN|IND|NOM//obl//149 iaktta//VB|INF|AKT//advcl//4 god//JJ|POS|UTR|SIN|IND|NOM//amod//151 rådgivningssed//NN|UTR|SIN|IND|NOM//obj//149 och//KN//cc//157 skall//VB|PRS|AKT//aux//157 med//PP//case//156 tillbörlig//JJ|POS|UTR|SIN|IND|NOM//amod//156 omsorg//NN|UTR|SIN|IND|NOM//obl//157 ta//VB|INF|AKT//conj//149 till//PP//compound:prt//157 vara//VB|INF|AKT//cop//161 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//161 intressen//NN|NEU|PLU|IND|NOM//obj//157 .//MAD//punct//149
Förslag till Lag om finansiell rådgivning till konsumenter;Näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//166 skall//VB|PRS|AKT//aux//166 vidare//AB|KOM//advmod//166 anpassa//VB|INF|AKT//conj//4 rådgivningen//NN|UTR|SIN|DEF|NOM//obj//166 efter//PP//case//170 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//170 önskemål//NN|NEU|PLU|IND|NOM//nmod//167 och//KN//cc//172 behov//NN|NEU|SIN|IND|NOM//conj//170 samt//KN//cc//174 rekommendera//VB|INF|AKT//conj//166 lösningar//NN|UTR|PLU|IND|NOM//obj//174 som//HP|-|-|-//nsubj//181 även//AB//advmod//181 i//PP//advmod//181 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//178 är//VB|PRS|AKT//cop//181 lämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//175 för//PP//case//183 konsumenten//NN|UTR|SIN|DEF|NOM//obl//181 .//MAD//punct//166
Förslag till Lag om finansiell rådgivning till konsumenter;Näringsidkaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 avråda//VB|INF|AKT//ROOT//2 konsumenten//NN|UTR|SIN|DEF|NOM//obj//2 från//PP//mark//6 att//IE//mark//6 vidta//VB|INF|AKT//advcl//2 åtgärder//NN|UTR|PLU|IND|NOM//obj//6 som//HP|-|-|-//nsubj:pass//11 inte//AB//advmod//11 kan//VB|PRS|AKT//aux//11 anses//VB|INF|SFO//acl:relcl//7 vara//VB|INF|AKT//cop//15 till//PP//case//15 rimlig//JJ|POS|UTR|SIN|IND|NOM//amod//15 nytta//NN|UTR|SIN|IND|NOM//xcomp//11 för//PP//case//17 konsumenten//NN|UTR|SIN|DEF|NOM//nmod//15 eller//KN//cc//21 som//HP|-|-|-//nsubj:pass//21 kan//VB|PRS|AKT//aux//21 anses//VB|INF|SFO//conj//11 olämpliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//21 med//PP//case//28 hänsyn//NN|UTR|SIN|IND|NOM//fixed//23 till//PP//fixed//23 konsumentens//NN|UTR|SIN|DEF|GEN//nmod:poss//28 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 förhållanden//NN|NEU|PLU|IND|NOM//obl//21 eller//KN//cc//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 omständigheter//NN|UTR|PLU|IND|NOM//conj//28 .//MAD//punct//2
Förslag till Lag om finansiell rådgivning till konsumenter;6//RG|NOM//nummod//34 §//NN|AN//nmod//36  //_SP////34 Näringsidkare//NN|UTR|PLU|IND|NOM//obj//2 som//HP|-|-|-//nsubj//41 genom//PP//case//40 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//40 rådgivning//NN|UTR|SIN|IND|NOM//obl//41 uppsåtligen//AB//acl//36 eller//KN//cc//44 av//PP//case//44 oaktsamhet//NN|UTR|SIN|IND|NOM//conj//41 orsakar//VB|PRS|AKT//conj//2 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//45 ren//JJ|POS|UTR|SIN|IND|NOM//amod//48 förmögenhetsskada//NN|UTR|SIN|IND|NOM//nsubj//50 skall//VB|PRS|AKT//aux//50 ersätta//VB|INF|AKT//xcomp//45 skadan//NN|UTR|SIN|DEF|NOM//obj//50 .//MAD//punct//2
Förslag till Lag om finansiell rådgivning till konsumenter;Skada//NN|UTR|SIN|IND|NOM//nsubj:pass//6 som//HP|-|-|-//nsubj:pass//2 avses//VB|PRS|SFO//acl:relcl//0 i//PP//case//5 första//RO|NOM//amod//5 stycket//NN|NEU|SIN|DEF|NOM//obl//2 ersätts//VB|PRS|SFO//advcl//35 endast//AB//advmod//6 om//SN//mark//10 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//10 är//VB|PRS|AKT//advcl//6 av//PP//case//13 någon//DT|UTR|SIN|IND//det//13 betydelse//NN|UTR|SIN|IND|NOM//obl//10 .//MAD//punct//6
Förslag till Lag om finansiell rådgivning till konsumenter;7//RG|NOM//nummod//16 §//NN|AN//obl//6  //_SP////16 Om//SN//mark//21 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//21 vill//VB|PRS|AKT//aux//21 åberopa//VB|INF|AKT//advcl//16 att//SN//mark//26 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//24 rådgivning//NN|UTR|SIN|IND|NOM//nsubj//26 har//VB|PRS|AKT//aux//26 orsakat//VB|SUP|AKT//ccomp//21 honom//PN|UTR|SIN|DEF|OBJ//obj//26 eller//KN//cc//29 henne//PN|UTR|SIN|DEF|OBJ//conj//27 ren//JJ|POS|UTR|SIN|IND|NOM//amod//31 förmögenhetsskada//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//6 skall//VB|PRS|AKT//aux//35 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//35 underrätta//VB|INF|AKT//ROOT//35 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//35 om//SN//case//38 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//35 inom//PP//case//41 skälig//JJ|POS|UTR|SIN|IND|NOM//amod//41 tid//NN|UTR|SIN|IND|NOM//obl//51 efter//PP//case//43 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//41 att//SN//mark//48 han//PN|UTR|SIN|DEF|SUB//nsubj//48 eller//KN//cc//47 hon//PN|UTR|SIN|DEF|SUB//conj//45 märkt//VB|SUP|AKT//acl//41 eller//KN//cc//50 bort//AB//conj//48 märka//VB|INF|AKT//advcl//35 att//SN//mark//55 skada//VB|INF|AKT//nsubj//55 har//VB|PRS|AKT//aux//55 uppkommit//VB|SUP|AKT//ccomp//51 .//MAD//punct//35
Förslag till Lag om finansiell rådgivning till konsumenter;Talan//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 om//PP//case//2 ersättning//NN|UTR|SIN|IND|NOM//nmod//0 måste//VB|PRS|AKT//aux//7 i//PP//case//6 varje//DT|UTR/NEU|SIN|IND//det//6 fall//NN|NEU|SIN|IND|NOM//obl//7 väckas//VB|INF|SFO//ROOT//7 inom//PP//case//10 tio//RG|NOM//nummod//10 år//NN|NEU|PLU|IND|NOM//obl//7 från//PP//case//12 rådgivningstillfället//NN|NEU|SIN|DEF|NOM//obl//7 .//MAD//punct//7
Förslag till Lag om finansiell rådgivning till konsumenter;Om//SN//mark//2 konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//2 underlåter//VB|PRS|AKT//advcl//27 att//IE//mark//4 underrätta//VB|INF|AKT//xcomp//2 näringsidkaren//NN|UTR|SIN|DEF|NOM//obj//4 inom//PP//case//8 den//DT|UTR|SIN|DEF//det//8 tid//NN|UTR|SIN|IND|NOM//obl//4 som//HP|-|-|-//nsubj//10 följer//VB|PRS|AKT//acl:relcl//8 av//PP//case//13 första//RO|NOM//amod//13 stycket//NN|NEU|SIN|DEF|NOM//obl//10 eller//KN//cc//16 att//IE//mark//16 väcka//VB|INF|AKT//conj//10 talan//NN|UTR|SIN|IND|NOM//obj//16 inom//PP//case//20 den//DT|UTR|SIN|DEF//det//20 tid//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj//22 följer//VB|PRS|AKT//acl:relcl//20 av//PP//case//25 andra//RO|NOM//amod//25 stycket//NN|NEU|SIN|DEF|NOM//obl//22 ,//MID//punct//27 faller//VB|PRS|AKT//ROOT//27 rätten//NN|UTR|SIN|DEF|NOM//nsubj//27 till//PP//case//30 skadestånd//NN|NEU|SIN|IND|NOM//obl//27 enligt//PP//case//33 denna//DT|UTR|SIN|DEF//det//33 lag//NN|UTR|SIN|IND|NOM//obl//27 bort//AB//advmod//27 .//MAD//punct//27
Förslag till Lag om finansiell rådgivning till konsumenter;8//RG|NOM//nummod//37 §//NN|AN//nsubj//40  //_SP////37 Konsumentverket//NN|NEU|SIN|DEF|NOM//conj//37 utövar//VB|PRS|AKT//parataxis//27 tillsyn//NN|UTR|SIN|IND|NOM//obj//40 över//PP//mark//54 att//SN//mark//54 denna//DT|UTR|SIN|DEF//det//45 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//54 och//KN//cc//47 föreskrifter//NN|UTR|PLU|IND|NOM//conj//45 som//HP|-|-|-//nsubj:pass//49 meddelats//VB|SUP|SFO//acl:relcl//47 med//PP//case//51 stöd//NN|NEU|SIN|IND|NOM//obl//49 av//PP//case//53 lagen//NN|UTR|SIN|DEF|NOM//nmod//51 följs//VB|PRS|SFO//advcl//40 .//MAD//punct//27
Förslag till Lag om finansiell rådgivning till konsumenter;Verkets//NN|NEU|SIN|DEF|GEN//nmod:poss//57 tillsyn//NN|UTR|SIN|IND|NOM//nsubj//58 omfattar//VB|PRS|AKT//parataxis//27 dock//AB//advmod//58 inte//AB//advmod//58 verksamhet//NN|UTR|SIN|IND|NOM//obj//58 som//HP|-|-|-//nsubj//63 står//VB|PRS|AKT//acl:relcl//61 under//PP//case//65 tillsyn//NN|UTR|SIN|IND|NOM//obl//63 av//PP//case//67 Finansinspektionen//NN|UTR|SIN|DEF|NOM//nmod//65 .//MAD//punct//27
