Till statsrådet Britta Lejon;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 10//RG|NOM//nummod//4 maj//NN|UTR|SIN|IND|NOM//obl//1 2001//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 för//PP//mark//13 att//IE//mark//13 kartlägga//VB|INF|AKT//advcl//7 och//KN//cc//15 analysera//VB|INF|AKT//conj//13 frågor//NN|UTR|PLU|IND|NOM//obj//15 om//PP//case//18 konsumentskyddet//NN|NEU|SIN|DEF|NOM//nmod//16 vid//PP//case//21 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//21 rådgivning//NN|UTR|SIN|IND|NOM//nmod//18 .//MAD//punct//1
Till statsrådet Britta Lejon;Till//PP//case//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//obl//3 förordnades//VB|PRT|SFO//ROOT//3 samma//DT|UTR/NEU|SIN/PLU|IND//det//5 dag//NN|UTR|SIN|IND|NOM//nmod//8 generaldirektören//NN|UTR|SIN|DEF|NOM//nmod//7 Anders//PM|NOM//nmod//8 Eriksson//PM|NOM//nsubj:pass//3 .//MAD//punct//3
Till statsrådet Britta Lejon;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//2 förordnades//VB|PRT|SFO//ROOT//2 fr.o.m.//AB|AN//mark//8 den//DT|UTR|SIN|DEF//det//6 18//RG|NOM//nummod//6 juni//NN|UTR|SIN|IND|NOM//nmod//8 2001//RG|NOM//nummod//8 departementsrådet//NN|NEU|SIN|DEF|NOM//nmod//9 Britta//PM|NOM//nsubj//2 Ahnmé//PM|NOM//flat:name//9 Kågerman//PM|NOM//flat:name//9 ,//MID//punct//15 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 direktören//NN|UTR|SIN|DEF|NOM//nmod//16 Anders//PM|NOM//nmod//17 Beskow//PM|NOM//flat:name//9 ,//MID//punct//9 bankdirektören//NN|UTR|SIN|DEF|NOM//nmod//20 Krister//PM|NOM//appos//9 Borg//PM|NOM//flat:name//20 ,//MID//punct//20 vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 direktören//NN|UTR|SIN|DEF|NOM//nmod//26 Anders//PM|NOM//nmod//27 Broström//PM|NOM//conj//20 ,//MID//punct//20 avdelningsdirektören//NN|UTR|SIN|DEF|NOM//nmod//30 Birgitta//PM|NOM//conj//20 Clemensson//PM|NOM//flat:name//30 ,//MID//punct//30 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//34 Carina//PM|NOM//conj//20 Crantz//PM|NOM//flat:name//34 ,//MID//punct//34 bankjuristen//NN|UTR|SIN|DEF|NOM//nmod//38 Carina//PM|NOM//conj//20 Heinlo//PM|NOM//flat:name//38 ,//MID//punct//42 utredaren//NN|UTR|SIN|DEF|NOM//nmod//42 Monica//PM|NOM//conj//9 Itri//PM|NOM//flat:name//42 Arvidsson//PM|NOM//flat:name//42 ,//MID//punct//42 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//47 direktören//NN|UTR|SIN|DEF|NOM//nmod//48 Pia//PM|NOM//dep//9 Nilsson//PM|NOM//flat:name//48 ,//MID//punct//48 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//dep//9 Patrik//PM|NOM//flat:name//51 Örnsved//PM|NOM//conj//51 och//KN//cc//56 jur.//NN|AN//nmod//56 kand//NN|AN//conj//53 .//MID//punct//51
Till statsrådet Britta Lejon;Catarina//PM|NOM//conj//9 Öström//PM|NOM//flat:name//58 .//MAD//punct//2
Till statsrådet Britta Lejon;Sekreterare//NN|UTR|SIN|IND|NOM//nsubj//5 åt//PP//case//2 utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 hovrättsassessorn//NN|UTR|SIN|DEF|NOM//ROOT//5 Johan//PM|NOM//nsubj//5 Sjöö//PM|NOM//flat:name//6 .//MAD//punct//5
Till statsrådet Britta Lejon;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 antagit//VB|SUP|AKT//ROOT//2 namnet//NN|NEU|SIN|DEF|NOM//nmod//4 Utredningen//NN|UTR|SIN|DEF|NOM//obj//2 om//PP//case//7 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//7 rådgivning//NN|UTR|SIN|IND|NOM//nmod//4 till//PP//case//9 konsumenter//NN|UTR|PLU|IND|NOM//nmod//7 (//PAD//punct//4 Ju//KN//advmod//12 2001:03//RG|NOM//appos//4 )//PAD//punct//2 .//MAD//punct//2
Till statsrådet Britta Lejon;Jag//PN|UTR|SIN|DEF|SUB//nsubj//3 får//VB|PRS|AKT//aux//3 härmed//AB//advmod//3 överlämna//VB|INF|AKT//ROOT//3 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//5 Konsumentskydd//NN|NEU|SIN|IND|NOM//obj//3 vid//PP//case//8 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//8 rådgivning//NN|UTR|SIN|IND|NOM//obl//5 .//MAD//punct//3
Till statsrådet Britta Lejon;Mitt//PS|NEU|SIN|DEF//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 med//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 slutfört//PC|PRF|NEU|SIN|IND|NOM//xcomp//2 .//MAD//punct//2
Till statsrådet Britta Lejon;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 maj//NN|UTR|SIN|IND|NOM//obl//0 2002//RG|NOM//nummod//2
Till statsrådet Britta Lejon;Anders//PM|NOM//nmod//1 Eriksson//PM|NOM//ROOT//1 ///MID//cc//3 Johan//PM|NOM//conj//1 Sjöö//PM|NOM//flat:name//3 8.2//RG|NOM//flat:name//3 En//DT|UTR|SIN|IND//det//8 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//8 lag//NN|UTR|SIN|IND|NOM//obj//1 om//PP//case//11 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//11 rådgivning//NN|UTR|SIN|IND|NOM//nmod//8 till//PP//case//13 9.1.2//RG|NOM//nmod//11 Vilken//HD|UTR|SIN|IND//det//15 typ//NN|UTR|SIN|IND|NOM//conj//1 av//PP//case//18 finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//18 rådgivning//NN|UTR|SIN|IND|NOM//nmod//15 bör//VB|PRS|AKT//cc//1 lagen//NN|UTR|SIN|DEF|NOM//nmod//21 9.1.3//RG|NOM//nsubj//23 Finansiell//JJ|POS|UTR|SIN|IND|NOM//amod//23 rådgivning//NN|UTR|SIN|IND|NOM//conj//1 i//PP//case//1 förhållande//NN|NEU|SIN|IND|NOM//fixed//24 till//PP//fixed//24

