6PnI|UHWDJVGHOHJDWLRQHQ;Rapport//NN|UTR|SIN|IND|NOM//ROOT//0 2//RG|NOM//nummod//0
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//64 uppdrar//VB|PRS|AKT//parataxis//4 åt//PP//case//67 m//PM|NOM//nummod//67 yndigheter//NN|UTR|PLU|IND|NOM//obl//64 att//SN//mark//74 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//74 i//PP//case//71 kontakter//NN|UTR|PLU|IND|NOM//nmod//69 med//PP//case//73 småföretagare//NN|UTR|PLU|IND|NOM//nmod//71 ägnar//VB|PRS|AKT//ccomp//64 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//76 uppmärksamhet//NN|UTR|SIN|IND|NOM//obj//74 vad//HP|NEU|SIN|IND//nsubj//78 gäller//VB|PRS|AKT//advcl//74 informationen//NN|UTR|SIN|DEF|NOM//obj//78 till//PP//case//81 företagen//NN|NEU|PLU|DEF|NOM//nmod//79 .//MAD//punct//88
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Som//KN//case//85 ett//DT|NEU|SIN|IND//det//85 exempel//NN|NEU|SIN|IND|NOM//obl//88 har//VB|PRS|AKT//aux//88 delegationen//NN|UTR|SIN|DEF|NOM//nsubj//88 valt//VB|SUP|AKT//advcl//4 att//IE//mark//90 redovisa//VB|INF|AKT//xcomp//88 hur//HA//advmod//96 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//96 (//PAD//punct//94 RSV//PM|NOM//appos//92 )//PAD//punct//94 arbetar//VB|PRS|AKT//ccomp//90 med//PP//case//98 information//NN|UTR|SIN|IND|NOM//obl//96 till//PP//case//100 företagen//NN|NEU|PLU|DEF|NOM//nmod//98 .//MAD//punct//4 ·//PP//nmod//103
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regering//NN|UTR|SIN|IND|NOM//nsubj//107 och//KN//cc//105 riksdag//NN|UTR|SIN|IND|NOM//conj//103 bör//VB|PRS|AKT//aux//107 fatta//VB|INF|AKT//parataxis//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//109 beslut//NN|NEU|PLU|IND|NOM//obj//107 med//PP//case//112 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//112 tidsmarginal//NN|UTR|SIN|IND|NOM//obl//107 att//SN//mark//116 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//116 kan//VB|PRS|AKT//aux//116 informera//VB|INF|AKT//acl//112 företagen//NN|NEU|PLU|DEF|NOM//obj//116 i//PP//case//120 god//JJ|POS|UTR|SIN|IND|NOM//amod//120 tid//NN|UTR|SIN|IND|NOM//obl//116 .//MAD//punct//4
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//124 skall//VB|PRS|AKT//aux//124 ha//VB|INF|AKT//parataxis//4 information//NN|UTR|SIN|IND|NOM//obj//124 om//PP//case//128 bl.a.//AB|AN//advmod//128 regelförändringar//NN|UTR|PLU|IND|NOM//obl//124 –//RG|NOM//punct//124 så//AB//mark//133 att//SN//fixed//130 man//PN|UTR|SIN|IND|SUB//nsubj//133 hinner//VB|PRS|AKT//advcl//134 anpassa//VB|INF|AKT//conj//124 verksamheten//NN|UTR|SIN|DEF|NOM//obj//134 –//RG|NOM//punct//139 innan//SN//mark//139 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//139 träder//VB|PRS|AKT//advcl//134 i//PP//case//141 kraft//NN|UTR|SIN|IND|NOM//obl//139 .//MAD//punct//139 ·//PM|NOM//obl//146
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//146 bör//VB|PRS|AKT//aux//146 utfärda//VB|INF|AKT//conj//139 föreskrifter//NN|UTR|PLU|IND|NOM//obj//146 som//HP|-|-|-//nsubj//149 innebär//VB|PRS|AKT//acl:relcl//147 att//SN//mark//162 de//DT|UTR/NEU|PLU|DEF//det//152 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//162 som//HP|-|-|-//nsubj:pass//154 lämnas//VB|PRS|SFO//acl:relcl//152 av//PP//case//156 företagen//NN|NEU|PLU|DEF|NOM//obl:agent//154 till//PP//case//159 en//DT|UTR|SIN|IND//det//159 myndighet//NN|UTR|SIN|IND|NOM//obl//154 inte//AB//advmod//162 skall//VB|PRS|AKT//aux//162 behöva//VB|INF|AKT//ccomp//149 lämnas//VB|INF|SFO//xcomp//162 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//165 gånger//NN|UTR|PLU|IND|NOM//obl//163 till//PP//case//168 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//168 myndigheter//NN|UTR|PLU|IND|NOM//obl//163 .//MAD//punct//162
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Delegationen//NN|UTR|SIN|DEF|NOM//nsubj//171 hänvisar//VB|PRS|AKT//parataxis//162 i//PP//case//174 denna//DT|UTR|SIN|DEF//det//174 del//NN|UTR|SIN|IND|NOM//obl//171 till//PP//case//176 det//DT|NEU|SIN|DEF//det//178 ”//PAD//punct//178 Projekt//NN|NEU|SIN|IND|NOM//nmod//174 4//RG|NOM//nummod//180 ”//NN|AN//obj//178 som//HP|-|-|-//nsubj:pass//182 initierats//VB|SUP|SFO//acl:relcl//180 av//PP//case//184 Toppledarforum//PM|NOM//obl:agent//182 och//KN//cc//186 leds//VB|PRS|SFO//conj//182 av//PP//case//188 NUTEK//PM|NOM//obl:agent//186 .//MAD//punct//171
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;(//PAD//punct//194 Toppledarforum//NN|NEU|SIN|IND|NOM//nsubj//194 är//VB|PRS|AKT//cop//194 en//DT|UTR|SIN|IND//det//194 arbetsgrupp//NN|UTR|SIN|IND|NOM//xcomp//281 för//PP//case//196 verksamhetsutveckling//NN|UTR|SIN|IND|NOM//nmod//194 i//PP//case//199 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//199 förvaltning//NN|UTR|SIN|IND|NOM//nmod//196 med//PP//case//201 stöd//NN|NEU|SIN|IND|NOM//nmod//199 av//PP//case//204 informa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//204 tionsteknik//NN|UTR|SIN|IND|NOM//nmod//201 .//MAD//punct//194 )//PAD//punct//194 ·//MID//punct//194
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//209 uppdrar//VB|PRS|AKT//parataxis//194 åt//PP//case//211 Patent-//NN|NEU|-|-|SMS//obl//209 och//KN//cc//213 registreringsverket//NN|NEU|SIN|DEF|NOM//conj//211 (//PAD//punct//215 PRV//PM|NOM//appos//209 )//PAD//punct//215 och//KN//cc//218 RSV//PM|NOM//conj//209 att//IE//mark//220 undersöka//VB|INF|AKT//acl//218 möjligheterna//NN|UTR|PLU|DEF|NOM//obj//220 för//PP//case//224 gemensamma//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//224 blanketter//NN|UTR|PLU|IND|NOM//nmod//221 för//PP//case//227  //_SP////225 firma-//NN|UTR|-|-|SMS//nmod//224 ,//MID//punct//229 skatte-//NN|UTR|-|-|SMS//conj//227 och//KN//cc//231 avgiftsregistrering//NN|UTR|SIN|IND|NOM//conj//227 samt//KN//cc//233 anmälan//NN|UTR|SIN|IND|NOM//conj//227 om//PP//case//235 inkomständring//NN|UTR|SIN|IND|NOM//nmod//233 till//PP//case//237 försäkringskassan//NN|UTR|SIN|DEF|NOM//nmod//235 vid//PP//case//239 start//NN|UTR|SIN|IND|NOM//nmod//233 av//PP//case//241 företag//NN|NEU|PLU|IND|NOM//nmod//239 .//MAD//punct//194 ·//NN|AN//punct//245
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Informationen//NN|UTR|SIN|DEF|NOM//nsubj:pass//245 görs//VB|PRS|SFO//parataxis//194 mer//AB|KOM//advmod//247 lättillgänglig//JJ|POS|UTR|SIN|IND|NOM//xcomp//245 .//MAD//punct//194
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//251 bör//VB|PRS|AKT//aux//251 utfärda//VB|INF|AKT//parataxis//194 föreskrifter//NN|UTR|PLU|IND|NOM//obj//251 till//PP//case//254 myndigheterna//NN|UTR|PLU|DEF|NOM//obl//251 att//IE//mark//256 förmedla//VB|INF|AKT//acl//254 information//NN|UTR|SIN|IND|NOM//obj//256 om//PP//case//259 regeländringar//NN|UTR|PLU|IND|NOM//nmod//257 som//HP|-|-|-//nsubj//261 berör//VB|PRS|AKT//acl:relcl//259 småföretagarna//NN|UTR|PLU|DEF|NOM//obj//261 med//PP//case//265 jämna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//265 mellanrum//NN|NEU|PLU|IND|NOM//obl//261 genom//PP//case//267 utskick//NN|NEU|SIN|IND|NOM//obl//261 eller//KN//cc//270 via//PP//case//270 Internet//NN|NEU|SIN|DEF|NOM//conj//267 .//MAD//punct//194
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;För//PP//case//273 informationen//NN|UTR|SIN|DEF|NOM//nmod//194 via//PP//case//275 Internet//NN|NEU|SIN|DEF|NOM//nmod//273 bör//VB|PRS|AKT//aux//281 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//281 enligt//PP//case//280 delegationens//NN|UTR|SIN|DEF|GEN//nmod:poss//280 mening//NN|UTR|SIN|IND|NOM//obl//281 ingå//VB|INF|AKT//conj//171 i//PP//case//284 det//DT|NEU|SIN|DEF//det//284 system//NN|NEU|SIN|IND|NOM//obl//281 som//HP|-|-|-//obj//287 vi//PN|UTR|PLU|DEF|SUB//nsubj//287 föreslagit//VB|SUP|AKT//acl:relcl//284 skall//VB|PRS|AKT//aux//289 handhas//VB|INF|SFO//xcomp//287 av//PP//case//291 NUTEK//PM|NOM//obl:agent//289 .//MID//punct//171
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;En//DT|UTR|SIN|IND//det//295 kortfattad//PC|PRF|UTR|SIN|IND|NOM//amod//295 beskrivning//NN|UTR|SIN|IND|NOM//nsubj:pass//303 av//PP//case//297 bakgrund//NN|UTR|SIN|IND|NOM//nmod//295 och//KN//cc//299 syfte//NN|NEU|SIN|IND|NOM//conj//297 med//PP//case//301 förändringen//NN|UTR|SIN|DEF|NOM//nmod//295 skall//VB|PRS|AKT//aux//303 lämnas//VB|INF|SFO//parataxis//171 .//MAD//punct//303 ·//PP//nmod//306
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regering//NN|UTR|SIN|IND|NOM//nsubj//310 och//KN//cc//308 riksdag//NN|UTR|SIN|IND|NOM//conj//306 bör//VB|PRS|AKT//aux//310 fatta//VB|INF|AKT//conj//303 beslut//NN|NEU|SIN|IND|NOM//obj//310 i//PP//case//314 god//JJ|POS|UTR|SIN|IND|NOM//amod//314 tid//NN|UTR|SIN|IND|NOM//obl//310 före//PP//case//316 ikraftträdande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//310 så//AB//mark//320 att//SN//fixed//317 företagen//NN|NEU|PLU|DEF|NOM//nsubj:pass//320 ges//VB|PRS|SFO//advcl//310 erforderlig//JJ|POS|UTR|SIN|IND|NOM//amod//322 tid//NN|UTR|SIN|IND|NOM//obj//320 för//PP//case//324 anpassning//NN|UTR|SIN|IND|NOM//obl//320 till//PP//case//328 de//DT|UTR/NEU|PLU|DEF//det//328 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//328 förutsättningarna//NN|UTR|PLU|DEF|NOM//nmod//324 .//MAD//punct//310 ·//NN|UTR|SIN|IND|NOM//obl//310
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;För//PP//mark//333 att//IE//mark//333 underlätta//VB|INF|AKT//advcl//310 och//KN//cc//335 effektivisera//VB|INF|AKT//conj//333 samspelet//NN|NEU|SIN|DEF|NOM//obj//335 mellan//PP//case//338 myndigheter//NN|UTR|PLU|IND|NOM//nmod//336 och//KN//cc//340 företag//NN|NEU|PLU|IND|NOM//conj//338 bör//VB|PRS|AKT//aux//359 handläggare//NN|UTR|PLU|IND|NOM//nsubj//359 (//PAD//punct//346 samt//KN//cc//346 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//346 tjänstemän//NN|UTR|PLU|IND|NOM//appos//342 )//PAD//punct//346 ,//MID//punct//352 där//HA//advmod//352 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//352 är//VB|PRS|AKT//cop//352 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl:relcl//342 med//PP//case//357 hänsyn//NN|UTR|SIN|IND|NOM//fixed//353 till//PP//fixed//353 verksamhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//357 art//NN|UTR|SIN|IND|NOM//obl//352 ,//MID//punct//359 få//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//303 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//361 befogenheter//NN|UTR|PLU|IND|NOM//obj//359 och//KN//cc//363 ansvar//NN|NEU|SIN|IND|NOM//conj//361 genom//PP//case//366 kompetenshöjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//366 insatser//NN|UTR|PLU|IND|NOM//nmod//363 .//MAD//punct//359 ·//PM|NOM//nmod//369
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Småföretagsdelegationen//NN|UTR|SIN|DEF|NOM//nsubj//370 anser//VB|PRS|AKT//conj//303 att//SN//mark//375 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//375 är//VB|PRS|AKT//cop//375 mycket//AB|POS//advmod//375 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//370 att//SN//mark//378 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//378 betraktar//VB|PRS|AKT//csubj//375 småföretagarna//NN|UTR|PLU|DEF|NOM//obj//378 som//KN//case//382 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//382 kunder//NN|UTR|PLU|IND|NOM//obl//378 .//MAD//punct//370
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Begränsade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//385 telefontider//NN|UTR|PLU|IND|NOM//nsubj:pass//388 skall//VB|PRS|AKT//aux//388 inte//AB//advmod//388 accepteras//VB|INF|SFO//parataxis//370 ,//MID//punct//392 öppethållande//NN|NEU|SIN|IND|NOM//advmod//392 skall//VB|PRS|AKT//aux//392 förlängas//VB|INF|SFO//conj//388 och//KN//cc//394 anpassas//VB|INF|SFO//conj//388 efter//PP//case//399 kundernas//NN|UTR|PLU|DEF|GEN//nmod:poss//399 ///MID//cc//398 småföretagarnas//NN|UTR|PLU|DEF|GEN//conj//396 behov//NN|NEU|PLU|IND|NOM//obl//394 .//MAD//punct//388
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Myndigheter//NN|UTR|PLU|IND|NOM//nsubj//409 som//HP|-|-|-//nsubj//403 har//VB|PRS|AKT//acl:relcl//401 kontakt//NN|UTR|SIN|IND|NOM//obj//403 med//PP//case//406 småföretag//NN|NEU|PLU|IND|NOM//obl//403 bör//VB|PRS|AKT//aux//409 vara//VB|INF|AKT//cop//409 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//388 exempelvis//AB//advmod//412 under//PP//case//412 kvällstid//NN|UTR|SIN|IND|NOM//obl//409 och//KN//cc//417 vid//PP//case//417 s.k.//AB|AN//amod//417 ”//PAD//punct//417 klämdagar//NN|UTR|PLU|IND|NOM//conj//412 ”//RG|NOM//punct//388 .//MAD//punct//370 ·//PM|NOM//discourse//423
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//423 bör//VB|PRS|AKT//aux//423 uppdra//VB|INF|AKT//parataxis//370 åt//PP//case//426 m//PM|NOM//nummod//426 yndigheterna//NN|UTR|PLU|DEF|NOM//obl//423 att//IE//mark//428 lämna//VB|INF|AKT//advcl//423 bindande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//430 löften//NN|NEU|PLU|IND|NOM//obj//428 om//PP//mark//438 hur//HA//advmod//433 lång//JJ|POS|UTR|SIN|IND|NOM//amod//434 tid//NN|UTR|SIN|IND|NOM//dislocated//438 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//438 tar//VB|PRS|AKT//aux//438 att//IE//mark//438 avgöra//VB|INF|AKT//acl//430 ett//DT|NEU|SIN|IND//det//440 ärende//NN|NEU|SIN|IND|NOM//obj//438 .//MAD//punct//171
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Eventuellt//AB|POS//advmod//443 kopplas//VB|PRS|SFO//conj//171 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//443 till//PP//mark//448 ett//DT|NEU|SIN|IND//det//448 automatiskt//JJ|POS|NEU|SIN|IND|NOM//advmod//448 avgörande//NN|NEU|SIN|IND|NOM//obl//443 i//PP//case//451 den//DT|UTR|SIN|DEF//det//451 händelse//NN|UTR|SIN|IND|NOM//nmod//448 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//454 inte//AB//advmod//454 hör//VB|PRS|AKT//acl:relcl//451 av//PL//case//456 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//454 .//MAD//punct//443 ·//PM|NOM//nummod//459
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//464 skall//VB|PRS|AKT//aux//464 i//PP//case//463 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//463 årsredovisningar//NN|UTR|PLU|IND|NOM//obl//464 redovisa//VB|INF|AKT//parataxis//443 hur//HA//advmod//467 man//PN|UTR|SIN|IND|SUB//nsubj//467 klarat//VB|SUP|AKT//ccomp//464 service-//NN|UTR|-|-|SMS//obj//467 och//KN//cc//470 informationskraven//NN|NEU|PLU|DEF|NOM//conj//468 gentemot//PP//case//472 företagen//NN|NEU|PLU|DEF|NOM//obl//467 ,//MID//punct//467 t.ex.//AB|AN//advmod//475 vad//HP|NEU|SIN|IND//nsubj//476 gäller//VB|PRS|AKT//advcl//464 handläggningstider//NN|UTR|PLU|IND|NOM//nsubj:pass//490 ,//MID//punct//479 tider//NN|UTR|PLU|IND|NOM//conj//477 innan//SN//mark//482 besked//NN|NEU|SIN|IND|NOM//nsubj:pass//482 lämnats//VB|SUP|SFO//acl//479 ,//MID//punct//484 väntetider//NN|UTR|PLU|IND|NOM//conj//477 i//PP//case//486 telefon//NN|UTR|SIN|IND|NOM//nmod//484 etc.//AB|AN//conj//477 Redovisningen//NN|UTR|SIN|DEF|NOM//conj//477 skall//VB|PRS|AKT//aux//490 utföras//VB|INF|SFO//conj//464 så//AB//advmod//490 att//SN//mark//496 hela//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//494 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//495 kvalitetsarbete//NN|NEU|SIN|IND|NOM//nsubj//496 mäts//VB|PRS|SFO//advcl//490 årligen//AB//advmod//496 samt//KN//cc//504 att//SN//mark//504 jämförelser//NN|UTR|PLU|IND|NOM//nsubj:pass//504 mellan//PP//case//502 myndigheter//NN|UTR|PLU|IND|NOM//nmod//500 kan//VB|PRS|AKT//aux//504 göras//VB|INF|SFO//conj//496 etc.//AB|AN//iobj//504 ·//MID//nmod//508 Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//508 blanketter//NN|UTR|PLU|IND|NOM//obl:agent//504 som//HP|-|-|-//obj//512 företagarna//NN|UTR|PLU|DEF|NOM//nsubj//512 skall//VB|PRS|AKT//aux//512 fylla//VB|INF|AKT//acl:relcl//508 i//PL//compound:prt//512 bör//VB|PRS|AKT//aux//515 förenklas//VB|INF|SFO//conj//464 och//KN//cc//517 förkortas//VB|INF|SFO//conj//515 .//MAD//punct//464
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;När//HA//mark//521 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//521 skickar//VB|PRS|AKT//advcl//529 ut//PL//compound:prt//521 blanketter//NN|UTR|PLU|IND|NOM//obj//521 etc.//AB|AN//obj//521 till//PP//case//526 företagen//NN|NEU|PLU|DEF|NOM//obl//521 bör//VB|PRS|AKT//aux//529 regeln//NN|UTR|SIN|DEF|NOM//nsubj//529 vara//VB|INF|AKT//advcl//464 att//SN//mark//534 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//534 alltid//AB//advmod//534 skall//VB|PRS|AKT//aux//534 finnas//VB|INF|SFO//ccomp//529 hänvisning//NN|UTR|SIN|IND|NOM//obj//534 till//PP//case//537 personer//NN|UTR|PLU|IND|NOM//nmod//535 som//HP|-|-|-//nsubj//540 kan//VB|PRS|AKT//aux//540 svara//VB|INF|AKT//acl:relcl//537 på//PP//case//542 frågor//NN|UTR|PLU|IND|NOM//obl//540 rörande//PP//case//546 det//DT|NEU|SIN|DEF//det//546 utsända//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//546 materialet//NN|NEU|SIN|DEF|NOM//nmod//542 .//MAD//punct//443
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Företagen//NN|NEU|PLU|DEF|NOM//nsubj//551 skall//VB|PRS|AKT//aux//551 också//AB//advmod//551 få//VB|INF|AKT//parataxis//443 information//NN|UTR|SIN|IND|NOM//obj//551 om//PP//mark//557 varför//HA//advmod//557 uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//557 skall//VB|PRS|AKT//aux//557 lämnas//VB|INF|SFO//advcl//551 .//MAD//punct//557
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;En//DT|UTR|SIN|IND//det//561 ständig//JJ|POS|UTR|SIN|IND|NOM//amod//561 blankettöversyn//NN|UTR|SIN|IND|NOM//nsubj//565 och//KN//cc//563 språkvård//NN|UTR|SIN|IND|NOM//conj//561 är//VB|PRS|AKT//cop//565 nödvändig//JJ|POS|UTR|SIN|IND|NOM//conj//557 .//MID//punct//565
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//568 blanketter//NN|UTR|PLU|IND|NOM//nsubj:pass//571 skall//VB|PRS|AKT//aux//571 även//AB//advmod//571 tillhandahållas//VB|INF|SFO//conj//171 elektroniskt//AB|POS//advmod//571 .//MID//punct//571 ·//PP//nummod//576
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Informationsansvariga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//576 kontaktpersoner//NN|UTR|PLU|IND|NOM//nsubj//580 för//PP//case//578 företagen//NN|NEU|PLU|DEF|NOM//nmod//576 skall//VB|PRS|AKT//aux//580 finnas//VB|INF|SFO//parataxis//571 vid//PP//case//583 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//583 myndigheter//NN|UTR|PLU|IND|NOM//obl//580 och//KN//cc//585 kommuner//NN|UTR|PLU|IND|NOM//conj//583 ,//MID//punct//580 för//PP//mark//591 att//IE//mark//591 rätt//AB//advmod//591 kunna//VB|INF|AKT//aux//591 hänvisa//VB|INF|AKT//advcl//580 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//591 som//HP|-|-|-//nsubj//594 söker//VB|PRS|AKT//acl:relcl//592 information//NN|UTR|SIN|IND|NOM//obj//594 .//MAD//punct//171
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;Ett//DT|NEU|SIN|IND//det//598 exempel//NN|NEU|SIN|IND|NOM//nsubj//606 på//PP//case//602 en//DT|UTR|SIN|IND//det//602 bredare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//602 information//NN|UTR|SIN|IND|NOM//nmod//598 till//PP//case//604 nyföretagare//NN|UTR|PLU|IND|NOM//nmod//602 är//VB|PRS|AKT//cop//606 Startlinjen//PM|NOM//conj//171 vid//PP//case//608 NUTEK//PM|NOM//obl//606 .//MID//punct//606
1.1 Bakgrund / SMÅFÖRETAGSDELEGATIONEN FÖRESLÅR ATT:;En//DT|UTR|SIN|IND//det//611 beskrivning//NN|UTR|SIN|IND|NOM//nsubj//615 av//PP//case//614 Startlinjens//PM|GEN//nmod:poss//614 verksamhet//NN|UTR|SIN|IND|NOM//nmod//611 finns//VB|PRS|SFO//parataxis//606 på//PP//case//618 sidan//NN|UTR|SIN|DEF|NOM//nmod//618 70//RG|NOM//obl//615 .//MAD//punct//615 ·//PP//punct//622
