
Bilaga 1 / Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 21//RG|NOM//nummod//5 februari//NN|UTR|SIN|IND|NOM//obl//0 2008//RG|NOM//nummod//5 .//MAD//punct//0
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 Justitiekanslern//NN|UTR|SIN|DEF|NOM//conj//0 överklagade//VB|PRT|AKT//ROOT//3 beslutet//NN|NEU|SIN|DEF|NOM//obj//3 till//PP//case//6 Länsrätten//NN|UTR|SIN|DEF|NOM//obl//3 i//PP//case//8 Stockholm//PM|NOM//nmod//6 .//MAD//punct//3
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//11 yrkade//VB|PRT|AKT//parataxis//3 att//SN//mark//15 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//15 skulle//VB|PRT|AKT//aux//15 bifalla//VB|INF|AKT//ccomp//11 ansökan//NN|UTR|SIN|IND|NOM//obj//15 även//AB//advmod//19 beträffande//PP//case//19 kamerorna//NN|UTR|PLU|DEF|NOM//obl//15 som//HP|-|-|-//nsubj//21 avsåg//VB|PRT|AKT//acl:relcl//19 Medborgarplatsen//NN|UTR|SIN|DEF|NOM//obj//21 ,//MID//punct//22 Fatburstrappan//NN|UTR|SIN|DEF|NOM//conj//22 och//KN//cc//27 Björns//PM|GEN//nmod:poss//27 Trädgård//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//11
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Justitiekanslern//NN|UTR|SIN|DEF|NOM//nsubj//1 yrkade//VB|PRT|AKT//ROOT//1 att//SN//mark//5 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//5 skulle//VB|PRT|AKT//aux//5 avslå//VB|INF|AKT//ccomp//1 polismyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 ansökan//NN|UTR|SIN|IND|NOM//obj//5 om//PP//case//9 tillstånd//NN|NEU|SIN|IND|NOM//nmod//7 till//PP//case//12 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//12 kameraövervakning//NN|UTR|SIN|IND|NOM//nmod//9 vid//PP//case//14 Götgatan//PM|NOM//nmod//12 ,//MID//punct//16 Folkungagatan//PM|NOM//appos//7 och//KN//cc//18 Tjärhovsgatan//PM|NOM//conj//16 i//PP//case//20 Stockholm//PM|NOM//nmod//16 .//MAD//punct//1
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//1 konstaterade//VB|PRT|AKT//ROOT//1 inledningsvis//AB//advmod//1 att//SN//mark//6 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 var//VB|PRT|AKT//cop//6 fråga//NN|UTR|SIN|IND|NOM//ccomp//1 om//PP//case//9 ett//DT|NEU|SIN|IND//det//9 område//NN|NEU|SIN|IND|NOM//obl//6 där//HA//advmod//12 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//12 rör//VB|PRS|AKT//acl:relcl//9 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//12 ett//DT|NEU|SIN|IND//det//16 stort//JJ|POS|NEU|SIN|IND|NOM//amod//16 antal//NN|NEU|SIN|IND|NOM//nmod//17 människor//NN|UTR|PLU|IND|NOM//obj//12 samt//KN//cc//21 att//SN//mark//21 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//21 befann//VB|PRT|AKT//conj//1 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 där//AB//advmod//21 för//PP//case//25 nöje//NN|NEU|SIN|IND|NOM//obl//21 och//KN//cc//27 rekreation//NN|UTR|SIN|IND|NOM//conj//25 .//MAD//punct//1
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Vidare//AB|KOM//advmod//34 skulle//VB|PRT|AKT//aux//34 övervakningen//NN|UTR|SIN|DEF|NOM//nsubj//34 komma//VB|INF|AKT//aux//34 att//IE//mark//34 beröra//VB|INF|AKT//conj//1 en//DT|UTR|SIN|IND//det//38 inte//AB//advmod//37 obetydlig//JJ|POS|UTR|SIN|IND|NOM//amod//38 mängd//NN|UTR|SIN|IND|NOM//obj//34 bosatta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//34 i//PP//case//41 området//NN|NEU|SIN|DEF|NOM//obl//34 som//HP|-|-|-//nsubj:pass//44 skulle//VB|PRT|AKT//aux//44 övervakas//VB|INF|SFO//acl:relcl//41 regelbundet//AB//advmod//44 .//MID//punct//34
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;De//DT|UTR/NEU|PLU|DEF//det//49 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//49 kamerorna//NN|UTR|PLU|DEF|NOM//nsubj//50 hade//VB|PRT|AKT//parataxis//34 ett//DT|NEU|SIN|IND//det//54 mycket//AB|POS//advmod//53 stort//JJ|POS|NEU|SIN|IND|NOM//amod//54 blickomfång//NN|NEU|SIN|IND|NOM//obj//50 ,//MID//punct//54 vilket//HP|NEU|SIN|IND//nsubj//58 bl.a.//AB|AN//advmod//58 omfattade//VB|PRT|AKT//acl:relcl//54 torg-//NN|NEU|-|-|SMS//obj//58 och//KN//cc//61 parkområden//NN|NEU|PLU|IND|NOM//conj//59 ,//MID//punct//65 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 var//VB|PRT|AKT//cop//65 fråga//NN|UTR|SIN|IND|NOM//conj//34 om//PP//mark//68 att//IE//mark//68 behandla//VB|INF|AKT//advcl//65 och//KN//cc//70 bevara//VB|INF|AKT//conj//68 bilder//NN|UTR|PLU|IND|NOM//obj//70 och//KN//cc//73 övervakningen//NN|UTR|SIN|DEF|NOM//conj//71 skulle//VB|PRT|AKT//aux//75 möjliggöra//VB|INF|AKT//conj//34 personidentifiering//NN|UTR|SIN|IND|NOM//obj//75 på//PP//case//82 upp//AB//advmod//82 till//PP//case//82 50//RG|NOM//nummod//81 meters//NN|UTR|SIN|IND|GEN//nmod:poss//82 avstånd//NN|NEU|SIN|IND|NOM//obl//75 .//MAD//punct//34
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Mot//PP//case//85 bakgrund//NN|UTR|SIN|IND|NOM//obl//89 av//PP//case//88 det//DT|NEU|SIN|DEF//det//88 anförda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nmod//85 fann//VB|PRT|AKT//conj//34 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//89 att//SN//mark//93 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj//93 vägde//VB|PRT|AKT//ccomp//89 mycket//AB|POS//advmod//95 tungt//JJ|POS|NEU|SIN|IND|NOM//advmod//93 och//KN//cc//97 menade//VB|PRT|AKT//conj//93 att//SN//mark//100 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//100 krävdes//VB|PRT|SFO//ccomp//97 exceptionellt//AB|POS//advmod//102 starka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//103 skäl//NN|NEU|PLU|IND|NOM//obj//100 för//PP//mark//106 att//IE//mark//106 tillåta//VB|INF|AKT//advcl//100 övervakning//NN|UTR|SIN|IND|NOM//obj//106 .//MAD//punct//1
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Beträffande//PP//case//1 övervakningsintresset//NN|NEU|SIN|DEF|NOM//obl//2 konstaterade//VB|PRT|AKT//ROOT//2 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//2 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//2 .//MAD//punct//2
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Av//PP//case//8 polismyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 uppgifter//NN|UTR|PLU|IND|NOM//obl//9 framkom//VB|PRT|AKT//parataxis//2 att//SN//mark//13 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//13 hade//VB|PRT|AKT//aux//13 förekommit//VB|SUP|AKT//ccomp//9 relativt//AB|POS//advmod//15 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 och//KN//cc//17 allvarlig//JJ|POS|UTR|SIN|IND|NOM//conj//15 våldsbrottslighet//NN|UTR|SIN|IND|NOM//obl//13 i//PP//case//20 området//NN|NEU|SIN|DEF|NOM//obl//13 kring//PP//case//22 Medborgarplatsen//NN|UTR|SIN|DEF|NOM//nmod//20 .//MAD//punct//2
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Brottsligheten//NN|UTR|SIN|DEF|NOM//nsubj//28 var//VB|PRT|AKT//cop//28 emellertid//AB//advmod//28 inte//AB//advmod//28 koncentrerad//PC|PRF|UTR|SIN|IND|NOM//parataxis//2 till//PP//case//31 de//DT|UTR/NEU|PLU|DEF//det//31 platser//NN|UTR|PLU|IND|NOM//obl//28 som//HP|-|-|-//obj//41 kamerorna//NN|UTR|PLU|DEF|NOM//nsubj//41 vid//PP//case//35 Medborgarplatsen//NN|UTR|SIN|DEF|NOM//nmod//33 ,//MID//punct//35 Fatburstrappan//NN|UTR|SIN|DEF|NOM//conj//35 och//KN//cc//40 Björns//PM|GEN//nmod:poss//40 Trädgård//NN|UTR|SIN|IND|NOM//conj//35 övervakade//VB|PRT|AKT//acl:relcl//31 .//MAD//punct//28
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Med//PP//case//46 hänsyn//NN|UTR|SIN|IND|NOM//fixed//43 till//PP//fixed//43 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//47 fann//VB|PRT|AKT//advcl//28 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//47 att//SN//mark//53 polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//53 inte//AB//advmod//53 hade//VB|PRT|AKT//aux//53 förmått//VB|SUP|AKT//ccomp//47 visa//VB|INF|AKT//xcomp//53 att//SN//mark//58 risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//58 att//IE//mark//58 utsättas//VB|INF|SFO//ccomp//54 för//PP//case//60 våldsbrott//NN|NEU|PLU|IND|NOM//obl//58 inom//PP//case//63 det//DT|NEU|SIN|DEF//det//63 område//NN|NEU|SIN|IND|NOM//obl//58 som//HP|-|-|-//nsubj//65 låg//VB|PRT|AKT//acl:relcl//63 inom//PP//case//67 blickfånget//NN|NEU|SIN|DEF|NOM//obl//65 för//PP//case//70 de//DT|UTR/NEU|PLU|DEF//det//70 kamerorna//NN|UTR|PLU|DEF|NOM//nmod//67 var//VB|PRT|AKT//cop//74 så//AB//advmod//73 pass//NN|NEU|SIN|IND|NOM//advmod//74 stor//JJ|POS|UTR|SIN|IND|NOM//conj//28 att//SN//mark//77 övervakningsintresset//NN|NEU|SIN|DEF|NOM//nsubj//77 övervägde//VB|PRT|AKT//advcl//74 integritetsintresset//NN|NEU|SIN|DEF|NOM//obj//77 .//MAD//punct//74
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Enligt//PP//case//81 länsrätten//NN|UTR|SIN|DEF|NOM//obl//2 utgjorde//VB|PRT|AKT//conj//2 inte//AB//advmod//82 heller//AB//advmod//82 det//DT|NEU|SIN|DEF//det//86 förhållandet//NN|NEU|SIN|DEF|NOM//conj//2 att//SN//mark//91 kamerorna//NN|UTR|PLU|DEF|NOM//nsubj:pass//91 skulle//VB|PRT|AKT//aux//91 kunna//VB|INF|AKT//aux//91 användas//VB|INF|SFO//acl//86 i//PP//case//94 polisens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 utredningsarbete//NN|NEU|SIN|IND|NOM//obl//91 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//91 eventuell//JJ|POS|UTR|SIN|IND|NOM//amod//97 brottslighet//NN|UTR|SIN|IND|NOM//obj//95 i//PP//case//101 området//NN|NEU|SIN|DEF|NOM//nmod//101 tillräckliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//101 skäl//NN|NEU|PLU|IND|NOM//nmod//97 för//PP//mark//106 att//SN//mark//106 övervakningsintresset//NN|NEU|SIN|DEF|NOM//nsubj:pass//106 skulle//VB|PRT|AKT//aux//106 anses//VB|INF|SFO//advcl//91 väga//VB|INF|AKT//xcomp//106 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//106 än//KN//mark//110 integritetsintresset//NN|NEU|SIN|DEF|NOM//xcomp//106 .//MAD//punct//2
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//113 avslog//VB|PRT|AKT//parataxis//2 polismyndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//115 överklagande//NN|NEU|SIN|IND|NOM//obj//113 .//MAD//punct//2
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Vad//HP|NEU|SIN|IND//obl//1 gällde//VB|PRT|AKT//discourse//58 de//DT|UTR/NEU|PLU|DEF//det//3 områden//NN|NEU|PLU|IND|NOM//nsubj//1 där//HA//advmod//6 kameraövervakning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 tillåtits//VB|SUP|SFO//acl:relcl//3 av//PP//case//8 länsstyrelsen//NN|UTR|SIN|DEF|NOM//obl:agent//6 (//PAD//punct//8 kamerorna//NN|UTR|PLU|DEF|NOM//appos//8 på//PP//case//12 Götgatan//PM|NOM//nmod//10 ,//MID//punct//14 Folkungagatan//PM|NOM//conj//10 och//KN//cc//16 Tjärhovsgatan//PM|NOM//conj//14 )//PAD//punct//8 menade//VB|PRT|AKT//conj//1 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//18 att//SN//mark//24 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//24 i//PP//case//23 målet//NN|NEU|SIN|DEF|NOM//nmod//21 visade//VB|PRT|AKT//advcl//18 att//SN//mark//33 en//DT|UTR|SIN|IND//det//28 hög//JJ|POS|UTR|SIN|IND|NOM//amod//28 koncentration//NN|UTR|SIN|IND|NOM//nsubj//33 av//PP//case//31 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//31 brottslighet//NN|UTR|SIN|IND|NOM//nmod//28 hade//VB|PRT|AKT//aux//33 ägt//VB|SUP|AKT//ccomp//24 rum//NN|NEU|SIN|IND|NOM//compound:prt//33 inom//PP//case//37 dessa//DT|UTR/NEU|PLU|DEF//det//37 områden//NN|NEU|PLU|IND|NOM//obl//33 .//MAD//punct//1
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 var//VB|PRT|AKT//cop//42 således//AB//advmod//42 fråga//NN|UTR|SIN|IND|NOM//parataxis//1 om//PP//case//46 en//DT|UTR|SIN|IND//det//46 brottsutsatt//PC|PRF|UTR|SIN|IND|NOM//amod//46 plats//NN|UTR|SIN|IND|NOM//obl//42 där//HA//advmod//50 risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//50 att//IE//mark//50 utsättas//VB|INF|SFO//acl:relcl//46 för//PP//case//52 våldsbrott//NN|NEU|PLU|IND|NOM//obl//50 erfarenhetsmässigt//AB|POS//advmod//50 var//VB|PRT|AKT//cop//55 stor//JJ|POS|UTR|SIN|IND|NOM//nsubj//1 .//MAD//punct//1
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//58 hade//VB|PRT|AKT//aux//64 ,//MID//punct//64 enligt//PP//case//61 länsrätten//NN|UTR|SIN|DEF|NOM//obl//64 ,//MID//punct//64 utförligt//AB|POS//advmod//64 redogjort//VB|SUP|AKT//ROOT//64 för//PP//case//68 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//68 polisiära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//68 metoder//NN|UTR|PLU|IND|NOM//obl//64 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//70 använt//VB|SUP|AKT//acl:relcl//68 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//70 av//PP//compound:prt//70 i//PP//case//74 syfte//NN|NEU|SIN|IND|NOM//obl//70 att//IE//mark//76 komma//VB|INF|AKT//advcl//70 tillrätta//PL//compound:prt//76 med//PP//case//81 den//DT|UTR|SIN|DEF//det//81 negativa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//81 brottsutvecklingen//NN|UTR|SIN|DEF|NOM//obl//76 runt//PP//case//83 Medborgarplatsen//NN|UTR|SIN|DEF|NOM//nmod//81 .//MAD//punct//64
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//88 hade//VB|PRT|AKT//aux//88 inte//AB//advmod//88 gjorts//VB|SUP|SFO//parataxis//64 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//mark//98 att//SN//mark//91 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//96 ,//MID//punct//93 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//91 eller//KN//cc//95 säkerhetsfrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//91 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//98 hade//VB|PRT|AKT//aux//98 försummats//VB|SUP|SFO//advcl//88 .//MAD//punct//88
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//101 fann//VB|PRT|AKT//parataxis//88 därför//AB//mark//109 att//SN//fixed//102 behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//109 av//PP//case//106 övervakningsutrustning//NN|UTR|SIN|IND|NOM//nmod//104 inte//AB//advmod//109 kunde//VB|PRT|AKT//aux//109 anses//VB|INF|SFO//advcl//101 minska//VB|INF|AKT//xcomp//109 pga//AB|AN//compound:prt//110 .//MAD//punct//88
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;tänkbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//116 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//116 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//116 åtgärder//NN|UTR|PLU|IND|NOM//appos//88 .//MAD//punct//88
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Vid//PP//case//120 en//DT|UTR|SIN|IND//det//120 avvägning//NN|UTR|SIN|IND|NOM//obl//125 mellan//PP//case//122 integritetsintresset//NN|NEU|SIN|DEF|NOM//nmod//120 och//KN//cc//124 övervakningsintresset//NN|NEU|SIN|DEF|NOM//conj//122 ansåg//VB|PRT|AKT//conj//88 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//125 att//SN//mark//131 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//131 särskilt//AB//advmod//131 skulle//VB|PRT|AKT//aux//131 beaktas//VB|INF|SFO//ccomp//125 att//SN//mark//138 det//PN|NEU|SIN|DEF|SUB/OBJ//det//137 i//PP//case//135 målet//NN|NEU|SIN|DEF|NOM//nmod//137 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//137 området//NN|NEU|SIN|DEF|NOM//nsubj//138 utgör//VB|PRS|AKT//ccomp//131 en//PN|UTR|SIN|IND|SUB/OBJ//obj//138 av//PP//case//144 Stockholms//PM|GEN//nmod:poss//144 mest//AB|SUV//advmod//143 brottsfrekventa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 platser//NN|UTR|PLU|IND|NOM//nmod//139 .//MAD//punct//88
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//147 lade//VB|PRT|AKT//parataxis//88 därtill//AB//advmod//147 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//150 vikt//NN|UTR|SIN|IND|NOM//obj//147 vid//PP//mark//154 att//SN//mark//154 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//154 ligger//VB|PRS|AKT//advcl//147 i//PP//case//157 allmänhetens//NN|UTR|SIN|DEF|GEN//nmod:poss//157 intresse//NN|NEU|SIN|IND|NOM//obl//154 att//IE//mark//159 förhindra//VB|INF|AKT//acl//157 brottslighet//NN|UTR|SIN|IND|NOM//obj//159 inom//PP//case//164 det//DT|NEU|SIN|DEF//det//164 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//164 området//NN|NEU|SIN|DEF|NOM//obl//159 .//MAD//punct//147
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Vid//PP//case//169 en//DT|UTR|SIN|IND//det//169 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//169 bedömning//NN|UTR|SIN|IND|NOM//obl//170 fann//VB|PRT|AKT//conj//64 länsrätten//NN|UTR|SIN|DEF|NOM//nsubj//170 att//SN//mark//175 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//175 var//VB|PRT|AKT//cop//175 visat//PC|PRF|NEU|SIN|IND|NOM//ccomp//170 att//SN//mark//178 övervakningsintresset//NN|NEU|SIN|DEF|NOM//nsubj//178 vägde//VB|PRT|AKT//csubj//175 över//PP//compound:prt//178 integritetsintresset//NN|NEU|SIN|DEF|NOM//obj//178 och//KN//cc//182 avslog//VB|PRT|AKT//conj//178 Justitiekanslerns//PM|GEN//nmod:poss//184 överklagande//NN|NEU|SIN|IND|NOM//obj//182 .//MAD//punct//170
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Polismyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//3 och//KN//cc//2 Justitiekanslern//NN|UTR|SIN|DEF|NOM//conj//0 överklagade//VB|PRT|AKT//ROOT//3 domen//NN|UTR|SIN|DEF|NOM//obj//3 till//PP//case//6 Kammarrätten//PM|NOM//obl//3 i//PP//case//8 Stockholm//PM|NOM//nmod//6 och//KN//cc//10 yrkade//VB|PRT|AKT//conj//3 bifall//NN|NEU|SIN|IND|NOM//obj//10 till//PP//case//15 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//15 respektive//AB//amod//15 yrkanden//NN|NEU|PLU|IND|NOM//obl//10 .//MAD//punct//3
Bilaga 3 / Gator, torg och köpcentrum m.m. Polismyndigheten i Stockholms län har medgetts tillstånd till kameraövervakning av ett antal gator kring Medborgarplatsen i centrala Stockholm.;Vad//HP|NEU|SIN|IND//obl//1 gällde//VB|PRT|AKT//ROOT//1 de//DT|UTR/NEU|PLU|DEF//det//3 områden//NN|NEU|PLU|IND|NOM//nsubj//1 där//HA//advmod//6 kameraövervakning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 tillåtits//VB|SUP|SFO//acl:relcl//3 av//PP//case//8 länsstyrelsen//NN|UTR|SIN|DEF|NOM//obl:agent//6 (//PAD//punct//8 kamerorna//NN|UTR|PLU|DEF|NOM//appos//8 på//PP//case//12 Götgatan//PM|NOM//nmod//10 ,//MID//punct//14 Folkungagatan//PM|NOM//conj//10 och//KN//cc//16 Tjärhovsgatan//PM|NOM//conj//14 )//PAD//punct//8 konstaterade//VB|PRT|AKT//conj//1 Kammarrätten//NN|UTR|SIN|DEF|NOM//nsubj//18 att//SN//mark//23 endast//AB//advmod//23 det//DT|NEU|SIN|DEF//expl//23 förhållandet//NN|NEU|SIN|DEF|NOM//advcl//18 att//SN//mark//29 ett//DT|NEU|SIN|IND//det//27 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 antal//NN|NEU|SIN|IND|NOM//nmod//28 personer//NN|UTR|PLU|IND|NOM//nsubj:pass//29 berörs//VB|PRS|SFO//acl//23 av//PP//case//31 övervakningen//NN|UTR|SIN|DEF|NOM//obl:agent//29 i//PP//case//33 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//31 inte//AB//advmod//35 innebär//VB|PRS|AKT//conj//1 att//SN//mark//38 integritetsintresset//NN|NEU|SIN|DEF|NOM//nsubj//38 blir//VB|PRS|AKT//ccomp//35 starkare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//38 eller//KN//cc//41 svagare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//39 .//MAD//punct//38
