i lokal och regional kollektivtrafik;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0
Till statsrådet Åsa Torstensson;Ulf//PM|NOM//ROOT//0 Lundin//PM|NOM//flat:name//0 ///MID//cc//3 Charlotte//PM|NOM//conj//0 Biörklund//PM|NOM//flat:name//3 Uggla//PM|NOM//flat:name//3
Till statsrådet Åsa Torstensson;Ann-Cathrine//PM|NOM//ROOT//0 Nilsson//PM|NOM//flat:name//0 3.5//RG|NOM//advmod//0 Förordningen//NN|UTR|SIN|DEF|NOM//obj//0 (//PAD//punct//5 1980:398//RG|NOM//appos//3 )//PAD//punct//5 om//PP//case//9 handikappanpassad//PC|PRF|UTR|SIN|IND|NOM//amod//9 3.7//RG|NOM//nmod//11 Sjöfartsverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 föreskrifter//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//14 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 råd//NN|NEU|PLU|IND|NOM//conj//11 om//PP//case//16 anpassning//NN|UTR|SIN|IND|NOM//nmod//14 av//PP//case//18 passagerarfartyg//NN|NEU|PLU|IND|NOM//nmod//16 med//PP//case//22 hänsyn//NN|UTR|SIN|IND|NOM//fixed//19 till//PP//fixed//19 personer//NN|UTR|PLU|IND|NOM//nmod//16


1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik;mellan//PP//case//7 de//DT|UTR/NEU|PLU|DEF//det//7 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 tillsynsmyndigheter//NN|UTR|PLU|IND|NOM//obl//1 som//HP|-|-|-//nsubj//9 ansvarar//VB|PRS|AKT//acl:relcl//7 för//PP//case//11 konsumentskyddslagstiftningen//NN|UTR|SIN|DEF|NOM//obl//9 .//MAD//punct//1

1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Lagens tillämpningsområde;3//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//5 tillämpas//VB|INF|SFO//ROOT//5 på//PP//case//7 kollektivtrafik//NN|UTR|SIN|IND|NOM//obl//5 med//PP//case//9 spårvagn//NN|UTR|SIN|IND|NOM//obl//5 ,//MID//punct//11 taxi//NN|UTR|SIN|IND|NOM//conj//9 och//KN//cc//13 tunnelbana//NN|UTR|SIN|IND|NOM//conj//9 ,//MID//punct//17 samt//KN//cc//17 på//PP//case//17 kollektivtrafik//NN|UTR|SIN|IND|NOM//conj//5 med//PP//case//19 buss//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//21 båt//NN|UTR|SIN|IND|NOM//conj//19 ,//MID//punct//17 och//KN//cc//24 tåg//NN|NEU|PLU|IND|NOM//conj//17 som//HP|-|-|-//obj//27 Sverige//PM|NOM//nsubj//27 undantagit//VB|SUP|AKT//acl:relcl//24 från//PP//case//29 de//DT|UTR/NEU|PLU|DEF//obl//27 i//PP//case//32 2//RG|NOM//nummod//32 §//NN|AN//nmod//35 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 förordningarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//35 tillämpningsområde//NN|NEU|SIN|IND|NOM//obl//27 .//MAD//punct//5
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Lagens tillämpningsområde;I//PP//case//39 den//DT|UTR|SIN|DEF//det//39 utsträckning//NN|UTR|SIN|IND|NOM//obl//42 en//DT|UTR|SIN|IND//det//41 fråga//NN|UTR|SIN|IND|NOM//nsubj:pass//42 regleras//VB|PRS|SFO//parataxis//5 av//PP//case//44 de//DT|UTR/NEU|PLU|DEF//obl:agent//42 i//PP//case//47 2//RG|NOM//nummod//47 §//NN|AN//nmod//49 angivna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//49 förordningarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//50 tillämpas//VB|PRS|SFO//conj//5 inte//AB//advmod//50 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//53 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//50 .//MAD//punct//5
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Lagens tillämpningsområde;Med//PP//case//1 kollektivtrafik//NN|UTR|SIN|IND|NOM//obl//2 avses//VB|PRS|SFO//ROOT//2 i//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//2 detsamma//PN|NEU|SIN|DEF|SUB/OBJ//xcomp//2 som//KN//case//9 i//PP//case//9 kollektivtrafiklagen//NN|UTR|SIN|DEF|NOM//obl//6 (//PAD//punct//6 xxxx//RG|NOM//appos//6 ://MID//punct//11
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Lagens tillämpningsområde;xx//NN|AN//appos//11 )//PAD//punct//2 .//MAD//punct//2

1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;4//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//nmod//1 avses//VB|PRS|SFO//ROOT//6 med//PP//case//8 1//RG|NOM//obl//6 .//MAD//punct//6
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;Försening//NN|UTR|SIN|IND|NOM//obl//6 ://MID//punct//10
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner; //_SP////11 tidsskillnaden//NN|UTR|SIN|DEF|NOM//appos//10 mellan//PP//case//16 den//DT|UTR|SIN|DEF//det//16 tidpunkt//NN|UTR|SIN|IND|NOM//nmod//13 resenären//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 erbjudits//VB|SUP|SFO//acl:relcl//16 att//SN//mark//20 avresa//VB|INF|AKT//xcomp//18 eller//KN//cc//22 ankomma//VB|INF|AKT//conj//20 enligt//PP//case//24 tidtabellen//NN|UTR|SIN|DEF|NOM//obl//22 och//KN//cc//30 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//30 eller//KN//cc//28 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//26 faktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 avrese-//NN|UTR|-|-|SMS//conj//24 eller//KN//cc//32 ankomsttid//NN|UTR|SIN|IND|NOM//conj//30 .//MAD//punct//10
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;2//RG|NOM//nummod//10 .//MAD//punct//10
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;Transportör//NN|UTR|SIN|IND|NOM//conj//10 ://MID//punct//36
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner; //_SP////37 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//10 som//HP|-|-|-//case//42 en//DT|UTR|SIN|IND//det//42 resenär//NN|UTR|SIN|IND|NOM//nmod//39 avser//VB|PRS|AKT//acl:relcl//10 att//IE//mark//45 ingå//VB|INF|AKT//xcomp//43 eller//KN//cc//48 har//VB|PRS|AKT//aux//48 ingått//VB|SUP|AKT//conj//45 ett//DT|NEU|SIN|IND//det//50 transportavtal//NN|NEU|SIN|IND|NOM//obj//48 med//PP//obl//48 .//MAD//punct//10
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;3//RG|NOM//nummod//10 .//MAD//punct//10
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;Förvaltare//NN|UTR|PLU|IND|NOM//appos//10 av//PP//case//60 en//DT|UTR|SIN|IND//det//60 fullt//AB|POS//advmod//59 tillgänglig//JJ|POS|UTR|SIN|IND|NOM//amod//60 bytespunkt//NN|UTR|SIN|IND|NOM//nmod//55 ://MID//punct//55
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner; //_SP////61 de//PN|UTR/NEU|PLU|DEF|SUB//nmod//55 som//HP|-|-|-//nsubj//65 äger//VB|PRS|AKT//acl:relcl//63 områden//NN|NEU|PLU|IND|NOM//obj//65 och//KN//cc//68 byggnader//NN|UTR|PLU|IND|NOM//conj//66 inom//PP//case//72 det//DT|NEU|SIN|DEF//det//72 geografiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 område//NN|NEU|SIN|IND|NOM//nmod//68 som//KN//mark//78 kollektivtrafikansvarig//JJ|POS|UTR|SIN|IND|NOM//amod//75 myndighet//NN|UTR|SIN|IND|NOM//nsubj//78 i//PP//case//77 länet//NN|NEU|SIN|DEF|NOM//nmod//75 avgränsat//PC|PRF|NEU|SIN|IND|NOM//xcomp//65 som//KN//case//81 en//DT|UTR|SIN|IND//det//81 bytespunkt//NN|UTR|SIN|IND|NOM//obl//78 eller//KN//cc//83 den//PN|UTR|SIN|DEF|SUB/OBJ//conj//81 som//HP|-|-|-//obl//86 ägarna//NN|UTR|PLU|DEF|NOM//nsubj//86 utsett//VB|SUP|AKT//acl:relcl//83 att//IE//mark//88 ansvara//VB|INF|AKT//xcomp//86 för//PP//case//90 förvaltningen//NN|UTR|SIN|DEF|NOM//obl//88 av//PP//case//94 en//DT|UTR|SIN|IND//det//94 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//94 bytespunkt//NN|UTR|SIN|IND|NOM//nmod//90 .//MAD//punct//55
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;4//RG|NOM//nmod//55 .//MID//punct//55
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner;Person//NN|UTR|SIN|IND|NOM//nmod//55 med//PP//case//100 funktionshinder//NN|NEU|PLU|IND|NOM//obl//98 eller//KN//cc//103 nedsatt//PC|PRF|UTR|SIN|IND|NOM//amod//103 rörlighet//NN|UTR|SIN|IND|NOM//conj//100 ://MID//punct//55
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Vissa definitioner; //_SP////104 en//DT|UTR|SIN|IND//det//107 person//NN|UTR|SIN|IND|NOM//conj//55 vars//HS|DEF//nmod:poss//109 rörlighet//NN|UTR|SIN|IND|NOM//nsubj//111 är//VB|PRS|AKT//aux:pass//111 nedsatt//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//107 vid//PP//case//113 användning//NN|UTR|SIN|IND|NOM//obl//111 av//PP//case//115 transporter//NN|UTR|PLU|IND|NOM//nmod//113 på//PP//case//120 grund//NN|UTR|SIN|IND|NOM//fixed//116 av//PP//fixed//116 någon//DT|UTR|SIN|IND//det//120 form//NN|UTR|SIN|IND|NOM//nmod//113 av//PP//case//123 fysiskt//JJ|POS|NEU|SIN|IND|NOM//amod//123 funktionshinder//NN|NEU|SIN|IND|NOM//nmod//120 (//PAD//punct//123 sensoriskt//AB|POS//appos//123 eller//KN//cc//127 motoriskt//AB|POS//conj//125 ,//MID//punct//125 bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//111 eller//KN//cc//131 tillfälligt//JJ|POS|NEU|SIN|IND|NOM//conj//129 )//PAD//punct//111 ,//MID//punct//135 psykiskt//JJ|POS|NEU|SIN|IND|NOM//amod//135 funktionshinder//NN|NEU|SIN|IND|NOM//conj//111 eller//KN//cc//138 psykisk//JJ|POS|UTR|SIN|IND|NOM//amod//138 störning//NN|UTR|SIN|IND|NOM//conj//135 eller//KN//cc//140 ålder//NN|UTR|SIN|IND|NOM//conj//138 och//KN//cc//144 vars//HS|DEF//nmod:poss//143 situation//NN|UTR|SIN|IND|NOM//nsubj//144 kräver//VB|PRS|AKT//conj//111 lämplig//JJ|POS|UTR|SIN|IND|NOM//amod//146 uppmärksamhet//NN|UTR|SIN|IND|NOM//obj//144 och//KN//cc//148 anpassning//NN|UTR|SIN|IND|NOM//conj//146 till//PP//case//154 hans//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//154 eller//KN//cc//152 hennes//PS|UTR/NEU|SIN/PLU|DEF//conj//150 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//154 behov//NN|NEU|PLU|IND|NOM//nmod//148 av//PP//case//157 de//DT|UTR/NEU|PLU|DEF//det//157 tjänster//NN|UTR|PLU|IND|NOM//nmod//154 som//HP|-|-|-//nsubj//160 är//VB|PRS|AKT//cop//160 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//157 för//PP//case//163 alla//DT|UTR/NEU|PLU|IND/DEF//det//163 resenärer//NN|UTR|PLU|IND|NOM//obl//160 .//MAD//punct//6

1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Tvingande bestämmelser till resenärens fördel;5//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//13  //_SP////1 Avtalsvillkor//NN|UTR|PLU|IND|NOM//appos//1 som//HP|-|-|-//nsubj//5 avviker//VB|PRS|AKT//acl:relcl//3 från//PP//case//7 bestämmelser//NN|UTR|PLU|IND|NOM//obl//5 i//PP//case//10 denna//DT|UTR|SIN|DEF//det//10 lag//NN|UTR|SIN|IND|NOM//nmod//7 ska//VB|PRS|AKT//aux//13 endast//AB//advmod//13 gälla//VB|INF|AKT//ROOT//13 om//SN//mark//18 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//18 är//VB|PRS|AKT//cop//18 till//PP//case//18 fördel//NN|UTR|SIN|IND|NOM//obl//13 för//PP//case//20 resenären//NN|UTR|SIN|DEF|NOM//nmod//18 .//MAD//punct//13

1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;6//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Transportören//NN|UTR|SIN|DEF|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 före//PP//case//6 resan//NN|UTR|SIN|DEF|NOM//obl//7 lämna//VB|INF|AKT//ROOT//7 information//NN|UTR|SIN|IND|NOM//obj//7 om//PP//case//10 1//RG|NOM//nmod//8 .//MAD//punct//7
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;resenärsrättigheter//NN|UTR|SIN|IND|NOM//obj//7 enligt//PP//case//14 lag//NN|UTR|SIN|IND|NOM//nmod//12 ,//MID//punct//12 2//RG|NOM//nummod//12 .//MAD//punct//7
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;avtalsvillkor//NN|UTR|PLU|IND|NOM//obj//7 ,//MID//punct//18 3//RG|NOM//nummod//18 .//MAD//punct//18
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;biljettpriser//NN|UTR|PLU|IND|NOM//conj//18 ,//MID//punct//24 tidtabeller//NN|UTR|PLU|IND|NOM//conj//22 och//KN//cc//26 linjesträckning//NN|UTR|SIN|IND|NOM//conj//22 ,//MID//punct//22 4//RG|NOM//nummod//22 .//MAD//punct//22
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;störningar//NN|UTR|PLU|IND|NOM//conj//18 ,//MID//punct//30 5//RG|NOM//nummod//30 .//MAD//punct//30
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;fordon//NN|NEU|PLU|IND|NOM//conj//18 och//KN//cc//37 bytespunkters//NN|UTR|PLU|IND|GEN//nmod:poss//37 tillgänglighet//NN|UTR|SIN|IND|NOM//conj//34 samt//KN//cc//39 6//RG|NOM//conj//34 .//MID//punct//18
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;hur//HA//advmod//44 transportören//NN|UTR|SIN|DEF|NOM//nsubj:pass//44 kan//VB|PRS|AKT//aux//44 kontaktas//VB|INF|SFO//acl:relcl//18 .//MAD//punct//44
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;7//RG|NOM//nummod//47 §//NN|AN//obl//44  //_SP////47 Transportören//NN|UTR|SIN|DEF|NOM//conj//47 ska//VB|PRS|AKT//aux//53 under//PP//case//52 resan//NN|UTR|SIN|DEF|NOM//obl//53 lämna//VB|INF|AKT//conj//44 information//NN|UTR|SIN|IND|NOM//obj//53 om//PP//case//56 1//RG|NOM//nmod//54 .//MAD//punct//44
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//59 bytespunkt//NN|UTR|SIN|IND|NOM//obl//44 och//KN//cc//59 2//RG|NOM//nummod//59 .//MAD//punct//44
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;störningar//NN|UTR|PLU|IND|NOM//parataxis//44 .//MAD//punct//63
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;8//RG|NOM//nummod//66 §//NN|AN//appos//63  //_SP////66 Förvaltare//NN|UTR|PLU|IND|NOM//obj//44 av//PP//case//70 bytespunkter//NN|UTR|PLU|IND|NOM//nmod//68 ska//VB|PRS|AKT//aux//74 på//PP//case//73 bytespunkten//NN|UTR|SIN|DEF|NOM//obl//74 samordnat//AB//conj//44 lämna//VB|INF|AKT//conj//44 information//NN|UTR|SIN|IND|NOM//obj//75 om//PP//case//78 avgångs-//NN|UTR|-|-|SMS//nmod//76 och//KN//cc//80 ankomsttider//NN|UTR|PLU|IND|NOM//conj//78 enligt//PP//case//82 tidtabell//NN|UTR|SIN|IND|NOM//obl//75 .//MAD//punct//7
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;Förvaltare//NN|UTR|PLU|IND|NOM//nsubj//9 av//PP//case//4 fullt//AB|POS//advmod//3 tillgängliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 bytespunkter//NN|UTR|PLU|IND|NOM//nmod//0 ska//VB|PRS|AKT//aux//9 på//PP//case//7 bytespunkten//NN|UTR|SIN|DEF|NOM//obl//9 även//AB//advmod//9 samordnat//VB|SUP|AKT//ROOT//9 lämna//VB|INF|AKT//xcomp//9 information//NN|UTR|SIN|IND|NOM//obj//10 om//PP//case//13 1//RG|NOM//nmod//11 .//MAD//punct//9
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;resenärsrättigheter//NN|UTR|SIN|IND|NOM//obl//9 enligt//PP//case//17 lag//NN|UTR|SIN|IND|NOM//nmod//15 ,//MID//punct//17 2//RG|NOM//nummod//17 .//MAD//punct//9
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;störningar//NN|UTR|PLU|IND|NOM//parataxis//9 i//PP//case//23 trafiken//NN|UTR|SIN|DEF|NOM//nmod//21 och//KN//cc//26 på//PP//case//26 bytespunkten//NN|UTR|SIN|DEF|NOM//conj//23 samt//KN//cc//28 3//RG|NOM//conj//26 .//MAD//punct//21
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;bytespunktens//NN|UTR|SIN|DEF|GEN//nmod:poss//31 tillgänglighet//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//31
1 Förslag till lag om resenärers rättigheter i lokal och regional kollektivtrafik / Information;9//RG|NOM//nummod//34 §//NN|AN//nsubj:pass//38  //_SP////34 Information//NN|UTR|SIN|IND|NOM//conj//34 ska//VB|PRS|AKT//aux//38 lämnas//VB|INF|SFO//advcl//9 i//PP//case//41 den//DT|UTR|SIN|DEF//det//41 form//NN|UTR|SIN|IND|NOM//obl//38 som//HP|-|-|-//nsubj//45 är//VB|PRS|AKT//cop//45 mest//AB|SUV//advmod//45 lämplig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//41 .//MID//punct//38
