En etnologisk studie av hur det går till när man blir kommunalpolitiskt engagerad;Av//PP//case//1 Jan//PM|NOM//ROOT//1 Fredriksson//PM|NOM//flat//1
6.2 Finns det särskilda hinder?;Samma//DT|UTR/NEU|SIN/PLU|IND//det//80 undersökning//NN|UTR|SIN|IND|NOM//nsubj//81 visar//VB|PRS|AKT//conj//51 att//SN//mark//83 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//81 med//PP//case//86 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//86 bakgrund//NN|UTR|SIN|IND|NOM//obl//83 yttrar//VB|PRS|AKT//xcomp//81 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//87 mindre//AB|KOM//advmod//87 på//PP//case//91 partimöten//NN|NEU|PLU|IND|NOM//obl//87 och//KN//cc//93 nämndsammanträden//NN|NEU|PLU|IND|NOM//conj//91 .//MAD//punct//51
6.2 Finns det särskilda hinder?;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//96 upplever//VB|PRS|AKT//parataxis//51 också//AB//advmod//96 att//SN//mark//100 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//100 har//VB|PRS|AKT//ccomp//96 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//102 inflytande//NN|NEU|SIN|IND|NOM//obj//100 än//KN//case//106 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 politiker//NN|UTR|PLU|IND|NOM//obl//100 .//MAD//punct//5
6.2 Finns det särskilda hinder?;På//PP//case//2 central//JJ|POS|UTR|SIN|IND|NOM//amod//2 nivå//NN|UTR|SIN|IND|NOM//obl//3 menar//VB|PRS|AKT//ROOT//3 partiföreträdarna//NN|UTR|PLU|DEF|NOM//nsubj//3 att//SN//mark//15 omsättningen//NN|UTR|SIN|DEF|NOM//nsubj//15 bland//PP//case//9 de//DT|UTR/NEU|PLU|DEF//det//9 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//6 med//PP//case//12 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//12 bakgrund//NN|UTR|SIN|IND|NOM//nmod//9 är//VB|PRS|AKT//cop//15 lika//AB//advmod//15 stor//JJ|POS|UTR|SIN|IND|NOM//ccomp//3 som//KN//case//19 bland//PP//case//19 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 svenskar//NN|UTR|PLU|IND|NOM//obl//15 .//MAD//punct//3
6.2 Finns det särskilda hinder?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//22 stämmer//VB|PRS|AKT//parataxis//3 också//AB//advmod//22 med//PP//case//25 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//22 som//HP|-|-|-//nsubj//27 sägs//VB|PRS|SFO//acl:relcl//25 i//PP//case//29 intervjuerna//NN|UTR|PLU|DEF|NOM//obl//27 på//PP//case//31 basplanet//NN|NEU|SIN|DEF|NOM//obl//27 .//MAD//punct//22

7 Sammanfattning;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//5 med//PP//case//3 denna//DT|UTR|SIN|DEF//det//3 studie//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//ROOT//5 att//IE//mark//7 undersöka//VB|INF|AKT//xcomp//5 de//DT|UTR/NEU|PLU|DEF//det//10 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//11 arbete//NN|NEU|SIN|IND|NOM//obj//7 med//PP//mark//14 att//IE//mark//14 vinna//VB|INF|AKT//advcl//7 personer//NN|UTR|PLU|IND|NOM//obj//14 med//PP//case//18 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//18 bakgrund//NN|UTR|SIN|IND|NOM//nmod//15 som//KN//mark//20 medlemmar//NN|UTR|PLU|IND|NOM//obl//14 och//KN//cc//22 underlätta//VB|INF|AKT//conj//14 för//PP//case//24 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//22 att//IE//mark//26 åta//VB|INF|AKT//xcomp//22 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//26 och//KN//cc//29 genomföra//VB|INF|AKT//conj//26 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 uppdrag//NN|NEU|PLU|IND|NOM//obj//29 .//MAD//punct//5
7 Sammanfattning;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//34 har//VB|PRS|AKT//aux//93 ,//MID//punct//38 som//KN//mark//38 Kommundemokratikommittén//NN|UTR|SIN|DEF|NOM//nsubj//38 formulerat//VB|SUP|AKT//ccomp//34 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//38 ,//MID//punct//38 bestått//PC|PRF|NEU|SIN|IND|NOM//conj//34 av//PP//case//44 två//RG|NOM//nummod//44 delar//NN|UTR|PLU|IND|NOM//obl//41 ://MID//punct//44
7 Sammanfattning;den//DT|UTR|SIN|DEF//det//51 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 mer//AB|KOM//advmod//50 ”//PAD//punct//48 teoretisk//JJ|POS|UTR|SIN|IND|NOM//amod//51 ”//NN|UTR|SIN|IND|NOM//appos//44 ,//MID//punct//51 att//IE//mark//54 beskriva//VB|INF|AKT//conj//34 partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//56 målsättningar//NN|UTR|PLU|IND|NOM//obj//54 och//KN//cc//58 idéer//NN|UTR|PLU|IND|NOM//conj//56 kring//PP//mark//63 hur//HA//advmod//63 frågan//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 ska//VB|PRS|AKT//aux//63 hanteras//VB|INF|SFO//advcl//54 ,//MID//punct//63 den//DT|UTR|SIN|DEF//det//70 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 mer//AB|KOM//advmod//69 ”//PAD//punct//67 praktisk//JJ|POS|UTR|SIN|IND|NOM//amod//70 ”//PAD//conj//63 ,//MID//punct//70 att//IE//mark//73 redogöra//VB|INF|AKT//advcl//63 för//PP//mark//78 hur//HA//advmod//78 samma//DT|UTR/NEU|SIN/PLU|IND//det//77 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//78 diskuteras//VB|PRS|SFO//ccomp//73 och//KN//cc//80 behandlas//VB|PRS|SFO//conj//78 på//PP//case//82 basplanet//NN|NEU|SIN|DEF|NOM//obl//80 ,//MID//punct//86 i//PP//case//86 partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//86 grundorganisationer//NN|UTR|PLU|IND|NOM//obl//63 och//KN//cc//89 i//PP//case//89 kommunalpolitiken//NN|UTR|SIN|DEF|NOM//conj//86 .//MAD//punct//34
7 Sammanfattning;I//PP//case//92 rapporten//NN|UTR|SIN|DEF|NOM//obl//93 kallas//VB|PRS|SFO//parataxis//5 dessa//DT|UTR/NEU|PLU|DEF//det//96 två//RG|NOM//nummod//96 nivåer//NN|UTR|PLU|IND|NOM//nsubj:pass//93 för//PP//case//100 ”//PAD//punct//100 central//JJ|POS|UTR|SIN|IND|NOM//amod//100 nivå//NN|UTR|SIN|IND|NOM//obl//93 ”//PAD//punct//93 och//KN//cc//104 ”//PAD//punct//104 basplan//NN|UTR|SIN|DEF|NOM//conj//93 ”//PAD//punct//104 .//MAD//punct//93
7 Sammanfattning;Partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//108 arbete//NN|NEU|SIN|IND|NOM//nsubj:pass//109 redovisas//VB|PRS|SFO//conj//93 under//PP//case//112 fyra//RG|NOM//nummod//112 teman//NN|NEU|PLU|IND|NOM//obl//109 ://MID//punct//112
7 Sammanfattning;etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//115 mångfald//NN|UTR|SIN|IND|NOM//appos//112 och//KN//cc//117 representation//NN|UTR|SIN|IND|NOM//conj//115 ,//MID//punct//120 partipolitiskt//JJ|POS|NEU|SIN|IND|NOM//amod//120 engagemang//NN|NEU|SIN|IND|NOM//conj//115 ,//MID//punct//122 rekrytering//NN|UTR|SIN|IND|NOM//conj//115  //_SP////122 och//KN//cc//125 förtroendeuppdrag//NN|NEU|PLU|IND|NOM//conj//115 .//MAD//punct//5
7 Sammanfattning;Frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj//2 rör//VB|PRS|AKT//acl:relcl//0 medborgarnas//NN|UTR|PLU|DEF|GEN//nmod:poss//4 insyn//NN|UTR|SIN|IND|NOM//obj//2 och//KN//cc//6 deltagande//NN|NEU|SIN|IND|NOM//conj//4 i//PP//case//10 den//DT|UTR|SIN|DEF//det//10 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//10 demokratin//NN|UTR|SIN|DEF|NOM//nmod//6 har//VB|PRS|AKT//aux//12 diskuterats//VB|SUP|SFO//ROOT//12 livligt//AB|POS//advmod//12 och//KN//cc//15 diskuteras//VB|PRS|SFO//conj//12 kanske//AB//advmod//15 för//PP//advmod//19 närvarande//NN|NEU|SIN|IND|NOM//fixed//17 mer//AB|KOM//advmod//15 än//KN//mark//21 någonsin//AB//advmod//15 i//PP//case//24 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 sammanhang//NN|NEU|PLU|IND|NOM//obl//15 .//MAD//punct//12
7 Sammanfattning;De//PN|UTR/NEU|PLU|DEF|SUB//nsubj//30 har//VB|PRS|AKT//aux//30 även//AB//advmod//30 varit//VB|SUP|AKT//cop//30 föremål//NN|NEU|SIN|IND|NOM//parataxis//12 för//PP//case//34 ett//DT|NEU|SIN|IND//det//33 flertal//NN|NEU|SIN|IND|NOM//nmod//34 utredningar//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//30
7 Sammanfattning;Bilden//NN|UTR|SIN|DEF|NOM//nsubj//43 som//HP|-|-|-//nsubj//38 framträder//VB|PRS|AKT//acl:relcl//36 i//PP//case//41 dessa//DT|UTR/NEU|PLU|DEF//det//41 utredningar//NN|UTR|PLU|IND|NOM//obl//38 är//VB|PRS|AKT//cop//43 motsägelsefull//JJ|POS|UTR|SIN|IND|NOM//parataxis//30 och//KN//cc//45 rymmer//VB|PRS|AKT//conj//43 både//KN//cc//47 positiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//50 och//KN//cc//49 negativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//47 inslag//NN|NEU|PLU|IND|NOM//obj//45 .//MAD//punct//43
7 Sammanfattning;Å//PP//advmod//55 ena//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 sidan//NN|UTR|SIN|DEF|NOM//nsubj//55 finns//VB|PRS|SFO//conj//43 engagemang//NN|NEU|SIN|IND|NOM//nsubj//55 ,//MID//punct//56 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//59 kunskaper//NN|UTR|PLU|IND|NOM//conj//56 ,//MID//punct//59 systemtillit//PC|PRF|NEU|SIN|IND|NOM//conj//56 och//KN//cc//64 högt//JJ|POS|NEU|SIN|IND|NOM//amod//64 deltagande//NN|NEU|SIN|IND|NOM//conj//61 i//PP//case//66 samhällslivet//NN|NEU|SIN|DEF|NOM//obl//61 hos//PP//case//68 medborgarna//NN|UTR|PLU|DEF|NOM//obl//61 .//MAD//punct//55
7 Sammanfattning;Å//PP//cc//73 andra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 sidan//NN|UTR|SIN|DEF|NOM//fixed//70 finns//VB|PRS|SFO//advcl//98 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 också//AB//advmod//73 utanförskap//NN|NEU|SIN|IND|NOM//nsubj//73 ,//MID//punct//78 missnöje//NN|NEU|SIN|IND|NOM//conj//76 och//KN//cc//80 avståndstagande//NN|NEU|SIN|IND|NOM//conj//76 .//MAD//punct//73
7 Sammanfattning;Enligt//PP//case//83 Demokratiutredningen//NN|UTR|SIN|DEF|NOM//obl//87 har//VB|PRS|AKT//aux//87 ett//DT|NEU|SIN|IND//det//86 gap//NN|NEU|SIN|IND|NOM//nsubj//87 uppstått//VB|SUP|AKT//advcl//73 under//PP//case//89 1990-talet//NN|NEU|SIN|DEF|NOM//obl//87 mellan//PP//case//91 inrikes//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//94 och//KN//cc//93 utrikes//AB//conj//91 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nmod//89 .//MAD//punct//87
7 Sammanfattning;År//NN|NEU|SIN|IND|NOM//nmod//97 1976//RG|NOM//dep//73 fick//VB|PRT|AKT//conj//12 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 medborgare//NN|UTR|PLU|IND|NOM//obj//98 för//PP//case//103 första//RO|NOM//amod//103 gången//NN|UTR|SIN|DEF|NOM//obl//98 rösta//VB|INF|AKT//xcomp//98 vid//PP//case//107 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//107 val//NN|NEU|PLU|IND|NOM//obl//104 till//PP//case//109 kommun-//NN|UTR|-|-|SMS//obl//104 och//KN//cc//111 landstingsfullmäktige//NN|NEU|SIN|IND|NOM//conj//109 .//MAD//punct//98
7 Sammanfattning;Av//PP//case//115 de//DT|UTR/NEU|PLU|DEF//det//115 röstberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//obl//116 använde//VB|PRT|AKT//parataxis//98 den//DT|UTR|SIN|DEF//det//118 gången//NN|UTR|SIN|DEF|NOM//obj//116 60//RG|NOM//nummod//120 procent//NN|UTR|PLU|IND|NOM//obj//116 sin//PS|UTR|SIN|DEF//nmod:poss//122 rösträtt//NN|UTR|SIN|IND|NOM//obj//116 .//MAD//punct//98
7 Sammanfattning;Vid//PP//case//126 valet//NN|NEU|SIN|DEF|NOM//nmod//126 1998//RG|NOM//obl//98 var//VB|PRT|AKT//cop//129 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//129 siffra//NN|UTR|SIN|IND|NOM//conj//98 35//RG|NOM//nummod//131 procent//NN|UTR|PLU|IND|NOM//obj//98 .//MID//punct//98
7 Sammanfattning;Personer//NN|UTR|PLU|IND|NOM//nsubj//140 med//PP//case//136 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//136 bakgrund//NN|UTR|SIN|IND|NOM//nmod//133 är//VB|PRS|AKT//cop//140 också//AB//advmod//140 mindre//AB|KOM//advmod//140 aktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//98 än//KN//case//142 svenskar//NN|UTR|PLU|IND|NOM//obl//140 i//PP//case//145 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//145 partier//NN|NEU|PLU|IND|NOM//obl//140 och//KN//cc//147 föreningar//NN|UTR|PLU|IND|NOM//conj//145 .//MAD//punct//98
7 Sammanfattning;Debatten//NN|UTR|SIN|DEF|NOM//nsubj//154 har//VB|PRS|AKT//aux//154 alltmer//AB//advmod//154 kommit//VB|SUP|AKT//aux//154 att//IE//mark//154 handla//VB|INF|AKT//parataxis//98 också//AB//advmod//154 om//SN//case//157 sammansättningen//NN|UTR|SIN|DEF|NOM//obl//154 av//PP//case//161 de//DT|UTR/NEU|PLU|DEF//det//161 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//161 församlingarna//NN|UTR|PLU|DEF|NOM//nmod//157 ur//PP//case//163 mångfalds-//NN|UTR|-|-|SMS//nmod//161 och//KN//cc//165 representativitetssynpunkt//NN|UTR|SIN|IND|NOM//conj//161 .//MAD//punct//98
7 Sammanfattning;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//172 har//VB|PRS|AKT//aux//172 därtill//AB//advmod//172 kommit//VB|SUP|AKT//aux//172 att//IE//mark//172 beröra//VB|INF|AKT//parataxis//98 frågor//NN|UTR|PLU|IND|NOM//obj//172 om//PP//mark//180 vilka//HD|UTR/NEU|PLU|IND//det//176 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//180 och//KN//cc//179 vilket//HD|NEU|SIN|IND//det//179 handlingsutrymme//NN|NEU|SIN|IND|NOM//conj//176 personer//NN|UTR|PLU|IND|NOM//obl//172 med//PP//case//183 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//183 bakgrund//NN|UTR|SIN|IND|NOM//nmod//180 har//VB|PRS|AKT//nsubj//98 ,//MID//punct//98 om//SN//mark//189 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//189 vill//VB|PRS|AKT//aux//189 engagera//VB|INF|AKT//advcl//98 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//189 i//PP//case//193 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//193 partier//NN|NEU|PLU|IND|NOM//obl//189 som//KN//mark//195 medlemmar//NN|UTR|PLU|IND|NOM//acl//193 eller//KN//cc//200 om//SN//mark//200 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//200 vill//VB|PRS|AKT//aux//200 åta//VB|INF|AKT//conj//189 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//200 uppdrag//NN|NEU|SIN|IND|NOM//obj//200 i//PP//case//204 partiet//NN|NEU|SIN|DEF|NOM//nmod//202 eller//KN//cc//207 i//PP//case//207 kommunpolitiken//NN|UTR|SIN|DEF|NOM//conj//204 .//MAD//punct//12
7 Sammanfattning;Underlaget//NN|NEU|SIN|DEF|NOM//nsubj//3 för//PP//case//2 undersökningen//NN|UTR|SIN|DEF|NOM//nmod//0 består//VB|PRS|AKT//ROOT//3 dels//KN//advmod//10 av//PP//case//10 de//DT|UTR/NEU|PLU|DEF//det//8 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 partiernas//NN|NEU|PLU|DEF|GEN//nmod:poss//10 skriftliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 dokument//NN|NEU|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//12 rör//VB|PRS|AKT//acl:relcl//10 frågor//NN|UTR|PLU|IND|NOM//obj//12 om//PP//case//16 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//16 mångfald//NN|UTR|SIN|IND|NOM//nmod//13 och//KN//cc//18 representativitet//NN|UTR|SIN|IND|NOM//conj//16 ,//MID//punct//24 dels//KN//advmod//24 av//PP//case//23 muntliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 uppgifter//NN|UTR|PLU|IND|NOM//obl//24 förmedlade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//10 av//PP//case//26 företrädare//NN|UTR|PLU|IND|NOM//obl//24 för//PP//case//28 riksdagspartierna//NN|NEU|PLU|DEF|NOM//nmod//26 under//PP//case//31 en//DT|UTR|SIN|IND//det//31 hearing//NN|UTR|SIN|IND|NOM//nmod//28 som//HP|-|-|-//obj//34 Kommundemokratikommittén//NN|UTR|SIN|DEF|NOM//nsubj//34 anordnade//VB|PRT|AKT//acl:relcl//31 i//PP//case//36 januari//NN|UTR|SIN|IND|NOM//obl//34 2001//RG|NOM//nummod//36 ,//MID//punct//24 samt//KN//punct//3 slutligen//AB//fixed//39 av//PP//case//42 intervjuer//NN|UTR|PLU|IND|NOM//nmod//40 med//PP//case//44 företrädare//NN|UTR|PLU|IND|NOM//nmod//42 för//PP//case//48 de//DT|UTR/NEU|PLU|DEF//det//48 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//48 partierna//NN|NEU|PLU|DEF|NOM//nmod//44 som//HP|-|-|-//nsubj//50 arbetar//VB|PRS|AKT//acl:relcl//48 i//PP//case//52 grundorganisationen//NN|UTR|SIN|DEF|NOM//obl//50 på//PP//case//54 basplanet//NN|NEU|SIN|DEF|NOM//nmod//52 .//MID//punct//3
7 Sammanfattning;Intervjuerna//NN|UTR|PLU|DEF|NOM//nsubj:pass//57 genomfördes//VB|PRT|SFO//parataxis//3 i//PP//case//61 fyra//RG|NOM//nummod//61 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//61 kommuner//NN|UTR|PLU|IND|NOM//obl//57 ://MID//punct//61
7 Sammanfattning;Botkyrka//PM|NOM//appos//61 ,//MID//punct//65 Eskilstuna//PM|NOM//conj//63 ,//MID//punct//67 Lidköping//PM|NOM//conj//63 och//KN//cc//69 Malmö//PM|NOM//conj//63 .//MAD//punct//61
7 Sammanfattning;I//PP//case//72 Botkyrka//PM|NOM//obl//73 intervjuades//VB|PRT|SFO//conj//3 representanter//NN|UTR|PLU|IND|NOM//nsubj:pass//73 för//PP//case//76 Folkpartiet//NN|NEU|SIN|DEF|NOM//nmod//74 liberalerna//NN|UTR|PLU|DEF|NOM//flat//76 ,//MID//punct//79 Kristdemokraterna//NN|UTR|PLU|DEF|NOM//conj//76 och//KN//cc//82 Moderata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//82 samlingspartiet//NN|NEU|SIN|DEF|NOM//conj//76 ,//MID//punct//73 i//PP//case//86 Eskilstuna//PM|NOM//nmod//86 företrädare//NN|UTR|SIN|IND|NOM//obl//73 för//PP//case//88 Centerpartiet//NN|NEU|SIN|DEF|NOM//nmod//86 och//KN//cc//90 Socialdemokraterna//NN|UTR|PLU|DEF|NOM//conj//88 ,//MID//punct//86 i//PP//case//93 Lidköping//PM|NOM//obl//73 för//PP//case//95 Vänsterpartiet//PM|NOM//nmod//93 och//KN//cc//98 i//PP//case//98 Malmö//PM|NOM//conj//95 för//PP//case//100 Miljöpartiet//NN|NEU|SIN|DEF|NOM//nmod//98 de//DT|UTR/NEU|PLU|DEF//det//105 gröna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 ,//MID//punct//102 Moderata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//105 samlingspartiet//NN|NEU|SIN|DEF|NOM//obj//73 och//KN//cc//107 Socialdemokraterna//NN|UTR|PLU|DEF|NOM//conj//105 .//MAD//punct//73
7 Sammanfattning;Valet//NN|NEU|SIN|DEF|NOM//nsubj:pass//122 av//PP//case//111 kommuner//NN|UTR|PLU|IND|NOM//nmod//109 och//KN//cc//115 av//PP//case//115 vilka//HD|UTR/NEU|PLU|IND//det//115 partier//NN|NEU|PLU|IND|NOM//conj//111 som//HP|-|-|-//nsubj//118 skulle//VB|PRT|AKT//aux//118 intervjuas//VB|INF|SFO//acl:relcl//115 i//PP//case//121 respektive//AB//amod//121 kommun//NN|UTR|SIN|IND|NOM//obl//118 gjordes//VB|PRT|SFO//conj//73 i//PP//case//124 samråd//NN|NEU|SIN|IND|NOM//obl//122 med//PP//case//127 Kommundemokratikommitténs//PM|GEN//nmod:poss//127 sekretariat//NN|NEU|SIN|IND|NOM//nmod//124 .//MAD//punct//122
7 Sammanfattning;I//PP//case//132 enlighet//NN|UTR|SIN|IND|NOM//fixed//129 med//PP//fixed//129 uppdraget//NN|NEU|SIN|DEF|NOM//obl//133 genomfördes//VB|PRT|SFO//conj//122 tjugo//RG|NOM//nummod//135 intervjuer//NN|UTR|PLU|IND|NOM//nsubj:pass//133 .//MAD//punct//73
7 Sammanfattning;För//PP//case//140 de//DT|UTR/NEU|PLU|DEF//det//140 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//140 riksdagspartierna//NN|NEU|PLU|DEF|NOM//obl//73 –//RG|NOM//punct//140 Moderata//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//143 samlingspartiet//NN|NEU|SIN|DEF|NOM//conj//140 och//KN//cc//145 Socialdemokraterna//NN|UTR|PLU|DEF|NOM//conj//143 –//PAD//punct//140 intervjuades//VB|PRT|SFO//conj//3 fem//RG|NOM//dep//147 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//147 och//KN//cc//154 för//PP//case//154 de//DT|UTR/NEU|PLU|DEF//det//154 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//154 två//RG|NOM//conj//149 .//MAD//punct//168
7 Sammanfattning;Enligt//PP//case//157 uppdraget//NN|NEU|SIN|DEF|NOM//obl//168 skulle//VB|PRT|AKT//aux//168 en//DT|UTR|SIN|IND//det//161 etnisk//JJ|POS|UTR|SIN|IND|NOM//amod//161 svensk//NN|UTR|SIN|IND|NOM//nsubj:pass//168 och//KN//cc//164 en//DT|UTR|SIN|IND//det//164 person//NN|UTR|SIN|IND|NOM//conj//161 med//PP//case//167 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//167 bakgrund//NN|UTR|SIN|IND|NOM//nmod//164 intervjuas//VB|PRS|SFO//conj//3 för//PP//case//171 varje//DT|UTR/NEU|SIN|IND//det//171 parti//NN|NEU|SIN|IND|NOM//obl//168 .//MAD//punct//3
7 Sammanfattning;Dessutom//AB//advmod//180 skulle//VB|PRT|AKT//aux//180 en//PN|UTR|SIN|IND|SUB/OBJ//nsubj//180 av//PP//case//177 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//175 vara//VB|INF|AKT//cop//180 en//DT|UTR|SIN|IND//det//180 person//NN|UTR|SIN|IND|NOM//parataxis//3 med//PP//case//184 en//DT|UTR|SIN|IND//det//184 central//JJ|POS|UTR|SIN|IND|NOM//amod//184 position//NN|UTR|SIN|IND|NOM//nmod//180 i//PP//case//186 partiet//NN|NEU|SIN|DEF|NOM//nmod//184 som//HP|-|-|-//mark//190 till//PP//advmod//190 exempel//NN|NEU|SIN|IND|NOM//fixed//188 ombudsman//NN|UTR|SIN|IND|NOM//appos//180 ,//MID//punct//192 ombudskvinna//NN|UTR|SIN|IND|NOM//conj//190 eller//KN//cc//195 politisk//JJ|POS|UTR|SIN|IND|NOM//amod//195 sekreterare//NN|UTR|SIN|IND|NOM//conj//190 .//MAD//punct//3
7 Sammanfattning;Jag//PN|UTR|SIN|DEF|SUB//nsubj//2 är//VB|PRS|AKT//cop//2 angelägen//JJ|POS|UTR|SIN|IND|NOM//ROOT//2 att//IE//mark//4 påpeka//VB|INF|AKT//acl//2 att//SN//mark//9 den//DT|UTR|SIN|DEF//det//8 valda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 metoden//NN|UTR|SIN|DEF|NOM//nsubj//9 har//VB|PRS|AKT//ccomp//4 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//11 begränsningar//NN|UTR|PLU|IND|NOM//obj//9 .//MAD//punct//2
7 Sammanfattning;De//DT|UTR/NEU|PLU|DEF//det//14 intervjuade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//nsubj//18 är//VB|PRS|AKT//cop//18 alla//DT|UTR/NEU|PLU|IND/DEF//det//18 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 aktörer//NN|UTR|PLU|IND|NOM//parataxis//2 .//MAD//punct//18
7 Sammanfattning;Samtliga//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//22 är//VB|PRS|AKT//cop//22 väletablerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//18 och//KN//cc//24 välintegrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//22 i//PP//case//26 samhället//NN|NEU|SIN|DEF|NOM//obl//24 och//KN//cc//31 i//PP//case//31 det//DT|NEU|SIN|DEF//det//31 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 livet//NN|NEU|SIN|DEF|NOM//conj//22 .//MAD//punct//18
