Villkor för intjänande och bevarande av tjänstepension;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 intjänande//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 bevarande//NN|NEU|SIN|IND|NOM//conj//4 av//PP//case//8 tjänstepension//NN|UTR|SIN|IND|NOM//nmod//4
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Inledande bestämmelser;1//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//27  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj//5 har//VB|PRS|AKT//acl:relcl//1 till//PP//case//7 ändamål//NN|NEU|SIN|IND|NOM//obl//5 att//IE//mark//9 tillförsäkra//VB|INF|AKT//advcl//5 arbetstagare//NN|UTR|PLU|IND|NOM//obj//9 och//KN//cc//15 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//15 efterlevande//NN|UTR|PLU|IND|NOM//amod//15 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 rättigheter//NN|UTR|PLU|IND|NOM//conj//10 gentemot//PP//case//17 arbetsgivare//NN|UTR|PLU|IND|NOM//nmod//15 vid//PP//case//19 avtal//NN|NEU|SIN|IND|NOM//nmod//17 om//PP//case//21 tjänstepension//NN|UTR|SIN|IND|NOM//nmod//19 .//MAD//punct//1
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Inledande bestämmelser;2//RG|NOM//nummod//24 §//NN|AN//nsubj:pass//27  //_SP////24 Lagen//NN|UTR|SIN|DEF|NOM//nmod//24 tillämpas//VB|PRS|SFO//ROOT//27 på//PP//case//29 tjänstepension//NN|UTR|SIN|IND|NOM//obl//27 som//HP|-|-|-//nsubj//32 är//VB|PRS|AKT//cop//32 avsedd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//29 att//IE//mark//34 betalas//VB|INF|SFO//advcl//32 ut//PL//compound:prt//34 med//PP//case//37 anledning//NN|UTR|SIN|IND|NOM//obl//34 av//PP//case//40 uppnådd//PC|PRF|UTR|SIN|IND|NOM//amod//40 pensionsålder//NN|UTR|SIN|IND|NOM//nmod//37 (//PAD//punct//42 ålderspension//NN|UTR|SIN|IND|NOM//appos//40 )//PAD//punct//42 samt//KN//cc//47 ,//MID//punct//44 såvitt//SN//advmod//47 gäller//VB|PRS|AKT//conj//27 12//RG|NOM//nummod//49 §//NN|AN//obj//47 ,//MID//punct//52 vilande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//52 efterlevandepension//NN|UTR|SIN|IND|NOM//conj//49 .//MAD//punct//47
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Inledande bestämmelser;3//RG|NOM//nummod//55 §//NN|AN//obl//27  //_SP////55 Ett//DT|NEU|SIN|IND//det//58 avtal//NN|NEU|SIN|IND|NOM//appos//55 som//HP|-|-|-//nsubj//60 inskränker//VB|PRS|AKT//acl:relcl//58 en//DT|UTR|SIN|IND//det//62 rättighet//NN|UTR|SIN|IND|NOM//obj//60 enligt//PP//case//65 denna//DT|UTR|SIN|DEF//det//65 lag//NN|UTR|SIN|IND|NOM//nmod//62 är//VB|PRS|AKT//cop//55 utan//PP//case//68 verkan//NN|UTR|SIN|IND|NOM//nmod//55 i//PP//case//71 den//DT|UTR|SIN|DEF//det//71 delen//NN|UTR|SIN|DEF|NOM//nmod//68 .//MAD//punct//27
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Inledande bestämmelser;Genom//PP//case//2 ett//DT|NEU|SIN|IND//det//2 kollektivavtal//NN|NEU|SIN|IND|NOM//obl//14 som//HP|-|-|-//nsubj:pass//5 har//VB|PRS|AKT//aux//5 slutits//VB|SUP|SFO//acl:relcl//2 eller//KN//cc//7 godkänts//VB|SUP|SFO//conj//5 av//PP//case//11 en//DT|UTR|SIN|IND//det//11 central//JJ|POS|UTR|SIN|IND|NOM//amod//11 arbetstagarorganisation//NN|UTR|SIN|IND|NOM//obl:agent//7 får//VB|PRS|AKT//aux//14 avvikelser//NN|UTR|PLU|IND|NOM//nsubj:pass//14 göras//VB|INF|SFO//ROOT//14 från//PP//case//18 5–9//RG|NOM//nummod//17 §//NN|AN//nmod//18 §//NN|AN//obl//14 under//PP//case//20 förutsättning//NN|UTR|SIN|IND|NOM//obl//14 att//SN//mark//23 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//23 respekterar//VB|PRS|AKT//advcl//14 det//DT|NEU|SIN|DEF//obj//23 skydd//NN|NEU|SIN|IND|NOM//obj//23 för//PP//case//27 arbetstagare//NN|UTR|PLU|IND|NOM//obl//23 och//KN//cc//31 deras//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//31 fria//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 rörlighet//NN|UTR|SIN|IND|NOM//conj//27 som//HP|-|-|-//nsubj:pass//33 avses//VB|PRS|SFO//acl:relcl//31 i//PP//case//38 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//38 och//KN//cc//37 rådets//NN|NEU|SIN|DEF|GEN//conj//35 direktiv//NN|NEU|SIN|IND|NOM//nmod//39 2014/50//RG|NOM//obl//33 ///MID//cc//41 EU//PM|NOM//obl//33 av//PP//case//45 den//DT|UTR|SIN|DEF//det//45 16//RG|NOM//nummod//45 april//NN|UTR|SIN|IND|NOM//nmod//41 2014//RG|NOM//nummod//45 om//PP//case//48 minimikrav//NN|NEU|PLU|IND|NOM//obl//33 för//PP//case//51 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//51 rörlighet//NN|UTR|SIN|IND|NOM//nmod//48 mellan//PP//case//53 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//51 för//PP//case//55 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//53 genom//PP//case//58 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//58 villkor//NN|NEU|PLU|IND|NOM//nmod//55 för//PP//case//60 intjänande//NN|NEU|SIN|IND|NOM//nmod//58 och//KN//cc//62 bevarande//NN|NEU|SIN|IND|NOM//conj//60 av//PP//case//65 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 pensionsrättigheter//NN|UTR|PLU|IND|NOM//nmod//60 ,//MID//punct//48 i//PP//case//70 den//DT|UTR|SIN|DEF//det//70 ursprungliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 lydelsen//NN|UTR|SIN|DEF|NOM//nmod//48 .//MAD//punct//14

1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Definitioner;4//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 avses//VB|PRS|SFO//ROOT//6 med//PP//compound:prt//6 ://MID//punct//6
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Definitioner;ackumulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//10 pensionsrättigheter//NN|UTR|PLU|IND|NOM//parataxis//6 ://MID//punct//10
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Definitioner;pensionsrättigheter//NN|UTR|PLU|IND|NOM//nsubj//40 som//HP|-|-|-//nsubj//14 avser//VB|PRS|AKT//acl:relcl//12 en//DT|UTR|SIN|IND//det//17 retroaktiv//JJ|POS|UTR|SIN|IND|NOM//amod//17 period//NN|UTR|SIN|IND|NOM//obj//14 under//PP//case//19 vilken//HP|UTR|SIN|IND//obl//21 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 omfattats//VB|SUP|SFO//acl:relcl//12 av//PP//case//24 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//24 bestämmelser//NN|UTR|PLU|IND|NOM//obl:agent//21 om//PP//mark//28 ålderspension//NN|UTR|SIN|IND|NOM//nmod//28 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//28 förmånstagare//NN|UTR|PLU|IND|NOM//advcl//21 ://MID//punct//28
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Definitioner;arbetstagare//NN|UTR|PLU|IND|NOM//appos//28 som//HP|-|-|-//nsubj//35 ,//MID//punct//35 utan//PP//mark//35 att//IE//mark//35 uppbära//VB|INF|AKT//acl:relcl//30 ålderspension//NN|UTR|SIN|IND|NOM//obj//35 enligt//PP//case//38 avtalet//NN|NEU|SIN|DEF|NOM//obl//35 ,//MID//punct//30 slutat//VB|SUP|AKT//parataxis//10 sin//PS|UTR|SIN|DEF//nmod:poss//42 anställning//NN|UTR|SIN|IND|NOM//obj//40 hos//PP//case//44 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//42 ,//MID//punct//48 och//KN//cc//48 vilande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//48 efterlevandepension//NN|UTR|SIN|IND|NOM//conj//40 ://MID//punct//48
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Definitioner; //_SP////49 pension//NN|UTR|SIN|IND|NOM//appos//48 till//PP//case//53 efterlevande//NN|UTR|PLU|IND|NOM//nmod//51 som//HP|-|-|-//nsubj:pass//55 bevaras//VB|PRS|SFO//acl:relcl//51 efter//PP//mark//59 att//SN//mark//59 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//59 avlidit//VB|SUP|AKT//advcl//55 och//KN//cc//62 som//HP|-|-|-//nsubj:pass//62 betalas//VB|PRS|SFO//conj//59 ut//PL//compound:prt//62 med//PP//case//65 anledning//NN|UTR|SIN|IND|NOM//obl//62 av//PP//mark//70 att//SN//mark//70 den//DT|UTR|SIN|DEF//det//69 efterlevande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//70 uppnår//VB|PRS|AKT//acl//65 viss//JJ|POS|UTR|SIN|IND|NOM//amod//72 ålder//NN|UTR|SIN|IND|NOM//obj//70 .//MAD//punct//6

1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Villkor;5//RG|NOM//nummod//1 §//NN|AN//nsubj//28  //_SP////1 Om//SN//mark//5 anställningstid//NN|UTR|SIN|IND|NOM//nsubj:pass//5 uppställs//VB|PRS|SFO//advcl//1 som//KN//mark//7 villkor//NN|NEU|PLU|IND|NOM//xcomp//5 för//PP//mark//12 att//SN//fixed//8 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//12 ska//VB|PRS|AKT//aux//12 börja//VB|INF|AKT//advcl//5 omfattas//VB|INF|SFO//xcomp//12 av//PP//case//16 avtalets//NN|NEU|SIN|DEF|GEN//nmod:poss//16 bestämmelser//NN|UTR|PLU|IND|NOM//obl:agent//13 om//PP//case//18 ålderspension//NN|UTR|SIN|IND|NOM//nmod//16 eller//KN//cc//24 för//PP//mark//24 att//SN//fixed//20 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//24 ska//VB|PRS|AKT//aux//24 tjäna//VB|INF|AKT//conj//5 in//PL//compound:prt//24 ackumulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//27 pensionsrättigheter//NN|UTR|PLU|IND|NOM//obj//24 får//VB|PRS|AKT//aux//33 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//30 tid//NN|UTR|SIN|IND|NOM//obl//33 sammanlagt//AB//advmod//32 högst//AB|SUV//advmod//33 uppgå//VB|INF|AKT//ROOT//33 till//PP//case//36 tre//RG|NOM//nummod//36 år//NN|NEU|PLU|IND|NOM//obl//33 .//MAD//punct//33
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Villkor;6//RG|NOM//nummod//39 §//NN|AN//obl//33  //_SP////39 Om//SN//mark//43 ålder//NN|UTR|SIN|IND|NOM//nsubj:pass//43 uppställs//VB|PRS|SFO//advcl//33 som//KN//mark//45 villkor//NN|NEU|PLU|IND|NOM//obl//43 för//PP//mark//50 att//SN//fixed//46 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//50 ska//VB|PRS|AKT//aux//50 tjäna//VB|INF|AKT//advcl//43 in//PL//compound:prt//50 ackumulerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//53 pensionsrättigheter//NN|UTR|PLU|IND|NOM//obj//50 får//VB|PRS|AKT//conj//33 denna//PN|UTR|SIN|DEF|SUB/OBJ//det//59 högst//AB|SUV//advmod//57 vara//VB|INF|AKT//cop//59 21//RG|NOM//nummod//59 år//NN|NEU|PLU|IND|NOM//obj//54 .//MAD//punct//33
1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension / Villkor;7//RG|NOM//nummod//62 §//NN|AN//nmod//65  //_SP////62 Intjänade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 pensionsrättigheter//NN|UTR|PLU|IND|NOM//nsubj:pass//70 för//PP//case//68 blivande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//68 förmånstagare//NN|UTR|PLU|IND|NOM//nmod//65 ska//VB|PRS|AKT//aux//70 bevaras//VB|INF|SFO//parataxis//33 fram//PL//advmod//70 till//PP//case//73 dess//AB//obl//70 att//SN//mark//76 förmånstagaren//NN|UTR|SIN|DEF|NOM//nsubj//76 uppnår//VB|PRS|AKT//advcl//70 pensionsåldern//NN|UTR|SIN|DEF|NOM//obj//76 .//MAD//punct//33
