Villkor för intjänande och bevarande av tjänstepension;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 intjänande//NN|NEU|SIN|IND|NOM//nmod//2 och//KN//cc//6 bevarande//NN|NEU|SIN|IND|NOM//conj//4 av//PP//case//8 tjänstepension//NN|UTR|SIN|IND|NOM//nmod//4
Villkor för intjänande och bevarande av tjänstepension;Stockholm//PM|NOM//ROOT//0 2016//RG|NOM//nummod//0

Till statsrådet Ylva Johansson;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 30//RG|NOM//nummod//4 april//NN|UTR|SIN|IND|NOM//obl//1 2015//RG|NOM//nummod//4 (//PAD//punct//4 dir//NN|AN//appos//4 .//MAD//punct//4
Till statsrådet Ylva Johansson;2015:45//RG|NOM//obl//1 )//PAD//punct//12 att//IE//mark//12 tillsätta//VB|INF|AKT//conj//1 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppgift//NN|UTR|SIN|IND|NOM//obl//12 att//IE//mark//19 lämna//VB|INF|AKT//acl//17 förslag//NN|NEU|SIN|IND|NOM//obj//19 till//PP//case//22 genomförande//NN|NEU|SIN|IND|NOM//obl//19 av//PP//case//27 Europaparlamentets//NN|NEU|SIN|DEF|GEN//nmod:poss//27 och//KN//cc//26 rådets//NN|NEU|SIN|DEF|GEN//conj//24 direktiv//NN|NEU|SIN|IND|NOM//nmod//28 2014/50//RG|NOM//conj//22 ///MID//cc//30 EU//PM|NOM//conj//22 av//PP//case//34 den//DT|UTR|SIN|DEF//det//34 16//RG|NOM//nummod//34 april//NN|UTR|SIN|IND|NOM//nmod//30 2014//RG|NOM//nummod//34 om//PP//case//37 minimikrav//NN|NEU|PLU|IND|NOM//obl//19 för//PP//case//40 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//40 rörlighet//NN|UTR|SIN|IND|NOM//nmod//37 mellan//PP//case//42 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nmod//40 för//PP//case//44 arbetstagare//NN|UTR|PLU|IND|NOM//nmod//42 genom//PP//case//47 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 villkor//NN|NEU|PLU|IND|NOM//nmod//44 för//PP//case//49 intjänande//NN|NEU|SIN|IND|NOM//nmod//47 och//KN//cc//51 bevarande//NN|NEU|SIN|IND|NOM//conj//49 av//PP//case//54 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 pensionsrättigheter//NN|UTR|PLU|IND|NOM//nmod//49 .//MAD//punct//1
Till statsrådet Ylva Johansson;Birgitta//PM|NOM//nsubj:pass//3 Ågren//PM|NOM//flat:name//0 Böhlin//PM|NOM//flat:name//1 förordnades//VB|PRT|SFO//ROOT//3 att//SN//mark//12 från//PP//case//8 den//DT|UTR|SIN|DEF//det//8 1//RO|NOM//nummod//8 september//NN|UTR|SIN|IND|NOM//obl//12 2015//RG|NOM//nummod//8 vara//VB|INF|AKT//cop//12 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//12 utredare//NN|UTR|SIN|IND|NOM//obl//3 .//MAD//punct//3
Till statsrådet Ylva Johansson;Sekreterarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//15 förordnades//VB|PRT|SFO//parataxis//3 från//PP//case//19 den//DT|UTR|SIN|DEF//det//18 15//RG|NOM//nummod//19 september//NN|UTR|SIN|IND|NOM//obl//15 2015//RG|NOM//nummod//19 .//MAD//punct//15
Till statsrådet Ylva Johansson;Som//KN//mark//24 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//24 förordnades//VB|PRT|SFO//advcl//15 från//PP//case//27 samma//DT|UTR/NEU|SIN/PLU|IND//det//27 datum//NN|NEU|SIN|IND|NOM//nmod//28 Viktoria//PM|NOM//obl//24 Bergström//PM|NOM//flat:name//28 ,//MID//punct//28 Sara//PM|NOM//conj//28 Bratberg//PM|NOM//flat:name//31 ,//MID//punct//34 Caroline//PM|NOM//conj//28 Johansson//PM|NOM//flat:name//34 ,//MID//punct//34 Helena//PM|NOM//conj//28 KristianssonTorp//PM|NOM//flat//37 och//KN//cc//40 Birgitta//PM|NOM//conj//38 Niblaeus//PM|NOM//flat:name//40 .//MID//punct//37
Till statsrådet Ylva Johansson;Hanna//PM|NOM//nsubj:pass//45 Svensson//PM|NOM//flat:name//43 förordnades//VB|PRT|SFO//conj//28 som//KN//mark//47 expert//NN|UTR|SIN|IND|NOM//xcomp//45 från//PP//case//51 den//DT|UTR|SIN|DEF//det//51 8//RO|NOM//nummod//51 mars//NN|UTR|SIN|IND|NOM//obl//45 2016//RG|NOM//nummod//51 .//MAD//punct//3
Till statsrådet Ylva Johansson;Sara//PM|NOM//nsubj:pass//56 Bratberg//PM|NOM//nsubj:pass//56 entledigades//VB|PRT|SFO//parataxis//3 från//PP//case//58 uppdraget//NN|NEU|SIN|DEF|NOM//obl//56 från//PP//case//62 den//DT|UTR|SIN|DEF//det//62 16//RG|NOM//nummod//62 maj//NN|UTR|SIN|IND|NOM//obl//56 2016//RG|NOM//nummod//62 .//MAD//punct//56
Till statsrådet Ylva Johansson;Viktoria//PM|NOM//amod//66 Bergström//PM|NOM//nsubj:pass//67 entledigades//VB|PRT|SFO//conj//56 från//PP//case//69 uppdraget//NN|NEU|SIN|DEF|NOM//obl//67 från//PP//case//73 den//DT|UTR|SIN|DEF//det//73 7//RO|NOM//nummod//73 juni//NN|UTR|SIN|IND|NOM//obl//67 2016//RG|NOM//nummod//73 och//KN//cc//79 från//PP//case//78 samma//DT|UTR/NEU|SIN/PLU|IND//det//78 datum//NN|NEU|SIN|IND|NOM//obl//79 förordnandes//VB|PRT|SFO//conj//67 Maria//PM|NOM//nsubj:pass//79 Rasmussen//PM|NOM//flat:name//80 som//KN//mark//83 expert//NN|UTR|SIN|IND|NOM//xcomp//79 .//MAD//punct//3
Till statsrådet Ylva Johansson;Sekreterare//NN|UTR|PLU|IND|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 varit//VB|SUP|AKT//cop//3 Nilla//PM|NOM//ROOT//3 Alestig//PM|NOM//conj//3 och//KN//cc//7 Anders//PM|NOM//nmod:poss//7 Odmark//PM|NOM//conj//4 .//MAD//punct//3
Till statsrådet Ylva Johansson;Utredningen//NN|UTR|SIN|DEF|NOM//appos//3 ,//MID//punct//9 som//HP|-|-|-//nsubj//12 antagit//VB|SUP|AKT//acl:relcl//9 namnet//NN|NEU|SIN|DEF|NOM//nmod//14 Utredningen//NN|UTR|SIN|DEF|NOM//obj//12 om//PP//case//16 intjänande//NN|NEU|SIN|IND|NOM//nmod//14 och//KN//cc//18 bevarande//NN|NEU|SIN|IND|NOM//conj//16 av//PP//case//20 tjänstepension//NN|UTR|SIN|IND|NOM//nmod//14 (//PAD//punct//20 A//PM|NOM//appos//20 2015:01//RG|NOM//nummod//22 )//PAD//punct//9 ,//MID//punct//26 överlämnar//VB|PRS|AKT//conj//3 härmed//AB//advmod//26 sitt//PS|NEU|SIN|DEF//nmod:poss//29 betänkande//NN|NEU|SIN|IND|NOM//nmod//30 Villkor//NN|NEU|SIN|IND|NOM//obj//26 för//PP//case//32 intjänande//NN|NEU|SIN|IND|NOM//obl//26 och//KN//cc//34 bevarande//NN|NEU|SIN|IND|NOM//conj//32 av//PP//case//36 tjänstepension//NN|UTR|SIN|IND|NOM//nmod//32 (//PAD//punct//36 SOU//PM|NOM//appos//36 2016:51//RG|NOM//conj//36 )//PAD//punct//26 .//MAD//punct//3
Till statsrådet Ylva Johansson;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 därmed//AB//advmod//4 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet Ylva Johansson;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 augusti//NN|UTR|SIN|IND|NOM//obl//0 2016//RG|NOM//nummod//0
Till statsrådet Ylva Johansson;Birgitta//PM|NOM//ROOT//0 Ågren//PM|NOM//flat:name//0 Böhlin//PM|NOM//flat:name//0 ///MID//cc//4 Nilla//PM|NOM//conj//0 Alestig//PM|NOM//flat:name//0
Till statsrådet Ylva Johansson;Anders//PM|NOM//nmod:poss//2 Odmark//PM|NOM//flat//0 3.6.3//RG|NOM//nmod//3 Pension//NN|UTR|SIN|IND|NOM//nsubj//85 till//PP//case//5 förtroendevalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//9 och//KN//cc//7 4.2//RG|NOM//conj//5 Övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 regleringar//NN|UTR|PLU|IND|NOM//conj//3 och//KN//cc//11 utredningar//NN|UTR|PLU|IND|NOM//conj//9 med//PP//case//13 betydelse//NN|UTR|SIN|IND|NOM//nmod//11 för//PP//case//15 4.2.1//RG|NOM//nmod//13 Direktiv//NN|NEU|PLU|IND|NOM//cc//17 98/49//RG|NOM//conj//15 ///MID//case//19 EG//NN|AN//nmod//17 om//PP//case//21 skydd//NN|NEU|SIN|IND|NOM//nmod//17 av//PP//case//24 kompletterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 pensionsrättigheter//NN|UTR|PLU|IND|NOM//nmod//21 för//PP//case//26 anställda//NN|UTR|PLU|IND|NOM//nmod//24 och//KN//cc//28 företagare//NN|UTR|PLU|IND|NOM//conj//26 som//HP|-|-|-//nsubj//30 flyttar//VB|PRS|AKT//acl:relcl//28 inom//PP//case//33 4.2.4//RG|NOM//nmod//33 SOU//PM|NOM//obl//30 2014:57//RG|NOM//punct//3 En//DT|UTR|SIN|IND//det//37 ny//JJ|POS|UTR|SIN|IND|NOM//amod//37 reglering//NN|UTR|SIN|IND|NOM//appos//3 för//PP//case//41 7.5//RG|NOM//nmod:poss//41 Öppna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 pensionssystem//NN|NEU|PLU|IND|NOM//nmod//37 och//KN//cc//45 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 8.2.3//RG|NOM//nmod//45 Bestämmelser//NN|UTR|PLU|IND|NOM//conj//41 i//PP//case//47 förordningar//NN|UTR|PLU|IND|NOM//nmod//45 om//PP//case//51 9.2//RG|NOM//nummod//51 Svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//51 bestämmelser//NN|UTR|PLU|IND|NOM//nmod//47 om//PP//case//53 bevarande//NN|NEU|SIN|IND|NOM//nmod//51 av//PP//case//56 9.2.1//RG|NOM//amod//56 Bestämmelser//NN|UTR|PLU|IND|NOM//nmod//53 i//PP//case//59 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//59 rätt//NN|UTR|SIN|IND|NOM//nmod//56 och//KN//cc//63 i//PP//case//63 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 tjänstepensionssavtal//NN|NEU|PLU|IND|NOM//conj//56 av//PP//case//65 betydelse//NN|UTR|SIN|IND|NOM//nmod//63 för//PP//case//69 10.2.6//RG|NOM//nummod//68 Finansinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//69 föreskrifter//NN|UTR|PLU|IND|NOM//nmod//65 och//KN//cc//72 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 11.1.1//RG|NOM//nmod//73 Bestämmelser//NN|UTR|PLU|IND|NOM//conj//37 om//PP//case//75 villkor//NN|NEU|PLU|IND|NOM//nmod//73 för//PP//case//77 intjänande//NN|NEU|SIN|IND|NOM//amod//80 och//KN//cc//79 11.5.1//RG|NOM//conj//77 Lagen//NN|UTR|SIN|DEF|NOM//nmod//75 ska//VB|PRS|AKT//aux//85 i//PP//case//84 sin//PS|UTR|SIN|DEF//nmod:poss//84 helhet//NN|UTR|SIN|IND|NOM//obl//85 omfatta//VB|INF|AKT//advcl//95 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//87 11.5.2//RG|NOM//obj//85 Även//AB//advmod//92 för//PP//case//92 redan//AB//advmod//91 ingångna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//92 avtal//NN|NEU|PLU|IND|NOM//obl//85 ska//VB|PRS|AKT//aux//95 lagen//NN|UTR|SIN|DEF|NOM//nsubj//95 gälla//VB|INF|AKT//ROOT//95 12.2.1//RG|NOM//nmod:poss//100 Kostnadsmässiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//100 och//KN//cc//99 administrativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//97 12.2.4//RG|NOM//obj//95 Särskilt//AB//advmod//95 om//PP//case//103 konsekvenser//NN|UTR|PLU|IND|NOM//obl//95 för//PP//case//107 jämställdheten//NN|UTR|SIN|DEF|NOM//nmod//106 13.2//RG|NOM//nummod//107 Förslaget//NN|NEU|SIN|DEF|NOM//nmod//103 till//PP//case//109 förordning//NN|UTR|SIN|IND|NOM//nmod//103 om//PP//case//111 ändring//NN|UTR|SIN|IND|NOM//nmod//109 i//PP//case//113 förordningen//NN|UTR|SIN|DEF|NOM//nmod//111 (//PAD//punct//113 1997:909//RG|NOM//appos//113 )//PAD//punct//113 om//PP//case//118 handläggning//NN|UTR|SIN|IND|NOM//obl//95 av//PP//case//120 ärenden//NN|NEU|PLU|IND|NOM//nmod//118 om//PP//case//122 statliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//120


1.1 Förslag till lag om villkor för intjänande och bevarande av tjänstepension;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

