Sverige i Afghanistan 2002–2014 ;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Afghanistanutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet och chefen för Utrikesdepartementet;Afghanistanutredningen//NN|UTR|SIN|DEF|NOM//nsubj//7 överlämnar//VB|PRS|AKT//parataxis//2 härmed//AB//advmod//7 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//10 Sverige//PM|NOM//obj//7 i//PP//advmod//7
Till statsrådet och chefen för Utrikesdepartementet;Afghanistan//PM|NOM//nmod//1 2002–2014//UO//ROOT//1 .//MAD//punct//1
Till statsrådet och chefen för Utrikesdepartementet;Med//PP//case//1 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//4 är//VB|PRS|AKT//cop//4 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//4 avslutat//PC|PRF|NEU|SIN|IND|NOM//ROOT//4 .//MAD//punct//4
Till statsrådet och chefen för Utrikesdepartementet;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 februari//NN|UTR|SIN|IND|NOM//obl//0 2017//RG|NOM//nummod//2
Till statsrådet och chefen för Utrikesdepartementet;Tone//PM|NOM//nmod//3 Tingsgård//PM|NOM//flat:name//0 /Michael//JJ|POS|UTR/NEU|SIN|DEF|NOM//advmod//0 Frühling//PM|NOM//ROOT//3
Till statsrådet och chefen för Utrikesdepartementet;Vilhelm//PM|NOM//nsubj//30 Rundquist//PM|NOM//flat//0 5.1.2//RG|NOM//conj//0 ISAF//PM|NOM//conj//0 ://MID//punct//3 s//NN|AN//nummod//8 utvidgade//VB|PRT|AKT//amod//8 geografiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 uppdrag//NN|NEU|PLU|IND|NOM//appos//3 och//KN//cc//10 5.2//RG|NOM//conj//8 Styrkebidragen//NN|UTR|SIN|DEF|NOM//conj//8 till//PP//case//16 det//DT|NEU|SIN|DEF//det//16 brittiskledda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//16  //_SP////14 PRT-MeS//PM|GEN//nmod//17 2004//RG|NOM//nummod//8 –//NN|AN//punct//21 5.7.4//RG|NOM//amod//21 Svensk//JJ|POS|UTR|SIN|IND|NOM//amod//21 specialförbandsinsats//VB|SUP|SFO//conj//0 i//PP//case//24 norra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 5.13.2//RG|NOM//nmod//21 Effekter//NN|UTR|PLU|IND|NOM//nmod//21 på//PP//case//29 de//DT|UTR/NEU|PLU|DEF//det//29 afghanska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 säkerhetsstyrkorna//NN|UTR|PLU|DEF|NOM//nmod//21 5.13.3//RG|NOM//ROOT//30 Påverkan//NN|UTR|SIN|IND|NOM//obj//30 på//PP//case//33 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//31 och//KN//cc//37 den//DT|UTR|SIN|DEF//det//37 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 6.8.6//RG|NOM//nmod//39 Bestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//39 effekter//NN|UTR|PLU|IND|NOM//obj//30 i//PP//case//43 det//DT|NEU|SIN|DEF//det//43 afghanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//43 samhället//NN|NEU|SIN|DEF|NOM//nmod//39 ?//MID//punct//30 ....//MID//punct//30
Till statsrådet och chefen för Utrikesdepartementet;126//RG|NOM//nummod//30

Utredarens förord;Klockan//NN|UTR|SIN|DEF|NOM//nmod//1 15–15:45//RG|NOM//dep//6 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 september//NN|UTR|SIN|IND|NOM//obl//6 2001//RG|NOM//nummod//4 satt//VB|PRT|AKT//ROOT//6 talmannen//NN|UTR|SIN|DEF|NOM//nsubj//6 i//PP//case//10 Sveriges//PM|GEN//nmod:poss//10 riksdag//NN|UTR|SIN|IND|NOM//nmod//7 ,//MID//punct//12 statsministern//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//14 utrikesministern//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//16 försvarsministern//NN|UTR|SIN|DEF|NOM//conj//10 ,//MID//punct//18 partiledarna//NN|UTR|PLU|DEF|NOM//conj//10 och//KN//cc//22 utrikesnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 ledamöter//NN|UTR|PLU|IND|NOM//conj//10 i//PP//case//24 möte//NN|NEU|SIN|IND|NOM//obl//6 med//PP//case//26 kungen//NN|UTR|SIN|DEF|NOM//nmod//24 på//PP//case//29 Stockholms//PM|GEN//nmod:poss//29 slott//NN|NEU|SIN|IND|NOM//nmod//24 .//MAD//punct//6
Utredarens förord;När//HA//mark//35 statsministerns//NN|UTR|SIN|DEF|GEN//nmod:poss//33 pressekreterare//NN|UTR|SIN|IND|NOM//nsubj//35 ville//VB|PRT|AKT//aux//35 få//VB|INF|AKT//advcl//50 tillträde//NN|NEU|SIN|IND|NOM//obj//35 för//PP//mark//39 att//IE//mark//39 informera//VB|INF|AKT//advcl//35 om//PP//case//42 de//DT|UTR/NEU|PLU|DEF//det//42 händelser//NN|UTR|PLU|IND|NOM//obl//39 som//HP|-|-|-//nsubj:pass//46 just//AB//advmod//45 då//AB//advmod//46 inträffat//VB|SUP|AKT//acl:relcl//42 i//PP//case//48 New//PM|NOM//obl//46 York//PM|NOM//flat//48 stämde//VB|PRT|AKT//parataxis//6 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//50 inte//AB//advmod//50 med//PP//case//55 hovets//NN|NEU|SIN|DEF|GEN//nmod:poss//55 protokollsregler//NN|UTR|PLU|IND|NOM//obl//50 .//MAD//punct//50
Utredarens förord;Han//PN|UTR|SIN|DEF|SUB//nsubj//60 var//VB|PRT|AKT//cop//60 inte//AB//advmod//60 anmäld//PC|PRF|UTR|SIN|IND|NOM//conj//6 ,//MID//punct//63 fick//VB|PRT|AKT//aux//63 vänta//VB|INF|AKT//conj//60 och//KN//cc//70 landets//NN|NEU|SIN|DEF|GEN//nmod:poss//67 politiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 ledning//NN|UTR|SIN|IND|NOM//obl//70 var//VB|PRT|AKT//cop//70 de//DT|UTR/NEU|PLU|DEF//det//70 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//conj//60 att//IE//mark//72 få//VB|INF|AKT//acl//70 kännedom//NN|UTR|SIN|IND|NOM//obj//72 om//PP//case//75 attentatet//NN|NEU|SIN|DEF|NOM//obl//72 mot//PP//case//79 World//PM|NOM//compound//79 Trade//PM|NOM//flat//77 Center//PM|NOM//nmod//75 .//MAD//punct//60
Utredarens förord;Chocken//NN|UTR|SIN|DEF|NOM//nsubj//5 och//KN//cc//2 vreden//NN|UTR|SIN|DEF|NOM//conj//0 över//PP//case//4 attentatet//NN|NEU|SIN|DEF|NOM//nmod//2 underströks//VB|PRT|SFO//ROOT//5 av//PP//case//9 det//DT|NEU|SIN|DEF//det//9 amerikanska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 ledarskapet//NN|NEU|SIN|DEF|NOM//obl//5 som//HP|-|-|-//nsubj//12 snabbt//AB|POS//advmod//12 reagerade//VB|PRT|AKT//acl:relcl//9 med//PP//mark//15 att//IE//mark//15 proklamera//VB|INF|AKT//advcl//12 krig//NN|NEU|SIN|IND|NOM//obj//15 mot//PP//case//18 terrorismen//NN|UTR|SIN|DEF|NOM//obl//15 .//MAD//punct//5
Utredarens förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 var//VB|PRT|AKT//ROOT//1 i//PP//case//3 efterdyningen//NN|UTR|SIN|DEF|NOM//obl//1 av//PP//case//6 denna//DT|UTR|SIN|DEF//det//6 stämning//NN|UTR|SIN|IND|NOM//nmod//3 som//HP|-|-|-//obl//16 det//DT|NEU|SIN|DEF//det//10 första//RO|NOM//amod//10 beslutet//NN|NEU|SIN|DEF|NOM//nsubj:pass//16 att//IE//mark//12 sända//VB|INF|AKT//acl//10 trupp//NN|UTR|SIN|IND|NOM//obj//12 till//PP//case//15 Afghanistan//PM|NOM//obl//12 togs//VB|PRT|SFO//acl:relcl//6 av//PP//case//18 regering//NN|UTR|SIN|IND|NOM//obl:agent//16 och//KN//cc//20 riksdag//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//1
Utredarens förord;Den//DT|UTR|SIN|DEF//det//23 insatsen//NN|UTR|SIN|DEF|NOM//nsubj//24 hade//VB|PRT|AKT//parataxis//1 ett//DT|NEU|SIN|IND//det//27 begränsat//PC|PRF|NEU|SIN|IND|NOM//amod//27 uppdrag//NN|NEU|SIN|IND|NOM//obj//24 –//PAD//punct//39 att//IE//mark//39 säkra//VB|INF|AKT//amod//31 situationen//NN|UTR|SIN|DEF|NOM//nsubj//39 i//PP//case//33 Kabul//PM|NOM//nmod//31 till//PP//case//38 dess//AB//nmod:poss//38 den//DT|UTR|SIN|DEF//det//38 interimistiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 regeringen//NN|UTR|SIN|DEF|NOM//nmod//33 samlat//VB|SUP|AKT//acl//27 den//DT|UTR|SIN|DEF//det//42 Loya//PM|NOM//amod//42 jirga//NN|UTR|SIN|IND|NOM//obj//39 som//HP|-|-|-//nsubj//45 skulle//VB|PRT|AKT//aux//45 utse//VB|INF|AKT//acl:relcl//42 en//DT|UTR|SIN|IND//det//47 president//NN|UTR|SIN|IND|NOM//obj//45 .//MAD//punct//24
Utredarens förord;Under//PP//case//3 den//DT|UTR|SIN|DEF//det//3 långa//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 tid//NN|UTR|SIN|IND|NOM//obl//8 som//HP|-|-|-//nsubj//5 gått//VB|SUP|AKT//acl:relcl//3 sedan//PP//case//7 2002//RG|NOM//obl//5 har//VB|PRS|AKT//aux//14 det//DT|NEU|SIN|DEF//det//11 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 engagemanget//NN|NEU|SIN|DEF|NOM//nsubj//14 i//PP//case//13 Afghanistan//PM|NOM//nmod//11 ändrat//VB|SUP|AKT//ROOT//14 karaktär//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//14
Utredarens förord;Omfattningen//NN|UTR|SIN|DEF|NOM//nsubj//35 av//PP//case//17 ,//MID//punct//17 och//KN//cc//21 förhållandet//NN|NEU|SIN|DEF|NOM//nsubj//35 mellan//PP//case//26 ,//MID//punct//26 de//DT|UTR/NEU|PLU|DEF//det//26 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 delarna//NN|UTR|PLU|DEF|NOM//nmod//21 –//RG|NOM//punct//28 militärt//AB|POS//appos//21 ,//MID//punct//30 utvecklingsmässigt//AB|POS//conj//28 och//KN//cc//32 politisk-diplomatiskt//JJ|POS|NEU|SIN|IND|NOM//conj//28 –//RG|NOM//punct//21 har//VB|PRS|AKT//aux//35 varierat//VB|SUP|AKT//parataxis//14 över//PP//case//37 tid//NN|UTR|SIN|IND|NOM//obl//35 .//MAD//punct//35
Utredarens förord;De//DT|UTR/NEU|PLU|DEF//det//41 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 insatserna//NN|UTR|PLU|DEF|NOM//nsubj//43 var//VB|PRT|AKT//cop//43 delar//NN|UTR|PLU|IND|NOM//parataxis//35 av//PP//case//48 det//DT|NEU|SIN|DEF//det//48 stora//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 engagemanget//NN|NEU|SIN|DEF|NOM//nmod//43 som//HP|-|-|-//nsubj//50 bestod//VB|PRT|AKT//acl:relcl//48 av//PP//case//53 skiftande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 bidrag//NN|NEU|PLU|IND|NOM//obl//50 från//PP//case//56 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 länder//NN|NEU|PLU|IND|NOM//nmod//53 .//MAD//punct//35
Utredarens förord;Officiellt//AB|POS//advmod//1 benämndes//VB|PRT|SFO//ROOT//1 både//KN//cc//4 det//DT|NEU|SIN|DEF//det//4 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//1 och//KN//cc//8 det//DT|NEU|SIN|DEF//det//8 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 engagemanget//NN|NEU|SIN|DEF|NOM//conj//4 gärna//AB|POS//advmod//1 som//KN//nsubj//11 samlat//VB|SUP|AKT//advcl//1 ,//MID//punct//21 men//KN//cc//21 inte//AB//advmod//16 i//PP//case//16 något//PN|NEU|SIN|IND|SUB/OBJ//obl//21 av//PP//case//18 fallen//NN|NEU|PLU|DEF|NOM//nmod//16 kan//VB|PRS|AKT//aux//21 man//PN|UTR|SIN|IND|SUB//nsubj//21 säga//VB|INF|AKT//conj//1 att//SN//mark//24 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//24 präglades//VB|PRT|SFO//ccomp//21 av//PP//case//27 den//DT|UTR|SIN|DEF//det//27 samordning//NN|UTR|SIN|IND|NOM//obl:agent//24 och//KN//cc//29 samsyn//NN|UTR|SIN|IND|NOM//conj//27 som//HP|-|-|-//mark//33 attributet//NN|NEU|SIN|DEF|NOM//nsubj//33 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//33 implicerar//VB|PRS|AKT//acl:relcl//29 .//MAD//punct//1
Utredarens förord;Övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 målsättningar//NN|UTR|PLU|IND|NOM//nsubj//2 fanns//VB|PRT|SFO//ROOT//2 i//PP//case//5 säkerhetsrådets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 resolutioner//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//10 de//DT|UTR/NEU|PLU|DEF//det//9 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 Afghanistankonferensernas//NN|UTR|PLU|DEF|GEN//nmod:poss//10 dokument//NN|NEU|PLU|IND|NOM//conj//5 men//KN//cc//13 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//13 blev//VB|PRT|AKT//conj//2 sällan//AB//advmod//15 konkretiserade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//13 på//PP//case//20 operativ//JJ|POS|UTR|SIN|IND|NOM//amod//20 eller//KN//cc//19 taktisk//JJ|POS|UTR|SIN|IND|NOM//conj//17 nivå//NN|UTR|SIN|IND|NOM//obl//15 .//MAD//punct//2
Utredarens förord;Afghanistaninsatsen//NN|UTR|SIN|DEF|NOM//nsubj//5 har//VB|PRS|AKT//aux//5 varit//VB|SUP|AKT//cop//5 en//DT|UTR|SIN|IND//det//5 unik//JJ|POS|UTR|SIN|IND|NOM//amod//5 operation//NN|UTR|SIN|IND|NOM//ROOT//5 vad//HP|NEU|SIN|IND//nsubj//7 gäller//VB|PRS|AKT//acl:relcl//5 svenskt//JJ|POS|NEU|SIN|IND|NOM//advmod//7 ,//MID//punct//11 internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//11 engagemang//NN|NEU|SIN|IND|NOM//conj//8 .//MAD//punct//5
Utredarens förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//29 som//HP|-|-|-//nsubj//17 från//PP//case//16 början//NN|UTR|SIN|DEF|NOM//obl//17 framstod//VB|PRT|AKT//acl:relcl//13 och//KN//cc//19 framställdes//VB|PRT|SFO//conj//17 som//KN//case//22 en//DT|UTR|SIN|IND//det//22 ”//JJ|POS|UTR|SIN|IND|NOM//punct//17 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//26 ”//PAD//punct//23 fredsbevarande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 insats//NN|UTR|SIN|IND|NOM//obj//17 kom//VB|PRT|AKT//aux//29 att//IE//mark//29 utvecklas//VB|INF|SFO//parataxis//5 till//PP//case//33 den//DT|UTR|SIN|DEF//det//33 mest//AB|SUV//advmod//33 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//29 ,//MID//punct//35 komplexa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//33 och//KN//cc//37 långvariga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 insatsen//NN|UTR|SIN|DEF|NOM//conj//33 hittills//AB//advmod//39 .//MID//punct//29
Utredarens förord;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//43 gjordes//VB|PRT|SFO//parataxis//29 få//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//47 och//KN//cc//46 sena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//44 ansatser//NN|UTR|PLU|IND|NOM//nsubj:pass//43 att//IE//mark//49 betrakta//VB|INF|AKT//acl//47 ,//MID//punct//51 beskriva//VB|INF|AKT//conj//49 och//KN//cc//53 behandla//VB|INF|AKT//conj//49 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//53 som//KN//mark//56 sådan//JJ|POS|UTR|SIN|IND|NOM//xcomp//53 .//MAD//punct//43
Utredarens förord;Insatsen//NN|UTR|SIN|DEF|NOM//nsubj//59 stämde//VB|PRT|AKT//parataxis//43 inte//AB//advmod//59 med//PP//case//64 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//64 traditionell//JJ|POS|UTR|SIN|IND|NOM//amod//64 krishantering//NN|UTR|SIN|IND|NOM//obl//59 som//HP|-|-|-//nsubj//68 inte//AB//advmod//68 var//VB|PRT|AKT//cop//68 flexibel//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//64 nog//AB//advmod//68 att//IE//mark//71 förse//VB|INF|AKT//acl//68 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//71 med//PP//case//76 en//DT|UTR|SIN|IND//det//76 adekvat//JJ|POS|UTR|SIN|IND|NOM//amod//76 ledningsstruktur//NN|UTR|SIN|IND|NOM//obl//71 .//MAD//punct//29
Utredarens förord;Tone//PM|NOM//ROOT//0 Tingsgård//PM|NOM//flat:name//0


2.1 Landet Afghanistan;Afghanistan//PM|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 en//DT|UTR|SIN|IND//det//3 landyta//NN|UTR|SIN|IND|NOM//obj//1 på//PP//case//7 652//RG|NOM//nummod//6 000//RG|NOM//nummod//7 kvadratkilometer//NN|UTR|PLU|IND|NOM//nmod//3 ,//MID//punct//7 cirka//AB//advmod//10 45//RG|NOM//nummod//11 procent//NN|UTR|PLU|IND|NOM//obl//12 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//7 än//KN//case//14 Sveriges//PM|GEN//nmod//12 .//MAD//punct//1
2.1 Landet Afghanistan;Landet//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 gränsar//VB|PRS|AKT//parataxis//1 till//PP//case//19 Iran//PM|NOM//obl//17 i//PP//case//21 väster//NN|UTR|SIN|IND|NOM//obl//17 ,//MID//punct//23 Turkmenistan//PM|NOM//conj//21 ,//MID//punct//25 Uzbekistan//PM|NOM//conj//21 och//KN//cc//27 Tadzjikistan//PM|NOM//conj//21 i//PP//case//29 norr//NN|UTR|SIN|IND|NOM//nmod//27 ,//MID//punct//31 Kina//PM|NOM//appos//17 i//PP//case//33 nordost//NN|UTR|SIN|IND|NOM//nmod//31 och//KN//cc//35 Pakistan//PM|NOM//conj//33 i//PP//case//37 öster//NN|UTR|SIN|IND|NOM//obl//17 och//KN//cc//39 söder//NN|UTR|SIN|IND|NOM//conj//37 .//MAD//punct//17
2.1 Landet Afghanistan;Genom//PP//case//42 landet//NN|NEU|SIN|DEF|NOM//obl//17 går//VB|PRS|AKT//conj//1 bergskedjan//NN|UTR|SIN|DEF|NOM//det//46 Hindu//PM|NOM//nmod//46 Kush//PM|NOM//nsubj//43 .//MID//punct//1
2.1 Landet Afghanistan;Landets//NN|NEU|SIN|DEF|GEN//nmod:poss//49 befolkningsmängd//NN|UTR|SIN|IND|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 uppskattningsvis//AB//advmod//54 32//RG|NOM//nummod//53 miljoner//NN|UTR|PLU|IND|NOM//nmod//54 invånare//NN|UTR|PLU|IND|NOM//parataxis//1 .//MAD//punct//54
2.1 Landet Afghanistan;Huvudstad//NN|UTR|SIN|IND|NOM//conj//54 och//KN//cc//59 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//59 stad//NN|UTR|SIN|IND|NOM//conj//56 är//VB|PRS|AKT//cop//61 Kabul//PM|NOM//obj//1 med//PP//case//68 mellan//PP//case//68 3//RG|NOM//nummod//67 och//KN//cc//64 3,5//RG|NOM//conj//64 miljoner//NN|UTR|PLU|IND|NOM//nmod//68 invånare//NN|UTR|PLU|IND|NOM//nmod//61 .//MAD//punct//1
2.1 Landet Afghanistan;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 finns//VB|PRS|SFO//parataxis//1 ett//DT|NEU|SIN|IND//det//73 antal//NN|NEU|SIN|IND|NOM//nmod//76 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 etniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 grupper//NN|UTR|PLU|IND|NOM//nsubj//71 .//MID//punct//71
2.1 Landet Afghanistan;Störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//parataxis//71 är//VB|PRS|AKT//cop//80 pashtunerna//NN|UTR|PLU|DEF|NOM//nsubj//78 som//HP|-|-|-//nsubj//82 utgör//VB|PRS|AKT//acl:relcl//80 uppskattningsvis//AB//advmod//82 42//RG|NOM//nummod//85 procent//NN|UTR|PLU|IND|NOM//obj//82 av//PP//case//87 befolkningen//NN|UTR|SIN|DEF|NOM//nmod//85 ,//MID//punct//80 följt//PC|PRF|NEU|SIN|IND|NOM//acl//80 av//PP//case//91 tadzjiker//NN|UTR|PLU|IND|NOM//obl:agent//89 (//PAD//punct//91 27//RG|NOM//nummod//94 procent//NN|UTR|PLU|IND|NOM//appos//91 )//PAD//punct//80 ,//MID//punct//97 uzbeker//NN|UTR|PLU|IND|NOM//nsubj//121 (//PAD//punct//97 9//RG|NOM//nummod//100 procent//NN|UTR|PLU|IND|NOM//appos//97 )//PAD//punct//100 och//KN//cc//103 hazarer//NN|UTR|PLU|IND|NOM//conj//97 (//PAD//punct//103 9//RG|NOM//nummod//106 procent//NN|UTR|PLU|IND|NOM//appos//103 )//PAD//punct//103 .//MAD//punct//97
