Olagligt statsstöd;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Statsstödsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Annie Lööf;Vi//PN|UTR|PLU|DEF|SUB//nsubj//22 använder//VB|PRS|AKT//parataxis//2 därför//AB//advmod//22 vi-form//NN|UTR|SIN|IND|NOM//obj//22 i//PP//case//26 betänkandet//NN|NEU|SIN|DEF|NOM//obl//22 .//MAD//punct//22
Till statsrådet Annie Lööf;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//8 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 har//VB|PRS|AKT//aux//4 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//6 Statsstödsutredningen//NN|UTR|SIN|DEF|NOM//obj//4 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//8 nu//AB//advmod//8 sitt//PS|NEU|SIN|DEF//nmod:poss//11 betänkande//NN|NEU|SIN|IND|NOM//nmod//13 Olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//13 statsstöd//NN|NEU|SIN|IND|NOM//obj//8  //_SP////13 (//PAD//punct//16 SOU//PM|NOM//appos//13 2011:69//RG|NOM//nummod//16 )//PAD//punct//16 .//MAD//punct//8
Till statsrådet Annie Lööf;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 därmed//AB//advmod//23 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//8 .//MAD//punct//8
Till statsrådet Annie Lööf;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 oktober//NN|UTR|SIN|IND|NOM//obl//0 2011//RG|NOM//nummod//2
Till statsrådet Annie Lööf;Per//PM|NOM//nsubj//5 Eklund//PM|NOM//flat//0 /Martin//RG|NOM//fixed//0 Nilsson//PM|NOM//flat//0 14//RG|NOM//nummod//5 Förslag//NN|NEU|PLU|IND|NOM//ROOT//5 till//PP//case//7 förordning//NN|UTR|SIN|IND|NOM//nmod//5 om//PP//case//9 ändring//NN|UTR|SIN|IND|NOM//nmod//7 i//PP//case//11 förordningen//NN|UTR|SIN|DEF|NOM//nmod//9 (//PAD//punct//13 2009:938//RG|NOM//appos//11 )//PAD//punct//13 om//PP//case//17 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//17 stöd//NN|NEU|SIN|IND|NOM//nmod//5 till//PP//case//19 åtgärder//NN|UTR|PLU|IND|NOM//nmod//17 för//PP//case//21 produktion//NN|UTR|SIN|IND|NOM//nmod//19 ,//MID//punct//23 distribution//NN|UTR|SIN|IND|NOM//conj//21 och//KN//cc//25 användning//NN|UTR|SIN|IND|NOM//conj//21 av//PP//case//27 biogas//NN|UTR|SIN|IND|NOM//nmod//25 och//KN//cc//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 15//RG|NOM//nummod//31 Förslag//NN|NEU|PLU|IND|NOM//conj//27 till//PP//case//33 förordning//NN|UTR|SIN|IND|NOM//nmod//31 om//PP//case//35 ändring//NN|UTR|SIN|IND|NOM//nmod//33 i//PP//case//37 förordningen//NN|UTR|SIN|DEF|NOM//nmod//35 (//PAD//punct//39 2010:1080//RG|NOM//appos//5 )//PAD//punct//39 med//PP//case//42 instruktion//NN|UTR|SIN|IND|NOM//nmod//5 för//PP//case//44 Styrelsen//NN|UTR|SIN|DEF|NOM//nmod//42 för//PP//case//47 4.6//RG|NOM//nmod//47 Lagen//NN|UTR|SIN|DEF|NOM//nmod//44 (//PAD//punct//5 1994:1845//RG|NOM//appos//5 )//PAD//punct//49 om//PP//case//52 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//5 av//PP//case//56 Europeiska//PM|NOM//amod//55 4.7//RG|NOM//nmod//56 Förordningen//NN|UTR|SIN|DEF|NOM//nmod//52 (//PAD//punct//58 1988:764//RG|NOM//appos//56 )//PAD//punct//58 om//PP//case//62 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//62 stöd//NN|NEU|SIN|IND|NOM//nmod//52 till//PP//case//65 5.7//RG|NOM//nmod//65 Bredbandsutbyggnad//NN|UTR|SIN|IND|NOM//nmod//62 i//PP//case//69 Stockholms//PM|GEN//nmod:poss//69 kommunala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 6.3//RG|NOM//nmod//70 Tillgodoses//NN|UTR|SIN|IND|GEN//flat//65 tredje//RO|NOM//amod//72 mans//NN|UTR|SIN|IND|GEN//nmod:poss//73 rätt//NN|UTR|SIN|IND|NOM//nmod//52 till//PP//case//76 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//76 rättsmedel//NN|NEU|PLU|IND|NOM//nmod//77 6.3.2//RG|NOM//nmod//73 Tredje//RO|NOM//amod//79 mans//NN|UTR|SIN|IND|GEN//nmod:poss//80 möjligheter//NN|UTR|PLU|IND|NOM//conj//73 enligt//PP//case//83 svensk//JJ|POS|UTR|SIN|IND|NOM//amod//83 rätt//NN|UTR|SIN|IND|NOM//nmod//80 att//IE//mark//85 hindra//VB|INF|AKT//acl//83 att//SN//mark//88 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//88 lämnas//VB|INF|SFO//acl//5 i//PP//case//92 strid//NN|UTR|SIN|IND|NOM//fixed//89 med//PP//fixed//89 genomförande6.4//AB|AN//obl//88 Hur//HA//advmod//94 ska//VB|PRS|AKT//punct//5 unionsrättens//NN|UTR|SIN|DEF|GEN//nmod:poss//96 krav//NN|NEU|PLU|IND|NOM//obj//94 på//PP//case//99 effektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 rättsmedel//NN|NEU|PLU|IND|NOM//nmod//96 för//PP//case//101 6.6//RG|NOM//nmod//99 En//DT|UTR|SIN|IND//det//104 ny//JJ|POS|UTR|SIN|IND|NOM//amod//104 lag//NN|UTR|SIN|IND|NOM//obj//94 om//PP//case//106 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//104 av//PP//case//110 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//109 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//110 7.4//RG|NOM//nmod//111 Tillsyn//NN|UTR|SIN|IND|NOM//nmod//106 och//KN//cc//113 kontroll//NN|UTR|SIN|IND|NOM//conj//111 inom//PP//case//115 marknadsrätten//NN|UTR|SIN|DEF|NOM//nmod//113 och//KN//cc//117 8.3//RG|NOM//conj//115 Överväganden//NN|NEU|PLU|IND|NOM//obj//94 som//HP|-|-|-//nsubj//120 låg//VB|PRT|AKT//acl:relcl//118 bakom//PL//case//122 införandet//NN|NEU|SIN|DEF|NOM//obl//120 av//PP//case//124 kravet//NN|NEU|SIN|DEF|NOM//nmod//122


1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler;Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//1 .//MAD//punct//1

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / 1 kap. Inledande bestämmelser Lagens tillämpningsområde;1//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//5  //_SP////1 Denna//DT|UTR|SIN|DEF//det//4 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//5 tillämpas//VB|PRS|SFO//ROOT//5 på//PP//case//8 statligt//JJ|POS|NEU|SIN|IND|NOM//amod//8 stöd//NN|NEU|SIN|IND|NOM//obl//5 i//PP//case//11 den//DT|UTR|SIN|DEF//det//11 mening//NN|UTR|SIN|IND|NOM//obl//5 som//HP|-|-|-//nsubj:pass//13 avses//VB|PRS|SFO//acl:relcl//11 i//PP//case//16 artikel//NN|UTR|SIN|IND|NOM//nmod//16 107.1//RG|NOM//obl//13 i//PP//case//18 fördraget//NN|NEU|SIN|DEF|NOM//nmod//16 om//PP//case//22 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 unionens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 funktionssätt//NN|NEU|SIN|IND|NOM//nmod//18 (//PAD//punct//24 EUFfördraget//NN|NEU|SIN|DEF|NOM//appos//22 )//PAD//punct//24 .//MAD//punct//5

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Definitioner;2//RG|NOM//nummod//1 §//NN|AN//nsubj:pass//6  //_SP////1 I//PP//case//5 denna//DT|UTR|SIN|DEF//det//5 lag//NN|UTR|SIN|IND|NOM//obl//6 avses//VB|PRS|SFO//ROOT//6 med//PP//case//8 stöd//NN|NEU|SIN|IND|NOM//obl//6 ://MID//punct//6
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Definitioner;varje//DT|UTR/NEU|SIN|IND//det//11 åtgärd//NN|UTR|SIN|IND|NOM//appos//6 som//HP|-|-|-//nsubj//13 uppfyller//VB|PRS|AKT//acl:relcl//11 de//DT|UTR/NEU|PLU|DEF//det//15 kriterier//NN|NEU|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 fastställs//VB|PRS|SFO//acl:relcl//15 i//PP//case//20 artikel//NN|UTR|SIN|IND|NOM//nmod//20 107.1//RG|NOM//obl//17 i//PP//case//22 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//20 ,//MID//punct//24 genomförandeförbudet//NN|NEU|SIN|DEF|NOM//conj//20 ://MID//punct//20
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Definitioner; //_SP////25 förbudet//NN|NEU|SIN|DEF|NOM//appos//20 i//PP//case//32 artikel//NN|UTR|SIN|IND|NOM//nmod//32 108.3//RG|NOM//nummod//32 sista//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//32 meningen//NN|UTR|SIN|DEF|NOM//nmod//27 i//PP//case//34 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//32 ,//MID//punct//11 och//KN//cc//38 olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//38 stöd//NN|NEU|SIN|IND|NOM//conj//11 ://MID//punct//11
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Definitioner;stöd//NN|NEU|SIN|IND|NOM//appos//11 som//HP|-|-|-//nsubj:pass//42 lämnas//VB|PRS|SFO//acl:relcl//40 i//PP//case//46 strid//NN|UTR|SIN|IND|NOM//fixed//43 med//PP//fixed//43 genomförandeförbudet//NN|NEU|SIN|DEF|NOM//obl//42 .//MAD//punct//6

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / 2 kap. Följder av genomförandeförbudet EUF-fördragets genomförandeförbud;1//RG|NOM//nummod//1 §//NN|AN//nsubj//8  //_SP////1 Av//PP//case//5 artikel//NN|UTR|SIN|IND|NOM//nmod//5 108.3//RG|NOM//nmod//1 i//PP//case//7 EUF-fördraget//NN|NEU|SIN|DEF|NOM//nmod//5 följer//VB|PRS|AKT//ROOT//8 att//SN//mark//13 Europeiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//11 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//13 ska//VB|PRS|AKT//aux//13 underrättas//VB|INF|SFO//ccomp//8 i//PP//case//17 så//AB//advmod//16 god//JJ|POS|UTR|SIN|IND|NOM//amod//17 tid//NN|UTR|SIN|IND|NOM//obl//13 att//SN//mark//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//21 kan//VB|PRS|AKT//aux//21 yttra//VB|INF|AKT//acl//17 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//21 om//PP//case//25 alla//DT|UTR/NEU|PLU|IND/DEF//det//25 planer//NN|UTR|PLU|IND|NOM//obl//21 på//PP//mark//28 att//IE//mark//28 vidta//VB|INF|AKT//acl//25 eller//KN//cc//30 ändra//VB|INF|AKT//conj//28 stödåtgärder//NN|UTR|PLU|IND|NOM//obj//30 .//MAD//punct//8
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / 2 kap. Följder av genomförandeförbudet EUF-fördragets genomförandeförbud;Om//SN//mark//35 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//35 anser//VB|PRS|AKT//advcl//8 att//SN//mark//42 någon//DT|UTR|SIN|IND//det//39 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//39 plan//NN|UTR|SIN|IND|NOM//nsubj//42 inte//AB//advmod//42 är//VB|PRS|AKT//cop//42 förenlig//JJ|POS|UTR|SIN|IND|NOM//ccomp//35 med//PP//case//46 den//DT|UTR|SIN|DEF//det//46 inre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 marknaden//NN|UTR|SIN|DEF|NOM//obl//42 ,//MID//punct//8 ska//VB|PRS|AKT//aux//50 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//50 inleda//VB|INF|AKT//conj//8 ett//DT|NEU|SIN|IND//det//52 förfarande//NN|NEU|SIN|IND|NOM//obj//50 för//PP//mark//55 att//IE//mark//55 granska//VB|INF|AKT//advcl//50 den//DT|UTR|SIN|DEF//det//58 anmälda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//58 åtgärden//NN|UTR|SIN|DEF|NOM//obj//55 .//MAD//punct//8
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / 2 kap. Följder av genomförandeförbudet EUF-fördragets genomförandeförbud;Åtgärden//NN|UTR|SIN|DEF|NOM//nsubj:pass//63 får//VB|PRS|AKT//aux//63 inte//AB//advmod//63 genomföras//VB|INF|SFO//parataxis//8 förrän//SN//mark//67 detta//DT|NEU|SIN|DEF//det//66 förfarande//NN|NEU|SIN|IND|NOM//nsubj//67 lett//VB|SUP|AKT//advcl//63 till//PP//case//71 ett//DT|NEU|SIN|IND//det//71 slutligt//JJ|POS|NEU|SIN|IND|NOM//amod//71 beslut//NN|NEU|SIN|IND|NOM//obl//67 .//MAD//punct//63
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / 2 kap. Följder av genomförandeförbudet EUF-fördragets genomförandeförbud;Stödåtgärder//NN|UTR|PLU|IND|NOM//nsubj//76 kan//VB|PRS|AKT//aux//76 vara//VB|INF|AKT//cop//76 undantagna//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//63 från//PP//case//78 underrättelseskyldigheten//NN|UTR|SIN|DEF|NOM//obl//76 .//MAD//punct//8

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Hinder mot att göra gällande rätt till olagligt stöd;2//RG|NOM//nummod//1 §//NN|AN//nmod//3  //_SP////1 Rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//9 till//PP//case//6 olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//6 stöd//NN|NEU|SIN|IND|NOM//nmod//3 kan//VB|PRS|AKT//aux//9 inte//AB//advmod//9 göras//VB|INF|SFO//ROOT//9 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//9 med//PP//case//13 laga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//13 verkan//NN|UTR|SIN|IND|NOM//obl//9 .//MAD//punct//9

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Skyldighet att återbetala olagligt stöd;3//RG|NOM//nummod//1 §//NN|AN//nsubj//11  //_SP////1 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//1 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//aux//6 tagit//VB|SUP|AKT//acl:relcl//3 emot//PL//compound:prt//6 olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//9 stöd//NN|NEU|SIN|IND|NOM//obj//6 ska//VB|PRS|AKT//aux//11 betala//VB|INF|AKT//ROOT//11 tillbaka//PL//compound:prt//11 stödet//NN|NEU|SIN|DEF|NOM//obj//11 ,//MID//punct//11 om//SN//mark//19 inte//AB//advmod//19 återbetalning//NN|UTR|SIN|IND|NOM//nsubj:pass//19 kan//VB|PRS|AKT//aux//19 underlåtas//VB|INF|SFO//advcl//11 enligt//PP//case//21 EU-rätten//NN|UTR|SIN|DEF|NOM//obl//19 .//MAD//punct//11

1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Skyldighet att återkräva olagligt stöd;4//RG|NOM//nummod//1 §//NN|AN//nsubj//10  //_SP////1 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//1 som//HP|-|-|-//nsubj//6 har//VB|PRS|AKT//aux//6 lämnat//VB|SUP|AKT//acl:relcl//3 olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//8 stöd//NN|NEU|SIN|IND|NOM//obj//6 ska//VB|PRS|AKT//aux//10 återkräva//VB|INF|AKT//ROOT//10 stödet//NN|NEU|SIN|DEF|NOM//obj//10 ,//MID//punct//11 om//SN//mark//17 inte//AB//advmod//17 återkrav//NN|NEU|SIN|IND|NOM//nsubj:pass//17 kan//VB|PRS|AKT//aux//17 underlåtas//VB|INF|SFO//advcl//10 enligt//PP//case//19 EU-rätten//NN|UTR|SIN|DEF|NOM//obl//17 .//MID//punct//10
1 Förslag till lag (2012:00) om tillämpningen av Europeiska unionens statsstödsregler / Skyldighet att återkräva olagligt stöd;När//HA//mark//25 olagligt//JJ|POS|NEU|SIN|IND|NOM//amod//23 stöd//NN|NEU|SIN|IND|NOM//nsubj:pass//25 har//VB|PRS|AKT//aux//25 beslutats//VB|SUP|SFO//advcl//33 av//PP//case//29 en//DT|UTR|SIN|IND//det//29 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//29 myndighet//NN|UTR|SIN|IND|NOM//obl//25 ska//VB|PRS|AKT//aux//33 den//DT|UTR|SIN|DEF//det//32 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//33 återkräva//VB|INF|AKT//conj//10 stödet//NN|NEU|SIN|DEF|NOM//obj//33 .//MAD//punct//10

