Olagligt statsstöd;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Statsstödsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Olagligt statsstöd;Stockholm//PM|NOM//ROOT//0 2011//RG|NOM//nummod//0

Till statsrådet Annie Lööf;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 4//RO|NOM//nummod//4 februari//NN|UTR|SIN|IND|NOM//obl//1 2010//RG|NOM//nummod//4 att//IE//mark//7 uppdra//VB|INF|AKT//xcomp//1 åt//PP//case//11 en//DT|UTR|SIN|IND//det//11 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//11 utredare//NN|UTR|SIN|IND|NOM//obl//7 att//IE//mark//13 överväga//VB|INF|AKT//acl//11 bland//PP//case//16 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//16 förändringar//NN|UTR|PLU|IND|NOM//obl//13 i//PP//case//20 de//DT|UTR/NEU|PLU|DEF//det//20 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 genomförandereglerna//NN|UTR|PLU|DEF|NOM//nmod//16 på//PP//case//22 statsstödsområdet//NN|NEU|SIN|DEF|NOM//nmod//20 .//MAD//punct//1
Till statsrådet Annie Lööf;Samma//DT|UTR/NEU|SIN/PLU|IND//det//25 dag//NN|UTR|SIN|IND|NOM//nsubj:pass//26 förordnades//VB|PRT|SFO//parataxis//1 f.d.//JJ|AN//amod//28 hovrättsrådet//NN|NEU|SIN|DEF|NOM//nmod//29 Per//PM|NOM//nsubj//26 Eklund//PM|NOM//flat:name//29 som//KN//case//33 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//33 utredare//NN|UTR|SIN|IND|NOM//xcomp//26 .//MAD//punct//1
Till statsrådet Annie Lööf;Som//KN//case//1 experter//NN|UTR|PLU|IND|NOM//obl//11 i//PP//case//3 utredningen//NN|UTR|SIN|DEF|NOM//nmod//1 från//PP//case//9 och//KN//fixed//4 med//PP//fixed//4 den//DT|UTR|SIN|DEF//det//9 1//RO|NOM//nummod//9 april//NN|UTR|SIN|IND|NOM//nmod//1 2010//RG|NOM//nummod//9 förordnades//VB|PRT|SFO//ROOT//11 byråchefen//NN|UTR|SIN|DEF|NOM//nmod//13 Eva//PM|NOM//nsubj:pass//11 Berndtsson//PM|NOM//flat:name//13 ,//MID//punct//13 förbundsjuristen//NN|UTR|SIN|DEF|NOM//nmod//17 Lena//PM|NOM//nsubj:pass//77 Dalman//PM|NOM//flat:name//17 ,//MID//punct//20 universitetslektorn//NN|UTR|SIN|DEF|NOM//parataxis//17 Eva//PM|NOM//nsubj//20 Edwardsson//PM|NOM//obj//20 ,//MID//punct//20 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 stadsadvokaten//NN|UTR|SIN|DEF|NOM//nmod//26 Jan//PM|NOM//conj//17 Gedeborg//PM|NOM//flat:name//26 ,//MID//punct//26 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//30 Petra//PM|NOM//appos//17 Jansson//PM|NOM//flat:name//30 ,//MID//punct//30 departementssekreteraren//NN|UTR|SIN|DEF|NOM//nmod//34 Magnus//PM|NOM//appos//17 Lindbäck//PM|NOM//flat:name//34 ,//MID//punct//37 rådmannen//NN|UTR|SIN|DEF|NOM//conj//17 och//KN//cc//39 docenten//NN|UTR|SIN|DEF|NOM//conj//17 i//PP//case//41 europeisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 integrationsrätt//NN|UTR|SIN|IND|NOM//case//43 Ingeborg//PM|NOM//nmod//39 Simonsson//PM|NOM//flat//43 ,//MID//punct//17 direktören//NN|UTR|SIN|DEF|NOM//nmod//47 Anders//PM|NOM//appos//17 Stenlund//PM|NOM//flat//47 ,//MID//punct//47 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//51 Jan//PM|NOM//flat:name//17 Stockhaus//PM|NOM//flat:name//51 ,//MID//punct//51 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//55 Björn//PM|NOM//appos//17 Strenger//PM|NOM//flat:name//55 ,//MID//punct//17 numera//AB//advmod//59 justitiesekreteraren//NN|UTR|SIN|DEF|NOM//nmod//60 Claes//PM|NOM//appos//17 Söderqvist//PM|NOM//flat:name//60 ,//MID//punct//17 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//64 Bengt//PM|NOM//appos//17 Wennerstein//PM|NOM//flat:name//64 och//KN//cc//69 numera//AB//advmod//69 rådmannen//NN|UTR|SIN|DEF|NOM//nmod//69 Jenny//PM|NOM//conj//17 Wennhall//PM|NOM//flat:name//69 .//MID//punct//17
Till statsrådet Annie Lööf;Eva//PM|NOM//nsubj:pass//77 Berndtsson//PM|NOM//flat:name//72 och//KN//cc//75 Petra//PM|NOM//conj//72 Jansson//PM|NOM//flat:name//75 entledigades//VB|PRT|SFO//parataxis//11 från//PP//case//80 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//80 uppdrag//NN|NEU|PLU|IND|NOM//obl//77 från//PP//case//86 och//KN//fixed//81 med//PP//fixed//81 den//DT|UTR|SIN|DEF//det//86 28//RG|NOM//nummod//86 juni//NN|UTR|SIN|IND|NOM//nmod//80 2010//RG|NOM//nummod//86 respektive//AB//cc//91 den//DT|UTR|SIN|DEF//det//91 8//RO|NOM//nummod//91 november//NN|UTR|SIN|IND|NOM//conj//86 2010//RG|NOM//nummod//91 .//MAD//punct//86
Till statsrådet Annie Lööf;Som//KN//mark//96 experter//NN|UTR|PLU|IND|NOM//nsubj:pass//96 förordnades//VB|PRT|SFO//advcl//77 från//PP//compound:prt//96 och//KN//cc//102 med//PP//case//102 den//DT|UTR|SIN|DEF//det//102 28//RG|NOM//nummod//102 juni//NN|UTR|SIN|IND|NOM//obl//104 2010//RG|NOM//nummod//102 processrådet//NN|NEU|SIN|DEF|NOM//nmod//105 Mårten//PM|NOM//obl//96 Hyltner//PM|NOM//flat:name//105 ,//MID//punct//105 från//PP//case//113 och//KN//fixed//108 med//PP//fixed//108 den//DT|UTR|SIN|DEF//det//113 8//RO|NOM//nummod//113 november//NN|UTR|SIN|IND|NOM//conj//105 2010//RG|NOM//nummod//113 kanslirådet//NN|NEU|SIN|DEF|NOM//nmod//116 Klara//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//113 Cederlund//PM|NOM//flat:name//116 och//KN//cc//127 från//PP//advmod//124 och//KN//fixed//119 med//PP//fixed//119 den//DT|UTR|SIN|DEF//det//124 21//RG|NOM//nummod//124 mars//NN|UTR|SIN|IND|NOM//obl//126 2011//RG|NOM//nummod//124 ämnesrådet//NN|NEU|SIN|DEF|NOM//nmod//127 Johan//PM|NOM//conj//116 Lundmark//PM|NOM//flat:name//127 .//MAD//punct//11
Till statsrådet Annie Lööf;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//1 Daniel//PM|NOM//nsubj//4 Jakobsson//PM|NOM//flat:name//1 var//VB|PRT|AKT//cop//4 sekreterare//NN|UTR|SIN|IND|NOM//ROOT//4 åt//PP//case//6 utredningen//NN|UTR|SIN|DEF|NOM//nmod//4 från//PP//case//10 den//DT|UTR|SIN|DEF//det//10 1//RO|NOM//nummod//10 april//NN|UTR|SIN|IND|NOM//nmod//6 till//PP//case//14 den//DT|UTR|SIN|DEF//det//14 13//RG|NOM//nummod//14 oktober//NN|UTR|SIN|IND|NOM//nmod//10 2010//RG|NOM//nummod//14 .//MAD//punct//4
Till statsrådet Annie Lööf;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nsubj//22 Martin//PM|NOM//nsubj//22 Nilsson//PM|NOM//flat:name//18 har//VB|PRS|AKT//aux//22 varit//VB|SUP|AKT//cop//22 sekreterare//NN|UTR|SIN|IND|NOM//appos//4 sedan//PP//case//26 den//DT|UTR|SIN|DEF//det//26 1//RO|NOM//nummod//26 oktober//NN|UTR|SIN|IND|NOM//nmod//22 2010//RG|NOM//nummod//26 .//MAD//punct//22
Till statsrådet Annie Lööf;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 bedrivits//VB|SUP|SFO//ROOT//2 i//PP//case//5 nära//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 samråd//NN|NEU|SIN|IND|NOM//obl//2 med//PP//case//7 experterna//NN|UTR|PLU|DEF|NOM//nmod//5 ,//MID//punct//2 och//KN//cc//11 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//11 ansluter//VB|PRS|AKT//conj//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 till//PP//case//15 de//DT|UTR/NEU|PLU|DEF//det//15 förslag//NN|NEU|PLU|IND|NOM//obl//11 som//HP|-|-|-//nsubj:pass//17 lämnas//VB|PRS|SFO//acl:relcl//15 i//PP//case//19 betänkandet//NN|NEU|SIN|DEF|NOM//obl//17 .//MAD//punct//2
