7 Särskilt beträffande kulturinstitutioner ;Kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//8 ://MID//punct//1
7.3.1 Kungliga Dramatiska Teatern AB;När//HA//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 gäller//VB|PRS|AKT//advcl//23 extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 åtgärder//NN|UTR|PLU|IND|NOM//obj//20 täcks//VB|PRS|SFO//parataxis//14 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//23 av//PP//case//26 SFV//PM|NOM//nmod//24 ://MID//punct//26 s//NN|NEU|SIN|IND|GEN//nummod//29 försäkring//NN|UTR|SIN|IND|NOM//obl:agent//23 .//MAD//punct//23
7.3.1 Kungliga Dramatiska Teatern AB;Den//DT|UTR|SIN|DEF//det//32 självrisk//NN|UTR|SIN|IND|NOM//nsubj:pass//23 som//HP|-|-|-//nsubj:pass//35 eventuellt//AB|POS//advmod//35 utlöses//VB|PRS|SFO//acl:relcl//32 betalas//VB|PRS|SFO//xcomp//35 av//PP//case//38 Dramaten//PM|NOM//obl:agent//36 .//MAD//punct//32
7.3.1 Kungliga Dramatiska Teatern AB;Vad//HP|NEU|SIN|IND//nsubj//41 gäller//VB|PRS|AKT//conj//7 Dramaten//PM|NOM//obj//41 anser//VB|PRS|AKT//conj//7 SFV//PM|NOM//nsubj//43 att//SN//mark//48 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//48 inte//AB//advmod//48 finns//VB|PRS|SFO//ccomp//43 något//DT|NEU|SIN|IND//det//51 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//51 underhåll//NN|NEU|SIN|IND|NOM//nsubj//48 .//MAD//punct//7
7.3.1 Kungliga Dramatiska Teatern AB;Stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 belopp//NN|NEU|PLU|IND|NOM//nsubj:pass//56 har//VB|PRS|AKT//aux//56 lagts//VB|SUP|SFO//parataxis//7 ned//PL//compound:prt//56 på//PP//case//59 underhållskostnader//NN|UTR|PLU|IND|NOM//obl//56 .//MID//punct//7
7.3.1 Kungliga Dramatiska Teatern AB;Om//SN//mark//64 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//64 skall//VB|PRS|AKT//aux//64 genomföras//VB|INF|SFO//advcl//73 investeringar//NN|UTR|PLU|IND|NOM//nsubj:pass//64 på//PP//case//70 över//AB//advmod//68 20//RG|NOM//nummod//69 miljoner//NN|UTR|PLU|IND|NOM//nmod//70 kronor//NN|UTR|PLU|IND|NOM//obl//64 skall//VB|PRS|AKT//aux//73 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//73 lämna//VB|INF|AKT//parataxis//7 tillstånd//NN|NEU|SIN|IND|NOM//obj//73 till//PP//case//76 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//73 .//MAD//punct//7
7.3.1 Kungliga Dramatiska Teatern AB;Vad//HP|NEU|SIN|IND//obj//79 gäller//VB|PRS|AKT//parataxis//7 de//DT|UTR/NEU|PLU|DEF//det//81 underhållsåtgärder//NN|UTR|PLU|IND|NOM//nsubj//79 som//HP|-|-|-//obj//86 Dramaten//PM|NOM//nsubj//86 anger//VB|PRS|AKT//aux//86 bör//VB|PRS|AKT//aux//86 ske//VB|INF|AKT//acl:relcl//81 ,//MID//punct//88 anförs//VB|PRS|SFO//conj//7 att//SN//mark//90 takomläggning//NN|UTR|SIN|IND|NOM//nsubj:pass//95 till//PP//case//93 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 delar//NN|UTR|PLU|IND|NOM//nmod//90 har//VB|PRS|AKT//aux//95 genomförts//VB|SUP|SFO//advcl//88 .//MAD//punct//95
7.3.1 Kungliga Dramatiska Teatern AB;När//HA//mark//101 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//97 gäller//VB|PRS|AKT//fixed//97 förhandlingsläget//NN|NEU|SIN|DEF|NOM//fixed//97 står//VB|PRS|AKT//advcl//7 parterna//NN|UTR|PLU|DEF|NOM//nsubj//101 inte//AB//advmod//101 så//AB//advmod//105 långt//AB|POS//advmod//101 från//PP//case//107 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//101 .//MAD//punct//7

7.3.2 Kungliga Operan AB;Förhandlingsläget//NN|NEU|SIN|DEF|NOM//nsubj//2 är//VB|PRS|AKT//cop//2 problematiskt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 och//KN//cc//6 Operan//PM|NOM//nsubj//6 har//VB|PRS|AKT//aux//6 beslutat//VB|SUP|AKT//conj//2 att//IE//mark//8 innehålla//VB|INF|AKT//xcomp//6 15//RG|NOM//nummod//10 procent//NN|UTR|PLU|IND|NOM//obj//8 av//PP//case//12 hyran//NN|UTR|SIN|DEF|NOM//nmod//10 ,//MID//punct//2 även//AB//advmod//15 retroaktivt//AB|POS//conj//2 ett//RG|NEU|SIN|IND|NOM//nummod//17 år//NN|NEU|SIN|IND|NOM//obl//2 tillbaka//AB//advmod//20 i//PP//case//20 tiden//NN|UTR|SIN|DEF|NOM//obl//2 .//MAD//punct//2
7.3.2 Kungliga Operan AB;SFV//PM|NOM//nsubj//24 har//VB|PRS|AKT//aux//24 väckt//VB|SUP|AKT//conj//2 talan//NN|UTR|SIN|IND|NOM//obj//24 vid//PP//case//28 Stockholms//PM|GEN//nmod:poss//28 tingsrätt//NN|UTR|SIN|IND|NOM//obl//24 med//PP//case//30 yrkande//NN|NEU|SIN|IND|NOM//nmod//28 att//IE//mark//32 återfå//VB|INF|AKT//acl//28 detta//DT|NEU|SIN|DEF//det//34 belopp//NN|NEU|SIN|IND|NOM//obj//32 .//MAD//punct//24
7.3.2 Kungliga Operan AB;När//HA//case//3 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 balansräkningsvärdena//NN|NEU|PLU|DEF|NOM//obl//4 sker//VB|PRS|AKT//ROOT//4 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//4 inte//AB//advmod//4 någon//DT|UTR|SIN|IND//det//8 avskrivning//NN|UTR|SIN|IND|NOM//nsubj//4 på//PP//case//10 markvärdet//NN|NEU|SIN|DEF|NOM//nmod//8 ,//MID//punct//4 vilket//HP|NEU|SIN|IND//nsubj//13 har//VB|PRS|AKT//parataxis//4 bibringat//AB//advmod//13 Operan//PM|NOM//flat//14 uppfattningen//NN|UTR|SIN|DEF|NOM//obj//13 att//SN//mark//22 värdena//NN|NEU|PLU|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 för//AB//advmod//22 högt//AB|POS//advmod//22 satta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl//16 .//MAD//punct//4
7.3.2 Kungliga Operan AB;När//HA//case//4 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 nedlagda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 underhållskostnader//NN|UTR|PLU|IND|NOM//obl//7 kan//VB|PRS|AKT//aux//7 SFV//PM|NOM//nsubj//7 visa//VB|INF|AKT//ROOT//7 att//SN//mark//13 relativt//AB|POS//advmod//10 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 belopp//NN|NEU|PLU|IND|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 lagts//VB|SUP|SFO//ccomp//7 ned//PL//compound:prt//13 på//PP//case//16 underhållskostnader//NN|UTR|PLU|IND|NOM//obl//13 .//MAD//punct//7
7.3.2 Kungliga Operan AB;När//HA//case//22 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//18 gäller//VB|PRS|AKT//fixed//18 Operans//PM|GEN//nmod:poss//22 resonemang//NN|NEU|SIN|IND|NOM//obl//29 om//PP//case//24 avkastningskravet//NN|NEU|SIN|DEF|NOM//nmod//22 är//VB|PRS|AKT//cop//29 de//DT|UTR/NEU|PLU|DEF//det//28 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//28 siffrorna//NN|UTR|PLU|DEF|NOM//nsubj//29 felaktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//7 .//MAD//punct//7
7.3.2 Kungliga Operan AB;SFV//PM|NOM//nsubj//32 anser//VB|PRS|AKT//parataxis//7 inte//AB//advmod//32 att//SN//mark//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 föreligger//VB|PRS|AKT//ccomp//32 något//DT|NEU|SIN|IND//det//39 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//39 underhåll//NN|NEU|SIN|IND|NOM//nsubj//36 på//PP//case//41 klimatanläggningen//NN|UTR|SIN|DEF|NOM//nmod//39 .//MAD//punct//32
7.3.2 Kungliga Operan AB;Klimatanläggningen//NN|UTR|SIN|DEF|NOM//nsubj//48 är//VB|PRS|AKT//cop//48 dock//AB//advmod//48 av//PP//case//48 gammalt//JJ|POS|NEU|SIN|IND|NOM//amod//48 datum//NN|NEU|SIN|IND|NOM//parataxis//32 (//PAD//punct//48 1970-talet//NN|NEU|SIN|DEF|NOM//appos//48 )//PAD//punct//48 .//MAD//punct//48
7.3.2 Kungliga Operan AB;Visst//JJ|POS|NEU|SIN|IND|NOM//amod//54 underhållsarbete//NN|NEU|SIN|IND|NOM//nsubj//56 har//VB|PRS|AKT//aux//56 skett//VB|SUP|AKT//conj//48 av//PP//case//58 anläggningen//NN|UTR|SIN|DEF|NOM//obl//56 .//MAD//punct//48
7.3.2 Kungliga Operan AB;Enligt//PP//case//61 SFV//PM|NOM//nmod//48 ://MID//punct//61 s//NN|NEU|SIN|IND|GEN//nummod//64 bedömning//NN|UTR|SIN|IND|NOM//obl//68 är//VB|PRS|AKT//cop//68 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//68 mycket//AB|POS//advmod//68 komplicerat//PC|PRF|NEU|SIN|IND|NOM//conj//32 att//IE//mark//70 installera//VB|INF|AKT//acl//68 en//DT|UTR|SIN|IND//det//73 ny//JJ|POS|UTR|SIN|IND|NOM//amod//73 klimatanläggning//NN|UTR|SIN|IND|NOM//obj//70 i//PP//case//80 en//DT|UTR|SIN|IND//det//80 så//AB//advmod//77 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//80 och//KN//cc//79 särpräglad//PC|PRF|UTR|SIN|IND|NOM//conj//77 byggnad//NN|UTR|SIN|IND|NOM//obl//70 som//HP|-|-|-//punct//32 Operan//PM|NOM//nsubj//83 är//VB|PRS|AKT//cop//81 .//MAD//punct//7
7.3.2 Kungliga Operan AB;Extraordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//2 finansieras//VB|PRS|SFO//ROOT//2 genom//PP//case//4 SFV//PM|NOM//obl//2 ://MID//punct//4 s//PM|GEN//nummod//7 försäkringssystem//NN|NEU|SIN|IND|NOM//appos//4 .//MAD//punct//2
7.3.2 Kungliga Operan AB;Om//SN//mark//12 självrisk//NN|UTR|SIN|IND|NOM//nsubj:pass//12 skall//VB|PRS|AKT//aux//12 betalas//VB|INF|SFO//advcl//15 är//VB|PRS|AKT//cop//15 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//15 Operan//NN|UTR|SIN|DEF|NOM//parataxis//2 som//HP|-|-|-//nsubj//18 är//VB|PRS|AKT//cop//18 betalningsskyldig//JJ|POS|UTR|SIN|IND|NOM//acl:relcl//15 .//MAD//punct//15
7.3.2 Kungliga Operan AB;SFV//PM|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 kvalitetscertifierade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//15 på//PP//case//24 miljösidan//NN|UTR|SIN|DEF|NOM//obl//22 och//KN//cc//27 skall//VB|PRS|AKT//aux//27 certifieras//VB|INF|SFO//conj//22 i//PP//case//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 perspektiv//NN|NEU|PLU|IND|NOM//obl//27 .//MAD//punct//2
7.3.2 Kungliga Operan AB;När//HA//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 vilka//HD|UTR/NEU|PLU|IND//det//4 underhållsåtgärder//NN|UTR|PLU|IND|NOM//nsubj//10 ///MID//cc//6 investeringar//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//nsubj:pass//9 behöver//VB|PRS|AKT//aux//9 genomföras//VB|INF|SFO//acl:relcl//6 finns//VB|PRS|SFO//advcl//15 delade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//12 meningar//NN|UTR|PLU|IND|NOM//nsubj//10 .//MAD//punct//10
7.3.2 Kungliga Operan AB;SFV//PM|NOM//nsubj//15 anser//VB|PRS|AKT//ROOT//15 inte//AB//advmod//15 att//SN//mark//18 underhåll//NN|NEU|SIN|IND|NOM//ccomp//15 eller//KN//cc//20 installation//NN|UTR|SIN|IND|NOM//conj//18 av//PP//case//24 en//DT|UTR|SIN|IND//det//24 ny//JJ|POS|UTR|SIN|IND|NOM//amod//24 scenundermaskin//NN|UTR|SIN|IND|NOM//nmod//20 är//VB|PRS|AKT//cop//26 SFV//PM|NOM//nsubj//15 ://MID//punct//26 s//PP//nummod//29 ansvar//NN|NEU|SIN|IND|NOM//appos//26 .//MAD//punct//29
7.3.2 Kungliga Operan AB;Operans//PM|GEN//nmod//32 Rotunda//PM|NOM//nsubj//34 har//VB|PRS|AKT//aux//34 genomgått//VB|SUP|AKT//acl:relcl//26 ett//DT|NEU|SIN|IND//det//37 stort//JJ|POS|NEU|SIN|IND|NOM//amod//37 förbättringsarbete//NN|NEU|SIN|IND|NOM//obj//34 –//PAD//punct//26 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//40 kvarstår//VB|PRS|AKT//parataxis//26 dock//AB//advmod//40 arbete//NN|NEU|SIN|IND|NOM//nsubj//40 med//PP//case//44 klimatanläggningen//NN|UTR|SIN|DEF|NOM//obl//40 som//HP|-|-|-//nsubj//47 är//VB|PRS|AKT//cop//47 knuten//PC|PRF|UTR|SIN|IND|NOM//acl:cleft//40 till//PP//case//49 Rotundan//NN|UTR|SIN|DEF|NOM//nmod//47 .//MAD//punct//26
7.3.2 Kungliga Operan AB;Operan//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 har//VB|PRS|AKT//aux//53 debiterats//VB|SUP|SFO//conj//15 tilläggshyra//NN|UTR|SIN|IND|NOM//obj//53 när//HA//case//59 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//55 gäller//VB|PRS|AKT//fixed//55 de//DT|UTR/NEU|PLU|DEF//det//59 arbeten//NN|NEU|PLU|IND|NOM//obl//53 som//HP|-|-|-//nsubj:pass//62 har//VB|PRS|AKT//aux//62 genomförts//VB|SUP|SFO//acl:relcl//59 på//PP//case//64 Rotundan//NN|UTR|SIN|DEF|NOM//obl//62 .//MAD//punct//15
7.3.2 Kungliga Operan AB;SFV//PM|NOM//nsubj//67 anser//VB|PRS|AKT//parataxis//15 generellt//AB|POS//advmod//69 sett//PC|PRF|NEU|SIN|IND|NOM//xcomp//67 att//SN//mark//73 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//73 inte//AB//advmod//73 föreligger//VB|PRS|AKT//ccomp//67 något//DT|NEU|SIN|IND//advmod//75 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//76 underhåll//NN|NEU|SIN|IND|NOM//obj//73 på//PP//case//78 Operan//PM|NOM//nmod//76 .//MAD//punct//15
7.3.2 Kungliga Operan AB;Riktlinjer//NN|UTR|PLU|IND|NOM//nsubj:pass//2 har//VB|PRS|AKT//aux//2 lagts//VB|SUP|SFO//ROOT//2 upp//PL//compound:prt//2 för//PP//case//6 ett//DT|NEU|SIN|IND//det//6 upprustningsarbete//NN|NEU|SIN|IND|NOM//obl//2 .//MAD//punct//2
7.3.2 Kungliga Operan AB;Upprustningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//10 måste//VB|PRS|AKT//aux//10 genomföras//VB|INF|SFO//parataxis//2 som//KN//case//12 investering//NN|UTR|SIN|IND|NOM//obl//10 .//MID//punct//10
7.3.2 Kungliga Operan AB;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//17 kommer//VB|PRS|AKT//aux//17 att//IE//mark//17 leda//VB|INF|AKT//parataxis//10 till//PP//case//21 ett//DT|NEU|SIN|IND//det//21 förhöjt//PC|PRF|NEU|SIN|IND|NOM//amod//21 värde//NN|NEU|SIN|IND|NOM//obl//17 och//KN//cc//24 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 hyror//NN|UTR|PLU|IND|NOM//conj//21 .//MAD//punct//17
7.3.2 Kungliga Operan AB;När//HA//mark//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//28 gäller//VB|PRS|AKT//advcl//33 kostnadshyra//NN|UTR|SIN|IND|NOM//obj//28 är//VB|PRS|AKT//cop//33 den//DT|UTR|SIN|DEF//det//33 viktigaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//33 komponenten//NN|UTR|SIN|DEF|NOM//obl//17 att//SN//mark//38 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//36 kostnader//NN|UTR|PLU|IND|NOM//nsubj//38 skall//VB|PRS|AKT//aux//38 ingå//VB|INF|AKT//acl//33 i//PP//case//40 hyran//NN|UTR|SIN|DEF|NOM//obl//38 .//MAD//punct//10
7.3.2 Kungliga Operan AB;Resonemanget//NN|NEU|SIN|DEF|NOM//parataxis//10 att//SN//mark//46 nollställning//NN|UTR|SIN|IND|NOM//nsubj//46 skall//VB|PRS|AKT//aux//46 ske//VB|INF|AKT//acl//42 är//VB|PRS|AKT//cop//48 orealistiskt//JJ|POS|NEU|SIN|IND|NOM//xcomp//46 .//MAD//punct//10
7.3.2 Kungliga Operan AB;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//52 skulle//VB|PRT|AKT//aux//52 kräva//VB|INF|AKT//conj//10 en//DT|UTR|SIN|IND//det//55 omfattande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//55 totalrenovering//NN|UTR|SIN|IND|NOM//obj//52 .//MAD//punct//10

7.3.4 Statens historiska museum;Något//DT|NEU|SIN|IND//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//6 om//PP//case//3 kostnadshyra//NN|UTR|SIN|IND|NOM//nmod//1 har//VB|PRS|AKT//aux//6 inte//AB//advmod//6 träffats//VB|SUP|SFO//ROOT//6 .//MID//punct//6
7.3.4 Statens historiska museum;Det//DT|NEU|SIN|DEF//det//9 regeringsbeslut//NN|NEU|SIN|IND|NOM//obj//27 som//HP|-|-|-//nsubj:pass//11 fattades//VB|PRT|SFO//acl:relcl//9 efter//PP//case//14 arbetsgruppens//NN|UTR|SIN|DEF|GEN//nmod:poss//14 rekommendation//NN|UTR|SIN|IND|NOM//obl//11 var//VB|PRT|AKT//cop//9 att//SN//mark//21 förhandling//NN|UTR|SIN|IND|NOM//nsubj//21 om//PP//case//19 kostnadshyra//NN|UTR|SIN|IND|NOM//nmod//17 skall//VB|PRS|AKT//aux//21 ske//VB|INF|AKT//ccomp//15 .//MAD//punct//9
7.3.4 Statens historiska museum;Kan//VB|PRS|AKT//aux//27 något//DT|NEU|SIN|IND//det//25 kostnadshyresavtal//NN|NEU|SIN|IND|NOM//nsubj//27 inte//AB//advmod//27 träffas//VB|PRS|SFO//parataxis//6 anser//VB|PRS|AKT//xcomp//27 SFV//PM|NOM//nsubj//28 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//32 vara//VB|INF|AKT//cop//32 rimligt//JJ|POS|NEU|SIN|IND|NOM//xcomp//28 att//IE//mark//34 återgå//VB|INF|AKT//csubj//32 till//PP//case//38 det//DT|NEU|SIN|DEF//det//38 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//38 systemet//NN|NEU|SIN|DEF|NOM//obl//34 med//PP//case//42 en//DT|UTR|SIN|IND//det//42 marknadsliknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 hyressättning//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//6
7.3.4 Statens historiska museum;SFV//PM|NOM//nsubj//1 vidgår//VB|PRS|AKT//ROOT//1 att//SN//mark//6 visst//JJ|POS|NEU|SIN|IND|NOM//amod//5 eftersatt//PC|PRF|NEU|SIN|IND|NOM//amod//5 underhåll//NN|NEU|SIN|IND|NOM//nsubj//6 finns//VB|PRS|SFO//ccomp//1 när//HA//case//11 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//7 gäller//VB|PRS|AKT//fixed//7 museets//NN|NEU|SIN|DEF|GEN//nmod:poss//11 fasad//NN|UTR|SIN|IND|NOM//obl//6 .//MAD//punct//1
7.3.4 Statens historiska museum;En//DT|UTR|SIN|IND//det//15 viss//JJ|POS|UTR|SIN|IND|NOM//amod//15 besiktning//NN|UTR|SIN|IND|NOM//nsubj//17 har//VB|PRS|AKT//aux//17 skett//VB|SUP|AKT//parataxis//1 .//MAD//punct//1
7.3.4 Statens historiska museum;Underhållsarbeten//NN|UTR|SIN|DEF|NOM//nsubj//21 har//VB|PRS|AKT//aux//21 skett//VB|SUP|AKT//parataxis//1 de//DT|UTR/NEU|PLU|DEF//det//24 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//24 åren//NN|NEU|PLU|DEF|NOM//obj//21 .//MAD//punct//21
7.3.4 Statens historiska museum;Moderniseringar//NN|UTR|PLU|IND|NOM//nsubj:pass//27 behövs//VB|PRS|SFO//parataxis//21 för//PP//mark//30 att//IE//mark//30 höja//VB|INF|AKT//advcl//27 standarden//NN|UTR|SIN|DEF|NOM//obj//30 till//PP//case//34 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//34 nivå//NN|UTR|SIN|IND|NOM//obl//30 .//MAD//punct//21
7.3.4 Statens historiska museum;Moderniseringar//NN|UTR|PLU|IND|NOM//nsubj//39 är//VB|PRS|AKT//cop//39 dock//AB//advmod//39 svåra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//21 att//IE//mark//41 göra//VB|INF|AKT//acl//39 eftersom//SN//mark//45 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//45 är//VB|PRS|AKT//cop//45 fråga//NN|UTR|SIN|IND|NOM//advcl//39 om//PP//case//50 en//DT|UTR|SIN|IND//det//50 mycket//AB|POS//advmod//49 gammal//JJ|POS|UTR|SIN|IND|NOM//amod//50 byggnad//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//54
7.3.4 Statens historiska museum;Något//DT|NEU|SIN|IND//det//53 underhållsarbete//NN|NEU|SIN|IND|NOM//nsubj:pass//54 genomförs//VB|PRS|SFO//conj//39 inte//AB//advmod//54 för//PP//case//57 närvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//54 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//54 på//PP//case//61 den//DT|UTR|SIN|DEF//det//61 oenighet//NN|UTR|SIN|IND|NOM//obl//54 som//HP|-|-|-//nsubj//63 råder//VB|PRS|AKT//acl:relcl//61 mellan//PP//case//65 parterna//NN|UTR|PLU|DEF|NOM//obl//63 .//MAD//punct//1

7.3.5 Naturhistoriska riksmuseet;Naturhistoriska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//1 riksmuseet//NN|NEU|SIN|DEF|NOM//nsubj//4 är//VB|PRS|AKT//cop//4 den//DT|UTR|SIN|DEF//det//4 institution//NN|UTR|SIN|IND|NOM//ROOT//4 som//HP|-|-|-//nsubj//7 har//VB|PRS|AKT//aux//7 träffat//VB|SUP|AKT//acl:relcl//4 avtal//NN|NEU|SIN|IND|NOM//obj//7 med//PP//case//10 SFV//PM|NOM//nmod//8 om//PP//case//12 kostnadshyra//NN|UTR|SIN|IND|NOM//nmod//10 .//MAD//punct//4
7.3.5 Naturhistoriska riksmuseet;Avtalet//NN|NEU|SIN|DEF|NOM//nsubj//16 är//VB|PRS|AKT//cop//16 treårigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//4 .//MID//punct//16
7.3.5 Naturhistoriska riksmuseet;Relativt//AB|POS//advmod//19 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//20 summor//NN|UTR|PLU|IND|NOM//nsubj:pass//22 har//VB|PRS|AKT//aux//22 nedlagts//VB|SUP|SFO//conj//16 på//PP//case//24 underhållsarbete//NN|NEU|SIN|IND|NOM//obl//22 .//MAD//punct//22
7.3.5 Naturhistoriska riksmuseet;Under//PP//case//28 några//DT|UTR/NEU|PLU|IND//det//28 år//NN|NEU|PLU|IND|NOM//obl//29 har//VB|PRS|AKT//aux//36 underhållskostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//36 på//PP//case//33 600//RG|NOM//nummod//33 kronor//NN|UTR|PLU|IND|NOM//nmod//30 per//PP//case//35 kvm//NN|UTR|SIN|IND|NOM//nmod//33 nedlagts//VB|SUP|SFO//conj//16 .//MAD//punct//16
7.3.5 Naturhistoriska riksmuseet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//40 har//VB|PRS|AKT//aux//40 skett//VB|SUP|AKT//conj//16 en//DT|UTR|SIN|IND//det//42 nedgång//NN|UTR|SIN|IND|NOM//obj//40 av//PP//case//44 underhållskostnader//NN|UTR|PLU|IND|NOM//nmod//42 efter//PP//mark//49 att//SN//mark//49 kostnadshyra//NN|UTR|SIN|IND|NOM//nsubj:pass//49 har//VB|PRS|AKT//aux//49 införts//VB|SUP|SFO//advcl//40 .//MAD//punct//16
7.3.5 Naturhistoriska riksmuseet;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//3 kan//VB|PRS|AKT//aux//3 möjligen//AB//advmod//3 vara//VB|INF|AKT//ROOT//3 på//PP//case//6 det//DT|NEU|SIN|DEF//det//6 sättet//NN|NEU|SIN|DEF|NOM//obl//3 att//SN//mark//10 underhållskostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//10 kan//VB|PRS|AKT//aux//10 bli//VB|INF|AKT//acl//6 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//10 om//SN//case//13 underhållet//NN|NEU|SIN|DEF|NOM//nsubj:pass//14 upphandlas//VB|PRS|SFO//advcl//10 externt//AB|POS//advmod//14 .//MAD//punct//3
7.3.5 Naturhistoriska riksmuseet;När//HA//mark//2 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 gäller//VB|PRS|AKT//advcl//7 underhållsåtgärder//NN|UTR|PLU|IND|NOM//obj//2 ///MID//cc//5 investeringar//NN|UTR|PLU|IND|NOM//conj//3 kan//VB|PRS|AKT//aux//7 sägas//VB|INF|SFO//ROOT//7 att//SN//mark//11 åtgärder//NN|UTR|PLU|IND|NOM//nsubj:pass//11 behöver//VB|PRS|AKT//aux//11 vidtagas//VB|INF|SFO//ccomp//7 för//PP//mark//14 att//IE//mark//14 avhjälpa//VB|INF|AKT//advcl//11 att//SN//mark//17 fastigheten//NN|UTR|SIN|DEF|NOM//nsubj//17 saknar//VB|PRS|AKT//ccomp//14 ventilation//NN|UTR|SIN|IND|NOM//obj//17 .//MAD//punct//7
7.3.5 Naturhistoriska riksmuseet;I//PP//case//21 avtalet//NN|NEU|SIN|DEF|NOM//obl//22 ingår//VB|PRS|AKT//parataxis//7 en//DT|UTR|SIN|IND//det//24 underhållsplan//NN|UTR|SIN|IND|NOM//nsubj//22 .//MAD//punct//7
