Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 14//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//0 2002//RG|NOM//nummod//5 .//MAD//punct//0
1. Sammanfattning av uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//51 utvärderade//VB|PRT|AKT//parataxis//4 bl.a.//AB|AN//advmod//51 utbildningssystemet//NN|NEU|SIN|DEF|NOM//obj//51 och//KN//cc//55 konstaterade//VB|PRT|AKT//conj//4 att//SN//mark//64 den//DT|UTR|SIN|DEF//det//59 totala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//59 utbildningstiden//NN|UTR|SIN|DEF|NOM//nsubj//64 för//PP//case//61 yrkesofficerare//NN|UTR|PLU|IND|NOM//nmod//59 är//VB|PRS|AKT//cop//64 för//AB//advmod//64 lång//JJ|POS|UTR|SIN|IND|NOM//ccomp//55 .//MAD//punct//4
1. Sammanfattning av uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//67 föreslog//VB|PRT|AKT//parataxis//4 därför//AB//mark//74 att//SN//fixed//68 det//DT|NEU|SIN|DEF//det//72 taktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//72 programmet//NN|NEU|SIN|DEF|NOM//nsubj:pass//74 skulle//VB|PRT|AKT//aux//74 tas//VB|INF|SFO//advcl//67 bort//PL//compound:prt//74 ,//MID//punct//74 att//SN//mark//80 chefsprogrammet//NN|NEU|SIN|DEF|NOM//nsubj:pass//80 skulle//VB|PRT|AKT//aux//80 kortas//VB|INF|SFO//ccomp//74 ner//PL//compound:prt//80 och//KN//cc//88 att//SN//mark//88 stabsprogrammet//NN|NEU|SIN|DEF|NOM//nsubj:pass//88 och//KN//cc//86 grundutbildningstiden//NN|UTR|SIN|DEF|NOM//conj//84 skulle//VB|PRT|AKT//aux//88 förlängas//VB|INF|SFO//conj//80 .//MAD//punct//67
1. Sammanfattning av uppdraget;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 redovisade//VB|PRT|AKT//ROOT//1 i//PP//case//3 propositionen//NN|UTR|SIN|DEF|NOM//nmod//5 Fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//5 förnyelse//NN|UTR|SIN|IND|NOM//obj//1 av//PP//case//7 totalförsvaret//NN|NEU|SIN|DEF|NOM//nmod//5 (//PAD//punct//5 prop//NN|UTR|SIN|IND|NOM//appos//5 .//MID//punct//5
1. Sammanfattning av uppdraget;2001/02:10//RG|NOM//obl//1 )//PAD//punct//11 behovet//NN|NEU|SIN|DEF|NOM//obj//1 av//PP//case//17 en//DT|UTR|SIN|IND//det//17 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//17 reformering//NN|UTR|SIN|IND|NOM//nmod//13 av//PP//case//21 det//DT|NEU|SIN|DEF//det//21 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//21 utbildningssystemet//NN|NEU|SIN|DEF|NOM//nmod//17 så//AB//mark//25 att//SN//fixed//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 tillgodoser//VB|PRS|AKT//advcl//1 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 kompetensbehov//NN|NEU|PLU|IND|NOM//obj//25 och//KN//cc//29 bidrar//VB|PRS|AKT//conj//25 till//PP//mark//32 att//IE//mark//32 skapa//VB|INF|AKT//advcl//29 alternativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 karriärvägar//NN|UTR|PLU|IND|NOM//obj//32 för//PP//case//37 anställd//PC|PRF|UTR|SIN|IND|NOM//amod//37 personal//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//1
1. Sammanfattning av uppdraget;Avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//1 det//DT|NEU|SIN|DEF//det//42 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 kompetensbehovet//NN|NEU|SIN|DEF|NOM//nsubj//43 bedömde//VB|PRT|AKT//conj//1 regeringen//NN|UTR|SIN|DEF|NOM//obj//43 att//SN//mark//50 den//DT|UTR|SIN|DEF//det//49 ökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//49 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//50 ställer//VB|PRS|AKT//ccomp//43 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 krav//NN|NEU|PLU|IND|NOM//obj//50 på//PP//case//54 utbildningen//NN|UTR|SIN|DEF|NOM//obl//50 .//MAD//punct//1
1. Sammanfattning av uppdraget;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//57 konstaterade//VB|PRT|AKT//conj//1 dock//AB//advmod//57 att//SN//mark//63 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 överväganden//NN|NEU|PLU|IND|NOM//nsubj//63 är//VB|PRS|AKT//cop//63 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//57 innan//SN//mark//68 ett//DT|NEU|SIN|IND//det//66 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//68 kan//VB|PRS|AKT//aux//68 redovisas//VB|INF|SFO//advcl//63 för//PP//case//70 riksdagen//NN|UTR|SIN|DEF|NOM//obl//68 .//MAD//punct//57
1. Sammanfattning av uppdraget;Därutöver//AB//advmod//73 bedömde//VB|PRT|AKT//conj//57 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//73 att//SN//mark//81 officersutbildningen//NN|UTR|SIN|DEF|NOM//nsubj//81 i//PP//case//79 många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 avseenden//NN|NEU|PLU|IND|NOM//nmod//76 vad//HP|NEU|SIN|IND//nsubj//81 avser//VB|PRS|AKT//ccomp//73 nivå//NN|UTR|SIN|IND|NOM//obj//81 och//KN//cc//87 kvalitet//NN|UTR|SIN|IND|NOM//nsubj//87 är//VB|PRS|AKT//cop//87 fullt//AB|POS//advmod//87 jämförbar//JJ|POS|UTR|SIN|IND|NOM//conj//81 med//PP//case//89 högskoleutbildning//NN|UTR|SIN|IND|NOM//obl//87 och//KN//cc//95 att//SN//mark//95 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//95 också//AB//advmod//95 kan//VB|PRS|AKT//aux//95 likställas//VB|INF|SFO//conj//81 med//PP//case//99 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 eftergymnasiala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//99 utbildningar//NN|UTR|PLU|IND|NOM//obl//95 .//MAD//punct//57
1. Sammanfattning av uppdraget;Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 utbildningsbehov//NN|NEU|SIN|IND|NOM//nsubj:pass//4 har//VB|PRS|AKT//aux//4 följaktligen//AB//advmod//4 utretts//VB|SUP|SFO//ROOT//4 tidigare//AB|KOM//advmod//4 ,//MID//punct//4 men//KN//cc//9 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//9 finns//VB|PRS|SFO//conj//4 trots//PP//case//11 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//9 fortfarande//AB//advmod//9 ett//DT|NEU|SIN|IND//det//14 antal//NN|NEU|SIN|IND|NOM//nmod//15 frågor//NN|UTR|PLU|IND|NOM//nsubj//9 där//HA//advmod//18 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//18 bedömer//VB|PRS|AKT//acl:relcl//15 att//SN//mark//23 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 överväganden//NN|NEU|PLU|IND|NOM//nsubj//23 är//VB|PRS|AKT//cop//23 nödvändiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//18 för//PP//mark//31 att//SN//mark//31 en//DT|UTR|SIN|IND//det//28 fortsatt//PC|PRF|UTR|SIN|IND|NOM//amod//28 reformering//NN|UTR|SIN|IND|NOM//nsubj:pass//31 skall//VB|PRS|AKT//aux//31 kunna//VB|INF|AKT//aux//31 genomföras//VB|INF|SFO//advcl//23 .//MAD//punct//9
1. Sammanfattning av uppdraget;Arbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//39 med//PP//case//36 dessa//DT|UTR/NEU|PLU|DEF//det//36 frågor//NN|UTR|PLU|IND|NOM//nmod//33 kan//VB|PRS|AKT//aux//39 inte//AB//advmod//39 bedrivas//VB|INF|SFO//parataxis//9 isolerat//PC|PRF|NEU|SIN|IND|NOM//xcomp//39 utan//KN//cc//43 måste//VB|PRS|AKT//aux//43 utgå//VB|INF|AKT//advcl//39 från//PP//case//46 en//DT|UTR|SIN|IND//det//46 helhetssyn//NN|UTR|SIN|IND|NOM//obl//43 på//PP//case//51 det//DT|NEU|SIN|DEF//det//50 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//51 kompetensbehov//NN|NEU|SIN|IND|NOM//nmod//46 och//KN//cc//54 de//DT|UTR/NEU|PLU|DEF//det//54 krav//NN|NEU|PLU|IND|NOM//conj//46 på//PP//case//56 utbildning//NN|UTR|SIN|IND|NOM//nmod//54 som//HP|-|-|-//nsubj//58 följer//VB|PRS|AKT//acl:relcl//56 av//PP//case//60 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//58 .//MAD//punct//4


3.1 Kompetensbehovet inom det militära försvaret;Vilket//HP|NEU|SIN|IND//nsubj//5 är//VB|PRS|AKT//cop//5 det//DT|NEU|SIN|DEF//det//4 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//5 kompetensbehov//NN|NEU|SIN|IND|NOM//ROOT//5 ?//MAD//punct//5
