Kommittédirektiv;Beslut//NN|NEU|SIN|IND|NOM//ROOT//0 vid//PP//case//2 regeringssammanträde//NN|NEU|SIN|IND|NOM//nmod//0 den//DT|UTR|SIN|DEF//det//5 14//RG|NOM//nummod//5 mars//NN|UTR|SIN|IND|NOM//nmod//0 2002//RG|NOM//nummod//5 .//MAD//punct//0

1. Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj//3 får//VB|PRS|AKT//ROOT//3 till//PP//case//5 uppgift//NN|UTR|SIN|IND|NOM//obl//3 att//IE//mark//7 redovisa//VB|INF|AKT//acl//5 hur//HA//advmod//13 det//DT|NEU|SIN|DEF//det//12 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//12 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//12 utbildningssystem//NN|NEU|SIN|IND|NOM//nsubj//13 fortsatt//VB|SUP|AKT//nsubj:pass//15 bör//VB|PRS|AKT//aux//15 utvecklas//VB|INF|SFO//conj//3 .//MAD//punct//3
1. Sammanfattning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 inledningsvis//AB//advmod//3 analysera//VB|INF|AKT//ROOT//3 det//DT|NEU|SIN|DEF//det//6 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//8 långsiktiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//8 kompetensbehov//NN|NEU|SIN|IND|NOM//obj//3 med//PP//case//10 utgångspunkt//NN|UTR|SIN|IND|NOM//obl//3 från//PP//case//13 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//13 huvuduppgifter//NN|UTR|PLU|IND|NOM//nmod//10 och//KN//cc//15 avgränsat//PC|PRF|NEU|SIN|IND|NOM//conj//10 till//PP//case//17 kompetenskraven//NN|NEU|PLU|DEF|NOM//obl//3 som//HP|-|-|-//nsubj:pass//19 ställs//VB|PRS|SFO//acl:relcl//17 på//PP//case//22 anställd//PC|PRF|UTR|SIN|IND|NOM//amod//22 personal//NN|UTR|SIN|IND|NOM//obl//19 inom//PP//case//25 det//DT|NEU|SIN|DEF//det//25 militäraförsvaret//NN|NEU|SIN|DEF|NOM//obl//19 .//MAD//punct//3
1. Sammanfattning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//3 skall//VB|PRS|AKT//aux//3 därefter//AB//advmod//3 klarlägga//VB|INF|AKT//ROOT//3 hur//HA//advmod//8 detta//DT|NEU|SIN|DEF//det//6 kompetensbehov//NN|NEU|SIN|IND|NOM//nsubj:pass//8 bör//VB|PRS|AKT//aux//8 tillgodoses//VB|INF|SFO//ccomp//3 .//MAD//punct//8
1. Sammanfattning av uppdraget;Inom//PP//case//11 ramarna//NN|UTR|PLU|DEF|NOM//obl//16 för//PP//case//13 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//11 skall//VB|PRS|AKT//aux//16 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//16 utvärdera//VB|INF|AKT//conj//8 behovet//NN|NEU|SIN|DEF|NOM//obj//16 av//PP//case//19 utbildning//NN|UTR|SIN|IND|NOM//nmod//17 avseende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//16 såväl//KN//advmod//22 längd//NN|UTR|SIN|IND|NOM//obj//20 och//KN//cc//24 utformning//NN|UTR|SIN|IND|NOM//conj//22 som//KN//mark//26 innehåll//NN|NEU|SIN|IND|NOM//conj//22 .//MAD//punct//3
1. Sammanfattning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 skall//VB|PRS|AKT//aux//2 föreslå//VB|INF|AKT//ROOT//2 vilken//HD|UTR|SIN|IND//det//4 status//NN|UTR|SIN|IND|NOM//iobj//2 den//DT|UTR|SIN|DEF//det//7 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//9 bör//VB|PRS|AKT//aux//9 ges//VB|INF|SFO//acl:relcl//4 i//PP//case//11 jämförelse//NN|UTR|SIN|IND|NOM//obl//9 med//PP//case//15 annan//JJ|POS|UTR|SIN|IND|NOM//amod//15 eftergymnasial//JJ|POS|UTR|SIN|IND|NOM//amod//15 utbildning//NN|UTR|SIN|IND|NOM//obl//9 och//KN//cc//22 i//PP//case//19 vilken//HD|UTR|SIN|IND//det//19 omfattning//NN|UTR|SIN|IND|NOM//obl//22 utbildningen//NN|UTR|SIN|DEF|NOM//nsubj//22 bör//VB|PRS|AKT//aux//22 utmynna//VB|INF|AKT//conj//9 i//PP//case//24 examina//NN|UTR|PLU|DEF|NOM//obl//22 som//HP|-|-|-//nsubj//27 är//VB|PRS|AKT//cop//27 jämförbara//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//24 med//PP//case//30 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 utbildningsexamina//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//27 .//MAD//punct//2
1. Sammanfattning av uppdraget;Vid//PP//case//34 denna//DT|UTR|SIN|DEF//det//34 bedömning//NN|UTR|SIN|IND|NOM//obl//38 skall//VB|PRS|AKT//aux//38 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//38 även//AB//advmod//38 överväga//VB|INF|AKT//advcl//2 hur//HA//advmod//49 ansvaret//NN|NEU|SIN|DEF|NOM//nsubj:pass//49 för//PP//mark//43 att//IE//mark//43 genomföra//VB|INF|AKT//acl//40 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//45 delar//NN|UTR|PLU|IND|NOM//obj//43 av//PP//case//47 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//45 bör//VB|PRS|AKT//aux//49 fördelas//VB|INF|SFO//ccomp//38 och//KN//cc//51 redovisa//VB|INF|AKT//conj//49 en//DT|UTR|SIN|IND//det//53 bedömning//NN|UTR|SIN|IND|NOM//obj//51 av//PP//case//56 vilka//HD|UTR/NEU|PLU|IND//det//56 delar//NN|UTR|PLU|IND|NOM//nmod//53 av//PP//case//58 utbildningen//NN|UTR|SIN|DEF|NOM//nmod//56 som//HP|-|-|-//nsubj:pass//61 bör//VB|PRS|AKT//aux//61 genomföras//VB|INF|SFO//acl:relcl//56 utanför//PP//case//65 det//DT|NEU|SIN|DEF//det//65 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 utbildningssystemet//NN|NEU|SIN|DEF|NOM//obl//61 .//MAD//punct//2
1. Sammanfattning av uppdraget;Vid//PP//case//1 bedömningen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//4 utbildningens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 status//NN|UTR|SIN|IND|NOM//nmod//1 skall//VB|PRS|AKT//aux//8 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//8 även//AB//advmod//8 redovisa//VB|INF|AKT//ROOT//8 vilka//HD|UTR/NEU|PLU|IND//det//11 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 villkor//NN|NEU|PLU|IND|NOM//obj//8 som//HP|-|-|-//nsubj//14 bör//VB|PRS|AKT//aux//14 gälla//VB|INF|AKT//acl:relcl//11 för//PP//case//17 de//DT|UTR/NEU|PLU|DEF//det//17 yrkes-//NN|NEU|-|-|SMS//obl//14 och//KN//cc//19 reservofficersaspiranter//NN|UTR|PLU|IND|NOM//conj//17 som//HP|-|-|-//nsubj:pass//21 utbildas//VB|PRS|SFO//acl:relcl//19 samt//KN//cc//24 för//PP//case//24 dem//PN|UTR/NEU|PLU|DEF|OBJ//obl//21 som//HP|-|-|-//nsubj//26 genomgår//VB|PRS|AKT//acl:relcl//24 en//DT|UTR|SIN|IND//det//29 anpassad//PC|PRF|UTR|SIN|IND|NOM//amod//29 yrkes-//NN|NEU|-|-|SMS//obj//26 eller//KN//cc//31 reservofficersutbildning//NN|UTR|SIN|IND|NOM//conj//29 .//MAD//punct//8
1. Sammanfattning av uppdraget;Genom//PP//case//1 beslut//NN|NEU|SIN|IND|NOM//obl//6 den//DT|UTR|SIN|DEF//det//4 5//RO|NOM//nummod//4 december//NN|UTR|SIN|IND|NOM//obl//6 1996//RG|NOM//nummod//4 bemyndigade//VB|PRT|AKT//ROOT//6 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//6 chefen//NN|UTR|SIN|DEF|NOM//obj//6 för//PP//case//10 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//8 att//IE//mark//12 tillkalla//VB|INF|AKT//acl//10 en//DT|UTR|SIN|IND//det//15 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//15 utredare//NN|UTR|SIN|IND|NOM//obj//12 med//PP//case//17 uppdrag//NN|NEU|SIN|IND|NOM//obl//12 att//IE//mark//19 genomföra//VB|INF|AKT//acl//17 en//DT|UTR|SIN|IND//det//21 översyn//NN|UTR|SIN|IND|NOM//obj//19 av//PP//case//26 det//DT|NEU|SIN|DEF//det//25 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//25 försvarets//NN|NEU|SIN|DEF|GEN//nmod:poss//26 skolverksamhet//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//6
1. Sammanfattning av uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//29 överlämnade//VB|PRT|AKT//parataxis//6 sitt//PS|NEU|SIN|DEF//nmod:poss//33 slutbetänkande//NN|NEU|SIN|IND|NOM//amod//33 Försvarsmaktsgemensam//JJ|POS|UTR|SIN|IND|NOM//amod//33 utbildning//NN|UTR|SIN|IND|NOM//obj//29 för//PP//case//36 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 krav//NN|NEU|PLU|IND|NOM//obl//29 (//PAD//punct//36 SOU//PM|NOM//appos//36 1998:42//RG|NOM//nmod//38 )//PAD//punct//36 i//PP//case//42 mars//NN|UTR|SIN|IND|NOM//obl//29 1998//RG|NOM//nummod//42 med//PP//case//45 förslag//NN|NEU|SIN|IND|NOM//nmod//42 till//PP//mark//51 hur//HA//advmod//51 utbildningsverksamheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 skulle//VB|PRT|AKT//aux//51 kunna//VB|INF|AKT//aux//51 bedrivas//VB|INF|SFO//acl//42 och//KN//cc//53 samordnas//VB|INF|SFO//conj//51 för//PP//case//57 ett//DT|NEU|SIN|IND//det//57 bättre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//57 resursutnyttjande//NN|NEU|SIN|IND|NOM//obl//53 .//MAD//punct//29
1. Sammanfattning av uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//60 föreslog//VB|PRT|AKT//conj//29 bl.a.//AB|AN//advmod//60 att//SN//mark//72 ett//DT|NEU|SIN|IND//det//64 yrkesofficersprogram//NN|NEU|SIN|IND|NOM//nsubj:pass//72 med//PP//case//67 viss//JJ|POS|UTR|SIN|IND|NOM//amod//67 försvarsmakts-//NN|UTR|-|-|SMS//nmod//64 och//KN//cc//70 försvarsgrensgemensam//JJ|POS|UTR|SIN|IND|NOM//amod//70 utbildning//NN|UTR|SIN|IND|NOM//conj//67 skulle//VB|PRT|AKT//aux//72 inrättas//VB|INF|SFO//ccomp//60 samt//KN//cc//81 att//SN//mark//81 stabs-//NN|UTR|-|-|SMS//nsubj:pass//81 ,//MID//punct//77 chefs-//NN|NEU|-|-|SMS//conj//75 och//KN//cc//79 fackprogram//NN|NEU|PLU|IND|NOM//conj//75 skulle//VB|PRT|AKT//aux//81 inrättas//VB|INF|SFO//ccomp//72 .//MAD//punct//29
1. Sammanfattning av uppdraget;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//84 lämnade//VB|PRT|AKT//conj//6 dessutom//AB//advmod//84 förslag//NN|NEU|SIN|IND|NOM//obj//84 om//PP//case//88 inrättandet//NN|NEU|SIN|DEF|NOM//nmod//86 av//PP//case//92 det//DT|NEU|SIN|DEF//det//92 taktiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//92 programmet//NN|NEU|SIN|DEF|NOM//nmod//88 och//KN//cc//94 reservofficersprogrammet//NN|NEU|SIN|DEF|NOM//conj//92 .//MAD//punct//6
1. Sammanfattning av uppdraget;Skolutredningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 behandlades//VB|PRT|SFO//ROOT//1 i//PP//case//4 två//RG|NOM//nummod//4 steg//NN|NEU|PLU|IND|NOM//obl//1 av//PP//case//6 regeringen//NN|UTR|SIN|DEF|NOM//nmod//4 ,//MID//punct//10 dels//KN//advmod//10 i//PP//case//10 budgetpropositionen//NN|UTR|SIN|DEF|NOM//obl//1 för//PP//case//12 1998//RG|NOM//nmod//10 och//KN//cc//18 dels//KN//advmod//17 i//PP//case//16 propositionen//NN|UTR|SIN|DEF|NOM//obl//17 Förändrad//PC|PRF|UTR|SIN|IND|NOM//amod//18 omvärld//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//21 omdanat//PC|PRF|NEU|SIN|IND|NOM//amod//21 försvar//NN|NEU|SIN|IND|NOM//conj//18 (//PAD//punct//21 prop.1998/99:74//UO//conj//18 )//PAD//punct//10 .//MAD//punct//1
1. Sammanfattning av uppdraget;I//PP//case//27 propositionen//NN|UTR|SIN|DEF|NOM//obl//28 behandlade//VB|PRT|AKT//conj//1 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//28 en//DT|UTR|SIN|IND//det//32 ny//JJ|POS|UTR|SIN|IND|NOM//amod//32 struktur//NN|UTR|SIN|IND|NOM//obj//28 för//PP//case//34 yrkes-//NN|NEU|-|-|SMS//nmod//32 och//KN//cc//36 reservofficersutbildningarna//NN|UTR|PLU|DEF|NOM//conj//34 .//MAD//punct//1
1. Sammanfattning av uppdraget;Grunden//NN|UTR|SIN|DEF|NOM//nsubj:pass//42 för//PP//case//41 dagens//NN|UTR|SIN|DEF|GEN//nmod:poss//41 utbildningsprogram//NN|NEU|SIN|IND|NOM//nmod//38 lades//VB|PRT|SFO//parataxis//1 därmed//AB//advmod//42 .//MAD//punct//1
1. Sammanfattning av uppdraget;Den//DT|UTR|SIN|DEF//det//2 4//RO|NOM//nummod//2 november//NN|UTR|SIN|IND|NOM//obl//4 1999//RG|NOM//nummod//2 bemyndigade//VB|PRT|AKT//ROOT//4 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//4 chefen//NN|UTR|SIN|DEF|NOM//obj//4 för//PP//case//8 Försvarsdepartementet//NN|NEU|SIN|DEF|NOM//nmod//6 att//IE//mark//10 tillkalla//VB|INF|AKT//acl//8 en//DT|UTR|SIN|IND//det//13 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//13 utredare//NN|UTR|SIN|IND|NOM//obj//10 med//PP//case//15 uppdrag//NN|NEU|SIN|IND|NOM//obl//10 att//IE//mark//17 redovisa//VB|INF|AKT//acl//15 en//DT|UTR|SIN|IND//det//20 samlad//PC|PRF|UTR|SIN|IND|NOM//amod//20 syn//NN|UTR|SIN|IND|NOM//obj//17 på//PP//case//23 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 personalförsörjning//NN|UTR|SIN|IND|NOM//obl//17 (//PAD//punct//23 SOU//PM|NOM//appos//23 2001:23//RG|NOM//nummod//25 )//PAD//punct//4 .//MAD//punct//4
1. Sammanfattning av uppdraget;Försvarsutskottet//NN|NEU|SIN|DEF|NOM//nsubj//30 hade//VB|PRT|AKT//aux//35 dessförinnan//AB//obj//30 vid//PP//case//34 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//34 tillfällen//NN|NEU|PLU|IND|NOM//obl//35 begärt//VB|SUP|AKT//conj//4 förslag//NN|NEU|SIN|IND|NOM//obj//35 från//PP//case//38 regeringen//NN|UTR|SIN|DEF|NOM//nmod//36 om//SN//mark//42 ett//DT|NEU|SIN|IND//det//41 sammanhållet//PC|PRF|NEU|SIN|IND|NOM//nsubj//42 reformerat//PC|PRF|NEU|SIN|IND|NOM//advcl//35 personalförsörjningssystem//NN|NEU|SIN|IND|NOM//obj//42 för//PP//case//46 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//46 personalkategorier//NN|UTR|PLU|IND|NOM//obl//42 inom//PP//case//48 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//46 .//MAD//punct//4
