– Järnvägsprotokollet;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Kapstadsutredningen//PM|NOM//nmod//0 II//RG|NOM//nummod//2 –//NN|AN//punct//6 Internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 säkerhetsrätter//NN|UTR|PLU|IND|NOM//appos//0 i//PP//case//9 rullande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 järnvägsmateriel//NN|NEU|SIN|IND|NOM//nmod//6
Till statsrådet Morgan Johansson;Hovrättsassessorn//NN|UTR|SIN|DEF|NOM//nmod//1 Sandra//PM|NOM//nsubj:pass//3 Moradi//PM|NOM//nsubj:pass//3 anställdes//VB|PRT|SFO//ROOT//3 som//KN//case//5 sekreterare//NN|UTR|SIN|IND|NOM//obl//3 i//PP//case//7 utredningen//NN|UTR|SIN|DEF|NOM//nmod//5 från//PP//advmod//3 och//KN//cc//13 med//PP//fixed//9 den//DT|UTR|SIN|DEF//det//13 22//RG|NOM//nummod//13 juni//NN|UTR|SIN|IND|NOM//conj//3 2015//RG|NOM//nummod//13 .//MAD//punct//3
Till statsrådet Morgan Johansson;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 september//NN|UTR|SIN|IND|NOM//obl//4 2015//RG|NOM//nummod//2 entledigades//VB|PRT|SFO//ROOT//4 Johan//PM|NOM//nsubj:pass//4 Schelin//PM|NOM//flat//5 som//KN//mark//8 expert//NN|UTR|SIN|IND|NOM//xcomp//4 i//PP//case//10 utredningen//NN|UTR|SIN|DEF|NOM//obl//4 .//MAD//punct//4
Till statsrådet Morgan Johansson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//13 dag//NN|UTR|SIN|IND|NOM//obl//14 förordnades//VB|PRT|SFO//parataxis//4 professor//NN|UTR|SIN|IND|NOM//nmod//16 Göran//PM|NOM//nsubj:pass//14 Millqvist//PM|NOM//flat:name//16 som//KN//mark//19 expert//NN|UTR|SIN|IND|NOM//xcomp//14 att//IE//mark//21 representera//VB|INF|AKT//acl//19 Juridiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//23 institutionen//NN|UTR|SIN|DEF|NOM//obj//21 ,//MID//punct//26 Stockholms//PM|GEN//nmod:poss//26 universitet//NN|NEU|SIN|IND|NOM//nsubj:pass//4 .//MAD//punct//4
Till statsrådet Morgan Johansson;Den//DT|UTR|SIN|DEF//det//30 11//RG|NOM//nummod//30 januari//NN|UTR|SIN|IND|NOM//obl//31 entledigades//VB|PRT|SFO//parataxis//4 Josefin//PM|NOM//nsubj:pass//31 Mallmin//PM|NOM//flat:name//32 och//KN//cc//36 samma//DT|UTR/NEU|SIN/PLU|IND//det//36 dag//NN|UTR|SIN|IND|NOM//conj//32 förordnades//VB|PRT|SFO//conj//31 rättssakkunnige//JJ|POS|MAS|SIN|DEF|NOM//nmod//39 Johan//PM|NOM//nsubj:pass//37 Nordin//PM|NOM//flat:name//39 som//KN//mark//42 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//xcomp//37 i//PP//case//44 utredningen//NN|UTR|SIN|DEF|NOM//nmod//42 .//MAD//punct//4
Till statsrådet Morgan Johansson;Kanslisekreteraren//NN|UTR|SIN|DEF|NOM//nmod//1 Anna//PM|NOM//nsubj//4 Ek//PM|NOM//flat:name//1 har//VB|PRS|AKT//aux//4 bistått//VB|SUP|AKT//ROOT//4 utredningen//NN|UTR|SIN|DEF|NOM//obj//4 med//PP//case//7 textbearbetning//NN|UTR|SIN|IND|NOM//obl//4 och//KN//cc//9 layout//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//11 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//9 .//MAD//punct//4
Till statsrådet Morgan Johansson;Sammanfattningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//17 av//PP//case//15 betänkandet//NN|NEU|SIN|DEF|NOM//nmod//13 har//VB|PRS|AKT//aux//17 översatts//VB|SUP|SFO//parataxis//4 av//PP//case//19 Språktjänsten//NN|UTR|SIN|DEF|NOM//obl:agent//17 vid//PP//case//21 Utrikesdepartementet//NN|NEU|SIN|DEF|NOM//nmod//19 .//MAD//punct//4
Till statsrådet Morgan Johansson;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//18 ,//MID//punct//0 som//HP|-|-|-//nsubj//3 antagit//VB|SUP|AKT//acl:relcl//0 namnet//NN|NEU|SIN|DEF|NOM//nmod//5 Kapstadsutredningen//PM|NOM//obj//3 II//RG|NOM//nummod//5 –//NN|AN//punct//9 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 säkerhetsrätter//NN|UTR|PLU|IND|NOM//appos//0 i//PP//case//12 rullande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//12 järnvägsmateriel//NN|NEU|SIN|IND|NOM//nmod//9 (//PAD//punct//9 Ju//KN//advmod//15 2015:07//RG|NOM//appos//9 )//PAD//punct//0 ,//MID//punct//0 överlämnar//VB|PRS|AKT//ROOT//18 härmed//AB//advmod//18 betänkandet//NN|NEU|SIN|DEF|NOM//obj//18 Internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 säkerhetsrätter//NN|UTR|PLU|IND|NOM//obj//18 i//PP//case//24 järnvägsfordon//NN|NEU|PLU|IND|NOM//nmod//22 m.m.//AB|AN//conj//24 –//PM|NOM//punct//27 Järnvägsprotokollet//NN|NEU|SIN|DEF|NOM//obl//18  //_SP////27 (//PAD//punct//27 SOU//PM|NOM//appos//27 2016:43//RG|NOM//nummod//30 )//PAD//punct//27 .//MAD//punct//27
Till statsrådet Morgan Johansson;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//38 är//VB|PRS|AKT//cop//38 härmed//AB//advmod//38 slutfört//PC|PRF|NEU|SIN|IND|NOM//conj//27 .//MAD//punct//27
Till statsrådet Morgan Johansson;Malmö//PM|NOM//ROOT//0 i//PP//case//2 juni//NN|UTR|SIN|IND|NOM//nmod//0 2016//RG|NOM//nummod//2 .//MAD//punct//0
Till statsrådet Morgan Johansson;Ralf//PM|NOM//nmod//1 G//PM|NOM//nsubj//3 Larsson//PM|NOM//flat:name//1 /Sandra//RG|NOM//ROOT//3 Moradi//PM|NOM//nsubj//3


1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//fixed//2 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 (//PAD//punct//7 2015:860//RG|NOM//nmod//5 )//PAD//punct//7 om//PP//case//11 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 säkerhetsrätter//NN|UTR|PLU|IND|NOM//obl//1 i//PP//case//14 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 saker//NN|UTR|PLU|IND|NOM//nmod//11 dels//KN//advmod//11  //_SP////15 att//SN//mark//28 1//RG|NOM//nsubj//28 ,//MID//punct//18 3//RG|NOM//nummod//18 ,//MID//punct//20 7//RG|NOM//nummod//18 och//KN//cc//22 8//RG|NOM//nummod//25 §//NN|AN//nmod//26 §//NN|AN//nmod//18 ska//VB|PRS|AKT//aux//28 ha//VB|INF|AKT//acl//11 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//30 lydelse//NN|UTR|SIN|IND|NOM//obj//28 ,//MID//punct//37 dels//KN//advmod//37  //_SP////32 att//SN//mark//37 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//37 ska//VB|PRS|AKT//aux//37 införas//VB|INF|SFO//advcl//1 en//DT|UTR|SIN|IND//det//40 ny//JJ|POS|UTR|SIN|IND|NOM//amod//40 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//37 ,//MID//punct//43 9//RG|NOM//nummod//43 §//NN|AN//conj//40 ,//MID//punct//43 som//HP|-|-|-//nsubj//47 ska//VB|PRS|AKT//aux//47 ha//VB|INF|AKT//acl:relcl//43 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//49 lydelse//NN|UTR|SIN|IND|NOM//obj//47 ,//MID//punct//43 dels//KN//advmod//60  //_SP////51 att//SN//mark//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 närmast//AB|SUV//advmod//60 före//PP//advmod//57 9//RG|NOM//nummod//58 §//NN|AN//fixed//55 ska//VB|PRS|AKT//aux//60 införas//VB|INF|SFO//conj//1 en//DT|UTR|SIN|IND//det//63 ny//JJ|POS|UTR|SIN|IND|NOM//amod//63 rubrik//NN|UTR|SIN|IND|NOM//nsubj:pass//60 av//PP//case//66 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//66 betydelse//NN|UTR|SIN|IND|NOM//nmod//63 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;1//RG|NOM//nummod//69 §//NN|AN//appos//1
1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj:pass//2 tillämpas//VB|PRS|SFO//ROOT//2 på//PP//case//5 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 säkerhetsrätter//NN|UTR|PLU|IND|NOM//obl//2 och//KN//cc//8 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 rättigheter//NN|UTR|PLU|IND|NOM//conj//5 som//HP|-|-|-//nsubj:pass//10 regleras//VB|PRS|SFO//acl:relcl//8 i//PP//case//12 konventionen//NN|UTR|SIN|DEF|NOM//obl//10 om//PP//case//15 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 säkerhetsrätter//NN|UTR|PLU|IND|NOM//nmod//12 i//PP//case//18 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 saker//NN|UTR|PLU|IND|NOM//nmod//15 av//PP//case//22 den//DT|UTR|SIN|DEF//det//22 16//RG|NOM//nummod//22 november//NN|UTR|SIN|IND|NOM//nmod//18 2001//RG|NOM//nummod//22 (//PAD//punct//25 Kapstadskonventionen//NN|UTR|SIN|DEF|NOM//appos//18 )//PAD//punct//25 och//KN//cc//28 protokollet//NN|NEU|SIN|DEF|NOM//conj//18  //_SP////28 till//PP//case//31 konventionen//NN|UTR|SIN|DEF|NOM//nmod//28 om//PP//case//34 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 säkerhetsrätter//NN|UTR|PLU|IND|NOM//nmod//31 i//PP//case//37 lösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 saker//NN|UTR|PLU|IND|NOM//nmod//34 ,//MID//punct//2 om//SN//case//41 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//41 frågor//NN|UTR|PLU|IND|NOM//obl//2 rörande//PP//case//43 luftfartsobjekt//NN|NEU|PLU|IND|NOM//nmod//41 (//PAD//punct//45 luftfartsprotokollet//NN|NEU|SIN|DEF|NOM//appos//43 )//PAD//punct//45 .//MAD//punct//2
1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 tillämpas//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 ,//MID//punct//1 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 utsträckning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//8 följer//VB|PRS|AKT//acl:relcl//6 av//PP//case//10 konventionen//NN|UTR|SIN|DEF|NOM//obl:agent//8 ,//MID//punct//6 på//PP//case//14 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 säkerhetsrätter//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 rättigheter//NN|UTR|PLU|IND|NOM//conj//14 som//HP|-|-|-//nsubj//20 har//VB|PRS|AKT//aux//20 uppkommit//VB|SUP|AKT//acl:relcl//17 enligt//PP//case//23 annan//JJ|POS|UTR|SIN|IND|NOM//amod//23 lag//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//26 som//HP|-|-|-//nsubj:pass//26 omfattas//VB|PRS|SFO//conj//20 av//PP//case//29 Sveriges//PM|GEN//nmod:poss//29 förklaringar//NN|UTR|PLU|IND|NOM//obl:agent//26 till//PP//case//31 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//32 39//RG|NOM//nmod//29 och//KN//cc//32 40//RG|NOM//nummod//32 i//PP//case//36 konventionen//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//1
1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;Förklaringarna//NN|UTR|PLU|DEF|NOM//nsubj//39 finns//VB|PRS|SFO//parataxis//1 ,//MID//punct//39 tillsammans//AB//advmod//43 med//PP//case//43 förklaringar//NN|UTR|PLU|IND|NOM//obl//39 som//HP|-|-|-//nsubj//45 avser//VB|PRS|AKT//acl:relcl//43 artikel//NN|UTR|SIN|IND|NOM//nmod//47 54.2//RG|NOM//obj//45 i//PP//case//49 konventionen//NN|UTR|SIN|DEF|NOM//obl//45 och//KN//cc//53  //_SP////50 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//53 XII//RG|NOM//conj//49 och//KN//cc//55 XIII//RG|NOM//conj//53 i//PP//case//57 protokollet//NN|NEU|SIN|DEF|NOM//obl//45 ,//MID//punct//39  //_SP////58 i//PP//case//62 Sveriges//PM|GEN//nmod:poss//62 överenskommelser//NN|UTR|PLU|IND|NOM//obl//39 med//PP//case//65 främmande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//65 makter//NN|UTR|PLU|IND|NOM//nmod//62 (//PAD//punct//65 SÖ//PM|NOM//appos//65 )//PAD//punct//39 .//MAD//punct//39
1.1 Förslag till lag om ändring i lagen (2015:860) om internationella säkerhetsrätter i lösa saker;Lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//1 tillämpas//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 ,//MID//punct//1 i//PP//case//6 den//DT|UTR|SIN|DEF//det//6 utsträckning//NN|UTR|SIN|IND|NOM//obl//1 som//HP|-|-|-//nsubj//8 följer//VB|PRS|AKT//acl:relcl//6 av//PP//case//10 konventionen//NN|UTR|SIN|DEF|NOM//obl:agent//8 ,//MID//punct//6 på//PP//case//14 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//14 säkerhetsrätter//NN|UTR|PLU|IND|NOM//obl//1 och//KN//cc//17 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 rättigheter//NN|UTR|PLU|IND|NOM//conj//14 som//HP|-|-|-//nsubj//20 har//VB|PRS|AKT//aux//20 uppkommit//VB|SUP|AKT//acl:relcl//17 enligt//PP//case//23 annan//JJ|POS|UTR|SIN|IND|NOM//amod//23 lag//NN|UTR|SIN|IND|NOM//obl//20 och//KN//cc//26 som//HP|-|-|-//nsubj:pass//26 omfattas//VB|PRS|SFO//conj//20 av//PP//case//29 Sveriges//PM|GEN//nmod:poss//29 förklaringar//NN|UTR|PLU|IND|NOM//obl:agent//26 till//PP//case//31 artiklarna//NN|UTR|PLU|DEF|NOM//nmod//32 39//RG|NOM//nmod//29 och//KN//cc//32 40//RG|NOM//nummod//32 i//PP//case//36 konventionen//NN|UTR|SIN|DEF|NOM//obl//26 .//MAD//punct//1
