För digitalisering i tiden;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Digitaliseringskommissionen//NN|UTR|SIN|DEF|NOM//nmod//0
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//2 20//RG|NOM//nummod//2 juni//NN|UTR|SIN|IND|NOM//obl//4 2012//RG|NOM//nummod//2 förordnades//VB|PRT|SFO//ROOT//4 Erik//PM|NOM//nsubj:pass//4 Borälv//PM|NOM//flat:name//5 till//PP//case//8 sekreterare//NN|UTR|SIN|IND|NOM//obl//4 fr.o.m.//AB|AN//case//12 den//DT|UTR|SIN|DEF//det//12 2//RO|NOM//nummod//12 juli//NN|UTR|SIN|IND|NOM//obl//4 2012//RG|NOM//nummod//12 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//17 12//RG|NOM//nummod//17 september//NN|UTR|SIN|IND|NOM//obl//19 2012//RG|NOM//nummod//17 förordnades//VB|PRT|SFO//parataxis//4 Loth//PM|NOM//nmod//21 Hammar//PM|NOM//nsubj:pass//19 till//PP//case//23 huvudsekreterare//NN|UTR|SIN|IND|NOM//obl//19 och//KN//cc//25 kanslichef//NN|UTR|SIN|IND|NOM//conj//23 fr.o.m.//AB|AN//case//29 den//DT|UTR|SIN|DEF//det//29 1//RO|NOM//nummod//29 oktober//NN|UTR|SIN|IND|NOM//obl//19 2012//RG|NOM//nummod//29 t.o.m.//AB|AN//advmod//32 30//RG|NOM//nummod//33 april//NN|UTR|SIN|IND|NOM//nmod//29 2014//RG|NOM//nummod//33 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//38 2//RO|NOM//nummod//38 oktober//NN|UTR|SIN|IND|NOM//obl//40 2012//RG|NOM//nummod//38 förordnades//VB|PRT|SFO//parataxis//4 Nicklas//PM|NOM//nsubj:pass//40 LissLarsson//PM|NOM//flat//41 som//KN//case//44 sekreterare//NN|UTR|SIN|IND|NOM//obl//40 fr.o.m.//AB|AN//case//48 den//DT|UTR|SIN|DEF//det//48 3//RO|NOM//nummod//48 oktober//NN|UTR|SIN|IND|NOM//obl//40 2012//RG|NOM//nummod//48 t.o.m.//AB|AN//advmod//53 den//DT|UTR|SIN|DEF//det//53 28//RG|NOM//nummod//53 februari//NN|UTR|SIN|IND|NOM//obl//40 2014//RG|NOM//nummod//53 .//MAD//punct//4
Till statsrådet Peter Eriksson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//57 dag//NN|UTR|SIN|IND|NOM//obl//58 förordnades//VB|PRT|SFO//parataxis//4 Janne//PM|NOM//nsubj:pass//58 Elvelid//PM|NOM//flat:name//59 som//KN//case//62 sekreterare//NN|UTR|SIN|IND|NOM//obl//58 fr.o.m.//AB|AN//case//66 den//DT|UTR|SIN|DEF//det//66 1//RO|NOM//nummod//66 december//NN|UTR|SIN|IND|NOM//obl//58 2012//RG|NOM//nummod//66 t.o.m.//AB|AN//case//71 den//DT|UTR|SIN|DEF//det//71 28//RG|NOM//nummod//71 februari//NN|UTR|SIN|IND|NOM//nmod//66 2014//RG|NOM//nummod//71 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//76 16//RG|NOM//nummod//76 oktober//NN|UTR|SIN|IND|NOM//obl//78 2012//RG|NOM//nummod//76 förordnades//VB|PRT|SFO//parataxis//4 Isobel//PM|NOM//nmod//80 Hadley-Kamptz//PM|NOM//nsubj:pass//78 som//KN//mark//82 sekreterare//NN|UTR|SIN|IND|NOM//xcomp//78 fr.o.m.//AB|AN//case//86 den//DT|UTR|SIN|DEF//det//86 19//RG|NOM//nummod//86 november//NN|UTR|SIN|IND|NOM//obl:agent//78 2012//RG|NOM//nummod//86 .//MAD//punct//4
Till statsrådet Peter Eriksson;Samma//DT|UTR/NEU|SIN/PLU|IND//det//90 dag//NN|UTR|SIN|IND|NOM//obl//91 förordnades//VB|PRT|SFO//parataxis//4 Jeanette//PM|NOM//nsubj:pass//91 Krusell//PM|NOM//flat//92 till//PP//case//95 sekreterare//NN|UTR|SIN|IND|NOM//obl//91 fr.o.m.//AB|AN//case//99 den//DT|UTR|SIN|DEF//det//99 3//RO|NOM//nummod//99 december//NN|UTR|SIN|IND|NOM//obl//91 2012//RG|NOM//nummod//99 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//104 25//RG|NOM//nummod//104 mars//NN|UTR|SIN|IND|NOM//obl//106 2014//RG|NOM//nummod//104 förordnades//VB|PRT|SFO//parataxis//4 Susanne//PM|NOM//nsubj:pass//106 Bergman//PM|NOM//flat:name//107 som//KN//case//110 sekreterare//NN|UTR|SIN|IND|NOM//obl//106 fr.o.m.//AB|AN//case//114 den//DT|UTR|SIN|DEF//det//114 5//RO|NOM//nummod//114 maj//NN|UTR|SIN|IND|NOM//obl//106 2014//RG|NOM//nummod//114 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//119 25//RG|NOM//nummod//119 mars//NN|UTR|SIN|IND|NOM//obl//121 2014//RG|NOM//nummod//119 förordnades//VB|PRT|SFO//parataxis//4 AnnSofi//PM|NOM//det//123 Persson-Stenborg//PM|NOM//nsubj:pass//121 som//KN//nsubj:pass//137 sek22//PC|PRF|UTR|SIN|IND|NOM//amod//126 januari//NN|UTR|SIN|IND|NOM//obl//137 2014//RG|NOM//nummod//126 t.o.m.//AB|AN//advmod//129 7//RG|NOM//nummod//130 maj//NN|UTR|SIN|IND|NOM//nmod//126 2014//RG|NOM//nummod//130 .//MAD//punct//126
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//135 7//RO|NOM//nummod//135 maj//NN|UTR|SIN|IND|NOM//obl//137 2014//RG|NOM//nummod//135 förordnades//VB|PRT|SFO//acl:relcl//123 Lena//PM|NOM//nsubj:pass//137 Carlsson//PM|NOM//flat//138 till//PP//case//141 huvudsekreterare//NN|UTR|SIN|IND|NOM//obl//137 och//KN//cc//143 kanslichef//NN|UTR|SIN|IND|NOM//conj//141 fr.o.m.//AB|AN//case//146 8//RG|NOM//nummod//146 maj//NN|UTR|SIN|IND|NOM//obl//137 2014//RG|NOM//nummod//146 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//151 2//RO|NOM//nummod//151 maj//NN|UTR|SIN|IND|NOM//obl//153 2014//RG|NOM//nummod//151 förordnades//VB|PRT|SFO//parataxis//4 Andreas//PM|NOM//nsubj:pass//153 Richter//PM|NOM//flat//154 till//PP//case//157 sekreterare//NN|UTR|SIN|IND|NOM//nmod//154 i//PP//case//159 Användningsforum//NN|NEU|SIN|IND|NOM//nmod//157 .//MAD//punct//4
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//163 4//RO|NOM//nummod//163 maj//NN|UTR|SIN|IND|NOM//obl//165 2015//RG|NOM//nummod//163 förordnades//VB|PRT|SFO//parataxis//4 Anna//PM|NOM//nsubj:pass//165 Backlund//PM|NOM//flat//166 till//PP//case//169 sekreterare//NN|UTR|SIN|IND|NOM//obl//165 t.o.m.//AB|AN//case//173 den//DT|UTR|SIN|DEF//det//172 30//RG|NOM//nummod//173 september//NN|UTR|SIN|IND|NOM//obl//165 2015//RG|NOM//nummod//173 .//MAD//punct//4
Till statsrådet Peter Eriksson;Susanne//PM|NOM//nsubj:pass//178 Bergman//PM|NOM//flat:name//176 entledigades//VB|PRT|SFO//parataxis//4 den//DT|UTR|SIN|DEF//det//181 3//RO|NOM//nummod//181 november//NN|UTR|SIN|IND|NOM//obl//178 2015//RG|NOM//nummod//181 .//MID//punct//178
Till statsrådet Peter Eriksson;Erik//PM|NOM//dep//178 Borälv//PM|NOM//flat:name//184 ,//MID//punct//184 Isobel//PM|NOM//nmod//188 Hadley-Kamptz//PM|NOM//conj//184 ,//MID//punct//190 Jeanette//PM|NOM//conj//184 Krusell//PM|NOM//flat//190 och//KN//cc//195 Andreas//PM|NOM//nsubj:pass//195 Richter//PM|NOM//flat:name//193 entledigades//VB|PRT|SFO//conj//184 den//DT|UTR|SIN|DEF//det//198 31//RG|NOM//nummod//198 december//NN|UTR|SIN|IND|NOM//obl//195 2015//RG|NOM//nummod//198 .//MAD//punct//178
Till statsrådet Peter Eriksson;Den//DT|UTR|SIN|DEF//det//203 20//RG|NOM//nummod//203 mars//NN|UTR|SIN|IND|NOM//obl//205 2016//RG|NOM//nummod//203 entledigades//VB|PRT|SFO//parataxis//178 Lena//PM|NOM//nsubj:pass//205 Carlsson//PM|NOM//flat//206 och//KN//cc//212 fr.o.m.//AB|AN//case//212 den//DT|UTR|SIN|DEF//det//212 21//RG|NOM//nummod//212 mars//NN|UTR|SIN|IND|NOM//conj//206 2016//RG|NOM//nummod//212 förordnades//VB|PRT|SFO//conj//178 AnnSofi//PM|NOM//det//216 Persson-Stenborg//PM|NOM//nsubj:pass//214 till//PP//case//218 huvudsekreterare//NN|UTR|SIN|IND|NOM//obl//214 och//KN//cc//220 kanslichef//NN|UTR|SIN|IND|NOM//conj//218 .//MID//punct//178
Till statsrådet Peter Eriksson;Anna//PM|NOM//nsubj:pass//224 Backlund//PM|NOM//flat:name//222 förordnades//VB|PRT|SFO//conj//178 till//PP//case//226 sekreterare//NN|UTR|SIN|IND|NOM//obl//224 fr.o.m.//AB|AN//case//230 den//DT|UTR|SIN|DEF//det//230 4//RO|NOM//nummod//230 april//NN|UTR|SIN|IND|NOM//obl//224 2016//RG|NOM//nummod//230 .//MAD//punct//4
Till statsrådet Peter Eriksson;Det//DT|NEU|SIN|DEF//det//2 första//RO|NOM//amod//2 delbetänkandet//NN|NEU|SIN|DEF|NOM//ROOT//2  //_SP////2 En//DT|UTR|SIN|IND//det//5 digital//JJ|POS|UTR|SIN|IND|NOM//amod//6 agenda//NN|UTR|SIN|IND|NOM//nmod//2 i//PP//case//9 människans//NN|UTR|SIN|DEF|GEN//nmod:poss//9 tjänst//NN|UTR|SIN|IND|NOM//nmod//6 –//RG|NOM//punct//2 Sveriges//PM|GEN//nmod:poss//13 digitala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 ekosystem//NN|NEU|SIN|IND|NOM//nsubj:pass//23 ,//MID//punct//16 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//16 aktörer//NN|UTR|PLU|IND|NOM//conj//13 och//KN//cc//18 drivkrafter//NN|UTR|PLU|IND|NOM//conj//16 (//PAD//punct//16 SOU//PM|NOM//conj//13 2013:31//RG|NOM//nmod//20 )//PAD//punct//20 överlämnades//VB|PRT|SFO//parataxis//2 den//DT|UTR|SIN|DEF//det//26 3//RO|NOM//nummod//26 maj//NN|UTR|SIN|IND|NOM//obl//23 2013//RG|NOM//nummod//26 .//MAD//punct//2
Till statsrådet Peter Eriksson;Det//DT|NEU|SIN|DEF//det//31 andra//RO|NOM//amod//31 delbetänkandet//NN|NEU|SIN|DEF|NOM//appos//2
Till statsrådet Peter Eriksson;En//DT|UTR|SIN|IND//det//2 digital//JJ|POS|UTR|SIN|IND|NOM//amod//2 agenda//NN|UTR|SIN|IND|NOM//nsubj//11 i//PP//case//5 människans//NN|UTR|SIN|DEF|GEN//nmod:poss//5 tjänst//NN|UTR|SIN|IND|NOM//nmod//2 –//RG|NOM//punct//11 en//DT|UTR|SIN|IND//det//9 ljusnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//9 framtid//NN|UTR|SIN|IND|NOM//nsubj//11 kan//VB|PRS|AKT//aux//11 bli//VB|INF|AKT//ROOT//11 vår//PS|UTR|SIN|DEF//xcomp//11 (//PAD//punct//12 SOU//PM|NOM//appos//12 2014:13//RG|NOM//conj//12 )//PAD//punct//11 överlämnades//VB|PRT|SFO//xcomp//11 till//PP//case//19 regeringen//NN|UTR|SIN|DEF|NOM//obl//17 den//DT|UTR|SIN|DEF//det//22 13//RG|NOM//nummod//22 mars//NN|UTR|SIN|IND|NOM//obl//17 2014//RG|NOM//nummod//22 .//MAD//punct//11
Till statsrådet Peter Eriksson;Det//DT|NEU|SIN|DEF//det//2 tredje//RO|NOM//amod//2 delbetänkandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//15  //_SP////2 För//PP//case//5 Sverige//PM|NOM//nmod//2 i//PP//case//7 framtiden//NN|UTR|SIN|DEF|NOM//nmod//5 –//RG|NOM//punct//10 digital//JJ|POS|UTR|SIN|IND|NOM//amod//10 kompetens//NN|UTR|SIN|IND|NOM//appos//5 (//PAD//punct//10 SOU//PM|NOM//appos//10 2015:28//RG|NOM//nummod//12 )//PAD//punct//10 överlämnades//VB|PRT|SFO//ROOT//15 till//PP//case//17 regeringen//NN|UTR|SIN|DEF|NOM//obl//15 den//DT|UTR|SIN|DEF//det//20 26//RG|NOM//nummod//20 mars//NN|UTR|SIN|IND|NOM//obl//15 2015//RG|NOM//nummod//20 .//MAD//punct//15
