En forskarantologi;Forskarantologi//NN|UTR|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Kartläggning//NN|UTR|SIN|IND|NOM//conj//7 av//PP//case//25 våldsbrott//NN|NEU|PLU|IND|NOM//nmod//23 och//KN//cc//28 islamistisk//JJ|POS|UTR|SIN|IND|NOM//amod//28 extremism//NN|UTR|SIN|IND|NOM//conj//25 ,//MID//punct//31 till//PP//case//31 exempel//NN|NEU|SIN|IND|NOM//conj//23 ,//MID//punct//7 visar//VB|PRS|AKT//ROOT//33 ofta//AB|POS//advmod//33 på//PP//case//38 en//DT|UTR|SIN|IND//det//38 gemensam//JJ|POS|UTR|SIN|IND|NOM//amod//38 geografisk//JJ|POS|UTR|SIN|IND|NOM//amod//41 och//KN//cc//40 socioekonomisk//JJ|POS|UTR|SIN|IND|NOM//conj//38 profil//NN|UTR|SIN|IND|NOM//obj//33 .//MAD//punct//33
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;En//DT|UTR|SIN|IND//det//1 rapport//NN|UTR|SIN|IND|NOM//nsubj//16 av//PP//case//3 Säpo//PM|NOM//nmod//1 och//KN//cc//5 Brå//PM|NOM//conj//3 om//PP//case//7 kriminalitet//NN|UTR|SIN|IND|NOM//nmod//1 bland//PP//case//9 höger-//JJ|POS|UTR|-|-|SMS//nmod//7 och//KN//cc//11 vänsterextremister//NN|UTR|PLU|IND|NOM//conj//9 i//PP//case//13 Sverige//PM|NOM//nmod//11 från//PP//case//15 2009//RG|NOM//nmod//7 visade//VB|PRT|AKT//ROOT//16 att//SN//mark//27 de//DT|UTR/NEU|PLU|DEF//det//20 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//20 personer//NN|UTR|PLU|IND|NOM//nsubj//27 inom//PP//case//23 politiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 extremistmiljöer//NN|UTR|PLU|IND|NOM//nmod//20 i//PP//case//25 Sverige//PM|NOM//nmod//23 inte//AB//advmod//27 begår//VB|PRS|AKT//ccomp//16 brott//NN|NEU|PLU|IND|NOM//obj//27 .//MAD//punct//16
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;De//DT|UTR/NEU|PLU|DEF//det//31 individer//NN|UTR|PLU|IND|NOM//nsubj//39 som//HP|-|-|-//nsubj//33 begår//VB|PRS|AKT//acl:relcl//31 brott//NN|NEU|PLU|IND|NOM//obj//33 är//VB|PRS|AKT//cop//39 i//PP//advmod//35 stället//NN|NEU|SIN|DEF|NOM//fixed//36 mycket//AB|POS//advmod//39 brottsaktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//parataxis//16 och//KN//cc//41 majoriteten//NN|UTR|SIN|DEF|NOM//conj//39 av//PP//case//43 brotten//NN|NEU|PLU|DEF|NOM//nmod//41 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//45 begår//VB|PRS|AKT//acl:relcl//43 är//VB|PRS|AKT//cop//49 inte//AB//advmod//49 politiskt//AB|POS//amod//49 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//39 .//MAD//punct//49
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Av//PP//case//54 1//RG|NOM//nummod//53 409//RG|NOM//nummod//54 personer//NN|UTR|PLU|IND|NOM//obl//16 som//HP|-|-|-//nsubj//58 varit//VB|SUP|AKT//cop//58 skäligen//AB//advmod//58 misstänkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//54 för//PP//case//63 sammanlagt//AB//advmod//61 9//RG|NOM//nummod//62 329//RG|NOM//nummod//63 brott//NN|NEU|PLU|IND|NOM//obl//58 ,//MID//punct//65 bedömdes//VB|PRT|SFO//conj//16 2//RG|NOM//nummod//67 432//RG|NOM//dep//65 vara//VB|INF|AKT//cop//71 politiskt//AB|POS//amod//71 motiverade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//71 brott//NN|NEU|PLU|IND|NOM//xcomp//65 (//PAD//punct//71 Säpo//PM|NOM//appos//71 &//KN|AN//cc//75 Brå//PM|NOM//conj//73 ,//MID//punct//77 2009//RG|NOM//conj//73 )//PAD//punct//71 .//MAD//punct//16
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Många//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 brottsaktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 extremister//NN|UTR|PLU|IND|NOM//nsubj:pass//83 ansågs//VB|PRT|SFO//parataxis//16 ha//VB|INF|AKT//xcomp//83 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 färdigheter//NN|UTR|PLU|IND|NOM//obj//84 i//PP//compound:prt//84 ,//MID//punct//16 och//KN//cc//90 erfarenhet//NN|UTR|SIN|IND|NOM//conj//16 av//PP//nmod//90 ,//MID//punct//90 att//IE//mark//94 använda//VB|INF|AKT//acl//90 våld//NN|NEU|SIN|IND|NOM//obj//94 ,//MID//punct//16 varav//HA//advmod//101 ett//DT|NEU|SIN|IND//det//99 antal//NN|NEU|SIN|IND|NOM//nsubj//101 också//AB//advmod//101 haft//VB|SUP|AKT//conj//16 erfarenhet//NN|UTR|SIN|IND|NOM//obj//101 av//PP//case//105 dödligt//JJ|POS|NEU|SIN|IND|NOM//amod//105 våld//NN|NEU|SIN|IND|NOM//nmod//102 (//PAD//punct//101 Säpo//PM|NOM//appos//101 &//KN|AN//flat//107 Brå//PM|NOM//conj//107 ,//MID//punct//111 2009:19//RG|NOM//conj//107 )//PAD//punct//101 .//MAD//punct//16
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Enligt//PP//case//1 Säpo//PM|NOM//obl//8 har//VB|PRS|AKT//aux//8 omkring//AB//advmod//4 300//RG|NOM//nummod//5 personer//NN|UTR|PLU|IND|NOM//obj//2 sedan//PP//case//7 2012//RG|NOM//nummod//5 rest//VB|SUP|AKT//ROOT//8 för//PP//mark//11 att//IE//mark//11 ansluta//VB|INF|AKT//advcl//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//11 till//PP//case//16 våldsbejakande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 islamistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 grupperingar//NN|UTR|PLU|IND|NOM//obl//11 i//PP//case//18 Syrien//PM|NOM//nmod//16 och//KN//cc//20 Irak//PM|NOM//conj//18 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Ungefär//AB//advmod//23 140//RG|NOM//nsubj//25 har//VB|PRS|AKT//aux//25 återvänt//VB|SUP|AKT//advcl//8 .//MAD//punct//25
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Under//PP//case//28 2015–2016//NN|UTR|SIN|IND|NOM//obl//29 avstannade//VB|PRT|AKT//conj//25 till//PP//case//32 stor//JJ|POS|UTR|SIN|IND|NOM//amod//32 del//NN|UTR|SIN|IND|NOM//nmod//33 rekryteringen//NN|UTR|SIN|DEF|NOM//nsubj//29 till//PP//case//35 terrororganisationerna//NN|UTR|PLU|DEF|NOM//nmod//33 i//PP//case//37 Sverige//PM|NOM//obl//29 (//PAD//punct//29 Delling//PM|NOM//appos//29 ,//MID//punct//41 2016//RG|NOM//nummod//39 )//PAD//punct//29 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;De//DT|UTR/NEU|PLU|DEF//det//46 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//46 svenskar//NN|UTR|PLU|IND|NOM//appos//8 som//HP|-|-|-//nsubj//48 ansluter//VB|PRS|AKT//acl:relcl//46 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//48 till//PP//case//51 terroristgrupper//NN|UTR|PLU|IND|NOM//obl//48 utomlands//AB//advmod//48 är//VB|PRS|AKT//cop//55 unga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//55 män//NN|UTR|PLU|IND|NOM//nsubj//8 mellan//PP//case//57 18//RG|NOM//nummod//60 och//KN//cc//57 30//RG|NOM//nummod//57 år//NN|NEU|PLU|IND|NOM//nmod//55 ,//MID//punct//55 födda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//8 i//PP//case//64 Sverige//PM|NOM//obl//62 med//PP//mark//69 minst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//67 en//RG|UTR|SIN|IND|NOM//det//68 förälder//NN|UTR|SIN|IND|NOM//nsubj//69 född//PC|PRF|UTR|SIN|IND|NOM//advcl//62 utomlands//AB//advmod//69 och//KN//cc//72 saknar//VB|PRS|AKT//conj//69 eller//KN//cc//74 har//VB|PRS|AKT//aux//75 låg//JJ|POS|UTR|SIN|IND|NOM//conj//8 inkomst//NN|UTR|SIN|IND|NOM//obj//75 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;En//DT|UTR|SIN|IND//det//79 tredjedel//NN|UTR|SIN|IND|NOM//nsubj//80 har//VB|PRS|AKT//parataxis//8 kriminell//JJ|POS|UTR|SIN|IND|NOM//amod//82 bakgrund//NN|UTR|SIN|IND|NOM//obj//80 (//PAD//punct//84 Säpo//PM|NOM//appos//82 ,//MID//punct//86 hotbild//NN|UTR|SIN|IND|NOM//conj//84 maj//NN|UTR|SIN|IND|NOM//conj//84 2017//RG|NOM//nummod//87 )//PAD//punct//84 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Kopplingen//NN|UTR|SIN|DEF|NOM//nsubj//13 mellan//PP//case//3 våldsbejakande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//3 extremism//NN|UTR|SIN|IND|NOM//nmod//0 och//KN//cc//5 kriminalitet//NN|UTR|SIN|IND|NOM//conj//3 ,//MID//punct//0 däribland//AB//advmod//8 våldsbrott//NN|NEU|PLU|IND|NOM//appos//0 ,//MID//punct//13 är//VB|PRS|AKT//cop//13 alltså//AB//advmod//13 tidigare//AB|KOM//advmod//13 känd//PC|PRF|UTR|SIN|IND|NOM//ROOT//13 och//KN//cc//17 är//VB|PRS|AKT//cop//17 inte//AB//advmod//17 unik//JJ|POS|UTR|SIN|IND|NOM//conj//13 för//PP//case//21 våldsbejakande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 islamistiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 grupperingar//NN|UTR|PLU|IND|NOM//obl//17 ,//MID//punct//24 eller//KN//cc//24 unikt//JJ|POS|NEU|SIN|IND|NOM//conj//17 för//PP//case//26 Sverige//PM|NOM//nmod//24 .//MAD//punct//13
5 Våldets polarisering i svenska städer / Kriminalitet och extremism;Dock//AB//advmod//38 kan//VB|PRS|AKT//aux//38 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//31 individer//NN|UTR|PLU|IND|NOM//nsubj//38 genom//PP//mark//34 att//IE//mark//34 resa//VB|INF|AKT//acl//31 till//PP//case//36 konfliktområden//NN|NEU|PLU|IND|NOM//obl//34 ha//VB|INF|AKT//aux//38 skaffat//VB|SUP|AKT//conj//13 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//38 en//DT|UTR|SIN|IND//det//41 militärträning//NN|UTR|SIN|IND|NOM//obj//38 och//KN//cc//43 erfarenhet//NN|UTR|SIN|IND|NOM//conj//41 som//HP|-|-|-//nsubj//46 tidigare//AB|KOM//advmod//46 ansetts//VB|SUP|SFO//acl:relcl//43 extremt//AB|POS//advmod//48 sällsynt//JJ|POS|UTR|SIN|IND|NOM//xcomp//46 i//PP//case//50 Sverige//PM|NOM//obl//46 .//MAD//punct//13

5 Våldets polarisering i svenska städer / Vapentillgång;Enligt//PP//case//1 Säpo//PM|NOM//obl//9 ://MID//punct//1
5 Våldets polarisering i svenska städer / Vapentillgång;s//PM|NOM//amod//1 och//KN//cc//5 Brå//PM|NOM//conj//3 ://MID//punct//3
5 Våldets polarisering i svenska städer / Vapentillgång;s//NN|NEU|SIN|IND|GEN//advmod//9 rapport//NN|UTR|SIN|IND|NOM//fixed//7 ansågs//VB|PRT|SFO//ROOT//9 brottsaktiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 högerextremister//NN|UTR|PLU|IND|NOM//nsubj:pass//9 i//PP//advmod//9 synnerhet//NN|UTR|SIN|IND|NOM//fixed//12 ha//VB|INF|AKT//xcomp//9 en//DT|UTR|SIN|IND//det//18 relativt//AB|POS//advmod//17 god//JJ|POS|UTR|SIN|IND|NOM//amod//18 tillgång//NN|UTR|SIN|IND|NOM//obj//14 till//PP//case//23 legala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//23 och//KN//cc//22 illegala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//20 vapen//NN|NEU|PLU|IND|NOM//nmod//18 ,//MID//punct//28 inklusive//PP//case//27 ett//DT|NEU|SIN|IND//det//27 begränsat//PC|PRF|NEU|SIN|IND|NOM//obl//28 förfogade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//9 över//PP//case//30 automatvapen//NN|NEU|PLU|IND|NOM//obl//28 och//KN//cc//32 sprängmedel//NN|NEU|PLU|IND|NOM//conj//30 .//MID//punct//9
5 Våldets polarisering i svenska städer / Vapentillgång;Få//PN|UTR/NEU|PLU|IND|SUB/OBJ//nsubj//60 hade//VB|PRT|AKT//aux//60 dock//AB//advmod//35 mer//AB|KOM//advmod//38 avancerad//PC|PRF|UTR|SIN|IND|NOM//amod//39 militärutbildning//NN|UTR|SIN|IND|NOM//obj//35 än//KN//mark//41 lumpen//NN|UTR|SIN|DEF|NOM//acl//39 (//PAD//punct//39 Säpo//PM|NOM//appos//39 &//KN|AN//cc//45 Brå//PM|NOM//conj//43 ,//MID//punct//47 2009:14//RG|NOM//conj//43 )//PAD//punct//47 .//MAD//punct//39
5 Våldets polarisering i svenska städer / Vapentillgång;Till//PP//advmod//52 exempel//NN|NEU|SIN|IND|NOM//fixed//50 så//AB//advcl//60 har//VB|PRS|AKT//aux//60 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//55 medlemmar//NN|UTR|PLU|IND|NOM//nsubj//60 i//PP//case//58 nordiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 motståndsrörelsen//NN|UTR|SIN|DEF|NOM//nmod//55 tidigare//AB|KOM//advmod//60 dömts//VB|SUP|SFO//parataxis//9 för//PP//case//62 vapenbrott//NN|NEU|SIN|IND|NOM//obl//60 (//PAD//punct//62 Vergara//PM|NOM//appos//62 ,//MID//punct//66 2014//RG|NOM//nummod//64 )//PAD//punct//62 .//MAD//punct//60 ”//PAD//punct//70
5 Våldets polarisering i svenska städer / Vapentillgång;Tillgången//NN|UTR|SIN|DEF|NOM//nsubj//82 på//PP//case//72 vapen//NN|NEU|PLU|IND|NOM//nmod//70 och//KN//cc//74 sprängmedel//NN|NEU|PLU|IND|NOM//conj//72 ,//MID//punct//76 våldskapital//NN|NEU|SIN|IND|NOM//conj//72 och//KN//cc//78 erfarenhet//NN|UTR|SIN|IND|NOM//conj//72 av//PP//case//81 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//81 våld//NN|NEU|SIN|IND|NOM//nmod//78 gör//VB|PRS|AKT//conj//60 dock//AB//advmod//82 att//SN//mark//88 om//SN//mark//88 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//87 avsikt//NN|UTR|SIN|IND|NOM//nsubj//88 uppstod//VB|PRT|AKT//ccomp//82 skulle//VB|PRT|AKT//cc//88 [//PAD//punct//103 vitmakts-]miljön//NN|UTR|SIN|DEF|NOM//advmod//92 allvarligt//AB|POS//amod//94 kunna//VB|INF|AKT//aux//94 skada//VB|INF|AKT//amod//95 delar//NN|UTR|PLU|IND|NOM//nsubj//101 av//PP//case//95 [//PAD//punct//101 det//DT|NEU|SIN|DEF//det//100 demokratiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//100 samhällets//NN|NEU|SIN|DEF|GEN//nmod:poss//101 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//103 ]//PAD//punct//101 funktioner//NN|UTR|PLU|IND|NOM//obj//88 ”//RG|NOM//punct//103 ,//MID//punct//107 samt//KN//cc//107 utgöra//VB|INF|AKT//conj//103 ett//DT|NEU|SIN|IND//det//110 allvarligt//JJ|POS|NEU|SIN|IND|NOM//amod//110 hot//NN|NEU|SIN|IND|NOM//obj//107 mot//PP//case//112 individer//NN|UTR|PLU|IND|NOM//nmod//110 (//PAD//punct//114 Säpo//PM|NOM//parataxis//107 &//KN|AN//cc//116 Brå//PM|NOM//conj//114 ,//MID//punct//118 2009:19//RG|NOM//conj//114 )//PAD//punct//114 .//MAD//punct//103
5 Våldets polarisering i svenska städer / Vapentillgång;Analyser//NN|UTR|PLU|IND|NOM//nsubj//8 och//KN//cc//2 bedömningar//NN|UTR|PLU|IND|NOM//conj//0 av//PP//case//5 illegal//JJ|POS|UTR|SIN|IND|NOM//amod//5 skjutvapenhandel//NN|UTR|SIN|IND|NOM//nmod//2 har//VB|PRS|AKT//aux//8 främst//AB|SUV//advmod//8 fokuserat//VB|SUP|AKT//ROOT//8 på//PP//case//10 anslutningar//NN|UTR|PLU|IND|NOM//obl//8 till//PP//case//12 Balkan//PM|NOM//obl//8 ,//MID//punct//12 i//PP//advmod//12 synnerhet//NN|UTR|SIN|IND|NOM//fixed//14 före//PP//case//18 detta//PN|NEU|SIN|DEF|SUB/OBJ//det//18 Jugoslavien//PM|NOM//obl//8 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Vapentillgång;Internationellt//JJ|POS|NEU|SIN|IND|NOM//amod//21 deltagande//NN|NEU|SIN|IND|NOM//appos//8 i//PP//case//25 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 väpnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//25 konflikter//NN|UTR|PLU|IND|NOM//nmod//21 ,//MID//punct//21 inte//AB//advmod//28 bara//AB//advmod//30 i//PP//case//30 Irak//PM|NOM//obl//21 och//KN//cc//32 Syrien//PM|NOM//conj//30 ,//MID//punct//38 men//KN//cc//38 också//AB//advmod//38 i//PP//case//38 östra//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 Ukraina//PM|NOM//conj//8 ,//MID//punct//41 kan//VB|PRS|AKT//aux//41 öppna//VB|INF|AKT//conj//8 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 kontakter//NN|UTR|PLU|IND|NOM//obj//41 och//KN//cc//46 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 vägar//NN|UTR|PLU|IND|NOM//conj//43 för//PP//case//48 förvärv//NN|NEU|PLU|IND|NOM//nmod//46 av//PP//case//51 tyngre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 vapen//NN|NEU|PLU|IND|NOM//nmod//48 av//PP//case//54 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 slag//NN|NEU|PLU|IND|NOM//nmod//51 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Vapentillgång;Offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//57 information//NN|UTR|SIN|IND|NOM//nsubj//61 från//PP//case//60 polska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//60 gränsstyrkorna//NN|UTR|PLU|DEF|NOM//nmod//57 visar//VB|PRS|AKT//parataxis//8 ett//DT|NEU|SIN|IND//det//64 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//64 antal//NN|NEU|SIN|IND|NOM//nmod//65 vapenbeslag//NN|NEU|PLU|IND|NOM//obj//61 vid//PP//case//67 landgränsen//NN|UTR|SIN|DEF|NOM//nmod//65 till//PP//case//69 Ukraina//PM|NOM//obl//61 .//MAD//punct//61
5 Våldets polarisering i svenska städer / Vapentillgång;I//PP//advmod//73 allmänhet//NN|UTR|SIN|IND|NOM//fixed//71 skapar//VB|PRS|AKT//advcl//99 väpnade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//75 konflikter//NN|UTR|PLU|IND|NOM//obj//73 i//PP//case//77 EU//PM|NOM//obl//73 ://MID//punct//73 s//NN|NEU|SIN|IND|GEN//advmod//81 närområde//NN|NEU|SIN|IND|NOM//fixed//79 okontrollerade//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//82 områden//NN|NEU|PLU|IND|NOM//appos//73 som//HP|-|-|-//nsubj//86 är//VB|PRS|AKT//cop//86 en//DT|UTR|SIN|IND//det//86 grogrund//NN|UTR|SIN|IND|NOM//acl:relcl//82 för//PP//case//89 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//89 former//NN|UTR|PLU|IND|NOM//nmod//86 av//PP//case//91 brott//NN|NEU|PLU|IND|NOM//nmod//89 ,//MID//punct//82 inklusive//PP//case//94 människohandel//NN|UTR|SIN|IND|NOM//nmod//82 .//MAD//punct//73
5 Våldets polarisering i svenska städer / Vapentillgång;På//PP//case//98 så//AB//amod//98 vis//NN|NEU|SIN|IND|NOM//obl//99 blev//VB|PRT|AKT//conj//8 även//AB//advmod//99 delar//NN|UTR|PLU|IND|NOM//xcomp//99 av//PP//case//104 f.d.//JJ|AN//amod//104 Jugoslavien//PM|NOM//nmod//101 ett//DT|NEU|SIN|IND//det//106 centrum//NN|NEU|SIN|IND|NOM//xcomp//99 för//PP//case//108 kriminalitet//NN|UTR|SIN|IND|NOM//nmod//106 och//KN//cc//110 smuggling//NN|UTR|SIN|IND|NOM//conj//108 av//PP//case//113 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//113 slag//NN|NEU|PLU|IND|NOM//nmod//110 .//MAD//punct//8
5 Våldets polarisering i svenska städer / Vapentillgång;De//DT|UTR/NEU|PLU|DEF//det//117 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//117 åren//NN|NEU|PLU|DEF|NOM//nsubj//118 har//VB|PRS|AKT//parataxis//8 en//DT|UTR|SIN|IND//det//120 rad//NN|UTR|SIN|IND|NOM//nmod//121 myndigheter//NN|UTR|PLU|IND|NOM//obj//118 och//KN//cc//124 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//124 organisationer//NN|UTR|PLU|IND|NOM//conj//121 ,//MID//punct//128 bland//PP//case//128 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//128 Europol//PM|NOM//conj//124 ,//MID//punct//128 belyst//PC|PRF|UTR|SIN|IND|NOM//amod//131 risken//NN|UTR|SIN|DEF|NOM//obj//118 för//PP//case//135 en//DT|UTR|SIN|IND//det//135 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//135 tillströmning//NN|UTR|SIN|IND|NOM//nmod//131 av//PP//case//138 illegala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 vapen//NN|NEU|PLU|IND|NOM//nmod//135 från//PP//case//140 konflikter//NN|UTR|PLU|IND|NOM//nmod//135 i//PP//case//142 EU//PM|NOM//nmod//140 ://MID//punct//135 s//PM|GEN//nummod//145 närområde//NN|NEU|SIN|IND|NOM//nmod//135 .//MAD//punct//8

5 Våldets polarisering i svenska städer / Förslag på framtida forskning;Mot//PP//case//1 bakgrund//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//6 de//DT|UTR/NEU|PLU|DEF//det//5 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//5 årens//NN|NEU|PLU|DEF|GEN//nmod:poss//6 våldsutveckling//NN|UTR|SIN|IND|NOM//nmod//1 finns//VB|PRS|SFO//ROOT//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 ett//DT|NEU|SIN|IND//det//11 stort//JJ|POS|NEU|SIN|IND|NOM//amod//11 behov//NN|NEU|SIN|IND|NOM//nsubj//7 av//PP//mark//15 att//IE//mark//15 bättre//AB|KOM//advmod//15 förstå//VB|INF|AKT//acl//11 de//DT|UTR/NEU|PLU|DEF//det//18 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 säkerhetsaspekterna//NN|UTR|PLU|DEF|NOM//obj//15 kopplade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//7 till//PP//case//22 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//22 städer//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//24 urbanisering//NN|UTR|SIN|IND|NOM//conj//22 .//MID//punct//7
5 Våldets polarisering i svenska städer / Förslag på framtida forskning;Tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 forskning//NN|UTR|SIN|IND|NOM//nsubj//28 har//VB|PRS|AKT//parataxis//7 framför//PP//advmod//31 allt//PN|NEU|SIN|IND|SUB/OBJ//fixed//29 lyft//VB|SUP|AKT//advcl//28 fram//PL//advmod//31 våldets//NN|NEU|SIN|DEF|GEN//nmod:poss//34 polarisering//NN|UTR|SIN|IND|NOM//obj//31 som//KN//mark//37 främsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//37 trend//NN|UTR|SIN|IND|NOM//obl//31 i//PP//case//40 städers//NN|UTR|PLU|IND|GEN//nmod:poss//40 osäkerhet//NN|UTR|SIN|IND|NOM//nmod//37 och//KN//cc//43 urbana//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 konflikter//NN|UTR|PLU|IND|NOM//conj//40 .//MAD//punct//7
5 Våldets polarisering i svenska städer / Förslag på framtida forskning;Den//DT|UTR|SIN|DEF//det//48 här//AB//fixed//45 korta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 litteraturöversynen//NN|UTR|SIN|DEF|NOM//nsubj//50 har//VB|PRS|AKT//aux//50 tagit//VB|SUP|AKT//parataxis//7 ansats//NN|UTR|SIN|IND|NOM//obj//50 i//PP//case//54 våldets//NN|NEU|SIN|DEF|GEN//nmod:poss//54 polarisering//NN|UTR|SIN|IND|NOM//obl//50 i//PP//case//57 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//57 städer//NN|UTR|PLU|IND|NOM//nmod//54 som//HP|-|-|-//nsubj//61 delvis//AB//advmod//61 har//VB|PRS|AKT//aux//61 lett//VB|SUP|AKT//acl:relcl//57 till//PP//case//64 ökat//PC|PRF|NEU|SIN|IND|NOM//amod//64 gängvåld//NN|NEU|SIN|IND|NOM//obl//61 och//KN//cc//67 en//DT|UTR|SIN|IND//det//67 koncentration//NN|UTR|SIN|IND|NOM//conj//64 av//PP//case//69 våldsbrott//NN|NEU|PLU|IND|NOM//nmod//67 i//PP//case//73 särskilt//AB//advmod//72 utsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//73 områden//NN|NEU|PLU|IND|NOM//nmod//67 .//MAD//punct//7
5 Våldets polarisering i svenska städer / Förslag på framtida forskning;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 är//VB|PRS|AKT//cop//82 bland//PP//advmod//82 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//77 i//PP//case//82 den//DT|UTR|SIN|DEF//det//82 polariserade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//82 miljön//NN|UTR|SIN|DEF|NOM//parataxis//7 som//KN//nsubj//87 våldsbejakande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//85 extremism//NN|UTR|SIN|IND|NOM//obl//87 nu//AB//advmod//87 växer//VB|PRS|AKT//acl:relcl//82 .//MAD//punct//7
