En svensk veteranpolitik, del 2;Ansvaret//NN|NEU|SIN|DEF|NOM//ROOT//0 för//PP//case//2 personalen//NN|UTR|SIN|DEF|NOM//nmod//0 före//PP//advmod//0 ,//MID//punct//0 under//PP//advmod//4 och//KN//cc//10 efter//PP//case//10 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 insatser//NN|UTR|PLU|IND|NOM//conj//0
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;skapa//VB|INF|AKT//parataxis//7 förutsättningar//NN|UTR|PLU|IND|NOM//obj//48 för//PP//case//52 varaktig//JJ|POS|UTR|SIN|IND|NOM//amod//52 fred//NN|UTR|SIN|IND|NOM//nmod//49 och//KN//cc//54 säkerhet//NN|UTR|SIN|IND|NOM//conj//52 genom//PP//case//57 humanitärt//JJ|POS|NEU|SIN|IND|NOM//amod//57 arbete//NN|NEU|SIN|IND|NOM//obl//48 i//PP//case//63 samband//NN|NEU|SIN|IND|NOM//fixed//58 med//PP//fixed//58 en//DT|UTR|SIN|IND//det//63 väpnad//PC|PRF|UTR|SIN|IND|NOM//amod//63 konflikt//NN|UTR|SIN|IND|NOM//obl//48 .//MAD//punct//7
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;Anställning//NN|UTR|SIN|IND|NOM//nsubj:pass//20 2//RG|NOM//nummod//2 §//NN|AN//nmod//3 Den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//0 som//HP|-|-|-//nsubj//6 ska//VB|PRS|AKT//aux//6 tjänstgöra//VB|INF|AKT//acl:relcl//3 i//PP//case//11 en//DT|UTR|SIN|IND//det//11 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//11 militär//JJ|POS|UTR|SIN|IND|NOM//amod//11 insats//NN|UTR|SIN|IND|NOM//obl//6 och//KN//cc//14 inte//AB//advmod//14 har//VB|PRS|AKT//conj//6 en//DT|UTR|SIN|IND//det//16 anställning//NN|UTR|SIN|IND|NOM//obj//14 i//PP//case//18 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//16 ska//VB|PRS|AKT//aux//20 anställas//VB|INF|SFO//ROOT//20 särskilt//AB//advmod//20 för//PP//case//23 tjänstgöring//NN|UTR|SIN|IND|NOM//obl//20 i//PP//case//27 en//DT|UTR|SIN|IND//det//27 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//27 insats//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//20
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;3//RG|NOM//nummod//30 §//NN|AN//nmod//32 En//DT|UTR|SIN|IND//det//32 anställning//NN|UTR|SIN|IND|NOM//nsubj//38 enligt//PP//case//35 2//RG|NOM//nummod//35 §//NN|AN//nmod//32 ska//VB|PRS|AKT//aux//38 vara//VB|INF|AKT//cop//38 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//parataxis//20 och//KN//cc//40 avse//VB|INF|AKT//conj//38 tiden//NN|UTR|SIN|DEF|NOM//obj//40 för//PP//case//44 både//KN//cc//44 utbildning//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//46 tjänstgöring//NN|UTR|SIN|IND|NOM//conj//44 .//MAD//punct//20
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;Anställningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 får//VB|PRS|AKT//aux//51 dock//AB//advmod//51 tidsbegränsas//VB|INF|SFO//parataxis//20 till//PP//mark//54 att//IE//mark//54 avse//VB|INF|AKT//advcl//51 endast//AB//advmod//56 utbildningstiden//NN|UTR|SIN|DEF|NOM//obj//54 eller//KN//cc//58 tjänstgöringstiden//NN|UTR|SIN|DEF|NOM//conj//56 .//MAD//punct//20
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;Anställningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 får//VB|PRS|AKT//aux//2 sägas//VB|INF|SFO//ROOT//2 upp//PL//compound:prt//2 före//PP//case//6 anställningstidens//NN|UTR|SIN|DEF|GEN//nmod:poss//6 utgång//NN|UTR|SIN|IND|NOM//obl//2 med//PP//case//9 en//DT|UTR|SIN|IND//det//9 uppsägningstid//NN|UTR|SIN|IND|NOM//nmod//6 av//PP//case//12 tre//RG|NOM//nummod//12 månader//NN|UTR|PLU|IND|NOM//nmod//9 för//PP//case//15 både//KN//cc//15 arbetsgivare//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//17 arbetstagare//NN|UTR|PLU|IND|NOM//conj//15 .//MAD//punct//2
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;Arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//22 får//VB|PRS|AKT//aux//22 dock//AB//advmod//22 bevilja//VB|INF|AKT//parataxis//2 den//DT|UTR|SIN|DEF//obj//22 anställde//PC|PRF|MAS|SIN|DEF|NOM//xcomp//22 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 uppsägningstid//NN|UTR|SIN|IND|NOM//obj//22 .//MAD//punct//22
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;Om//SN//mark//31 den//DT|UTR|SIN|DEF//nsubj//31 anställde//PC|PRF|MAS|SIN|DEF|NOM//nsubj//31 genomgått//VB|SUP|AKT//advcl//22 utbildning//NN|UTR|SIN|IND|NOM//obj//31 för//PP//case//34 tjänstgöring//NN|UTR|SIN|IND|NOM//obl//31 utan//PP//mark//37 att//IE//mark//37 få//VB|INF|AKT//advcl//31 godkända//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//39 vitsord//NN|NEU|PLU|IND|NOM//obj//37 eller//KN//cc//43 om//SN//mark//43 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//43 föreligger//VB|PRS|AKT//conj//31 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 skäl//NN|NEU|PLU|IND|NOM//obj//43 ,//MID//punct//22 får//VB|PRS|AKT//aux//50 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//50 säga//VB|INF|AKT//conj//22 upp//PL//compound:prt//50 anställningen//NN|UTR|SIN|DEF|NOM//obj//50 med//PP//case//55 en//DT|UTR|SIN|IND//det//55 uppsägningstid//NN|UTR|SIN|IND|NOM//obl//50 av//PP//case//58 en//DT|UTR|SIN|IND//det//58 månad//NN|UTR|SIN|IND|NOM//nmod//55 .//MAD//punct//22
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;För//PP//case//1 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//20 som//HP|-|-|-//nsubj:pass//3 anställs//VB|PRS|SFO//acl:relcl//1 enligt//PP//case//6 första//RO|NOM//amod//6 stycket//NN|NEU|SIN|DEF|NOM//obl//3 ska//VB|PRS|AKT//aux//20 bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//20 i//PP//case//13 15–17//RG|NOM//nummod//11 §//NN|AN//nmod//12 §//NN|AN//nmod//13 lagen//NN|UTR|SIN|DEF|NOM//nmod//8 (//PAD//punct//8 1982:80//RG|NOM//nmod//8 )//PAD//punct//8 om//PP//mark//20 anställningsskydd//NN|NEU|SIN|IND|NOM//nsubj//20 inte//AB//advmod//20 gälla//VB|INF|AKT//ROOT//20 .//MAD//punct//20
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;4//RG|NOM//nummod//23 §//NN|AN//appos//20 För//PP//case//25 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//23 som//HP|-|-|-//nsubj//28 är//VB|PRS|AKT//cop//28 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//25 i//PP//case//30 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//28 och//KN//cc//32 tjänstgör//VB|PRS|AKT//conj//28 i//PP//case//37 en//DT|UTR|SIN|IND//det//37 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//37 militär//JJ|POS|UTR|SIN|IND|NOM//amod//37 insats//NN|UTR|SIN|IND|NOM//obl//32 ska//VB|PRS|AKT//aux//42 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//40 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//42 inte//AB//advmod//42 gälla//VB|INF|AKT//conj//20 ://MID//punct//42
1 Förslag till lag (0000:00) med bestämmelser för Försvarsmaktens personal vid internationella militära insatser;1//RG|NOM//appos//42 .//MAD//punct//20
