Vissa polisfrågor – säkerhet vid förhör samt kränkningsersättning;Slutbetänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Blåljusutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Utredningen har antagit namnet Blåljusutredningen (Ju 2016:23). Den 21 december 2017 beslutade regeringen om tilläggsdirektiv med innebörd att utredaren, utöver de ursprungliga direktiven skulle dels göra de överväganden som krävs och lämna författningsförslag;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppdrag//NN|NEU|SIN|IND|NOM//nsubj//5 är//VB|PRS|AKT//cop//5 med//PP//case//4 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//5 slutfört//PC|PRF|NEU|SIN|IND|NOM//ROOT//5 .//MAD//punct//5
Utredningen har antagit namnet Blåljusutredningen (Ju 2016:23). Den 21 december 2017 beslutade regeringen om tilläggsdirektiv med innebörd att utredaren, utöver de ursprungliga direktiven skulle dels göra de överväganden som krävs och lämna författningsförslag;Stockholm//PM|NOM//ROOT//0 i//PP//case//2 september//NN|UTR|SIN|IND|NOM//obl//0 2018//RG|NOM//nummod//2 .//MAD//punct//0
Utredningen har antagit namnet Blåljusutredningen (Ju 2016:23). Den 21 december 2017 beslutade regeringen om tilläggsdirektiv med innebörd att utredaren, utöver de ursprungliga direktiven skulle dels göra de överväganden som krävs och lämna författningsförslag;Anders//PM|NOM//nmod//1 Perklev//PM|NOM//ROOT//1 /Christina//RG|NOM//cc//3 Weilander//PM|NOM//conj//1


1.1 Förslag till lag om ändring i polislagen (1984:387);Härigenom//AB//advmod//1 föreskrivs//VB|PRS|SFO//ROOT//1 att//SN//mark//10 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//10 i//PP//case//5 polislagen//NN|UTR|SIN|DEF|NOM//obl//10 (//PAD//punct//5 1984:387//RG|NOM//nmod//5 )//PAD//punct//5 ska//VB|PRS|AKT//aux//10 införas//VB|INF|SFO//ccomp//1 en//DT|UTR|SIN|IND//det//13 ny//JJ|POS|UTR|SIN|IND|NOM//amod//13 paragraf//NN|UTR|SIN|IND|NOM//nsubj:pass//10 ,//MID//punct//13 19//RG|NOM//nummod//17 a//NN|NEU|SIN|IND|NOM//case//17 §//NN|AN//obl//10 ,//MID//punct//17 av//PP//case//21 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//21 lydelse//NN|UTR|SIN|IND|NOM//conj//17 .//MAD//punct//1
1.1 Förslag till lag om ändring i polislagen (1984:387);Denna//DT|UTR|SIN|DEF//det//1 lag//NN|UTR|SIN|IND|NOM//nsubj//2 träder//VB|PRS|AKT//ROOT//2 i//PP//compound:prt//2 kraft//NN|UTR|SIN|IND|NOM//fixed//3 den//DT|UTR|SIN|DEF//det//7 1//RO|NOM//nummod//7 januari//NN|UTR|SIN|IND|NOM//obl//2 2020//RG|NOM//nummod//7 .//MAD//punct//2


2.1 Inledning;Detta//DT|NEU|SIN|DEF//det//1 kapitel//NN|NEU|SIN|IND|NOM//nsubj//2 innehåller//VB|PRS|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//5 kortfattad//PC|PRF|UTR|SIN|IND|NOM//amod//5 redogörelse//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//8 våra//PS|UTR/NEU|PLU|DEF//nmod:poss//8 direktiv//NN|NEU|PLU|IND|NOM//nmod//5 och//KN//cc//13 hur//HA//advmod//13 utredningsarbetet//NN|NEU|SIN|DEF|NOM//nsubj:pass//13 har//VB|PRS|AKT//aux//13 bedrivits//VB|SUP|SFO//conj//2 .//MAD//punct//2
2.1 Inledning;Kapitlet//NN|NEU|SIN|DEF|NOM//nsubj//16 innehåller//VB|PRS|AKT//parataxis//2 också//AB//advmod//16 en//DT|UTR|SIN|IND//det//19 beskrivning//NN|UTR|SIN|IND|NOM//obj//16 av//PP//case//22 betänkandets//NN|NEU|SIN|DEF|GEN//nmod:poss//22 disposition//NN|UTR|SIN|IND|NOM//nmod//19 och//KN//cc//24 utformning//NN|UTR|SIN|IND|NOM//conj//22 .//MAD//punct//2

2.2 Uppdraget;Våra//PS|UTR/NEU|PLU|DEF//nmod:poss//2 ursprungliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 direktiv//NN|NEU|PLU|IND|NOM//nsubj:pass//3 beslutades//VB|PRT|SFO//ROOT//3 av//PP//case//5 regeringen//NN|UTR|SIN|DEF|NOM//obl:agent//3 den//DT|UTR|SIN|DEF//det//8 22//RG|NOM//nummod//8 december//NN|UTR|SIN|IND|NOM//obl//3 2016//RG|NOM//nummod//8 .//MAD//punct//3
2.2 Uppdraget;Direktiven//NN|NEU|PLU|DEF|NOM//nsubj//15 i//PP//case//14 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//14 helhet//NN|UTR|SIN|IND|NOM//nmod//11 finns//VB|PRS|SFO//parataxis//3 fogade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//15 till//PP//case//18 delbetänkandet//NN|NEU|SIN|DEF|NOM//obl//16 (//PAD//punct//20 se//VB|IMP|AKT//parataxis//15 bilaga//NN|UTR|SIN|IND|NOM//obj//20 1//RG|NOM//nummod//20 )//PAD//punct//20 .//MAD//punct//15
