Mutbrott;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utredningen//NN|UTR|SIN|DEF|NOM//nmod//0 om//PP//case//4 mutor//NN|UTR|PLU|IND|NOM//nmod//2
Förteckning över deltagare i utredningen;Enhetsrådet//NN|NEU|SIN|DEF|NOM//nmod//1 Johanna//PM|NOM//ROOT//1 Skinnari//PM|NOM//flat:name//1 ,//MID//punct//1 Brottsförebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 rådet//NN|NEU|SIN|DEF|NOM//conj//1 (//PAD//punct//5 fr.o.m.//AB|AN//case//11 den//DT|UTR|SIN|DEF//det//10 7//RO|NOM//nummod//10 september//NN|UTR|SIN|IND|NOM//nmod//11 2009//RG|NOM//nummod//1 )//PAD//punct//1
Förteckning över deltagare i utredningen;Överåklagaren//NN|UTR|SIN|DEF|NOM//nmod//1 Gunnar//PM|NOM//ROOT//1 Stetler//PM|NOM//flat:name//1 ,//MID//punct//1 Åklagarmyndigheten//PM|NOM//conj//1 ,//MID//punct//4 Riksenheten//NN|UTR|SIN|DEF|NOM//conj//1 mot//PP//case//8 korruption//NN|UTR|SIN|IND|NOM//nmod//6
Förteckning över deltagare i utredningen;Professorn//NN|UTR|SIN|DEF|NOM//nmod//1 Per//PM|NOM//dep//6 Ole//PM|NOM//flat:name//1 Träskman//PM|NOM//flat:name//1 ,//MID//punct//1 Lunds//PM|GEN//nmod:poss//6 universitet//NN|NEU|SIN|IND|NOM//ROOT//6
Förteckning över deltagare i utredningen;Ledamöter//NN|UTR|PLU|IND|NOM//ROOT//0 i//PP//case//2 arbetsgruppen//NN|UTR|SIN|DEF|NOM//nmod//0
Förteckning över deltagare i utredningen;Bolagsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Carina//PM|NOM//ROOT//1 Bergman//PM|NOM//flat:name//1 Marcus//PM|NOM//flat:name//1 ,//MID//punct//1 Ernst//PM|NOM//conj//1 &//KN|AN//cc//7 Young//PM|NOM//conj//1 (//PAD//punct//1 nominerad//PC|PRF|UTR|SIN|IND|NOM//appos//1 av//PP//case//11 Far//NN|UTR|SIN|IND|NOM//nmod//9 )//PAD//punct//1
Förteckning över deltagare i utredningen;Chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Viveca//PM|NOM//nmod:poss//7 Bergstedt-Sten//PM|NOM//flat:name//1 ,//MID//punct//1 Posten//NN|UTR|SIN|DEF|NOM//nmod//5 AB//PM|NOM//appos//1 (//PAD//punct//1 nominerad//PC|PRF|UTR|SIN|IND|NOM//ROOT//7 av//PP//case//10 Svenskt//JJ|POS|NEU|SIN|IND|NOM//amod//10 Näringsliv//NN|NEU|SIN|IND|NOM//nmod//7 )//PAD//punct//7
Förteckning över deltagare i utredningen;Bankjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Agneta//PM|NOM//ROOT//1 Brandimarti//PM|NOM//flat:name//1 ,//MID//punct//5 Svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 Bankföreningen//NN|UTR|SIN|DEF|NOM//conj//1 Jur.//PM|NOM//amod//7 kand//NN|AN//conj//1 .//MAD//punct//1
Förteckning över deltagare i utredningen;Martina//PM|NOM//nmod//10 Elfgren//PM|NOM//conj//1 Lilja//PM|NOM//flat:name//10 ,//MID//punct//14 Svensk//JJ|POS|UTR|SIN|IND|NOM//compound//14 Handel//NN|UTR|SIN|IND|NOM//conj//10
Förteckning över deltagare i utredningen;Verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 direktören//NN|UTR|SIN|DEF|NOM//nmod//2 Jan//PM|NOM//ROOT//2 Fager//PM|NOM//flat:name//2 ,//MID//punct//2 Sveriges//PM|GEN//nmod:poss//6 Marknadsförbund//NN|NEU|SIN|IND|NOM//conj//2
Förteckning över deltagare i utredningen;Verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//1 direktören//NN|UTR|SIN|DEF|NOM//nmod//2 Maria//PM|NOM//ROOT//2 Guggenberger//PM|NOM//flat:name//2 ,//MID//punct//2 Sponsrings-//NN|UTR|-|-|SMS//appos//2 och//KN//cc//7 Eventföreningen//PM|NOM//conj//5
Förteckning över deltagare i utredningen;Vice//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//det//2 verkställande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//2 direktören//NN|UTR|SIN|DEF|NOM//nmod//3 Pernilla//PM|NOM//ROOT//3 Klein//PM|NOM//flat:name//3 ,//MID//punct//6 SNS//PM|NOM//conj//3 (//PAD//punct//3 nominerad//PC|PRF|UTR|SIN|IND|NOM//acl//3 av//PP//case//10 ICC//PM|NOM//nmod//8 ://MID//punct//8 s//NN|AN//nummod//14 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 avdelning//NN|UTR|SIN|IND|NOM//conj//3 )//PAD//punct//3
Förteckning över deltagare i utredningen;Chefsjuristen//NN|UTR|SIN|DEF|NOM//nmod//1 Einar//PM|NOM//ROOT//1 Lundgren//PM|NOM//flat:name//1 ,//MID//punct//4 Skanska//PM|NOM//nmod//5 AB//PM|NOM//appos//1 (//PAD//punct//1 nominerad//PC|PRF|UTR|SIN|IND|NOM//appos//1 av//PP//case//10 Stockholms//PM|GEN//nmod:poss//10 Handelskammare//NN|UTR|SIN|IND|NOM//nmod//7 )//PAD//punct//1
Förteckning över deltagare i utredningen;Jur.//NN|AN//amod//1 kand//NN|AN//ROOT//1 .//MID//punct//1
Förteckning över deltagare i utredningen;Lars//PM|NOM//appos//1 Nordfors//PM|NOM//flat:name//3 ,//MID//punct//3 Företagarna//NN|UTR|PLU|DEF|NOM//nmod//7 8.6//RG|NOM//nmod//8 Riktlinjer//NN|UTR|PLU|IND|NOM//conj//1 om//PP//case//11 förebyggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//11 åtgärder//NN|UTR|PLU|IND|NOM//nmod//8 och//KN//cc//14 9.3//RG|NOM//nmod//14 Konsekvenser//NN|UTR|PLU|IND|NOM//conj//11 för//PP//case//16 brottsligheten//NN|UTR|SIN|DEF|NOM//nmod//14 och//KN//cc//18 det//PN|NEU|SIN|DEF|SUB/OBJ//conj//16


Förslag till lag om ändring i brottsbalken;Härigenom//AB//nsubj:pass//1 föreskrivs//VB|PRS|SFO//ROOT//1 i//PP//advmod//1 fråga//NN|UTR|SIN|IND|NOM//fixed//2 om//PP//case//5 brottsbalken//NN|UTR|SIN|DEF|NOM//obl//1 dels//KN//advmod//19  //_SP////6 att//SN//mark//19 17//RG|NOM//nummod//10 kap.//NN|AN//nmod//12 7//RG|NOM//nummod//12 §//NN|AN//nsubj//19 och//KN//cc//12 20//RG|NOM//nummod//15 kap.//NN|AN//conj//12 2//RG|NOM//nummod//17 §//NN|AN//nmod//12 ska//VB|PRS|AKT//aux//19 upphöra//VB|INF|AKT//advcl//1 att//IE//mark//21 gälla//VB|INF|AKT//advcl//19 ,//MID//punct//44 dels//KN//advmod//44  //_SP////23 att//SN//mark//44 10//RG|NOM//nummod//27 kap.//NN|AN//nmod//28 5//RG|NOM//nummod//31 och//KN//cc//28 10//RG|NOM//nummod//28 §//NN|AN//nmod//32 §//NN|AN//nsubj//44 ,//MID//punct//32 20//RG|NOM//nummod//35 kap.//NN|AN//nmod//32 5//RG|NOM//nummod//37 §//NN|AN//nmod//32 och//KN//cc//39 rubriken//NN|UTR|SIN|DEF|NOM//conj//37 till//PP//case//42 10//RG|NOM//nummod//42 kap.//NN|AN//nmod//39 ska//VB|PRS|AKT//aux//44 ha//VB|INF|AKT//advcl//19 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//46 lydelse//NN|UTR|SIN|IND|NOM//obj//44 ,//MID//punct//44 dels//KN//advmod//55  //_SP////48 att//SN//mark//55 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//55 i//PP//case//53 balken//NN|UTR|SIN|DEF|NOM//obl//55 ska//VB|PRS|AKT//aux//55 införas//VB|INF|SFO//conj//44 fyra//RG|NOM//nummod//58 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 paragrafer//NN|UTR|PLU|IND|NOM//nsubj:pass//55 ,//MID//punct//58 10//RG|NOM//nummod//61 kap.//NN|AN//nmod//62 5//RG|NOM//nummod//63 a//NN|NEU|SIN|IND|NOM//appos//58 –//NN|AN//punct//63 5//RG|NOM//nummod//63 d//NN|AN//case//68 §//NN|AN//nmod//68 §//NN|AN//obl//63 ,//MID//punct//55 av//PP//case//72 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 lydelse//NN|UTR|SIN|IND|NOM//obl//55 .//MAD//punct//1


10 kap. Om förskingring, annan trolöshet och mutbrott;Missbrukar//VB|PRS|AKT//advcl//22 någon//PN|UTR|SIN|IND|SUB/OBJ//obj//0 ,//MID//punct//0 som//HP|-|-|-//nsubj//4 fått//VB|SUP|AKT//acl:relcl//0 till//PP//case//6 uppgift//NN|UTR|SIN|IND|NOM//obj//4 att//IE//mark//8 sköta//VB|INF|AKT//acl//6 rättslig//JJ|POS|UTR|SIN|IND|NOM//amod//10 angelägenhet//NN|UTR|SIN|IND|NOM//obj//8 för//PP//case//13 någon//DT|UTR|SIN|IND//det//13 annan//JJ|POS|UTR|SIN|IND|NOM//obl//8 ,//MID//punct//18 till//PP//case//18 förfång//NN|NEU|SIN|IND|NOM//fixed//15 för//PP//fixed//15 huvudmannen//NN|UTR|SIN|DEF|NOM//obl//8 sin//PS|UTR|SIN|DEF//nmod:poss//20 förtroendeställning//NN|UTR|SIN|IND|NOM//obj//18 ,//MID//punct//0 döms//VB|PRS|SFO//ROOT//22 han//PN|UTR|SIN|DEF|SUB//nsubj//22 enligt//PP//case//26 första//RO|NOM//amod//26 stycket//NN|NEU|SIN|DEF|NOM//obl//22 ,//MID//punct//22 även//AB//mark//37 om//SN//fixed//28 angelägenheten//NN|UTR|SIN|DEF|NOM//nsubj//37 inte//AB//advmod//37 är//VB|PRS|AKT//cop//37 av//PP//case//37 ekonomisk//JJ|POS|UTR|SIN|IND|NOM//amod//37 eller//KN//cc//36 teknisk//JJ|POS|UTR|SIN|IND|NOM//conj//34 art//NN|UTR|SIN|IND|NOM//advcl//22 .//MAD//punct//22
10 kap. Om förskingring, annan trolöshet och mutbrott;5//RG|NOM//nummod//41 a//NN|NEU|SIN|IND|NOM//case//41 §//NN|AN//obl//22
10 kap. Om förskingring, annan trolöshet och mutbrott;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//4 som//HP|-|-|-//nsubj//2 erbjuder//VB|PRS|AKT//acl:relcl//0 ,//MID//punct//0 lovar//VB|PRS|AKT//ROOT//4 eller//KN//cc//6 lämnar//VB|PRS|AKT//conj//4 pengar//NN|UTR|PLU|IND|NOM//obj//6 eller//KN//cc//10 annan//JJ|POS|UTR|SIN|IND|NOM//amod//10 förmån//NN|UTR|SIN|IND|NOM//conj//7 döms//VB|PRS|SFO//conj//4 för//PP//case//13 givande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//11 av//PP//case//15 muta//NN|UTR|SIN|IND|NOM//nmod//13  //_SP////15 till//PP//case//18 böter//NN|UTR|PLU|IND|NOM//obl//11 eller//KN//cc//20 fängelse//NN|NEU|SIN|IND|NOM//conj//18 i//PP//case//24 högst//AB|SUV//advmod//23 två//RG|NOM//nummod//24 år//NN|NEU|PLU|IND|NOM//obl//11 ,//MID//punct//24 om//PP//case//28 åtgärden//NN|UTR|SIN|DEF|NOM//nmod//28 1//RG|NOM//nummod//24 .//MID//punct//4
10 kap. Om förskingring, annan trolöshet och mutbrott;vidtas//VB|PRS|SFO//parataxis//4 med//PP//case//32 avsikt//NN|UTR|SIN|IND|NOM//obl//30 att//IE//mark//35 otillbörligt//AB|POS//advmod//35 påverka//VB|INF|AKT//acl//32 eller//KN//cc//37 belöna//VB|INF|AKT//conj//35 myndighetsutövning//NN|UTR|SIN|IND|NOM//obj//37 eller//KN//cc//41 offentlig//JJ|POS|UTR|SIN|IND|NOM//amod//41 upphandling//NN|UTR|SIN|IND|NOM//conj//38 eller//KN//cc//44 att//IE//mark//44 belöna//VB|INF|AKT//conj//35 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//46 påverkan//NN|UTR|SIN|IND|NOM//obj//44 ,//MID//punct//46 2//RG|NOM//obl//30 .//MAD//punct//4
10 kap. Om förskingring, annan trolöshet och mutbrott;i//PP//case//52 annat//JJ|POS|NEU|SIN|IND|NOM//amod//52 fall//NN|NEU|SIN|IND|NOM//obl//53 riktas//VB|INF|SFO//conj//4 mot//PP//case//56 en//DT|UTR|SIN|IND//det//56 arbets-//NN|NEU|-|-|SMS//obl//53 eller//KN//cc//58 uppdragstagare//NN|UTR|PLU|IND|NOM//conj//56 och//KN//cc//61 är//VB|PRS|AKT//aux:pass//61 ägnad//PC|PRF|UTR|SIN|IND|NOM//conj//4 att//IE//mark//64 otillbörligt//AB|POS//advmod//64 påverka//VB|INF|AKT//xcomp//61 eller//KN//cc//66 belöna//VB|INF|AKT//conj//64 dennes//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//68 sätt//NN|NEU|SIN|IND|NOM//obj//66 att//IE//mark//70 utföra//VB|INF|AKT//acl//68 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//72 arbetsuppgifter//NN|UTR|PLU|IND|NOM//obj//70 eller//KN//cc//75 sitt//PS|NEU|SIN|DEF//nmod:poss//75 uppdrag//NN|NEU|SIN|IND|NOM//conj//72 ,//MID//punct//61 eller//KN//cc//78 3//RG|NOM//nummod//76 .//MID//punct//4
10 kap. Om förskingring, annan trolöshet och mutbrott;riktas//VB|PRS|SFO//advcl//4 mot//PP//case//82 någon//PN|UTR|SIN|IND|SUB/OBJ//obl//80 som//HP|-|-|-//nsubj//84 deltar//VB|PRS|AKT//acl:relcl//82 eller//KN//cc//87 är//VB|PRS|AKT//cop//87 funktionär//JJ|POS|UTR|SIN|IND|NOM//conj//84 i//PP//case//90 en//DT|UTR|SIN|IND//det//90 tävling//NN|UTR|SIN|IND|NOM//obl//84 som//HP|-|-|-//nsubj//93 är//VB|PRS|AKT//cop//93 föremål//NN|NEU|SIN|IND|NOM//acl:relcl//90 för//PP//case//98 allmänt//AB|POS//advmod//96 anordnad//PC|PRF|UTR|SIN|IND|NOM//amod//98 kommersiell//JJ|POS|UTR|SIN|IND|NOM//amod//98 vadhållning//NN|UTR|SIN|IND|NOM//nmod//93 och//KN//cc//100 åtgärden//NN|UTR|SIN|DEF|NOM//conj//98 är//VB|PRS|AKT//cop//102 ägnad//PC|PRF|UTR|SIN|IND|NOM//conj//4 att//IE//mark//105 otillbörligt//AB|POS//advmod//105 påverka//VB|INF|AKT//advcl//102 utgången//NN|UTR|SIN|DEF|NOM//obj//105 av//PP//case//108 tävlingen//NN|UTR|SIN|DEF|NOM//nmod//106 eller//KN//cc//110 utgör//VB|PRS|AKT//conj//4 en//DT|UTR|SIN|IND//det//113 otillbörlig//JJ|POS|UTR|SIN|IND|NOM//amod//113 belöning//NN|UTR|SIN|IND|NOM//obj//110 åt//PP//case//115 deltagaren//NN|UTR|SIN|DEF|NOM//nmod//113 eller//KN//cc//117 funktionären//NN|UTR|SIN|DEF|NOM//conj//113 5//RG|NOM//nummod//119 b//NN|NEU|SIN|IND|NOM//case//120 §//NN|AN//obl//117
10 kap. Om förskingring, annan trolöshet och mutbrott;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//4 som//HP|-|-|-//nsubj//2 begär//VB|PRS|AKT//acl:relcl//0 ,//MID//punct//4 godtar//VB|PRS|AKT//ROOT//4 ett//DT|NEU|SIN|IND//det//6 löfte//NN|NEU|SIN|IND|NOM//obj//4 om//PP//case//25 eller//KN//cc//9 tar//VB|PRS|AKT//conj//4 emot//PL//compound:prt//9 pengar//NN|UTR|PLU|IND|NOM//obj//9 eller//KN//cc//14 annan//JJ|POS|UTR|SIN|IND|NOM//amod//14 förmån//NN|UTR|SIN|IND|NOM//conj//11 i//PP//case//16 fall//NN|NEU|PLU|IND|NOM//nmod//14 som//HP|-|-|-//nsubj:pass//18 avses//VB|PRS|SFO//acl:relcl//14 i//PP//case//20 5//RG|NOM//nummod//21 a//NN|NEU|SIN|IND|NOM//nummod//22 §//NN|AN//obl//18 döms//VB|PRS|SFO//conj//4 för//PP//case//25 tagande//NN|NEU|SIN|IND|NOM//obl//23 av//PP//case//27 muta//NN|UTR|SIN|IND|NOM//nmod//25  //_SP////27 till//PP//case//30 böter//NN|UTR|PLU|IND|NOM//obl//23 eller//KN//cc//32 fängelse//NN|NEU|SIN|IND|NOM//conj//30 i//PP//case//36 högst//AB|SUV//advmod//35 två//RG|NOM//nummod//36 år//NN|NEU|PLU|IND|NOM//nmod//32 .//MAD//punct//4
10 kap. Om förskingring, annan trolöshet och mutbrott;5//RG|NOM//punct//4 c//NN|AN//case//40 §//NN|AN//nmod//38
10 kap. Om förskingring, annan trolöshet och mutbrott;Är//VB|PRS|AKT//cop//12 brott//NN|NEU|PLU|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj:pass//3 avses//VB|PRS|SFO//acl:relcl//1 i//PP//case//6 5//RG|NOM//nummod//6 a//NN|NEU|SIN|IND|NOM//obl//3 eller//KN//cc//8 5//RG|NOM//conj//6 b//NN|NEU|SIN|IND|NOM//case//10 §//NN|AN//obl//3 att//IE//mark//12 anse//VB|INF|AKT//ROOT//12 som//KN//mark//14 grovt//JJ|POS|NEU|SIN|IND|NOM//xcomp//12 ,//MID//punct//12 döms//VB|PRS|SFO//parataxis//12 för//PP//case//19 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//19 tagande//NN|NEU|SIN|IND|NOM//obl//16 av//PP//case//21 muta//NN|UTR|SIN|IND|NOM//nmod//19 eller//KN//cc//24 grovt//JJ|POS|NEU|SIN|IND|NOM//amod//24 givande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//21 av//PP//case//26 muta//NN|UTR|SIN|IND|NOM//nmod//24  //_SP////26 till//PP//case//29 fängelse//NN|NEU|SIN|IND|NOM//nmod//24 i//PP//case//33 lägst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//32 sex//RG|NOM//nummod//33 månader//NN|UTR|PLU|IND|NOM//obl//16 och//KN//cc//37 högst//AB|SUV//advmod//36 sex//RG|NOM//nummod//37 år//NN|NEU|PLU|IND|NOM//conj//33 .//MAD//punct//12
10 kap. Om förskingring, annan trolöshet och mutbrott;Vid//PP//case//45 bedömande//NN|NEU|SIN|IND|NOM//fixed//39 av//PP//fixed//39 om//SN//mark//45 brottet//NN|NEU|SIN|DEF|NOM//nsubj//45 är//VB|PRS|AKT//cop//45 grovt//JJ|POS|NEU|SIN|IND|NOM//advmod//48 ska//VB|PRS|AKT//aux//48 särskilt//AB//advmod//48 beaktas//VB|INF|SFO//parataxis//12 om//SN//mark//51 gärningen//NN|UTR|SIN|DEF|NOM//nsubj//51 avsett//VB|SUP|AKT//advcl//48 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//53 värde//NN|NEU|SIN|IND|NOM//obj//51 ,//MID//punct//55 ingått//VB|SUP|AKT//conj//48 i//PP//case//58 en//DT|UTR|SIN|IND//det//58 brottslighet//NN|UTR|SIN|IND|NOM//obl//55 som//HP|-|-|-//nsubj:pass//60 utövats//VB|SUP|SFO//acl:relcl//58 systematiskt//AB|POS//xcomp//60 eller//KN//cc//68 annars//AB//advmod//68 varit//VB|SUP|AKT//cop//68 av//PP//case//68 särskilt//AB//advmod//67 farlig//JJ|POS|UTR|SIN|IND|NOM//amod//68 art//NN|UTR|SIN|IND|NOM//conj//61 .//MAD//punct//12
10 kap. Om förskingring, annan trolöshet och mutbrott;5//RG|NOM//nummod//72 d//NN|NEU|SIN|IND|NOM//case//72 §//NN|AN//appos//12
