Sammanfattning av uppdraget;En//DT|UTR|SIN|IND//det//2 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//2 utredare//NN|UTR|SIN|IND|NOM//nsubj:pass//3 tillkallas//VB|PRS|SFO//ROOT//3 med//PP//case//5 uppdrag//NN|NEU|SIN|IND|NOM//obl//3 att//IE//mark//7 se//VB|INF|AKT//acl//5 över//PL//case//11 den//DT|UTR|SIN|DEF//det//11 arbetslivsinriktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 rehabiliteringen//NN|UTR|SIN|DEF|NOM//obl//7 .//MAD//punct//15
Sammanfattning av uppdraget;I//PP//case//14 uppdraget//NN|NEU|SIN|DEF|NOM//obl//15 ingår//VB|PRS|AKT//parataxis//3 –//RG|NOM//punct//15 att//IE//mark//18 kartlägga//VB|INF|AKT//advcl//15 den//DT|UTR|SIN|DEF//det//21 arbetslivsinriktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//21 rehabiliteringsprocessen//NN|UTR|SIN|DEF|NOM//obj//18 ,//MID//punct//15 –//RG|NOM//punct//25 att//IE//mark//25 utforma//VB|INF|AKT//advcl//15 en//DT|UTR|SIN|IND//det//27 plattform//NN|UTR|SIN|IND|NOM//obj//25 för//PP//case//29 prioriteringar//NN|UTR|PLU|IND|NOM//nmod//27 ,//MID//punct//25 –//RG|NOM//punct//33 att//IE//mark//33 klargöra//VB|INF|AKT//advcl//15 den//DT|UTR|SIN|DEF//det//36 arbetslivsinriktade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//36 rehabiliteringens//NN|UTR|SIN|DEF|GEN//nmod:poss//37 innehåll//NN|NEU|SIN|IND|NOM//obj//33 och//KN//cc//39 gränser//NN|UTR|PLU|IND|NOM//conj//37 mot//PP//case//42 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 typer//NN|UTR|PLU|IND|NOM//obl//33 av//PP//case//44 rehabilitering//NN|UTR|SIN|IND|NOM//nmod//42 ,//MID//punct//33 –//RG|NOM//punct//48 att//IE//mark//48 klargöra//VB|INF|AKT//advcl//15 hur//HA//advmod//55 ansvar//NN|NEU|SIN|IND|NOM//nsubj:pass//55 och//KN//cc//52 uppgifter//NN|UTR|PLU|IND|NOM//conj//50 effektivast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//55 kan//VB|PRS|AKT//aux//55 fördelas//VB|INF|SFO//ccomp//48 mellan//PP//case//58 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 aktörer//NN|UTR|PLU|IND|NOM//obl//55 i//PP//case//60 rehabiliteringsarbetet//NN|NEU|SIN|DEF|NOM//nmod//58 samt//KN//cc//64 –//RG|NOM//punct//64 att//IE//mark//64 behandla//VB|INF|AKT//conj//55 frågor//NN|UTR|PLU|IND|NOM//obj//64 som//HP|-|-|-//nsubj//67 rör//VB|PRS|AKT//acl:relcl//65 målbeskrivningar//NN|UTR|PLU|IND|NOM//obj//67 och//KN//cc//73 hur//HA//advmod//73 drivkrafterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//73 kan//VB|PRS|AKT//aux//73 förstärkas//VB|INF|SFO//conj//64 i//PP//case//75 rehabiliteringsarbetet//NN|NEU|SIN|DEF|NOM//obl//73 .//MAD//punct//3
Sammanfattning av uppdraget;Bakgrund//NN|UTR|SIN|IND|NOM//ROOT//0
Sammanfattning av uppdraget;Begrepp//NN|NEU|PLU|IND|NOM//ROOT//0
Sammanfattning av uppdraget;Rehabilitering//NN|UTR|SIN|IND|NOM//nsubj//3 är//VB|PRS|AKT//cop//3 ett//DT|NEU|SIN|IND//det//3 samlingsbegrepp//NN|NEU|SIN|IND|NOM//ROOT//3 för//PP//case//6 alla//DT|UTR/NEU|PLU|IND/DEF//det//6 åtgärder//NN|UTR|PLU|IND|NOM//obl//3 som//HP|-|-|-//nsubj//8 syftar//VB|PRS|AKT//acl:relcl//6 till//PP//mark//11 att//IE//mark//11 hjälpa//VB|INF|AKT//advcl//8 sjuka//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 ,//MID//punct//14 skadade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 eller//KN//cc//16 funktionshindrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//12 människor//NN|UTR|PLU|IND|NOM//obj//11 att//IE//mark//19 återvinna//VB|INF|AKT//advcl//11 bästa//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//22 möjliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 förmåga//NN|UTR|SIN|IND|NOM//obj//19 i//PP//case//25 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//25 aktiviteter//NN|UTR|PLU|IND|NOM//obl//19 och//KN//cc//29 att//IE//mark//29 kunna//VB|INF|AKT//aux//29 leva//VB|INF|AKT//conj//3 ett//DT|NEU|SIN|IND//det//33 så//AB//advmod//32 normalt//JJ|POS|NEU|SIN|IND|NOM//amod//33 liv//NN|NEU|SIN|IND|NOM//obj//29 som//KN//mark//35 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//33 .//MAD//punct//3
Sammanfattning av uppdraget;Rehabilitering//NN|UTR|SIN|IND|NOM//conj//3 är//VB|PRS|AKT//cop//41 ingen//DT|UTR|SIN|IND//nsubj//41 klart//AB|POS//advmod//41 definierad//PC|PRF|UTR|SIN|IND|NOM//conj//3 eller//KN//cc//45 exakt//AB|POS//advmod//44 avgränsad//PC|PRF|UTR|SIN|IND|NOM//amod//45 verksamhet//NN|UTR|SIN|IND|NOM//conj//41 utan//KN//cc//47 bedrivs//VB|PRS|SFO//conj//3 i//PP//case//50 någon//DT|UTR|SIN|IND//det//50 form//NN|UTR|SIN|IND|NOM//obl//47 av//PP//case//53 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//53 aktörer//NN|UTR|PLU|IND|NOM//nmod//50 inom//PP//case//61 ramen//NN|UTR|SIN|DEF|NOM//fixed//54 för//PP//fixed//54 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 myndigheters//NN|UTR|PLU|IND|GEN//nmod:poss//61 eller//KN//cc//60 organisationers//NN|UTR|PLU|IND|GEN//conj//58 ansvarsområden//NN|NEU|PLU|IND|NOM//nmod//53 ,//MID//punct//50 t.ex.//AB|AN//advmod//64 socialtjänsten//NN|UTR|SIN|DEF|NOM//appos//50 ,//MID//punct//66 arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//conj//64 ,//MID//punct//68 försäkringskassan//NN|UTR|SIN|DEF|NOM//conj//64 samt//KN//cc//70 hälso-//NN|UTR|-|-|SMS//conj//64 och//KN//cc//72 sjukvården//NN|UTR|SIN|DEF|NOM//conj//64 .//MAD//punct//3
Sammanfattning av uppdraget;Den//DT|UTR|SIN|DEF//det//2 1//RO|NOM//nummod//2 januari//NN|UTR|SIN|IND|NOM//nsubj:pass//4 1992//RG|NOM//nummod//2 infördes//VB|PRT|SFO//ROOT//4 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//4 i//PP//case//10 22//RG|NOM//nummod//9 kap.//NN|AN//nmod//10 lagen//NN|UTR|SIN|DEF|NOM//nmod//6 (//PAD//punct//12 1962:381//RG|NOM//appos//10 )//PAD//punct//12 om//PP//case//16 allmän//JJ|POS|UTR|SIN|IND|NOM//amod//16 försäkring//NN|UTR|SIN|IND|NOM//obl//4 (//PAD//punct//16 AFL//PM|NOM//appos//16 )//PAD//punct//16 ,//MID//punct//16 enligt//PP//case//23 de//DT|UTR/NEU|PLU|DEF//det//23 förslag//NN|NEU|PLU|IND|NOM//conj//16 som//HP|-|-|-//nsubj:pass//25 lagts//VB|SUP|SFO//acl:relcl//23 fram//PL//compound:prt//25 i//PP//case//28 propositionen//NN|UTR|SIN|DEF|NOM//obl//25 om//PP//case//30 rehabilitering//NN|UTR|SIN|IND|NOM//nmod//28 och//KN//cc//32 rehabiliteringsersättning//NN|UTR|SIN|IND|NOM//conj//30 (//PAD//punct//16 prop//NN|UTR|SIN|IND|NOM//appos//16 .//MAD//punct//16
Sammanfattning av uppdraget;1990/91:141//RG|NOM//appos//16 bet//VB|PRT|AKT//nsubj//36 .//MAD//punct//16
Sammanfattning av uppdraget;1990/91//RG|NOM//conj//16 ://MID//punct//39
Sammanfattning av uppdraget;SfU16//PM|NOM//conj//16 ,//MID//punct//43 rskr//NN|NEU|SIN|IND|NOM//conj//41 .//MID//punct//41
Sammanfattning av uppdraget;1990/91:303//RG|NOM//conj//16 )//PAD//punct//16 .//MAD//punct//4
